"time","shuffle_read_bytes_total","executor"
"2021-08-01 22:15:29.243+00",506,"0"
"2021-08-01 22:15:29.243+00",276,"5"
"2021-08-01 22:15:29.243+00",6261182,"3"
"2021-08-01 22:15:29.243+00",161093358,"2"
"2021-08-01 22:15:59.243+00",506,"0"
"2021-08-01 22:15:59.243+00",276,"5"
"2021-08-01 22:15:59.243+00",161093631,"2"
"2021-08-01 22:15:59.243+00",6261182,"3"
"2021-08-01 22:15:59.243+00",276,"1"
"2021-08-01 22:15:59.243+00",460,"4"
"2021-08-01 22:16:29.243+00",276,"5"
"2021-08-01 22:16:29.243+00",276,"1"
"2021-08-01 22:16:29.243+00",167618034,"2"
"2021-08-01 22:16:29.243+00",506,"0"
"2021-08-01 22:16:29.243+00",460,"4"
"2021-08-01 22:16:29.243+00",6261182,"3"
"2021-08-01 22:16:59.243+00",460,"4"
"2021-08-01 22:16:59.243+00",276,"1"
"2021-08-01 22:16:59.243+00",174475700,"2"
"2021-08-01 22:16:59.243+00",506,"0"
"2021-08-01 22:16:59.243+00",6453101,"3"
"2021-08-01 22:16:59.243+00",276,"5"
"2021-08-01 22:17:29.243+00",6453424,"3"
"2021-08-01 22:17:29.243+00",276,"1"
"2021-08-01 22:17:29.243+00",177382952,"2"
"2021-08-01 22:17:29.243+00",460,"4"
"2021-08-01 22:17:29.243+00",506,"0"
"2021-08-01 22:17:29.243+00",276,"5"
"2021-08-01 22:17:59.243+00",276,"5"
"2021-08-01 22:17:59.243+00",460,"4"
"2021-08-01 22:17:59.243+00",6453424,"3"
"2021-08-01 22:17:59.243+00",276,"1"
"2021-08-01 22:17:59.243+00",182800894,"2"
"2021-08-01 22:17:59.243+00",506,"0"
"2021-08-01 22:18:29.243+00",460,"4"
"2021-08-01 22:18:29.243+00",191215114,"2"
"2021-08-01 22:18:29.243+00",276,"1"
"2021-08-01 22:18:29.243+00",6453424,"3"
"2021-08-01 22:18:29.243+00",276,"5"
"2021-08-01 22:18:29.243+00",506,"0"
"2021-08-01 22:18:59.243+00",276,"1"
"2021-08-01 22:18:59.243+00",6716100,"3"
"2021-08-01 22:18:59.243+00",276,"5"
"2021-08-01 22:18:59.243+00",460,"4"
"2021-08-01 22:18:59.243+00",506,"0"
"2021-08-01 22:18:59.243+00",197814761,"2"
"2021-08-01 22:19:29.243+00",506,"0"
"2021-08-01 22:19:29.243+00",460,"4"
"2021-08-01 22:19:29.243+00",276,"5"
"2021-08-01 22:19:29.243+00",6716373,"3"
"2021-08-01 22:19:29.243+00",276,"1"
"2021-08-01 22:19:29.243+00",200184322,"2"
"2021-08-01 22:19:59.243+00",206389500,"2"
"2021-08-01 22:19:59.243+00",506,"0"
"2021-08-01 22:19:59.243+00",460,"4"
"2021-08-01 22:19:59.243+00",276,"1"
"2021-08-01 22:19:59.243+00",7137416,"3"
"2021-08-01 22:19:59.243+00",276,"5"
"2021-08-01 22:20:29.243+00",506,"0"
"2021-08-01 22:20:29.243+00",214118472,"2"
"2021-08-01 22:20:29.243+00",7137566,"3"
"2021-08-01 22:20:29.243+00",276,"5"
"2021-08-01 22:20:29.243+00",276,"1"
"2021-08-01 22:20:29.243+00",460,"4"
"2021-08-01 22:20:59.243+00",276,"1"
"2021-08-01 22:20:59.243+00",276,"5"
"2021-08-01 22:20:59.243+00",460,"4"
"2021-08-01 22:20:59.243+00",506,"0"
"2021-08-01 22:20:59.243+00",220439731,"2"
"2021-08-01 22:20:59.243+00",7137566,"3"
"2021-08-01 22:21:29.243+00",7137566,"3"
"2021-08-01 22:21:29.243+00",506,"0"
"2021-08-01 22:21:29.243+00",221894701,"2"
"2021-08-01 22:21:29.243+00",460,"4"
"2021-08-01 22:21:29.243+00",276,"1"
"2021-08-01 22:21:29.243+00",276,"5"
"2021-08-01 22:21:59.243+00",221894974,"2"
"2021-08-01 22:21:59.243+00",506,"0"
"2021-08-01 22:21:59.243+00",460,"4"
"2021-08-01 22:21:59.243+00",276,"1"
"2021-08-01 22:21:59.243+00",7137566,"3"
"2021-08-01 22:21:59.243+00",276,"5"
"2021-08-01 22:22:29.243+00",506,"0"
"2021-08-01 22:22:29.243+00",276,"5"
"2021-08-01 22:22:29.243+00",460,"4"
"2021-08-01 22:22:29.243+00",276,"1"
"2021-08-01 22:22:29.243+00",7137566,"3"
"2021-08-01 22:22:29.243+00",222975535,"2"
"2021-08-01 22:22:59.243+00",460,"4"
"2021-08-01 22:22:59.243+00",7137566,"3"
"2021-08-01 22:22:59.243+00",276,"1"
"2021-08-01 22:22:59.243+00",223419856,"2"
"2021-08-01 22:22:59.243+00",506,"0"
"2021-08-01 22:22:59.243+00",276,"5"
"2021-08-01 22:23:29.243+00",460,"4"
"2021-08-01 22:23:29.243+00",506,"0"
"2021-08-01 22:23:29.243+00",223419856,"2"
"2021-08-01 22:23:29.243+00",276,"1"
"2021-08-01 22:23:29.243+00",7641128,"3"
"2021-08-01 22:23:29.243+00",276,"5"
"2021-08-01 22:23:59.243+00",276,"5"
"2021-08-01 22:23:59.243+00",7641401,"3"
"2021-08-01 22:23:59.243+00",276,"1"
"2021-08-01 22:23:59.243+00",460,"4"
"2021-08-01 22:23:59.243+00",223419856,"2"
"2021-08-01 22:23:59.243+00",506,"0"
"2021-08-01 22:24:29.243+00",460,"4"
"2021-08-01 22:24:29.243+00",276,"1"
"2021-08-01 22:24:29.243+00",8580821,"3"
"2021-08-01 22:24:29.243+00",276,"5"
"2021-08-01 22:24:29.243+00",223419856,"2"
"2021-08-01 22:24:29.243+00",506,"0"
"2021-08-01 22:24:59.243+00",460,"4"
"2021-08-01 22:24:59.243+00",506,"0"
"2021-08-01 22:24:59.243+00",223903762,"2"
"2021-08-01 22:24:59.243+00",276,"5"
"2021-08-01 22:24:59.243+00",8580821,"3"
"2021-08-01 22:24:59.243+00",276,"1"
"2021-08-01 22:25:29.243+00",460,"4"
"2021-08-01 22:25:29.243+00",8868440,"3"
"2021-08-01 22:25:29.243+00",276,"1"
"2021-08-01 22:25:29.243+00",276,"5"
"2021-08-01 22:25:29.243+00",223903762,"2"
"2021-08-01 22:25:29.243+00",506,"0"
"2021-08-01 22:25:59.243+00",276,"5"
"2021-08-01 22:25:59.243+00",276,"1"
"2021-08-01 22:25:59.243+00",460,"4"
"2021-08-01 22:25:59.243+00",223904035,"2"
"2021-08-01 22:25:59.243+00",506,"0"
"2021-08-01 22:25:59.243+00",8868889,"3"
"2021-08-01 22:26:29.243+00",460,"4"
"2021-08-01 22:26:29.243+00",276,"1"
"2021-08-01 22:26:29.243+00",276,"5"
"2021-08-01 22:26:29.243+00",224636448,"2"
"2021-08-01 22:26:29.243+00",506,"0"
"2021-08-01 22:26:29.243+00",29938841,"3"
"2021-08-01 22:26:59.243+00",46775659,"3"
"2021-08-01 22:26:59.243+00",276,"1"
"2021-08-01 22:26:59.243+00",276,"5"
"2021-08-01 22:26:59.243+00",460,"4"
"2021-08-01 22:26:59.243+00",506,"0"
"2021-08-01 22:26:59.243+00",224636721,"2"
"2021-08-01 22:27:29.243+00",54397110,"3"
"2021-08-01 22:27:29.243+00",276,"1"
"2021-08-01 22:27:29.243+00",276,"5"
"2021-08-01 22:27:29.243+00",460,"4"
"2021-08-01 22:27:29.243+00",506,"0"
"2021-08-01 22:27:29.243+00",224839760,"2"
"2021-08-01 22:27:59.243+00",276,"5"
"2021-08-01 22:27:59.243+00",506,"0"
"2021-08-01 22:27:59.243+00",225186620,"2"
"2021-08-01 22:27:59.243+00",460,"4"
"2021-08-01 22:27:59.243+00",276,"1"
"2021-08-01 22:27:59.243+00",67764127,"3"
"2021-08-01 22:28:29.243+00",460,"4"
"2021-08-01 22:28:29.243+00",506,"0"
"2021-08-01 22:28:29.243+00",225186770,"2"
"2021-08-01 22:28:29.243+00",276,"1"
"2021-08-01 22:28:29.243+00",89574282,"3"
"2021-08-01 22:28:29.243+00",276,"5"
"2021-08-01 22:28:59.243+00",460,"4"
"2021-08-01 22:28:59.243+00",276,"1"
"2021-08-01 22:28:59.243+00",104729565,"3"
"2021-08-01 22:28:59.243+00",276,"5"
"2021-08-01 22:28:59.243+00",506,"0"
"2021-08-01 22:28:59.243+00",225187043,"2"
"2021-08-01 22:29:29.243+00",460,"4"
"2021-08-01 22:29:29.243+00",506,"0"
"2021-08-01 22:29:29.243+00",225265867,"2"
"2021-08-01 22:29:29.243+00",276,"1"
"2021-08-01 22:29:29.243+00",113523874,"3"
"2021-08-01 22:29:29.243+00",276,"5"
"2021-08-01 22:29:59.245+00",276,"1"
"2021-08-01 22:29:59.245+00",126733453,"3"
"2021-08-01 22:29:59.245+00",276,"5"
"2021-08-01 22:29:59.245+00",460,"4"
"2021-08-01 22:29:59.245+00",506,"0"
"2021-08-01 22:29:59.245+00",225464661,"2"
"2021-08-01 22:30:29.243+00",276,"1"
"2021-08-01 22:30:29.243+00",148029594,"3"
"2021-08-01 22:30:29.243+00",276,"5"
"2021-08-01 22:30:29.243+00",460,"4"
"2021-08-01 22:30:29.243+00",506,"0"
"2021-08-01 22:30:29.243+00",225464661,"2"
"2021-08-01 22:30:59.248+00",460,"4"
"2021-08-01 22:30:59.248+00",276,"1"
"2021-08-01 22:30:59.248+00",163360888,"3"
"2021-08-01 22:30:59.248+00",276,"5"
"2021-08-01 22:30:59.248+00",506,"0"
"2021-08-01 22:30:59.248+00",225464661,"2"
"2021-08-01 22:31:29.243+00",276,"1"
"2021-08-01 22:31:29.243+00",165310056,"3"
"2021-08-01 22:31:29.243+00",276,"5"
"2021-08-01 22:31:29.243+00",460,"4"
"2021-08-01 22:31:29.243+00",506,"0"
"2021-08-01 22:31:29.243+00",225464661,"2"
"2021-08-01 22:31:59.243+00",460,"4"
"2021-08-01 22:31:59.243+00",506,"0"
"2021-08-01 22:31:59.243+00",225464934,"2"
"2021-08-01 22:31:59.243+00",276,"1"
"2021-08-01 22:31:59.243+00",165310056,"3"
"2021-08-01 22:31:59.243+00",276,"5"
"2021-08-01 22:32:29.243+00",460,"4"
"2021-08-01 22:32:29.243+00",276,"1"
"2021-08-01 22:32:29.243+00",165310056,"3"
"2021-08-01 22:32:29.243+00",276,"5"
"2021-08-01 22:32:29.243+00",506,"0"
"2021-08-01 22:32:29.243+00",226643502,"2"
"2021-08-01 22:32:59.243+00",460,"4"
"2021-08-01 22:32:59.243+00",276,"1"
"2021-08-01 22:32:59.243+00",165837642,"3"
"2021-08-01 22:32:59.243+00",276,"5"
"2021-08-01 22:32:59.243+00",506,"0"
"2021-08-01 22:32:59.243+00",226643502,"2"
"2021-08-01 22:33:29.243+00",276,"1"
"2021-08-01 22:33:29.243+00",165837642,"3"
"2021-08-01 22:33:29.243+00",276,"5"
"2021-08-01 22:33:29.243+00",460,"4"
"2021-08-01 22:33:29.243+00",506,"0"
"2021-08-01 22:33:29.243+00",226766229,"2"
"2021-08-01 22:33:59.243+00",460,"4"
"2021-08-01 22:33:59.243+00",506,"0"
"2021-08-01 22:33:59.243+00",226766502,"2"
"2021-08-01 22:33:59.243+00",276,"1"
"2021-08-01 22:33:59.243+00",165837642,"3"
"2021-08-01 22:33:59.243+00",276,"5"
"2021-08-01 22:34:29.243+00",460,"4"
"2021-08-01 22:34:29.243+00",227389365,"2"
"2021-08-01 22:34:29.243+00",276,"1"
"2021-08-01 22:34:29.243+00",166423923,"3"
"2021-08-01 22:34:29.243+00",276,"5"
"2021-08-01 22:34:29.243+00",506,"0"
"2021-08-01 22:34:59.243+00",460,"4"
"2021-08-01 22:34:59.243+00",276,"1"
"2021-08-01 22:34:59.243+00",166423923,"3"
"2021-08-01 22:34:59.243+00",276,"5"
"2021-08-01 22:34:59.243+00",506,"0"
"2021-08-01 22:34:59.243+00",227893200,"2"
"2021-08-01 22:35:29.243+00",460,"4"
"2021-08-01 22:35:29.243+00",227893200,"2"
"2021-08-01 22:35:29.243+00",506,"0"
"2021-08-01 22:35:29.243+00",276,"1"
"2021-08-01 22:35:29.243+00",167023854,"3"
"2021-08-01 22:35:29.243+00",276,"5"
"2021-08-01 22:35:59.245+00",460,"4"
"2021-08-01 22:35:59.245+00",227893200,"2"
"2021-08-01 22:35:59.245+00",276,"1"
"2021-08-01 22:35:59.245+00",173107983,"3"
"2021-08-01 22:35:59.245+00",276,"5"
"2021-08-01 22:35:59.245+00",506,"0"
"2021-08-01 22:36:29.243+00",460,"4"
"2021-08-01 22:36:29.243+00",506,"0"
"2021-08-01 22:36:29.243+00",227893200,"2"
"2021-08-01 22:36:29.243+00",276,"1"
"2021-08-01 22:36:29.243+00",181271277,"3"
"2021-08-01 22:36:29.243+00",276,"5"
"2021-08-01 22:36:59.247+00",460,"4"
"2021-08-01 22:36:59.247+00",506,"0"
"2021-08-01 22:36:59.247+00",227893200,"2"
"2021-08-01 22:36:59.247+00",276,"1"
"2021-08-01 22:36:59.247+00",187629825,"3"
"2021-08-01 22:36:59.247+00",276,"5"
"2021-08-01 22:37:29.243+00",460,"4"
"2021-08-01 22:37:29.243+00",506,"0"
"2021-08-01 22:37:29.243+00",228110781,"2"
"2021-08-01 22:37:29.243+00",276,"1"
"2021-08-01 22:37:29.243+00",194672165,"3"
"2021-08-01 22:37:29.243+00",276,"5"
"2021-08-01 22:37:59.243+00",200858632,"3"
"2021-08-01 22:37:59.243+00",276,"5"
"2021-08-01 22:37:59.243+00",460,"4"
"2021-08-01 22:37:59.243+00",228158756,"2"
"2021-08-01 22:37:59.243+00",506,"0"
"2021-08-01 22:37:59.243+00",276,"1"
"2021-08-01 22:38:29.243+00",276,"1"
"2021-08-01 22:38:29.243+00",460,"4"
"2021-08-01 22:38:29.243+00",506,"0"
"2021-08-01 22:38:29.243+00",228158906,"2"
"2021-08-01 22:38:29.243+00",209237379,"3"
"2021-08-01 22:38:29.243+00",276,"5"
"2021-08-01 22:38:59.243+00",228159179,"2"
"2021-08-01 22:38:59.243+00",506,"0"
"2021-08-01 22:38:59.243+00",460,"4"
"2021-08-01 22:38:59.243+00",276,"1"
"2021-08-01 22:38:59.243+00",216222175,"3"
"2021-08-01 22:38:59.243+00",276,"5"
"2021-08-01 22:39:29.248+00",228364402,"2"
"2021-08-01 22:39:29.248+00",221310391,"3"
"2021-08-01 22:39:29.248+00",276,"5"
"2021-08-01 22:39:29.248+00",276,"1"
"2021-08-01 22:39:29.248+00",460,"4"
"2021-08-01 22:39:29.248+00",506,"0"
"2021-08-01 22:39:59.243+00",228915586,"3"
"2021-08-01 22:39:59.243+00",506,"0"
"2021-08-01 22:39:59.243+00",460,"4"
"2021-08-01 22:39:59.243+00",276,"5"
"2021-08-01 22:39:59.243+00",276,"1"
"2021-08-01 22:39:59.243+00",228364875,"2"
"2021-08-01 22:40:29.243+00",228364875,"2"
"2021-08-01 22:40:29.243+00",460,"4"
"2021-08-01 22:40:29.243+00",506,"0"
"2021-08-01 22:40:29.243+00",235916438,"3"
"2021-08-01 22:40:29.243+00",276,"1"
"2021-08-01 22:40:29.243+00",276,"5"
"2021-08-01 22:40:59.243+00",460,"4"
"2021-08-01 22:40:59.243+00",276,"5"
"2021-08-01 22:40:59.243+00",276,"1"
"2021-08-01 22:40:59.243+00",238510332,"3"
"2021-08-01 22:40:59.243+00",228364875,"2"
"2021-08-01 22:40:59.243+00",506,"0"
"2021-08-01 22:41:29.243+00",239169504,"3"
"2021-08-01 22:41:29.243+00",276,"1"
"2021-08-01 22:41:29.243+00",460,"4"
"2021-08-01 22:41:29.243+00",228364875,"2"
"2021-08-01 22:41:29.243+00",506,"0"
"2021-08-01 22:41:29.243+00",276,"5"
"2021-08-01 22:41:59.243+00",228365148,"2"
"2021-08-01 22:41:59.243+00",460,"4"
"2021-08-01 22:41:59.243+00",276,"1"
"2021-08-01 22:41:59.243+00",239169504,"3"
"2021-08-01 22:41:59.243+00",276,"5"
"2021-08-01 22:41:59.243+00",506,"0"
"2021-08-01 22:42:29.243+00",506,"0"
"2021-08-01 22:42:29.243+00",460,"4"
"2021-08-01 22:42:29.243+00",229048221,"2"
"2021-08-01 22:42:29.243+00",276,"5"
"2021-08-01 22:42:29.243+00",239169504,"3"
"2021-08-01 22:42:29.243+00",276,"1"
"2021-08-01 22:42:59.243+00",276,"5"
"2021-08-01 22:42:59.243+00",229048221,"2"
"2021-08-01 22:42:59.243+00",506,"0"
"2021-08-01 22:42:59.243+00",239723298,"3"
"2021-08-01 22:42:59.243+00",276,"1"
"2021-08-01 22:42:59.243+00",460,"4"
"2021-08-01 22:43:29.243+00",276,"1"
"2021-08-01 22:43:29.243+00",240177174,"3"
"2021-08-01 22:43:29.243+00",276,"5"
"2021-08-01 22:43:29.243+00",460,"4"
"2021-08-01 22:43:29.243+00",506,"0"
"2021-08-01 22:43:29.243+00",229048221,"2"
"2021-08-01 22:43:59.243+00",276,"5"
"2021-08-01 22:43:59.243+00",240177174,"3"
"2021-08-01 22:43:59.243+00",229048494,"2"
"2021-08-01 22:43:59.243+00",506,"0"
"2021-08-01 22:43:59.243+00",460,"4"
"2021-08-01 22:43:59.243+00",276,"1"
"2021-08-01 22:44:29.243+00",276,"5"
"2021-08-01 22:44:29.243+00",276,"1"
"2021-08-01 22:44:29.243+00",229628223,"2"
"2021-08-01 22:44:29.243+00",506,"0"
"2021-08-01 22:44:29.243+00",460,"4"
"2021-08-01 22:44:29.243+00",240774102,"3"
"2021-08-01 22:44:59.243+00",460,"4"
"2021-08-01 22:44:59.243+00",506,"0"
"2021-08-01 22:44:59.243+00",276,"5"
"2021-08-01 22:44:59.243+00",229628223,"2"
"2021-08-01 22:44:59.243+00",241325712,"3"
"2021-08-01 22:44:59.243+00",276,"1"
"2021-08-01 22:45:29.243+00",276,"1"
"2021-08-01 22:45:29.243+00",460,"4"
"2021-08-01 22:45:29.243+00",506,"0"
"2021-08-01 22:45:29.243+00",229628223,"2"
"2021-08-01 22:45:29.243+00",276,"5"
"2021-08-01 22:45:29.243+00",241868859,"3"
"2021-08-01 22:45:59.243+00",460,"4"
"2021-08-01 22:45:59.243+00",229628223,"2"
"2021-08-01 22:45:59.243+00",276,"5"
"2021-08-01 22:45:59.243+00",241869132,"3"
"2021-08-01 22:45:59.243+00",276,"1"
"2021-08-01 22:45:59.243+00",506,"0"
"2021-08-01 22:46:29.243+00",460,"4"
"2021-08-01 22:46:29.243+00",276,"5"
"2021-08-01 22:46:29.243+00",229628223,"2"
"2021-08-01 22:46:29.243+00",506,"0"
"2021-08-01 22:46:29.243+00",243022584,"3"
"2021-08-01 22:46:29.243+00",276,"1"
"2021-08-01 22:46:59.243+00",276,"5"
"2021-08-01 22:46:59.243+00",276,"1"
"2021-08-01 22:46:59.243+00",229628223,"2"
"2021-08-01 22:46:59.243+00",460,"4"
"2021-08-01 22:46:59.243+00",506,"0"
"2021-08-01 22:46:59.243+00",243541557,"3"
"2021-08-01 22:47:29.243+00",276,"1"
"2021-08-01 22:47:29.243+00",460,"4"
"2021-08-01 22:47:29.243+00",506,"0"
"2021-08-01 22:47:29.243+00",230191572,"2"
"2021-08-01 22:47:29.243+00",243541707,"3"
"2021-08-01 22:47:29.243+00",276,"5"
"2021-08-01 22:47:59.243+00",460,"4"
"2021-08-01 22:47:59.243+00",506,"0"
"2021-08-01 22:47:59.243+00",230191845,"2"
"2021-08-01 22:47:59.243+00",243541707,"3"
"2021-08-01 22:47:59.243+00",276,"1"
"2021-08-01 22:47:59.243+00",276,"5"
"2021-08-01 22:48:29.243+00",506,"0"
"2021-08-01 22:48:29.243+00",460,"4"
"2021-08-01 22:48:29.243+00",276,"5"
"2021-08-01 22:48:29.243+00",243541707,"3"
"2021-08-01 22:48:29.243+00",276,"1"
"2021-08-01 22:48:29.243+00",231266673,"2"
"2021-08-01 22:48:59.243+00",243541707,"3"
"2021-08-01 22:48:59.243+00",276,"1"
"2021-08-01 22:48:59.243+00",276,"5"
"2021-08-01 22:48:59.243+00",231382575,"2"
"2021-08-01 22:48:59.243+00",506,"0"
"2021-08-01 22:48:59.243+00",460,"4"
"2021-08-01 22:49:29.243+00",506,"0"
"2021-08-01 22:49:29.243+00",232034922,"2"
"2021-08-01 22:49:29.243+00",460,"4"
"2021-08-01 22:49:29.243+00",276,"1"
"2021-08-01 22:49:29.243+00",243541707,"3"
"2021-08-01 22:49:29.243+00",276,"5"
"2021-08-01 22:49:59.243+00",243541707,"3"
"2021-08-01 22:49:59.243+00",460,"4"
"2021-08-01 22:49:59.243+00",276,"5"
"2021-08-01 22:49:59.243+00",232035195,"2"
"2021-08-01 22:49:59.243+00",506,"0"
"2021-08-01 22:49:59.243+00",276,"1"
"2021-08-01 22:50:29.243+00",232613832,"2"
"2021-08-01 22:50:29.243+00",460,"4"
"2021-08-01 22:50:29.243+00",276,"5"
"2021-08-01 22:50:29.243+00",244054551,"3"
"2021-08-01 22:50:29.243+00",276,"1"
"2021-08-01 22:50:29.243+00",506,"0"
"2021-08-01 22:50:59.243+00",506,"0"
"2021-08-01 22:50:59.243+00",232613832,"2"
"2021-08-01 22:50:59.243+00",276,"1"
"2021-08-01 22:50:59.243+00",244632369,"3"
"2021-08-01 22:50:59.243+00",276,"5"
"2021-08-01 22:50:59.243+00",460,"4"
"2021-08-01 22:51:29.243+00",276,"1"
"2021-08-01 22:51:29.243+00",276,"5"
"2021-08-01 22:51:29.243+00",460,"4"
"2021-08-01 22:51:29.243+00",506,"0"
"2021-08-01 22:51:29.243+00",233213217,"2"
"2021-08-01 22:51:29.243+00",244632369,"3"
"2021-08-01 22:51:59.243+00",276,"1"
"2021-08-01 22:51:59.243+00",233213490,"2"
"2021-08-01 22:51:59.243+00",506,"0"
"2021-08-01 22:51:59.243+00",276,"5"
"2021-08-01 22:51:59.243+00",244632369,"3"
"2021-08-01 22:51:59.243+00",460,"4"
"2021-08-01 22:52:29.243+00",506,"0"
