"time","bytesoutpersec_oneminuterate"
"2021-08-01 22:27:15.166+00",3997708.028139406
"2021-08-01 22:27:25.166+00",4012036.064754541
"2021-08-01 22:27:35.166+00",4021923.1531749796
"2021-08-01 22:27:45.166+00",4028316.2588739074
"2021-08-01 22:27:55.166+00",4035057.143861065
"2021-08-01 22:28:05.166+00",4037956.7348614535
"2021-08-01 22:28:15.166+00",4043575.6466456023
"2021-08-01 22:28:25.171+00",4048188.542461616
"2021-08-01 22:28:35.166+00",4050698.582576627
"2021-08-01 22:28:45.166+00",4054091.6284614815
"2021-08-01 22:28:55.166+00",4046453.404274961
"2021-08-01 22:29:05.166+00",4049375.325493164
"2021-08-01 22:29:15.166+00",4049792.3050107327
"2021-08-01 22:29:25.166+00",4049293.9145413316
"2021-08-01 22:29:35.166+00",4046193.083369421
"2021-08-01 22:29:45.166+00",4048369.437849411
"2021-08-01 22:29:55.166+00",4048776.426264205
"2021-08-01 22:30:05.166+00",4048602.0636354787
"2021-08-01 22:30:15.166+00",4004053.0046679582
"2021-08-01 22:30:25.166+00",4016089.911776429
"2021-08-01 22:30:35.166+00",4022369.613034777
"2021-08-01 22:30:45.166+00",4011520.4248944134
"2021-08-01 22:30:55.166+00",4026045.6451783273
"2021-08-01 22:31:05.166+00",4031802.2998743444
"2021-08-01 22:31:15.169+00",4025540.9593069414
"2021-08-01 22:31:25.166+00",4036278.203359559
"2021-08-01 22:31:35.166+00",4038086.9833815503
"2021-08-01 22:31:45.166+00",4038935.2489926387
"2021-08-01 22:31:55.166+00",4036158.338002256
"2021-08-01 22:32:05.166+00",4036744.0484505743
"2021-08-01 22:32:15.166+00",4036503.560199886
"2021-08-01 22:32:25.166+00",4037449.2235877467
"2021-08-01 22:32:35.166+00",4038590.028436734
"2021-08-01 22:32:45.166+00",4042667.1985181225
"2021-08-01 22:32:55.166+00",4044092.3922188347
"2021-08-01 22:33:05.166+00",4044492.7057715915
"2021-08-01 22:33:15.166+00",4045951.720501345
"2021-08-01 22:33:25.166+00",4047115.792081683
"2021-08-01 22:33:35.166+00",4047391.0498700473
"2021-08-01 22:33:45.166+00",4050924.5867222724
"2021-08-01 22:33:55.166+00",4050904.2904178966
"2021-08-01 22:34:05.166+00",4051018.8158708066
"2021-08-01 22:34:15.166+00",4052393.952192879
"2021-08-01 22:34:25.166+00",4052386.6974188862
"2021-08-01 22:34:35.166+00",4050557.4343018797
"2021-08-01 22:34:45.166+00",4050161.417728888
"2021-08-01 22:34:55.166+00",4049771.5617520506
"2021-08-01 22:35:05.166+00",4049775.8950661584
"2021-08-01 22:35:15.166+00",4051678.5535761924
"2021-08-01 22:35:25.166+00",4052527.416677643
"2021-08-01 22:35:35.166+00",4051215.6351400963
"2021-08-01 22:35:45.166+00",4054258.278853952
"2021-08-01 22:35:55.166+00",4055911.8015016625
"2021-08-01 22:36:05.166+00",4058064.3129546405
"2021-08-01 22:36:15.166+00",4057620.287797099
"2021-08-01 22:36:25.166+00",4059804.3857677234
"2021-08-01 22:36:35.166+00",4063555.103427794
"2021-08-01 22:36:45.171+00",4059677.3780419696
"2021-08-01 22:36:55.166+00",4058489.2540691607
"2021-08-01 22:37:05.166+00",4062633.065915278
"2021-08-01 22:37:15.166+00",4064998.379724076
"2021-08-01 22:37:25.166+00",4065383.9710029894
"2021-08-01 22:37:35.166+00",4065439.8684946094
"2021-08-01 22:37:45.166+00",4064331.96062223
"2021-08-01 22:37:55.166+00",4063540.733484479
"2021-08-01 22:38:05.166+00",4065197.6962714368
"2021-08-01 22:38:15.166+00",4056315.646327566
"2021-08-01 22:38:25.166+00",4061152.3574936357
"2021-08-01 22:38:35.166+00",4060891.1466895333
"2021-08-01 22:38:45.166+00",4056915.4183800714
"2021-08-01 22:38:55.166+00",4044991.2350216517
"2021-08-01 22:39:05.166+00",4042961.562044721
"2021-08-01 22:39:15.166+00",4042304.334305559
"2021-08-01 22:39:25.166+00",4041907.053914687
"2021-08-01 22:39:35.166+00",4038975.794315966
"2021-08-01 22:39:45.166+00",4040664.1869010166
"2021-08-01 22:39:55.166+00",4041208.395730563
"2021-08-01 22:40:05.166+00",4041462.2538422407
"2021-08-01 22:40:15.166+00",4039351.4748791847
"2021-08-01 22:40:25.166+00",4035604.111664541
"2021-08-01 22:40:35.166+00",4042766.0535685834
"2021-08-01 22:40:45.166+00",4044597.7811548435
"2021-08-01 22:40:55.166+00",4046302.0817128406
"2021-08-01 22:41:05.166+00",4045878.730169751
"2021-08-01 22:41:15.166+00",4048831.1191912387
"2021-08-01 22:41:25.166+00",4052390.412053429
"2021-08-01 22:41:35.166+00",4051524.2399741984
"2021-08-01 22:41:45.166+00",4051869.0453914343
"2021-08-01 22:41:55.166+00",4051234.3770360835
"2021-08-01 22:42:05.166+00",4056281.7606448606
"2021-08-01 22:42:15.166+00",4057006.1064735213
"2021-08-01 22:42:25.166+00",4057251.99948047
"2021-08-01 22:42:35.166+00",4056956.502139349
"2021-08-01 22:42:45.166+00",4059140.3112012707
"2021-08-01 22:42:55.166+00",4060084.852121993
"2021-08-01 22:43:05.166+00",4057944.5631031473
"2021-08-01 22:43:15.166+00",4060196.66643879
"2021-08-01 22:43:25.166+00",4058348.363705037
"2021-08-01 22:43:35.166+00",4058699.7437397595
"2021-08-01 22:43:45.166+00",4062695.635831958
"2021-08-01 22:43:55.166+00",4063440.9305286086
"2021-08-01 22:44:05.166+00",4065881.210282219
"2021-08-01 22:44:15.166+00",4063540.007365203
"2021-08-01 22:44:25.166+00",4066031.0298514124
"2021-08-01 22:44:35.166+00",4065368.471603448
"2021-08-01 22:44:45.166+00",4069555.5736804423
"2021-08-01 22:44:55.166+00",4068481.8680355675
"2021-08-01 22:45:05.166+00",4067946.0396148325
"2021-08-01 22:45:15.166+00",4059722.67836067
"2021-08-01 22:45:25.166+00",4054513.731685961
"2021-08-01 22:45:35.166+00",4047050.794278587
"2021-08-01 22:45:45.166+00",4048393.898583213
"2021-08-01 22:45:55.166+00",4048884.129329195
"2021-08-01 22:46:05.166+00",4046369.162775951
"2021-08-01 22:46:15.166+00",4047952.310907485
"2021-08-01 22:46:25.166+00",4048576.8889203044
"2021-08-01 22:46:35.166+00",4045667.1394915194
"2021-08-01 22:46:45.166+00",4041746.4654105855
"2021-08-01 22:46:55.166+00",4040815.3442061883
"2021-08-01 22:47:05.166+00",4040896.786563746
"2021-08-01 22:47:15.166+00",4043778.3076455076
"2021-08-01 22:47:25.166+00",4044092.9135389477
"2021-08-01 22:47:35.166+00",4044429.607969976
"2021-08-01 22:47:45.166+00",4045799.526237479
"2021-08-01 22:47:55.166+00",4044011.158357697
"2021-08-01 22:48:05.166+00",4045524.9656423214
"2021-08-01 22:48:15.166+00",4052138.992779623
"2021-08-01 22:48:25.166+00",4051729.705805568
"2021-08-01 22:48:35.166+00",4050978.875067231
"2021-08-01 22:48:45.166+00",4048396.647552627
"2021-08-01 22:48:55.171+00",4049850.81976076
"2021-08-01 22:49:05.166+00",4050749.560934359
"2021-08-01 22:49:15.166+00",4047969.4854788715
"2021-08-01 22:49:25.166+00",4049345.519096595
"2021-08-01 22:49:35.166+00",4049089.715837485
"2021-08-01 22:49:45.166+00",4053587.423230333
"2021-08-01 22:49:55.166+00",4057441.5609134105
"2021-08-01 22:50:05.166+00",4063036.639421047
"2021-08-01 22:50:15.166+00",4064387.9850718183
"2021-08-01 22:50:25.166+00",4063539.2368277777
"2021-08-01 22:50:35.166+00",4061408.690116529
"2021-08-01 22:50:45.166+00",4061808.5969624077
"2021-08-01 22:50:55.166+00",4062532.128817029
"2021-08-01 22:51:05.166+00",4065964.601186395
"2021-08-01 22:51:15.166+00",4070725.903012249
"2021-08-01 22:51:25.166+00",4070307.520159031
"2021-08-01 22:51:35.166+00",4076545.9339300296
"2021-08-01 22:51:45.166+00",4075130.1191412797
"2021-08-01 22:51:55.166+00",4076017.3106473926
"2021-08-01 22:52:05.166+00",4074562.4911099803
"2021-08-01 22:52:15.166+00",3887391.555749808
"2021-08-01 22:52:25.166+00",3601758.8002332672
"2021-08-01 22:52:35.166+00",3364350.2677821727
"2021-08-01 22:52:45.166+00",3161097.899241764
"2021-08-01 22:52:55.166+00",2982017.7880306146
"2021-08-01 22:53:05.166+00",2524223.560866649
"2021-08-01 22:53:15.166+00",2136709.113811929
"2021-08-01 22:53:25.166+00",1808685.216249017
"2021-08-01 22:53:35.166+00",1531018.9816346213
"2021-08-01 22:53:45.166+00",1295979.5884143456
"2021-08-01 22:53:55.166+00",1097023.0374240035
"2021-08-01 22:54:05.166+00",928609.9529634112
"2021-08-01 22:54:15.166+00",786051.3547350604
"2021-08-01 22:54:25.166+00",665378.106608738
"2021-08-01 22:54:35.166+00",563230.4073866155
"2021-08-01 22:54:45.166+00",476764.24675546563
"2021-08-01 22:54:55.166+00",440225.00214258995
"2021-08-01 22:55:05.166+00",411168.7090135578
"2021-08-01 22:55:15.166+00",386572.08141416707
"2021-08-01 22:55:25.166+00",365752.4611154843
"2021-08-01 22:55:35.166+00",348130.0864649558
"2021-08-01 22:55:45.166+00",333271.5178692725
"2021-08-01 22:55:55.166+00",320794.5092362402
"2021-08-01 22:56:05.166+00",310295.212411095
"2021-08-01 22:56:15.166+00",301256.290640539
"2021-08-01 22:56:25.166+00",293649.4926129262
"2021-08-01 22:56:35.166+00",287441.2585457496
"2021-08-01 22:56:45.166+00",282133.6993911729
"2021-08-01 22:56:55.166+00",277691.6984317367
"2021-08-01 22:57:05.166+00",273887.12608805957
"2021-08-01 22:57:15.166+00",270716.0163437582
"2021-08-01 22:57:25.166+00",267997.5652803113
"2021-08-01 22:57:35.166+00",265653.7187758273
"2021-08-01 22:57:45.166+00",263697.2410194847
"2021-08-01 22:57:55.166+00",262106.02295071183
"2021-08-01 22:58:05.166+00",260674.75271749604
"2021-08-01 22:58:15.166+00",259458.4106469173
"2021-08-01 22:58:25.166+00",258476.82453519182
"2021-08-01 22:58:35.166+00",257679.73356930132
"2021-08-01 22:58:45.166+00",256875.51130028346
"2021-08-01 22:58:55.166+00",256245.61327656315
"2021-08-01 22:59:05.166+00",255740.48564452477
"2021-08-01 22:59:15.166+00",255355.9207156362
"2021-08-01 22:59:25.173+00",254775.76816451774
"2021-08-01 22:59:35.166+00",254707.2010115574
"2021-08-01 22:59:45.166+00",254435.14834227928
"2021-08-01 22:59:55.166+00",254210.26851449296
"2021-08-01 23:00:05.166+00",253948.7774920616
"2021-08-01 23:00:15.168+00",253889.42763917835
"2021-08-01 23:00:25.166+00",253756.26886285256
"2021-08-01 23:00:35.166+00",253598.41165296617
"2021-08-01 23:00:45.166+00",253505.4126390589
"2021-08-01 23:00:55.166+00",253433.67318047464
"2021-08-01 23:01:05.166+00",253381.61812294513
"2021-08-01 23:01:15.171+00",253246.8542105688
"2021-08-01 23:01:25.166+00",253132.7978802027
"2021-08-01 23:01:35.166+00",253070.89182328762
"2021-08-01 23:01:45.166+00",253074.97948840036
"2021-08-01 23:01:55.171+00",252986.27262154446
"2021-08-01 23:02:05.166+00",252950.1809043462
"2021-08-01 23:02:15.166+00",252988.30356870094
"2021-08-01 23:02:25.166+00",252955.52397458223
"2021-08-01 23:02:35.166+00",252909.83067143295
"2021-08-01 23:02:45.166+00",252905.57642729906
"2021-08-01 23:02:55.166+00",252920.7664925995
"2021-08-01 23:03:05.172+00",252930.8663376687
"2021-08-01 23:03:15.166+00",252842.66096090723
"2021-08-01 23:03:25.166+00",252906.9838570353
"2021-08-01 23:03:35.166+00",252966.6833512355
"2021-08-01 23:03:45.166+00",252773.68103566475
"2021-08-01 23:03:55.166+00",252779.85207782465
"2021-08-01 23:04:05.166+00",252812.77038699432
"2021-08-01 23:04:15.166+00",252912.15232016885
"2021-08-01 23:04:25.172+00",252904.11416365128
"2021-08-01 23:04:35.166+00",252875.84859980084
"2021-08-01 23:04:45.166+00",252899.73068660888
"2021-08-01 23:04:55.166+00",252945.58663496946
"2021-08-01 23:05:05.166+00",252881.57652963782
"2021-08-01 23:05:15.166+00",252866.3287977878
"2021-08-01 23:05:25.166+00",252897.80577178163
"2021-08-01 23:05:35.166+00",252938.21402136225
"2021-08-01 23:05:45.166+00",252888.6200499462
"2021-08-01 23:05:55.166+00",252828.73891308455
"2021-08-01 23:06:05.166+00",252906.78937255734
"2021-08-01 23:06:15.166+00",252841.04537760842
"2021-08-01 23:06:25.166+00",252798.28036615052
"2021-08-01 23:06:35.166+00",252746.1866287863
"2021-08-01 23:06:45.169+00",252835.29260558827
"2021-08-01 23:06:55.166+00",252936.82731869922
"2021-08-01 23:07:05.166+00",252769.47448655986
"2021-08-01 23:07:15.166+00",252845.6693182683
"2021-08-01 23:07:25.166+00",252583.6692357305
"2021-08-01 23:07:35.172+00",252492.25630281484
"2021-08-01 23:07:45.166+00",252642.98950901415
"2021-08-01 23:07:55.166+00",252591.35542907222
"2021-08-01 23:08:05.166+00",252799.23601323558
"2021-08-01 23:08:15.166+00",252664.9538021739
"2021-08-01 23:08:25.166+00",252810.8327601984
"2021-08-01 23:08:35.166+00",252759.9906023715
"2021-08-01 23:08:45.166+00",252691.9989868793
"2021-08-01 23:08:55.166+00",252643.65556218656
"2021-08-01 23:09:05.166+00",252888.07492265152
"2021-08-01 23:09:15.166+00",252845.17821035645
"2021-08-01 23:09:25.166+00",252737.3253595093
"2021-08-01 23:09:35.166+00",252770.08590602523
"2021-08-01 23:09:45.166+00",252810.58577267625
"2021-08-01 23:09:55.166+00",252909.3241453135
"2021-08-01 23:10:05.166+00",252906.337131711
"2021-08-01 23:10:15.166+00",252764.8540316007
"2021-08-01 23:10:25.168+00",252933.34050501545
"2021-08-01 23:10:35.166+00",252906.3902490427
"2021-08-01 23:10:45.166+00",252906.58747498717
"2021-08-01 23:10:55.166+00",252669.48103359292
"2021-08-01 23:11:05.166+00",252800.86221210554
"2021-08-01 23:11:15.166+00",252779.0595298206
"2021-08-01 23:11:25.166+00",252704.2811833871
"2021-08-01 23:11:35.166+00",252923.40906085508
"2021-08-01 23:11:45.166+00",253145.01738198652
"2021-08-01 23:11:55.166+00",253245.14622247557
"2021-08-01 23:12:05.166+00",253335.87738570644
"2021-08-01 23:12:15.182+00",253501.30508312245
"2021-08-01 23:12:25.166+00",253517.8109182821
"2021-08-01 23:12:35.171+00",253553.74565926497
"2021-08-01 23:12:45.166+00",253617.68431184886
"2021-08-01 23:12:55.166+00",253700.15849586827
"2021-08-01 23:13:05.166+00",253682.58027721746
"2021-08-01 23:13:15.166+00",253638.8161856368
"2021-08-01 23:13:25.166+00",253741.1828205467
"2021-08-01 23:13:35.166+00",253766.7136381407
"2021-08-01 23:13:45.166+00",253778.42593004304
"2021-08-01 23:13:55.166+00",253659.65809798051
"2021-08-01 23:14:05.166+00",253819.11772057478
"2021-08-01 23:14:15.171+00",253882.1325475002
"2021-08-01 23:14:25.166+00",253844.11959598277
"2021-08-01 23:14:35.166+00",253831.124661708
"2021-08-01 23:14:45.166+00",253857.59770799297
"2021-08-01 23:14:55.166+00",253921.55958036447
