"time","bytesinpersec_oneminuterate"
"2021-08-01 22:16:45.166+00",2066191.7827519749
"2021-08-01 22:16:55.166+00",2064307.9396337902
"2021-08-01 22:17:05.166+00",2065605.5765943008
"2021-08-01 22:17:15.166+00",2064806.469712209
"2021-08-01 22:17:25.166+00",2065331.1705807436
"2021-08-01 22:17:35.166+00",2062268.601502141
"2021-08-01 22:17:45.166+00",2058323.3835332724
"2021-08-01 22:17:55.166+00",2056956.7309664604
"2021-08-01 22:18:05.166+00",2055683.4079829212
"2021-08-01 22:18:15.166+00",2052950.5019612182
"2021-08-01 22:18:25.166+00",2049485.7671025041
"2021-08-01 22:18:35.166+00",2047894.1902027922
"2021-08-01 22:18:45.166+00",2044292.8163644166
"2021-08-01 22:18:55.166+00",2044823.108834182
"2021-08-01 22:19:05.166+00",2043991.405905925
"2021-08-01 22:19:15.166+00",2041048.3656990186
"2021-08-01 22:19:25.166+00",2038993.284510798
"2021-08-01 22:19:35.166+00",2035968.741299138
"2021-08-01 22:19:45.166+00",2034517.3094616148
"2021-08-01 22:19:55.166+00",2033650.9769721306
"2021-08-01 22:20:05.166+00",2033757.6689320314
"2021-08-01 22:20:15.166+00",2036035.98996656
"2021-08-01 22:20:25.166+00",2039298.2635723252
"2021-08-01 22:20:35.166+00",2041973.2243136668
"2021-08-01 22:20:45.166+00",2044665.4177939163
"2021-08-01 22:20:55.166+00",2046607.9032663938
"2021-08-01 22:21:05.166+00",2048411.8037987696
"2021-08-01 22:21:15.166+00",2047754.5432282432
"2021-08-01 22:21:25.166+00",2046907.2641021062
"2021-08-01 22:21:35.166+00",2048583.435715655
"2021-08-01 22:21:45.166+00",2048804.72483089
"2021-08-01 22:21:55.166+00",2050432.897328193
"2021-08-01 22:22:05.166+00",2050251.240612806
"2021-08-01 22:22:15.166+00",2050688.3889321028
"2021-08-01 22:22:25.166+00",2051467.1479531813
"2021-08-01 22:22:35.166+00",2052248.0288783356
"2021-08-01 22:22:45.166+00",2053325.2014145148
"2021-08-01 22:22:55.166+00",2052995.7588667776
"2021-08-01 22:23:05.166+00",2053200.032860778
"2021-08-01 22:23:15.166+00",2052908.6605726313
"2021-08-01 22:23:25.166+00",2052659.7450878257
"2021-08-01 22:23:35.166+00",2053514.5113466145
"2021-08-01 22:23:45.166+00",2052965.4754107934
"2021-08-01 22:23:55.166+00",2128441.8608278544
"2021-08-01 22:24:05.166+00",2449606.5267382376
"2021-08-01 22:24:15.166+00",2696041.3991163867
"2021-08-01 22:24:25.166+00",2905512.5016821194
"2021-08-01 22:24:35.166+00",3083858.8704989175
"2021-08-01 22:24:45.166+00",3233633.959633384
"2021-08-01 22:24:55.166+00",3361359.6789752776
"2021-08-01 22:25:05.166+00",3468342.3104516864
"2021-08-01 22:25:15.166+00",3558761.0428329767
"2021-08-01 22:25:25.166+00",3633258.2488004467
"2021-08-01 22:25:35.166+00",3696183.395650524
"2021-08-01 22:25:45.166+00",3752855.2626854703
"2021-08-01 22:25:55.166+00",3799227.1899432493
"2021-08-01 22:26:05.166+00",3840524.5963196745
"2021-08-01 22:26:15.166+00",3873312.076624358
"2021-08-01 22:26:25.166+00",3904119.1409556335
"2021-08-01 22:26:35.166+00",3929587.5051500406
"2021-08-01 22:26:45.166+00",3951425.7797004143
"2021-08-01 22:26:55.166+00",3968745.2298112474
"2021-08-01 22:27:05.166+00",3985432.168488512
"2021-08-01 22:27:15.166+00",3998376.4257943844
"2021-08-01 22:27:25.166+00",4010983.1010349547
"2021-08-01 22:27:35.166+00",4020026.691478812
"2021-08-01 22:27:45.166+00",4027042.470821636
"2021-08-01 22:27:55.166+00",4033846.078584549
"2021-08-01 22:28:05.166+00",4039359.624461708
"2021-08-01 22:28:15.166+00",4042872.73362438
"2021-08-01 22:28:25.171+00",4046610.4793036366
"2021-08-01 22:28:35.166+00",4049772.3225315893
"2021-08-01 22:28:45.166+00",4053655.7259974424
"2021-08-01 22:28:55.166+00",4054255.856834923
"2021-08-01 22:29:05.166+00",4052673.852130491
"2021-08-01 22:29:15.166+00",4049799.3032623273
"2021-08-01 22:29:25.166+00",4047458.353406952
"2021-08-01 22:29:35.166+00",4046864.2621232076
"2021-08-01 22:29:45.166+00",4046765.8837861656
"2021-08-01 22:29:55.166+00",4047206.2680288027
"2021-08-01 22:30:05.166+00",4047222.788424035
"2021-08-01 22:30:15.166+00",4004328.2109508878
"2021-08-01 22:30:25.166+00",4016171.7433301196
"2021-08-01 22:30:35.166+00",4021392.728568968
"2021-08-01 22:30:45.166+00",4025422.1958665573
"2021-08-01 22:30:55.166+00",4029171.9007876073
"2021-08-01 22:31:05.166+00",4030688.9818275673
"2021-08-01 22:31:15.169+00",4032936.542239964
"2021-08-01 22:31:25.166+00",4034868.4037883286
"2021-08-01 22:31:35.166+00",4037096.4501442364
"2021-08-01 22:31:45.166+00",4037102.9467911194
"2021-08-01 22:31:55.166+00",4035737.6228124676
"2021-08-01 22:32:05.166+00",4035320.411980972
"2021-08-01 22:32:15.166+00",4035280.303752501
"2021-08-01 22:32:25.166+00",4036487.0384121365
"2021-08-01 22:32:35.166+00",4039681.8968299315
"2021-08-01 22:32:45.166+00",4042073.286693512
"2021-08-01 22:32:55.166+00",4043664.3711376293
"2021-08-01 22:33:05.166+00",4044967.5683825035
"2021-08-01 22:33:15.166+00",4046056.8641471863
"2021-08-01 22:33:25.166+00",4047465.344964996
"2021-08-01 22:33:35.166+00",4048024.380151255
"2021-08-01 22:33:45.166+00",4050358.8141856603
"2021-08-01 22:33:55.166+00",4050609.4569419785
"2021-08-01 22:34:05.166+00",4051800.6771746534
"2021-08-01 22:34:15.166+00",4052068.5822356
"2021-08-01 22:34:25.166+00",4051958.247179
"2021-08-01 22:34:35.166+00",4050292.8191087516
"2021-08-01 22:34:45.166+00",4050600.176923363
"2021-08-01 22:34:55.166+00",4050510.1165151163
"2021-08-01 22:35:05.166+00",4051450.2371857916
"2021-08-01 22:35:15.166+00",4051493.216158288
"2021-08-01 22:35:25.166+00",4052295.1872672676
"2021-08-01 22:35:35.166+00",4052810.645839476
"2021-08-01 22:35:45.166+00",4053872.6099685114
"2021-08-01 22:35:55.166+00",4055615.8531892784
"2021-08-01 22:36:05.166+00",4057547.3780530854
"2021-08-01 22:36:15.166+00",4059586.615394962
"2021-08-01 22:36:25.166+00",4061594.8457061155
"2021-08-01 22:36:35.166+00",4063144.338723031
"2021-08-01 22:36:45.171+00",4063115.3090269896
"2021-08-01 22:36:55.166+00",4063355.5280567785
"2021-08-01 22:37:05.166+00",4064113.8264413574
"2021-08-01 22:37:15.166+00",4063606.921844572
"2021-08-01 22:37:25.166+00",4064400.1294570076
"2021-08-01 22:37:35.166+00",4065185.705732088
"2021-08-01 22:37:45.166+00",4064204.220493869
"2021-08-01 22:37:55.166+00",4065224.3273270535
"2021-08-01 22:38:05.166+00",4064237.8278425327
"2021-08-01 22:38:15.166+00",4063341.2024908704
"2021-08-01 22:38:25.166+00",4062150.0069956495
"2021-08-01 22:38:35.166+00",4059000.3274499085
"2021-08-01 22:38:45.166+00",4056655.3840413243
"2021-08-01 22:38:55.166+00",4050301.7799136806
"2021-08-01 22:39:05.166+00",4044281.74586965
"2021-08-01 22:39:15.166+00",4041525.9250457543
"2021-08-01 22:39:25.166+00",4040101.032177947
"2021-08-01 22:39:35.166+00",4039604.3878996107
"2021-08-01 22:39:45.166+00",4039540.774857005
"2021-08-01 22:39:55.166+00",4040263.9563517664
"2021-08-01 22:40:05.166+00",4040792.9313846566
"2021-08-01 22:40:15.166+00",4040621.380859536
"2021-08-01 22:40:25.166+00",4041926.868943009
"2021-08-01 22:40:35.166+00",4042503.2071064548
"2021-08-01 22:40:45.166+00",4044138.7249145424
"2021-08-01 22:40:55.166+00",4045078.056375397
"2021-08-01 22:41:05.166+00",4045737.8759786314
"2021-08-01 22:41:15.166+00",4048948.0486534513
"2021-08-01 22:41:25.166+00",4051483.3174837944
"2021-08-01 22:41:35.166+00",4050652.061259264
"2021-08-01 22:41:45.166+00",4051599.454053736
"2021-08-01 22:41:55.166+00",4054349.96666514
"2021-08-01 22:42:05.166+00",4057049.702918308
"2021-08-01 22:42:15.166+00",4057013.8244797527
"2021-08-01 22:42:25.166+00",4056059.6470509022
"2021-08-01 22:42:35.166+00",4057508.9973215186
"2021-08-01 22:42:45.166+00",4059166.650383219
"2021-08-01 22:42:55.166+00",4060012.140978576
"2021-08-01 22:43:05.166+00",4058321.5641955463
"2021-08-01 22:43:15.166+00",4059612.4439302855
"2021-08-01 22:43:25.166+00",4060008.8907493064
"2021-08-01 22:43:35.166+00",4059406.437684299
"2021-08-01 22:43:45.166+00",4062270.9817551924
"2021-08-01 22:43:55.166+00",4064004.6869995324
"2021-08-01 22:44:05.166+00",4064660.4256863864
"2021-08-01 22:44:15.166+00",4064714.210475503
"2021-08-01 22:44:25.166+00",4065729.9217229625
"2021-08-01 22:44:35.166+00",4066662.3209113213
"2021-08-01 22:44:45.166+00",4069251.014405698
"2021-08-01 22:44:55.166+00",4068241.124219938
"2021-08-01 22:45:05.166+00",4067646.733723466
"2021-08-01 22:45:15.166+00",4061303.2365425006
"2021-08-01 22:45:25.166+00",4055044.7170480103
"2021-08-01 22:45:35.166+00",4049865.7032533893
"2021-08-01 22:45:45.166+00",4046785.7044227733
"2021-08-01 22:45:55.166+00",4048680.365568238
"2021-08-01 22:46:05.166+00",4046794.3115767003
"2021-08-01 22:46:15.166+00",4048176.8281467236
"2021-08-01 22:46:25.166+00",4048208.656348518
"2021-08-01 22:46:35.166+00",4044846.2321369774
"2021-08-01 22:46:45.166+00",4042827.3217812367
"2021-08-01 22:46:55.166+00",4040648.5671334667
"2021-08-01 22:47:05.166+00",4040515.9757146626
"2021-08-01 22:47:15.166+00",4044013.526165042
"2021-08-01 22:47:25.166+00",4043261.4999915683
"2021-08-01 22:47:35.166+00",4045572.8729809504
"2021-08-01 22:47:45.166+00",4045842.090889793
"2021-08-01 22:47:55.166+00",4044507.2430118155
"2021-08-01 22:48:05.166+00",4046049.314127837
"2021-08-01 22:48:15.166+00",4051392.303236945
"2021-08-01 22:48:25.166+00",4052102.073835731
"2021-08-01 22:48:35.166+00",4050737.2011349443
"2021-08-01 22:48:45.166+00",4049603.4674781314
"2021-08-01 22:48:55.171+00",4049589.124898865
"2021-08-01 22:49:05.166+00",4050027.0367171555
"2021-08-01 22:49:15.166+00",4049486.9892914426
"2021-08-01 22:49:25.166+00",4049071.3058428974
"2021-08-01 22:49:35.166+00",4050720.7145170295
"2021-08-01 22:49:45.166+00",4055080.5077501605
"2021-08-01 22:49:55.166+00",4056775.0834364803
"2021-08-01 22:50:05.166+00",4063178.1754859746
"2021-08-01 22:50:15.166+00",4064292.053569542
"2021-08-01 22:50:25.166+00",4064799.335831035
"2021-08-01 22:50:35.166+00",4062870.0517405714
"2021-08-01 22:50:45.166+00",4062420.573826263
"2021-08-01 22:50:55.166+00",4062290.9776022583
"2021-08-01 22:51:05.166+00",4065665.217947121
"2021-08-01 22:51:15.166+00",4070643.717727775
"2021-08-01 22:51:25.166+00",4071492.723721275
"2021-08-01 22:51:35.166+00",4075756.202784964
"2021-08-01 22:51:45.166+00",4076163.3905453626
"2021-08-01 22:51:55.166+00",4076577.235149979
"2021-08-01 22:52:05.166+00",4075280.073288866
"2021-08-01 22:52:15.166+00",3884448.331545951
"2021-08-01 22:52:25.166+00",3599783.4646941894
"2021-08-01 22:52:35.166+00",3362381.026009215
"2021-08-01 22:52:45.166+00",3159099.4648933406
"2021-08-01 22:52:55.166+00",2977279.272111759
"2021-08-01 22:53:05.166+00",2520212.4937382345
"2021-08-01 22:53:15.166+00",2133313.818790417
"2021-08-01 22:53:25.166+00",1805811.161062695
"2021-08-01 22:53:35.166+00",1528586.146443073
"2021-08-01 22:53:45.166+00",1293920.2378850293
"2021-08-01 22:53:55.166+00",1095279.8348357931
"2021-08-01 22:54:05.166+00",927134.3638297091
"2021-08-01 22:54:15.166+00",784802.2954999345
"2021-08-01 22:54:25.166+00",664320.8007928979
"2021-08-01 22:54:35.166+00",562335.4173358864
"2021-08-01 22:54:45.166+00",476006.65403356444
"2021-08-01 22:54:55.166+00",439922.4217661701
"2021-08-01 22:55:05.166+00",410913.93380809913
"2021-08-01 22:55:15.166+00",386356.4188587911
"2021-08-01 22:55:25.166+00",365569.90670361527
"2021-08-01 22:55:35.166+00",347975.94745814416
"2021-08-01 22:55:45.166+00",333142.5131996845
"2021-08-01 22:55:55.166+00",320683.720328958
"2021-08-01 22:56:05.166+00",310201.1963672007
"2021-08-01 22:56:15.166+00",301228.08154523507
"2021-08-01 22:56:25.166+00",293644.18712389766
"2021-08-01 22:56:35.166+00",287417.50894970767
"2021-08-01 22:56:45.166+00",282172.11807769275
"2021-08-01 22:56:55.166+00",277638.5037596385
"2021-08-01 22:57:05.166+00",273839.88638791384
"2021-08-01 22:57:15.166+00",270675.33745366
"2021-08-01 22:57:25.166+00",267965.9560795163
"2021-08-01 22:57:35.166+00",265625.7262408045
"2021-08-01 22:57:45.166+00",263673.01245183096
"2021-08-01 22:57:55.166+00",262084.3076249089
"2021-08-01 22:58:05.166+00",260659.19582731585
"2021-08-01 22:58:15.166+00",259444.006099472
"2021-08-01 22:58:25.166+00",258463.04253697357
"2021-08-01 22:58:35.166+00",257670.89209593917
"2021-08-01 22:58:45.166+00",256887.47804448358
"2021-08-01 22:58:55.166+00",256269.08554520266
"2021-08-01 22:59:05.166+00",255793.4636861561
"2021-08-01 22:59:15.166+00",255388.94862405947
"2021-08-01 22:59:25.173+00",254967.29854652093
"2021-08-01 22:59:35.166+00",254659.95062758875
"2021-08-01 22:59:45.166+00",254448.91133360894
"2021-08-01 22:59:55.166+00",254218.93345531684
"2021-08-01 23:00:05.166+00",253987.8280699585
"2021-08-01 23:00:15.168+00",253837.32119150914
"2021-08-01 23:00:25.166+00",253764.95775200689
"2021-08-01 23:00:35.166+00",253613.90413771692
"2021-08-01 23:00:45.166+00",253489.55631881944
"2021-08-01 23:00:55.166+00",253433.16929808972
"2021-08-01 23:01:05.166+00",253420.7604919594
"2021-08-01 23:01:15.171+00",253294.7238093237
"2021-08-01 23:01:25.166+00",253209.77623693703
"2021-08-01 23:01:35.166+00",253020.15164320805
"2021-08-01 23:01:45.166+00",253055.16230819147
"2021-08-01 23:01:55.171+00",252983.542025919
"2021-08-01 23:02:05.166+00",252944.9062471478
"2021-08-01 23:02:15.166+00",252961.428666741
"2021-08-01 23:02:25.166+00",253001.29586561423
"2021-08-01 23:02:35.166+00",252934.34794434626
"2021-08-01 23:02:45.166+00",252921.01640506668
"2021-08-01 23:02:55.166+00",252935.629722983
"2021-08-01 23:03:05.172+00",252987.52380222233
"2021-08-01 23:03:15.166+00",252846.27524630513
"2021-08-01 23:03:25.166+00",252878.6762947164
"2021-08-01 23:03:35.166+00",252938.42968190086
"2021-08-01 23:03:45.166+00",252884.02867273267
"2021-08-01 23:03:55.166+00",252861.9839920512
"2021-08-01 23:04:05.166+00",252889.31444262023
"2021-08-01 23:04:15.166+00",252923.35620391564
"2021-08-01 23:04:25.172+00",252870.10771329328
"2021-08-01 23:04:35.166+00",252845.82683683286
"2021-08-01 23:04:45.166+00",252872.72900085704
"2021-08-01 23:04:55.166+00",252925.5549377013
"2021-08-01 23:05:05.166+00",252864.85532254103
"2021-08-01 23:05:15.166+00",252850.9386773507
"2021-08-01 23:05:25.166+00",252883.18950403726
"2021-08-01 23:05:35.166+00",252928.6663540926
"2021-08-01 23:05:45.166+00",252875.89609193878
"2021-08-01 23:05:55.166+00",252865.72299384282
"2021-08-01 23:06:05.166+00",252895.56191587207
"2021-08-01 23:06:15.166+00",252911.85923031057
"2021-08-01 23:06:25.166+00",252864.30885741377
"2021-08-01 23:06:35.166+00",252855.2582388278
"2021-08-01 23:06:45.169+00",252887.2059515692
"2021-08-01 23:06:55.166+00",252936.0851592534
"2021-08-01 23:07:05.166+00",252889.14540276607
"2021-08-01 23:07:15.166+00",252850.02762288813
"2021-08-01 23:07:25.166+00",252719.53284842704
"2021-08-01 23:07:35.172+00",252612.94939906636
"2021-08-01 23:07:45.166+00",252698.51249349114
"2021-08-01 23:07:55.166+00",252749.6409160833
"2021-08-01 23:08:05.166+00",252726.4517059644
"2021-08-01 23:08:15.166+00",252745.0621871811
"2021-08-01 23:08:25.166+00",252779.01280056118
"2021-08-01 23:08:35.166+00",252803.70169749515
"2021-08-01 23:08:45.166+00",252766.56470022612
"2021-08-01 23:08:55.166+00",252776.93008094025
"2021-08-01 23:09:05.166+00",252845.11755270025
"2021-08-01 23:09:15.166+00",252858.7987883284
"2021-08-01 23:09:25.166+00",252830.04612906737
"2021-08-01 23:09:35.166+00",252828.4642549726
"2021-08-01 23:09:45.166+00",252880.79967407938
"2021-08-01 23:09:55.166+00",252894.26756565223
"2021-08-01 23:10:05.166+00",252847.51227231207
"2021-08-01 23:10:15.166+00",252854.66885895503
"2021-08-01 23:10:25.168+00",252906.2367613023
"2021-08-01 23:10:35.166+00",252904.99842574072
"2021-08-01 23:10:45.166+00",252867.11231937996
"2021-08-01 23:10:55.166+00",252828.2132652644
"2021-08-01 23:11:05.166+00",252805.12138789185
"2021-08-01 23:11:15.166+00",252759.6283041144
"2021-08-01 23:11:25.166+00",252793.99579478725
"2021-08-01 23:11:35.166+00",253011.40894189416
"2021-08-01 23:11:45.166+00",253111.37517182354
"2021-08-01 23:11:55.166+00",253207.92938782286
"2021-08-01 23:12:05.166+00",253331.10547160252
"2021-08-01 23:12:15.182+00",253471.09221105566
"2021-08-01 23:12:25.166+00",253495.06101048313
"2021-08-01 23:12:35.171+00",253533.25235385858
"2021-08-01 23:12:45.166+00",253598.7482912893
"2021-08-01 23:12:55.166+00",253675.23274796916
"2021-08-01 23:13:05.166+00",253672.38300673699
"2021-08-01 23:13:15.166+00",253689.8746143722
"2021-08-01 23:13:25.166+00",253726.7592657415
"2021-08-01 23:13:35.166+00",253811.02726998716
"2021-08-01 23:13:45.166+00",253769.75181312807
"2021-08-01 23:13:55.166+00",253770.0777720639
"2021-08-01 23:14:05.166+00",253798.88760554252
"2021-08-01 23:14:15.171+00",253865.4364488403
"2021-08-01 23:14:25.166+00",253832.8113898523
"2021-08-01 23:14:35.166+00",253820.31654766572
"2021-08-01 23:14:45.166+00",253846.86002492526
"2021-08-01 23:14:55.166+00",253912.35269860039
