"time","completed_stages"
"2021-08-01 22:14:50.373+00",1072
"2021-08-01 22:15:00.373+00",1082
"2021-08-01 22:15:10.373+00",1095
"2021-08-01 22:15:20.373+00",1105
"2021-08-01 22:15:30.373+00",1117
"2021-08-01 22:15:40.373+00",1130
"2021-08-01 22:15:50.373+00",1140
"2021-08-01 22:16:00.373+00",1150
"2021-08-01 22:16:10.373+00",1165
"2021-08-01 22:16:20.373+00",1178
"2021-08-01 22:16:30.373+00",1193
"2021-08-01 22:16:40.373+00",1210
"2021-08-01 22:16:50.382+00",1223
"2021-08-01 22:17:00.373+00",1236
"2021-08-01 22:17:10.373+00",1254
"2021-08-01 22:17:20.373+00",1272
"2021-08-01 22:17:30.373+00",1285
"2021-08-01 22:17:40.373+00",1302
"2021-08-01 22:17:50.373+00",1318
"2021-08-01 22:18:00.373+00",1338
"2021-08-01 22:18:10.373+00",1350
"2021-08-01 22:18:20.373+00",1370
"2021-08-01 22:18:30.373+00",1387
"2021-08-01 22:18:40.373+00",1404
"2021-08-01 22:18:50.373+00",1415
"2021-08-01 22:19:00.373+00",1431
"2021-08-01 22:19:10.373+00",1448
"2021-08-01 22:19:20.373+00",1466
"2021-08-01 22:19:30.373+00",1479
"2021-08-01 22:19:40.373+00",1496
"2021-08-01 22:19:50.373+00",1517
"2021-08-01 22:20:00.373+00",1532
"2021-08-01 22:20:10.373+00",1547
"2021-08-01 22:20:20.373+00",1564
"2021-08-01 22:20:30.373+00",1581
"2021-08-01 22:20:40.373+00",1598
"2021-08-01 22:20:50.388+00",1609
"2021-08-01 22:21:00.373+00",1625
"2021-08-01 22:21:10.373+00",1643
"2021-08-01 22:21:20.373+00",1661
"2021-08-01 22:21:30.373+00",1673
"2021-08-01 22:21:40.39+00",1686
"2021-08-01 22:21:50.373+00",1696
"2021-08-01 22:22:00.373+00",1706
"2021-08-01 22:22:10.373+00",1718
"2021-08-01 22:22:20.373+00",1731
"2021-08-01 22:22:30.373+00",1741
"2021-08-01 22:22:40.373+00",1754
"2021-08-01 22:22:50.373+00",1766
"2021-08-01 22:23:00.373+00",1776
"2021-08-01 22:23:10.373+00",1789
"2021-08-01 22:23:20.373+00",1799
"2021-08-01 22:23:30.373+00",1811
"2021-08-01 22:23:40.373+00",1824
"2021-08-01 22:23:50.373+00",1834
"2021-08-01 22:24:00.373+00",1844
"2021-08-01 22:24:10.373+00",1859
"2021-08-01 22:24:20.373+00",1869
"2021-08-01 22:24:30.373+00",1879
"2021-08-01 22:24:40.373+00",1892
"2021-08-01 22:24:50.375+00",1904
"2021-08-01 22:25:00.373+00",1914
"2021-08-01 22:25:10.378+00",1927
"2021-08-01 22:25:20.373+00",1937
"2021-08-01 22:25:30.373+00",1949
"2021-08-01 22:25:40.373+00",1962
"2021-08-01 22:25:50.373+00",1972
"2021-08-01 22:26:00.373+00",1982
"2021-08-01 22:26:10.373+00",1995
"2021-08-01 22:26:20.373+00",2014
"2021-08-01 22:26:30.373+00",2031
"2021-08-01 22:26:40.373+00",2048
"2021-08-01 22:26:50.373+00",2061
"2021-08-01 22:27:00.373+00",2073
"2021-08-01 22:27:10.373+00",2090
"2021-08-01 22:27:20.373+00",2104
"2021-08-01 22:27:30.373+00",2121
"2021-08-01 22:27:40.373+00",2140
"2021-08-01 22:27:50.373+00",2161
"2021-08-01 22:28:00.373+00",2176
"2021-08-01 22:28:10.373+00",2191
"2021-08-01 22:28:20.373+00",2208
"2021-08-01 22:28:30.373+00",2225
"2021-08-01 22:28:40.373+00",2242
"2021-08-01 22:28:50.373+00",2253
"2021-08-01 22:29:00.373+00",2268
"2021-08-01 22:29:10.381+00",2285
"2021-08-01 22:29:20.373+00",2300
"2021-08-01 22:29:30.373+00",2317
"2021-08-01 22:29:40.373+00",2335
"2021-08-01 22:29:50.373+00",2355
"2021-08-01 22:30:00.373+00",2370
"2021-08-01 22:30:10.373+00",2385
"2021-08-01 22:30:20.373+00",2402
"2021-08-01 22:30:30.373+00",2419
"2021-08-01 22:30:40.373+00",2436
"2021-08-01 22:30:50.373+00",2449
"2021-08-01 22:31:00.373+00",2462
"2021-08-01 22:31:10.373+00",2479
"2021-08-01 22:31:20.373+00",2492
"2021-08-01 22:31:30.373+00",2504
"2021-08-01 22:31:40.377+00",2517
"2021-08-01 22:31:50.373+00",2527
"2021-08-01 22:32:00.373+00",2537
"2021-08-01 22:32:10.373+00",2552
"2021-08-01 22:32:20.373+00",2562
"2021-08-01 22:32:30.373+00",2572
"2021-08-01 22:32:40.373+00",2585
"2021-08-01 22:32:50.373+00",2597
"2021-08-01 22:33:00.373+00",2607
"2021-08-01 22:33:10.373+00",2620
"2021-08-01 22:33:20.373+00",2630
"2021-08-01 22:33:30.373+00",2642
"2021-08-01 22:33:40.373+00",2655
"2021-08-01 22:33:50.373+00",2665
"2021-08-01 22:34:00.373+00",2675
"2021-08-01 22:34:10.373+00",2690
"2021-08-01 22:34:20.373+00",2700
"2021-08-01 22:34:30.373+00",2710
"2021-08-01 22:34:40.373+00",2723
"2021-08-01 22:34:50.373+00",2735
"2021-08-01 22:35:00.373+00",2745
"2021-08-01 22:35:10.377+00",2758
"2021-08-01 22:35:20.373+00",2768
"2021-08-01 22:35:30.373+00",2780
"2021-08-01 22:35:40.373+00",2793
"2021-08-01 22:35:50.373+00",2806
"2021-08-01 22:36:00.373+00",2821
"2021-08-01 22:36:10.373+00",2836
"2021-08-01 22:36:20.373+00",2853
"2021-08-01 22:36:30.373+00",2870
"2021-08-01 22:36:40.373+00",2882
"2021-08-01 22:36:50.373+00",2900
"2021-08-01 22:37:00.373+00",2914
"2021-08-01 22:37:10.373+00",2933
"2021-08-01 22:37:20.373+00",2951
"2021-08-01 22:37:30.373+00",2964
"2021-08-01 22:37:40.373+00",2985
"2021-08-01 22:37:50.373+00",3000
"2021-08-01 22:38:00.373+00",3010
"2021-08-01 22:38:10.373+00",3030
"2021-08-01 22:38:20.373+00",3047
"2021-08-01 22:38:30.373+00",3064
"2021-08-01 22:38:40.373+00",3081
"2021-08-01 22:38:50.373+00",3094
"2021-08-01 22:39:00.373+00",3109
"2021-08-01 22:39:10.373+00",3123
"2021-08-01 22:39:20.373+00",3143
"2021-08-01 22:39:30.373+00",3158
"2021-08-01 22:39:40.373+00",3177
"2021-08-01 22:39:50.376+00",3194
"2021-08-01 22:40:00.373+00",3209
"2021-08-01 22:40:10.373+00",3224
"2021-08-01 22:40:20.373+00",3238
"2021-08-01 22:40:30.373+00",3254
"2021-08-01 22:40:40.373+00",3275
"2021-08-01 22:40:50.373+00",3291
"2021-08-01 22:41:00.373+00",3301
"2021-08-01 22:41:10.373+00",3314
"2021-08-01 22:41:20.373+00",3324
"2021-08-01 22:41:30.373+00",3336
"2021-08-01 22:41:40.373+00",3349
"2021-08-01 22:41:50.373+00",3359
"2021-08-01 22:42:00.373+00",3369
"2021-08-01 22:42:10.373+00",3384
"2021-08-01 22:42:20.373+00",3394
"2021-08-01 22:42:30.373+00",3404
"2021-08-01 22:42:40.373+00",3417
"2021-08-01 22:42:50.38+00",3429
"2021-08-01 22:43:00.373+00",3439
"2021-08-01 22:43:10.373+00",3452
"2021-08-01 22:43:20.373+00",3462
"2021-08-01 22:43:30.373+00",3474
"2021-08-01 22:43:40.373+00",3487
"2021-08-01 22:43:50.373+00",3497
"2021-08-01 22:44:00.373+00",3507
"2021-08-01 22:44:10.373+00",3522
"2021-08-01 22:44:20.373+00",3532
"2021-08-01 22:44:30.373+00",3542
"2021-08-01 22:44:40.373+00",3555
"2021-08-01 22:44:50.373+00",3567
"2021-08-01 22:45:00.373+00",3577
"2021-08-01 22:45:10.373+00",3590
"2021-08-01 22:45:20.373+00",3600
"2021-08-01 22:45:30.383+00",3612
"2021-08-01 22:45:40.373+00",3625
"2021-08-01 22:45:50.373+00",3635
"2021-08-01 22:46:00.373+00",3645
"2021-08-01 22:46:10.373+00",3660
"2021-08-01 22:46:20.38+00",3670
"2021-08-01 22:46:30.373+00",3680
"2021-08-01 22:46:40.373+00",3693
"2021-08-01 22:46:50.373+00",3705
"2021-08-01 22:47:00.373+00",3715
"2021-08-01 22:47:10.377+00",3728
"2021-08-01 22:47:20.373+00",3738
"2021-08-01 22:47:30.373+00",3750
"2021-08-01 22:47:40.373+00",3763
"2021-08-01 22:47:50.373+00",3773
"2021-08-01 22:48:00.373+00",3783
"2021-08-01 22:48:10.373+00",3798
"2021-08-01 22:48:20.373+00",3808
"2021-08-01 22:48:30.373+00",3818
"2021-08-01 22:48:40.373+00",3831
"2021-08-01 22:48:50.373+00",3843
"2021-08-01 22:49:00.373+00",3853
"2021-08-01 22:49:10.373+00",3866
"2021-08-01 22:49:20.373+00",3876
"2021-08-01 22:49:30.373+00",3888
"2021-08-01 22:49:40.373+00",3901
"2021-08-01 22:49:50.373+00",3911
"2021-08-01 22:50:00.373+00",3921
"2021-08-01 22:50:10.379+00",3936
"2021-08-01 22:50:20.373+00",3946
"2021-08-01 22:50:30.373+00",3956
"2021-08-01 22:50:40.373+00",3969
"2021-08-01 22:50:50.373+00",3981
"2021-08-01 22:51:00.373+00",3991
"2021-08-01 22:51:10.373+00",4004
"2021-08-01 22:51:20.377+00",4014
"2021-08-01 22:51:30.373+00",4026
"2021-08-01 22:51:40.373+00",4039
"2021-08-01 22:51:50.381+00",4049
"2021-08-01 22:52:00.373+00",4059
"2021-08-01 22:52:10.382+00",4074
"2021-08-01 22:52:20.373+00",4084
"2021-08-01 22:52:30.382+00",4094
"2021-08-01 22:52:40.373+00",4107
"2021-08-01 22:52:50.373+00",4119
"2021-08-01 22:53:00.381+00",4129
"2021-08-01 22:53:10.373+00",4142
"2021-08-01 22:53:20.373+00",4152
"2021-08-01 22:53:30.373+00",4164
"2021-08-01 22:53:40.373+00",4176
"2021-08-01 22:53:50.383+00",4186
"2021-08-01 22:54:00.373+00",4196
"2021-08-01 22:54:10.373+00",4210
"2021-08-01 22:54:20.373+00",4220
"2021-08-01 22:54:30.373+00",4230
"2021-08-01 22:54:40.373+00",4242
"2021-08-01 22:54:50.382+00",4254
"2021-08-01 22:55:00.381+00",4264
"2021-08-01 22:55:10.373+00",4277
"2021-08-01 22:55:20.381+00",4287
"2021-08-01 22:55:30.382+00",4299
"2021-08-01 22:55:40.373+00",4312
"2021-08-01 22:55:50.373+00",4322
"2021-08-01 22:56:00.373+00",4332
"2021-08-01 22:56:10.373+00",4347
"2021-08-01 22:56:20.373+00",4357
"2021-08-01 22:56:30.373+00",4367
"2021-08-01 22:56:40.373+00",4380
"2021-08-01 22:56:50.373+00",4392
"2021-08-01 22:57:00.373+00",4402
"2021-08-01 22:57:10.375+00",4415
"2021-08-01 22:57:20.373+00",4425
"2021-08-01 22:57:30.373+00",4437
"2021-08-01 22:57:40.373+00",4450
"2021-08-01 22:57:50.392+00",4460
"2021-08-01 22:58:00.376+00",4470
"2021-08-01 22:58:10.386+00",4485
"2021-08-01 22:58:20.373+00",4495
"2021-08-01 22:58:30.373+00",4505
"2021-08-01 22:58:40.381+00",4518
"2021-08-01 22:58:50.373+00",4532
"2021-08-01 22:59:00.373+00",4547
"2021-08-01 22:59:10.373+00",4564
"2021-08-01 22:59:20.373+00",4579
"2021-08-01 22:59:30.373+00",4589
"2021-08-01 22:59:40.373+00",4609
"2021-08-01 22:59:50.373+00",4628
"2021-08-01 23:00:00.373+00",4643
"2021-08-01 23:00:10.38+00",4658
"2021-08-01 23:00:20.377+00",4677
"2021-08-01 23:00:30.373+00",4692
"2021-08-01 23:00:40.373+00",4709
"2021-08-01 23:00:50.373+00",4724
"2021-08-01 23:01:00.373+00",4741
"2021-08-01 23:01:10.373+00",4758
"2021-08-01 23:01:20.373+00",4773
"2021-08-01 23:01:30.373+00",4784
"2021-08-01 23:01:40.373+00",4807
"2021-08-01 23:01:50.373+00",4822
"2021-08-01 23:02:00.373+00",4837
"2021-08-01 23:02:10.373+00",4852
"2021-08-01 23:02:20.373+00",4871
"2021-08-01 23:02:30.373+00",4886
"2021-08-01 23:02:40.373+00",4903
"2021-08-01 23:02:50.373+00",4916
"2021-08-01 23:03:00.373+00",4935
"2021-08-01 23:03:10.373+00",4952
"2021-08-01 23:03:20.373+00",4967
"2021-08-01 23:03:30.373+00",4980
"2021-08-01 23:03:40.373+00",5001
"2021-08-01 23:03:50.373+00",5015
"2021-08-01 23:04:00.373+00",5025
"2021-08-01 23:04:10.373+00",5037
"2021-08-01 23:04:20.377+00",5050
"2021-08-01 23:04:30.373+00",5060
"2021-08-01 23:04:40.373+00",5073
"2021-08-01 23:04:50.373+00",5085
"2021-08-01 23:05:00.373+00",5095
"2021-08-01 23:05:10.392+00",5108
"2021-08-01 23:05:20.381+00",5118
"2021-08-01 23:05:30.373+00",5130
"2021-08-01 23:05:40.373+00",5143
"2021-08-01 23:05:50.373+00",5153
"2021-08-01 23:06:00.373+00",5163
"2021-08-01 23:06:10.373+00",5178
"2021-08-01 23:06:20.373+00",5190
"2021-08-01 23:06:30.373+00",5205
"2021-08-01 23:06:40.373+00",5222
"2021-08-01 23:06:50.373+00",5237
"2021-08-01 23:07:00.373+00",5254
"2021-08-01 23:07:10.373+00",5271
"2021-08-01 23:07:20.373+00",5286
"2021-08-01 23:07:30.373+00",5298
"2021-08-01 23:07:40.381+00",5315
"2021-08-01 23:07:50.373+00",5335
"2021-08-01 23:08:00.373+00",5350
"2021-08-01 23:08:10.373+00",5365
"2021-08-01 23:08:20.373+00",5384
"2021-08-01 23:08:30.373+00",5399
"2021-08-01 23:08:40.373+00",5416
"2021-08-01 23:08:50.373+00",5429
"2021-08-01 23:09:00.375+00",5448
"2021-08-01 23:09:10.373+00",5465
"2021-08-01 23:09:20.373+00",5480
"2021-08-01 23:09:30.373+00",5493
"2021-08-01 23:09:40.373+00",5514
"2021-08-01 23:09:50.373+00",5529
"2021-08-01 23:10:00.373+00",5544
"2021-08-01 23:10:10.376+00",5559
"2021-08-01 23:10:20.382+00",5576
"2021-08-01 23:10:30.373+00",5593
"2021-08-01 23:10:40.373+00",5610
"2021-08-01 23:10:50.373+00",5625
"2021-08-01 23:11:00.373+00",5642
"2021-08-01 23:11:10.382+00",5659
"2021-08-01 23:11:20.376+00",5673
"2021-08-01 23:11:30.373+00",5685
"2021-08-01 23:11:40.373+00",5698
"2021-08-01 23:11:50.373+00",5708
"2021-08-01 23:12:00.382+00",5718
"2021-08-01 23:12:10.378+00",5730
"2021-08-01 23:12:20.373+00",5743
"2021-08-01 23:12:30.373+00",5753
"2021-08-01 23:12:40.373+00",5766
"2021-08-01 23:12:50.383+00",5778
"2021-08-01 23:13:00.373+00",5788
"2021-08-01 23:13:10.377+00",5801
"2021-08-01 23:13:20.382+00",5811
"2021-08-01 23:13:30.381+00",5823
"2021-08-01 23:13:40.373+00",5836
"2021-08-01 23:13:50.373+00",5846
"2021-08-01 23:14:00.373+00",5856
"2021-08-01 23:14:10.373+00",5871
"2021-08-01 23:14:20.373+00",5881
"2021-08-01 23:14:30.373+00",5891
"2021-08-01 23:14:40.373+00",5904
"2021-08-01 23:14:50.373+00",5916
