"time","rdd_blocks","executor"
"2021-08-01 22:09:59.243+00",7886,"3"
"2021-08-01 22:09:59.243+00",7741,"1"
"2021-08-01 22:09:59.243+00",8032,"2"
"2021-08-01 22:09:59.243+00",8106,"0"
"2021-08-01 22:10:29.243+00",7267,"1"
"2021-08-01 22:10:29.243+00",0,"4"
"2021-08-01 22:10:29.243+00",7576,"2"
"2021-08-01 22:10:29.243+00",7634,"0"
"2021-08-01 22:10:29.243+00",7163,"5"
"2021-08-01 22:10:29.243+00",7400,"3"
"2021-08-01 22:10:59.243+00",6724,"1"
"2021-08-01 22:10:59.243+00",6589,"5"
"2021-08-01 22:10:59.243+00",6985,"2"
"2021-08-01 22:10:59.243+00",7032,"0"
"2021-08-01 22:10:59.243+00",0,"4"
"2021-08-01 22:10:59.243+00",6832,"3"
"2021-08-01 22:11:29.243+00",8764,"1"
"2021-08-01 22:11:29.243+00",8849,"3"
"2021-08-01 22:11:29.243+00",8603,"5"
"2021-08-01 22:11:29.243+00",0,"4"
"2021-08-01 22:11:29.243+00",9027,"0"
"2021-08-01 22:11:29.243+00",9021,"2"
"2021-08-01 22:11:59.243+00",8038,"3"
"2021-08-01 22:11:59.243+00",0,"4"
"2021-08-01 22:11:59.243+00",7771,"5"
"2021-08-01 22:11:59.243+00",7960,"1"
"2021-08-01 22:11:59.243+00",8150,"2"
"2021-08-01 22:11:59.243+00",8175,"0"
"2021-08-01 22:12:29.243+00",7488,"2"
"2021-08-01 22:12:29.243+00",7561,"0"
"2021-08-01 22:12:29.243+00",7190,"5"
"2021-08-01 22:12:29.243+00",7381,"3"
"2021-08-01 22:12:29.243+00",7321,"1"
"2021-08-01 22:12:29.243+00",0,"4"
"2021-08-01 22:12:59.243+00",7324,"0"
"2021-08-01 22:12:59.243+00",7181,"2"
"2021-08-01 22:12:59.243+00",7032,"1"
"2021-08-01 22:12:59.243+00",7071,"3"
"2021-08-01 22:12:59.243+00",7013,"5"
"2021-08-01 22:12:59.243+00",0,"4"
"2021-08-01 22:13:29.243+00",8339,"3"
"2021-08-01 22:13:29.243+00",8273,"1"
"2021-08-01 22:13:29.243+00",8356,"5"
"2021-08-01 22:13:29.243+00",0,"4"
"2021-08-01 22:13:29.243+00",8620,"0"
"2021-08-01 22:13:29.243+00",8461,"2"
"2021-08-01 22:13:59.243+00",7273,"0"
"2021-08-01 22:13:59.243+00",7170,"2"
"2021-08-01 22:13:59.243+00",7037,"3"
"2021-08-01 22:13:59.243+00",6951,"1"
"2021-08-01 22:13:59.243+00",0,"4"
"2021-08-01 22:13:59.243+00",7054,"5"
"2021-08-01 22:14:29.243+00",3889,"0"
"2021-08-01 22:14:29.243+00",3785,"5"
"2021-08-01 22:14:29.243+00",3723,"1"
"2021-08-01 22:14:29.243+00",3916,"2"
"2021-08-01 22:14:29.243+00",0,"4"
"2021-08-01 22:14:29.243+00",3836,"3"
"2021-08-01 22:14:59.243+00",1060,"1"
"2021-08-01 22:14:59.243+00",1066,"5"
"2021-08-01 22:14:59.243+00",0,"4"
"2021-08-01 22:14:59.243+00",1077,"0"
"2021-08-01 22:14:59.243+00",1140,"2"
"2021-08-01 22:14:59.243+00",1133,"3"
"2021-08-01 22:15:29.243+00",1396,"3"
"2021-08-01 22:15:29.243+00",0,"4"
"2021-08-01 22:15:29.243+00",1328,"0"
"2021-08-01 22:15:29.243+00",1395,"2"
"2021-08-01 22:15:29.243+00",1322,"1"
"2021-08-01 22:15:29.243+00",1325,"5"
"2021-08-01 22:15:59.243+00",1261,"3"
"2021-08-01 22:15:59.243+00",1265,"2"
"2021-08-01 22:15:59.243+00",0,"4"
"2021-08-01 22:15:59.243+00",1191,"0"
"2021-08-01 22:15:59.243+00",1193,"5"
"2021-08-01 22:15:59.243+00",1188,"1"
"2021-08-01 22:16:29.243+00",0,"4"
"2021-08-01 22:16:29.243+00",3644,"5"
"2021-08-01 22:16:29.243+00",3615,"1"
"2021-08-01 22:16:29.243+00",3750,"3"
"2021-08-01 22:16:29.243+00",3747,"2"
"2021-08-01 22:16:29.243+00",3749,"0"
"2021-08-01 22:16:59.243+00",6794,"2"
"2021-08-01 22:16:59.243+00",6620,"5"
"2021-08-01 22:16:59.243+00",6815,"0"
"2021-08-01 22:16:59.243+00",0,"4"
"2021-08-01 22:16:59.243+00",6746,"3"
"2021-08-01 22:16:59.243+00",6564,"1"
"2021-08-01 22:17:29.243+00",8301,"0"
"2021-08-01 22:17:29.243+00",8143,"3"
"2021-08-01 22:17:29.243+00",7906,"1"
"2021-08-01 22:17:29.243+00",8203,"2"
"2021-08-01 22:17:29.243+00",0,"4"
"2021-08-01 22:17:29.243+00",7964,"5"
"2021-08-01 22:17:59.243+00",6480,"0"
"2021-08-01 22:17:59.243+00",0,"4"
"2021-08-01 22:17:59.243+00",6146,"1"
"2021-08-01 22:17:59.243+00",6332,"3"
"2021-08-01 22:17:59.243+00",6187,"5"
"2021-08-01 22:17:59.243+00",6418,"2"
"2021-08-01 22:18:29.243+00",6852,"1"
"2021-08-01 22:18:29.243+00",6896,"3"
"2021-08-01 22:18:29.243+00",0,"4"
"2021-08-01 22:18:29.243+00",6864,"5"
"2021-08-01 22:18:29.243+00",7181,"0"
"2021-08-01 22:18:29.243+00",6994,"2"
"2021-08-01 22:18:59.243+00",8549,"2"
"2021-08-01 22:18:59.243+00",8639,"0"
"2021-08-01 22:18:59.243+00",8316,"5"
"2021-08-01 22:18:59.243+00",8399,"3"
"2021-08-01 22:18:59.243+00",8294,"1"
"2021-08-01 22:18:59.243+00",0,"4"
"2021-08-01 22:19:29.243+00",0,"4"
"2021-08-01 22:19:29.243+00",7663,"1"
"2021-08-01 22:19:29.243+00",7993,"0"
"2021-08-01 22:19:29.243+00",7688,"5"
"2021-08-01 22:19:29.243+00",7700,"3"
"2021-08-01 22:19:29.243+00",7868,"2"
"2021-08-01 22:19:59.243+00",6681,"0"
"2021-08-01 22:19:59.243+00",6520,"3"
"2021-08-01 22:19:59.243+00",6503,"5"
"2021-08-01 22:19:59.243+00",0,"4"
"2021-08-01 22:19:59.243+00",6652,"2"
"2021-08-01 22:19:59.243+00",6420,"1"
"2021-08-01 22:20:29.243+00",7270,"2"
"2021-08-01 22:20:29.243+00",7124,"5"
"2021-08-01 22:20:29.243+00",7129,"3"
"2021-08-01 22:20:29.243+00",7050,"1"
"2021-08-01 22:20:29.243+00",0,"4"
"2021-08-01 22:20:29.243+00",7331,"0"
"2021-08-01 22:20:59.243+00",8447,"5"
"2021-08-01 22:20:59.243+00",8420,"3"
"2021-08-01 22:20:59.243+00",8597,"2"
"2021-08-01 22:20:59.243+00",8663,"0"
"2021-08-01 22:20:59.243+00",0,"4"
"2021-08-01 22:20:59.243+00",8353,"1"
"2021-08-01 22:21:29.243+00",5345,"1"
"2021-08-01 22:21:29.243+00",5486,"2"
"2021-08-01 22:21:29.243+00",0,"4"
"2021-08-01 22:21:29.243+00",5479,"0"
"2021-08-01 22:21:29.243+00",5386,"5"
"2021-08-01 22:21:29.243+00",5416,"3"
"2021-08-01 22:21:59.243+00",3265,"2"
"2021-08-01 22:21:59.243+00",3242,"0"
"2021-08-01 22:21:59.243+00",3192,"5"
"2021-08-01 22:21:59.243+00",3232,"3"
"2021-08-01 22:21:59.243+00",3160,"1"
"2021-08-01 22:21:59.243+00",0,"4"
"2021-08-01 22:22:29.243+00",882,"0"
"2021-08-01 22:22:29.243+00",860,"1"
"2021-08-01 22:22:29.243+00",0,"4"
"2021-08-01 22:22:29.243+00",943,"2"
"2021-08-01 22:22:29.243+00",950,"3"
"2021-08-01 22:22:29.243+00",871,"5"
"2021-08-01 22:22:59.243+00",1188,"2"
"2021-08-01 22:22:59.243+00",1127,"0"
"2021-08-01 22:22:59.243+00",0,"4"
"2021-08-01 22:22:59.243+00",1120,"5"
"2021-08-01 22:22:59.243+00",1111,"1"
"2021-08-01 22:22:59.243+00",1195,"3"
"2021-08-01 22:23:29.243+00",1202,"2"
"2021-08-01 22:23:29.243+00",1135,"0"
"2021-08-01 22:23:29.243+00",1130,"5"
"2021-08-01 22:23:29.243+00",1204,"3"
"2021-08-01 22:23:29.243+00",1125,"1"
"2021-08-01 22:23:29.243+00",0,"4"
"2021-08-01 22:23:59.243+00",1090,"3"
"2021-08-01 22:23:59.243+00",0,"4"
"2021-08-01 22:23:59.243+00",1024,"0"
"2021-08-01 22:23:59.243+00",1088,"2"
"2021-08-01 22:23:59.243+00",1013,"5"
"2021-08-01 22:23:59.243+00",1000,"1"
"2021-08-01 22:24:29.243+00",0,"4"
"2021-08-01 22:24:29.243+00",1133,"3"
"2021-08-01 22:24:29.243+00",1045,"1"
"2021-08-01 22:24:29.243+00",1135,"2"
"2021-08-01 22:24:29.243+00",1069,"0"
"2021-08-01 22:24:29.243+00",1059,"5"
"2021-08-01 22:24:59.243+00",1120,"2"
"2021-08-01 22:24:59.243+00",1118,"3"
"2021-08-01 22:24:59.243+00",1046,"5"
"2021-08-01 22:24:59.243+00",1032,"1"
"2021-08-01 22:24:59.243+00",0,"4"
"2021-08-01 22:24:59.243+00",1053,"0"
"2021-08-01 22:25:29.243+00",0,"4"
"2021-08-01 22:25:29.243+00",1004,"3"
"2021-08-01 22:25:29.243+00",1017,"2"
"2021-08-01 22:25:29.243+00",943,"0"
"2021-08-01 22:25:29.243+00",941,"5"
"2021-08-01 22:25:29.243+00",933,"1"
"2021-08-01 22:25:59.243+00",911,"0"
"2021-08-01 22:25:59.243+00",894,"1"
"2021-08-01 22:25:59.243+00",904,"5"
"2021-08-01 22:25:59.243+00",968,"3"
"2021-08-01 22:25:59.243+00",984,"2"
"2021-08-01 22:25:59.243+00",0,"4"
"2021-08-01 22:26:29.243+00",4670,"2"
"2021-08-01 22:26:29.243+00",4526,"5"
"2021-08-01 22:26:29.243+00",4598,"3"
"2021-08-01 22:26:29.243+00",4482,"1"
"2021-08-01 22:26:29.243+00",0,"4"
"2021-08-01 22:26:29.243+00",4706,"0"
"2021-08-01 22:26:59.243+00",7844,"2"
"2021-08-01 22:26:59.243+00",7723,"3"
"2021-08-01 22:26:59.243+00",7587,"1"
"2021-08-01 22:26:59.243+00",7921,"0"
"2021-08-01 22:26:59.243+00",0,"4"
"2021-08-01 22:26:59.243+00",7653,"5"
"2021-08-01 22:27:29.243+00",8176,"5"
"2021-08-01 22:27:29.243+00",8230,"3"
"2021-08-01 22:27:29.243+00",8090,"1"
"2021-08-01 22:27:29.243+00",8398,"2"
"2021-08-01 22:27:29.243+00",8507,"0"
"2021-08-01 22:27:29.243+00",0,"4"
"2021-08-01 22:27:59.243+00",6559,"5"
"2021-08-01 22:27:59.243+00",6789,"0"
"2021-08-01 22:27:59.243+00",6743,"2"
"2021-08-01 22:27:59.243+00",0,"4"
"2021-08-01 22:27:59.243+00",6485,"1"
"2021-08-01 22:27:59.243+00",6593,"3"
"2021-08-01 22:28:29.243+00",0,"4"
"2021-08-01 22:28:29.243+00",7501,"0"
"2021-08-01 22:28:29.243+00",7301,"2"
"2021-08-01 22:28:29.243+00",7232,"1"
"2021-08-01 22:28:29.243+00",7282,"3"
"2021-08-01 22:28:29.243+00",7276,"5"
"2021-08-01 22:28:59.243+00",9113,"1"
"2021-08-01 22:28:59.243+00",9117,"3"
"2021-08-01 22:28:59.243+00",9147,"5"
"2021-08-01 22:28:59.243+00",0,"4"
"2021-08-01 22:28:59.243+00",9387,"0"
"2021-08-01 22:28:59.243+00",9330,"2"
"2021-08-01 22:29:29.243+00",0,"4"
"2021-08-01 22:29:29.243+00",7944,"0"
"2021-08-01 22:29:29.243+00",7902,"2"
"2021-08-01 22:29:29.243+00",7697,"1"
"2021-08-01 22:29:29.243+00",7700,"3"
"2021-08-01 22:29:29.243+00",7703,"5"
"2021-08-01 22:29:59.245+00",0,"4"
"2021-08-01 22:29:59.245+00",6352,"1"
"2021-08-01 22:29:59.245+00",6387,"3"
"2021-08-01 22:29:59.245+00",6362,"5"
"2021-08-01 22:29:59.245+00",6593,"0"
"2021-08-01 22:29:59.245+00",6612,"2"
"2021-08-01 22:30:29.243+00",0,"4"
"2021-08-01 22:30:29.243+00",7095,"1"
"2021-08-01 22:30:29.243+00",7179,"3"
"2021-08-01 22:30:29.243+00",7133,"5"
"2021-08-01 22:30:29.243+00",7366,"0"
"2021-08-01 22:30:29.243+00",7363,"2"
"2021-08-01 22:30:59.248+00",8953,"1"
"2021-08-01 22:30:59.248+00",8989,"3"
"2021-08-01 22:30:59.248+00",9013,"5"
"2021-08-01 22:30:59.248+00",0,"4"
"2021-08-01 22:30:59.248+00",9235,"0"
"2021-08-01 22:30:59.248+00",9186,"2"
"2021-08-01 22:31:29.243+00",0,"4"
"2021-08-01 22:31:29.243+00",5600,"1"
"2021-08-01 22:31:29.243+00",5681,"3"
"2021-08-01 22:31:29.243+00",5640,"5"
"2021-08-01 22:31:29.243+00",5802,"0"
"2021-08-01 22:31:29.243+00",5800,"2"
"2021-08-01 22:31:59.243+00",0,"4"
"2021-08-01 22:31:59.243+00",3329,"0"
"2021-08-01 22:31:59.243+00",3364,"2"
"2021-08-01 22:31:59.243+00",3235,"1"
"2021-08-01 22:31:59.243+00",3312,"3"
"2021-08-01 22:31:59.243+00",3272,"5"
"2021-08-01 22:32:29.243+00",0,"4"
"2021-08-01 22:32:29.243+00",1241,"1"
"2021-08-01 22:32:29.243+00",1316,"3"
"2021-08-01 22:32:29.243+00",1246,"5"
"2021-08-01 22:32:29.243+00",1249,"0"
"2021-08-01 22:32:29.243+00",1324,"2"
"2021-08-01 22:32:59.243+00",0,"4"
"2021-08-01 22:32:59.243+00",1247,"1"
"2021-08-01 22:32:59.243+00",1324,"3"
"2021-08-01 22:32:59.243+00",1253,"5"
"2021-08-01 22:32:59.243+00",1256,"0"
"2021-08-01 22:32:59.243+00",1325,"2"
"2021-08-01 22:33:29.243+00",900,"1"
"2021-08-01 22:33:29.243+00",965,"3"
"2021-08-01 22:33:29.243+00",908,"5"
"2021-08-01 22:33:29.243+00",0,"4"
"2021-08-01 22:33:29.243+00",914,"0"
"2021-08-01 22:33:29.243+00",975,"2"
"2021-08-01 22:33:59.243+00",0,"4"
"2021-08-01 22:33:59.243+00",1008,"2"
"2021-08-01 22:33:59.243+00",948,"0"
"2021-08-01 22:33:59.243+00",931,"1"
"2021-08-01 22:33:59.243+00",999,"3"
"2021-08-01 22:33:59.243+00",935,"5"
"2021-08-01 22:34:29.243+00",0,"4"
"2021-08-01 22:34:29.243+00",1052,"2"
"2021-08-01 22:34:29.243+00",972,"1"
"2021-08-01 22:34:29.243+00",1040,"3"
"2021-08-01 22:34:29.243+00",976,"5"
"2021-08-01 22:34:29.243+00",994,"0"
"2021-08-01 22:34:59.243+00",0,"4"
"2021-08-01 22:34:59.243+00",1331,"2"
"2021-08-01 22:34:59.243+00",1266,"0"
"2021-08-01 22:34:59.243+00",1250,"1"
"2021-08-01 22:34:59.243+00",1331,"3"
"2021-08-01 22:34:59.243+00",1252,"5"
"2021-08-01 22:35:29.243+00",0,"4"
"2021-08-01 22:35:29.243+00",1316,"2"
"2021-08-01 22:35:29.243+00",1244,"0"
"2021-08-01 22:35:29.243+00",1233,"1"
"2021-08-01 22:35:29.243+00",1315,"3"
"2021-08-01 22:35:29.243+00",1237,"5"
"2021-08-01 22:35:59.245+00",0,"4"
"2021-08-01 22:35:59.245+00",3874,"2"
"2021-08-01 22:35:59.245+00",3745,"1"
"2021-08-01 22:35:59.245+00",3841,"3"
"2021-08-01 22:35:59.245+00",3742,"5"
"2021-08-01 22:35:59.245+00",3834,"0"
"2021-08-01 22:36:29.243+00",0,"4"
"2021-08-01 22:36:29.243+00",6895,"0"
"2021-08-01 22:36:29.243+00",6882,"2"
"2021-08-01 22:36:29.243+00",6649,"1"
"2021-08-01 22:36:29.243+00",6773,"3"
"2021-08-01 22:36:29.243+00",6650,"5"
"2021-08-01 22:36:59.247+00",0,"4"
"2021-08-01 22:36:59.247+00",9008,"0"
"2021-08-01 22:36:59.247+00",8903,"2"
"2021-08-01 22:36:59.247+00",8638,"1"
"2021-08-01 22:36:59.247+00",8777,"3"
"2021-08-01 22:36:59.247+00",8658,"5"
"2021-08-01 22:37:29.243+00",0,"4"
"2021-08-01 22:37:29.243+00",7228,"0"
"2021-08-01 22:37:29.243+00",7149,"2"
"2021-08-01 22:37:29.243+00",6899,"1"
"2021-08-01 22:37:29.243+00",7025,"3"
"2021-08-01 22:37:29.243+00",6912,"5"
"2021-08-01 22:37:59.243+00",7517,"3"
"2021-08-01 22:37:59.243+00",7406,"5"
"2021-08-01 22:37:59.243+00",0,"4"
"2021-08-01 22:37:59.243+00",7675,"0"
"2021-08-01 22:37:59.243+00",7375,"1"
"2021-08-01 22:37:59.243+00",7615,"2"
"2021-08-01 22:38:29.243+00",8023,"3"
"2021-08-01 22:38:29.243+00",0,"4"
"2021-08-01 22:38:29.243+00",8268,"0"
"2021-08-01 22:38:29.243+00",8176,"2"
"2021-08-01 22:38:29.243+00",7987,"1"
"2021-08-01 22:38:29.243+00",8025,"5"
"2021-08-01 22:38:59.243+00",8464,"2"
"2021-08-01 22:38:59.243+00",8521,"0"
"2021-08-01 22:38:59.243+00",0,"4"
"2021-08-01 22:38:59.243+00",8250,"1"
"2021-08-01 22:38:59.243+00",8296,"3"
"2021-08-01 22:38:59.243+00",8301,"5"
"2021-08-01 22:39:29.248+00",7192,"1"
"2021-08-01 22:39:29.248+00",7234,"3"
"2021-08-01 22:39:29.248+00",7250,"5"
"2021-08-01 22:39:29.248+00",0,"4"
"2021-08-01 22:39:29.248+00",7452,"0"
"2021-08-01 22:39:29.248+00",7413,"2"
"2021-08-01 22:39:59.243+00",7807,"3"
"2021-08-01 22:39:59.243+00",7764,"1"
"2021-08-01 22:39:59.243+00",8000,"2"
"2021-08-01 22:39:59.243+00",7997,"0"
"2021-08-01 22:39:59.243+00",0,"4"
"2021-08-01 22:39:59.243+00",7804,"5"
"2021-08-01 22:40:29.243+00",7933,"0"
"2021-08-01 22:40:29.243+00",7889,"2"
"2021-08-01 22:40:29.243+00",7705,"3"
"2021-08-01 22:40:29.243+00",7683,"1"
"2021-08-01 22:40:29.243+00",7633,"5"
"2021-08-01 22:40:29.243+00",0,"4"
"2021-08-01 22:40:59.243+00",0,"4"
"2021-08-01 22:40:59.243+00",6183,"2"
"2021-08-01 22:40:59.243+00",6222,"0"
"2021-08-01 22:40:59.243+00",6039,"1"
"2021-08-01 22:40:59.243+00",5965,"5"
"2021-08-01 22:40:59.243+00",6064,"3"
"2021-08-01 22:41:29.243+00",2388,"0"
"2021-08-01 22:41:29.243+00",2418,"2"
"2021-08-01 22:41:29.243+00",0,"4"
"2021-08-01 22:41:29.243+00",2341,"3"
"2021-08-01 22:41:29.243+00",2309,"5"
"2021-08-01 22:41:29.243+00",2315,"1"
"2021-08-01 22:41:59.243+00",0,"4"
"2021-08-01 22:41:59.243+00",1531,"0"
"2021-08-01 22:41:59.243+00",1606,"2"
"2021-08-01 22:41:59.243+00",1525,"1"
"2021-08-01 22:41:59.243+00",1578,"3"
"2021-08-01 22:41:59.243+00",1512,"5"
"2021-08-01 22:42:29.243+00",1065,"2"
"2021-08-01 22:42:29.243+00",1048,"3"
"2021-08-01 22:42:29.243+00",979,"5"
"2021-08-01 22:42:29.243+00",0,"4"
"2021-08-01 22:42:29.243+00",994,"0"
"2021-08-01 22:42:29.243+00",986,"1"
"2021-08-01 22:42:59.243+00",897,"5"
"2021-08-01 22:42:59.243+00",909,"1"
"2021-08-01 22:42:59.243+00",0,"4"
"2021-08-01 22:42:59.243+00",986,"2"
"2021-08-01 22:42:59.243+00",923,"0"
"2021-08-01 22:42:59.243+00",971,"3"
"2021-08-01 22:43:29.243+00",1169,"0"
"2021-08-01 22:43:29.243+00",0,"4"
"2021-08-01 22:43:29.243+00",1232,"2"
"2021-08-01 22:43:29.243+00",1156,"1"
"2021-08-01 22:43:29.243+00",1225,"3"
"2021-08-01 22:43:29.243+00",1141,"5"
"2021-08-01 22:43:59.243+00",1176,"0"
"2021-08-01 22:43:59.243+00",1238,"3"
"2021-08-01 22:43:59.243+00",1167,"1"
"2021-08-01 22:43:59.243+00",1150,"5"
"2021-08-01 22:43:59.243+00",1243,"2"
"2021-08-01 22:43:59.243+00",0,"4"
"2021-08-01 22:44:29.243+00",1270,"2"
"2021-08-01 22:44:29.243+00",1206,"0"
"2021-08-01 22:44:29.243+00",0,"4"
"2021-08-01 22:44:29.243+00",1187,"5"
"2021-08-01 22:44:29.243+00",1196,"1"
"2021-08-01 22:44:29.243+00",1269,"3"
"2021-08-01 22:44:59.243+00",0,"4"
"2021-08-01 22:44:59.243+00",1342,"3"
"2021-08-01 22:44:59.243+00",1257,"5"
"2021-08-01 22:44:59.243+00",1342,"2"
"2021-08-01 22:44:59.243+00",1280,"0"
"2021-08-01 22:44:59.243+00",1265,"1"
"2021-08-01 22:45:29.243+00",1315,"3"
"2021-08-01 22:45:29.243+00",1233,"5"
"2021-08-01 22:45:29.243+00",1252,"0"
"2021-08-01 22:45:29.243+00",0,"4"
"2021-08-01 22:45:29.243+00",1316,"2"
"2021-08-01 22:45:29.243+00",1235,"1"
"2021-08-01 22:45:59.243+00",1306,"3"
"2021-08-01 22:45:59.243+00",1308,"2"
"2021-08-01 22:45:59.243+00",1238,"0"
"2021-08-01 22:45:59.243+00",1221,"5"
"2021-08-01 22:45:59.243+00",1224,"1"
"2021-08-01 22:45:59.243+00",0,"4"
"2021-08-01 22:46:29.243+00",0,"4"
"2021-08-01 22:46:29.243+00",1325,"2"
"2021-08-01 22:46:29.243+00",1251,"0"
"2021-08-01 22:46:29.243+00",1238,"1"
"2021-08-01 22:46:29.243+00",1318,"3"
"2021-08-01 22:46:29.243+00",1238,"5"
"2021-08-01 22:46:59.243+00",0,"4"
"2021-08-01 22:46:59.243+00",1216,"5"
"2021-08-01 22:46:59.243+00",1305,"3"
"2021-08-01 22:46:59.243+00",1221,"1"
"2021-08-01 22:46:59.243+00",1234,"0"
"2021-08-01 22:46:59.243+00",1310,"2"
"2021-08-01 22:47:29.243+00",1294,"2"
"2021-08-01 22:47:29.243+00",1216,"0"
"2021-08-01 22:47:29.243+00",1204,"5"
"2021-08-01 22:47:29.243+00",1290,"3"
"2021-08-01 22:47:29.243+00",1211,"1"
"2021-08-01 22:47:29.243+00",0,"4"
"2021-08-01 22:47:59.243+00",0,"4"
"2021-08-01 22:47:59.243+00",1247,"2"
"2021-08-01 22:47:59.243+00",1167,"0"
"2021-08-01 22:47:59.243+00",1163,"1"
"2021-08-01 22:47:59.243+00",1245,"3"
"2021-08-01 22:47:59.243+00",1152,"5"
"2021-08-01 22:48:29.243+00",1200,"1"
"2021-08-01 22:48:29.243+00",1206,"0"
"2021-08-01 22:48:29.243+00",0,"4"
"2021-08-01 22:48:29.243+00",1190,"5"
"2021-08-01 22:48:29.243+00",1278,"3"
"2021-08-01 22:48:29.243+00",1282,"2"
"2021-08-01 22:48:59.243+00",870,"1"
"2021-08-01 22:48:59.243+00",858,"5"
"2021-08-01 22:48:59.243+00",944,"3"
"2021-08-01 22:48:59.243+00",953,"2"
"2021-08-01 22:48:59.243+00",892,"0"
"2021-08-01 22:48:59.243+00",0,"4"
"2021-08-01 22:49:29.243+00",1049,"3"
"2021-08-01 22:49:29.243+00",981,"1"
"2021-08-01 22:49:29.243+00",1061,"2"
"2021-08-01 22:49:29.243+00",998,"0"
"2021-08-01 22:49:29.243+00",0,"4"
"2021-08-01 22:49:29.243+00",967,"5"
"2021-08-01 22:49:59.243+00",1004,"0"
"2021-08-01 22:49:59.243+00",1057,"3"
"2021-08-01 22:49:59.243+00",1069,"2"
"2021-08-01 22:49:59.243+00",0,"4"
"2021-08-01 22:49:59.243+00",973,"5"
"2021-08-01 22:49:59.243+00",988,"1"
"2021-08-01 22:50:29.243+00",0,"4"
"2021-08-01 22:50:29.243+00",1288,"0"
"2021-08-01 22:50:29.243+00",1361,"2"
"2021-08-01 22:50:29.243+00",1279,"1"
"2021-08-01 22:50:29.243+00",1350,"3"
"2021-08-01 22:50:29.243+00",1265,"5"
"2021-08-01 22:50:59.243+00",1295,"3"
"2021-08-01 22:50:59.243+00",1308,"2"
"2021-08-01 22:50:59.243+00",1236,"0"
"2021-08-01 22:50:59.243+00",0,"4"
"2021-08-01 22:50:59.243+00",1209,"5"
"2021-08-01 22:50:59.243+00",1222,"1"
"2021-08-01 22:51:29.243+00",0,"4"
"2021-08-01 22:51:29.243+00",1239,"1"
"2021-08-01 22:51:29.243+00",1253,"0"
"2021-08-01 22:51:29.243+00",1218,"5"
"2021-08-01 22:51:29.243+00",1311,"3"
"2021-08-01 22:51:29.243+00",1324,"2"
"2021-08-01 22:51:59.243+00",1378,"2"
"2021-08-01 22:51:59.243+00",0,"4"
"2021-08-01 22:51:59.243+00",1294,"1"
"2021-08-01 22:51:59.243+00",1369,"3"
"2021-08-01 22:51:59.243+00",1275,"5"
"2021-08-01 22:51:59.243+00",1304,"0"
