"time","requests_per_sec_in"
"2021-08-01 22:40:25.166+00",15678.90957278433
"2021-08-01 22:40:35.166+00",15684.696115034374
"2021-08-01 22:40:45.166+00",15690.098352766941
"2021-08-01 22:40:55.166+00",15690.043857646711
"2021-08-01 22:41:05.166+00",15681.391390991592
"2021-08-01 22:41:15.166+00",15679.488926216458
"2021-08-01 22:41:25.166+00",15679.935616170562
"2021-08-01 22:41:35.166+00",15675.064231772105
"2021-08-01 22:41:45.166+00",15673.016475845629
"2021-08-01 22:41:55.166+00",15672.702008707362
"2021-08-01 22:42:05.166+00",15678.92043354315
"2021-08-01 22:42:15.166+00",15676.073719109701
"2021-08-01 22:42:25.166+00",15669.285142737665
"2021-08-01 22:42:35.166+00",15670.024320197472
"2021-08-01 22:42:45.166+00",15669.926167063224
"2021-08-01 22:42:55.166+00",15661.7909821144
"2021-08-01 22:43:05.166+00",15665.569928331633
"2021-08-01 22:43:15.166+00",15669.313909119386
"2021-08-01 22:43:25.166+00",15661.384601505575
"2021-08-01 22:43:35.166+00",15663.111857329368
"2021-08-01 22:43:45.166+00",15663.728007996391
"2021-08-01 22:43:55.166+00",15663.854638325633
"2021-08-01 22:44:05.166+00",15657.823743518973
"2021-08-01 22:44:15.166+00",15660.12811118996
"2021-08-01 22:44:25.166+00",15660.827715489626
"2021-08-01 22:44:35.166+00",15658.652504470761
"2021-08-01 22:44:45.166+00",15662.312678488664
"2021-08-01 22:44:55.166+00",15656.292806846672
"2021-08-01 22:45:05.166+00",15657.004747779494
"2021-08-01 22:45:15.166+00",15666.700948775204
"2021-08-01 22:45:25.166+00",15671.50652003139
"2021-08-01 22:45:35.166+00",15668.354993805991
"2021-08-01 22:45:45.166+00",15665.854432000484
"2021-08-01 22:45:55.166+00",15661.597028992806
"2021-08-01 22:46:05.166+00",15665.028258912656
"2021-08-01 22:46:15.166+00",15665.147836292459
"2021-08-01 22:46:25.166+00",15665.754885329563
"2021-08-01 22:46:35.166+00",15661.863654623347
"2021-08-01 22:46:45.166+00",15658.57002977105
"2021-08-01 22:46:55.166+00",15658.975323183142
"2021-08-01 22:47:05.166+00",15661.494777954682
"2021-08-01 22:47:15.166+00",15664.428719904006
"2021-08-01 22:47:25.166+00",15656.333116438147
"2021-08-01 22:47:35.166+00",15651.774444220908
"2021-08-01 22:47:45.166+00",15652.011619336676
"2021-08-01 22:47:55.166+00",15657.740471220723
"2021-08-01 22:48:05.166+00",15659.492899273127
"2021-08-01 22:48:15.166+00",15654.36305170015
"2021-08-01 22:48:25.166+00",15649.88555521052
"2021-08-01 22:48:35.166+00",15652.482568962812
"2021-08-01 22:48:45.166+00",15661.326539110798
"2021-08-01 22:48:55.171+00",15666.958139439728
"2021-08-01 22:49:05.166+00",15660.623408677297
"2021-08-01 22:49:15.166+00",15650.186476842066
"2021-08-01 22:49:25.166+00",15654.612125571572
"2021-08-01 22:49:35.166+00",15654.054446226502
"2021-08-01 22:49:45.166+00",15655.843272671797
"2021-08-01 22:49:55.166+00",15653.295773341884
"2021-08-01 22:50:05.166+00",15649.46569283448
"2021-08-01 22:50:15.166+00",15654.71781288048
"2021-08-01 22:50:25.166+00",15659.343649833345
"2021-08-01 22:50:35.166+00",15664.95598406903
"2021-08-01 22:50:45.166+00",15663.685813795279
"2021-08-01 22:50:55.166+00",15653.665823186557
"2021-08-01 22:51:05.166+00",15655.107464672607
"2021-08-01 22:51:15.166+00",15659.099187854836
"2021-08-01 22:51:25.166+00",15663.44988198344
"2021-08-01 22:51:35.166+00",15657.797688419983
"2021-08-01 22:51:45.166+00",15653.200921214726
"2021-08-01 22:51:55.166+00",15659.02906688129
"2021-08-01 22:52:05.166+00",15658.778522491952
"2021-08-01 22:52:15.166+00",14942.54557329924
"2021-08-01 22:52:25.166+00",13859.548318086769
"2021-08-01 22:52:35.166+00",12940.844727478121
"2021-08-01 22:52:45.166+00",12171.987777637913
"2021-08-01 22:52:55.166+00",11483.889366423047
"2021-08-01 22:53:05.166+00",9720.902479342763
"2021-08-01 22:53:15.166+00",8228.56629820751
"2021-08-01 22:53:25.166+00",6965.330993483469
"2021-08-01 22:53:35.166+00",5896.025393797942
"2021-08-01 22:53:45.166+00",4990.877745340945
"2021-08-01 22:53:55.166+00",4224.686802594383
"2021-08-01 22:54:05.166+00",3576.1201717827066
"2021-08-01 22:54:15.166+00",3027.120371426745
"2021-08-01 22:54:25.166+00",2562.4020734568276
"2021-08-01 22:54:35.166+00",2169.0265270030213
"2021-08-01 22:54:45.166+00",1836.0413159110158
"2021-08-01 22:54:55.166+00",1702.0524002425584
"2021-08-01 22:55:05.166+00",1594.2745267209166
"2021-08-01 22:55:15.166+00",1502.9145975006818
"2021-08-01 22:55:25.166+00",1425.5960781455271
"2021-08-01 22:55:35.166+00",1360.17102710762
"2021-08-01 22:55:45.166+00",1304.8781922816822
"2021-08-01 22:55:55.166+00",1257.9855428564442
"2021-08-01 22:56:05.166+00",1218.3800473139645
"2021-08-01 22:56:15.166+00",1184.7517313663843
"2021-08-01 22:56:25.166+00",1156.3889642435443
"2021-08-01 22:56:35.166+00",1132.2921249790456
"2021-08-01 22:56:45.166+00",1111.9189016734106
"2021-08-01 22:56:55.166+00",1094.6253671168527
"2021-08-01 22:57:05.166+00",1079.9707150388879
"2021-08-01 22:57:15.166+00",1067.5658198702604
"2021-08-01 22:57:25.166+00",1057.0812939279076
"2021-08-01 22:57:35.166+00",1048.3182721430835
"2021-08-01 22:57:45.166+00",1040.7239838920384
"2021-08-01 22:57:55.166+00",1034.2955576739773
"2021-08-01 22:58:05.166+00",1028.8392998226332
"2021-08-01 22:58:15.166+00",1024.294239954918
"2021-08-01 22:58:25.166+00",1020.4469298383634
"2021-08-01 22:58:35.166+00",1017.1166894449747
"2021-08-01 22:58:45.166+00",1014.1953622144017
"2021-08-01 22:58:55.166+00",1011.8984143891118
"2021-08-01 22:59:05.166+00",1009.975843633114
"2021-08-01 22:59:15.166+00",1008.3004492721301
"2021-08-01 22:59:25.173+00",1006.9462230318691
"2021-08-01 22:59:35.166+00",1005.8798508534915
"2021-08-01 22:59:45.166+00",1004.9036236028243
"2021-08-01 22:59:55.166+00",1004.02289882894
"2021-08-01 23:00:05.166+00",1003.3093636373368
"2021-08-01 23:00:15.168+00",1002.8013158400231
"2021-08-01 23:00:25.166+00",1002.2682748985918
"2021-08-01 23:00:35.166+00",1001.8081154291672
"2021-08-01 23:00:45.166+00",1001.4678507781127
"2021-08-01 23:00:55.166+00",1001.2425088585389
"2021-08-01 23:01:05.166+00",1001.0076234279247
"2021-08-01 23:01:15.171+00",1000.6610414124202
"2021-08-01 23:01:25.166+00",1000.5595594750095
"2021-08-01 23:01:35.166+00",1000.4096924012885
"2021-08-01 23:01:45.166+00",1000.3467971305172
"2021-08-01 23:01:55.171+00",1000.2347072814362
"2021-08-01 23:02:05.166+00",999.9108353171001
"2021-08-01 23:02:15.166+00",999.9245237254196
"2021-08-01 23:02:25.166+00",999.8772605611141
"2021-08-01 23:02:35.166+00",999.7521832543924
"2021-08-01 23:02:45.166+00",999.7902276537211
"2021-08-01 23:02:55.166+00",999.7328777356747
"2021-08-01 23:03:05.172+00",999.7738858849373
"2021-08-01 23:03:15.166+00",999.7497483820686
"2021-08-01 23:03:25.166+00",999.6442465251295
"2021-08-01 23:03:35.166+00",999.6988611849557
"2021-08-01 23:03:45.166+00",999.627391192828
"2021-08-01 23:03:55.166+00",999.5566645176024
"2021-08-01 23:04:05.166+00",999.6247246161549
"2021-08-01 23:04:15.166+00",999.2780744139837
"2021-08-01 23:04:25.172+00",999.2712028811244
"2021-08-01 23:04:35.166+00",999.1694395516921
"2021-08-01 23:04:45.166+00",999.1530257054233
"2021-08-01 23:04:55.166+00",999.1653514346068
"2021-08-01 23:05:05.166+00",999.1757849391064
"2021-08-01 23:05:15.166+00",999.1846167099919
"2021-08-01 23:05:25.166+00",999.2298373608562
"2021-08-01 23:05:35.166+00",999.2681158154005
"2021-08-01 23:05:45.166+00",999.3005178276293
"2021-08-01 23:05:55.166+00",999.3343384344627
"2021-08-01 23:06:05.166+00",999.3482544221242
"2021-08-01 23:06:15.166+00",998.8726290643808
"2021-08-01 23:06:25.166+00",998.9337632863068
"2021-08-01 23:06:35.166+00",999.0974501074512
"2021-08-01 23:06:45.169+00",999.1771578583645
"2021-08-01 23:06:55.166+00",999.2395146963393
"2021-08-01 23:07:05.166+00",999.3562630884034
"2021-08-01 23:07:15.166+00",999.4109508548526
"2021-08-01 23:07:25.166+00",999.5013806635701
"2021-08-01 23:07:35.172+00",999.519077692244
"2021-08-01 23:07:45.166+00",999.5289435870959
"2021-08-01 23:07:55.166+00",999.6012593550842
"2021-08-01 23:08:05.166+00",999.5345443945146
"2021-08-01 23:08:15.166+00",999.6060003362087
"2021-08-01 23:08:25.166+00",999.0639383526761
"2021-08-01 23:08:35.166+00",999.0637208685021
"2021-08-01 23:08:45.166+00",998.9675900696784
"2021-08-01 23:08:55.166+00",999.0314157380687
"2021-08-01 23:09:05.166+00",999.1801111232584
"2021-08-01 23:09:15.166+00",999.2324163596584
"2021-08-01 23:09:25.166+00",999.350254476126
"2021-08-01 23:09:35.166+00",999.2964840131018
"2021-08-01 23:09:45.166+00",999.260566520255
"2021-08-01 23:09:55.166+00",999.3740830726235
"2021-08-01 23:10:05.166+00",999.326252706009
"2021-08-01 23:10:15.166+00",999.4296852284422
"2021-08-01 23:10:25.168+00",999.3995386648592
"2021-08-01 23:10:35.166+00",999.395773750855
"2021-08-01 23:10:45.166+00",999.4885335223996
"2021-08-01 23:10:55.166+00",998.8602384967451
"2021-08-01 23:11:05.166+00",998.9392660143161
"2021-08-01 23:11:15.166+00",998.3984989148863
"2021-08-01 23:11:25.166+00",998.6443585990588
"2021-08-01 23:11:35.166+00",998.7789116388594
"2021-08-01 23:11:45.166+00",998.8928083280794
"2021-08-01 23:11:55.166+00",998.9668357813233
"2021-08-01 23:12:05.166+00",999.1254453700792
"2021-08-01 23:12:15.182+00",999.1861427986149
"2021-08-01 23:12:25.166+00",999.1492468349317
"2021-08-01 23:12:35.171+00",999.1679151738579
"2021-08-01 23:12:45.166+00",999.1677264645188
"2021-08-01 23:12:55.166+00",998.8477443840292
"2021-08-01 23:13:05.166+00",998.931247134486
"2021-08-01 23:13:15.166+00",999.0313557626215
"2021-08-01 23:13:25.166+00",999.0521314185454
"2021-08-01 23:13:35.166+00",999.1976465682005
"2021-08-01 23:13:45.166+00",998.9568625277526
"2021-08-01 23:13:55.166+00",999.0581530414032
"2021-08-01 23:14:05.166+00",999.0997559962698
"2021-08-01 23:14:15.171+00",999.1349721372658
"2021-08-01 23:14:25.166+00",999.1558319031553
"2021-08-01 23:14:35.166+00",999.2227412441152
"2021-08-01 23:14:45.166+00",999.29409131641
"2021-08-01 23:14:55.166+00",999.4024611998994
