"time","completed_tasks","executor"
"2021-08-01 22:16:29.243+00",41527,"0"
"2021-08-01 22:16:29.243+00",41296,"3"
"2021-08-01 22:16:29.243+00",39818,"5"
"2021-08-01 22:16:29.243+00",98,"4"
"2021-08-01 22:16:59.243+00",44987,"0"
"2021-08-01 22:16:59.243+00",43876,"1"
"2021-08-01 22:16:59.243+00",43190,"5"
"2021-08-01 22:16:59.243+00",99,"4"
"2021-08-01 22:16:59.243+00",44720,"3"
"2021-08-01 22:16:59.243+00",45346,"2"
"2021-08-01 22:17:29.243+00",46434,"3"
"2021-08-01 22:17:29.243+00",101,"4"
"2021-08-01 22:17:29.243+00",47078,"2"
"2021-08-01 22:17:29.243+00",46751,"0"
"2021-08-01 22:17:29.243+00",45492,"1"
"2021-08-01 22:17:29.243+00",44812,"5"
"2021-08-01 22:17:59.243+00",104,"4"
"2021-08-01 22:17:59.243+00",49196,"2"
"2021-08-01 22:17:59.243+00",48866,"0"
"2021-08-01 22:17:59.243+00",48513,"3"
"2021-08-01 22:17:59.243+00",46834,"5"
"2021-08-01 22:17:59.243+00",47508,"1"
"2021-08-01 22:18:29.243+00",50687,"5"
"2021-08-01 22:18:29.243+00",52428,"3"
"2021-08-01 22:18:29.243+00",52849,"0"
"2021-08-01 22:18:29.243+00",53165,"2"
"2021-08-01 22:18:29.243+00",106,"4"
"2021-08-01 22:18:29.243+00",51357,"1"
"2021-08-01 22:18:59.243+00",54526,"1"
"2021-08-01 22:18:59.243+00",108,"4"
"2021-08-01 22:18:59.243+00",55622,"3"
"2021-08-01 22:18:59.243+00",56421,"2"
"2021-08-01 22:18:59.243+00",56127,"0"
"2021-08-01 22:18:59.243+00",53883,"5"
"2021-08-01 22:19:29.243+00",109,"4"
"2021-08-01 22:19:29.243+00",58008,"2"
"2021-08-01 22:19:29.243+00",55400,"5"
"2021-08-01 22:19:29.243+00",56057,"1"
"2021-08-01 22:19:29.243+00",57145,"3"
"2021-08-01 22:19:29.243+00",57752,"0"
"2021-08-01 22:19:59.243+00",112,"4"
"2021-08-01 22:19:59.243+00",60331,"0"
"2021-08-01 22:19:59.243+00",60655,"2"
"2021-08-01 22:19:59.243+00",59773,"3"
"2021-08-01 22:19:59.243+00",57961,"5"
"2021-08-01 22:19:59.243+00",58553,"1"
"2021-08-01 22:20:29.243+00",63276,"3"
"2021-08-01 22:20:29.243+00",61488,"5"
"2021-08-01 22:20:29.243+00",62058,"1"
"2021-08-01 22:20:29.243+00",63956,"0"
"2021-08-01 22:20:29.243+00",64219,"2"
"2021-08-01 22:20:29.243+00",115,"4"
"2021-08-01 22:20:59.243+00",67289,"2"
"2021-08-01 22:20:59.243+00",67003,"0"
"2021-08-01 22:20:59.243+00",65061,"1"
"2021-08-01 22:20:59.243+00",66292,"3"
"2021-08-01 22:20:59.243+00",116,"4"
"2021-08-01 22:20:59.243+00",64511,"5"
"2021-08-01 22:21:29.243+00",65618,"1"
"2021-08-01 22:21:29.243+00",65077,"5"
"2021-08-01 22:21:29.243+00",120,"4"
"2021-08-01 22:21:29.243+00",66901,"3"
"2021-08-01 22:21:29.243+00",67589,"0"
"2021-08-01 22:21:29.243+00",67890,"2"
"2021-08-01 22:21:59.243+00",121,"4"
"2021-08-01 22:21:59.243+00",65971,"1"
"2021-08-01 22:21:59.243+00",65437,"5"
"2021-08-01 22:21:59.243+00",67952,"0"
"2021-08-01 22:21:59.243+00",68273,"2"
"2021-08-01 22:21:59.243+00",67288,"3"
"2021-08-01 22:22:29.243+00",68739,"2"
"2021-08-01 22:22:29.243+00",68389,"0"
"2021-08-01 22:22:29.243+00",66404,"1"
"2021-08-01 22:22:29.243+00",65871,"5"
"2021-08-01 22:22:29.243+00",67754,"3"
"2021-08-01 22:22:29.243+00",124,"4"
"2021-08-01 22:22:59.243+00",66197,"5"
"2021-08-01 22:22:59.243+00",66729,"1"
"2021-08-01 22:22:59.243+00",68717,"0"
"2021-08-01 22:22:59.243+00",69093,"2"
"2021-08-01 22:22:59.243+00",68112,"3"
"2021-08-01 22:22:59.243+00",126,"4"
"2021-08-01 22:23:29.243+00",69088,"0"
"2021-08-01 22:23:29.243+00",67096,"1"
"2021-08-01 22:23:29.243+00",66567,"5"
"2021-08-01 22:23:29.243+00",68511,"3"
"2021-08-01 22:23:29.243+00",128,"4"
"2021-08-01 22:23:29.243+00",69494,"2"
"2021-08-01 22:23:59.243+00",68856,"3"
"2021-08-01 22:23:59.243+00",129,"4"
"2021-08-01 22:23:59.243+00",66884,"5"
"2021-08-01 22:23:59.243+00",69413,"0"
"2021-08-01 22:23:59.243+00",67404,"1"
"2021-08-01 22:23:59.243+00",69840,"2"
"2021-08-01 22:24:29.243+00",70244,"2"
"2021-08-01 22:24:29.243+00",69260,"3"
"2021-08-01 22:24:29.243+00",67774,"1"
"2021-08-01 22:24:29.243+00",132,"4"
"2021-08-01 22:24:29.243+00",67257,"5"
"2021-08-01 22:24:29.243+00",69786,"0"
"2021-08-01 22:24:59.243+00",70630,"2"
"2021-08-01 22:24:59.243+00",134,"4"
"2021-08-01 22:24:59.243+00",70141,"0"
"2021-08-01 22:24:59.243+00",68128,"1"
"2021-08-01 22:24:59.243+00",67614,"5"
"2021-08-01 22:24:59.243+00",69644,"3"
"2021-08-01 22:25:29.243+00",70356,"0"
"2021-08-01 22:25:29.243+00",70876,"2"
"2021-08-01 22:25:29.243+00",136,"4"
"2021-08-01 22:25:29.243+00",68337,"1"
"2021-08-01 22:25:29.243+00",67826,"5"
"2021-08-01 22:25:29.243+00",69879,"3"
"2021-08-01 22:25:59.243+00",71240,"2"
"2021-08-01 22:25:59.243+00",70241,"3"
"2021-08-01 22:25:59.243+00",68161,"5"
"2021-08-01 22:25:59.243+00",70697,"0"
"2021-08-01 22:25:59.243+00",138,"4"
"2021-08-01 22:25:59.243+00",68668,"1"
"2021-08-01 22:26:29.243+00",74273,"3"
"2021-08-01 22:26:29.243+00",72140,"5"
"2021-08-01 22:26:29.243+00",72610,"1"
"2021-08-01 22:26:29.243+00",74847,"0"
"2021-08-01 22:26:29.243+00",75331,"2"
"2021-08-01 22:26:29.243+00",141,"4"
"2021-08-01 22:26:59.243+00",75478,"5"
"2021-08-01 22:26:59.243+00",75923,"1"
"2021-08-01 22:26:59.243+00",78273,"0"
"2021-08-01 22:26:59.243+00",78753,"2"
"2021-08-01 22:26:59.243+00",142,"4"
"2021-08-01 22:26:59.243+00",77635,"3"
"2021-08-01 22:27:29.243+00",144,"4"
"2021-08-01 22:27:29.243+00",77228,"1"
"2021-08-01 22:27:29.243+00",76805,"5"
"2021-08-01 22:27:29.243+00",79687,"0"
"2021-08-01 22:27:29.243+00",80162,"2"
"2021-08-01 22:27:29.243+00",78979,"3"
"2021-08-01 22:27:59.243+00",81718,"3"
"2021-08-01 22:27:59.243+00",79883,"1"
"2021-08-01 22:27:59.243+00",147,"4"
"2021-08-01 22:27:59.243+00",82939,"2"
"2021-08-01 22:27:59.243+00",82460,"0"
"2021-08-01 22:27:59.243+00",79485,"5"
"2021-08-01 22:28:29.243+00",85634,"3"
"2021-08-01 22:28:29.243+00",83405,"5"
"2021-08-01 22:28:29.243+00",86466,"0"
"2021-08-01 22:28:29.243+00",86921,"2"
"2021-08-01 22:28:29.243+00",149,"4"
"2021-08-01 22:28:29.243+00",83794,"1"
"2021-08-01 22:28:59.243+00",89908,"2"
"2021-08-01 22:28:59.243+00",150,"4"
"2021-08-01 22:28:59.243+00",88522,"3"
"2021-08-01 22:28:59.243+00",86312,"5"
"2021-08-01 22:28:59.243+00",89446,"0"
"2021-08-01 22:28:59.243+00",86691,"1"
"2021-08-01 22:29:29.243+00",90179,"3"
"2021-08-01 22:29:29.243+00",87945,"5"
"2021-08-01 22:29:29.243+00",88326,"1"
"2021-08-01 22:29:29.243+00",91154,"0"
"2021-08-01 22:29:29.243+00",91621,"2"
"2021-08-01 22:29:29.243+00",151,"4"
"2021-08-01 22:29:59.245+00",93873,"0"
"2021-08-01 22:29:59.245+00",94396,"2"
"2021-08-01 22:29:59.245+00",155,"4"
"2021-08-01 22:29:59.245+00",92862,"3"
"2021-08-01 22:29:59.245+00",90563,"5"
"2021-08-01 22:29:59.245+00",90933,"1"
"2021-08-01 22:30:29.243+00",97842,"0"
"2021-08-01 22:30:29.243+00",98295,"2"
"2021-08-01 22:30:29.243+00",157,"4"
"2021-08-01 22:30:29.243+00",96686,"3"
"2021-08-01 22:30:29.243+00",94434,"5"
"2021-08-01 22:30:29.243+00",94786,"1"
"2021-08-01 22:30:59.248+00",101356,"2"
"2021-08-01 22:30:59.248+00",158,"4"
"2021-08-01 22:30:59.248+00",97435,"5"
"2021-08-01 22:30:59.248+00",99686,"3"
"2021-08-01 22:30:59.248+00",97751,"1"
"2021-08-01 22:30:59.248+00",100904,"0"
"2021-08-01 22:31:29.243+00",98078,"5"
"2021-08-01 22:31:29.243+00",100361,"3"
"2021-08-01 22:31:29.243+00",101558,"0"
"2021-08-01 22:31:29.243+00",102042,"2"
"2021-08-01 22:31:29.243+00",162,"4"
"2021-08-01 22:31:29.243+00",98394,"1"
"2021-08-01 22:31:59.243+00",98516,"5"
"2021-08-01 22:31:59.243+00",100827,"3"
"2021-08-01 22:31:59.243+00",98831,"1"
"2021-08-01 22:31:59.243+00",101999,"0"
"2021-08-01 22:31:59.243+00",102509,"2"
"2021-08-01 22:31:59.243+00",163,"4"
"2021-08-01 22:32:29.243+00",98943,"5"
"2021-08-01 22:32:29.243+00",102426,"0"
"2021-08-01 22:32:29.243+00",102967,"2"
"2021-08-01 22:32:29.243+00",166,"4"
"2021-08-01 22:32:29.243+00",101282,"3"
"2021-08-01 22:32:29.243+00",99256,"1"
"2021-08-01 22:32:59.243+00",102814,"0"
"2021-08-01 22:32:59.243+00",103382,"2"
"2021-08-01 22:32:59.243+00",168,"4"
"2021-08-01 22:32:59.243+00",99331,"5"
"2021-08-01 22:32:59.243+00",101701,"3"
"2021-08-01 22:32:59.243+00",99642,"1"
"2021-08-01 22:33:29.243+00",103503,"2"
"2021-08-01 22:33:29.243+00",170,"4"
"2021-08-01 22:33:29.243+00",101811,"3"
"2021-08-01 22:33:29.243+00",99424,"5"
"2021-08-01 22:33:29.243+00",102913,"0"
"2021-08-01 22:33:29.243+00",99732,"1"
"2021-08-01 22:33:59.243+00",102294,"3"
"2021-08-01 22:33:59.243+00",99878,"5"
"2021-08-01 22:33:59.243+00",100187,"1"
"2021-08-01 22:33:59.243+00",103374,"0"
"2021-08-01 22:33:59.243+00",103987,"2"
"2021-08-01 22:33:59.243+00",171,"4"
"2021-08-01 22:34:29.243+00",102757,"3"
"2021-08-01 22:34:29.243+00",100307,"5"
"2021-08-01 22:34:29.243+00",103808,"0"
"2021-08-01 22:34:29.243+00",104449,"2"
"2021-08-01 22:34:29.243+00",174,"4"
"2021-08-01 22:34:29.243+00",100615,"1"
"2021-08-01 22:34:59.243+00",103158,"3"
"2021-08-01 22:34:59.243+00",100676,"5"
"2021-08-01 22:34:59.243+00",100983,"1"
"2021-08-01 22:34:59.243+00",104179,"0"
"2021-08-01 22:34:59.243+00",104849,"2"
"2021-08-01 22:34:59.243+00",176,"4"
"2021-08-01 22:35:29.243+00",104618,"0"
"2021-08-01 22:35:29.243+00",103629,"3"
"2021-08-01 22:35:29.243+00",101115,"5"
"2021-08-01 22:35:29.243+00",101421,"1"
"2021-08-01 22:35:29.243+00",105323,"2"
"2021-08-01 22:35:29.243+00",178,"4"
"2021-08-01 22:35:59.245+00",104049,"5"
"2021-08-01 22:35:59.245+00",108344,"2"
"2021-08-01 22:35:59.245+00",181,"4"
"2021-08-01 22:35:59.245+00",106618,"3"
"2021-08-01 22:35:59.245+00",104360,"1"
"2021-08-01 22:35:59.245+00",107642,"0"
"2021-08-01 22:36:29.243+00",109962,"3"
"2021-08-01 22:36:29.243+00",107325,"5"
"2021-08-01 22:36:29.243+00",107631,"1"
"2021-08-01 22:36:29.243+00",111073,"0"
"2021-08-01 22:36:29.243+00",111763,"2"
"2021-08-01 22:36:29.243+00",184,"4"
"2021-08-01 22:36:59.247+00",113625,"0"
"2021-08-01 22:36:59.247+00",112449,"3"
"2021-08-01 22:36:59.247+00",109772,"5"
"2021-08-01 22:36:59.247+00",110058,"1"
"2021-08-01 22:36:59.247+00",114271,"2"
"2021-08-01 22:36:59.247+00",187,"4"
"2021-08-01 22:37:29.243+00",112706,"5"
"2021-08-01 22:37:29.243+00",115451,"3"
"2021-08-01 22:37:29.243+00",188,"4"
"2021-08-01 22:37:29.243+00",117316,"2"
"2021-08-01 22:37:29.243+00",116657,"0"
"2021-08-01 22:37:29.243+00",113013,"1"
"2021-08-01 22:37:59.243+00",115279,"1"
"2021-08-01 22:37:59.243+00",115003,"5"
"2021-08-01 22:37:59.243+00",117800,"3"
"2021-08-01 22:37:59.243+00",119708,"2"
"2021-08-01 22:37:59.243+00",119024,"0"
"2021-08-01 22:37:59.243+00",191,"4"
"2021-08-01 22:38:29.243+00",121188,"3"
"2021-08-01 22:38:29.243+00",118418,"5"
"2021-08-01 22:38:29.243+00",118680,"1"
"2021-08-01 22:38:29.243+00",122559,"0"
"2021-08-01 22:38:29.243+00",123147,"2"
"2021-08-01 22:38:29.243+00",193,"4"
"2021-08-01 22:38:59.243+00",121847,"1"
"2021-08-01 22:38:59.243+00",124405,"3"
"2021-08-01 22:38:59.243+00",125802,"0"
"2021-08-01 22:38:59.243+00",126426,"2"
"2021-08-01 22:38:59.243+00",194,"4"
"2021-08-01 22:38:59.243+00",121594,"5"
"2021-08-01 22:39:29.248+00",123622,"5"
"2021-08-01 22:39:29.248+00",126412,"3"
"2021-08-01 22:39:29.248+00",123844,"1"
"2021-08-01 22:39:29.248+00",128498,"2"
"2021-08-01 22:39:29.248+00",196,"4"
"2021-08-01 22:39:29.248+00",127863,"0"
"2021-08-01 22:39:59.243+00",131913,"2"
"2021-08-01 22:39:59.243+00",199,"4"
"2021-08-01 22:39:59.243+00",129742,"3"
"2021-08-01 22:39:59.243+00",126924,"5"
"2021-08-01 22:39:59.243+00",127138,"1"
"2021-08-01 22:39:59.243+00",131280,"0"
"2021-08-01 22:40:29.243+00",129835,"1"
"2021-08-01 22:40:29.243+00",134076,"0"
"2021-08-01 22:40:29.243+00",134686,"2"
"2021-08-01 22:40:29.243+00",200,"4"
"2021-08-01 22:40:29.243+00",129557,"5"
"2021-08-01 22:40:29.243+00",132449,"3"
"2021-08-01 22:40:59.243+00",131026,"1"
"2021-08-01 22:40:59.243+00",204,"4"
"2021-08-01 22:40:59.243+00",135925,"2"
"2021-08-01 22:40:59.243+00",135293,"0"
"2021-08-01 22:40:59.243+00",133668,"3"
"2021-08-01 22:40:59.243+00",130746,"5"
"2021-08-01 22:41:29.243+00",206,"4"
"2021-08-01 22:41:29.243+00",135777,"0"
"2021-08-01 22:41:29.243+00",136443,"2"
"2021-08-01 22:41:29.243+00",131510,"1"
"2021-08-01 22:41:29.243+00",131226,"5"
"2021-08-01 22:41:29.243+00",134180,"3"
"2021-08-01 22:41:59.243+00",207,"4"
"2021-08-01 22:41:59.243+00",131596,"1"
"2021-08-01 22:41:59.243+00",134287,"3"
"2021-08-01 22:41:59.243+00",135866,"0"
"2021-08-01 22:41:59.243+00",131312,"5"
"2021-08-01 22:41:59.243+00",136557,"2"
"2021-08-01 22:42:29.243+00",210,"4"
"2021-08-01 22:42:29.243+00",136287,"0"
"2021-08-01 22:42:29.243+00",131725,"5"
"2021-08-01 22:42:29.243+00",132012,"1"
"2021-08-01 22:42:29.243+00",134733,"3"
"2021-08-01 22:42:29.243+00",137005,"2"
"2021-08-01 22:42:59.243+00",137444,"2"
"2021-08-01 22:42:59.243+00",136700,"0"
"2021-08-01 22:42:59.243+00",132419,"1"
"2021-08-01 22:42:59.243+00",132123,"5"
"2021-08-01 22:42:59.243+00",135168,"3"
"2021-08-01 22:42:59.243+00",212,"4"
"2021-08-01 22:43:29.243+00",132453,"5"
"2021-08-01 22:43:29.243+00",137035,"0"
"2021-08-01 22:43:29.243+00",132752,"1"
"2021-08-01 22:43:29.243+00",135532,"3"
"2021-08-01 22:43:29.243+00",214,"4"
"2021-08-01 22:43:29.243+00",137808,"2"
"2021-08-01 22:43:59.243+00",133179,"1"
"2021-08-01 22:43:59.243+00",137463,"0"
"2021-08-01 22:43:59.243+00",138260,"2"
"2021-08-01 22:43:59.243+00",215,"4"
"2021-08-01 22:43:59.243+00",135984,"3"
"2021-08-01 22:43:59.243+00",132875,"5"
"2021-08-01 22:44:29.243+00",136453,"3"
"2021-08-01 22:44:29.243+00",133310,"5"
"2021-08-01 22:44:29.243+00",133616,"1"
"2021-08-01 22:44:29.243+00",137906,"0"
"2021-08-01 22:44:29.243+00",138729,"2"
"2021-08-01 22:44:29.243+00",218,"4"
"2021-08-01 22:44:59.243+00",220,"4"
"2021-08-01 22:44:59.243+00",133710,"5"
"2021-08-01 22:44:59.243+00",134018,"1"
"2021-08-01 22:44:59.243+00",138315,"0"
"2021-08-01 22:44:59.243+00",139165,"2"
"2021-08-01 22:44:59.243+00",136890,"3"
"2021-08-01 22:45:29.243+00",134108,"5"
"2021-08-01 22:45:29.243+00",137318,"3"
"2021-08-01 22:45:29.243+00",134415,"1"
"2021-08-01 22:45:29.243+00",222,"4"
"2021-08-01 22:45:29.243+00",139595,"2"
"2021-08-01 22:45:29.243+00",138715,"0"
"2021-08-01 22:45:59.243+00",139144,"0"
"2021-08-01 22:45:59.243+00",140050,"2"
"2021-08-01 22:45:59.243+00",223,"4"
"2021-08-01 22:45:59.243+00",134840,"1"
"2021-08-01 22:45:59.243+00",134531,"5"
"2021-08-01 22:45:59.243+00",137771,"3"
"2021-08-01 22:46:29.243+00",140506,"2"
"2021-08-01 22:46:29.243+00",139566,"0"
"2021-08-01 22:46:29.243+00",138223,"3"
"2021-08-01 22:46:29.243+00",226,"4"
"2021-08-01 22:46:29.243+00",135257,"1"
"2021-08-01 22:46:29.243+00",134948,"5"
"2021-08-01 22:46:59.243+00",135637,"1"
"2021-08-01 22:46:59.243+00",139949,"0"
"2021-08-01 22:46:59.243+00",140918,"2"
"2021-08-01 22:46:59.243+00",227,"4"
"2021-08-01 22:46:59.243+00",138635,"3"
"2021-08-01 22:46:59.243+00",135324,"5"
"2021-08-01 22:47:29.243+00",230,"4"
"2021-08-01 22:47:29.243+00",140360,"0"
"2021-08-01 22:47:29.243+00",141364,"2"
"2021-08-01 22:47:29.243+00",135735,"5"
"2021-08-01 22:47:29.243+00",136052,"1"
"2021-08-01 22:47:29.243+00",139081,"3"
"2021-08-01 22:47:59.243+00",140733,"0"
"2021-08-01 22:47:59.243+00",141765,"2"
"2021-08-01 22:47:59.243+00",231,"4"
"2021-08-01 22:47:59.243+00",136420,"1"
"2021-08-01 22:47:59.243+00",136100,"5"
"2021-08-01 22:47:59.243+00",139481,"3"
"2021-08-01 22:48:29.243+00",139931,"3"
"2021-08-01 22:48:29.243+00",142216,"2"
"2021-08-01 22:48:29.243+00",234,"4"
"2021-08-01 22:48:29.243+00",141155,"0"
"2021-08-01 22:48:29.243+00",136837,"1"
"2021-08-01 22:48:29.243+00",136514,"5"
"2021-08-01 22:48:59.243+00",236,"4"
"2021-08-01 22:48:59.243+00",136922,"1"
"2021-08-01 22:48:59.243+00",136593,"5"
"2021-08-01 22:48:59.243+00",140042,"3"
"2021-08-01 22:48:59.243+00",141252,"0"
"2021-08-01 22:48:59.243+00",142332,"2"
"2021-08-01 22:49:29.243+00",142845,"2"
"2021-08-01 22:49:29.243+00",140550,"3"
"2021-08-01 22:49:29.243+00",137067,"5"
"2021-08-01 22:49:29.243+00",141731,"0"
"2021-08-01 22:49:29.243+00",238,"4"
"2021-08-01 22:49:29.243+00",137401,"1"
"2021-08-01 22:49:59.243+00",137487,"5"
"2021-08-01 22:49:59.243+00",137825,"1"
"2021-08-01 22:49:59.243+00",141001,"3"
"2021-08-01 22:49:59.243+00",239,"4"
"2021-08-01 22:49:59.243+00",143297,"2"
"2021-08-01 22:49:59.243+00",142159,"0"
"2021-08-01 22:50:29.243+00",137858,"5"
"2021-08-01 22:50:29.243+00",138201,"1"
"2021-08-01 22:50:29.243+00",142541,"0"
"2021-08-01 22:50:29.243+00",143708,"2"
"2021-08-01 22:50:29.243+00",242,"4"
"2021-08-01 22:50:29.243+00",141408,"3"
"2021-08-01 22:50:59.243+00",138623,"1"
"2021-08-01 22:50:59.243+00",141861,"3"
"2021-08-01 22:50:59.243+00",144168,"2"
"2021-08-01 22:50:59.243+00",142968,"0"
"2021-08-01 22:50:59.243+00",138276,"5"
"2021-08-01 22:50:59.243+00",244,"4"
"2021-08-01 22:51:29.243+00",144641,"2"
"2021-08-01 22:51:29.243+00",138705,"5"
"2021-08-01 22:51:29.243+00",139064,"1"
"2021-08-01 22:51:29.243+00",142332,"3"
"2021-08-01 22:51:29.243+00",246,"4"
"2021-08-01 22:51:29.243+00",143413,"0"
"2021-08-01 22:51:59.243+00",247,"4"
"2021-08-01 22:51:59.243+00",143845,"0"
"2021-08-01 22:51:59.243+00",139495,"1"
"2021-08-01 22:51:59.243+00",145098,"2"
