"time","total_received_records"
"2021-08-01 22:19:30.373+00",12600418
"2021-08-01 22:19:40.373+00",12691758
"2021-08-01 22:19:50.373+00",12794992
"2021-08-01 22:20:00.373+00",12873103
"2021-08-01 22:20:10.373+00",12937122
"2021-08-01 22:20:20.373+00",13033109
"2021-08-01 22:20:30.373+00",13113115
"2021-08-01 22:20:40.373+00",13193119
"2021-08-01 22:20:50.388+00",13240666
"2021-08-01 22:21:00.373+00",13350297
"2021-08-01 22:21:10.373+00",13420043
"2021-08-01 22:21:20.373+00",13514798
"2021-08-01 22:21:30.373+00",13599239
"2021-08-01 22:21:40.39+00",13673132
"2021-08-01 22:21:50.373+00",13753129
"2021-08-01 22:22:00.373+00",13833125
"2021-08-01 22:22:10.373+00",13897123
"2021-08-01 22:22:20.373+00",13993131
"2021-08-01 22:22:30.373+00",14073123
"2021-08-01 22:22:40.373+00",14153135
"2021-08-01 22:22:50.373+00",14233139
"2021-08-01 22:23:00.373+00",14313131
"2021-08-01 22:23:10.373+00",14393133
"2021-08-01 22:23:20.373+00",14473137
"2021-08-01 22:23:30.373+00",14553139
"2021-08-01 22:23:40.373+00",14633137
"2021-08-01 22:23:50.373+00",14713126
"2021-08-01 22:24:00.373+00",14793669
"2021-08-01 22:24:10.373+00",14966224
"2021-08-01 22:24:20.373+00",15116845
"2021-08-01 22:24:30.373+00",15276846
"2021-08-01 22:24:40.373+00",15436862
"2021-08-01 22:24:50.375+00",15596855
"2021-08-01 22:25:00.373+00",15756834
"2021-08-01 22:25:10.378+00",15916871
"2021-08-01 22:25:20.373+00",16076856
"2021-08-01 22:25:30.373+00",16236837
"2021-08-01 22:25:40.373+00",16396862
"2021-08-01 22:25:50.373+00",16556872
"2021-08-01 22:26:00.373+00",16716857
"2021-08-01 22:26:10.373+00",16844869
"2021-08-01 22:26:20.373+00",17049606
"2021-08-01 22:26:30.373+00",17198611
"2021-08-01 22:26:40.373+00",17356867
"2021-08-01 22:26:50.373+00",17484866
"2021-08-01 22:27:00.373+00",17656984
"2021-08-01 22:27:10.373+00",17817598
"2021-08-01 22:27:20.373+00",17996368
"2021-08-01 22:27:30.373+00",18120788
"2021-08-01 22:27:40.373+00",18270671
"2021-08-01 22:27:50.373+00",18483872
"2021-08-01 22:28:00.373+00",18636844
"2021-08-01 22:28:10.373+00",18764870
"2021-08-01 22:28:20.373+00",18956859
"2021-08-01 22:28:30.373+00",19116855
"2021-08-01 22:28:40.373+00",19276865
"2021-08-01 22:28:50.373+00",19371823
"2021-08-01 22:29:00.373+00",19546741
"2021-08-01 22:29:10.381+00",19716654
"2021-08-01 22:29:20.373+00",19865019
"2021-08-01 22:29:30.373+00",20041393
"2021-08-01 22:29:40.373+00",20248014
"2021-08-01 22:29:50.373+00",20409237
"2021-08-01 22:30:00.373+00",20556862
"2021-08-01 22:30:10.373+00",20684874
"2021-08-01 22:30:20.373+00",20862588
"2021-08-01 22:30:30.373+00",21028339
"2021-08-01 22:30:40.373+00",21188334
"2021-08-01 22:30:50.373+00",21316333
"2021-08-01 22:31:00.373+00",21454899
"2021-08-01 22:31:10.373+00",21651373
"2021-08-01 22:31:20.373+00",21847198
"2021-08-01 22:31:30.373+00",21988337
"2021-08-01 22:31:40.377+00",22148342
"2021-08-01 22:31:50.373+00",22308352
"2021-08-01 22:32:00.373+00",22468328
"2021-08-01 22:32:10.373+00",22636685
"2021-08-01 22:32:20.373+00",22788340
"2021-08-01 22:32:30.373+00",22948337
"2021-08-01 22:32:40.373+00",23108352
"2021-08-01 22:32:50.373+00",23268352
"2021-08-01 22:33:00.373+00",23428334
"2021-08-01 22:33:10.373+00",23588338
"2021-08-01 22:33:20.373+00",23748346
"2021-08-01 22:33:30.373+00",23911776
"2021-08-01 22:33:40.373+00",24068344
"2021-08-01 22:33:50.373+00",24228341
"2021-08-01 22:34:00.373+00",24388346
"2021-08-01 22:34:10.373+00",24557450
"2021-08-01 22:34:20.373+00",24708347
"2021-08-01 22:34:30.373+00",24868133
"2021-08-01 22:34:40.373+00",25028339
"2021-08-01 22:34:50.373+00",25188370
"2021-08-01 22:35:00.373+00",25348349
"2021-08-01 22:35:10.377+00",25508372
"2021-08-01 22:35:20.373+00",25682824
"2021-08-01 22:35:30.373+00",25828340
"2021-08-01 22:35:40.373+00",25988342
"2021-08-01 22:35:50.373+00",26148359
"2021-08-01 22:36:00.373+00",26308343
"2021-08-01 22:36:10.373+00",26436361
"2021-08-01 22:36:20.373+00",26640219
"2021-08-01 22:36:30.373+00",26789301
"2021-08-01 22:36:40.373+00",26951465
"2021-08-01 22:36:50.373+00",27076364
"2021-08-01 22:37:00.373+00",27257865
"2021-08-01 22:37:10.373+00",27403355
"2021-08-01 22:37:20.373+00",27597646
"2021-08-01 22:37:30.373+00",27716368
"2021-08-01 22:37:40.373+00",27907977
"2021-08-01 22:37:50.373+00",28068347
"2021-08-01 22:38:00.373+00",28218073
"2021-08-01 22:38:10.373+00",28356365
"2021-08-01 22:38:20.373+00",28548609
"2021-08-01 22:38:30.373+00",28708355
"2021-08-01 22:38:40.373+00",28868378
"2021-08-01 22:38:50.373+00",28996374
"2021-08-01 22:39:00.373+00",29162664
"2021-08-01 22:39:10.373+00",29305536
"2021-08-01 22:39:20.373+00",29524450
"2021-08-01 22:39:30.373+00",29636375
"2021-08-01 22:39:40.373+00",29837757
"2021-08-01 22:39:50.376+00",29988383
"2021-08-01 22:40:00.373+00",30148358
"2021-08-01 22:40:10.373+00",30276393
"2021-08-01 22:40:20.373+00",30436095
"2021-08-01 22:40:30.373+00",30643881
"2021-08-01 22:40:40.373+00",30786846
"2021-08-01 22:40:50.373+00",30948368
"2021-08-01 22:41:00.373+00",31108371
"2021-08-01 22:41:10.373+00",31268398
"2021-08-01 22:41:20.373+00",31428396
"2021-08-01 22:41:30.373+00",31588377
"2021-08-01 22:41:40.373+00",31748404
"2021-08-01 22:41:50.373+00",31908396
"2021-08-01 22:42:00.373+00",32068383
"2021-08-01 22:42:10.373+00",32236262
"2021-08-01 22:42:20.373+00",32387674
"2021-08-01 22:42:30.373+00",32548372
"2021-08-01 22:42:40.373+00",32708396
"2021-08-01 22:42:50.38+00",32868406
"2021-08-01 22:43:00.373+00",33028381
"2021-08-01 22:43:10.373+00",33188405
"2021-08-01 22:43:20.373+00",33348388
"2021-08-01 22:43:30.373+00",33508380
"2021-08-01 22:43:40.373+00",33668410
"2021-08-01 22:43:50.373+00",33827750
"2021-08-01 22:44:00.373+00",33988368
"2021-08-01 22:44:10.373+00",34159516
"2021-08-01 22:44:20.373+00",34308392
"2021-08-01 22:44:30.373+00",34468392
"2021-08-01 22:44:40.373+00",34628400
"2021-08-01 22:44:50.373+00",34788387
"2021-08-01 22:45:00.373+00",34948382
"2021-08-01 22:45:10.373+00",35108401
"2021-08-01 22:45:20.373+00",35268393
"2021-08-01 22:45:30.383+00",35430902
"2021-08-01 22:45:40.373+00",35588398
"2021-08-01 22:45:50.373+00",35748402
"2021-08-01 22:46:00.373+00",35908399
"2021-08-01 22:46:10.373+00",36079508
"2021-08-01 22:46:20.38+00",36228386
"2021-08-01 22:46:30.373+00",36388386
"2021-08-01 22:46:40.373+00",36548429
"2021-08-01 22:46:50.373+00",36708415
"2021-08-01 22:47:00.373+00",36868368
"2021-08-01 22:47:10.377+00",37038007
"2021-08-01 22:47:20.373+00",37188405
"2021-08-01 22:47:30.373+00",37348398
"2021-08-01 22:47:40.373+00",37508398
"2021-08-01 22:47:50.373+00",37668393
"2021-08-01 22:48:00.373+00",37828386
"2021-08-01 22:48:10.373+00",38001361
"2021-08-01 22:48:20.373+00",38148394
"2021-08-01 22:48:30.373+00",38308401
"2021-08-01 22:48:40.373+00",38468391
"2021-08-01 22:48:50.373+00",38628410
"2021-08-01 22:49:00.373+00",38791921
"2021-08-01 22:49:10.373+00",38948420
"2021-08-01 22:49:20.373+00",39108421
"2021-08-01 22:49:30.373+00",39267995
"2021-08-01 22:49:40.373+00",39428424
"2021-08-01 22:49:50.373+00",39588432
"2021-08-01 22:50:00.373+00",39748402
"2021-08-01 22:50:10.379+00",39922120
"2021-08-01 22:50:20.373+00",40068414
"2021-08-01 22:50:30.373+00",40228417
"2021-08-01 22:50:40.373+00",40388430
"2021-08-01 22:50:50.373+00",40554531
"2021-08-01 22:51:00.373+00",40708400
"2021-08-01 22:51:10.373+00",40868418
"2021-08-01 22:51:20.377+00",41028434
"2021-08-01 22:51:30.373+00",41188407
"2021-08-01 22:51:40.373+00",41348425
"2021-08-01 22:51:50.381+00",41508430
"2021-08-01 22:52:00.373+00",41668408
"2021-08-01 22:52:10.382+00",41837804
"2021-08-01 22:52:20.373+00",41963967
"2021-08-01 22:52:30.382+00",42043910
"2021-08-01 22:52:40.373+00",42128217
"2021-08-01 22:52:50.373+00",42203968
"2021-08-01 22:53:00.381+00",42283958
"2021-08-01 22:53:10.373+00",42304819
"2021-08-01 22:53:20.373+00",42304819
"2021-08-01 22:53:30.373+00",42304819
"2021-08-01 22:53:40.373+00",42304821
"2021-08-01 22:53:50.383+00",42304821
"2021-08-01 22:54:00.373+00",42304821
"2021-08-01 22:54:10.373+00",42304823
"2021-08-01 22:54:20.373+00",42304823
"2021-08-01 22:54:30.373+00",42304823
"2021-08-01 22:54:40.373+00",42304825
"2021-08-01 22:54:50.382+00",42304825
"2021-08-01 22:55:00.381+00",42311615
"2021-08-01 22:55:10.373+00",42321617
"2021-08-01 22:55:20.381+00",42331617
"2021-08-01 22:55:30.382+00",42341617
"2021-08-01 22:55:40.373+00",42351619
"2021-08-01 22:55:50.373+00",42361619
"2021-08-01 22:56:00.373+00",42371619
"2021-08-01 22:56:10.373+00",42381621
"2021-08-01 22:56:20.373+00",42391620
"2021-08-01 22:56:30.373+00",42401621
"2021-08-01 22:56:40.373+00",42411622
"2021-08-01 22:56:50.373+00",42421582
"2021-08-01 22:57:00.373+00",42431620
"2021-08-01 22:57:10.375+00",42441624
"2021-08-01 22:57:20.373+00",42451625
"2021-08-01 22:57:30.373+00",42461625
"2021-08-01 22:57:40.373+00",42471627
"2021-08-01 22:57:50.392+00",42481627
"2021-08-01 22:58:00.376+00",42491627
"2021-08-01 22:58:10.386+00",42501629
"2021-08-01 22:58:20.373+00",42511629
"2021-08-01 22:58:30.373+00",42521628
"2021-08-01 22:58:40.381+00",42531631
"2021-08-01 22:58:50.373+00",42541633
"2021-08-01 22:59:00.373+00",42551632
"2021-08-01 22:59:10.373+00",42561634
"2021-08-01 22:59:20.373+00",42571634
"2021-08-01 22:59:30.373+00",42577587
"2021-08-01 22:59:40.373+00",42592948
"2021-08-01 22:59:50.373+00",42602063
"2021-08-01 23:00:00.373+00",42611635
"2021-08-01 23:00:10.38+00",42619618
"2021-08-01 23:00:20.377+00",42632435
"2021-08-01 23:00:30.373+00",42641637
"2021-08-01 23:00:40.373+00",42651640
"2021-08-01 23:00:50.373+00",42662413
"2021-08-01 23:01:00.373+00",42671640
"2021-08-01 23:01:10.373+00",42681642
"2021-08-01 23:01:20.373+00",42691642
"2021-08-01 23:01:30.373+00",42698536
"2021-08-01 23:01:40.373+00",42711761
"2021-08-01 23:01:50.373+00",42721644
"2021-08-01 23:02:00.373+00",42731644
"2021-08-01 23:02:10.373+00",42739603
"2021-08-01 23:02:20.373+00",42751644
"2021-08-01 23:02:30.373+00",42761646
"2021-08-01 23:02:40.373+00",42771649
"2021-08-01 23:02:50.373+00",42779648
"2021-08-01 23:03:00.373+00",42791790
"2021-08-01 23:03:10.373+00",42801650
"2021-08-01 23:03:20.373+00",42811649
"2021-08-01 23:03:30.373+00",42819649
"2021-08-01 23:03:40.373+00",42832166
"2021-08-01 23:03:50.373+00",42841653
"2021-08-01 23:04:00.373+00",42851652
"2021-08-01 23:04:10.373+00",42859653
"2021-08-01 23:04:20.377+00",42871654
"2021-08-01 23:04:30.373+00",42881654
"2021-08-01 23:04:40.373+00",42891656
"2021-08-01 23:04:50.373+00",42901656
"2021-08-01 23:05:00.373+00",42911656
"2021-08-01 23:05:10.392+00",42921658
"2021-08-01 23:05:20.381+00",42931658
"2021-08-01 23:05:30.373+00",42941658
"2021-08-01 23:05:40.373+00",42951660
"2021-08-01 23:05:50.373+00",42961660
"2021-08-01 23:06:00.373+00",42971660
"2021-08-01 23:06:10.373+00",42981721
"2021-08-01 23:06:20.373+00",42991661
"2021-08-01 23:06:30.373+00",43001663
"2021-08-01 23:06:40.373+00",43011665
"2021-08-01 23:06:50.373+00",43022191
"2021-08-01 23:07:00.373+00",43032195
"2021-08-01 23:07:10.373+00",43041667
"2021-08-01 23:07:20.373+00",43051667
"2021-08-01 23:07:30.373+00",43059666
"2021-08-01 23:07:40.381+00",43071244
"2021-08-01 23:07:50.373+00",43082380
"2021-08-01 23:08:00.373+00",43091668
"2021-08-01 23:08:10.373+00",43099670
"2021-08-01 23:08:20.373+00",43111791
"2021-08-01 23:08:30.373+00",43121671
"2021-08-01 23:08:40.373+00",43131673
"2021-08-01 23:08:50.373+00",43139673
"2021-08-01 23:09:00.375+00",43151673
"2021-08-01 23:09:10.373+00",43161674
"2021-08-01 23:09:20.373+00",43171675
"2021-08-01 23:09:30.373+00",43179675
"2021-08-01 23:09:40.373+00",43191974
"2021-08-01 23:09:50.373+00",43201678
"2021-08-01 23:10:00.373+00",43211677
"2021-08-01 23:10:10.376+00",43219678
"2021-08-01 23:10:20.382+00",43233030
"2021-08-01 23:10:30.373+00",43241679
"2021-08-01 23:10:40.373+00",43251681
"2021-08-01 23:10:50.373+00",43262038
"2021-08-01 23:11:00.373+00",43271681
"2021-08-01 23:11:10.382+00",43281683
"2021-08-01 23:11:20.376+00",43291683
"2021-08-01 23:11:30.373+00",43301683
"2021-08-01 23:11:40.373+00",43311685
"2021-08-01 23:11:50.373+00",43321685
"2021-08-01 23:12:00.382+00",43331685
"2021-08-01 23:12:10.378+00",43339686
"2021-08-01 23:12:20.373+00",43351687
"2021-08-01 23:12:30.373+00",43361687
"2021-08-01 23:12:40.373+00",43371689
"2021-08-01 23:12:50.383+00",43381689
"2021-08-01 23:13:00.373+00",43391689
"2021-08-01 23:13:10.377+00",43401680
"2021-08-01 23:13:20.382+00",43411691
"2021-08-01 23:13:30.381+00",43421692
"2021-08-01 23:13:40.373+00",43431693
"2021-08-01 23:13:50.373+00",43441692
"2021-08-01 23:14:00.373+00",43451692
"2021-08-01 23:14:10.373+00",43461695
"2021-08-01 23:14:20.373+00",43471695
"2021-08-01 23:14:30.373+00",43481694
"2021-08-01 23:14:40.373+00",43491697
"2021-08-01 23:14:50.373+00",43501697
