"time","skipped_stages"
"2021-08-01 22:15:30.373+00",10767
"2021-08-01 22:15:40.373+00",10828
"2021-08-01 22:15:50.373+00",10943
"2021-08-01 22:16:00.373+00",11108
"2021-08-01 22:16:10.373+00",11238
"2021-08-01 22:16:20.373+00",11298
"2021-08-01 22:16:30.373+00",11428
"2021-08-01 22:16:40.373+00",11631
"2021-08-01 22:16:50.382+00",11792
"2021-08-01 22:17:00.373+00",11836
"2021-08-01 22:17:10.373+00",11935
"2021-08-01 22:17:20.373+00",12167
"2021-08-01 22:17:30.373+00",12381
"2021-08-01 22:17:40.373+00",12420
"2021-08-01 22:17:50.373+00",12524
"2021-08-01 22:18:00.373+00",12776
"2021-08-01 22:18:10.373+00",12950
"2021-08-01 22:18:20.373+00",13015
"2021-08-01 22:18:30.373+00",13173
"2021-08-01 22:18:40.373+00",13406
"2021-08-01 22:18:50.373+00",13585
"2021-08-01 22:19:00.373+00",13631
"2021-08-01 22:19:10.373+00",13719
"2021-08-01 22:19:20.373+00",13919
"2021-08-01 22:19:30.373+00",14133
"2021-08-01 22:19:40.373+00",14176
"2021-08-01 22:19:50.373+00",14327
"2021-08-01 22:20:00.373+00",14562
"2021-08-01 22:20:10.373+00",14739
"2021-08-01 22:20:20.373+00",14801
"2021-08-01 22:20:30.373+00",14959
"2021-08-01 22:20:40.373+00",15192
"2021-08-01 22:20:50.388+00",15371
"2021-08-01 22:21:00.373+00",15418
"2021-08-01 22:21:10.373+00",15529
"2021-08-01 22:21:20.373+00",15765
"2021-08-01 22:21:30.373+00",15941
"2021-08-01 22:21:40.39+00",16003
"2021-08-01 22:21:50.373+00",16118
"2021-08-01 22:22:00.373+00",16283
"2021-08-01 22:22:10.373+00",16408
"2021-08-01 22:22:20.373+00",16473
"2021-08-01 22:22:30.373+00",16583
"2021-08-01 22:22:40.373+00",16744
"2021-08-01 22:22:50.373+00",16875
"2021-08-01 22:23:00.373+00",16935
"2021-08-01 22:23:10.373+00",17046
"2021-08-01 22:23:20.373+00",17211
"2021-08-01 22:23:30.373+00",17342
"2021-08-01 22:23:40.373+00",17403
"2021-08-01 22:23:50.373+00",17518
"2021-08-01 22:24:00.373+00",17683
"2021-08-01 22:24:10.373+00",17813
"2021-08-01 22:24:20.373+00",17873
"2021-08-01 22:24:30.373+00",17983
"2021-08-01 22:24:40.373+00",18144
"2021-08-01 22:24:50.375+00",18275
"2021-08-01 22:25:00.373+00",18335
"2021-08-01 22:25:10.378+00",18446
"2021-08-01 22:25:20.373+00",18611
"2021-08-01 22:25:30.373+00",18742
"2021-08-01 22:25:40.373+00",18803
"2021-08-01 22:25:50.373+00",18918
"2021-08-01 22:26:00.373+00",19083
"2021-08-01 22:26:10.373+00",19205
"2021-08-01 22:26:20.373+00",19264
"2021-08-01 22:26:30.373+00",19431
"2021-08-01 22:26:40.373+00",19664
"2021-08-01 22:26:50.373+00",19844
"2021-08-01 22:27:00.373+00",19876
"2021-08-01 22:27:10.373+00",19977
"2021-08-01 22:27:20.373+00",20136
"2021-08-01 22:27:30.373+00",20392
"2021-08-01 22:27:40.373+00",20436
"2021-08-01 22:27:50.373+00",20612
"2021-08-01 22:28:00.373+00",20847
"2021-08-01 22:28:10.373+00",21025
"2021-08-01 22:28:20.373+00",21087
"2021-08-01 22:28:30.373+00",21245
"2021-08-01 22:28:40.373+00",21478
"2021-08-01 22:28:50.373+00",21657
"2021-08-01 22:29:00.373+00",21701
"2021-08-01 22:29:10.381+00",21789
"2021-08-01 22:29:20.373+00",21929
"2021-08-01 22:29:30.373+00",22173
"2021-08-01 22:29:40.373+00",22220
"2021-08-01 22:29:50.373+00",22381
"2021-08-01 22:30:00.373+00",22616
"2021-08-01 22:30:10.373+00",22793
"2021-08-01 22:30:20.373+00",22855
"2021-08-01 22:30:30.373+00",23003
"2021-08-01 22:30:40.373+00",23236
"2021-08-01 22:30:50.373+00",23416
"2021-08-01 22:31:00.373+00",23460
"2021-08-01 22:31:10.373+00",23586
"2021-08-01 22:31:20.373+00",23793
"2021-08-01 22:31:30.373+00",23948
"2021-08-01 22:31:40.377+00",24009
"2021-08-01 22:31:50.373+00",24124
"2021-08-01 22:32:00.373+00",24289
"2021-08-01 22:32:10.373+00",24419
"2021-08-01 22:32:20.373+00",24479
"2021-08-01 22:32:30.373+00",24589
"2021-08-01 22:32:40.373+00",24750
"2021-08-01 22:32:50.373+00",24881
"2021-08-01 22:33:00.373+00",24941
"2021-08-01 22:33:10.373+00",25052
"2021-08-01 22:33:20.373+00",25217
"2021-08-01 22:33:30.373+00",25348
"2021-08-01 22:33:40.373+00",25409
"2021-08-01 22:33:50.373+00",25524
"2021-08-01 22:34:00.373+00",25689
"2021-08-01 22:34:10.373+00",25819
"2021-08-01 22:34:20.373+00",25879
"2021-08-01 22:34:30.373+00",25989
"2021-08-01 22:34:40.373+00",26150
"2021-08-01 22:34:50.373+00",26281
"2021-08-01 22:35:00.373+00",26341
"2021-08-01 22:35:10.377+00",26452
"2021-08-01 22:35:20.373+00",26617
"2021-08-01 22:35:30.373+00",26748
"2021-08-01 22:35:40.373+00",26809
"2021-08-01 22:35:50.373+00",26924
"2021-08-01 22:36:00.373+00",27109
"2021-08-01 22:36:10.373+00",27256
"2021-08-01 22:36:20.373+00",27312
"2021-08-01 22:36:30.373+00",27468
"2021-08-01 22:36:40.373+00",27600
"2021-08-01 22:36:50.373+00",27831
"2021-08-01 22:37:00.373+00",27877
"2021-08-01 22:37:10.373+00",28014
"2021-08-01 22:37:20.373+00",28258
"2021-08-01 22:37:30.373+00",28437
"2021-08-01 22:37:40.373+00",28505
"2021-08-01 22:37:50.373+00",28665
"2021-08-01 22:38:00.373+00",28799
"2021-08-01 22:38:10.373+00",29044
"2021-08-01 22:38:20.373+00",29106
"2021-08-01 22:38:30.373+00",29262
"2021-08-01 22:38:40.373+00",29495
"2021-08-01 22:38:50.373+00",29674
"2021-08-01 22:39:00.373+00",29725
"2021-08-01 22:39:10.373+00",29812
"2021-08-01 22:39:20.373+00",30010
"2021-08-01 22:39:30.373+00",30206
"2021-08-01 22:39:40.373+00",30265
"2021-08-01 22:39:50.376+00",30432
"2021-08-01 22:40:00.373+00",30667
"2021-08-01 22:40:10.373+00",30844
"2021-08-01 22:40:20.373+00",30887
"2021-08-01 22:40:30.373+00",30990
"2021-08-01 22:40:40.373+00",31199
"2021-08-01 22:40:50.373+00",31384
"2021-08-01 22:41:00.373+00",31445
"2021-08-01 22:41:10.373+00",31561
"2021-08-01 22:41:20.373+00",31731
"2021-08-01 22:41:30.373+00",31865
"2021-08-01 22:41:40.373+00",31926
"2021-08-01 22:41:50.373+00",32041
"2021-08-01 22:42:00.373+00",32206
"2021-08-01 22:42:10.373+00",32336
"2021-08-01 22:42:20.373+00",32396
"2021-08-01 22:42:30.373+00",32506
"2021-08-01 22:42:40.373+00",32667
"2021-08-01 22:42:50.38+00",32798
"2021-08-01 22:43:00.373+00",32858
"2021-08-01 22:43:10.373+00",32969
"2021-08-01 22:43:20.373+00",33134
"2021-08-01 22:43:30.373+00",33265
"2021-08-01 22:43:40.373+00",33326
"2021-08-01 22:43:50.373+00",33441
"2021-08-01 22:44:00.373+00",33606
"2021-08-01 22:44:10.373+00",33736
"2021-08-01 22:44:20.373+00",33796
"2021-08-01 22:44:30.373+00",33906
"2021-08-01 22:44:40.373+00",34067
"2021-08-01 22:44:50.373+00",34198
"2021-08-01 22:45:00.373+00",34258
"2021-08-01 22:45:10.373+00",34369
"2021-08-01 22:45:20.373+00",34534
"2021-08-01 22:45:30.383+00",34665
"2021-08-01 22:45:40.373+00",34726
"2021-08-01 22:45:50.373+00",34841
"2021-08-01 22:46:00.373+00",35006
"2021-08-01 22:46:10.373+00",35136
"2021-08-01 22:46:20.38+00",35196
"2021-08-01 22:46:30.373+00",35306
"2021-08-01 22:46:40.373+00",35467
"2021-08-01 22:46:50.373+00",35598
"2021-08-01 22:47:00.373+00",35658
"2021-08-01 22:47:10.377+00",35747
"2021-08-01 22:47:20.373+00",35912
"2021-08-01 22:47:30.373+00",36043
"2021-08-01 22:47:40.373+00",36104
"2021-08-01 22:47:50.373+00",36219
"2021-08-01 22:48:00.373+00",36384
"2021-08-01 22:48:10.373+00",36514
"2021-08-01 22:48:20.373+00",36574
"2021-08-01 22:48:30.373+00",36684
"2021-08-01 22:48:40.373+00",36845
"2021-08-01 22:48:50.373+00",36976
"2021-08-01 22:49:00.373+00",37036
"2021-08-01 22:49:10.373+00",37148
"2021-08-01 22:49:20.373+00",37313
"2021-08-01 22:49:30.373+00",37444
"2021-08-01 22:49:40.373+00",37505
"2021-08-01 22:49:50.373+00",37620
"2021-08-01 22:50:00.373+00",37785
"2021-08-01 22:50:10.379+00",37915
"2021-08-01 22:50:20.373+00",37975
"2021-08-01 22:50:30.373+00",38085
"2021-08-01 22:50:40.373+00",38246
"2021-08-01 22:50:50.373+00",38377
"2021-08-01 22:51:00.373+00",38437
"2021-08-01 22:51:10.373+00",38548
"2021-08-01 22:51:20.377+00",38713
"2021-08-01 22:51:30.373+00",38844
"2021-08-01 22:51:40.373+00",38905
"2021-08-01 22:51:50.381+00",39020
"2021-08-01 22:52:00.373+00",39185
"2021-08-01 22:52:10.382+00",39315
"2021-08-01 22:52:20.373+00",39375
"2021-08-01 22:52:30.382+00",39485
"2021-08-01 22:52:40.373+00",39614
"2021-08-01 22:52:50.373+00",39745
"2021-08-01 22:53:00.381+00",39805
"2021-08-01 22:53:10.373+00",39916
"2021-08-01 22:53:20.373+00",40081
"2021-08-01 22:53:30.373+00",40212
"2021-08-01 22:53:40.373+00",40270
"2021-08-01 22:53:50.383+00",40380
"2021-08-01 22:54:00.373+00",40540
"2021-08-01 22:54:10.373+00",40666
"2021-08-01 22:54:20.373+00",40726
"2021-08-01 22:54:30.373+00",40836
"2021-08-01 22:54:40.373+00",40994
"2021-08-01 22:54:50.382+00",41122
"2021-08-01 22:55:00.381+00",41182
"2021-08-01 22:55:10.373+00",41293
"2021-08-01 22:55:20.381+00",41458
"2021-08-01 22:55:30.382+00",41589
"2021-08-01 22:55:40.373+00",41650
"2021-08-01 22:55:50.373+00",41765
"2021-08-01 22:56:00.373+00",41930
"2021-08-01 22:56:10.373+00",42060
"2021-08-01 22:56:20.373+00",42120
"2021-08-01 22:56:30.373+00",42230
"2021-08-01 22:56:40.373+00",42391
"2021-08-01 22:56:50.373+00",42522
"2021-08-01 22:57:00.373+00",42582
"2021-08-01 22:57:10.375+00",42693
"2021-08-01 22:57:20.373+00",42858
"2021-08-01 22:57:30.373+00",42989
"2021-08-01 22:57:40.373+00",43050
"2021-08-01 22:57:50.392+00",43165
"2021-08-01 22:58:00.376+00",43330
"2021-08-01 22:58:10.386+00",43460
"2021-08-01 22:58:20.373+00",43520
"2021-08-01 22:58:30.373+00",43630
"2021-08-01 22:58:40.381+00",43791
"2021-08-01 22:58:50.373+00",43921
"2021-08-01 22:59:00.373+00",43996
"2021-08-01 22:59:10.373+00",44144
"2021-08-01 22:59:20.373+00",44369
"2021-08-01 22:59:30.373+00",44539
"2021-08-01 22:59:40.373+00",44590
"2021-08-01 22:59:50.373+00",44750
"2021-08-01 23:00:00.373+00",44985
"2021-08-01 23:00:10.38+00",45163
"2021-08-01 23:00:20.377+00",45240
"2021-08-01 23:00:30.373+00",45400
"2021-08-01 23:00:40.373+00",45633
"2021-08-01 23:00:50.373+00",45814
"2021-08-01 23:01:00.373+00",45892
"2021-08-01 23:01:10.373+00",46050
"2021-08-01 23:01:20.373+00",46285
"2021-08-01 23:01:30.373+00",46445
"2021-08-01 23:01:40.373+00",46520
"2021-08-01 23:01:50.373+00",46680
"2021-08-01 23:02:00.373+00",46915
"2021-08-01 23:02:10.373+00",47092
"2021-08-01 23:02:20.373+00",47179
"2021-08-01 23:02:30.373+00",47339
"2021-08-01 23:02:40.373+00",47572
"2021-08-01 23:02:50.373+00",47751
"2021-08-01 23:03:00.373+00",47834
"2021-08-01 23:03:10.373+00",47992
"2021-08-01 23:03:20.373+00",48227
"2021-08-01 23:03:30.373+00",48406
"2021-08-01 23:03:40.373+00",48481
"2021-08-01 23:03:50.373+00",48641
"2021-08-01 23:04:00.373+00",48861
"2021-08-01 23:04:10.373+00",49019
"2021-08-01 23:04:20.377+00",49084
"2021-08-01 23:04:30.373+00",49194
"2021-08-01 23:04:40.373+00",49355
"2021-08-01 23:04:50.373+00",49486
"2021-08-01 23:05:00.373+00",49546
"2021-08-01 23:05:10.392+00",49657
"2021-08-01 23:05:20.381+00",49822
"2021-08-01 23:05:30.373+00",49953
"2021-08-01 23:05:40.373+00",50014
"2021-08-01 23:05:50.373+00",50129
"2021-08-01 23:06:00.373+00",50294
"2021-08-01 23:06:10.373+00",50424
"2021-08-01 23:06:20.373+00",50483
"2021-08-01 23:06:30.373+00",50608
"2021-08-01 23:06:40.373+00",50806
"2021-08-01 23:06:50.373+00",50966
"2021-08-01 23:07:00.373+00",51038
"2021-08-01 23:07:10.373+00",51196
"2021-08-01 23:07:20.373+00",51431
"2021-08-01 23:07:30.373+00",51608
"2021-08-01 23:07:40.381+00",51650
"2021-08-01 23:07:50.373+00",51828
"2021-08-01 23:08:00.373+00",52063
"2021-08-01 23:08:10.373+00",52240
"2021-08-01 23:08:20.373+00",52323
"2021-08-01 23:08:30.373+00",52483
"2021-08-01 23:08:40.373+00",52716
"2021-08-01 23:08:50.373+00",52895
"2021-08-01 23:09:00.375+00",52978
"2021-08-01 23:09:10.373+00",53136
"2021-08-01 23:09:20.373+00",53371
"2021-08-01 23:09:30.373+00",53550
"2021-08-01 23:09:40.373+00",53622
"2021-08-01 23:09:50.373+00",53782
"2021-08-01 23:10:00.373+00",54017
"2021-08-01 23:10:10.376+00",54194
"2021-08-01 23:10:20.382+00",54262
"2021-08-01 23:10:30.373+00",54429
"2021-08-01 23:10:40.373+00",54662
"2021-08-01 23:10:50.373+00",54843
"2021-08-01 23:11:00.373+00",54926
"2021-08-01 23:11:10.382+00",55084
"2021-08-01 23:11:20.376+00",55319
"2021-08-01 23:11:30.373+00",55498
"2021-08-01 23:11:40.373+00",55559
"2021-08-01 23:11:50.373+00",55674
"2021-08-01 23:12:00.382+00",55839
"2021-08-01 23:12:10.378+00",55964
"2021-08-01 23:12:20.373+00",56029
"2021-08-01 23:12:30.373+00",56139
"2021-08-01 23:12:40.373+00",56300
"2021-08-01 23:12:50.383+00",56431
"2021-08-01 23:13:00.373+00",56491
"2021-08-01 23:13:10.377+00",56602
"2021-08-01 23:13:20.382+00",56767
"2021-08-01 23:13:30.381+00",56898
"2021-08-01 23:13:40.373+00",56959
"2021-08-01 23:13:50.373+00",57074
"2021-08-01 23:14:00.373+00",57239
"2021-08-01 23:14:10.373+00",57369
"2021-08-01 23:14:20.373+00",57429
"2021-08-01 23:14:30.373+00",57539
"2021-08-01 23:14:40.373+00",57700
"2021-08-01 23:14:50.373+00",57831
