"time","current_consumer_offset","kafka_partition"
"2021-08-01 22:07:24.576+00",3575894,"4"
"2021-08-01 22:07:24.576+00",3575893,"3"
"2021-08-01 22:07:24.576+00",3575890,"0"
"2021-08-01 22:07:24.576+00",3575892,"1"
"2021-08-01 22:07:24.576+00",3575892,"2"
"2021-08-01 22:07:34.576+00",3591889,"1"
"2021-08-01 22:07:34.576+00",3591889,"3"
"2021-08-01 22:07:34.576+00",3591890,"4"
"2021-08-01 22:07:34.576+00",3591889,"2"
"2021-08-01 22:07:34.576+00",3591887,"0"
"2021-08-01 22:07:44.576+00",3607890,"3"
"2021-08-01 22:07:44.576+00",3607888,"0"
"2021-08-01 22:07:44.576+00",3607890,"1"
"2021-08-01 22:07:44.576+00",3607890,"2"
"2021-08-01 22:07:44.576+00",3607891,"4"
"2021-08-01 22:07:54.576+00",3623889,"3"
"2021-08-01 22:07:54.576+00",3623885,"0"
"2021-08-01 22:07:54.576+00",3623886,"1"
"2021-08-01 22:07:54.576+00",3623886,"2"
"2021-08-01 22:07:54.576+00",3623891,"4"
"2021-08-01 22:08:04.582+00",3640060,"3"
"2021-08-01 22:08:04.582+00",3640061,"4"
"2021-08-01 22:08:04.582+00",3640059,"2"
"2021-08-01 22:08:04.582+00",3640059,"1"
"2021-08-01 22:08:04.582+00",3640058,"0"
"2021-08-01 22:08:14.576+00",3655890,"0"
"2021-08-01 22:08:14.576+00",3655892,"3"
"2021-08-01 22:08:14.576+00",3655893,"4"
"2021-08-01 22:08:14.576+00",3655892,"2"
"2021-08-01 22:08:14.576+00",3655892,"1"
"2021-08-01 22:08:24.576+00",3671888,"0"
"2021-08-01 22:08:24.576+00",3671891,"3"
"2021-08-01 22:08:24.576+00",3671892,"4"
"2021-08-01 22:08:24.576+00",3671890,"2"
"2021-08-01 22:08:24.576+00",3671890,"1"
"2021-08-01 22:08:34.576+00",3687891,"1"
"2021-08-01 22:08:34.576+00",3687889,"0"
"2021-08-01 22:08:34.576+00",3687892,"2"
"2021-08-01 22:08:34.576+00",3687893,"4"
"2021-08-01 22:08:34.576+00",3687892,"3"
"2021-08-01 22:08:44.576+00",3703888,"0"
"2021-08-01 22:08:44.576+00",3703889,"1"
"2021-08-01 22:08:44.576+00",3703890,"2"
"2021-08-01 22:08:44.576+00",3703891,"4"
"2021-08-01 22:08:44.576+00",3703890,"3"
"2021-08-01 22:08:54.576+00",3719890,"1"
"2021-08-01 22:08:54.576+00",3719891,"2"
"2021-08-01 22:08:54.576+00",3719893,"4"
"2021-08-01 22:08:54.576+00",3719889,"0"
"2021-08-01 22:08:54.576+00",3719891,"3"
"2021-08-01 22:09:04.576+00",3735895,"3"
"2021-08-01 22:09:04.576+00",3735896,"4"
"2021-08-01 22:09:04.576+00",3735894,"2"
"2021-08-01 22:09:04.576+00",3735894,"1"
"2021-08-01 22:09:04.576+00",3735893,"0"
"2021-08-01 22:09:14.576+00",3751888,"0"
"2021-08-01 22:09:14.576+00",3751889,"1"
"2021-08-01 22:09:14.576+00",3751890,"2"
"2021-08-01 22:09:14.576+00",3751891,"4"
"2021-08-01 22:09:14.576+00",3751890,"3"
"2021-08-01 22:09:24.576+00",3767892,"0"
"2021-08-01 22:09:24.576+00",3767893,"1"
"2021-08-01 22:09:24.576+00",3767894,"2"
"2021-08-01 22:09:24.576+00",3767895,"4"
"2021-08-01 22:09:24.576+00",3767894,"3"
"2021-08-01 22:09:34.576+00",3783891,"4"
"2021-08-01 22:09:34.576+00",3783888,"0"
"2021-08-01 22:09:34.576+00",3783889,"1"
"2021-08-01 22:09:34.576+00",3783890,"2"
"2021-08-01 22:09:34.576+00",3783890,"3"
"2021-08-01 22:09:44.576+00",3799889,"0"
"2021-08-01 22:09:44.576+00",3799891,"1"
"2021-08-01 22:09:44.576+00",3799891,"2"
"2021-08-01 22:09:44.576+00",3799892,"4"
"2021-08-01 22:09:44.576+00",3799891,"3"
"2021-08-01 22:09:54.576+00",3815887,"0"
"2021-08-01 22:09:54.576+00",3815889,"1"
"2021-08-01 22:09:54.576+00",3815889,"2"
"2021-08-01 22:09:54.576+00",3815891,"4"
"2021-08-01 22:09:54.576+00",3815890,"3"
"2021-08-01 22:10:04.576+00",3831888,"0"
"2021-08-01 22:10:04.576+00",3831890,"1"
"2021-08-01 22:10:04.576+00",3831890,"2"
"2021-08-01 22:10:04.576+00",3831892,"4"
"2021-08-01 22:10:04.576+00",3831891,"3"
"2021-08-01 22:10:14.576+00",3847892,"3"
"2021-08-01 22:10:14.576+00",3847889,"0"
"2021-08-01 22:10:14.576+00",3847891,"1"
"2021-08-01 22:10:14.576+00",3847891,"2"
"2021-08-01 22:10:14.576+00",3847893,"4"
"2021-08-01 22:10:24.576+00",3863890,"1"
"2021-08-01 22:10:24.576+00",3863890,"2"
"2021-08-01 22:10:24.576+00",3863891,"4"
"2021-08-01 22:10:24.576+00",3863890,"3"
"2021-08-01 22:10:24.576+00",3863888,"0"
"2021-08-01 22:10:34.576+00",3879893,"0"
"2021-08-01 22:10:34.576+00",3879895,"1"
"2021-08-01 22:10:34.576+00",3879895,"2"
"2021-08-01 22:10:34.576+00",3879897,"4"
"2021-08-01 22:10:34.576+00",3879896,"3"
"2021-08-01 22:10:44.576+00",3895892,"1"
"2021-08-01 22:10:44.576+00",3895893,"4"
"2021-08-01 22:10:44.576+00",3895892,"2"
"2021-08-01 22:10:44.576+00",3895890,"0"
"2021-08-01 22:10:44.576+00",3895892,"3"
"2021-08-01 22:10:54.576+00",3912008,"0"
"2021-08-01 22:10:54.576+00",3912009,"1"
"2021-08-01 22:10:54.576+00",3912013,"2"
"2021-08-01 22:10:54.576+00",3912024,"4"
"2021-08-01 22:10:54.576+00",3912023,"3"
"2021-08-01 22:11:04.576+00",3927889,"0"
"2021-08-01 22:11:04.576+00",3927890,"1"
"2021-08-01 22:11:04.576+00",3927891,"2"
"2021-08-01 22:11:04.576+00",3927892,"4"
"2021-08-01 22:11:04.576+00",3927891,"3"
"2021-08-01 22:11:14.576+00",3943888,"0"
"2021-08-01 22:11:14.576+00",3943890,"3"
"2021-08-01 22:11:14.576+00",3943891,"4"
"2021-08-01 22:11:14.576+00",3943889,"2"
"2021-08-01 22:11:14.576+00",3943889,"1"
"2021-08-01 22:11:24.576+00",3959889,"1"
"2021-08-01 22:11:24.576+00",3959890,"3"
"2021-08-01 22:11:24.576+00",3959890,"4"
"2021-08-01 22:11:24.576+00",3959889,"2"
"2021-08-01 22:11:24.576+00",3959887,"0"
"2021-08-01 22:11:34.582+00",3976021,"3"
"2021-08-01 22:11:34.582+00",3976017,"0"
"2021-08-01 22:11:34.582+00",3976019,"1"
"2021-08-01 22:11:34.582+00",3976019,"2"
"2021-08-01 22:11:34.582+00",3976022,"4"
"2021-08-01 22:11:44.576+00",3991892,"0"
"2021-08-01 22:11:44.576+00",3991895,"3"
"2021-08-01 22:11:44.576+00",3991895,"4"
"2021-08-01 22:11:44.576+00",3991894,"2"
"2021-08-01 22:11:44.576+00",3991894,"1"
"2021-08-01 22:11:54.582+00",4008018,"3"
"2021-08-01 22:11:54.582+00",4008014,"0"
"2021-08-01 22:11:54.582+00",4008017,"1"
"2021-08-01 22:11:54.582+00",4008017,"2"
"2021-08-01 22:11:54.582+00",4008019,"4"
"2021-08-01 22:12:04.576+00",4023888,"0"
"2021-08-01 22:12:04.576+00",4023890,"3"
"2021-08-01 22:12:04.576+00",4023891,"4"
"2021-08-01 22:12:04.576+00",4023890,"2"
"2021-08-01 22:12:04.576+00",4023889,"1"
"2021-08-01 22:12:14.58+00",4040003,"0"
"2021-08-01 22:12:14.58+00",4040003,"4"
"2021-08-01 22:12:14.58+00",4040003,"2"
"2021-08-01 22:12:14.58+00",4040003,"1"
"2021-08-01 22:12:14.58+00",4040003,"3"
"2021-08-01 22:12:24.576+00",4055888,"0"
"2021-08-01 22:12:24.576+00",4055890,"2"
"2021-08-01 22:12:24.576+00",4055892,"4"
"2021-08-01 22:12:24.576+00",4055890,"3"
"2021-08-01 22:12:24.576+00",4055890,"1"
"2021-08-01 22:12:34.576+00",4071887,"0"
"2021-08-01 22:12:34.576+00",4071889,"1"
"2021-08-01 22:12:34.576+00",4071889,"2"
"2021-08-01 22:12:34.576+00",4071891,"4"
"2021-08-01 22:12:34.576+00",4071890,"3"
"2021-08-01 22:12:44.576+00",4087890,"2"
"2021-08-01 22:12:44.576+00",4087888,"0"
"2021-08-01 22:12:44.576+00",4087889,"1"
"2021-08-01 22:12:44.576+00",4087891,"4"
"2021-08-01 22:12:44.576+00",4087890,"3"
"2021-08-01 22:12:54.576+00",4103891,"3"
"2021-08-01 22:12:54.576+00",4103890,"1"
"2021-08-01 22:12:54.576+00",4103891,"2"
"2021-08-01 22:12:54.576+00",4103892,"4"
"2021-08-01 22:12:54.576+00",4103888,"0"
"2021-08-01 22:13:04.576+00",4119889,"0"
"2021-08-01 22:13:04.576+00",4119891,"3"
"2021-08-01 22:13:04.576+00",4119892,"4"
"2021-08-01 22:13:04.576+00",4119891,"2"
"2021-08-01 22:13:04.576+00",4119890,"1"
"2021-08-01 22:13:14.576+00",4135892,"4"
"2021-08-01 22:13:14.576+00",4135888,"0"
"2021-08-01 22:13:14.576+00",4135890,"1"
"2021-08-01 22:13:14.576+00",4135890,"2"
"2021-08-01 22:13:14.576+00",4135891,"3"
"2021-08-01 22:13:24.576+00",4151892,"1"
"2021-08-01 22:13:24.576+00",4151893,"3"
"2021-08-01 22:13:24.576+00",4151891,"0"
"2021-08-01 22:13:24.576+00",4151894,"4"
"2021-08-01 22:13:24.576+00",4151892,"2"
"2021-08-01 22:13:34.576+00",4167890,"0"
"2021-08-01 22:13:34.576+00",4167892,"1"
"2021-08-01 22:13:34.576+00",4167892,"2"
"2021-08-01 22:13:34.576+00",4167894,"4"
"2021-08-01 22:13:34.576+00",4167893,"3"
"2021-08-01 22:13:44.576+00",4183890,"2"
"2021-08-01 22:13:44.576+00",4183888,"0"
"2021-08-01 22:13:44.576+00",4183890,"3"
"2021-08-01 22:13:44.576+00",4183891,"4"
"2021-08-01 22:13:44.576+00",4183890,"1"
"2021-08-01 22:13:54.576+00",4199888,"0"
"2021-08-01 22:13:54.576+00",4199890,"1"
"2021-08-01 22:13:54.576+00",4199891,"3"
"2021-08-01 22:13:54.576+00",4199892,"4"
"2021-08-01 22:13:54.576+00",4199890,"2"
"2021-08-01 22:14:04.576+00",4215890,"3"
"2021-08-01 22:14:04.576+00",4215888,"0"
"2021-08-01 22:14:04.576+00",4215889,"1"
"2021-08-01 22:14:04.576+00",4215890,"2"
"2021-08-01 22:14:04.576+00",4215891,"4"
"2021-08-01 22:14:14.576+00",4231892,"3"
"2021-08-01 22:14:14.576+00",4231889,"0"
"2021-08-01 22:14:14.576+00",4231891,"1"
"2021-08-01 22:14:14.576+00",4231891,"2"
"2021-08-01 22:14:14.576+00",4231893,"4"
"2021-08-01 22:14:24.576+00",4247892,"0"
"2021-08-01 22:14:24.576+00",4247893,"1"
"2021-08-01 22:14:24.576+00",4247893,"2"
"2021-08-01 22:14:24.576+00",4247895,"4"
"2021-08-01 22:14:24.576+00",4247894,"3"
"2021-08-01 22:14:34.576+00",4263895,"4"
"2021-08-01 22:14:34.576+00",4263893,"2"
"2021-08-01 22:14:34.576+00",4263893,"1"
"2021-08-01 22:14:34.576+00",4263892,"0"
"2021-08-01 22:14:34.576+00",4263894,"3"
"2021-08-01 22:14:44.576+00",4279888,"3"
"2021-08-01 22:14:44.576+00",4279887,"0"
"2021-08-01 22:14:44.576+00",4279888,"1"
"2021-08-01 22:14:44.576+00",4279888,"2"
"2021-08-01 22:14:44.576+00",4279890,"4"
"2021-08-01 22:14:54.576+00",4295889,"0"
"2021-08-01 22:14:54.576+00",4295891,"3"
"2021-08-01 22:14:54.576+00",4295892,"4"
"2021-08-01 22:14:54.576+00",4295890,"2"
"2021-08-01 22:14:54.576+00",4295890,"1"
"2021-08-01 22:15:04.576+00",4311892,"4"
"2021-08-01 22:15:04.576+00",4311888,"0"
"2021-08-01 22:15:04.576+00",4311890,"1"
"2021-08-01 22:15:04.576+00",4311890,"2"
"2021-08-01 22:15:04.576+00",4311891,"3"
"2021-08-01 22:15:14.576+00",4327889,"0"
"2021-08-01 22:15:14.576+00",4327892,"3"
"2021-08-01 22:15:14.576+00",4327892,"4"
"2021-08-01 22:15:14.576+00",4327891,"2"
"2021-08-01 22:15:14.576+00",4327891,"1"
"2021-08-01 22:15:24.576+00",4343890,"1"
"2021-08-01 22:15:24.576+00",4343891,"3"
"2021-08-01 22:15:24.576+00",4343892,"4"
"2021-08-01 22:15:24.576+00",4343891,"2"
"2021-08-01 22:15:24.576+00",4343889,"0"
"2021-08-01 22:15:34.576+00",4359890,"3"
"2021-08-01 22:15:34.576+00",4359888,"0"
"2021-08-01 22:15:34.576+00",4359890,"1"
"2021-08-01 22:15:34.576+00",4359890,"2"
"2021-08-01 22:15:34.576+00",4359892,"4"
"2021-08-01 22:15:44.576+00",4375891,"0"
"2021-08-01 22:15:44.576+00",4375893,"1"
"2021-08-01 22:15:44.576+00",4375893,"2"
"2021-08-01 22:15:44.576+00",4375895,"4"
"2021-08-01 22:15:44.576+00",4375894,"3"
"2021-08-01 22:15:54.576+00",4391891,"3"
"2021-08-01 22:15:54.576+00",4391888,"0"
"2021-08-01 22:15:54.576+00",4391890,"1"
"2021-08-01 22:15:54.576+00",4391890,"2"
"2021-08-01 22:15:54.576+00",4391892,"4"
"2021-08-01 22:16:04.576+00",4407885,"1"
"2021-08-01 22:16:04.576+00",4407886,"3"
"2021-08-01 22:16:04.576+00",4407884,"0"
"2021-08-01 22:16:04.576+00",4407886,"2"
"2021-08-01 22:16:04.576+00",4407888,"4"
"2021-08-01 22:16:14.595+00",4424024,"0"
"2021-08-01 22:16:14.595+00",4424026,"3"
"2021-08-01 22:16:14.595+00",4424027,"4"
"2021-08-01 22:16:14.595+00",4424026,"2"
"2021-08-01 22:16:14.595+00",4424026,"1"
"2021-08-01 22:16:24.576+00",4439890,"2"
"2021-08-01 22:16:24.576+00",4439888,"0"
"2021-08-01 22:16:24.576+00",4439890,"3"
"2021-08-01 22:16:24.576+00",4439891,"4"
"2021-08-01 22:16:24.576+00",4439890,"1"
"2021-08-01 22:16:34.583+00",4456039,"2"
"2021-08-01 22:16:34.583+00",4456037,"0"
"2021-08-01 22:16:34.583+00",4456039,"1"
"2021-08-01 22:16:34.583+00",4456040,"4"
"2021-08-01 22:16:34.583+00",4456040,"3"
"2021-08-01 22:16:44.576+00",4471890,"0"
"2021-08-01 22:16:44.576+00",4471892,"1"
"2021-08-01 22:16:44.576+00",4471892,"2"
"2021-08-01 22:16:44.576+00",4471893,"4"
"2021-08-01 22:16:44.576+00",4471892,"3"
"2021-08-01 22:16:54.576+00",4487890,"0"
"2021-08-01 22:16:54.576+00",4487892,"3"
"2021-08-01 22:16:54.576+00",4487893,"4"
"2021-08-01 22:16:54.576+00",4487892,"2"
"2021-08-01 22:16:54.576+00",4487892,"1"
"2021-08-01 22:17:04.576+00",4504071,"4"
"2021-08-01 22:17:04.576+00",4504070,"3"
"2021-08-01 22:17:04.576+00",4504068,"0"
"2021-08-01 22:17:04.576+00",4504070,"2"
"2021-08-01 22:17:04.576+00",4504070,"1"
"2021-08-01 22:17:14.576+00",4519888,"0"
"2021-08-01 22:17:14.576+00",4519890,"3"
"2021-08-01 22:17:14.576+00",4519891,"4"
"2021-08-01 22:17:14.576+00",4519890,"2"
"2021-08-01 22:17:14.576+00",4519889,"1"
"2021-08-01 22:17:24.583+00",4536029,"0"
"2021-08-01 22:17:24.583+00",4536031,"1"
"2021-08-01 22:17:24.583+00",4536031,"2"
"2021-08-01 22:17:24.583+00",4536032,"4"
"2021-08-01 22:17:24.583+00",4536031,"3"
"2021-08-01 22:17:34.576+00",4551890,"3"
"2021-08-01 22:17:34.576+00",4551888,"0"
"2021-08-01 22:17:34.576+00",4551889,"1"
"2021-08-01 22:17:34.576+00",4551890,"2"
"2021-08-01 22:17:34.576+00",4551891,"4"
"2021-08-01 22:17:44.576+00",4567888,"0"
"2021-08-01 22:17:44.576+00",4567890,"3"
"2021-08-01 22:17:44.576+00",4567889,"2"
"2021-08-01 22:17:44.576+00",4567891,"4"
"2021-08-01 22:17:44.576+00",4567889,"1"
"2021-08-01 22:17:54.576+00",4583891,"2"
"2021-08-01 22:17:54.576+00",4583891,"3"
"2021-08-01 22:17:54.576+00",4583888,"0"
"2021-08-01 22:17:54.576+00",4583890,"1"
"2021-08-01 22:17:54.576+00",4583892,"4"
"2021-08-01 22:18:04.576+00",4599891,"2"
"2021-08-01 22:18:04.576+00",4599890,"1"
"2021-08-01 22:18:04.576+00",4599889,"0"
"2021-08-01 22:18:04.576+00",4599891,"3"
"2021-08-01 22:18:04.576+00",4599892,"4"
"2021-08-01 22:18:14.576+00",4615892,"4"
"2021-08-01 22:18:14.576+00",4615890,"2"
"2021-08-01 22:18:14.576+00",4615890,"1"
"2021-08-01 22:18:14.576+00",4615888,"0"
"2021-08-01 22:18:14.576+00",4615891,"3"
"2021-08-01 22:18:24.576+00",4631890,"1"
"2021-08-01 22:18:24.576+00",4631890,"2"
"2021-08-01 22:18:24.576+00",4631892,"4"
"2021-08-01 22:18:24.576+00",4631891,"3"
"2021-08-01 22:18:24.576+00",4631888,"0"
"2021-08-01 22:18:34.576+00",4647894,"2"
"2021-08-01 22:18:34.576+00",4647896,"4"
"2021-08-01 22:18:34.576+00",4647895,"3"
"2021-08-01 22:18:34.576+00",4647892,"0"
"2021-08-01 22:18:34.576+00",4647894,"1"
"2021-08-01 22:18:44.579+00",4664027,"0"
"2021-08-01 22:18:44.579+00",4664029,"2"
"2021-08-01 22:18:44.579+00",4664030,"4"
"2021-08-01 22:18:44.579+00",4664029,"3"
"2021-08-01 22:18:44.579+00",4664028,"1"
"2021-08-01 22:18:54.576+00",4679889,"0"
"2021-08-01 22:18:54.576+00",4679890,"1"
"2021-08-01 22:18:54.576+00",4679891,"2"
"2021-08-01 22:18:54.576+00",4679892,"4"
"2021-08-01 22:18:54.576+00",4679891,"3"
"2021-08-01 22:19:04.687+00",4696086,"3"
"2021-08-01 22:19:04.687+00",4696084,"0"
"2021-08-01 22:19:04.687+00",4696086,"1"
"2021-08-01 22:19:04.687+00",4696086,"2"
"2021-08-01 22:19:04.687+00",4696088,"4"
"2021-08-01 22:19:14.576+00",4711890,"3"
"2021-08-01 22:19:14.576+00",4711891,"4"
"2021-08-01 22:19:14.576+00",4711890,"2"
"2021-08-01 22:19:14.576+00",4711887,"0"
"2021-08-01 22:19:14.576+00",4711889,"1"
"2021-08-01 22:19:24.576+00",4727893,"3"
"2021-08-01 22:19:24.576+00",4727894,"4"
"2021-08-01 22:19:24.576+00",4727893,"2"
"2021-08-01 22:19:24.576+00",4727893,"1"
"2021-08-01 22:19:24.576+00",4727891,"0"
"2021-08-01 22:19:34.576+00",4743891,"4"
"2021-08-01 22:19:34.576+00",4743887,"0"
"2021-08-01 22:19:34.576+00",4743889,"1"
"2021-08-01 22:19:34.576+00",4743890,"2"
"2021-08-01 22:19:34.576+00",4743890,"3"
"2021-08-01 22:19:44.576+00",4759890,"0"
"2021-08-01 22:19:44.576+00",4759891,"1"
"2021-08-01 22:19:44.576+00",4759891,"2"
"2021-08-01 22:19:44.576+00",4759893,"4"
"2021-08-01 22:19:44.576+00",4759892,"3"
"2021-08-01 22:19:54.576+00",4775891,"3"
"2021-08-01 22:19:54.576+00",4775890,"2"
"2021-08-01 22:19:54.576+00",4775890,"1"
"2021-08-01 22:19:54.576+00",4775889,"0"
"2021-08-01 22:19:54.576+00",4775892,"4"
"2021-08-01 22:20:04.576+00",4791888,"0"
"2021-08-01 22:20:04.576+00",4791891,"3"
"2021-08-01 22:20:04.576+00",4791892,"4"
"2021-08-01 22:20:04.576+00",4791890,"2"
"2021-08-01 22:20:04.576+00",4791890,"1"
"2021-08-01 22:20:14.583+00",4808001,"1"
"2021-08-01 22:20:14.583+00",4808002,"2"
"2021-08-01 22:20:14.583+00",4808003,"4"
"2021-08-01 22:20:14.583+00",4808002,"3"
"2021-08-01 22:20:14.583+00",4808000,"0"
"2021-08-01 22:20:24.576+00",4823891,"1"
"2021-08-01 22:20:24.576+00",4823891,"2"
"2021-08-01 22:20:24.576+00",4823893,"4"
"2021-08-01 22:20:24.576+00",4823889,"0"
"2021-08-01 22:20:24.576+00",4823892,"3"
"2021-08-01 22:20:34.576+00",4839891,"3"
"2021-08-01 22:20:34.576+00",4839888,"0"
"2021-08-01 22:20:34.576+00",4839890,"1"
"2021-08-01 22:20:34.576+00",4839890,"2"
"2021-08-01 22:20:34.576+00",4839892,"4"
"2021-08-01 22:20:44.576+00",4855892,"4"
"2021-08-01 22:20:44.576+00",4855891,"3"
"2021-08-01 22:20:44.576+00",4855890,"1"
"2021-08-01 22:20:44.576+00",4855889,"0"
"2021-08-01 22:20:44.576+00",4855891,"2"
"2021-08-01 22:20:54.576+00",4871892,"4"
"2021-08-01 22:20:54.576+00",4871891,"3"
"2021-08-01 22:20:54.576+00",4871890,"1"
"2021-08-01 22:20:54.576+00",4871889,"0"
"2021-08-01 22:20:54.576+00",4871891,"2"
"2021-08-01 22:21:04.584+00",4888051,"4"
"2021-08-01 22:21:04.584+00",4888047,"0"
"2021-08-01 22:21:04.584+00",4888049,"2"
"2021-08-01 22:21:04.584+00",4888049,"1"
"2021-08-01 22:21:04.584+00",4888050,"3"
"2021-08-01 22:21:14.576+00",4903891,"3"
"2021-08-01 22:21:14.576+00",4903890,"1"
"2021-08-01 22:21:14.576+00",4903891,"2"
"2021-08-01 22:21:14.576+00",4903892,"4"
"2021-08-01 22:21:14.576+00",4903889,"0"
"2021-08-01 22:21:24.576+00",4919890,"0"
"2021-08-01 22:21:24.576+00",4919892,"1"
"2021-08-01 22:21:24.576+00",4919892,"2"
"2021-08-01 22:21:24.576+00",4919894,"4"
"2021-08-01 22:21:24.576+00",4919893,"3"
"2021-08-01 22:21:34.576+00",4935890,"2"
"2021-08-01 22:21:34.576+00",4935888,"0"
"2021-08-01 22:21:34.576+00",4935889,"1"
"2021-08-01 22:21:34.576+00",4935891,"4"
"2021-08-01 22:21:34.576+00",4935890,"3"
"2021-08-01 22:21:44.576+00",4951890,"2"
"2021-08-01 22:21:44.576+00",4951889,"1"
"2021-08-01 22:21:44.576+00",4951887,"0"
"2021-08-01 22:21:44.576+00",4951890,"3"
"2021-08-01 22:21:44.576+00",4951891,"4"
"2021-08-01 22:21:54.576+00",4967890,"0"
"2021-08-01 22:21:54.576+00",4967892,"1"
"2021-08-01 22:21:54.576+00",4967892,"2"
"2021-08-01 22:21:54.576+00",4967893,"4"
"2021-08-01 22:21:54.576+00",4967892,"3"
"2021-08-01 22:22:04.576+00",4983890,"1"
"2021-08-01 22:22:04.576+00",4983890,"2"
"2021-08-01 22:22:04.576+00",4983891,"4"
"2021-08-01 22:22:04.576+00",4983888,"0"
"2021-08-01 22:22:04.576+00",4983890,"3"
"2021-08-01 22:22:14.576+00",4999891,"4"
"2021-08-01 22:22:14.576+00",4999888,"0"
"2021-08-01 22:22:14.576+00",4999890,"1"
"2021-08-01 22:22:14.576+00",4999890,"2"
"2021-08-01 22:22:14.576+00",4999891,"3"
"2021-08-01 22:22:24.576+00",5015890,"2"
"2021-08-01 22:22:24.576+00",5015890,"1"
"2021-08-01 22:22:24.576+00",5015888,"0"
"2021-08-01 22:22:24.576+00",5015892,"4"
"2021-08-01 22:22:24.576+00",5015891,"3"
"2021-08-01 22:22:34.576+00",5031893,"4"
"2021-08-01 22:22:34.576+00",5031892,"3"
"2021-08-01 22:22:34.576+00",5031890,"0"
"2021-08-01 22:22:34.576+00",5031892,"1"
"2021-08-01 22:22:34.576+00",5031892,"2"
"2021-08-01 22:22:44.591+00",5048026,"4"
"2021-08-01 22:22:44.591+00",5048025,"3"
"2021-08-01 22:22:44.591+00",5048023,"0"
"2021-08-01 22:22:44.591+00",5048025,"1"
"2021-08-01 22:22:44.591+00",5048025,"2"
"2021-08-01 22:22:54.576+00",5063889,"3"
