"time","rdd_blocks","executor"
"2021-07-24 22:01:37.565+00",41,"0"
"2021-07-24 22:01:42.573+00",41,"0"
"2021-07-24 22:01:42.573+00",41,"1"
"2021-07-24 22:01:47.565+00",41,"1"
"2021-07-24 22:01:47.565+00",41,"0"
"2021-07-24 22:01:52.565+00",41,"0"
"2021-07-24 22:01:52.565+00",714,"1"
"2021-07-24 22:01:57.565+00",714,"1"
"2021-07-24 22:01:57.565+00",41,"0"
"2021-07-24 22:02:02.565+00",41,"0"
"2021-07-24 22:02:02.565+00",714,"1"
"2021-07-24 22:02:07.565+00",714,"1"
"2021-07-24 22:02:07.565+00",41,"0"
"2021-07-24 22:02:12.565+00",41,"1"
"2021-07-24 22:02:12.565+00",41,"0"
"2021-07-24 22:02:17.565+00",41,"1"
"2021-07-24 22:02:17.565+00",41,"0"
"2021-07-24 22:02:22.565+00",732,"1"
"2021-07-24 22:02:22.565+00",41,"0"
"2021-07-24 22:02:27.565+00",732,"1"
"2021-07-24 22:02:27.565+00",41,"0"
"2021-07-24 22:02:32.565+00",41,"0"
"2021-07-24 22:02:32.565+00",732,"1"
"2021-07-24 22:02:37.565+00",732,"1"
"2021-07-24 22:02:37.565+00",41,"0"
"2021-07-24 22:02:42.565+00",41,"0"
"2021-07-24 22:02:42.565+00",41,"1"
"2021-07-24 22:02:47.565+00",41,"0"
"2021-07-24 22:02:47.565+00",41,"1"
"2021-07-24 22:02:52.565+00",41,"0"
"2021-07-24 22:02:52.565+00",707,"1"
"2021-07-24 22:02:57.565+00",41,"0"
"2021-07-24 22:02:57.565+00",707,"1"
"2021-07-24 22:03:02.565+00",41,"0"
"2021-07-24 22:03:02.565+00",707,"1"
"2021-07-24 22:03:07.568+00",42,"0"
"2021-07-24 22:03:07.568+00",1934,"1"
"2021-07-24 22:03:12.565+00",3536,"1"
"2021-07-24 22:03:12.565+00",43,"0"
"2021-07-24 22:03:17.565+00",5716,"1"
"2021-07-24 22:03:17.565+00",45,"0"
"2021-07-24 22:03:22.565+00",43,"0"
"2021-07-24 22:03:22.565+00",8827,"1"
"2021-07-24 22:03:27.565+00",44,"0"
"2021-07-24 22:03:27.565+00",11545,"1"
"2021-07-24 22:03:32.565+00",11053,"1"
"2021-07-24 22:03:32.565+00",43,"0"
"2021-07-24 22:03:37.565+00",44,"0"
"2021-07-24 22:03:37.565+00",10934,"1"
"2021-07-24 22:03:42.565+00",43,"0"
"2021-07-24 22:03:42.565+00",10686,"1"
"2021-07-24 22:03:47.565+00",10789,"1"
"2021-07-24 22:03:47.565+00",44,"0"
"2021-07-24 22:03:52.565+00",43,"0"
"2021-07-24 22:03:52.565+00",10895,"1"
"2021-07-24 22:03:57.565+00",45,"0"
"2021-07-24 22:03:57.565+00",10894,"1"
"2021-07-24 22:04:02.565+00",43,"0"
"2021-07-24 22:04:02.565+00",10555,"1"
"2021-07-24 22:04:07.565+00",8526,"1"
"2021-07-24 22:04:07.565+00",41,"0"
"2021-07-24 22:04:12.565+00",41,"0"
"2021-07-24 22:04:12.565+00",6152,"1"
"2021-07-24 22:04:17.565+00",3824,"1"
"2021-07-24 22:04:17.565+00",41,"0"
"2021-07-24 22:04:22.565+00",41,"0"
"2021-07-24 22:04:22.565+00",2009,"1"
"2021-07-24 22:04:27.565+00",579,"1"
"2021-07-24 22:04:27.565+00",41,"0"
"2021-07-24 22:04:32.565+00",579,"1"
"2021-07-24 22:04:32.565+00",41,"0"
"2021-07-24 22:04:37.565+00",579,"1"
"2021-07-24 22:04:37.565+00",41,"0"
"2021-07-24 22:04:42.565+00",41,"0"
"2021-07-24 22:04:42.565+00",41,"1"
"2021-07-24 22:04:47.565+00",41,"1"
"2021-07-24 22:04:47.565+00",41,"0"
"2021-07-24 22:04:52.565+00",605,"1"
"2021-07-24 22:04:52.565+00",41,"0"
"2021-07-24 22:04:57.565+00",41,"0"
"2021-07-24 22:04:57.565+00",605,"1"
"2021-07-24 22:05:02.565+00",41,"0"
"2021-07-24 22:05:02.565+00",605,"1"
"2021-07-24 22:05:07.565+00",41,"0"
"2021-07-24 22:05:07.565+00",605,"1"
"2021-07-24 22:05:12.565+00",41,"1"
"2021-07-24 22:05:12.565+00",41,"0"
"2021-07-24 22:05:17.565+00",41,"0"
"2021-07-24 22:05:17.565+00",41,"1"
"2021-07-24 22:05:22.565+00",599,"1"
"2021-07-24 22:05:22.565+00",41,"0"
"2021-07-24 22:05:27.565+00",599,"1"
"2021-07-24 22:05:27.565+00",41,"0"
"2021-07-24 22:05:32.565+00",599,"1"
"2021-07-24 22:05:32.565+00",41,"0"
"2021-07-24 22:05:37.565+00",599,"1"
"2021-07-24 22:05:37.565+00",41,"0"
"2021-07-24 22:05:42.565+00",41,"1"
"2021-07-24 22:05:42.565+00",41,"0"
"2021-07-24 22:05:47.565+00",41,"0"
"2021-07-24 22:05:47.565+00",41,"1"
"2021-07-24 22:05:52.565+00",41,"0"
"2021-07-24 22:05:52.565+00",566,"1"
"2021-07-24 22:05:57.565+00",566,"1"
"2021-07-24 22:05:57.565+00",41,"0"
"2021-07-24 22:06:02.565+00",41,"0"
"2021-07-24 22:06:02.565+00",566,"1"
"2021-07-24 22:06:07.565+00",41,"0"
"2021-07-24 22:06:07.565+00",566,"1"
"2021-07-24 22:06:12.565+00",41,"1"
"2021-07-24 22:06:12.565+00",41,"0"
"2021-07-24 22:06:17.565+00",41,"1"
"2021-07-24 22:06:17.565+00",41,"0"
"2021-07-24 22:06:22.565+00",555,"1"
"2021-07-24 22:06:22.565+00",41,"0"
"2021-07-24 22:06:27.565+00",555,"1"
"2021-07-24 22:06:27.565+00",41,"0"
"2021-07-24 22:06:32.565+00",555,"1"
"2021-07-24 22:06:32.565+00",41,"0"
"2021-07-24 22:06:37.565+00",41,"0"
"2021-07-24 22:06:37.565+00",555,"1"
"2021-07-24 22:06:42.565+00",41,"0"
"2021-07-24 22:06:42.565+00",41,"1"
"2021-07-24 22:06:47.565+00",41,"1"
"2021-07-24 22:06:47.565+00",41,"0"
"2021-07-24 22:06:52.565+00",41,"0"
"2021-07-24 22:06:52.565+00",584,"1"
"2021-07-24 22:06:57.565+00",41,"0"
"2021-07-24 22:06:57.565+00",584,"1"
"2021-07-24 22:07:02.565+00",41,"0"
"2021-07-24 22:07:02.565+00",584,"1"
"2021-07-24 22:07:07.565+00",584,"1"
"2021-07-24 22:07:07.565+00",41,"0"
"2021-07-24 22:07:12.565+00",41,"1"
"2021-07-24 22:07:12.565+00",41,"0"
"2021-07-24 22:07:17.565+00",41,"1"
"2021-07-24 22:07:17.565+00",41,"0"
"2021-07-24 22:07:22.565+00",41,"0"
"2021-07-24 22:07:22.565+00",564,"1"
"2021-07-24 22:07:27.565+00",564,"1"
"2021-07-24 22:07:27.565+00",41,"0"
"2021-07-24 22:07:32.565+00",564,"1"
"2021-07-24 22:07:32.565+00",41,"0"
"2021-07-24 22:07:37.565+00",41,"0"
"2021-07-24 22:07:37.565+00",564,"1"
"2021-07-24 22:07:42.565+00",41,"0"
"2021-07-24 22:07:42.565+00",41,"1"
"2021-07-24 22:07:47.565+00",41,"1"
"2021-07-24 22:07:47.565+00",41,"0"
"2021-07-24 22:07:52.565+00",583,"1"
"2021-07-24 22:07:52.565+00",41,"0"
"2021-07-24 22:07:57.565+00",583,"1"
"2021-07-24 22:07:57.565+00",41,"0"
"2021-07-24 22:08:02.565+00",43,"0"
"2021-07-24 22:08:02.565+00",2017,"1"
"2021-07-24 22:08:07.565+00",43,"0"
"2021-07-24 22:08:07.565+00",4540,"1"
"2021-07-24 22:08:12.565+00",5920,"1"
"2021-07-24 22:08:12.565+00",43,"0"
"2021-07-24 22:08:17.565+00",8357,"1"
"2021-07-24 22:08:17.565+00",42,"0"
"2021-07-24 22:08:22.565+00",9423,"1"
"2021-07-24 22:08:22.565+00",43,"0"
"2021-07-24 22:08:27.565+00",9664,"1"
"2021-07-24 22:08:27.565+00",44,"0"
"2021-07-24 22:08:32.565+00",9479,"1"
"2021-07-24 22:08:32.565+00",43,"0"
"2021-07-24 22:08:37.565+00",42,"0"
"2021-07-24 22:08:37.565+00",9068,"1"
"2021-07-24 22:08:42.565+00",9528,"1"
"2021-07-24 22:08:42.565+00",43,"0"
"2021-07-24 22:08:47.565+00",43,"0"
"2021-07-24 22:08:47.565+00",9314,"1"
"2021-07-24 22:08:52.565+00",9542,"1"
"2021-07-24 22:08:52.565+00",43,"0"
"2021-07-24 22:08:57.565+00",9439,"1"
"2021-07-24 22:08:57.565+00",43,"0"
"2021-07-24 22:09:02.565+00",43,"0"
"2021-07-24 22:09:02.565+00",9485,"1"
"2021-07-24 22:09:07.565+00",9230,"1"
"2021-07-24 22:09:07.565+00",43,"0"
"2021-07-24 22:09:12.565+00",43,"0"
"2021-07-24 22:09:12.565+00",9401,"1"
"2021-07-24 22:09:17.565+00",9167,"1"
"2021-07-24 22:09:17.565+00",43,"0"
"2021-07-24 22:09:22.565+00",9468,"1"
"2021-07-24 22:09:22.565+00",43,"0"
"2021-07-24 22:09:27.565+00",46,"0"
"2021-07-24 22:09:27.565+00",9442,"1"
"2021-07-24 22:09:32.565+00",43,"0"
"2021-07-24 22:09:32.565+00",7025,"1"
"2021-07-24 22:09:37.565+00",42,"0"
"2021-07-24 22:09:37.565+00",4630,"1"
"2021-07-24 22:09:42.565+00",43,"0"
"2021-07-24 22:09:42.565+00",4239,"1"
"2021-07-24 22:09:47.565+00",3830,"1"
"2021-07-24 22:09:47.565+00",42,"0"
"2021-07-24 22:09:52.565+00",43,"0"
"2021-07-24 22:09:52.565+00",5343,"1"
"2021-07-24 22:09:57.565+00",42,"0"
"2021-07-24 22:09:57.565+00",7245,"1"
"2021-07-24 22:10:02.565+00",8221,"1"
"2021-07-24 22:10:02.565+00",43,"0"
"2021-07-24 22:10:07.565+00",9470,"1"
"2021-07-24 22:10:07.565+00",42,"0"
"2021-07-24 22:10:12.565+00",9336,"1"
"2021-07-24 22:10:12.565+00",43,"0"
"2021-07-24 22:10:17.565+00",44,"0"
"2021-07-24 22:10:17.565+00",8866,"1"
"2021-07-24 22:10:22.565+00",9038,"1"
"2021-07-24 22:10:22.565+00",43,"0"
"2021-07-24 22:10:27.565+00",42,"0"
"2021-07-24 22:10:27.565+00",8796,"1"
"2021-07-24 22:10:32.565+00",9068,"1"
"2021-07-24 22:10:32.565+00",43,"0"
"2021-07-24 22:10:37.565+00",43,"0"
"2021-07-24 22:10:37.565+00",8712,"1"
"2021-07-24 22:10:42.565+00",9038,"1"
"2021-07-24 22:10:42.565+00",43,"0"
"2021-07-24 22:10:47.565+00",44,"0"
"2021-07-24 22:10:47.565+00",8740,"1"
"2021-07-24 22:10:52.565+00",9065,"1"
"2021-07-24 22:10:52.565+00",43,"0"
"2021-07-24 22:10:57.565+00",43,"0"
"2021-07-24 22:10:57.565+00",8764,"1"
"2021-07-24 22:11:02.565+00",9163,"1"
"2021-07-24 22:11:02.565+00",43,"0"
"2021-07-24 22:11:07.565+00",42,"0"
