"time","bytesoutpersec_oneminuterate"
"2021-07-25 02:06:32.399+00",253781.5446871295
"2021-07-25 02:07:32.399+00",253858.96517713493
"2021-07-25 02:08:32.399+00",253767.2531258238
"2021-07-25 02:09:32.399+00",253377.37261855596
"2021-07-25 02:10:32.399+00",254291.52979074934
"2021-07-25 02:11:32.399+00",253715.81183380602
"2021-07-25 02:12:32.399+00",254228.1463248373
"2021-07-25 02:13:32.399+00",253892.9173288235
"2021-07-25 02:14:32.399+00",253590.75321884238
"2021-07-25 02:15:32.399+00",253720.19252692146
"2021-07-25 02:16:32.399+00",253567.24295646176
"2021-07-25 02:17:32.399+00",253698.4210577863
"2021-07-25 02:18:32.399+00",253502.54126723818
"2021-07-25 02:19:32.399+00",253373.28608012112
"2021-07-25 02:20:32.399+00",253367.7614803986
"2021-07-25 02:21:32.399+00",253579.63855615412
"2021-07-25 02:22:32.399+00",253732.2363347602
"2021-07-25 02:23:32.399+00",253725.34183586104
"2021-07-25 02:24:32.399+00",253794.77638390596
"2021-07-25 02:25:32.399+00",253752.0780621763
"2021-07-25 02:26:32.399+00",253739.3917768426
"2021-07-25 02:27:32.399+00",253707.53619086693
"2021-07-25 02:28:32.399+00",253643.5410722652
"2021-07-25 02:29:32.399+00",253888.71713305364
"2021-07-25 02:30:32.399+00",254709.21887269008
"2021-07-25 02:31:32.399+00",255064.4024819358
"2021-07-25 02:32:32.399+00",116181.06983871936
"2021-07-25 02:33:32.399+00",42740.62704696841
"2021-07-25 02:34:32.399+00",15723.397993355778
"2021-07-25 02:35:32.399+00",5784.314867111906
"2021-07-25 02:36:32.399+00",2127.9305208727956
"2021-07-25 02:37:32.399+00",782.8218908703408
"2021-07-25 02:38:32.399+00",287.9840797501529
"2021-07-25 02:39:32.399+00",105.94342232475839
"2021-07-25 02:40:32.399+00",38.97440700062224
"2021-07-25 02:41:32.399+00",14.337883067377268
"2021-07-25 02:42:32.399+00",5.2746124104082375
"2021-07-25 02:43:32.399+00",1.9404214659369383
"2021-07-25 02:44:32.399+00",83215.68371180416
"2021-07-25 02:45:32.399+00",98147.93421201993
"2021-07-25 02:46:32.399+00",36106.6071900494
"2021-07-25 02:47:32.399+00",13282.878475672162
"2021-07-25 02:48:32.399+00",91191.04966149872
"2021-07-25 02:49:32.399+00",107107.24291818304
"2021-07-25 02:50:32.399+00",39402.55267015513
"2021-07-25 02:51:32.399+00",14495.389057024997
"2021-07-25 02:52:32.399+00",5332.555625861
"2021-07-25 02:53:32.399+00",1961.7375836573767
"2021-07-25 02:54:32.399+00",721.682926000892
"2021-07-25 02:55:32.399+00",265.4923115201796
"2021-07-25 02:56:32.399+00",97.6691631973582
"2021-07-25 02:57:32.399+00",35.930477176726555
"2021-07-25 02:58:32.399+00",13.218083864797435
"2021-07-25 02:59:32.399+00",154375.18939075168
"2021-07-25 03:00:32.399+00",61689.23112154462
"2021-07-25 03:01:32.399+00",22694.199871289795
"2021-07-25 03:02:32.399+00",8348.729566483113
"2021-07-25 03:03:32.399+00",165865.73329912283
"2021-07-25 03:04:32.399+00",221318.3461799861
"2021-07-25 03:05:32.399+00",241861.87684982928
"2021-07-25 03:06:32.399+00",249327.5658954501
"2021-07-25 03:07:32.399+00",244113.54942678343
"2021-07-25 03:08:32.399+00",89804.3561455024
"2021-07-25 03:09:32.399+00",33037.17635356863
"2021-07-25 03:10:32.399+00",12153.697974833227
"2021-07-25 03:11:32.399+00",4471.095619148141
"2021-07-25 03:12:32.399+00",1644.824157796303
"2021-07-25 03:13:32.399+00",605.0969919953925
"2021-07-25 03:14:32.399+00",222.60274326978575
"2021-07-25 03:15:32.399+00",81.89097279731888
"2021-07-25 03:16:32.399+00",30.126005309663473
"2021-07-25 03:17:32.399+00",11.082737998046907
"2021-07-25 03:18:32.399+00",4.0771114613710076
"2021-07-25 03:19:32.399+00",1.4998854860028492
"2021-07-25 03:20:32.399+00",0.5517770344118857
"2021-07-25 03:21:32.399+00",159060.54474749183
"2021-07-25 03:22:32.399+00",218922.8171559699
"2021-07-25 03:23:32.399+00",240962.27420331078
"2021-07-25 03:24:32.399+00",249060.6788956612
"2021-07-25 03:25:32.399+00",251976.42306431924
"2021-07-25 03:26:32.399+00",92696.94570528076
"2021-07-25 03:27:32.399+00",34101.300584358236
"2021-07-25 03:28:32.399+00",136765.1762813477
"2021-07-25 03:29:32.399+00",210844.38895789828
"2021-07-25 03:30:32.399+00",238933.12892505273
"2021-07-25 03:31:32.399+00",249246.36441882368
"2021-07-25 03:32:32.399+00",253138.39428471195
"2021-07-25 03:33:32.399+00",128169.21489687815
"2021-07-25 03:34:32.399+00",47150.81915164606
"2021-07-25 03:35:32.399+00",17345.8170002833
"2021-07-25 03:36:32.399+00",6381.1694647263275
"2021-07-25 03:37:32.399+00",2347.5010567037943
"2021-07-25 03:38:32.399+00",863.5973768895624
"2021-07-25 03:39:32.399+00",317.69972040725594
"2021-07-25 03:40:32.399+00",164960.83338420352
"2021-07-25 03:41:32.399+00",222107.35565741645
"2021-07-25 03:42:32.399+00",242974.8980261942
"2021-07-25 03:43:32.399+00",250689.35474677227
"2021-07-25 03:44:32.399+00",245170.62400579854
"2021-07-25 03:45:32.399+00",90193.23215090702
"2021-07-25 03:46:32.399+00",33180.23584112185
"2021-07-25 03:47:32.399+00",12206.326619168576
"2021-07-25 03:48:32.399+00",4490.456615415839
"2021-07-25 03:49:32.399+00",1651.9466702837863
"2021-07-25 03:50:32.399+00",607.7172179090245
"2021-07-25 03:51:32.399+00",223.56667051463572
"2021-07-25 03:52:32.399+00",82.2455818134842
"2021-07-25 03:53:32.399+00",30.25645867636472
"2021-07-25 03:54:32.399+00",11.130729109687895
"2021-07-25 03:55:32.399+00",4.094766404702691
"2021-07-25 03:56:32.399+00",1.5063803766896227
"2021-07-25 03:57:32.399+00",0.5541663711682056
"2021-07-25 03:58:32.399+00",370514.1715285496
"2021-07-25 03:59:32.399+00",559597.8752212145
"2021-07-25 04:00:32.399+00",628344.7144655772
"2021-07-25 04:01:32.399+00",649474.6248897378
"2021-07-25 04:02:32.399+00",655926.2567944726
"2021-07-25 04:03:32.399+00",673524.2762854318
"2021-07-25 04:04:32.399+00",671952.8988257495
"2021-07-25 04:05:32.399+00",679295.4172287011
"2021-07-25 04:06:32.399+00",684986.2425266567
"2021-07-25 04:07:32.399+00",687079.780157073
"2021-07-25 04:08:32.399+00",672874.3271004924
"2021-07-25 04:09:32.399+00",674935.7329542934
"2021-07-25 04:10:32.399+00",677059.4568274709
"2021-07-25 04:11:32.399+00",679656.8834565652
"2021-07-25 04:12:32.399+00",683090.1992792661
"2021-07-25 04:13:32.399+00",685693.9329715235
"2021-07-25 04:14:32.399+00",671707.0907163962
"2021-07-25 04:15:32.399+00",438336.4351166966
"2021-07-25 04:16:32.399+00",161254.9627958126
"2021-07-25 04:17:32.399+00",197354.03228244453
"2021-07-25 04:18:32.399+00",504444.93969895144
"2021-07-25 04:19:32.399+00",243391.93315422896
"2021-07-25 04:20:32.399+00",89538.88835441486
"2021-07-25 04:21:32.399+00",32939.51621093432
"2021-07-25 04:22:32.399+00",12117.77081613619
"2021-07-25 04:23:32.399+00",4457.878756083795
"2021-07-25 04:24:32.399+00",1639.9619455981526
"2021-07-25 04:25:32.399+00",603.30828408908
"2021-07-25 04:26:32.399+00",221.94471440479268
"2021-07-25 04:27:32.399+00",81.64889750619054
"2021-07-25 04:28:32.399+00",30.036950786841764
"2021-07-25 04:29:32.399+00",11.049976669957468
"2021-07-25 04:30:32.399+00",4.065059242301429
"2021-07-25 04:31:32.399+00",168838.2239729967
"2021-07-25 04:32:32.399+00",62112.111483564884
"2021-07-25 04:33:32.399+00",22849.76886255218
"2021-07-25 04:34:32.399+00",227546.39345271225
"2021-07-25 04:35:32.399+00",343297.56056839664
"2021-07-25 04:36:32.399+00",458032.4330314394
"2021-07-25 04:37:32.399+00",499552.7019407576
"2021-07-25 04:38:32.399+00",531595.0568415341
"2021-07-25 04:39:32.399+00",269221.0948057592
"2021-07-25 04:40:32.399+00",99040.90590870666
"2021-07-25 04:41:32.399+00",36435.113118808425
"2021-07-25 04:42:32.399+00",13403.729053165542
"2021-07-25 04:43:32.399+00",4930.956353691968
"2021-07-25 04:44:32.399+00",1813.9974678369751
"2021-07-25 04:45:32.399+00",667.3323747542782
"2021-07-25 04:46:32.399+00",245.49786110021557
"2021-07-25 04:47:32.399+00",90.31361595033171
"2021-07-25 04:48:32.399+00",33.22452256598031
"2021-07-25 04:49:32.399+00",12.222618794760816
"2021-07-25 04:50:32.399+00",136646.1092032263
"2021-07-25 04:51:32.399+00",50269.294291934806
"2021-07-25 04:52:32.399+00",18493.039892199762
"2021-07-25 04:53:32.399+00",6803.209181103642
"2021-07-25 04:54:32.399+00",2502.760791716835
"2021-07-25 04:55:32.399+00",218720.4601080653
"2021-07-25 04:56:32.399+00",520050.81153318676
"2021-07-25 04:57:32.399+00",646537.0870295116
"2021-07-25 04:58:32.399+00",279823.52117966814
"2021-07-25 04:59:32.399+00",102941.32059820161
"2021-07-25 05:00:32.399+00",37869.9954951167
"2021-07-25 05:01:32.399+00",13931.592779908577
"2021-07-25 05:02:32.399+00",5125.146566500872
"2021-07-25 05:03:32.399+00",1885.4360548060781
"2021-07-25 05:04:32.399+00",6953.799309338835
"2021-07-25 05:05:32.399+00",2558.159803937934
"2021-07-25 05:06:32.399+00",941.0943990999341
"2021-07-25 05:07:32.399+00",346.2092816304583
"2021-07-25 05:08:32.399+00",127.3632770545796
"2021-07-25 05:09:32.399+00",46.854331188602345
"2021-07-25 05:10:32.399+00",4836555.980833062
"2021-07-25 05:11:32.399+00",2197589.033892377
"2021-07-25 05:12:32.399+00",1124485.1973441686
"2021-07-25 05:13:32.399+00",413674.986004532
"2021-07-25 05:14:32.399+00",152182.52267795155
"2021-07-25 05:15:32.399+00",55984.82139882519
"2021-07-25 05:16:32.399+00",20595.66481028283
"2021-07-25 05:17:32.399+00",7576.7216609611905
"2021-07-25 05:18:32.399+00",2787.3201305459665
"2021-07-25 05:19:32.399+00",1025.3977719911625
"2021-07-25 05:20:32.399+00",377.22275933855116
"2021-07-25 05:21:32.399+00",138.77249790261575
"2021-07-25 05:22:32.399+00",51.05154897837946
"2021-07-25 05:23:32.399+00",18.780815309102763
"2021-07-25 05:24:32.399+00",6.909075840656796
"2021-07-25 05:25:32.399+00",2.541706959271936
"2021-07-25 05:26:32.399+00",0.9350417357985261
"2021-07-25 05:27:32.399+00",0.3439826312375373
"2021-07-25 05:28:32.399+00",0.1265441381523476
"2021-07-25 05:29:32.399+00",0.04655298682700746
"2021-07-25 05:30:32.399+00",217799.76299250952
"2021-07-25 05:31:32.399+00",511676.6553260856
"2021-07-25 05:32:32.399+00",633215.4931256372
"2021-07-25 05:33:32.399+00",661792.52715768
"2021-07-25 05:34:32.399+00",681717.1049410357
"2021-07-25 05:35:32.399+00",703796.1460903373
"2021-07-25 05:36:32.399+00",698760.788809955
"2021-07-25 05:37:32.399+00",697608.4238855805
"2021-07-25 05:38:32.399+00",710526.0712204067
"2021-07-25 05:39:32.399+00",704616.5852288166
"2021-07-25 05:40:32.399+00",698802.0065099781
"2021-07-25 05:41:32.399+00",710965.1657292619
"2021-07-25 05:42:32.399+00",703964.9510666342
"2021-07-25 05:43:32.399+00",701389.7160084666
"2021-07-25 05:44:32.399+00",519097.6060929107
"2021-07-25 05:45:32.399+00",456243.3874865084
"2021-07-25 05:46:32.399+00",611071.2136372154
"2021-07-25 05:47:32.399+00",663640.4368037855
"2021-07-25 05:48:32.399+00",695117.0922764643
"2021-07-25 05:49:32.399+00",709609.5615402722
"2021-07-25 05:50:32.399+00",704690.2526671144
"2021-07-25 05:51:32.399+00",715597.0088231402
"2021-07-25 05:52:32.399+00",706482.0789203254
"2021-07-25 05:53:32.399+00",700448.9277765062
"2021-07-25 05:54:32.399+00",702428.9059459126
"2021-07-25 05:55:32.399+00",701828.0058002331
"2021-07-25 05:56:32.399+00",701827.5782900244
"2021-07-25 05:57:32.399+00",714543.8897730404
"2021-07-25 05:58:32.399+00",707138.7864587874
"2021-07-25 05:59:32.399+00",521845.8667962758
"2021-07-25 06:00:32.399+00",456957.85709831835
"2021-07-25 06:01:32.399+00",607693.4520041001
"2021-07-25 06:02:32.399+00",676564.3660144287
"2021-07-25 06:03:32.399+00",691309.6040916905
"2021-07-25 06:04:32.399+00",709343.7322856627
"2021-07-25 06:05:32.399+00",703368.4590375061
"2021-07-25 06:06:32.399+00",712645.0697332249
"2021-07-25 06:07:32.399+00",719156.7183588877
"2021-07-25 06:08:32.399+00",721552.2200164014
"2021-07-25 06:09:32.399+00",706626.2187401513
"2021-07-25 06:10:32.399+00",713843.5325521048
"2021-07-25 06:11:32.399+00",702829.7066138336
"2021-07-25 06:12:32.399+00",705482.5861322059
"2021-07-25 06:13:32.399+00",709465.8304027161
"2021-07-25 06:14:32.399+00",533418.7022511495
"2021-07-25 06:15:32.399+00",462555.95272426354
"2021-07-25 06:16:32.399+00",614437.6049953387
"2021-07-25 06:17:32.399+00",663161.3352681646
"2021-07-25 06:18:32.399+00",693896.7122851762
"2021-07-25 06:19:32.399+00",710878.136538272
