"time","completed_tasks","executor"
"2021-07-24 21:49:57.565+00",19783,"1"
"2021-07-24 21:50:02.565+00",1453,"0"
"2021-07-24 21:50:02.565+00",19795,"1"
"2021-07-24 21:50:07.565+00",1463,"0"
"2021-07-24 21:50:07.565+00",19805,"1"
"2021-07-24 21:50:12.565+00",1475,"0"
"2021-07-24 21:50:12.565+00",19817,"1"
"2021-07-24 21:50:17.565+00",1485,"0"
"2021-07-24 21:50:17.565+00",19827,"1"
"2021-07-24 21:50:22.565+00",1500,"0"
"2021-07-24 21:50:22.565+00",20527,"1"
"2021-07-24 21:50:27.565+00",20535,"1"
"2021-07-24 21:50:27.565+00",1508,"0"
"2021-07-24 21:50:32.565+00",20549,"1"
"2021-07-24 21:50:32.565+00",1522,"0"
"2021-07-24 21:50:37.565+00",1530,"0"
"2021-07-24 21:50:37.565+00",20557,"1"
"2021-07-24 21:50:42.565+00",1544,"0"
"2021-07-24 21:50:42.565+00",20571,"1"
"2021-07-24 21:50:47.565+00",20579,"1"
"2021-07-24 21:50:47.565+00",1552,"0"
"2021-07-24 21:50:52.565+00",21275,"1"
"2021-07-24 21:50:52.565+00",1569,"0"
"2021-07-24 21:50:57.565+00",1579,"0"
"2021-07-24 21:50:57.565+00",21285,"1"
"2021-07-24 21:51:02.565+00",21297,"1"
"2021-07-24 21:51:02.565+00",1591,"0"
"2021-07-24 21:51:07.565+00",1601,"0"
"2021-07-24 21:51:07.565+00",21307,"1"
"2021-07-24 21:51:12.565+00",21319,"1"
"2021-07-24 21:51:12.565+00",1613,"0"
"2021-07-24 21:51:17.565+00",21327,"1"
"2021-07-24 21:51:17.565+00",1621,"0"
"2021-07-24 21:51:22.565+00",21975,"1"
"2021-07-24 21:51:22.565+00",1638,"0"
"2021-07-24 21:51:27.581+00",21983,"1"
"2021-07-24 21:51:27.581+00",1646,"0"
"2021-07-24 21:51:32.565+00",1660,"0"
"2021-07-24 21:51:32.565+00",21997,"1"
"2021-07-24 21:51:37.565+00",22005,"1"
"2021-07-24 21:51:37.565+00",1668,"0"
"2021-07-24 21:51:42.565+00",22019,"1"
"2021-07-24 21:51:42.565+00",1682,"0"
"2021-07-24 21:51:47.565+00",1690,"0"
"2021-07-24 21:51:47.565+00",22027,"1"
"2021-07-24 21:51:52.565+00",22716,"1"
"2021-07-24 21:51:52.565+00",1707,"0"
"2021-07-24 21:51:57.565+00",22724,"1"
"2021-07-24 21:51:57.565+00",1715,"0"
"2021-07-24 21:52:02.565+00",22738,"1"
"2021-07-24 21:52:02.565+00",1729,"0"
"2021-07-24 21:52:07.565+00",1737,"0"
"2021-07-24 21:52:07.565+00",22746,"1"
"2021-07-24 21:52:12.565+00",22760,"1"
"2021-07-24 21:52:12.565+00",1751,"0"
"2021-07-24 21:52:17.565+00",22768,"1"
"2021-07-24 21:52:17.565+00",1759,"0"
"2021-07-24 21:52:22.565+00",1776,"0"
"2021-07-24 21:52:22.565+00",23463,"1"
"2021-07-24 21:52:27.565+00",1786,"0"
"2021-07-24 21:52:27.565+00",23473,"1"
"2021-07-24 21:52:32.565+00",1798,"0"
"2021-07-24 21:52:32.565+00",23485,"1"
"2021-07-24 21:52:37.565+00",1808,"0"
"2021-07-24 21:52:37.565+00",23495,"1"
"2021-07-24 21:52:42.565+00",23507,"1"
"2021-07-24 21:52:42.565+00",1820,"0"
"2021-07-24 21:52:47.565+00",23515,"1"
"2021-07-24 21:52:47.565+00",1828,"0"
"2021-07-24 21:52:52.565+00",1845,"0"
"2021-07-24 21:52:52.565+00",24172,"1"
"2021-07-24 21:52:57.565+00",24180,"1"
"2021-07-24 21:52:57.565+00",1853,"0"
"2021-07-24 21:53:02.565+00",1867,"0"
"2021-07-24 21:53:02.565+00",24194,"1"
"2021-07-24 21:53:07.565+00",24202,"1"
"2021-07-24 21:53:07.565+00",1875,"0"
"2021-07-24 21:53:12.565+00",1889,"0"
"2021-07-24 21:53:12.565+00",24216,"1"
"2021-07-24 21:53:17.565+00",24224,"1"
"2021-07-24 21:53:17.565+00",1897,"0"
"2021-07-24 21:53:22.565+00",1914,"0"
"2021-07-24 21:53:22.565+00",24871,"1"
"2021-07-24 21:53:27.565+00",1922,"0"
"2021-07-24 21:53:27.565+00",24879,"1"
"2021-07-24 21:53:32.565+00",1936,"0"
"2021-07-24 21:53:32.565+00",24893,"1"
"2021-07-24 21:53:37.565+00",24901,"1"
"2021-07-24 21:53:37.565+00",1944,"0"
"2021-07-24 21:53:42.565+00",24915,"1"
"2021-07-24 21:53:42.565+00",1958,"0"
"2021-07-24 21:53:47.565+00",1966,"0"
"2021-07-24 21:53:47.565+00",24923,"1"
"2021-07-24 21:53:52.565+00",1983,"0"
"2021-07-24 21:53:52.565+00",25627,"1"
"2021-07-24 21:53:57.565+00",1993,"0"
"2021-07-24 21:53:57.565+00",25637,"1"
"2021-07-24 21:54:02.565+00",25649,"1"
"2021-07-24 21:54:02.565+00",2005,"0"
"2021-07-24 21:54:07.565+00",2015,"0"
"2021-07-24 21:54:07.565+00",25659,"1"
"2021-07-24 21:54:12.565+00",25671,"1"
"2021-07-24 21:54:12.565+00",2027,"0"
"2021-07-24 21:54:17.565+00",2037,"0"
"2021-07-24 21:54:17.565+00",25681,"1"
"2021-07-24 21:54:22.565+00",26391,"1"
"2021-07-24 21:54:22.565+00",2052,"0"
"2021-07-24 21:54:27.565+00",26399,"1"
"2021-07-24 21:54:27.565+00",2060,"0"
"2021-07-24 21:54:32.565+00",2074,"0"
"2021-07-24 21:54:32.565+00",26413,"1"
"2021-07-24 21:54:37.565+00",26421,"1"
"2021-07-24 21:54:37.565+00",2082,"0"
"2021-07-24 21:54:42.565+00",26435,"1"
"2021-07-24 21:54:42.565+00",2096,"0"
"2021-07-24 21:54:47.565+00",2104,"0"
"2021-07-24 21:54:47.565+00",26443,"1"
"2021-07-24 21:54:52.565+00",2121,"0"
"2021-07-24 21:54:52.565+00",27149,"1"
"2021-07-24 21:54:57.565+00",27157,"1"
"2021-07-24 21:54:57.565+00",2129,"0"
"2021-07-24 21:55:02.565+00",2143,"0"
"2021-07-24 21:55:02.565+00",27171,"1"
"2021-07-24 21:55:07.565+00",2151,"0"
"2021-07-24 21:55:07.565+00",27179,"1"
"2021-07-24 21:55:12.565+00",27193,"1"
"2021-07-24 21:55:12.565+00",2165,"0"
"2021-07-24 21:55:17.565+00",27201,"1"
"2021-07-24 21:55:17.565+00",2173,"0"
"2021-07-24 21:55:22.565+00",27905,"1"
"2021-07-24 21:55:22.565+00",2190,"0"
"2021-07-24 21:55:27.565+00",2200,"0"
"2021-07-24 21:55:27.565+00",27915,"1"
"2021-07-24 21:55:32.565+00",2212,"0"
"2021-07-24 21:55:32.565+00",27927,"1"
"2021-07-24 21:55:37.565+00",27935,"1"
"2021-07-24 21:55:37.565+00",2220,"0"
"2021-07-24 21:55:42.565+00",2234,"0"
"2021-07-24 21:55:42.565+00",27949,"1"
"2021-07-24 21:55:47.565+00",27959,"1"
"2021-07-24 21:55:47.565+00",2244,"0"
"2021-07-24 21:55:52.565+00",2259,"0"
"2021-07-24 21:55:52.565+00",28640,"1"
"2021-07-24 21:55:57.565+00",28648,"1"
"2021-07-24 21:55:57.565+00",2267,"0"
"2021-07-24 21:56:02.565+00",28662,"1"
"2021-07-24 21:56:02.565+00",2281,"0"
"2021-07-24 21:56:07.565+00",2289,"0"
"2021-07-24 21:56:07.565+00",28670,"1"
"2021-07-24 21:56:12.565+00",28684,"1"
"2021-07-24 21:56:12.565+00",2303,"0"
"2021-07-24 21:56:17.565+00",2311,"0"
"2021-07-24 21:56:17.565+00",28692,"1"
"2021-07-24 21:56:22.565+00",2328,"0"
"2021-07-24 21:56:22.565+00",29385,"1"
"2021-07-24 21:56:27.565+00",29393,"1"
"2021-07-24 21:56:27.565+00",2336,"0"
"2021-07-24 21:56:32.565+00",29407,"1"
"2021-07-24 21:56:32.565+00",2350,"0"
"2021-07-24 21:56:37.565+00",2358,"0"
"2021-07-24 21:56:37.565+00",29415,"1"
"2021-07-24 21:56:42.565+00",2372,"0"
"2021-07-24 21:56:42.565+00",29429,"1"
"2021-07-24 21:56:47.565+00",29437,"1"
"2021-07-24 21:56:47.565+00",2380,"0"
"2021-07-24 21:56:52.565+00",30134,"1"
"2021-07-24 21:56:52.565+00",2397,"0"
"2021-07-24 21:56:57.565+00",2407,"0"
"2021-07-24 21:56:57.565+00",30144,"1"
"2021-07-24 21:57:02.565+00",2419,"0"
"2021-07-24 21:57:02.565+00",30156,"1"
"2021-07-24 21:57:07.565+00",2429,"0"
"2021-07-24 21:57:07.565+00",30166,"1"
"2021-07-24 21:57:12.565+00",30178,"1"
"2021-07-24 21:57:12.565+00",2441,"0"
"2021-07-24 21:57:17.565+00",2451,"0"
"2021-07-24 21:57:17.565+00",30188,"1"
"2021-07-24 21:57:22.565+00",30878,"1"
"2021-07-24 21:57:22.565+00",2466,"0"
"2021-07-24 21:57:27.565+00",2474,"0"
"2021-07-24 21:57:27.565+00",30886,"1"
"2021-07-24 21:57:32.565+00",2488,"0"
"2021-07-24 21:57:32.565+00",30900,"1"
"2021-07-24 21:57:37.565+00",30908,"1"
"2021-07-24 21:57:37.565+00",2496,"0"
"2021-07-24 21:57:42.565+00",30922,"1"
"2021-07-24 21:57:42.565+00",2510,"0"
"2021-07-24 21:57:47.565+00",2518,"0"
"2021-07-24 21:57:47.565+00",30930,"1"
"2021-07-24 21:57:52.565+00",31605,"1"
"2021-07-24 21:57:52.565+00",2535,"0"
"2021-07-24 21:57:57.565+00",2543,"0"
"2021-07-24 21:57:57.565+00",31613,"1"
"2021-07-24 21:58:02.565+00",31627,"1"
"2021-07-24 21:58:02.565+00",2557,"0"
"2021-07-24 21:58:07.565+00",2569,"0"
"2021-07-24 21:58:07.565+00",32855,"1"
"2021-07-24 21:58:12.565+00",35105,"1"
"2021-07-24 21:58:12.565+00",2582,"0"
"2021-07-24 21:58:17.565+00",2601,"0"
"2021-07-24 21:58:17.565+00",37861,"1"
"2021-07-24 21:58:22.565+00",2616,"0"
"2021-07-24 21:58:22.565+00",38297,"1"
"2021-07-24 21:58:27.565+00",2624,"0"
"2021-07-24 21:58:27.565+00",38305,"1"
"2021-07-24 21:58:32.565+00",2638,"0"
"2021-07-24 21:58:32.565+00",38319,"1"
"2021-07-24 21:58:37.565+00",38329,"1"
"2021-07-24 21:58:37.565+00",2648,"0"
"2021-07-24 21:58:42.565+00",38341,"1"
"2021-07-24 21:58:42.565+00",2660,"0"
"2021-07-24 21:58:47.565+00",38349,"1"
"2021-07-24 21:58:47.565+00",2668,"0"
"2021-07-24 21:58:52.565+00",2685,"0"
"2021-07-24 21:58:52.565+00",39049,"1"
"2021-07-24 21:58:57.565+00",39057,"1"
"2021-07-24 21:58:57.565+00",2693,"0"
"2021-07-24 21:59:02.565+00",39071,"1"
"2021-07-24 21:59:02.565+00",2707,"0"
"2021-07-24 21:59:07.565+00",39079,"1"
"2021-07-24 21:59:07.565+00",2715,"0"
"2021-07-24 21:59:12.565+00",2729,"0"
"2021-07-24 21:59:12.565+00",39093,"1"
"2021-07-24 21:59:17.565+00",2737,"0"
"2021-07-24 21:59:17.565+00",39101,"1"
"2021-07-24 21:59:22.565+00",39793,"1"
"2021-07-24 21:59:22.565+00",2754,"0"
"2021-07-24 21:59:27.565+00",39803,"1"
"2021-07-24 21:59:27.565+00",2764,"0"
"2021-07-24 21:59:32.565+00",2776,"0"
"2021-07-24 21:59:32.565+00",39815,"1"
"2021-07-24 21:59:37.565+00",39823,"1"
"2021-07-24 21:59:37.565+00",2784,"0"
"2021-07-24 21:59:42.565+00",2798,"0"
"2021-07-24 21:59:42.565+00",39837,"1"
"2021-07-24 21:59:47.565+00",2808,"0"
"2021-07-24 21:59:47.565+00",39847,"1"
"2021-07-24 21:59:52.565+00",2823,"0"
"2021-07-24 21:59:52.565+00",40492,"1"
"2021-07-24 21:59:57.565+00",2831,"0"
"2021-07-24 21:59:57.565+00",40500,"1"
"2021-07-24 22:00:02.565+00",40514,"1"
"2021-07-24 22:00:02.565+00",2845,"0"
"2021-07-24 22:00:07.565+00",40522,"1"
"2021-07-24 22:00:07.565+00",2853,"0"
"2021-07-24 22:00:12.565+00",40536,"1"
"2021-07-24 22:00:12.565+00",2867,"0"
"2021-07-24 22:00:17.565+00",2875,"0"
"2021-07-24 22:00:17.565+00",40544,"1"
"2021-07-24 22:00:22.565+00",41213,"1"
"2021-07-24 22:00:22.565+00",2892,"0"
"2021-07-24 22:00:27.565+00",2900,"0"
"2021-07-24 22:00:27.565+00",41221,"1"
"2021-07-24 22:00:32.565+00",2914,"0"
"2021-07-24 22:00:32.565+00",41235,"1"
"2021-07-24 22:00:37.565+00",41243,"1"
"2021-07-24 22:00:37.565+00",2922,"0"
"2021-07-24 22:00:42.565+00",2936,"0"
"2021-07-24 22:00:42.565+00",41257,"1"
"2021-07-24 22:00:47.565+00",41265,"1"
"2021-07-24 22:00:47.565+00",2944,"0"
"2021-07-24 22:00:52.565+00",2961,"0"
"2021-07-24 22:00:52.565+00",41919,"1"
"2021-07-24 22:00:57.565+00",41927,"1"
"2021-07-24 22:00:57.565+00",2969,"0"
"2021-07-24 22:01:02.565+00",43198,"1"
"2021-07-24 22:01:02.565+00",2982,"0"
"2021-07-24 22:01:07.565+00",45463,"1"
"2021-07-24 22:01:07.565+00",2995,"0"
"2021-07-24 22:01:12.565+00",3016,"0"
"2021-07-24 22:01:12.565+00",47753,"1"
"2021-07-24 22:01:17.565+00",3026,"0"
"2021-07-24 22:01:17.565+00",47763,"1"
"2021-07-24 22:01:22.565+00",3041,"0"
"2021-07-24 22:01:22.565+00",48429,"1"
"2021-07-24 22:01:27.565+00",3049,"0"
"2021-07-24 22:01:27.565+00",48437,"1"
"2021-07-24 22:01:32.565+00",3063,"0"
"2021-07-24 22:01:32.565+00",48451,"1"
"2021-07-24 22:01:37.565+00",48459,"1"
"2021-07-24 22:01:37.565+00",3071,"0"
"2021-07-24 22:01:42.573+00",3085,"0"
"2021-07-24 22:01:42.573+00",48473,"1"
"2021-07-24 22:01:47.565+00",48483,"1"
"2021-07-24 22:01:47.565+00",3095,"0"
"2021-07-24 22:01:52.565+00",3110,"0"
"2021-07-24 22:01:52.565+00",49169,"1"
"2021-07-24 22:01:57.565+00",49177,"1"
"2021-07-24 22:01:57.565+00",3118,"0"
"2021-07-24 22:02:02.565+00",3132,"0"
"2021-07-24 22:02:02.565+00",49191,"1"
"2021-07-24 22:02:07.565+00",49199,"1"
"2021-07-24 22:02:07.565+00",3140,"0"
"2021-07-24 22:02:12.565+00",49213,"1"
"2021-07-24 22:02:12.565+00",3154,"0"
"2021-07-24 22:02:17.565+00",49221,"1"
"2021-07-24 22:02:17.565+00",3162,"0"
"2021-07-24 22:02:22.565+00",49927,"1"
"2021-07-24 22:02:22.565+00",3179,"0"
"2021-07-24 22:02:27.565+00",49935,"1"
"2021-07-24 22:02:27.565+00",3187,"0"
"2021-07-24 22:02:32.565+00",3201,"0"
"2021-07-24 22:02:32.565+00",49949,"1"
"2021-07-24 22:02:37.565+00",49959,"1"
"2021-07-24 22:02:37.565+00",3211,"0"
"2021-07-24 22:02:42.565+00",3223,"0"
"2021-07-24 22:02:42.565+00",49971,"1"
"2021-07-24 22:02:47.565+00",3233,"0"
"2021-07-24 22:02:47.565+00",49981,"1"
"2021-07-24 22:02:52.565+00",3248,"0"
"2021-07-24 22:02:52.565+00",50660,"1"
"2021-07-24 22:02:57.565+00",3256,"0"
"2021-07-24 22:02:57.565+00",50668,"1"
"2021-07-24 22:03:02.565+00",3270,"0"
"2021-07-24 22:03:02.565+00",50682,"1"
"2021-07-24 22:03:07.568+00",3282,"0"
"2021-07-24 22:03:07.568+00",51920,"1"
"2021-07-24 22:03:12.565+00",54200,"1"
"2021-07-24 22:03:12.565+00",3295,"0"
"2021-07-24 22:03:17.565+00",56391,"1"
"2021-07-24 22:03:17.565+00",3309,"0"
"2021-07-24 22:03:22.565+00",3329,"0"
"2021-07-24 22:03:22.565+00",59523,"1"
"2021-07-24 22:03:27.565+00",3344,"0"
"2021-07-24 22:03:27.565+00",62253,"1"
"2021-07-24 22:03:32.565+00",64692,"1"
"2021-07-24 22:03:32.565+00",3361,"0"
"2021-07-24 22:03:37.565+00",3376,"0"
"2021-07-24 22:03:37.565+00",67259,"1"
"2021-07-24 22:03:42.565+00",3392,"0"
"2021-07-24 22:03:42.565+00",69843,"1"
"2021-07-24 22:03:47.565+00",72481,"1"
"2021-07-24 22:03:47.565+00",3408,"0"
"2021-07-24 22:03:52.565+00",3426,"0"
"2021-07-24 22:03:52.565+00",75064,"1"
"2021-07-24 22:03:57.565+00",3441,"0"
"2021-07-24 22:03:57.565+00",77603,"1"
"2021-07-24 22:04:02.565+00",3458,"0"
"2021-07-24 22:04:02.565+00",79877,"1"
"2021-07-24 22:04:07.565+00",81824,"1"
"2021-07-24 22:04:07.565+00",3476,"0"
"2021-07-24 22:04:12.565+00",3488,"0"
"2021-07-24 22:04:12.565+00",81836,"1"
"2021-07-24 22:04:17.565+00",81844,"1"
"2021-07-24 22:04:17.565+00",3496,"0"
"2021-07-24 22:04:22.565+00",3513,"0"
"2021-07-24 22:04:22.565+00",82397,"1"
"2021-07-24 22:04:27.565+00",82405,"1"
"2021-07-24 22:04:27.565+00",3521,"0"
"2021-07-24 22:04:32.565+00",82419,"1"
"2021-07-24 22:04:32.565+00",3535,"0"
"2021-07-24 22:04:37.565+00",82427,"1"
"2021-07-24 22:04:37.565+00",3543,"0"
"2021-07-24 22:04:42.565+00",3557,"0"
"2021-07-24 22:04:42.565+00",82441,"1"
"2021-07-24 22:04:47.565+00",82451,"1"
"2021-07-24 22:04:47.565+00",3567,"0"
"2021-07-24 22:04:52.565+00",83028,"1"
"2021-07-24 22:04:52.565+00",3582,"0"
"2021-07-24 22:04:57.565+00",3590,"0"
"2021-07-24 22:04:57.565+00",83036,"1"
"2021-07-24 22:05:02.565+00",3604,"0"
"2021-07-24 22:05:02.565+00",83050,"1"
"2021-07-24 22:05:07.565+00",3612,"0"
"2021-07-24 22:05:07.565+00",83058,"1"
"2021-07-24 22:05:12.565+00",83072,"1"
"2021-07-24 22:05:12.565+00",3626,"0"
"2021-07-24 22:05:17.565+00",3636,"0"
"2021-07-24 22:05:17.565+00",83082,"1"
"2021-07-24 22:05:22.565+00",83653,"1"
"2021-07-24 22:05:22.565+00",3651,"0"
"2021-07-24 22:05:27.565+00",83663,"1"
"2021-07-24 22:05:27.565+00",3661,"0"
"2021-07-24 22:05:32.565+00",83675,"1"
"2021-07-24 22:05:32.565+00",3673,"0"
"2021-07-24 22:05:37.565+00",83683,"1"
"2021-07-24 22:05:37.565+00",3681,"0"
"2021-07-24 22:05:42.565+00",83697,"1"
"2021-07-24 22:05:42.565+00",3695,"0"
"2021-07-24 22:05:47.565+00",3703,"0"
"2021-07-24 22:05:47.565+00",83705,"1"
"2021-07-24 22:05:52.565+00",3720,"0"
"2021-07-24 22:05:52.565+00",84245,"1"
"2021-07-24 22:05:57.565+00",84255,"1"
"2021-07-24 22:05:57.565+00",3730,"0"
"2021-07-24 22:06:02.565+00",3742,"0"
"2021-07-24 22:06:02.565+00",84267,"1"
"2021-07-24 22:06:07.565+00",3750,"0"
"2021-07-24 22:06:07.565+00",84275,"1"
"2021-07-24 22:06:12.565+00",84289,"1"
"2021-07-24 22:06:12.565+00",3764,"0"
"2021-07-24 22:06:17.565+00",84297,"1"
"2021-07-24 22:06:17.565+00",3772,"0"
"2021-07-24 22:06:22.565+00",84826,"1"
"2021-07-24 22:06:22.565+00",3789,"0"
"2021-07-24 22:06:27.565+00",84834,"1"
"2021-07-24 22:06:27.565+00",3797,"0"
"2021-07-24 22:06:32.565+00",84848,"1"
"2021-07-24 22:06:32.565+00",3811,"0"
"2021-07-24 22:06:37.565+00",3819,"0"
"2021-07-24 22:06:37.565+00",84856,"1"
"2021-07-24 22:06:42.565+00",3833,"0"
"2021-07-24 22:06:42.565+00",84870,"1"
"2021-07-24 22:06:47.565+00",84878,"1"
"2021-07-24 22:06:47.565+00",3841,"0"
"2021-07-24 22:06:52.565+00",3858,"0"
"2021-07-24 22:06:52.565+00",85436,"1"
"2021-07-24 22:06:57.565+00",3866,"0"
"2021-07-24 22:06:57.565+00",85444,"1"
"2021-07-24 22:07:02.565+00",3880,"0"
"2021-07-24 22:07:02.565+00",85458,"1"
"2021-07-24 22:07:07.565+00",85466,"1"
"2021-07-24 22:07:07.565+00",3888,"0"
"2021-07-24 22:07:12.565+00",85480,"1"
"2021-07-24 22:07:12.565+00",3902,"0"
"2021-07-24 22:07:17.565+00",85488,"1"
"2021-07-24 22:07:17.565+00",3910,"0"
"2021-07-24 22:07:22.565+00",3927,"0"
"2021-07-24 22:07:22.565+00",86026,"1"
"2021-07-24 22:07:27.565+00",86034,"1"
"2021-07-24 22:07:27.565+00",3935,"0"
"2021-07-24 22:07:32.565+00",86048,"1"
"2021-07-24 22:07:32.565+00",3949,"0"
"2021-07-24 22:07:37.565+00",3957,"0"
"2021-07-24 22:07:37.565+00",86056,"1"
"2021-07-24 22:07:42.565+00",3971,"0"
"2021-07-24 22:07:42.565+00",86070,"1"
"2021-07-24 22:07:47.565+00",86078,"1"
"2021-07-24 22:07:47.565+00",3979,"0"
"2021-07-24 22:07:52.565+00",86635,"1"
"2021-07-24 22:07:52.565+00",3996,"0"
"2021-07-24 22:07:57.565+00",86643,"1"
"2021-07-24 22:07:57.565+00",4004,"0"
"2021-07-24 22:08:02.565+00",4019,"0"
"2021-07-24 22:08:02.565+00",88088,"1"
"2021-07-24 22:08:07.565+00",4036,"0"
"2021-07-24 22:08:07.565+00",90624,"1"
"2021-07-24 22:08:12.565+00",92564,"1"
"2021-07-24 22:08:12.565+00",4052,"0"
"2021-07-24 22:08:17.565+00",95018,"1"
"2021-07-24 22:08:17.565+00",4071,"0"
"2021-07-24 22:08:22.565+00",97075,"1"
"2021-07-24 22:08:22.565+00",4087,"0"
"2021-07-24 22:08:27.565+00",99321,"1"
"2021-07-24 22:08:27.565+00",4102,"0"
"2021-07-24 22:08:32.565+00",101608,"1"
"2021-07-24 22:08:32.565+00",4120,"0"
"2021-07-24 22:08:37.565+00",4139,"0"
"2021-07-24 22:08:37.565+00",104105,"1"
"2021-07-24 22:08:42.565+00",106157,"1"
"2021-07-24 22:08:42.565+00",4153,"0"
"2021-07-24 22:08:47.565+00",4169,"0"
"2021-07-24 22:08:47.565+00",108654,"1"
"2021-07-24 22:08:52.565+00",110705,"1"
"2021-07-24 22:08:52.565+00",4187,"0"
"2021-07-24 22:08:57.565+00",113164,"1"
"2021-07-24 22:08:57.565+00",4203,"0"
"2021-07-24 22:09:02.565+00",4219,"0"
"2021-07-24 22:09:02.565+00",115203,"1"
"2021-07-24 22:09:07.565+00",117553,"1"
"2021-07-24 22:09:07.565+00",4236,"0"
"2021-07-24 22:09:12.565+00",4252,"0"
"2021-07-24 22:09:12.565+00",119682,"1"
"2021-07-24 22:09:17.565+00",122064,"1"
"2021-07-24 22:09:17.565+00",4269,"0"
"2021-07-24 22:09:22.565+00",124250,"1"
"2021-07-24 22:09:22.565+00",4287,"0"
"2021-07-24 22:09:27.565+00",4297,"0"
"2021-07-24 22:09:27.565+00",125187,"1"
"2021-07-24 22:09:32.565+00",4319,"0"
"2021-07-24 22:09:32.565+00",126268,"1"
"2021-07-24 22:09:37.565+00",4337,"0"
"2021-07-24 22:09:37.565+00",127237,"1"
"2021-07-24 22:09:42.565+00",4351,"0"
"2021-07-24 22:09:42.565+00",128061,"1"
"2021-07-24 22:09:47.565+00",129571,"1"
"2021-07-24 22:09:47.565+00",4370,"0"
"2021-07-24 22:09:52.565+00",4386,"0"
"2021-07-24 22:09:52.565+00",131495,"1"
"2021-07-24 22:09:57.565+00",4405,"0"
"2021-07-24 22:09:57.565+00",134320,"1"
"2021-07-24 22:10:02.565+00",136087,"1"
"2021-07-24 22:10:02.565+00",4419,"0"
"2021-07-24 22:10:07.565+00",138633,"1"
"2021-07-24 22:10:07.565+00",4437,"0"
"2021-07-24 22:10:12.565+00",140385,"1"
"2021-07-24 22:10:12.565+00",4451,"0"
"2021-07-24 22:10:17.565+00",4469,"0"
