"time","current_consumer_offset","kafka_partition"
"2021-08-02 00:51:34.579+00",279996,"1"
"2021-08-02 00:51:34.579+00",279970,"3"
"2021-08-02 00:51:34.579+00",279921,"4"
"2021-08-02 00:51:34.579+00",281063,"0"
"2021-08-02 00:51:44.576+00",282122,"1"
"2021-08-02 00:51:44.576+00",281937,"4"
"2021-08-02 00:51:44.576+00",282053,"3"
"2021-08-02 00:51:44.576+00",283173,"0"
"2021-08-02 00:51:44.576+00",282299,"2"
"2021-08-02 00:51:54.576+00",284066,"4"
"2021-08-02 00:51:54.576+00",284438,"2"
"2021-08-02 00:51:54.576+00",285314,"0"
"2021-08-02 00:51:54.576+00",284217,"3"
"2021-08-02 00:51:54.576+00",284316,"1"
"2021-08-02 00:52:04.576+00",286200,"4"
"2021-08-02 00:52:04.576+00",286306,"3"
"2021-08-02 00:52:04.576+00",287435,"0"
"2021-08-02 00:52:04.576+00",286600,"2"
"2021-08-02 00:52:04.576+00",286453,"1"
"2021-08-02 00:52:14.576+00",288339,"4"
"2021-08-02 00:52:14.576+00",289562,"0"
"2021-08-02 00:52:14.576+00",288717,"2"
"2021-08-02 00:52:14.576+00",288611,"1"
"2021-08-02 00:52:14.576+00",288455,"3"
"2021-08-02 00:52:24.576+00",290574,"3"
"2021-08-02 00:52:24.576+00",290774,"1"
"2021-08-02 00:52:24.576+00",290434,"4"
"2021-08-02 00:52:24.576+00",290835,"2"
"2021-08-02 00:52:24.576+00",291664,"0"
"2021-08-02 00:52:34.576+00",292709,"3"
"2021-08-02 00:52:34.576+00",292900,"1"
"2021-08-02 00:52:34.576+00",292500,"4"
"2021-08-02 00:52:34.576+00",293811,"0"
"2021-08-02 00:52:34.576+00",293015,"2"
"2021-08-02 00:52:44.576+00",295161,"2"
"2021-08-02 00:52:44.576+00",295959,"0"
"2021-08-02 00:52:44.576+00",294766,"3"
"2021-08-02 00:52:44.576+00",295082,"1"
"2021-08-02 00:52:44.576+00",294569,"4"
"2021-08-02 00:52:54.576+00",297262,"1"
"2021-08-02 00:52:54.576+00",296914,"3"
"2021-08-02 00:52:54.576+00",298120,"0"
"2021-08-02 00:52:54.576+00",297320,"2"
"2021-08-02 00:52:54.576+00",296716,"4"
"2021-08-02 00:53:04.576+00",298789,"4"
"2021-08-02 00:53:04.576+00",300198,"0"
"2021-08-02 00:53:04.576+00",299441,"2"
"2021-08-02 00:53:04.576+00",299037,"3"
"2021-08-02 00:53:04.576+00",299388,"1"
"2021-08-02 00:53:14.576+00",300920,"4"
"2021-08-02 00:53:14.576+00",301182,"3"
"2021-08-02 00:53:14.576+00",301535,"1"
"2021-08-02 00:53:14.576+00",301561,"2"
"2021-08-02 00:53:14.576+00",302322,"0"
"2021-08-02 00:53:24.576+00",303067,"4"
"2021-08-02 00:53:24.576+00",303744,"2"
"2021-08-02 00:53:24.576+00",303654,"1"
"2021-08-02 00:53:24.576+00",303344,"3"
"2021-08-02 00:53:24.576+00",304460,"0"
"2021-08-02 00:53:34.607+00",305785,"1"
"2021-08-02 00:53:34.607+00",305461,"3"
"2021-08-02 00:53:34.607+00",306561,"0"
"2021-08-02 00:53:34.607+00",305170,"4"
"2021-08-02 00:53:34.607+00",305915,"2"
"2021-08-02 00:53:44.585+00",307553,"3"
"2021-08-02 00:53:44.585+00",307923,"1"
"2021-08-02 00:53:44.585+00",308720,"0"
"2021-08-02 00:53:44.585+00",307291,"4"
"2021-08-02 00:53:44.585+00",308053,"2"
"2021-08-02 00:53:54.589+00",310150,"2"
"2021-08-02 00:53:54.589+00",309468,"4"
"2021-08-02 00:53:54.589+00",310816,"0"
"2021-08-02 00:53:54.589+00",310021,"1"
"2021-08-02 00:53:54.589+00",309663,"3"
"2021-08-02 00:54:04.576+00",311594,"4"
"2021-08-02 00:54:04.576+00",312906,"0"
"2021-08-02 00:54:04.576+00",312222,"2"
"2021-08-02 00:54:04.576+00",312083,"1"
"2021-08-02 00:54:04.576+00",311738,"3"
"2021-08-02 00:54:14.576+00",314383,"2"
"2021-08-02 00:54:14.576+00",315014,"0"
"2021-08-02 00:54:14.576+00",313747,"4"
"2021-08-02 00:54:14.576+00",313867,"3"
"2021-08-02 00:54:14.576+00",314241,"1"
"2021-08-02 00:54:24.576+00",316493,"2"
"2021-08-02 00:54:24.576+00",316054,"3"
"2021-08-02 00:54:24.576+00",315910,"4"
"2021-08-02 00:54:24.576+00",317190,"0"
"2021-08-02 00:54:24.576+00",316389,"1"
"2021-08-02 00:54:34.576+00",317989,"4"
"2021-08-02 00:54:34.576+00",318601,"2"
"2021-08-02 00:54:34.576+00",319376,"0"
"2021-08-02 00:54:34.576+00",318188,"3"
"2021-08-02 00:54:34.576+00",318486,"1"
"2021-08-02 00:54:44.576+00",320725,"2"
"2021-08-02 00:54:44.576+00",321530,"0"
"2021-08-02 00:54:44.576+00",320127,"4"
"2021-08-02 00:54:44.576+00",320558,"1"
"2021-08-02 00:54:44.576+00",320310,"3"
"2021-08-02 00:54:54.576+00",322272,"4"
"2021-08-02 00:54:54.576+00",322803,"2"
"2021-08-02 00:54:54.576+00",323690,"0"
"2021-08-02 00:54:54.576+00",322708,"1"
"2021-08-02 00:54:54.576+00",322374,"3"
"2021-08-02 00:55:04.576+00",324487,"3"
"2021-08-02 00:55:04.576+00",324942,"2"
"2021-08-02 00:55:04.576+00",324809,"1"
"2021-08-02 00:55:04.576+00",325835,"0"
"2021-08-02 00:55:04.576+00",324397,"4"
"2021-08-02 00:55:14.576+00",326917,"1"
"2021-08-02 00:55:14.576+00",326604,"3"
"2021-08-02 00:55:14.576+00",326528,"4"
"2021-08-02 00:55:14.576+00",327923,"0"
"2021-08-02 00:55:14.576+00",327082,"2"
"2021-08-02 00:55:24.576+00",328707,"4"
"2021-08-02 00:55:24.576+00",328722,"3"
"2021-08-02 00:55:24.576+00",330009,"0"
"2021-08-02 00:55:24.576+00",329221,"2"
"2021-08-02 00:55:24.576+00",329036,"1"
"2021-08-02 00:55:34.576+00",331175,"1"
"2021-08-02 00:55:34.576+00",330859,"3"
"2021-08-02 00:55:34.576+00",331272,"2"
"2021-08-02 00:55:34.576+00",332104,"0"
"2021-08-02 00:55:34.576+00",330845,"4"
"2021-08-02 00:55:44.584+00",333024,"4"
"2021-08-02 00:55:44.584+00",334257,"0"
"2021-08-02 00:55:44.584+00",333400,"2"
"2021-08-02 00:55:44.584+00",333302,"1"
"2021-08-02 00:55:44.584+00",333013,"3"
"2021-08-02 00:55:54.576+00",335496,"2"
"2021-08-02 00:55:54.576+00",335428,"1"
"2021-08-02 00:55:54.576+00",336363,"0"
"2021-08-02 00:55:54.576+00",335060,"3"
"2021-08-02 00:55:54.576+00",335165,"4"
"2021-08-02 00:56:04.576+00",337572,"1"
"2021-08-02 00:56:04.576+00",337201,"3"
"2021-08-02 00:56:04.576+00",338502,"0"
"2021-08-02 00:56:04.576+00",337240,"4"
"2021-08-02 00:56:04.576+00",337578,"2"
"2021-08-02 00:56:14.576+00",339386,"4"
"2021-08-02 00:56:14.576+00",339790,"2"
"2021-08-02 00:56:14.576+00",340593,"0"
"2021-08-02 00:56:14.576+00",339704,"1"
"2021-08-02 00:56:14.576+00",339365,"3"
"2021-08-02 00:56:24.576+00",342725,"0"
"2021-08-02 00:56:24.576+00",341531,"4"
"2021-08-02 00:56:24.576+00",341884,"2"
"2021-08-02 00:56:24.576+00",341740,"1"
"2021-08-02 00:56:24.576+00",341465,"3"
"2021-08-02 00:56:34.576+00",343870,"1"
"2021-08-02 00:56:34.576+00",343643,"3"
"2021-08-02 00:56:34.576+00",344908,"0"
"2021-08-02 00:56:34.576+00",344073,"2"
"2021-08-02 00:56:34.576+00",343670,"4"
"2021-08-02 00:56:44.576+00",345686,"3"
"2021-08-02 00:56:44.576+00",345967,"1"
"2021-08-02 00:56:44.576+00",346159,"2"
"2021-08-02 00:56:44.576+00",347036,"0"
"2021-08-02 00:56:44.576+00",345813,"4"
"2021-08-02 00:56:54.576+00",349170,"0"
"2021-08-02 00:56:54.576+00",348094,"1"
"2021-08-02 00:56:54.576+00",347849,"3"
"2021-08-02 00:56:54.576+00",347932,"4"
"2021-08-02 00:56:54.576+00",348365,"2"
"2021-08-02 00:57:04.576+00",351269,"0"
"2021-08-02 00:57:04.576+00",350462,"2"
"2021-08-02 00:57:04.576+00",350048,"4"
"2021-08-02 00:57:04.576+00",349913,"3"
"2021-08-02 00:57:04.576+00",350238,"1"
"2021-08-02 00:57:14.576+00",352386,"1"
"2021-08-02 00:57:14.576+00",353374,"0"
"2021-08-02 00:57:14.576+00",352181,"4"
"2021-08-02 00:57:14.576+00",352604,"2"
"2021-08-02 00:57:14.576+00",352023,"3"
"2021-08-02 00:57:24.576+00",355403,"0"
"2021-08-02 00:57:24.576+00",354263,"4"
"2021-08-02 00:57:24.576+00",354699,"2"
"2021-08-02 00:57:24.576+00",354463,"1"
"2021-08-02 00:57:24.576+00",354160,"3"
"2021-08-02 00:57:34.576+00",356279,"3"
"2021-08-02 00:57:34.576+00",356564,"1"
"2021-08-02 00:57:34.576+00",356377,"4"
"2021-08-02 00:57:34.576+00",357576,"0"
"2021-08-02 00:57:34.576+00",356846,"2"
"2021-08-02 00:57:44.576+00",358359,"3"
"2021-08-02 00:57:44.576+00",359746,"0"
"2021-08-02 00:57:44.576+00",358952,"2"
"2021-08-02 00:57:44.576+00",358606,"1"
"2021-08-02 00:57:44.576+00",358496,"4"
"2021-08-02 00:57:54.576+00",361070,"2"
"2021-08-02 00:57:54.576+00",361862,"0"
"2021-08-02 00:57:54.576+00",360624,"4"
"2021-08-02 00:57:54.576+00",360793,"1"
"2021-08-02 00:57:54.576+00",360488,"3"
"2021-08-02 00:58:04.576+00",362579,"3"
"2021-08-02 00:58:04.576+00",362950,"1"
"2021-08-02 00:58:04.576+00",363940,"0"
"2021-08-02 00:58:04.576+00",362749,"4"
"2021-08-02 00:58:04.576+00",363251,"2"
"2021-08-02 00:58:14.583+00",365332,"2"
"2021-08-02 00:58:14.583+00",364872,"4"
"2021-08-02 00:58:14.583+00",366079,"0"
"2021-08-02 00:58:14.583+00",365087,"1"
"2021-08-02 00:58:14.583+00",364748,"3"
"2021-08-02 00:58:24.576+00",367432,"2"
"2021-08-02 00:58:24.576+00",366985,"4"
"2021-08-02 00:58:24.576+00",368218,"0"
"2021-08-02 00:58:24.576+00",366864,"3"
"2021-08-02 00:58:24.576+00",367237,"1"
"2021-08-02 00:58:34.576+00",370323,"0"
"2021-08-02 00:58:34.576+00",369523,"2"
"2021-08-02 00:58:34.576+00",369393,"1"
"2021-08-02 00:58:34.576+00",369027,"3"
"2021-08-02 00:58:34.576+00",369106,"4"
"2021-08-02 00:58:44.576+00",372473,"0"
"2021-08-02 00:58:44.576+00",371624,"2"
"2021-08-02 00:58:44.576+00",371237,"4"
"2021-08-02 00:58:44.576+00",371132,"3"
"2021-08-02 00:58:44.576+00",371588,"1"
"2021-08-02 00:58:54.583+00",373790,"1"
"2021-08-02 00:58:54.583+00",373357,"3"
"2021-08-02 00:58:54.583+00",373778,"2"
"2021-08-02 00:58:54.583+00",374708,"0"
"2021-08-02 00:58:54.583+00",373401,"4"
"2021-08-02 00:59:04.576+00",375855,"2"
"2021-08-02 00:59:04.576+00",375551,"4"
"2021-08-02 00:59:04.576+00",376762,"0"
"2021-08-02 00:59:04.576+00",375902,"1"
"2021-08-02 00:59:04.576+00",375481,"3"
"2021-08-02 00:59:14.576+00",378056,"1"
"2021-08-02 00:59:14.576+00",377707,"4"
"2021-08-02 00:59:14.576+00",378865,"0"
"2021-08-02 00:59:14.576+00",377897,"2"
"2021-08-02 00:59:14.576+00",377643,"3"
"2021-08-02 00:59:24.576+00",380180,"1"
"2021-08-02 00:59:24.576+00",379790,"3"
"2021-08-02 00:59:24.576+00",380996,"0"
"2021-08-02 00:59:24.576+00",380051,"2"
"2021-08-02 00:59:24.576+00",379857,"4"
"2021-08-02 00:59:34.576+00",382205,"2"
"2021-08-02 00:59:34.576+00",382297,"1"
"2021-08-02 00:59:34.576+00",381928,"3"
"2021-08-02 00:59:34.576+00",382018,"4"
"2021-08-02 00:59:34.576+00",383154,"0"
"2021-08-02 00:59:44.581+00",384096,"3"
"2021-08-02 00:59:44.581+00",384496,"1"
"2021-08-02 00:59:44.581+00",384335,"2"
"2021-08-02 00:59:44.581+00",385311,"0"
"2021-08-02 00:59:44.581+00",384142,"4"
"2021-08-02 00:59:54.576+00",386606,"1"
"2021-08-02 00:59:54.576+00",386215,"3"
"2021-08-02 00:59:54.576+00",386459,"2"
"2021-08-02 00:59:54.576+00",386273,"4"
"2021-08-02 00:59:54.576+00",387411,"0"
"2021-08-02 01:00:04.582+00",388633,"2"
"2021-08-02 01:00:04.582+00",389519,"0"
"2021-08-02 01:00:04.582+00",388754,"1"
"2021-08-02 01:00:04.582+00",388312,"3"
"2021-08-02 01:00:04.582+00",388434,"4"
"2021-08-02 01:00:14.576+00",391632,"0"
"2021-08-02 01:00:14.576+00",390518,"4"
"2021-08-02 01:00:14.576+00",390706,"2"
"2021-08-02 01:00:14.576+00",390873,"1"
"2021-08-02 01:00:14.576+00",390382,"3"
"2021-08-02 01:00:24.576+00",393766,"0"
"2021-08-02 01:00:24.576+00",392624,"4"
"2021-08-02 01:00:24.576+00",392782,"2"
"2021-08-02 01:00:24.576+00",392525,"3"
"2021-08-02 01:00:24.576+00",392936,"1"
"2021-08-02 01:00:34.576+00",395040,"1"
"2021-08-02 01:00:34.576+00",394627,"3"
"2021-08-02 01:00:34.576+00",394968,"2"
"2021-08-02 01:00:34.576+00",394751,"4"
"2021-08-02 01:00:34.576+00",395893,"0"
"2021-08-02 01:00:44.576+00",396785,"3"
"2021-08-02 01:00:44.576+00",397020,"2"
"2021-08-02 01:00:44.576+00",396902,"4"
"2021-08-02 01:00:44.576+00",397987,"0"
"2021-08-02 01:00:44.576+00",397163,"1"
"2021-08-02 01:00:54.576+00",399346,"1"
"2021-08-02 01:00:54.576+00",399082,"4"
"2021-08-02 01:00:54.576+00",400056,"0"
"2021-08-02 01:00:54.576+00",399148,"2"
"2021-08-02 01:00:54.576+00",398917,"3"
"2021-08-02 01:01:04.581+00",401519,"1"
"2021-08-02 01:01:04.581+00",401068,"3"
"2021-08-02 01:01:04.581+00",401276,"4"
"2021-08-02 01:01:04.581+00",402239,"0"
"2021-08-02 01:01:04.581+00",401319,"2"
"2021-08-02 01:01:14.576+00",403599,"1"
"2021-08-02 01:01:14.576+00",403140,"3"
"2021-08-02 01:01:14.576+00",404417,"0"
"2021-08-02 01:01:14.576+00",403448,"4"
"2021-08-02 01:01:14.576+00",403382,"2"
"2021-08-02 01:01:24.576+00",405297,"3"
"2021-08-02 01:01:24.576+00",405758,"1"
"2021-08-02 01:01:24.576+00",406537,"0"
"2021-08-02 01:01:24.576+00",405512,"2"
"2021-08-02 01:01:24.576+00",405554,"4"
"2021-08-02 01:01:34.59+00",407663,"2"
"2021-08-02 01:01:34.59+00",407712,"4"
"2021-08-02 01:01:34.59+00",408677,"0"
"2021-08-02 01:01:34.59+00",407933,"1"
"2021-08-02 01:01:34.59+00",407456,"3"
"2021-08-02 01:01:44.576+00",409713,"2"
"2021-08-02 01:01:44.576+00",410798,"0"
"2021-08-02 01:01:44.576+00",409768,"4"
"2021-08-02 01:01:44.576+00",409607,"3"
"2021-08-02 01:01:44.576+00",410087,"1"
"2021-08-02 01:01:54.576+00",412209,"1"
"2021-08-02 01:01:54.576+00",411780,"3"
"2021-08-02 01:01:54.576+00",411911,"2"
"2021-08-02 01:01:54.576+00",411873,"4"
"2021-08-02 01:01:54.576+00",412947,"0"
"2021-08-02 01:02:04.585+00",413915,"3"
"2021-08-02 01:02:04.585+00",414394,"1"
"2021-08-02 01:02:04.585+00",414075,"2"
"2021-08-02 01:02:04.585+00",415107,"0"
"2021-08-02 01:02:04.585+00",414024,"4"
"2021-08-02 01:02:14.576+00",416008,"3"
"2021-08-02 01:02:14.576+00",416531,"1"
"2021-08-02 01:02:14.576+00",416089,"4"
"2021-08-02 01:02:14.576+00",417213,"0"
"2021-08-02 01:02:14.576+00",416220,"2"
"2021-08-02 01:02:24.576+00",418137,"3"
"2021-08-02 01:02:24.576+00",418177,"4"
"2021-08-02 01:02:24.576+00",418671,"1"
"2021-08-02 01:02:24.576+00",418280,"2"
"2021-08-02 01:02:24.576+00",419372,"0"
"2021-08-02 01:02:34.576+00",421501,"0"
"2021-08-02 01:02:34.576+00",420270,"4"
"2021-08-02 01:02:34.576+00",420400,"2"
"2021-08-02 01:02:34.576+00",420779,"1"
"2021-08-02 01:02:34.576+00",420298,"3"
"2021-08-02 01:02:44.576+00",422885,"1"
"2021-08-02 01:02:44.576+00",422483,"3"
"2021-08-02 01:02:44.576+00",423659,"0"
"2021-08-02 01:02:44.576+00",422434,"4"
"2021-08-02 01:02:44.576+00",422557,"2"
"2021-08-02 01:02:54.576+00",425821,"0"
"2021-08-02 01:02:54.576+00",424567,"4"
"2021-08-02 01:02:54.576+00",424605,"3"
"2021-08-02 01:02:54.576+00",425001,"1"
"2021-08-02 01:02:54.576+00",424694,"2"
"2021-08-02 01:03:04.576+00",426747,"3"
"2021-08-02 01:03:04.576+00",427110,"1"
"2021-08-02 01:03:04.576+00",426735,"4"
"2021-08-02 01:03:04.576+00",427999,"0"
"2021-08-02 01:03:04.576+00",426761,"2"
"2021-08-02 01:03:14.576+00",430125,"0"
"2021-08-02 01:03:14.576+00",428933,"4"
"2021-08-02 01:03:14.576+00",428924,"2"
"2021-08-02 01:03:14.576+00",429230,"1"
"2021-08-02 01:03:14.576+00",428866,"3"
"2021-08-02 01:03:24.576+00",431370,"1"
"2021-08-02 01:03:24.576+00",430977,"3"
"2021-08-02 01:03:24.576+00",432208,"0"
"2021-08-02 01:03:24.576+00",431076,"4"
"2021-08-02 01:03:24.576+00",431117,"2"
"2021-08-02 01:03:34.576+00",433265,"2"
"2021-08-02 01:03:34.576+00",433503,"1"
"2021-08-02 01:03:34.576+00",433079,"3"
"2021-08-02 01:03:34.576+00",433248,"4"
"2021-08-02 01:03:34.576+00",434332,"0"
"2021-08-02 01:03:44.576+00",435328,"4"
"2021-08-02 01:03:44.576+00",435651,"1"
"2021-08-02 01:03:44.576+00",435243,"3"
"2021-08-02 01:03:44.576+00",435355,"2"
"2021-08-02 01:03:44.576+00",436510,"0"
"2021-08-02 01:03:54.576+00",437511,"4"
"2021-08-02 01:03:54.576+00",438601,"0"
"2021-08-02 01:03:54.576+00",437472,"2"
"2021-08-02 01:03:54.576+00",437764,"1"
"2021-08-02 01:03:54.576+00",437373,"3"
"2021-08-02 01:04:04.576+00",440703,"0"
"2021-08-02 01:04:04.576+00",439573,"2"
"2021-08-02 01:04:04.576+00",439564,"4"
"2021-08-02 01:04:04.576+00",439852,"1"
"2021-08-02 01:04:04.576+00",439555,"3"
"2021-08-02 01:04:14.576+00",441708,"4"
"2021-08-02 01:04:14.576+00",441689,"2"
"2021-08-02 01:04:14.576+00",441675,"3"
"2021-08-02 01:04:14.576+00",442887,"0"
"2021-08-02 01:04:14.576+00",441986,"1"
"2021-08-02 01:04:24.576+00",443838,"4"
"2021-08-02 01:04:24.576+00",445031,"0"
"2021-08-02 01:04:24.576+00",443722,"2"
"2021-08-02 01:04:24.576+00",444096,"1"
"2021-08-02 01:04:24.576+00",443825,"3"
"2021-08-02 01:04:34.576+00",445874,"2"
"2021-08-02 01:04:34.576+00",445927,"3"
"2021-08-02 01:04:34.576+00",445990,"4"
"2021-08-02 01:04:34.576+00",447141,"0"
"2021-08-02 01:04:34.576+00",446267,"1"
"2021-08-02 01:04:44.576+00",448000,"3"
"2021-08-02 01:04:44.576+00",448425,"1"
"2021-08-02 01:04:44.576+00",448036,"2"
"2021-08-02 01:04:44.576+00",448160,"4"
"2021-08-02 01:04:44.576+00",449285,"0"
"2021-08-02 01:04:54.576+00",450603,"1"
"2021-08-02 01:04:54.576+00",450135,"3"
"2021-08-02 01:04:54.576+00",450216,"4"
"2021-08-02 01:04:54.576+00",451489,"0"
"2021-08-02 01:04:54.576+00",450174,"2"
"2021-08-02 01:05:04.576+00",453602,"0"
"2021-08-02 01:05:04.576+00",452248,"2"
"2021-08-02 01:05:04.576+00",452218,"3"
"2021-08-02 01:05:04.576+00",452658,"1"
"2021-08-02 01:05:04.576+00",452304,"4"
"2021-08-02 01:05:14.576+00",454328,"3"
"2021-08-02 01:05:14.576+00",454773,"1"
"2021-08-02 01:05:14.576+00",454379,"2"
"2021-08-02 01:05:14.576+00",454414,"4"
"2021-08-02 01:05:14.576+00",455751,"0"
"2021-08-02 01:05:24.583+00",456471,"3"
"2021-08-02 01:05:24.583+00",456870,"1"
"2021-08-02 01:05:24.583+00",457918,"0"
"2021-08-02 01:05:24.583+00",456484,"4"
"2021-08-02 01:05:24.583+00",456480,"2"
"2021-08-02 01:05:34.576+00",458525,"3"
"2021-08-02 01:05:34.576+00",460031,"0"
"2021-08-02 01:05:34.576+00",458524,"4"
"2021-08-02 01:05:34.576+00",458973,"1"
"2021-08-02 01:05:34.576+00",458604,"2"
"2021-08-02 01:05:44.576+00",462158,"0"
"2021-08-02 01:05:44.576+00",460634,"4"
"2021-08-02 01:05:44.576+00",460701,"2"
"2021-08-02 01:05:44.576+00",460691,"3"
"2021-08-02 01:05:44.576+00",461005,"1"
"2021-08-02 01:05:54.59+00",462780,"4"
"2021-08-02 01:05:54.59+00",464294,"0"
"2021-08-02 01:05:54.59+00",462927,"2"
"2021-08-02 01:05:54.59+00",463152,"1"
"2021-08-02 01:05:54.59+00",462879,"3"
"2021-08-02 01:06:04.576+00",465249,"1"
"2021-08-02 01:06:04.576+00",464958,"3"
"2021-08-02 01:06:04.576+00",464870,"4"
"2021-08-02 01:06:04.576+00",466415,"0"
"2021-08-02 01:06:04.576+00",465063,"2"
"2021-08-02 01:06:14.576+00",467143,"2"
"2021-08-02 01:06:14.576+00",467075,"4"
"2021-08-02 01:06:14.576+00",468529,"0"
"2021-08-02 01:06:14.576+00",467361,"1"
"2021-08-02 01:06:14.576+00",467053,"3"
"2021-08-02 01:06:24.576+00",469247,"2"
"2021-08-02 01:06:24.576+00",470658,"0"
"2021-08-02 01:06:24.576+00",469203,"4"
"2021-08-02 01:06:24.576+00",469436,"1"
"2021-08-02 01:06:24.576+00",469257,"3"
"2021-08-02 01:06:34.576+00",471421,"2"
"2021-08-02 01:06:34.576+00",471469,"3"
"2021-08-02 01:06:34.576+00",471331,"4"
"2021-08-02 01:06:34.576+00",472772,"0"
"2021-08-02 01:06:34.576+00",471582,"1"
"2021-08-02 01:06:44.576+00",473781,"1"
"2021-08-02 01:06:44.576+00",473535,"3"
"2021-08-02 01:06:44.576+00",473481,"2"
"2021-08-02 01:06:44.576+00",474898,"0"
"2021-08-02 01:06:44.576+00",473433,"4"
"2021-08-02 01:06:54.576+00",477067,"0"
"2021-08-02 01:06:54.576+00",475841,"1"
"2021-08-02 01:06:54.576+00",475719,"3"
"2021-08-02 01:06:54.576+00",475579,"4"
"2021-08-02 01:06:54.576+00",475639,"2"
"2021-08-02 01:07:04.576+00",477981,"1"
"2021-08-02 01:07:04.576+00",477796,"3"
"2021-08-02 01:07:04.576+00",477735,"4"
"2021-08-02 01:07:04.576+00",479123,"0"
"2021-08-02 01:07:04.576+00",477730,"2"
"2021-08-02 01:07:14.616+00",480164,"1"
"2021-08-02 01:07:14.616+00",479945,"3"
"2021-08-02 01:07:14.616+00",479913,"4"
"2021-08-02 01:07:14.616+00",479851,"2"
"2021-08-02 01:07:14.616+00",481284,"0"
"2021-08-02 01:07:24.576+00",481967,"4"
"2021-08-02 01:07:24.576+00",483389,"0"
"2021-08-02 01:07:24.576+00",481922,"2"
"2021-08-02 01:07:24.576+00",482295,"1"
"2021-08-02 01:07:24.576+00",482050,"3"
"2021-08-02 01:07:34.576+00",484197,"3"
"2021-08-02 01:07:34.576+00",484403,"1"
"2021-08-02 01:07:34.576+00",485519,"0"
"2021-08-02 01:07:34.576+00",484075,"2"
"2021-08-02 01:07:34.576+00",484084,"4"
"2021-08-02 01:07:44.598+00",486626,"1"
"2021-08-02 01:07:44.598+00",486219,"3"
"2021-08-02 01:07:44.598+00",487686,"0"
"2021-08-02 01:07:44.598+00",486303,"2"
"2021-08-02 01:07:44.598+00",486243,"4"
"2021-08-02 01:07:54.576+00",488327,"3"
"2021-08-02 01:07:54.576+00",488684,"1"
"2021-08-02 01:07:54.576+00",489797,"0"
"2021-08-02 01:07:54.576+00",488327,"4"
"2021-08-02 01:07:54.576+00",488421,"2"
"2021-08-02 01:08:04.589+00",491916,"0"
"2021-08-02 01:08:04.589+00",490541,"4"
"2021-08-02 01:08:04.589+00",490683,"2"
"2021-08-02 01:08:04.589+00",490814,"1"
"2021-08-02 01:08:04.589+00",490455,"3"
"2021-08-02 01:08:14.576+00",492977,"1"
"2021-08-02 01:08:14.576+00",492621,"3"
"2021-08-02 01:08:14.576+00",494067,"0"
"2021-08-02 01:08:14.576+00",492643,"4"
"2021-08-02 01:08:14.576+00",492797,"2"
"2021-08-02 01:08:24.576+00",494762,"3"
"2021-08-02 01:08:24.576+00",495112,"1"
"2021-08-02 01:08:24.576+00",496244,"0"
"2021-08-02 01:08:24.576+00",494958,"2"
"2021-08-02 01:08:24.576+00",494789,"4"
"2021-08-02 01:08:34.586+00",496892,"3"
"2021-08-02 01:08:34.586+00",497281,"1"
"2021-08-02 01:08:34.586+00",496874,"4"
