"time","shuffle_read_bytes_total","executor"
"2021-08-02 00:54:07.411+00",203545447,"0"
"2021-08-02 00:54:07.411+00",276,"5"
"2021-08-02 00:54:07.411+00",322,"3"
"2021-08-02 00:54:07.411+00",460,"2"
"2021-08-02 00:54:07.411+00",368,"4"
"2021-08-02 00:54:07.411+00",6949529,"1"
"2021-08-02 00:54:37.411+00",7345802,"1"
"2021-08-02 00:54:37.411+00",322,"3"
"2021-08-02 00:54:37.411+00",276,"5"
"2021-08-02 00:54:37.411+00",203545447,"0"
"2021-08-02 00:54:37.411+00",460,"2"
"2021-08-02 00:54:37.411+00",368,"4"
"2021-08-02 00:55:07.411+00",203545447,"0"
"2021-08-02 00:55:07.411+00",368,"4"
"2021-08-02 00:55:07.411+00",460,"2"
"2021-08-02 00:55:07.411+00",276,"5"
"2021-08-02 00:55:07.411+00",7756544,"1"
"2021-08-02 00:55:07.411+00",322,"3"
"2021-08-02 00:55:37.411+00",368,"4"
"2021-08-02 00:55:37.411+00",8172200,"1"
"2021-08-02 00:55:37.411+00",322,"3"
"2021-08-02 00:55:37.411+00",276,"5"
"2021-08-02 00:55:37.411+00",203545447,"0"
"2021-08-02 00:55:37.411+00",460,"2"
"2021-08-02 00:56:07.411+00",203545447,"0"
"2021-08-02 00:56:07.411+00",368,"4"
"2021-08-02 00:56:07.411+00",8564924,"1"
"2021-08-02 00:56:07.411+00",322,"3"
"2021-08-02 00:56:07.411+00",276,"5"
"2021-08-02 00:56:07.411+00",460,"2"
"2021-08-02 00:56:37.411+00",276,"5"
"2021-08-02 00:56:37.411+00",203972842,"0"
"2021-08-02 00:56:37.411+00",460,"2"
"2021-08-02 00:56:37.411+00",368,"4"
"2021-08-02 00:56:37.411+00",8564924,"1"
"2021-08-02 00:56:37.411+00",322,"3"
"2021-08-02 00:57:07.411+00",221708909,"0"
"2021-08-02 00:57:07.411+00",276,"5"
"2021-08-02 00:57:07.411+00",322,"3"
"2021-08-02 00:57:07.411+00",8564924,"1"
"2021-08-02 00:57:07.411+00",368,"4"
"2021-08-02 00:57:07.411+00",460,"2"
"2021-08-02 00:57:37.411+00",276,"5"
"2021-08-02 00:57:37.411+00",238512772,"0"
"2021-08-02 00:57:37.411+00",460,"2"
"2021-08-02 00:57:37.411+00",368,"4"
"2021-08-02 00:57:37.411+00",322,"3"
"2021-08-02 00:57:37.411+00",8564924,"1"
"2021-08-02 00:58:07.411+00",250986702,"0"
"2021-08-02 00:58:07.411+00",460,"2"
"2021-08-02 00:58:07.411+00",368,"4"
"2021-08-02 00:58:07.411+00",8564924,"1"
"2021-08-02 00:58:07.411+00",322,"3"
"2021-08-02 00:58:07.411+00",276,"5"
"2021-08-02 00:58:37.411+00",368,"4"
"2021-08-02 00:58:37.411+00",276,"5"
"2021-08-02 00:58:37.411+00",322,"3"
"2021-08-02 00:58:37.411+00",8564924,"1"
"2021-08-02 00:58:37.411+00",266835181,"0"
"2021-08-02 00:58:37.411+00",460,"2"
"2021-08-02 00:59:07.411+00",8731208,"1"
"2021-08-02 00:59:07.411+00",460,"2"
"2021-08-02 00:59:07.411+00",368,"4"
"2021-08-02 00:59:07.411+00",276,"5"
"2021-08-02 00:59:07.411+00",282905353,"0"
"2021-08-02 00:59:07.411+00",322,"3"
"2021-08-02 00:59:37.411+00",368,"4"
"2021-08-02 00:59:37.411+00",460,"2"
"2021-08-02 00:59:37.411+00",298607873,"0"
"2021-08-02 00:59:37.411+00",276,"5"
"2021-08-02 00:59:37.411+00",322,"3"
"2021-08-02 00:59:37.411+00",9201514,"1"
"2021-08-02 01:00:07.411+00",9478636,"1"
"2021-08-02 01:00:07.411+00",460,"2"
"2021-08-02 01:00:07.411+00",312664081,"0"
"2021-08-02 01:00:07.411+00",276,"5"
"2021-08-02 01:00:07.411+00",368,"4"
"2021-08-02 01:00:07.411+00",322,"3"
"2021-08-02 01:00:37.411+00",9773776,"1"
"2021-08-02 01:00:37.411+00",368,"4"
"2021-08-02 01:00:37.411+00",460,"2"
"2021-08-02 01:00:37.411+00",329222380,"0"
"2021-08-02 01:00:37.411+00",322,"3"
"2021-08-02 01:00:37.411+00",276,"5"
"2021-08-02 01:01:07.411+00",9773776,"1"
"2021-08-02 01:01:07.411+00",368,"4"
"2021-08-02 01:01:07.411+00",460,"2"
"2021-08-02 01:01:07.411+00",344090115,"0"
"2021-08-02 01:01:07.411+00",276,"5"
"2021-08-02 01:01:07.411+00",322,"3"
"2021-08-02 01:01:37.411+00",368,"4"
"2021-08-02 01:01:37.411+00",460,"2"
"2021-08-02 01:01:37.411+00",359520645,"0"
"2021-08-02 01:01:37.411+00",276,"5"
"2021-08-02 01:01:37.411+00",322,"3"
"2021-08-02 01:01:37.411+00",10226610,"1"
"2021-08-02 01:02:07.411+00",276,"5"
"2021-08-02 01:02:07.411+00",322,"3"
"2021-08-02 01:02:07.411+00",10572105,"1"
"2021-08-02 01:02:07.411+00",368,"4"
"2021-08-02 01:02:07.411+00",460,"2"
"2021-08-02 01:02:07.411+00",362028519,"0"
"2021-08-02 01:02:37.411+00",322,"3"
"2021-08-02 01:02:37.411+00",368,"4"
"2021-08-02 01:02:37.411+00",460,"2"
"2021-08-02 01:02:37.411+00",362413599,"0"
"2021-08-02 01:02:37.411+00",276,"5"
"2021-08-02 01:02:37.411+00",10572105,"1"
"2021-08-02 01:03:07.411+00",362846181,"0"
"2021-08-02 01:03:07.411+00",460,"2"
"2021-08-02 01:03:07.411+00",276,"5"
"2021-08-02 01:03:07.411+00",322,"3"
"2021-08-02 01:03:07.411+00",10572105,"1"
"2021-08-02 01:03:07.411+00",368,"4"
"2021-08-02 01:03:37.413+00",10572105,"1"
"2021-08-02 01:03:37.413+00",322,"3"
"2021-08-02 01:03:37.413+00",276,"5"
"2021-08-02 01:03:37.413+00",363266205,"0"
"2021-08-02 01:03:37.413+00",460,"2"
"2021-08-02 01:03:37.413+00",368,"4"
"2021-08-02 01:04:07.411+00",10572105,"1"
"2021-08-02 01:04:07.411+00",460,"2"
"2021-08-02 01:04:07.411+00",363666300,"0"
"2021-08-02 01:04:07.411+00",322,"3"
"2021-08-02 01:04:07.411+00",276,"5"
"2021-08-02 01:04:07.411+00",368,"4"
"2021-08-02 01:04:37.411+00",368,"4"
"2021-08-02 01:04:37.411+00",364081410,"0"
"2021-08-02 01:04:37.411+00",276,"5"
"2021-08-02 01:04:37.411+00",322,"3"
"2021-08-02 01:04:37.411+00",10572105,"1"
"2021-08-02 01:04:37.411+00",460,"2"
"2021-08-02 01:05:07.411+00",460,"2"
"2021-08-02 01:05:07.411+00",364468401,"0"
"2021-08-02 01:05:07.411+00",276,"5"
"2021-08-02 01:05:07.411+00",322,"3"
"2021-08-02 01:05:07.411+00",10572105,"1"
"2021-08-02 01:05:07.411+00",368,"4"
"2021-08-02 01:05:37.411+00",368,"4"
"2021-08-02 01:05:37.411+00",276,"5"
"2021-08-02 01:05:37.411+00",10987761,"1"
"2021-08-02 01:05:37.411+00",322,"3"
"2021-08-02 01:05:37.411+00",364468401,"0"
"2021-08-02 01:05:37.411+00",460,"2"
"2021-08-02 01:06:07.411+00",368,"4"
"2021-08-02 01:06:07.411+00",11416794,"1"
"2021-08-02 01:06:07.411+00",322,"3"
"2021-08-02 01:06:07.411+00",276,"5"
"2021-08-02 01:06:07.411+00",364468401,"0"
"2021-08-02 01:06:07.411+00",460,"2"
"2021-08-02 01:06:37.411+00",368,"4"
"2021-08-02 01:06:37.411+00",460,"2"
"2021-08-02 01:06:37.411+00",364876140,"0"
"2021-08-02 01:06:37.411+00",276,"5"
"2021-08-02 01:06:37.411+00",322,"3"
"2021-08-02 01:06:37.411+00",11416794,"1"
"2021-08-02 01:07:07.411+00",460,"2"
"2021-08-02 01:07:07.411+00",364876140,"0"
"2021-08-02 01:07:07.411+00",276,"5"
"2021-08-02 01:07:07.411+00",322,"3"
"2021-08-02 01:07:07.411+00",11800782,"1"
"2021-08-02 01:07:07.411+00",368,"4"
"2021-08-02 01:07:37.411+00",371407418,"0"
"2021-08-02 01:07:37.411+00",460,"2"
"2021-08-02 01:07:37.411+00",368,"4"
"2021-08-02 01:07:37.411+00",322,"3"
"2021-08-02 01:07:37.411+00",276,"5"
"2021-08-02 01:07:37.411+00",11800782,"1"
"2021-08-02 01:08:07.411+00",12106842,"1"
"2021-08-02 01:08:07.411+00",322,"3"
"2021-08-02 01:08:07.411+00",276,"5"
"2021-08-02 01:08:07.411+00",376281808,"0"
"2021-08-02 01:08:07.411+00",460,"2"
"2021-08-02 01:08:07.411+00",368,"4"
"2021-08-02 01:08:37.411+00",460,"2"
"2021-08-02 01:08:37.411+00",381611333,"0"
"2021-08-02 01:08:37.411+00",322,"3"
"2021-08-02 01:08:37.411+00",276,"5"
"2021-08-02 01:08:37.411+00",368,"4"
"2021-08-02 01:08:37.411+00",12106842,"1"
"2021-08-02 01:09:07.411+00",368,"4"
"2021-08-02 01:09:07.411+00",386461957,"0"
"2021-08-02 01:09:07.411+00",276,"5"
"2021-08-02 01:09:07.411+00",12249102,"1"
"2021-08-02 01:09:07.411+00",322,"3"
"2021-08-02 01:09:07.411+00",460,"2"
"2021-08-02 01:09:37.411+00",460,"2"
"2021-08-02 01:09:37.411+00",12679127,"1"
"2021-08-02 01:09:37.411+00",322,"3"
"2021-08-02 01:09:37.411+00",276,"5"
"2021-08-02 01:09:37.411+00",391824064,"0"
"2021-08-02 01:09:37.411+00",368,"4"
"2021-08-02 01:10:07.411+00",322,"3"
"2021-08-02 01:10:07.411+00",12961709,"1"
"2021-08-02 01:10:07.411+00",368,"4"
"2021-08-02 01:10:07.411+00",460,"2"
"2021-08-02 01:10:07.411+00",396347316,"0"
"2021-08-02 01:10:07.411+00",276,"5"
"2021-08-02 01:10:37.411+00",322,"3"
"2021-08-02 01:10:37.411+00",401623465,"0"
"2021-08-02 01:10:37.411+00",460,"2"
"2021-08-02 01:10:37.411+00",368,"4"
"2021-08-02 01:10:37.411+00",13249751,"1"
"2021-08-02 01:10:37.411+00",276,"5"
"2021-08-02 01:11:07.411+00",322,"3"
"2021-08-02 01:11:07.411+00",406337103,"0"
"2021-08-02 01:11:07.411+00",460,"2"
"2021-08-02 01:11:07.411+00",368,"4"
"2021-08-02 01:11:07.411+00",13368283,"1"
"2021-08-02 01:11:07.411+00",276,"5"
"2021-08-02 01:11:37.411+00",411695828,"0"
"2021-08-02 01:11:37.411+00",276,"5"
"2021-08-02 01:11:37.411+00",322,"3"
"2021-08-02 01:11:37.411+00",13368283,"1"
"2021-08-02 01:11:37.411+00",368,"4"
"2021-08-02 01:11:37.411+00",460,"2"
"2021-08-02 01:12:07.411+00",322,"3"
"2021-08-02 01:12:07.411+00",460,"2"
"2021-08-02 01:12:07.411+00",368,"4"
"2021-08-02 01:12:07.411+00",13368283,"1"
"2021-08-02 01:12:07.411+00",416379603,"0"
"2021-08-02 01:12:07.411+00",276,"5"
"2021-08-02 01:12:37.411+00",276,"5"
"2021-08-02 01:12:37.411+00",322,"3"
"2021-08-02 01:12:37.411+00",13368283,"1"
"2021-08-02 01:12:37.411+00",417768334,"0"
"2021-08-02 01:12:37.411+00",460,"2"
"2021-08-02 01:12:37.411+00",368,"4"
"2021-08-02 01:13:07.411+00",276,"5"
"2021-08-02 01:13:07.411+00",418152049,"0"
"2021-08-02 01:13:07.411+00",460,"2"
"2021-08-02 01:13:07.411+00",368,"4"
"2021-08-02 01:13:07.411+00",322,"3"
"2021-08-02 01:13:07.411+00",13368283,"1"
"2021-08-02 01:13:37.414+00",368,"4"
"2021-08-02 01:13:37.414+00",460,"2"
"2021-08-02 01:13:37.414+00",418584358,"0"
"2021-08-02 01:13:37.414+00",276,"5"
"2021-08-02 01:13:37.414+00",322,"3"
"2021-08-02 01:13:37.414+00",13368283,"1"
"2021-08-02 01:14:07.411+00",418584358,"0"
"2021-08-02 01:14:07.411+00",460,"2"
"2021-08-02 01:14:07.411+00",368,"4"
"2021-08-02 01:14:07.411+00",13779025,"1"
"2021-08-02 01:14:07.411+00",322,"3"
"2021-08-02 01:14:07.411+00",276,"5"
"2021-08-02 01:14:37.411+00",368,"4"
"2021-08-02 01:14:37.411+00",14179666,"1"
"2021-08-02 01:14:37.411+00",322,"3"
"2021-08-02 01:14:37.411+00",276,"5"
"2021-08-02 01:14:37.411+00",418584358,"0"
"2021-08-02 01:14:37.411+00",460,"2"
"2021-08-02 01:15:07.411+00",276,"5"
"2021-08-02 01:15:07.411+00",14914732,"1"
"2021-08-02 01:15:07.411+00",322,"3"
"2021-08-02 01:15:07.411+00",418584358,"0"
"2021-08-02 01:15:07.411+00",460,"2"
"2021-08-02 01:15:07.411+00",368,"4"
"2021-08-02 01:15:37.411+00",322,"3"
"2021-08-02 01:15:37.411+00",276,"5"
"2021-08-02 01:15:37.411+00",418584358,"0"
"2021-08-02 01:15:37.411+00",460,"2"
"2021-08-02 01:15:37.411+00",368,"4"
"2021-08-02 01:15:37.411+00",15595744,"1"
"2021-08-02 01:16:07.411+00",368,"4"
"2021-08-02 01:16:07.411+00",322,"3"
"2021-08-02 01:16:07.411+00",276,"5"
"2021-08-02 01:16:07.411+00",419200942,"0"
"2021-08-02 01:16:07.411+00",460,"2"
"2021-08-02 01:16:07.411+00",15595744,"1"
"2021-08-02 01:16:37.411+00",460,"2"
"2021-08-02 01:16:37.411+00",419839366,"0"
"2021-08-02 01:16:37.411+00",276,"5"
"2021-08-02 01:16:37.411+00",322,"3"
"2021-08-02 01:16:37.411+00",15595744,"1"
"2021-08-02 01:16:37.411+00",368,"4"
"2021-08-02 01:17:07.411+00",419839366,"0"
"2021-08-02 01:17:07.411+00",368,"4"
"2021-08-02 01:17:07.411+00",16240447,"1"
"2021-08-02 01:17:07.411+00",322,"3"
"2021-08-02 01:17:07.411+00",276,"5"
"2021-08-02 01:17:07.411+00",460,"2"
"2021-08-02 01:17:37.411+00",276,"5"
"2021-08-02 01:17:37.411+00",420508366,"0"
"2021-08-02 01:17:37.411+00",460,"2"
"2021-08-02 01:17:37.411+00",368,"4"
"2021-08-02 01:17:37.411+00",16240447,"1"
"2021-08-02 01:17:37.411+00",322,"3"
"2021-08-02 01:18:07.411+00",322,"3"
"2021-08-02 01:18:07.411+00",276,"5"
"2021-08-02 01:18:07.411+00",16240447,"1"
"2021-08-02 01:18:07.411+00",421143787,"0"
"2021-08-02 01:18:07.411+00",460,"2"
"2021-08-02 01:18:07.411+00",368,"4"
"2021-08-02 01:18:37.411+00",276,"5"
"2021-08-02 01:18:37.411+00",322,"3"
"2021-08-02 01:18:37.411+00",16909720,"1"
"2021-08-02 01:18:37.411+00",368,"4"
"2021-08-02 01:18:37.411+00",460,"2"
"2021-08-02 01:18:37.411+00",421143787,"0"
"2021-08-02 01:19:07.411+00",276,"5"
"2021-08-02 01:19:07.411+00",421761190,"0"
"2021-08-02 01:19:07.411+00",460,"2"
"2021-08-02 01:19:07.411+00",16909720,"1"
"2021-08-02 01:19:07.411+00",322,"3"
"2021-08-02 01:19:07.411+00",368,"4"
"2021-08-02 01:19:37.411+00",422395519,"0"
"2021-08-02 01:19:37.411+00",460,"2"
"2021-08-02 01:19:37.411+00",368,"4"
"2021-08-02 01:19:37.411+00",276,"5"
"2021-08-02 01:19:37.411+00",322,"3"
"2021-08-02 01:19:37.411+00",16909720,"1"
"2021-08-02 01:20:07.411+00",322,"3"
"2021-08-02 01:20:07.411+00",17562613,"1"
"2021-08-02 01:20:07.411+00",422395519,"0"
"2021-08-02 01:20:07.411+00",460,"2"
"2021-08-02 01:20:07.411+00",368,"4"
"2021-08-02 01:20:07.411+00",276,"5"
"2021-08-02 01:20:37.411+00",460,"2"
"2021-08-02 01:20:37.411+00",322,"3"
"2021-08-02 01:20:37.411+00",422395519,"0"
"2021-08-02 01:20:37.411+00",18163090,"1"
"2021-08-02 01:20:37.411+00",368,"4"
"2021-08-02 01:20:37.411+00",276,"5"
"2021-08-02 01:21:07.411+00",368,"4"
"2021-08-02 01:21:07.411+00",460,"2"
"2021-08-02 01:21:07.411+00",276,"5"
"2021-08-02 01:21:07.411+00",422395519,"0"
"2021-08-02 01:21:07.411+00",322,"3"
"2021-08-02 01:21:07.411+00",18826357,"1"
"2021-08-02 01:21:37.411+00",322,"3"
"2021-08-02 01:21:37.411+00",276,"5"
"2021-08-02 01:21:37.411+00",19462324,"1"
"2021-08-02 01:21:37.411+00",422395519,"0"
"2021-08-02 01:21:37.411+00",460,"2"
"2021-08-02 01:21:37.411+00",368,"4"
"2021-08-02 01:22:07.411+00",422395519,"0"
"2021-08-02 01:22:07.411+00",20125318,"1"
"2021-08-02 01:22:07.411+00",322,"3"
"2021-08-02 01:22:07.411+00",276,"5"
"2021-08-02 01:22:07.411+00",368,"4"
"2021-08-02 01:22:07.411+00",460,"2"
"2021-08-02 01:22:37.411+00",460,"2"
"2021-08-02 01:22:37.411+00",276,"5"
"2021-08-02 01:22:37.411+00",322,"3"
"2021-08-02 01:22:37.411+00",20766745,"1"
"2021-08-02 01:22:37.411+00",368,"4"
"2021-08-02 01:22:37.411+00",422395519,"0"
"2021-08-02 01:23:07.411+00",460,"2"
"2021-08-02 01:23:07.411+00",368,"4"
"2021-08-02 01:23:07.411+00",32226689,"1"
"2021-08-02 01:23:07.411+00",423022627,"0"
"2021-08-02 01:23:07.411+00",276,"5"
"2021-08-02 01:23:07.411+00",322,"3"
"2021-08-02 01:23:37.411+00",423022627,"0"
"2021-08-02 01:23:37.411+00",460,"2"
"2021-08-02 01:23:37.411+00",276,"5"
"2021-08-02 01:23:37.411+00",368,"4"
"2021-08-02 01:23:37.411+00",58238694,"1"
"2021-08-02 01:23:37.411+00",322,"3"
"2021-08-02 01:24:07.411+00",322,"3"
"2021-08-02 01:24:07.411+00",423022900,"0"
"2021-08-02 01:24:07.411+00",460,"2"
"2021-08-02 01:24:07.411+00",368,"4"
"2021-08-02 01:24:07.411+00",82653975,"1"
"2021-08-02 01:24:07.411+00",276,"5"
"2021-08-02 01:24:37.411+00",460,"2"
"2021-08-02 01:24:37.411+00",368,"4"
"2021-08-02 01:24:37.411+00",276,"5"
"2021-08-02 01:24:37.411+00",322,"3"
"2021-08-02 01:24:37.411+00",96285385,"1"
"2021-08-02 01:24:37.411+00",423409245,"0"
"2021-08-02 01:25:07.411+00",424310618,"0"
"2021-08-02 01:25:07.411+00",460,"2"
"2021-08-02 01:25:07.411+00",115957897,"1"
"2021-08-02 01:25:07.411+00",322,"3"
"2021-08-02 01:25:07.411+00",276,"5"
"2021-08-02 01:25:07.411+00",368,"4"
"2021-08-02 01:25:37.411+00",135297136,"1"
"2021-08-02 01:25:37.411+00",276,"5"
"2021-08-02 01:25:37.411+00",424310618,"0"
"2021-08-02 01:25:37.411+00",460,"2"
"2021-08-02 01:25:37.411+00",322,"3"
"2021-08-02 01:25:37.411+00",368,"4"
"2021-08-02 01:26:07.411+00",460,"2"
"2021-08-02 01:26:07.411+00",368,"4"
"2021-08-02 01:26:07.411+00",157063828,"1"
"2021-08-02 01:26:07.411+00",322,"3"
"2021-08-02 01:26:07.411+00",276,"5"
"2021-08-02 01:26:07.411+00",424310768,"0"
"2021-08-02 01:26:37.411+00",276,"5"
"2021-08-02 01:26:37.411+00",368,"4"
"2021-08-02 01:26:37.411+00",460,"2"
"2021-08-02 01:26:37.411+00",424311041,"0"
"2021-08-02 01:26:37.411+00",322,"3"
"2021-08-02 01:26:37.411+00",169548375,"1"
"2021-08-02 01:27:07.411+00",424311041,"0"
"2021-08-02 01:27:07.411+00",368,"4"
"2021-08-02 01:27:07.411+00",460,"2"
"2021-08-02 01:27:07.411+00",276,"5"
"2021-08-02 01:27:07.411+00",189813701,"1"
"2021-08-02 01:27:07.411+00",322,"3"
"2021-08-02 01:27:37.411+00",368,"4"
"2021-08-02 01:27:37.411+00",205068917,"1"
"2021-08-02 01:27:37.411+00",322,"3"
"2021-08-02 01:27:37.411+00",276,"5"
"2021-08-02 01:27:37.411+00",424311041,"0"
"2021-08-02 01:27:37.411+00",460,"2"
"2021-08-02 01:28:07.411+00",220643240,"1"
"2021-08-02 01:28:07.411+00",322,"3"
"2021-08-02 01:28:07.411+00",425180869,"0"
"2021-08-02 01:28:07.411+00",276,"5"
"2021-08-02 01:28:07.411+00",460,"2"
"2021-08-02 01:28:07.411+00",368,"4"
"2021-08-02 01:28:37.411+00",227307318,"1"
"2021-08-02 01:28:37.411+00",425181142,"0"
"2021-08-02 01:28:37.411+00",460,"2"
"2021-08-02 01:28:37.411+00",322,"3"
"2021-08-02 01:28:37.411+00",276,"5"
"2021-08-02 01:28:37.411+00",368,"4"
"2021-08-02 01:29:07.411+00",234435290,"1"
"2021-08-02 01:29:07.411+00",276,"5"
"2021-08-02 01:29:07.411+00",322,"3"
"2021-08-02 01:29:07.411+00",368,"4"
"2021-08-02 01:29:07.411+00",460,"2"
"2021-08-02 01:29:07.411+00",425181142,"0"
"2021-08-02 01:29:37.411+00",460,"2"
"2021-08-02 01:29:37.411+00",368,"4"
"2021-08-02 01:29:37.411+00",242002012,"1"
"2021-08-02 01:29:37.411+00",322,"3"
"2021-08-02 01:29:37.411+00",276,"5"
"2021-08-02 01:29:37.411+00",425181415,"0"
"2021-08-02 01:30:07.411+00",368,"4"
"2021-08-02 01:30:07.411+00",460,"2"
"2021-08-02 01:30:07.411+00",425300197,"0"
"2021-08-02 01:30:07.411+00",276,"5"
"2021-08-02 01:30:07.411+00",322,"3"
"2021-08-02 01:30:07.411+00",244005608,"1"
"2021-08-02 01:30:37.411+00",368,"4"
"2021-08-02 01:30:37.411+00",425466208,"0"
"2021-08-02 01:30:37.411+00",460,"2"
"2021-08-02 01:30:37.411+00",276,"5"
"2021-08-02 01:30:37.411+00",322,"3"
"2021-08-02 01:30:37.411+00",244560521,"1"
"2021-08-02 01:31:07.411+00",244560521,"1"
"2021-08-02 01:31:07.411+00",425698681,"0"
"2021-08-02 01:31:07.411+00",368,"4"
"2021-08-02 01:31:07.411+00",460,"2"
"2021-08-02 01:31:07.411+00",322,"3"
"2021-08-02 01:31:07.411+00",276,"5"
"2021-08-02 01:31:37.411+00",426477427,"0"
"2021-08-02 01:31:37.411+00",244560521,"1"
"2021-08-02 01:31:37.411+00",322,"3"
"2021-08-02 01:31:37.411+00",276,"5"
"2021-08-02 01:31:37.411+00",460,"2"
"2021-08-02 01:31:37.411+00",368,"4"
"2021-08-02 01:32:07.411+00",460,"2"
"2021-08-02 01:32:07.411+00",427144243,"0"
"2021-08-02 01:32:07.411+00",276,"5"
"2021-08-02 01:32:07.411+00",244560521,"1"
"2021-08-02 01:32:07.411+00",322,"3"
"2021-08-02 01:32:07.411+00",368,"4"
"2021-08-02 01:32:37.411+00",244560521,"1"
"2021-08-02 01:32:37.411+00",276,"5"
"2021-08-02 01:32:37.411+00",427717693,"0"
"2021-08-02 01:32:37.411+00",460,"2"
"2021-08-02 01:32:37.411+00",368,"4"
"2021-08-02 01:32:37.411+00",322,"3"
"2021-08-02 01:33:07.411+00",368,"4"
"2021-08-02 01:33:07.411+00",427717693,"0"
"2021-08-02 01:33:07.411+00",460,"2"
"2021-08-02 01:33:07.411+00",276,"5"
"2021-08-02 01:33:07.411+00",322,"3"
"2021-08-02 01:33:07.411+00",245162909,"1"
"2021-08-02 01:33:37.411+00",460,"2"
"2021-08-02 01:33:37.411+00",245840918,"1"
"2021-08-02 01:33:37.411+00",322,"3"
"2021-08-02 01:33:37.411+00",276,"5"
"2021-08-02 01:33:37.411+00",368,"4"
"2021-08-02 01:33:37.411+00",427717693,"0"
"2021-08-02 01:34:07.411+00",428359939,"0"
"2021-08-02 01:34:07.411+00",368,"4"
"2021-08-02 01:34:07.411+00",460,"2"
"2021-08-02 01:34:07.411+00",322,"3"
"2021-08-02 01:34:07.411+00",245840918,"1"
"2021-08-02 01:34:07.411+00",276,"5"
"2021-08-02 01:34:37.411+00",428359939,"0"
"2021-08-02 01:34:37.411+00",368,"4"
"2021-08-02 01:34:37.411+00",460,"2"
"2021-08-02 01:34:37.411+00",246503366,"1"
"2021-08-02 01:34:37.411+00",322,"3"
"2021-08-02 01:34:37.411+00",276,"5"
"2021-08-02 01:35:07.411+00",247127048,"1"
"2021-08-02 01:35:07.411+00",322,"3"
"2021-08-02 01:35:07.411+00",276,"5"
"2021-08-02 01:35:07.411+00",428359939,"0"
"2021-08-02 01:35:07.411+00",460,"2"
"2021-08-02 01:35:07.411+00",368,"4"
"2021-08-02 01:35:37.411+00",460,"2"
"2021-08-02 01:35:37.411+00",276,"5"
"2021-08-02 01:35:37.411+00",322,"3"
"2021-08-02 01:35:37.411+00",247127048,"1"
"2021-08-02 01:35:37.411+00",368,"4"
"2021-08-02 01:35:37.411+00",428987170,"0"
"2021-08-02 01:36:07.413+00",254980484,"1"
"2021-08-02 01:36:07.413+00",322,"3"
"2021-08-02 01:36:07.413+00",276,"5"
"2021-08-02 01:36:07.413+00",460,"2"
"2021-08-02 01:36:07.413+00",429510811,"0"
"2021-08-02 01:36:07.413+00",368,"4"
"2021-08-02 01:36:37.411+00",368,"4"
"2021-08-02 01:36:37.411+00",263402822,"1"
"2021-08-02 01:36:37.411+00",322,"3"
"2021-08-02 01:36:37.411+00",276,"5"
"2021-08-02 01:36:37.411+00",429510811,"0"
"2021-08-02 01:36:37.411+00",460,"2"
"2021-08-02 01:37:07.411+00",322,"3"
