"time","bytesoutpersec_oneminuterate"
"2021-08-02 01:03:15.166+00",210624.34963230375
"2021-08-02 01:03:25.166+00",210698.92307398276
"2021-08-02 01:03:35.166+00",210730.4913590436
"2021-08-02 01:03:45.166+00",210548.28539576277
"2021-08-02 01:03:55.166+00",210414.75660718858
"2021-08-02 01:04:05.166+00",210071.88713473888
"2021-08-02 01:04:15.166+00",210244.64309093644
"2021-08-02 01:04:25.166+00",210113.45056444607
"2021-08-02 01:04:35.166+00",209926.82815229532
"2021-08-02 01:04:45.166+00",210309.4383245799
"2021-08-02 01:04:55.166+00",210508.0546339769
"2021-08-02 01:05:05.166+00",209633.17156768494
"2021-08-02 01:05:15.166+00",209682.3086966314
"2021-08-02 01:05:25.166+00",209170.18277325216
"2021-08-02 01:05:35.166+00",209154.98152371275
"2021-08-02 01:05:45.166+00",208865.26504513758
"2021-08-02 01:05:55.166+00",209333.2888883185
"2021-08-02 01:06:05.166+00",209284.41969748572
"2021-08-02 01:06:15.176+00",209310.07289777626
"2021-08-02 01:06:25.166+00",209441.57449097594
"2021-08-02 01:06:35.166+00",209257.50680750338
"2021-08-02 01:06:45.166+00",209576.8497006912
"2021-08-02 01:06:55.166+00",209955.137123403
"2021-08-02 01:07:05.166+00",209545.70419526348
"2021-08-02 01:07:15.166+00",209768.032649143
"2021-08-02 01:07:25.168+00",209530.4178932965
"2021-08-02 01:07:35.166+00",209848.8828950968
"2021-08-02 01:07:45.166+00",209612.82649953186
"2021-08-02 01:07:55.166+00",209691.35992910943
"2021-08-02 01:08:05.166+00",210086.49619400475
"2021-08-02 01:08:15.166+00",210491.2661526558
"2021-08-02 01:08:25.166+00",210782.295764223
"2021-08-02 01:08:35.166+00",210699.0128558935
"2021-08-02 01:08:45.166+00",210484.11675681593
"2021-08-02 01:08:55.166+00",210096.1544128602
"2021-08-02 01:09:05.166+00",209715.94800847038
"2021-08-02 01:09:15.166+00",210471.9123497728
"2021-08-02 01:09:25.166+00",210168.545067864
"2021-08-02 01:09:35.166+00",209962.16233417825
"2021-08-02 01:09:45.166+00",209667.31127337812
"2021-08-02 01:09:55.166+00",209813.70267972784
"2021-08-02 01:10:05.166+00",210383.28919038334
"2021-08-02 01:10:15.166+00",209965.3180701927
"2021-08-02 01:10:25.166+00",209639.86145328687
"2021-08-02 01:10:35.172+00",209832.40541835126
"2021-08-02 01:10:45.166+00",209933.8128805088
"2021-08-02 01:10:55.166+00",209908.10058838953
"2021-08-02 01:11:05.166+00",209742.63866043414
"2021-08-02 01:11:15.166+00",209934.3377610295
"2021-08-02 01:11:25.166+00",209995.98136024585
"2021-08-02 01:11:35.166+00",209986.64538330134
"2021-08-02 01:11:45.166+00",209956.58574351275
"2021-08-02 01:11:55.166+00",210241.58969110597
"2021-08-02 01:12:05.166+00",210348.19369831792
"2021-08-02 01:12:15.166+00",210315.82094645256
"2021-08-02 01:12:25.166+00",210736.0241527494
"2021-08-02 01:12:35.166+00",210616.30997511253
"2021-08-02 01:12:45.166+00",210462.00938286458
"2021-08-02 01:12:55.171+00",210135.47338131856
"2021-08-02 01:13:05.166+00",209821.17697239498
"2021-08-02 01:13:15.166+00",209451.31575391785
"2021-08-02 01:13:25.166+00",208794.91696108092
"2021-08-02 01:13:35.174+00",209148.3718321331
"2021-08-02 01:13:45.166+00",209265.71636293124
"2021-08-02 01:13:55.166+00",209586.28893674104
"2021-08-02 01:14:05.166+00",209931.5855639065
"2021-08-02 01:14:15.166+00",210132.5324767241
"2021-08-02 01:14:25.166+00",210281.03456213267
"2021-08-02 01:14:35.166+00",210008.4187214536
"2021-08-02 01:14:45.166+00",209666.82594780182
"2021-08-02 01:14:55.166+00",236528.02157053654
"2021-08-02 01:15:05.166+00",390057.54943937145
"2021-08-02 01:15:15.168+00",525867.9248131872
"2021-08-02 01:15:25.166+00",640125.6664956674
"2021-08-02 01:15:35.166+00",737201.250963984
"2021-08-02 01:15:45.166+00",821407.8176059929
"2021-08-02 01:15:55.166+00",891519.5982535764
"2021-08-02 01:16:05.166+00",950128.248923821
"2021-08-02 01:16:15.166+00",1000883.275388887
"2021-08-02 01:16:25.166+00",991436.2012145015
"2021-08-02 01:16:35.166+00",951262.1243509599
"2021-08-02 01:16:45.166+00",916492.5502074363
"2021-08-02 01:16:55.166+00",890062.0390912436
"2021-08-02 01:17:05.166+00",866748.5074239682
"2021-08-02 01:17:15.166+00",846559.5085836857
"2021-08-02 01:17:25.166+00",829636.4891197968
"2021-08-02 01:17:35.166+00",815485.8547444217
"2021-08-02 01:17:45.166+00",804775.5328799501
"2021-08-02 01:17:55.166+00",795311.2656841349
"2021-08-02 01:18:05.166+00",786447.6763515297
"2021-08-02 01:18:15.166+00",779952.5724720181
"2021-08-02 01:18:25.166+00",773712.2508319749
"2021-08-02 01:18:35.166+00",767722.9549699818
"2021-08-02 01:18:45.166+00",763756.873219735
"2021-08-02 01:18:55.166+00",826075.3367461863
"2021-08-02 01:19:05.166+00",925478.515297324
"2021-08-02 01:19:15.166+00",1008965.3684817309
"2021-08-02 01:19:25.166+00",1081343.9438801126
"2021-08-02 01:19:35.166+00",1141684.5546107185
"2021-08-02 01:19:45.173+00",1192017.161298075
"2021-08-02 01:19:55.166+00",1234931.509372164
"2021-08-02 01:20:05.166+00",1273374.6085112947
"2021-08-02 01:20:15.166+00",1307027.6645996673
"2021-08-02 01:20:25.166+00",1335112.8636233706
"2021-08-02 01:20:35.166+00",1355918.9393434473
"2021-08-02 01:20:45.166+00",1374642.7684747127
"2021-08-02 01:20:55.166+00",1391332.6237725024
"2021-08-02 01:21:05.166+00",1405235.490434468
"2021-08-02 01:21:15.166+00",1417205.6635832563
"2021-08-02 01:21:25.166+00",1427540.3558450306
"2021-08-02 01:21:35.166+00",1437046.2303213046
"2021-08-02 01:21:45.166+00",1444919.9460059248
"2021-08-02 01:21:55.166+00",1452662.2239817632
"2021-08-02 01:22:05.166+00",1457449.9457327744
"2021-08-02 01:22:15.166+00",1461018.3190079334
"2021-08-02 01:22:25.166+00",1464963.4501508158
"2021-08-02 01:22:35.166+00",1467919.4306149886
"2021-08-02 01:22:45.174+00",1471963.0377022265
"2021-08-02 01:22:55.17+00",1475431.5419039272
"2021-08-02 01:23:05.166+00",1477412.0012569344
"2021-08-02 01:23:15.166+00",1478849.3647970674
"2021-08-02 01:23:25.166+00",1480906.6241293487
"2021-08-02 01:23:35.166+00",1482605.030915075
"2021-08-02 01:23:45.166+00",1481485.326039736
"2021-08-02 01:23:55.166+00",1483030.678905394
"2021-08-02 01:24:05.166+00",1482909.561490204
"2021-08-02 01:24:15.166+00",1482532.7120400874
"2021-08-02 01:24:25.166+00",1485176.6962973943
"2021-08-02 01:24:35.166+00",1488321.6743709513
"2021-08-02 01:24:45.181+00",1484819.6767095206
"2021-08-02 01:24:55.166+00",1490149.721072761
"2021-08-02 01:25:05.166+00",1489959.1545442606
"2021-08-02 01:25:15.166+00",1490808.9533841668
"2021-08-02 01:25:25.166+00",1492447.622403798
"2021-08-02 01:25:35.166+00",1492696.8127011117
"2021-08-02 01:25:45.166+00",1492503.5849421837
"2021-08-02 01:25:55.166+00",1493905.0386979592
"2021-08-02 01:26:05.166+00",1492505.0229805731
"2021-08-02 01:26:15.166+00",1493346.136067878
"2021-08-02 01:26:25.166+00",1492252.2269705895
"2021-08-02 01:26:35.166+00",1492905.8402647125
"2021-08-02 01:26:45.166+00",1488519.225644445
"2021-08-02 01:26:55.166+00",1491002.1553446045
"2021-08-02 01:27:05.166+00",1492772.3372943238
"2021-08-02 01:27:15.166+00",1493727.648570156
"2021-08-02 01:27:25.166+00",1494441.4706667906
"2021-08-02 01:27:35.17+00",1495108.3472962014
"2021-08-02 01:27:45.166+00",1494407.239894187
"2021-08-02 01:27:55.166+00",1494173.1136066336
"2021-08-02 01:28:05.166+00",1493847.4958841754
"2021-08-02 01:28:15.166+00",1496229.2948148863
"2021-08-02 01:28:25.166+00",1496140.2326175538
"2021-08-02 01:28:35.166+00",1494620.3511805716
"2021-08-02 01:28:45.166+00",1494384.4666736948
"2021-08-02 01:28:55.17+00",1493646.733240877
"2021-08-02 01:29:05.166+00",1492183.8252070227
"2021-08-02 01:29:15.166+00",1491028.4553715303
"2021-08-02 01:29:25.166+00",1488273.9651644004
"2021-08-02 01:29:35.166+00",1490324.2194693277
"2021-08-02 01:29:45.177+00",1490257.713002572
"2021-08-02 01:29:55.166+00",1490779.2726895271
"2021-08-02 01:30:05.166+00",1491540.5802247487
"2021-08-02 01:30:15.166+00",1492144.023770129
"2021-08-02 01:30:25.166+00",1492411.3701775607
"2021-08-02 01:30:35.166+00",1492782.933873932
"2021-08-02 01:30:45.166+00",1493597.025325923
"2021-08-02 01:30:55.166+00",1493294.9850452722
"2021-08-02 01:31:05.166+00",1492468.695155825
"2021-08-02 01:31:15.166+00",1492303.872492115
"2021-08-02 01:31:25.166+00",1492478.578004341
"2021-08-02 01:31:35.166+00",1492495.134791682
"2021-08-02 01:31:45.166+00",1493577.6120875198
"2021-08-02 01:31:55.166+00",1491914.6939182002
"2021-08-02 01:32:05.166+00",1492915.797398479
"2021-08-02 01:32:15.166+00",1491839.3789271303
"2021-08-02 01:32:25.166+00",1491291.170600273
"2021-08-02 01:32:35.166+00",1490868.4511672624
"2021-08-02 01:32:45.166+00",1490937.6638199268
"2021-08-02 01:32:55.166+00",1491814.8575326414
"2021-08-02 01:33:05.166+00",1491501.3347433726
"2021-08-02 01:33:15.166+00",1490915.9258945666
"2021-08-02 01:33:25.166+00",1491634.6451055638
"2021-08-02 01:33:35.166+00",1491326.2502635312
"2021-08-02 01:33:45.166+00",1493204.6066216293
"2021-08-02 01:33:55.166+00",1491225.711257026
"2021-08-02 01:34:05.166+00",1492298.708595948
"2021-08-02 01:34:15.166+00",1491549.037911879
"2021-08-02 01:34:25.166+00",1491976.6999021666
"2021-08-02 01:34:35.166+00",1492340.9183753615
"2021-08-02 01:34:45.166+00",1491408.2257790891
"2021-08-02 01:34:55.166+00",1490096.2822575916
"2021-08-02 01:35:05.166+00",1490205.7154107534
"2021-08-02 01:35:15.166+00",1491311.0063978059
"2021-08-02 01:35:25.166+00",1490851.9540712847
"2021-08-02 01:35:35.166+00",1491642.639886243
"2021-08-02 01:35:45.166+00",1491660.456915182
"2021-08-02 01:35:55.166+00",1491538.9469561938
"2021-08-02 01:36:05.166+00",1491583.5266001888
"2021-08-02 01:36:15.166+00",1492522.4644505274
"2021-08-02 01:36:25.166+00",1492520.6040224284
"2021-08-02 01:36:35.166+00",1491575.4209089074
"2021-08-02 01:36:45.173+00",1490713.222160912
"2021-08-02 01:36:55.166+00",1490977.8966251868
"2021-08-02 01:37:05.166+00",1490413.2125979771
"2021-08-02 01:37:15.166+00",1488854.0241576934
"2021-08-02 01:37:25.166+00",1490448.7089717505
"2021-08-02 01:37:35.166+00",1489904.4085200592
"2021-08-02 01:37:45.166+00",1490514.1769762104
"2021-08-02 01:37:55.166+00",1490279.3965744947
"2021-08-02 01:38:05.166+00",1491080.2811226477
"2021-08-02 01:38:15.166+00",1491261.2024491683
"2021-08-02 01:38:25.166+00",1490050.764868965
"2021-08-02 01:38:35.166+00",1489320.9539943333
"2021-08-02 01:38:45.166+00",1488574.446151435
"2021-08-02 01:38:55.166+00",1488387.7134240791
"2021-08-02 01:39:05.166+00",1489878.3368533885
"2021-08-02 01:39:15.166+00",1488544.8438053136
"2021-08-02 01:39:25.166+00",1487651.1265105242
"2021-08-02 01:39:35.166+00",1488331.837558293
"2021-08-02 01:39:45.166+00",1488897.8594247152
"2021-08-02 01:39:55.172+00",1489820.3569159969
"2021-08-02 01:40:05.172+00",1488177.4294500705
"2021-08-02 01:40:15.166+00",1489201.2182723093
"2021-08-02 01:40:25.166+00",1489106.7220089228
"2021-08-02 01:40:35.166+00",1489794.2002119364
"2021-08-02 01:40:45.166+00",1487546.5861919734
"2021-08-02 01:40:55.166+00",1488735.4728788838
"2021-08-02 01:41:05.166+00",1487334.7455235482
"2021-08-02 01:41:15.166+00",1487265.1458908594
"2021-08-02 01:41:25.166+00",1485485.0702229394
"2021-08-02 01:41:35.166+00",1486592.3884531667
"2021-08-02 01:41:45.166+00",1486000.032074467
"2021-08-02 01:41:55.166+00",1486549.5861188946
"2021-08-02 01:42:05.166+00",1486825.0707912084
"2021-08-02 01:42:15.166+00",1488185.1529763795
"2021-08-02 01:42:25.166+00",1487621.738656149
"2021-08-02 01:42:35.166+00",1488673.8210412029
"2021-08-02 01:42:45.166+00",1488522.328959974
"2021-08-02 01:42:55.166+00",1489380.8228050785
"2021-08-02 01:43:05.166+00",1487329.3326272704
"2021-08-02 01:43:15.166+00",1487257.103423065
"2021-08-02 01:43:25.166+00",1487186.5913390773
"2021-08-02 01:43:35.166+00",1486571.2074948188
"2021-08-02 01:43:45.166+00",1484587.475866058
"2021-08-02 01:43:55.166+00",1486149.4677537351
"2021-08-02 01:44:05.166+00",1485451.7778950173
"2021-08-02 01:44:15.166+00",1485923.2388104324
"2021-08-02 01:44:25.166+00",1486544.3095911343
"2021-08-02 01:44:35.166+00",1486372.2047070735
"2021-08-02 01:44:45.166+00",1485304.079664607
"2021-08-02 01:44:55.166+00",1486393.631700447
"2021-08-02 01:45:05.166+00",1485916.3679307345
"2021-08-02 01:45:15.166+00",1488389.0679130845
"2021-08-02 01:45:25.166+00",1487106.9462107096
"2021-08-02 01:45:35.166+00",1487272.1688121345
"2021-08-02 01:45:45.166+00",1487661.7998276965
"2021-08-02 01:45:55.166+00",1488627.177655421
"2021-08-02 01:46:05.166+00",1487844.8191078524
"2021-08-02 01:46:15.166+00",1485085.7353594815
"2021-08-02 01:46:25.166+00",1487464.771814502
"2021-08-02 01:46:35.166+00",1487580.3052334238
"2021-08-02 01:46:45.166+00",1487488.8078771723
"2021-08-02 01:46:55.166+00",1488226.8625556936
"2021-08-02 01:47:05.166+00",1488241.5869768686
"2021-08-02 01:47:15.166+00",1488954.4905432446
"2021-08-02 01:47:25.166+00",1487915.8911917591
"2021-08-02 01:47:35.166+00",1488130.8977384816
"2021-08-02 01:47:45.166+00",1489474.0707748053
"2021-08-02 01:47:55.166+00",1489454.6531531536
"2021-08-02 01:48:05.166+00",1489813.7144909124
"2021-08-02 01:48:15.166+00",1489244.5971552618
"2021-08-02 01:48:25.166+00",1488686.6000284543
"2021-08-02 01:48:35.166+00",1488953.710121876
"2021-08-02 01:48:45.166+00",1487173.686214073
"2021-08-02 01:48:55.166+00",1488514.5814202973
"2021-08-02 01:49:05.169+00",1487432.785899109
"2021-08-02 01:49:15.166+00",1486912.3350870942
"2021-08-02 01:49:25.166+00",1486017.4262942167
"2021-08-02 01:49:35.166+00",1484529.4746860762
"2021-08-02 01:49:45.166+00",1486252.150170346
"2021-08-02 01:49:55.166+00",1485560.5634271803
"2021-08-02 01:50:05.166+00",1485940.335424302
"2021-08-02 01:50:15.166+00",1486479.064820455
"2021-08-02 01:50:25.166+00",1484726.119851579
"2021-08-02 01:50:35.166+00",1487416.9549299914
"2021-08-02 01:50:45.172+00",1486036.499987794
"2021-08-02 01:50:55.166+00",1485781.185994093
"2021-08-02 01:51:05.166+00",1484269.626870633
"2021-08-02 01:51:15.166+00",1485794.1231434066
"2021-08-02 01:51:25.166+00",1483835.5140267403
"2021-08-02 01:51:35.166+00",1484912.0587962277
"2021-08-02 01:51:45.166+00",1483431.624717097
"2021-08-02 01:51:55.168+00",1484226.0018050196
"2021-08-02 01:52:05.166+00",1484412.2202684553
"2021-08-02 01:52:15.166+00",1483676.1592506294
"2021-08-02 01:52:25.166+00",1484100.9526694284
"2021-08-02 01:52:35.166+00",1485145.3674556995
"2021-08-02 01:52:45.166+00",1483627.9706869978
"2021-08-02 01:52:55.166+00",1484044.085671634
"2021-08-02 01:53:05.166+00",1484064.6519387043
"2021-08-02 01:53:15.166+00",1482467.0507159883
"2021-08-02 01:53:25.166+00",1481276.728479062
"2021-08-02 01:53:35.166+00",1482185.6931362264
"2021-08-02 01:53:45.166+00",1480953.8365037283
"2021-08-02 01:53:55.166+00",1480631.1604551133
"2021-08-02 01:54:05.166+00",1480739.7788705344
"2021-08-02 01:54:15.166+00",1480188.9637316489
"2021-08-02 01:54:25.166+00",1480156.8757222875
"2021-08-02 01:54:35.166+00",1479577.0506462676
"2021-08-02 01:54:45.166+00",1478261.1316951571
"2021-08-02 01:54:55.166+00",1479035.9406151213
"2021-08-02 01:55:05.166+00",1478750.7981693968
"2021-08-02 01:55:15.166+00",1478907.2488828653
"2021-08-02 01:55:25.166+00",1479097.3796585689
"2021-08-02 01:55:35.166+00",1480110.4643603591
"2021-08-02 01:55:45.166+00",1478506.4147270673
"2021-08-02 01:55:55.166+00",1479664.773276052
"2021-08-02 01:56:05.166+00",1479919.1529950418
"2021-08-02 01:56:15.166+00",1480461.5397212869
"2021-08-02 01:56:25.166+00",1479778.4403384142
"2021-08-02 01:56:35.166+00",1479488.099570619
"2021-08-02 01:56:45.166+00",1479776.1461080369
"2021-08-02 01:56:55.166+00",1480406.9455260045
"2021-08-02 01:57:05.166+00",1478425.6861160097
"2021-08-02 01:57:15.173+00",1478607.4797410858
"2021-08-02 01:57:25.166+00",1477336.677172053
"2021-08-02 01:57:35.166+00",1478716.6620921516
"2021-08-02 01:57:45.166+00",1479450.3810243479
"2021-08-02 01:57:55.166+00",1479639.2976249382
"2021-08-02 01:58:05.166+00",1478532.7202619882
"2021-08-02 01:58:15.166+00",1478663.0345531139
"2021-08-02 01:58:25.166+00",1479817.6674639182
"2021-08-02 01:58:35.166+00",1480375.0999457552
"2021-08-02 01:58:45.166+00",1480082.0518666643
"2021-08-02 01:58:55.166+00",1480599.6072410685
"2021-08-02 01:59:05.166+00",1480059.3350799615
"2021-08-02 01:59:15.184+00",1481176.7587627387
"2021-08-02 01:59:25.166+00",1479698.1392804726
"2021-08-02 01:59:35.166+00",1480382.1370307705
"2021-08-02 01:59:45.166+00",1479093.92435537
"2021-08-02 01:59:55.166+00",1478495.254506866
"2021-08-02 02:00:05.166+00",1477815.620113993
"2021-08-02 02:00:15.166+00",1478098.973902957
"2021-08-02 02:00:25.166+00",1477742.2740675146
"2021-08-02 02:00:35.169+00",1478144.2529294635
"2021-08-02 02:00:45.166+00",1477777.4104356412
"2021-08-02 02:00:55.166+00",1478837.951249045
"2021-08-02 02:01:05.166+00",1478335.0360091263
"2021-08-02 02:01:15.166+00",1479380.0385842195
"2021-08-02 02:01:25.166+00",1478599.464070489
"2021-08-02 02:01:35.166+00",1478469.5417441917
"2021-08-02 02:01:45.166+00",1478825.2804309358
"2021-08-02 02:01:55.168+00",1480023.256797453
"2021-08-02 02:02:05.166+00",1479340.2302393066
"2021-08-02 02:02:15.166+00",1474424.1960764448
"2021-08-02 02:02:25.166+00",1362113.8900744286
"2021-08-02 02:02:35.166+00",1428885.267902499
"2021-08-02 02:02:45.18+00",1541792.2199057725
"2021-08-02 02:02:55.166+00",1637726.9135749012
"2021-08-02 02:03:05.166+00",1721646.1885141393
"2021-08-02 02:03:15.166+00",1792208.9988820136
"2021-08-02 02:03:25.166+00",1850334.1902041563
"2021-08-02 02:03:35.166+00",1902151.8025145272
"2021-08-02 02:03:45.166+00",1945525.1287616543
"2021-08-02 02:03:55.166+00",1983086.1798378136
"2021-08-02 02:04:05.166+00",1995036.2056269795
"2021-08-02 02:04:15.173+00",2032479.3870941538
"2021-08-02 02:04:25.166+00",2160690.0005842173
"2021-08-02 02:04:35.166+00",2266855.3828342366
"2021-08-02 02:04:45.171+00",2360469.381758267
"2021-08-02 02:04:55.166+00",2441007.5685823252
"2021-08-02 02:05:05.166+00",2506405.197439858
"2021-08-02 02:05:15.166+00",2566018.4137458
"2021-08-02 02:05:25.166+00",2611516.3100353642
"2021-08-02 02:05:35.166+00",2655251.198796157
"2021-08-02 02:05:45.166+00",2691418.660951436
"2021-08-02 02:05:55.166+00",2720338.1957251644
"2021-08-02 02:06:05.166+00",2743978.740837178
"2021-08-02 02:06:15.166+00",2766755.8835571194
"2021-08-02 02:06:25.166+00",2785830.2086541764
"2021-08-02 02:06:35.169+00",2800422.9674143647
"2021-08-02 02:06:45.166+00",2816779.01261887
"2021-08-02 02:06:55.166+00",2829150.6181865158
"2021-08-02 02:07:05.166+00",2836372.2760988143
"2021-08-02 02:07:15.169+00",2844997.502258149
"2021-08-02 02:07:25.166+00",2851102.167238231
"2021-08-02 02:07:35.181+00",2854566.242146394
"2021-08-02 02:07:45.166+00",2858286.584905714
"2021-08-02 02:07:55.166+00",2865172.304379418
"2021-08-02 02:08:05.176+00",2871738.7250852995
"2021-08-02 02:08:15.166+00",2878184.2093472686
"2021-08-02 02:08:25.171+00",2881567.2438391787
"2021-08-02 02:08:35.166+00",2882579.9166394505
"2021-08-02 02:08:45.166+00",2885355.1955888164
"2021-08-02 02:08:55.166+00",2889475.2289349716
"2021-08-02 02:09:05.182+00",2891530.2745346194
"2021-08-02 02:09:15.166+00",2891430.012084414
"2021-08-02 02:09:25.166+00",2890894.3457324887
"2021-08-02 02:09:35.166+00",2894096.6659784573
"2021-08-02 02:09:45.166+00",2896802.494606776
"2021-08-02 02:09:55.166+00",2899790.0311596096
"2021-08-02 02:10:05.166+00",2900214.8043921427
"2021-08-02 02:10:15.166+00",2898564.642225769
"2021-08-02 02:10:25.166+00",2899310.868043457
"2021-08-02 02:10:35.166+00",2898506.878647314
"2021-08-02 02:10:45.166+00",2900260.388087763
"2021-08-02 02:10:55.166+00",2902620.735420794
"2021-08-02 02:11:05.166+00",2904343.5982607803
"2021-08-02 02:11:15.166+00",2903215.8955711517
"2021-08-02 02:11:25.169+00",2903389.004126957
"2021-08-02 02:11:35.169+00",2901706.5122732064
"2021-08-02 02:11:45.166+00",2900284.722222896
"2021-08-02 02:11:55.166+00",2902115.096166112
"2021-08-02 02:12:05.166+00",2901776.620127447
"2021-08-02 02:12:15.166+00",2902503.053175957
"2021-08-02 02:12:25.166+00",2900668.2021428756
"2021-08-02 02:12:35.166+00",2901163.882821253
"2021-08-02 02:12:45.166+00",2902317.3921185923
"2021-08-02 02:12:55.166+00",2900166.364885958
"2021-08-02 02:13:05.166+00",2899522.7427916946
"2021-08-02 02:13:15.17+00",2899961.1295776917
"2021-08-02 02:13:25.166+00",2899221.2098969882
"2021-08-02 02:13:35.166+00",2900855.4327791603
"2021-08-02 02:13:45.172+00",2902515.259710359
"2021-08-02 02:13:55.166+00",2903550.7076093876
"2021-08-02 02:14:05.166+00",2901881.7976563782
"2021-08-02 02:14:15.166+00",2901890.975181202
"2021-08-02 02:14:25.166+00",2902084.306155593
"2021-08-02 02:14:35.166+00",2901383.917965243
"2021-08-02 02:14:45.166+00",2901471.1424310794
"2021-08-02 02:14:55.175+00",2904007.825014127
"2021-08-02 02:15:05.166+00",2900271.177728724
"2021-08-02 02:15:15.166+00",2900932.761027546
"2021-08-02 02:15:25.166+00",2901235.9032296
"2021-08-02 02:15:35.166+00",2898632.4519925723
"2021-08-02 02:15:45.166+00",2897103.4115223093
"2021-08-02 02:15:55.166+00",2897552.3892811295
"2021-08-02 02:16:05.166+00",2894687.4366924902
"2021-08-02 02:16:15.166+00",2896666.1440220256
"2021-08-02 02:16:25.166+00",2897020.523314698
"2021-08-02 02:16:35.166+00",2897927.718291786
"2021-08-02 02:16:45.166+00",2894255.5893063094
"2021-08-02 02:16:55.166+00",2896370.7838748586
"2021-08-02 02:17:05.166+00",2896671.292511824
"2021-08-02 02:17:15.166+00",2896397.6882184367
"2021-08-02 02:17:25.176+00",2896279.218786197
"2021-08-02 02:17:35.166+00",2897112.99023254
"2021-08-02 02:17:45.166+00",2897034.650939635
