"time","memory_used_bytes","executor"
"2021-08-02 00:59:37.411+00",35324367,"0"
"2021-08-02 00:59:37.411+00",24013948,"2"
"2021-08-02 00:59:37.411+00",31574,"4"
"2021-08-02 00:59:37.411+00",23725469,"3"
"2021-08-02 00:59:37.411+00",23413914,"5"
"2021-08-02 01:00:07.411+00",24687688,"1"
"2021-08-02 01:00:07.411+00",35311263,"0"
"2021-08-02 01:00:07.411+00",24681579,"2"
"2021-08-02 01:00:07.411+00",31574,"4"
"2021-08-02 01:00:07.411+00",24326915,"3"
"2021-08-02 01:00:07.411+00",24294890,"5"
"2021-08-02 01:00:37.411+00",24180974,"1"
"2021-08-02 01:00:37.411+00",31574,"4"
"2021-08-02 01:00:37.411+00",24123934,"2"
"2021-08-02 01:00:37.411+00",33470209,"0"
"2021-08-02 01:00:37.411+00",24002561,"5"
"2021-08-02 01:00:37.411+00",24055399,"3"
"2021-08-02 01:01:07.411+00",23985022,"2"
"2021-08-02 01:01:07.411+00",23781337,"3"
"2021-08-02 01:01:07.411+00",24128343,"1"
"2021-08-02 01:01:07.411+00",31574,"4"
"2021-08-02 01:01:07.411+00",33263450,"0"
"2021-08-02 01:01:07.411+00",23769108,"5"
"2021-08-02 01:01:37.411+00",31574,"4"
"2021-08-02 01:01:37.411+00",24284578,"2"
"2021-08-02 01:01:37.411+00",24532635,"1"
"2021-08-02 01:01:37.411+00",34721643,"0"
"2021-08-02 01:01:37.411+00",24167989,"3"
"2021-08-02 01:01:37.411+00",23932013,"5"
"2021-08-02 01:02:07.411+00",16880629,"2"
"2021-08-02 01:02:07.411+00",16677479,"3"
"2021-08-02 01:02:07.411+00",16894415,"1"
"2021-08-02 01:02:07.411+00",31574,"4"
"2021-08-02 01:02:07.411+00",16506135,"5"
"2021-08-02 01:02:07.411+00",24777812,"0"
"2021-08-02 01:02:37.411+00",7999762,"2"
"2021-08-02 01:02:37.411+00",7905391,"1"
"2021-08-02 01:02:37.411+00",7839756,"3"
"2021-08-02 01:02:37.411+00",7778872,"5"
"2021-08-02 01:02:37.411+00",12028283,"0"
"2021-08-02 01:02:37.411+00",31574,"4"
"2021-08-02 01:03:07.411+00",320138,"3"
"2021-08-02 01:03:07.411+00",327215,"2"
"2021-08-02 01:03:07.411+00",31574,"4"
"2021-08-02 01:03:07.411+00",347043,"1"
"2021-08-02 01:03:07.411+00",320475,"5"
"2021-08-02 01:03:07.411+00",369514,"0"
"2021-08-02 01:03:37.413+00",362940,"1"
"2021-08-02 01:03:37.413+00",380814,"0"
"2021-08-02 01:03:37.413+00",345692,"2"
"2021-08-02 01:03:37.413+00",31574,"4"
"2021-08-02 01:03:37.413+00",335919,"3"
"2021-08-02 01:03:37.413+00",338278,"5"
"2021-08-02 01:04:07.411+00",332341,"5"
"2021-08-02 01:04:07.411+00",368669,"0"
"2021-08-02 01:04:07.411+00",343799,"2"
"2021-08-02 01:04:07.411+00",31574,"4"
"2021-08-02 01:04:07.411+00",357535,"1"
"2021-08-02 01:04:07.411+00",336722,"3"
"2021-08-02 01:04:37.411+00",337338,"2"
"2021-08-02 01:04:37.411+00",361534,"0"
"2021-08-02 01:04:37.411+00",334979,"5"
"2021-08-02 01:04:37.411+00",332620,"3"
"2021-08-02 01:04:37.411+00",352422,"1"
"2021-08-02 01:04:37.411+00",31574,"4"
"2021-08-02 01:05:07.411+00",31574,"4"
"2021-08-02 01:05:07.411+00",357188,"0"
"2021-08-02 01:05:07.411+00",330935,"5"
"2021-08-02 01:05:07.411+00",333968,"3"
"2021-08-02 01:05:07.411+00",349761,"1"
"2021-08-02 01:05:07.411+00",323184,"2"
"2021-08-02 01:05:37.411+00",339755,"3"
"2021-08-02 01:05:37.411+00",349804,"1"
"2021-08-02 01:05:37.411+00",31574,"4"
"2021-08-02 01:05:37.411+00",359469,"0"
"2021-08-02 01:05:37.411+00",330319,"2"
"2021-08-02 01:05:37.411+00",331667,"5"
"2021-08-02 01:06:07.411+00",333294,"5"
"2021-08-02 01:06:07.411+00",342393,"3"
"2021-08-02 01:06:07.411+00",363393,"1"
"2021-08-02 01:06:07.411+00",31574,"4"
"2021-08-02 01:06:07.411+00",330598,"2"
"2021-08-02 01:06:07.411+00",357772,"0"
"2021-08-02 01:06:37.411+00",373728,"0"
"2021-08-02 01:06:37.411+00",338349,"3"
"2021-08-02 01:06:37.411+00",31574,"4"
"2021-08-02 01:06:37.411+00",345426,"2"
"2021-08-02 01:06:37.411+00",337001,"5"
"2021-08-02 01:06:37.411+00",358792,"1"
"2021-08-02 01:07:07.411+00",332620,"5"
"2021-08-02 01:07:07.411+00",366182,"0"
"2021-08-02 01:07:07.411+00",334305,"2"
"2021-08-02 01:07:07.411+00",31574,"4"
"2021-08-02 01:07:07.411+00",362704,"1"
"2021-08-02 01:07:07.411+00",322173,"3"
"2021-08-02 01:07:37.411+00",1952540,"3"
"2021-08-02 01:07:37.411+00",2180852,"0"
"2021-08-02 01:07:37.411+00",1916347,"5"
"2021-08-02 01:07:37.411+00",1980635,"1"
"2021-08-02 01:07:37.411+00",2005140,"2"
"2021-08-02 01:07:37.411+00",31574,"4"
"2021-08-02 01:08:07.411+00",31574,"4"
"2021-08-02 01:08:07.411+00",3270739,"2"
"2021-08-02 01:08:07.411+00",3649304,"0"
"2021-08-02 01:08:07.411+00",3236063,"5"
"2021-08-02 01:08:07.411+00",3235421,"3"
"2021-08-02 01:08:07.411+00",3288239,"1"
"2021-08-02 01:08:37.411+00",31574,"4"
"2021-08-02 01:08:37.411+00",4146750,"3"
"2021-08-02 01:08:37.411+00",4132397,"5"
"2021-08-02 01:08:37.411+00",4034881,"1"
"2021-08-02 01:08:37.411+00",4618098,"0"
"2021-08-02 01:08:37.411+00",4184739,"2"
"2021-08-02 01:09:07.411+00",3606299,"1"
"2021-08-02 01:09:07.411+00",4201921,"0"
"2021-08-02 01:09:07.411+00",3599964,"2"
"2021-08-02 01:09:07.411+00",31574,"4"
"2021-08-02 01:09:07.411+00",3570586,"3"
"2021-08-02 01:09:07.411+00",3592698,"5"
"2021-08-02 01:09:37.411+00",4269775,"0"
"2021-08-02 01:09:37.411+00",3767437,"2"
"2021-08-02 01:09:37.411+00",31574,"4"
"2021-08-02 01:09:37.411+00",3723079,"1"
"2021-08-02 01:09:37.411+00",3722194,"3"
"2021-08-02 01:09:37.411+00",3669586,"5"
"2021-08-02 01:10:07.411+00",3827860,"2"
"2021-08-02 01:10:07.411+00",3745230,"5"
"2021-08-02 01:10:07.411+00",3840837,"3"
"2021-08-02 01:10:07.411+00",31574,"4"
"2021-08-02 01:10:07.411+00",3885050,"1"
"2021-08-02 01:10:07.411+00",4381191,"0"
"2021-08-02 01:10:37.411+00",3659189,"5"
"2021-08-02 01:10:37.411+00",31574,"4"
"2021-08-02 01:10:37.411+00",3747417,"3"
"2021-08-02 01:10:37.411+00",3749213,"1"
"2021-08-02 01:10:37.411+00",4224074,"0"
"2021-08-02 01:10:37.411+00",3711759,"2"
"2021-08-02 01:11:07.411+00",31574,"4"
"2021-08-02 01:11:07.411+00",3582956,"3"
"2021-08-02 01:11:07.411+00",3597301,"1"
"2021-08-02 01:11:07.411+00",3511794,"5"
"2021-08-02 01:11:07.411+00",4082950,"0"
"2021-08-02 01:11:07.411+00",3560201,"2"
"2021-08-02 01:11:37.411+00",3575985,"5"
"2021-08-02 01:11:37.411+00",4138091,"0"
"2021-08-02 01:11:37.411+00",3591041,"3"
"2021-08-02 01:11:37.411+00",31574,"4"
"2021-08-02 01:11:37.411+00",3665315,"1"
"2021-08-02 01:11:37.411+00",3629892,"2"
"2021-08-02 01:12:07.411+00",3760930,"2"
"2021-08-02 01:12:07.411+00",4284642,"0"
"2021-08-02 01:12:07.411+00",3718916,"3"
"2021-08-02 01:12:07.411+00",3727167,"5"
"2021-08-02 01:12:07.411+00",3832181,"1"
"2021-08-02 01:12:07.411+00",31574,"4"
"2021-08-02 01:12:37.411+00",2969670,"0"
"2021-08-02 01:12:37.411+00",2559490,"3"
"2021-08-02 01:12:37.411+00",2655384,"1"
"2021-08-02 01:12:37.411+00",2612554,"2"
"2021-08-02 01:12:37.411+00",31574,"4"
"2021-08-02 01:12:37.411+00",2584371,"5"
"2021-08-02 01:13:07.411+00",31574,"4"
"2021-08-02 01:13:07.411+00",1326973,"1"
"2021-08-02 01:13:07.411+00",1279815,"3"
"2021-08-02 01:13:07.411+00",1296472,"5"
"2021-08-02 01:13:07.411+00",1474967,"0"
"2021-08-02 01:13:07.411+00",1302529,"2"
"2021-08-02 01:13:37.414+00",31574,"4"
"2021-08-02 01:13:37.414+00",313502,"2"
"2021-08-02 01:13:37.414+00",351403,"0"
"2021-08-02 01:13:37.414+00",311143,"5"
"2021-08-02 01:13:37.414+00",309795,"3"
"2021-08-02 01:13:37.414+00",341280,"1"
"2021-08-02 01:14:07.411+00",330319,"3"
"2021-08-02 01:14:07.411+00",332341,"5"
"2021-08-02 01:14:07.411+00",359641,"1"
"2021-08-02 01:14:07.411+00",337059,"2"
"2021-08-02 01:14:07.411+00",358185,"0"
"2021-08-02 01:14:07.411+00",31574,"4"
"2021-08-02 01:14:37.411+00",326554,"3"
"2021-08-02 01:14:37.411+00",345426,"5"
"2021-08-02 01:14:37.411+00",352479,"0"
"2021-08-02 01:14:37.411+00",375961,"1"
"2021-08-02 01:14:37.411+00",31574,"4"
"2021-08-02 01:14:37.411+00",342056,"2"
"2021-08-02 01:15:07.411+00",422619,"0"
"2021-08-02 01:15:07.411+00",422599,"5"
"2021-08-02 01:15:07.411+00",405075,"3"
"2021-08-02 01:15:07.411+00",453973,"1"
"2021-08-02 01:15:07.411+00",411141,"2"
"2021-08-02 01:15:07.411+00",31574,"4"
"2021-08-02 01:15:37.411+00",519782,"1"
"2021-08-02 01:15:37.411+00",478262,"2"
"2021-08-02 01:15:37.411+00",492472,"0"
"2021-08-02 01:15:37.411+00",485002,"5"
"2021-08-02 01:15:37.411+00",31574,"4"
"2021-08-02 01:15:37.411+00",474892,"3"
"2021-08-02 01:16:07.411+00",528812,"2"
"2021-08-02 01:16:07.411+00",556789,"0"
"2021-08-02 01:16:07.411+00",31574,"4"
"2021-08-02 01:16:07.411+00",559714,"1"
"2021-08-02 01:16:07.411+00",536900,"3"
"2021-08-02 01:16:07.411+00",530160,"5"
"2021-08-02 01:16:37.411+00",536132,"1"
"2021-08-02 01:16:37.411+00",31574,"4"
"2021-08-02 01:16:37.411+00",504490,"5"
"2021-08-02 01:16:37.411+00",506175,"2"
"2021-08-02 01:16:37.411+00",532501,"0"
"2021-08-02 01:16:37.411+00",513926,"3"
"2021-08-02 01:17:07.411+00",530259,"0"
"2021-08-02 01:17:07.411+00",31574,"4"
"2021-08-02 01:17:07.411+00",494043,"2"
"2021-08-02 01:17:07.411+00",494380,"5"
"2021-08-02 01:17:07.411+00",526997,"1"
"2021-08-02 01:17:07.411+00",505838,"3"
"2021-08-02 01:17:37.411+00",541112,"0"
"2021-08-02 01:17:37.411+00",508592,"2"
"2021-08-02 01:17:37.411+00",31574,"4"
"2021-08-02 01:17:37.411+00",507581,"5"
"2021-08-02 01:17:37.411+00",518365,"3"
"2021-08-02 01:17:37.411+00",541894,"1"
"2021-08-02 01:18:07.411+00",509940,"5"
"2021-08-02 01:18:07.411+00",516006,"3"
"2021-08-02 01:18:07.411+00",539132,"1"
"2021-08-02 01:18:07.411+00",31574,"4"
"2021-08-02 01:18:07.411+00",509266,"2"
"2021-08-02 01:18:07.411+00",537339,"0"
"2021-08-02 01:18:37.411+00",522014,"3"
"2021-08-02 01:18:37.411+00",520329,"2"
"2021-08-02 01:18:37.411+00",552427,"0"
"2021-08-02 01:18:37.411+00",31574,"4"
"2021-08-02 01:18:37.411+00",551524,"1"
"2021-08-02 01:18:37.411+00",515948,"5"
"2021-08-02 01:19:07.411+00",508197,"2"
"2021-08-02 01:19:07.411+00",521488,"1"
"2021-08-02 01:19:07.411+00",508871,"3"
"2021-08-02 01:19:07.411+00",503816,"5"
"2021-08-02 01:19:07.411+00",524413,"0"
"2021-08-02 01:19:07.411+00",31574,"4"
"2021-08-02 01:19:37.411+00",503537,"5"
"2021-08-02 01:19:37.411+00",531694,"0"
"2021-08-02 01:19:37.411+00",507581,"2"
"2021-08-02 01:19:37.411+00",31574,"4"
"2021-08-02 01:19:37.411+00",528432,"1"
"2021-08-02 01:19:37.411+00",507918,"3"
"2021-08-02 01:20:07.411+00",521101,"0"
"2021-08-02 01:20:07.411+00",503874,"3"
"2021-08-02 01:20:07.411+00",524295,"1"
"2021-08-02 01:20:07.411+00",31574,"4"
"2021-08-02 01:20:07.411+00",501515,"2"
"2021-08-02 01:20:07.411+00",499493,"5"
"2021-08-02 01:20:37.411+00",495391,"2"
"2021-08-02 01:20:37.411+00",519358,"1"
"2021-08-02 01:20:37.411+00",500783,"3"
"2021-08-02 01:20:37.411+00",493369,"5"
"2021-08-02 01:20:37.411+00",31574,"4"
"2021-08-02 01:20:37.411+00",515422,"0"
"2021-08-02 01:21:07.411+00",540121,"1"
"2021-08-02 01:21:07.411+00",31574,"4"
"2021-08-02 01:21:07.411+00",501457,"2"
"2021-08-02 01:21:07.411+00",526965,"0"
"2021-08-02 01:21:07.411+00",499772,"5"
"2021-08-02 01:21:07.411+00",508534,"3"
"2021-08-02 01:21:37.411+00",502863,"3"
"2021-08-02 01:21:37.411+00",31574,"4"
"2021-08-02 01:21:37.411+00",498482,"2"
"2021-08-02 01:21:37.411+00",526217,"0"
"2021-08-02 01:21:37.411+00",496797,"5"
"2021-08-02 01:21:37.411+00",540047,"1"
"2021-08-02 01:22:07.411+00",31574,"4"
"2021-08-02 01:22:07.411+00",517691,"3"
"2021-08-02 01:22:07.411+00",512973,"5"
"2021-08-02 01:22:07.411+00",531960,"0"
"2021-08-02 01:22:07.411+00",515332,"2"
"2021-08-02 01:22:07.411+00",547475,"1"
"2021-08-02 01:22:37.411+00",31574,"4"
"2021-08-02 01:22:37.411+00",506512,"5"
"2021-08-02 01:22:37.411+00",512915,"3"
"2021-08-02 01:22:37.411+00",546425,"1"
"2021-08-02 01:22:37.411+00",531584,"0"
"2021-08-02 01:22:37.411+00",510556,"2"
"2021-08-02 01:23:07.411+00",20509918,"1"
"2021-08-02 01:23:07.411+00",19206022,"5"
"2021-08-02 01:23:07.411+00",19724308,"3"
"2021-08-02 01:23:07.411+00",31574,"4"
"2021-08-02 01:23:07.411+00",18132907,"2"
"2021-08-02 01:23:07.411+00",19605878,"0"
"2021-08-02 01:23:37.411+00",63952203,"1"
"2021-08-02 01:23:37.411+00",59490344,"5"
"2021-08-02 01:23:37.411+00",60068405,"3"
"2021-08-02 01:23:37.411+00",59667260,"2"
"2021-08-02 01:23:37.411+00",59639956,"0"
"2021-08-02 01:23:37.411+00",31574,"4"
"2021-08-02 01:24:07.411+00",31574,"4"
"2021-08-02 01:24:07.411+00",106047845,"1"
"2021-08-02 01:24:07.411+00",99157027,"3"
"2021-08-02 01:24:07.411+00",99332402,"5"
"2021-08-02 01:24:07.411+00",99093243,"2"
"2021-08-02 01:24:07.411+00",99139170,"0"
"2021-08-02 01:24:37.411+00",134917479,"1"
"2021-08-02 01:24:37.411+00",126204805,"5"
"2021-08-02 01:24:37.411+00",126504848,"0"
"2021-08-02 01:24:37.411+00",31574,"4"
"2021-08-02 01:24:37.411+00",126289055,"2"
"2021-08-02 01:24:37.411+00",125906511,"3"
"2021-08-02 01:25:07.411+00",144763777,"2"
"2021-08-02 01:25:07.411+00",145314276,"0"
"2021-08-02 01:25:07.411+00",144381908,"3"
"2021-08-02 01:25:07.411+00",144439767,"5"
"2021-08-02 01:25:07.411+00",31574,"4"
"2021-08-02 01:25:07.411+00",155308714,"1"
"2021-08-02 01:25:37.411+00",31574,"4"
"2021-08-02 01:25:37.411+00",141876873,"5"
"2021-08-02 01:25:37.411+00",143508456,"3"
"2021-08-02 01:25:37.411+00",143730852,"0"
"2021-08-02 01:25:37.411+00",143323320,"2"
"2021-08-02 01:25:37.411+00",154209063,"1"
"2021-08-02 01:26:07.411+00",143466346,"2"
"2021-08-02 01:26:07.411+00",144387352,"0"
"2021-08-02 01:26:07.411+00",143212184,"5"
"2021-08-02 01:26:07.411+00",143645404,"3"
"2021-08-02 01:26:07.411+00",153722820,"1"
"2021-08-02 01:26:07.411+00",31574,"4"
"2021-08-02 01:26:37.411+00",31574,"4"
"2021-08-02 01:26:37.411+00",142900126,"2"
"2021-08-02 01:26:37.411+00",143175528,"3"
"2021-08-02 01:26:37.411+00",142332024,"5"
"2021-08-02 01:26:37.411+00",152992836,"1"
"2021-08-02 01:26:37.411+00",143393083,"0"
"2021-08-02 01:27:07.411+00",134035217,"3"
"2021-08-02 01:27:07.411+00",134654429,"2"
"2021-08-02 01:27:07.411+00",134413304,"0"
"2021-08-02 01:27:07.411+00",31574,"4"
"2021-08-02 01:27:07.411+00",134196784,"5"
"2021-08-02 01:27:07.411+00",143420010,"1"
"2021-08-02 01:27:37.411+00",137662402,"3"
"2021-08-02 01:27:37.411+00",137858241,"5"
"2021-08-02 01:27:37.411+00",147589851,"1"
"2021-08-02 01:27:37.411+00",31574,"4"
"2021-08-02 01:27:37.411+00",138530557,"2"
"2021-08-02 01:27:37.411+00",138009580,"0"
"2021-08-02 01:28:07.411+00",115991675,"5"
"2021-08-02 01:28:07.411+00",115583093,"3"
"2021-08-02 01:28:07.411+00",125365953,"1"
"2021-08-02 01:28:07.411+00",31574,"4"
"2021-08-02 01:28:07.411+00",116478332,"2"
"2021-08-02 01:28:07.411+00",115740083,"0"
"2021-08-02 01:28:37.411+00",31574,"4"
"2021-08-02 01:28:37.411+00",81986531,"2"
"2021-08-02 01:28:37.411+00",81636735,"0"
"2021-08-02 01:28:37.411+00",81607255,"5"
"2021-08-02 01:28:37.411+00",81379343,"3"
"2021-08-02 01:28:37.411+00",90818389,"1"
"2021-08-02 01:29:07.411+00",50413419,"5"
"2021-08-02 01:29:07.411+00",50353772,"3"
"2021-08-02 01:29:07.411+00",59010589,"1"
"2021-08-02 01:29:07.411+00",31574,"4"
"2021-08-02 01:29:07.411+00",50678346,"2"
"2021-08-02 01:29:07.411+00",50623131,"0"
"2021-08-02 01:29:37.411+00",14281050,"1"
"2021-08-02 01:29:37.411+00",6898777,"2"
"2021-08-02 01:29:37.411+00",6783628,"0"
"2021-08-02 01:29:37.411+00",6722408,"5"
"2021-08-02 01:29:37.411+00",6851150,"3"
"2021-08-02 01:29:37.411+00",31574,"4"
"2021-08-02 01:30:07.411+00",31574,"4"
"2021-08-02 01:30:07.411+00",5204679,"3"
"2021-08-02 01:30:07.411+00",5097491,"5"
"2021-08-02 01:30:07.411+00",5214244,"0"
"2021-08-02 01:30:07.411+00",5244340,"2"
"2021-08-02 01:30:07.411+00",10693135,"1"
"2021-08-02 01:30:37.411+00",31574,"4"
"2021-08-02 01:30:37.411+00",1066419,"2"
"2021-08-02 01:30:37.411+00",1100425,"0"
"2021-08-02 01:30:37.411+00",1043456,"5"
"2021-08-02 01:30:37.411+00",1069314,"3"
"2021-08-02 01:30:37.411+00",2034898,"1"
"2021-08-02 01:31:07.411+00",138113,"2"
"2021-08-02 01:31:07.411+00",132721,"5"
"2021-08-02 01:31:07.411+00",166885,"1"
"2021-08-02 01:31:07.411+00",31574,"4"
"2021-08-02 01:31:07.411+00",138450,"3"
"2021-08-02 01:31:07.411+00",159043,"0"
"2021-08-02 01:31:37.411+00",279827,"3"
"2021-08-02 01:31:37.411+00",304198,"0"
"2021-08-02 01:31:37.411+00",284208,"2"
"2021-08-02 01:31:37.411+00",31574,"4"
"2021-08-02 01:31:37.411+00",301381,"1"
"2021-08-02 01:31:37.411+00",278479,"5"
"2021-08-02 01:32:07.411+00",31574,"4"
"2021-08-02 01:32:07.411+00",448606,"2"
"2021-08-02 01:32:07.411+00",473202,"0"
"2021-08-02 01:32:07.411+00",442540,"5"
"2021-08-02 01:32:07.411+00",445236,"3"
"2021-08-02 01:32:07.411+00",467460,"1"
"2021-08-02 01:32:37.411+00",530776,"2"
"2021-08-02 01:32:37.411+00",31574,"4"
"2021-08-02 01:32:37.411+00",550422,"1"
"2021-08-02 01:32:37.411+00",532124,"3"
"2021-08-02 01:32:37.411+00",529091,"5"
"2021-08-02 01:32:37.411+00",562590,"0"
"2021-08-02 01:33:07.411+00",515001,"0"
"2021-08-02 01:33:07.411+00",487640,"2"
"2021-08-02 01:33:07.411+00",31574,"4"
"2021-08-02 01:33:07.411+00",510031,"1"
"2021-08-02 01:33:07.411+00",489325,"3"
"2021-08-02 01:33:07.411+00",483596,"5"
"2021-08-02 01:33:37.411+00",513290,"1"
"2021-08-02 01:33:37.411+00",486908,"5"
"2021-08-02 01:33:37.411+00",491289,"3"
"2021-08-02 01:33:37.411+00",31574,"4"
"2021-08-02 01:33:37.411+00",491963,"2"
"2021-08-02 01:33:37.411+00",512073,"0"
"2021-08-02 01:34:07.411+00",532962,"1"
"2021-08-02 01:34:07.411+00",31574,"4"
"2021-08-02 01:34:07.411+00",507918,"2"
"2021-08-02 01:34:07.411+00",529026,"0"
"2021-08-02 01:34:07.411+00",502526,"5"
"2021-08-02 01:34:07.411+00",506570,"3"
"2021-08-02 01:34:37.411+00",545923,"0"
"2021-08-02 01:34:37.411+00",521003,"2"
"2021-08-02 01:34:37.411+00",31574,"4"
"2021-08-02 01:34:37.411+00",553229,"1"
"2021-08-02 01:34:37.411+00",520666,"3"
"2021-08-02 01:34:37.411+00",519318,"5"
"2021-08-02 01:35:07.411+00",508534,"3"
"2021-08-02 01:35:07.411+00",504490,"2"
"2021-08-02 01:35:07.411+00",31574,"4"
"2021-08-02 01:35:07.411+00",540379,"1"
"2021-08-02 01:35:07.411+00",530040,"0"
"2021-08-02 01:35:07.411+00",503479,"5"
"2021-08-02 01:35:37.411+00",31574,"4"
"2021-08-02 01:35:37.411+00",526755,"0"
