"time","current_consumer_offset","consumergroup","kafka_partition"
"2021-08-02 00:52:04.576+00",286980,"bullet-consumer-group","0"
"2021-08-02 00:52:04.576+00",285781,"bullet-consumer-group","3"
"2021-08-02 00:52:04.576+00",285675,"bullet-consumer-group","4"
"2021-08-02 00:52:04.576+00",285919,"bullet-consumer-group","1"
"2021-08-02 00:52:14.576+00",287797,"bullet-consumer-group","4"
"2021-08-02 00:52:14.576+00",287921,"bullet-consumer-group","3"
"2021-08-02 00:52:14.576+00",288040,"bullet-consumer-group","1"
"2021-08-02 00:52:14.576+00",288185,"bullet-consumer-group","2"
"2021-08-02 00:52:14.576+00",289013,"bullet-consumer-group","0"
"2021-08-02 00:52:24.576+00",291200,"bullet-consumer-group","0"
"2021-08-02 00:52:24.576+00",290352,"bullet-consumer-group","2"
"2021-08-02 00:52:24.576+00",290078,"bullet-consumer-group","3"
"2021-08-02 00:52:24.576+00",290265,"bullet-consumer-group","1"
"2021-08-02 00:52:24.576+00",289946,"bullet-consumer-group","4"
"2021-08-02 00:52:34.576+00",292510,"bullet-consumer-group","2"
"2021-08-02 00:52:34.576+00",292391,"bullet-consumer-group","1"
"2021-08-02 00:52:34.576+00",292029,"bullet-consumer-group","4"
"2021-08-02 00:52:34.576+00",293314,"bullet-consumer-group","0"
"2021-08-02 00:52:34.576+00",292221,"bullet-consumer-group","3"
"2021-08-02 00:52:44.576+00",295452,"bullet-consumer-group","0"
"2021-08-02 00:52:44.576+00",294300,"bullet-consumer-group","3"
"2021-08-02 00:52:44.576+00",294596,"bullet-consumer-group","1"
"2021-08-02 00:52:44.576+00",294077,"bullet-consumer-group","4"
"2021-08-02 00:52:44.576+00",294666,"bullet-consumer-group","2"
"2021-08-02 00:52:54.576+00",297617,"bullet-consumer-group","0"
"2021-08-02 00:52:54.576+00",296738,"bullet-consumer-group","1"
"2021-08-02 00:52:54.576+00",296362,"bullet-consumer-group","3"
"2021-08-02 00:52:54.576+00",296174,"bullet-consumer-group","4"
"2021-08-02 00:52:54.576+00",296824,"bullet-consumer-group","2"
"2021-08-02 00:53:04.576+00",298544,"bullet-consumer-group","3"
"2021-08-02 00:53:04.576+00",298923,"bullet-consumer-group","1"
"2021-08-02 00:53:04.576+00",299756,"bullet-consumer-group","0"
"2021-08-02 00:53:04.576+00",298998,"bullet-consumer-group","2"
"2021-08-02 00:53:04.576+00",298313,"bullet-consumer-group","4"
"2021-08-02 00:53:14.576+00",301065,"bullet-consumer-group","1"
"2021-08-02 00:53:14.576+00",300440,"bullet-consumer-group","4"
"2021-08-02 00:53:14.576+00",301133,"bullet-consumer-group","2"
"2021-08-02 00:53:14.576+00",301842,"bullet-consumer-group","0"
"2021-08-02 00:53:14.576+00",300713,"bullet-consumer-group","3"
"2021-08-02 00:53:24.576+00",303248,"bullet-consumer-group","2"
"2021-08-02 00:53:24.576+00",302877,"bullet-consumer-group","3"
"2021-08-02 00:53:24.576+00",302571,"bullet-consumer-group","4"
"2021-08-02 00:53:24.576+00",303957,"bullet-consumer-group","0"
"2021-08-02 00:53:24.576+00",303180,"bullet-consumer-group","1"
"2021-08-02 00:53:34.607+00",305336,"bullet-consumer-group","1"
"2021-08-02 00:53:34.607+00",306154,"bullet-consumer-group","0"
"2021-08-02 00:53:34.607+00",304702,"bullet-consumer-group","4"
"2021-08-02 00:53:34.607+00",304997,"bullet-consumer-group","3"
"2021-08-02 00:53:34.607+00",305462,"bullet-consumer-group","2"
"2021-08-02 00:53:44.585+00",307107,"bullet-consumer-group","3"
"2021-08-02 00:53:44.585+00",306853,"bullet-consumer-group","4"
"2021-08-02 00:53:44.585+00",308259,"bullet-consumer-group","0"
"2021-08-02 00:53:44.585+00",307600,"bullet-consumer-group","2"
"2021-08-02 00:53:44.585+00",307459,"bullet-consumer-group","1"
"2021-08-02 00:53:54.589+00",310389,"bullet-consumer-group","0"
"2021-08-02 00:53:54.589+00",309004,"bullet-consumer-group","4"
"2021-08-02 00:53:54.589+00",309574,"bullet-consumer-group","1"
"2021-08-02 00:53:54.589+00",309224,"bullet-consumer-group","3"
"2021-08-02 00:53:54.589+00",309697,"bullet-consumer-group","2"
"2021-08-02 00:54:04.576+00",311639,"bullet-consumer-group","1"
"2021-08-02 00:54:04.576+00",311114,"bullet-consumer-group","4"
"2021-08-02 00:54:04.576+00",312454,"bullet-consumer-group","0"
"2021-08-02 00:54:04.576+00",311775,"bullet-consumer-group","2"
"2021-08-02 00:54:04.576+00",311276,"bullet-consumer-group","3"
"2021-08-02 00:54:14.576+00",314582,"bullet-consumer-group","0"
"2021-08-02 00:54:14.576+00",313931,"bullet-consumer-group","2"
"2021-08-02 00:54:14.576+00",313773,"bullet-consumer-group","1"
"2021-08-02 00:54:14.576+00",313439,"bullet-consumer-group","3"
"2021-08-02 00:54:14.576+00",313323,"bullet-consumer-group","4"
"2021-08-02 00:54:24.576+00",316770,"bullet-consumer-group","0"
"2021-08-02 00:54:24.576+00",315493,"bullet-consumer-group","4"
"2021-08-02 00:54:24.576+00",316074,"bullet-consumer-group","2"
"2021-08-02 00:54:24.576+00",315973,"bullet-consumer-group","1"
"2021-08-02 00:54:24.576+00",315610,"bullet-consumer-group","3"
"2021-08-02 00:54:34.576+00",317759,"bullet-consumer-group","3"
"2021-08-02 00:54:34.576+00",318052,"bullet-consumer-group","1"
"2021-08-02 00:54:34.576+00",318181,"bullet-consumer-group","2"
"2021-08-02 00:54:34.576+00",318944,"bullet-consumer-group","0"
"2021-08-02 00:54:34.576+00",317576,"bullet-consumer-group","4"
"2021-08-02 00:54:44.576+00",320304,"bullet-consumer-group","2"
"2021-08-02 00:54:44.576+00",319700,"bullet-consumer-group","4"
"2021-08-02 00:54:44.576+00",320137,"bullet-consumer-group","1"
"2021-08-02 00:54:44.576+00",319858,"bullet-consumer-group","3"
"2021-08-02 00:54:44.576+00",321105,"bullet-consumer-group","0"
"2021-08-02 00:54:54.576+00",322272,"bullet-consumer-group","1"
"2021-08-02 00:54:54.576+00",322421,"bullet-consumer-group","2"
"2021-08-02 00:54:54.576+00",323270,"bullet-consumer-group","0"
"2021-08-02 00:54:54.576+00",321864,"bullet-consumer-group","4"
"2021-08-02 00:54:54.576+00",321960,"bullet-consumer-group","3"
"2021-08-02 00:55:04.576+00",324395,"bullet-consumer-group","1"
"2021-08-02 00:55:04.576+00",324531,"bullet-consumer-group","2"
"2021-08-02 00:55:04.576+00",325421,"bullet-consumer-group","0"
"2021-08-02 00:55:04.576+00",323972,"bullet-consumer-group","4"
"2021-08-02 00:55:04.576+00",324052,"bullet-consumer-group","3"
"2021-08-02 00:55:14.576+00",327515,"bullet-consumer-group","0"
"2021-08-02 00:55:14.576+00",326451,"bullet-consumer-group","1"
"2021-08-02 00:55:14.576+00",326104,"bullet-consumer-group","4"
"2021-08-02 00:55:14.576+00",326187,"bullet-consumer-group","3"
"2021-08-02 00:55:14.576+00",326682,"bullet-consumer-group","2"
"2021-08-02 00:55:24.576+00",328298,"bullet-consumer-group","3"
"2021-08-02 00:55:24.576+00",328242,"bullet-consumer-group","4"
"2021-08-02 00:55:24.576+00",328569,"bullet-consumer-group","1"
"2021-08-02 00:55:24.576+00",328800,"bullet-consumer-group","2"
"2021-08-02 00:55:24.576+00",329583,"bullet-consumer-group","0"
"2021-08-02 00:55:34.576+00",330428,"bullet-consumer-group","3"
"2021-08-02 00:55:34.576+00",330416,"bullet-consumer-group","4"
"2021-08-02 00:55:34.576+00",331712,"bullet-consumer-group","0"
"2021-08-02 00:55:34.576+00",330886,"bullet-consumer-group","2"
"2021-08-02 00:55:34.576+00",330757,"bullet-consumer-group","1"
"2021-08-02 00:55:44.584+00",332580,"bullet-consumer-group","4"
"2021-08-02 00:55:44.584+00",332576,"bullet-consumer-group","3"
"2021-08-02 00:55:44.584+00",332845,"bullet-consumer-group","1"
"2021-08-02 00:55:44.584+00",332970,"bullet-consumer-group","2"
"2021-08-02 00:55:44.584+00",333833,"bullet-consumer-group","0"
"2021-08-02 00:55:54.576+00",335982,"bullet-consumer-group","0"
"2021-08-02 00:55:54.576+00",335095,"bullet-consumer-group","2"
"2021-08-02 00:55:54.576+00",334618,"bullet-consumer-group","3"
"2021-08-02 00:55:54.576+00",335021,"bullet-consumer-group","1"
"2021-08-02 00:55:54.576+00",334744,"bullet-consumer-group","4"
"2021-08-02 00:56:04.576+00",338076,"bullet-consumer-group","0"
"2021-08-02 00:56:04.576+00",337179,"bullet-consumer-group","2"
"2021-08-02 00:56:04.576+00",336825,"bullet-consumer-group","4"
"2021-08-02 00:56:04.576+00",336782,"bullet-consumer-group","3"
"2021-08-02 00:56:04.576+00",337137,"bullet-consumer-group","1"
"2021-08-02 00:56:14.576+00",339372,"bullet-consumer-group","2"
"2021-08-02 00:56:14.576+00",339262,"bullet-consumer-group","1"
"2021-08-02 00:56:14.576+00",338917,"bullet-consumer-group","3"
"2021-08-02 00:56:14.576+00",338943,"bullet-consumer-group","4"
"2021-08-02 00:56:14.576+00",340190,"bullet-consumer-group","0"
"2021-08-02 00:56:24.576+00",341338,"bullet-consumer-group","1"
"2021-08-02 00:56:24.576+00",341466,"bullet-consumer-group","2"
"2021-08-02 00:56:24.576+00",341091,"bullet-consumer-group","4"
"2021-08-02 00:56:24.576+00",342321,"bullet-consumer-group","0"
"2021-08-02 00:56:24.576+00",341027,"bullet-consumer-group","3"
"2021-08-02 00:56:34.576+00",343178,"bullet-consumer-group","3"
"2021-08-02 00:56:34.576+00",343677,"bullet-consumer-group","2"
"2021-08-02 00:56:34.576+00",344523,"bullet-consumer-group","0"
"2021-08-02 00:56:34.576+00",343256,"bullet-consumer-group","4"
"2021-08-02 00:56:34.576+00",343469,"bullet-consumer-group","1"
"2021-08-02 00:56:44.576+00",345548,"bullet-consumer-group","1"
"2021-08-02 00:56:44.576+00",345760,"bullet-consumer-group","2"
"2021-08-02 00:56:44.576+00",346628,"bullet-consumer-group","0"
"2021-08-02 00:56:44.576+00",345382,"bullet-consumer-group","4"
"2021-08-02 00:56:44.576+00",345275,"bullet-consumer-group","3"
"2021-08-02 00:56:54.576+00",347501,"bullet-consumer-group","4"
"2021-08-02 00:56:54.576+00",347967,"bullet-consumer-group","2"
"2021-08-02 00:56:54.576+00",347668,"bullet-consumer-group","1"
"2021-08-02 00:56:54.576+00",347401,"bullet-consumer-group","3"
"2021-08-02 00:56:54.576+00",348779,"bullet-consumer-group","0"
"2021-08-02 00:57:04.576+00",349473,"bullet-consumer-group","3"
"2021-08-02 00:57:04.576+00",350059,"bullet-consumer-group","2"
"2021-08-02 00:57:04.576+00",350863,"bullet-consumer-group","0"
"2021-08-02 00:57:04.576+00",349628,"bullet-consumer-group","4"
"2021-08-02 00:57:04.576+00",349825,"bullet-consumer-group","1"
"2021-08-02 00:57:14.576+00",351593,"bullet-consumer-group","3"
"2021-08-02 00:57:14.576+00",351953,"bullet-consumer-group","1"
"2021-08-02 00:57:14.576+00",351761,"bullet-consumer-group","4"
"2021-08-02 00:57:14.576+00",352979,"bullet-consumer-group","0"
"2021-08-02 00:57:14.576+00",352223,"bullet-consumer-group","2"
"2021-08-02 00:57:24.576+00",353731,"bullet-consumer-group","3"
"2021-08-02 00:57:24.576+00",354054,"bullet-consumer-group","1"
"2021-08-02 00:57:24.576+00",354332,"bullet-consumer-group","2"
"2021-08-02 00:57:24.576+00",355012,"bullet-consumer-group","0"
"2021-08-02 00:57:24.576+00",353874,"bullet-consumer-group","4"
"2021-08-02 00:57:34.576+00",356136,"bullet-consumer-group","1"
"2021-08-02 00:57:34.576+00",355838,"bullet-consumer-group","3"
"2021-08-02 00:57:34.576+00",356489,"bullet-consumer-group","2"
"2021-08-02 00:57:34.576+00",357184,"bullet-consumer-group","0"
"2021-08-02 00:57:34.576+00",355975,"bullet-consumer-group","4"
"2021-08-02 00:57:44.576+00",358582,"bullet-consumer-group","2"
"2021-08-02 00:57:44.576+00",357959,"bullet-consumer-group","3"
"2021-08-02 00:57:44.576+00",359358,"bullet-consumer-group","0"
"2021-08-02 00:57:44.576+00",358065,"bullet-consumer-group","4"
"2021-08-02 00:57:44.576+00",358183,"bullet-consumer-group","1"
"2021-08-02 00:57:54.576+00",361507,"bullet-consumer-group","0"
"2021-08-02 00:57:54.576+00",360682,"bullet-consumer-group","2"
"2021-08-02 00:57:54.576+00",360393,"bullet-consumer-group","1"
"2021-08-02 00:57:54.576+00",360113,"bullet-consumer-group","3"
"2021-08-02 00:57:54.576+00",360218,"bullet-consumer-group","4"
"2021-08-02 00:58:04.576+00",362353,"bullet-consumer-group","4"
"2021-08-02 00:58:04.576+00",363585,"bullet-consumer-group","0"
"2021-08-02 00:58:04.576+00",362883,"bullet-consumer-group","2"
"2021-08-02 00:58:04.576+00",362547,"bullet-consumer-group","1"
"2021-08-02 00:58:04.576+00",362150,"bullet-consumer-group","3"
"2021-08-02 00:58:14.583+00",364698,"bullet-consumer-group","1"
"2021-08-02 00:58:14.583+00",365706,"bullet-consumer-group","0"
"2021-08-02 00:58:14.583+00",364989,"bullet-consumer-group","2"
"2021-08-02 00:58:14.583+00",364297,"bullet-consumer-group","3"
"2021-08-02 00:58:14.583+00",364485,"bullet-consumer-group","4"
"2021-08-02 00:58:24.576+00",367867,"bullet-consumer-group","0"
"2021-08-02 00:58:24.576+00",367105,"bullet-consumer-group","2"
"2021-08-02 00:58:24.576+00",366612,"bullet-consumer-group","4"
"2021-08-02 00:58:24.576+00",366873,"bullet-consumer-group","1"
"2021-08-02 00:58:24.576+00",366478,"bullet-consumer-group","3"
"2021-08-02 00:58:34.576+00",368762,"bullet-consumer-group","4"
"2021-08-02 00:58:34.576+00",369975,"bullet-consumer-group","0"
"2021-08-02 00:58:34.576+00",369202,"bullet-consumer-group","2"
"2021-08-02 00:58:34.576+00",369034,"bullet-consumer-group","1"
"2021-08-02 00:58:34.576+00",368634,"bullet-consumer-group","3"
"2021-08-02 00:58:44.576+00",370894,"bullet-consumer-group","4"
"2021-08-02 00:58:44.576+00",371315,"bullet-consumer-group","2"
"2021-08-02 00:58:44.576+00",370772,"bullet-consumer-group","3"
"2021-08-02 00:58:44.576+00",371240,"bullet-consumer-group","1"
"2021-08-02 00:58:44.576+00",372152,"bullet-consumer-group","0"
"2021-08-02 00:58:54.583+00",372941,"bullet-consumer-group","3"
"2021-08-02 00:58:54.583+00",373395,"bullet-consumer-group","1"
"2021-08-02 00:58:54.583+00",373016,"bullet-consumer-group","4"
"2021-08-02 00:58:54.583+00",374362,"bullet-consumer-group","0"
"2021-08-02 00:58:54.583+00",373404,"bullet-consumer-group","2"
"2021-08-02 00:59:04.576+00",375549,"bullet-consumer-group","1"
"2021-08-02 00:59:04.576+00",375126,"bullet-consumer-group","3"
"2021-08-02 00:59:04.576+00",375237,"bullet-consumer-group","4"
"2021-08-02 00:59:04.576+00",376478,"bullet-consumer-group","0"
"2021-08-02 00:59:04.576+00",375547,"bullet-consumer-group","2"
"2021-08-02 00:59:14.576+00",377621,"bullet-consumer-group","2"
"2021-08-02 00:59:14.576+00",377715,"bullet-consumer-group","1"
"2021-08-02 00:59:14.576+00",377317,"bullet-consumer-group","3"
"2021-08-02 00:59:14.576+00",378560,"bullet-consumer-group","0"
"2021-08-02 00:59:14.576+00",377400,"bullet-consumer-group","4"
"2021-08-02 00:59:24.576+00",379456,"bullet-consumer-group","3"
"2021-08-02 00:59:24.576+00",379530,"bullet-consumer-group","4"
"2021-08-02 00:59:24.576+00",380696,"bullet-consumer-group","0"
"2021-08-02 00:59:24.576+00",379734,"bullet-consumer-group","2"
"2021-08-02 00:59:24.576+00",379845,"bullet-consumer-group","1"
"2021-08-02 00:59:34.576+00",381908,"bullet-consumer-group","2"
"2021-08-02 00:59:34.576+00",381977,"bullet-consumer-group","1"
"2021-08-02 00:59:34.576+00",381715,"bullet-consumer-group","4"
"2021-08-02 00:59:34.576+00",381602,"bullet-consumer-group","3"
"2021-08-02 00:59:34.576+00",382883,"bullet-consumer-group","0"
"2021-08-02 00:59:44.581+00",384167,"bullet-consumer-group","1"
"2021-08-02 00:59:44.581+00",383988,"bullet-consumer-group","2"
"2021-08-02 00:59:44.581+00",385036,"bullet-consumer-group","0"
"2021-08-02 00:59:44.581+00",383846,"bullet-consumer-group","4"
"2021-08-02 00:59:44.581+00",383707,"bullet-consumer-group","3"
"2021-08-02 00:59:54.576+00",385880,"bullet-consumer-group","3"
"2021-08-02 00:59:54.576+00",385981,"bullet-consumer-group","4"
"2021-08-02 00:59:54.576+00",386285,"bullet-consumer-group","1"
"2021-08-02 00:59:54.576+00",387153,"bullet-consumer-group","0"
"2021-08-02 00:59:54.576+00",386189,"bullet-consumer-group","2"
"2021-08-02 01:00:04.582+00",388102,"bullet-consumer-group","4"
"2021-08-02 01:00:04.582+00",388334,"bullet-consumer-group","2"
"2021-08-02 01:00:04.582+00",389262,"bullet-consumer-group","0"
"2021-08-02 01:00:04.582+00",387983,"bullet-consumer-group","3"
"2021-08-02 01:00:04.582+00",388428,"bullet-consumer-group","1"
"2021-08-02 01:00:14.576+00",390083,"bullet-consumer-group","3"
"2021-08-02 01:00:14.576+00",390418,"bullet-consumer-group","2"
"2021-08-02 01:00:14.576+00",390570,"bullet-consumer-group","1"
"2021-08-02 01:00:14.576+00",391423,"bullet-consumer-group","0"
"2021-08-02 01:00:14.576+00",390249,"bullet-consumer-group","4"
"2021-08-02 01:00:24.576+00",392495,"bullet-consumer-group","2"
"2021-08-02 01:00:24.576+00",393532,"bullet-consumer-group","0"
"2021-08-02 01:00:24.576+00",392657,"bullet-consumer-group","1"
"2021-08-02 01:00:24.576+00",392354,"bullet-consumer-group","4"
"2021-08-02 01:00:24.576+00",392224,"bullet-consumer-group","3"
"2021-08-02 01:00:34.576+00",394688,"bullet-consumer-group","2"
"2021-08-02 01:00:34.576+00",394752,"bullet-consumer-group","1"
"2021-08-02 01:00:34.576+00",394319,"bullet-consumer-group","3"
"2021-08-02 01:00:34.576+00",394461,"bullet-consumer-group","4"
"2021-08-02 01:00:34.576+00",395637,"bullet-consumer-group","0"
"2021-08-02 01:00:44.576+00",396483,"bullet-consumer-group","3"
"2021-08-02 01:00:44.576+00",396742,"bullet-consumer-group","2"
"2021-08-02 01:00:44.576+00",397742,"bullet-consumer-group","0"
"2021-08-02 01:00:44.576+00",396631,"bullet-consumer-group","4"
"2021-08-02 01:00:44.576+00",396904,"bullet-consumer-group","1"
"2021-08-02 01:00:54.576+00",399826,"bullet-consumer-group","0"
"2021-08-02 01:00:54.576+00",398825,"bullet-consumer-group","4"
"2021-08-02 01:00:54.576+00",398872,"bullet-consumer-group","2"
"2021-08-02 01:00:54.576+00",398600,"bullet-consumer-group","3"
"2021-08-02 01:00:54.576+00",399062,"bullet-consumer-group","1"
"2021-08-02 01:01:04.581+00",400759,"bullet-consumer-group","3"
"2021-08-02 01:01:04.581+00",401235,"bullet-consumer-group","1"
"2021-08-02 01:01:04.581+00",401021,"bullet-consumer-group","4"
"2021-08-02 01:01:04.581+00",401979,"bullet-consumer-group","0"
"2021-08-02 01:01:04.581+00",401011,"bullet-consumer-group","2"
"2021-08-02 01:01:14.576+00",403162,"bullet-consumer-group","2"
"2021-08-02 01:01:14.576+00",403196,"bullet-consumer-group","4"
"2021-08-02 01:01:14.576+00",402847,"bullet-consumer-group","3"
"2021-08-02 01:01:14.576+00",403348,"bullet-consumer-group","1"
"2021-08-02 01:01:14.576+00",404189,"bullet-consumer-group","0"
"2021-08-02 01:01:24.576+00",405298,"bullet-consumer-group","4"
"2021-08-02 01:01:24.576+00",405505,"bullet-consumer-group","1"
"2021-08-02 01:01:24.576+00",406324,"bullet-consumer-group","0"
"2021-08-02 01:01:24.576+00",405277,"bullet-consumer-group","2"
"2021-08-02 01:01:24.576+00",404992,"bullet-consumer-group","3"
"2021-08-02 01:01:34.59+00",408443,"bullet-consumer-group","0"
"2021-08-02 01:01:34.59+00",407162,"bullet-consumer-group","3"
"2021-08-02 01:01:34.59+00",407672,"bullet-consumer-group","1"
"2021-08-02 01:01:34.59+00",407449,"bullet-consumer-group","4"
"2021-08-02 01:01:34.59+00",407409,"bullet-consumer-group","2"
"2021-08-02 01:01:44.576+00",409346,"bullet-consumer-group","3"
"2021-08-02 01:01:44.576+00",410591,"bullet-consumer-group","0"
"2021-08-02 01:01:44.576+00",409553,"bullet-consumer-group","4"
"2021-08-02 01:01:44.576+00",409866,"bullet-consumer-group","1"
"2021-08-02 01:01:44.576+00",409487,"bullet-consumer-group","2"
"2021-08-02 01:01:54.576+00",411664,"bullet-consumer-group","4"
"2021-08-02 01:01:54.576+00",411998,"bullet-consumer-group","1"
"2021-08-02 01:01:54.576+00",411547,"bullet-consumer-group","3"
"2021-08-02 01:01:54.576+00",412756,"bullet-consumer-group","0"
"2021-08-02 01:01:54.576+00",411696,"bullet-consumer-group","2"
"2021-08-02 01:02:04.585+00",413831,"bullet-consumer-group","2"
"2021-08-02 01:02:04.585+00",413652,"bullet-consumer-group","3"
"2021-08-02 01:02:04.585+00",414141,"bullet-consumer-group","1"
"2021-08-02 01:02:04.585+00",413790,"bullet-consumer-group","4"
"2021-08-02 01:02:04.585+00",414897,"bullet-consumer-group","0"
"2021-08-02 01:02:14.576+00",415771,"bullet-consumer-group","3"
"2021-08-02 01:02:14.576+00",416323,"bullet-consumer-group","1"
"2021-08-02 01:02:14.576+00",417040,"bullet-consumer-group","0"
"2021-08-02 01:02:14.576+00",416014,"bullet-consumer-group","2"
"2021-08-02 01:02:14.576+00",415899,"bullet-consumer-group","4"
"2021-08-02 01:02:24.576+00",419195,"bullet-consumer-group","0"
"2021-08-02 01:02:24.576+00",418474,"bullet-consumer-group","1"
"2021-08-02 01:02:24.576+00",417918,"bullet-consumer-group","3"
"2021-08-02 01:02:24.576+00",418070,"bullet-consumer-group","2"
"2021-08-02 01:02:24.576+00",417981,"bullet-consumer-group","4"
"2021-08-02 01:02:34.576+00",420085,"bullet-consumer-group","4"
"2021-08-02 01:02:34.576+00",420081,"bullet-consumer-group","3"
"2021-08-02 01:02:34.576+00",420583,"bullet-consumer-group","1"
"2021-08-02 01:02:34.576+00",421323,"bullet-consumer-group","0"
"2021-08-02 01:02:34.576+00",420202,"bullet-consumer-group","2"
"2021-08-02 01:02:44.576+00",422231,"bullet-consumer-group","4"
"2021-08-02 01:02:44.576+00",422704,"bullet-consumer-group","1"
"2021-08-02 01:02:44.576+00",422264,"bullet-consumer-group","3"
"2021-08-02 01:02:44.576+00",422345,"bullet-consumer-group","2"
"2021-08-02 01:02:44.576+00",423483,"bullet-consumer-group","0"
"2021-08-02 01:02:54.576+00",424490,"bullet-consumer-group","2"
"2021-08-02 01:02:54.576+00",424391,"bullet-consumer-group","3"
"2021-08-02 01:02:54.576+00",425632,"bullet-consumer-group","0"
"2021-08-02 01:02:54.576+00",424353,"bullet-consumer-group","4"
"2021-08-02 01:02:54.576+00",424810,"bullet-consumer-group","1"
"2021-08-02 01:03:04.576+00",426518,"bullet-consumer-group","3"
"2021-08-02 01:03:04.576+00",426570,"bullet-consumer-group","2"
"2021-08-02 01:03:04.576+00",427813,"bullet-consumer-group","0"
"2021-08-02 01:03:04.576+00",426539,"bullet-consumer-group","4"
"2021-08-02 01:03:04.576+00",426918,"bullet-consumer-group","1"
"2021-08-02 01:03:14.576+00",429044,"bullet-consumer-group","1"
"2021-08-02 01:03:14.576+00",428732,"bullet-consumer-group","2"
"2021-08-02 01:03:14.576+00",429934,"bullet-consumer-group","0"
