"time","shuffle_write_bytes_total","executor"
"2021-08-02 00:55:37.411+00",21789,"4"
"2021-08-02 00:55:37.411+00",41865659,"3"
"2021-08-02 00:55:37.411+00",41684806,"5"
"2021-08-02 00:55:37.411+00",43242583,"0"
"2021-08-02 00:55:37.411+00",42627964,"2"
"2021-08-02 00:55:37.411+00",42276272,"1"
"2021-08-02 00:56:07.411+00",41765887,"5"
"2021-08-02 00:56:07.411+00",22212,"4"
"2021-08-02 00:56:07.411+00",42702766,"2"
"2021-08-02 00:56:07.411+00",43323937,"0"
"2021-08-02 00:56:07.411+00",41942645,"3"
"2021-08-02 00:56:07.411+00",42354350,"1"
"2021-08-02 00:56:37.411+00",43412116,"0"
"2021-08-02 00:56:37.411+00",42436796,"1"
"2021-08-02 00:56:37.411+00",42027275,"3"
"2021-08-02 00:56:37.411+00",41851882,"5"
"2021-08-02 00:56:37.411+00",22635,"4"
"2021-08-02 00:56:37.411+00",42788488,"2"
"2021-08-02 00:57:07.411+00",23572,"4"
"2021-08-02 00:57:07.411+00",45359707,"5"
"2021-08-02 00:57:07.411+00",45549727,"3"
"2021-08-02 00:57:07.411+00",46043639,"1"
"2021-08-02 00:57:07.411+00",46963679,"0"
"2021-08-02 00:57:07.411+00",46334935,"2"
"2021-08-02 00:57:37.411+00",49566868,"1"
"2021-08-02 00:57:37.411+00",48831501,"5"
"2021-08-02 00:57:37.411+00",49823958,"2"
"2021-08-02 00:57:37.411+00",50502298,"0"
"2021-08-02 00:57:37.411+00",49027284,"3"
"2021-08-02 00:57:37.411+00",23995,"4"
"2021-08-02 00:58:07.411+00",51513726,"3"
"2021-08-02 00:58:07.411+00",53028100,"0"
"2021-08-02 00:58:07.411+00",52365056,"2"
"2021-08-02 00:58:07.411+00",24418,"4"
"2021-08-02 00:58:07.411+00",52070399,"1"
"2021-08-02 00:58:07.411+00",51333948,"5"
"2021-08-02 00:58:37.411+00",55142365,"1"
"2021-08-02 00:58:37.411+00",55407781,"2"
"2021-08-02 00:58:37.411+00",56092348,"0"
"2021-08-02 00:58:37.411+00",24841,"4"
"2021-08-02 00:58:37.411+00",54245791,"5"
"2021-08-02 00:58:37.411+00",54488405,"3"
"2021-08-02 00:59:07.411+00",57412124,"5"
"2021-08-02 00:59:07.411+00",57688040,"3"
"2021-08-02 00:59:07.411+00",58395291,"1"
"2021-08-02 00:59:07.411+00",59397092,"0"
"2021-08-02 00:59:07.411+00",58719662,"2"
"2021-08-02 00:59:07.411+00",25778,"4"
"2021-08-02 00:59:37.411+00",26715,"4"
"2021-08-02 00:59:37.411+00",61977685,"2"
"2021-08-02 00:59:37.411+00",62733388,"0"
"2021-08-02 00:59:37.411+00",61675516,"1"
"2021-08-02 00:59:37.411+00",60833404,"3"
"2021-08-02 00:59:37.411+00",60564105,"5"
"2021-08-02 01:00:07.411+00",63439246,"5"
"2021-08-02 01:00:07.411+00",64614037,"1"
"2021-08-02 01:00:07.411+00",27138,"4"
"2021-08-02 01:00:07.411+00",64917664,"2"
"2021-08-02 01:00:07.411+00",65712048,"0"
"2021-08-02 01:00:07.411+00",63682452,"3"
"2021-08-02 01:00:37.411+00",69091703,"0"
"2021-08-02 01:00:37.411+00",68245805,"2"
"2021-08-02 01:00:37.411+00",27561,"4"
"2021-08-02 01:00:37.411+00",67947285,"1"
"2021-08-02 01:00:37.411+00",67013010,"3"
"2021-08-02 01:00:37.411+00",66672218,"5"
"2021-08-02 01:01:07.411+00",71274207,"2"
"2021-08-02 01:01:07.411+00",69558667,"5"
"2021-08-02 01:01:07.411+00",72118529,"0"
"2021-08-02 01:01:07.411+00",69921382,"3"
"2021-08-02 01:01:07.411+00",27984,"4"
"2021-08-02 01:01:07.411+00",70964548,"1"
"2021-08-02 01:01:37.411+00",74198716,"1"
"2021-08-02 01:01:37.411+00",74476302,"2"
"2021-08-02 01:01:37.411+00",75354198,"0"
"2021-08-02 01:01:37.411+00",72636714,"5"
"2021-08-02 01:01:37.411+00",73054344,"3"
"2021-08-02 01:01:37.411+00",28407,"4"
"2021-08-02 01:02:07.411+00",75957185,"0"
"2021-08-02 01:02:07.411+00",74757852,"1"
"2021-08-02 01:02:07.411+00",28830,"4"
"2021-08-02 01:02:07.411+00",73598615,"3"
"2021-08-02 01:02:07.411+00",73187759,"5"
"2021-08-02 01:02:07.411+00",75071809,"2"
"2021-08-02 01:02:37.411+00",76037447,"0"
"2021-08-02 01:02:37.411+00",75147703,"2"
"2021-08-02 01:02:37.411+00",29253,"4"
"2021-08-02 01:02:37.411+00",74831289,"1"
"2021-08-02 01:02:37.411+00",73675055,"3"
"2021-08-02 01:02:37.411+00",73266383,"5"
"2021-08-02 01:03:07.411+00",76125626,"0"
"2021-08-02 01:03:07.411+00",73349921,"5"
"2021-08-02 01:03:07.411+00",73759685,"3"
"2021-08-02 01:03:07.411+00",74918922,"1"
"2021-08-02 01:03:07.411+00",29676,"4"
"2021-08-02 01:03:07.411+00",75235882,"2"
"2021-08-02 01:03:37.413+00",75006282,"1"
"2021-08-02 01:03:37.413+00",76211348,"0"
"2021-08-02 01:03:37.413+00",75321058,"2"
"2021-08-02 01:03:37.413+00",30099,"4"
"2021-08-02 01:03:37.413+00",73431002,"5"
"2021-08-02 01:03:37.413+00",73839947,"3"
"2021-08-02 01:04:07.411+00",73509353,"5"
"2021-08-02 01:04:07.411+00",75085998,"1"
"2021-08-02 01:04:07.411+00",73921574,"3"
"2021-08-02 01:04:07.411+00",76292429,"0"
"2021-08-02 01:04:07.411+00",75399955,"2"
"2021-08-02 01:04:07.411+00",30522,"4"
"2021-08-02 01:04:37.411+00",75482674,"2"
"2021-08-02 01:04:37.411+00",74002655,"3"
"2021-08-02 01:04:37.411+00",75169263,"1"
"2021-08-02 01:04:37.411+00",76374602,"0"
"2021-08-02 01:04:37.411+00",73594802,"5"
"2021-08-02 01:04:37.411+00",30945,"4"
"2021-08-02 01:05:07.411+00",31368,"4"
"2021-08-02 01:05:07.411+00",76449950,"0"
"2021-08-02 01:05:07.411+00",75556384,"2"
"2021-08-02 01:05:07.411+00",75247614,"1"
"2021-08-02 01:05:07.411+00",73672607,"5"
"2021-08-02 01:05:07.411+00",74084009,"3"
"2021-08-02 01:05:37.411+00",76536764,"0"
"2021-08-02 01:05:37.411+00",31791,"4"
"2021-08-02 01:05:37.411+00",73751777,"5"
"2021-08-02 01:05:37.411+00",74170550,"3"
"2021-08-02 01:05:37.411+00",75641287,"2"
"2021-08-02 01:05:37.411+00",75325419,"1"
"2021-08-02 01:06:07.411+00",75417420,"1"
"2021-08-02 01:06:07.411+00",73838318,"5"
"2021-08-02 01:06:07.411+00",32214,"4"
"2021-08-02 01:06:07.411+00",75724006,"2"
"2021-08-02 01:06:07.411+00",76621121,"0"
"2021-08-02 01:06:07.411+00",74253542,"3"
"2021-08-02 01:06:37.411+00",32637,"4"
"2021-08-02 01:06:37.411+00",75491949,"1"
"2021-08-02 01:06:37.411+00",74331620,"3"
"2021-08-02 01:06:37.411+00",73919126,"5"
"2021-08-02 01:06:37.411+00",76709300,"0"
"2021-08-02 01:06:37.411+00",75809728,"2"
"2021-08-02 01:07:07.411+00",75571392,"1"
"2021-08-02 01:07:07.411+00",74405057,"3"
"2021-08-02 01:07:07.411+00",33060,"4"
"2021-08-02 01:07:07.411+00",73994747,"5"
"2021-08-02 01:07:07.411+00",76788470,"0"
"2021-08-02 01:07:07.411+00",75885622,"2"
"2021-08-02 01:07:37.411+00",77222066,"2"
"2021-08-02 01:07:37.411+00",33825,"4"
"2021-08-02 01:07:37.411+00",76880854,"1"
"2021-08-02 01:07:37.411+00",75710382,"3"
"2021-08-02 01:07:37.411+00",75267863,"5"
"2021-08-02 01:07:37.411+00",78094636,"0"
"2021-08-02 01:08:07.411+00",76784695,"3"
"2021-08-02 01:08:07.411+00",79200627,"0"
"2021-08-02 01:08:07.411+00",78289838,"2"
"2021-08-02 01:08:07.411+00",34590,"4"
"2021-08-02 01:08:07.411+00",77973635,"1"
"2021-08-02 01:08:07.411+00",76373978,"5"
"2021-08-02 01:08:37.411+00",79312537,"2"
"2021-08-02 01:08:37.411+00",80221151,"0"
"2021-08-02 01:08:37.411+00",35013,"4"
"2021-08-02 01:08:37.411+00",78977082,"1"
"2021-08-02 01:08:37.411+00",77379158,"5"
"2021-08-02 01:08:37.411+00",77794660,"3"
"2021-08-02 01:09:07.411+00",81248058,"0"
"2021-08-02 01:09:07.411+00",80315775,"2"
"2021-08-02 01:09:07.411+00",35436,"4"
"2021-08-02 01:09:07.411+00",78774199,"3"
"2021-08-02 01:09:07.411+00",78361954,"5"
"2021-08-02 01:09:07.411+00",79977063,"1"
"2021-08-02 01:09:37.411+00",79934880,"3"
"2021-08-02 01:09:37.411+00",79494502,"5"
"2021-08-02 01:09:37.411+00",82407436,"0"
"2021-08-02 01:09:37.411+00",81476702,"2"
"2021-08-02 01:09:37.411+00",36201,"4"
"2021-08-02 01:09:37.411+00",81154896,"1"
"2021-08-02 01:10:07.411+00",80441472,"5"
"2021-08-02 01:10:07.411+00",80931923,"3"
"2021-08-02 01:10:07.411+00",82136368,"1"
"2021-08-02 01:10:07.411+00",36624,"4"
"2021-08-02 01:10:07.411+00",82438306,"2"
"2021-08-02 01:10:07.411+00",83376285,"0"
"2021-08-02 01:10:37.411+00",83234589,"1"
"2021-08-02 01:10:37.411+00",82040237,"3"
"2021-08-02 01:10:37.411+00",37047,"4"
"2021-08-02 01:10:37.411+00",84477243,"0"
"2021-08-02 01:10:37.411+00",83540317,"2"
"2021-08-02 01:10:37.411+00",81545209,"5"
"2021-08-02 01:11:07.411+00",85438789,"0"
"2021-08-02 01:11:07.411+00",37470,"4"
"2021-08-02 01:11:07.411+00",84208923,"1"
"2021-08-02 01:11:07.411+00",83007464,"3"
"2021-08-02 01:11:07.411+00",82498531,"5"
"2021-08-02 01:11:07.411+00",84515635,"2"
"2021-08-02 01:11:37.411+00",83557921,"5"
"2021-08-02 01:11:37.411+00",38235,"4"
"2021-08-02 01:11:37.411+00",85297519,"1"
"2021-08-02 01:11:37.411+00",84066520,"3"
"2021-08-02 01:11:37.411+00",85601570,"2"
"2021-08-02 01:11:37.411+00",86503772,"0"
"2021-08-02 01:12:07.411+00",38658,"4"
"2021-08-02 01:12:07.411+00",84534193,"5"
"2021-08-02 01:12:07.411+00",85030266,"3"
"2021-08-02 01:12:07.411+00",86296738,"1"
"2021-08-02 01:12:07.411+00",87486798,"0"
"2021-08-02 01:12:07.411+00",86568022,"2"
"2021-08-02 01:12:37.411+00",86828034,"2"
"2021-08-02 01:12:37.411+00",86520396,"1"
"2021-08-02 01:12:37.411+00",85260237,"3"
"2021-08-02 01:12:37.411+00",84769385,"5"
"2021-08-02 01:12:37.411+00",87720760,"0"
"2021-08-02 01:12:37.411+00",39231,"4"
"2021-08-02 01:13:07.411+00",39654,"4"
"2021-08-02 01:13:07.411+00",86904747,"2"
"2021-08-02 01:13:07.411+00",87797746,"0"
"2021-08-02 01:13:07.411+00",84844460,"5"
"2021-08-02 01:13:07.411+00",85337223,"3"
"2021-08-02 01:13:07.411+00",86597928,"1"
"2021-08-02 01:13:37.414+00",86993745,"2"
"2021-08-02 01:13:37.414+00",84927725,"5"
"2021-08-02 01:13:37.414+00",85421580,"3"
"2021-08-02 01:13:37.414+00",87885379,"0"
"2021-08-02 01:13:37.414+00",86685561,"1"
"2021-08-02 01:13:37.414+00",40077,"4"
"2021-08-02 01:14:07.411+00",86769645,"1"
"2021-08-02 01:14:07.411+00",85501569,"3"
"2021-08-02 01:14:07.411+00",85012355,"5"
"2021-08-02 01:14:07.411+00",87965914,"0"
"2021-08-02 01:14:07.411+00",87074826,"2"
"2021-08-02 01:14:07.411+00",40500,"4"
"2021-08-02 01:14:37.411+00",40923,"4"
"2021-08-02 01:14:37.411+00",87155361,"2"
"2021-08-02 01:14:37.411+00",88039897,"0"
"2021-08-02 01:14:37.411+00",85575279,"3"
"2021-08-02 01:14:37.411+00",86856186,"1"
"2021-08-02 01:14:37.411+00",85097804,"5"
"2021-08-02 01:15:07.411+00",87004425,"1"
"2021-08-02 01:15:07.411+00",85723245,"3"
"2021-08-02 01:15:07.411+00",85243586,"5"
"2021-08-02 01:15:07.411+00",41346,"4"
"2021-08-02 01:15:07.411+00",88187590,"0"
"2021-08-02 01:15:07.411+00",87300324,"2"
"2021-08-02 01:15:37.411+00",87436005,"2"
"2021-08-02 01:15:37.411+00",87140925,"1"
"2021-08-02 01:15:37.411+00",41769,"4"
"2021-08-02 01:15:37.411+00",85860018,"3"
"2021-08-02 01:15:37.411+00",85378994,"5"
"2021-08-02 01:15:37.411+00",88323817,"0"
"2021-08-02 01:16:07.411+00",87557490,"2"
"2021-08-02 01:16:07.411+00",42192,"4"
"2021-08-02 01:16:07.411+00",88448851,"0"
"2021-08-02 01:16:07.411+00",87264594,"1"
"2021-08-02 01:16:07.411+00",85983960,"3"
"2021-08-02 01:16:07.411+00",85501025,"5"
"2021-08-02 01:16:37.411+00",87683889,"2"
"2021-08-02 01:16:37.411+00",42615,"4"
"2021-08-02 01:16:37.411+00",87393177,"1"
"2021-08-02 01:16:37.411+00",88577980,"0"
"2021-08-02 01:16:37.411+00",86113089,"3"
"2021-08-02 01:16:37.411+00",85625786,"5"
"2021-08-02 01:17:07.411+00",87524763,"1"
"2021-08-02 01:17:07.411+00",87809742,"2"
"2021-08-02 01:17:07.411+00",43038,"4"
"2021-08-02 01:17:07.411+00",88707382,"0"
"2021-08-02 01:17:07.411+00",86243310,"3"
"2021-08-02 01:17:07.411+00",85753004,"5"
"2021-08-02 01:17:37.411+00",87943239,"2"
"2021-08-02 01:17:37.411+00",87659625,"1"
"2021-08-02 01:17:37.411+00",43461,"4"
"2021-08-02 01:17:37.411+00",88840333,"0"
"2021-08-02 01:17:37.411+00",85885955,"5"
"2021-08-02 01:17:37.411+00",86377626,"3"
"2021-08-02 01:18:07.411+00",88070184,"2"
"2021-08-02 01:18:07.411+00",86504844,"3"
"2021-08-02 01:18:07.411+00",86012627,"5"
"2021-08-02 01:18:07.411+00",87786843,"1"
"2021-08-02 01:18:07.411+00",43884,"4"
"2021-08-02 01:18:07.411+00",88967278,"0"
"2021-08-02 01:18:37.411+00",87920613,"1"
"2021-08-02 01:18:37.411+00",89101048,"0"
"2021-08-02 01:18:37.411+00",86639706,"3"
"2021-08-02 01:18:37.411+00",86144486,"5"
"2021-08-02 01:18:37.411+00",44307,"4"
"2021-08-02 01:18:37.411+00",88204773,"2"
"2021-08-02 01:19:07.411+00",86267609,"5"
"2021-08-02 01:19:07.411+00",88044009,"1"
"2021-08-02 01:19:07.411+00",88328442,"2"
"2021-08-02 01:19:07.411+00",44730,"4"
"2021-08-02 01:19:07.411+00",89224171,"0"
"2021-08-02 01:19:07.411+00",86763375,"3"
"2021-08-02 01:19:37.411+00",88455114,"2"
"2021-08-02 01:19:37.411+00",45153,"4"
"2021-08-02 01:19:37.411+00",88170954,"1"
"2021-08-02 01:19:37.411+00",86890047,"3"
"2021-08-02 01:19:37.411+00",86394281,"5"
"2021-08-02 01:19:37.411+00",89351116,"0"
"2021-08-02 01:20:07.411+00",86522864,"5"
"2021-08-02 01:20:07.411+00",88302267,"1"
"2021-08-02 01:20:07.411+00",45576,"4"
"2021-08-02 01:20:07.411+00",89482429,"0"
"2021-08-02 01:20:07.411+00",88584789,"2"
"2021-08-02 01:20:07.411+00",87021633,"3"
"2021-08-02 01:20:37.411+00",86640800,"5"
"2021-08-02 01:20:37.411+00",87142572,"3"
"2021-08-02 01:20:37.411+00",89603641,"0"
"2021-08-02 01:20:37.411+00",88703271,"2"
"2021-08-02 01:20:37.411+00",45999,"4"
"2021-08-02 01:20:37.411+00",88423752,"1"
"2021-08-02 01:21:07.411+00",88834857,"2"
"2021-08-02 01:21:07.411+00",89736046,"0"
"2021-08-02 01:21:07.411+00",87275523,"3"
"2021-08-02 01:21:07.411+00",86772659,"5"
"2021-08-02 01:21:07.411+00",88557795,"1"
"2021-08-02 01:21:07.411+00",46422,"4"
"2021-08-02 01:21:37.411+00",46845,"4"
"2021-08-02 01:21:37.411+00",88962348,"2"
"2021-08-02 01:21:37.411+00",86899058,"5"
"2021-08-02 01:21:37.411+00",87402741,"3"
"2021-08-02 01:21:37.411+00",89862991,"0"
"2021-08-02 01:21:37.411+00",88685286,"1"
"2021-08-02 01:22:07.411+00",89995396,"0"
"2021-08-02 01:22:07.411+00",87535692,"3"
"2021-08-02 01:22:07.411+00",88819329,"1"
"2021-08-02 01:22:07.411+00",47268,"4"
"2021-08-02 01:22:07.411+00",89094480,"2"
"2021-08-02 01:22:07.411+00",87030098,"5"
"2021-08-02 01:22:37.411+00",89221971,"2"
"2021-08-02 01:22:37.411+00",47691,"4"
"2021-08-02 01:22:37.411+00",90123979,"0"
"2021-08-02 01:22:37.411+00",88949004,"1"
"2021-08-02 01:22:37.411+00",87664548,"3"
"2021-08-02 01:22:37.411+00",87156497,"5"
"2021-08-02 01:23:07.411+00",93022003,"0"
"2021-08-02 01:23:07.411+00",89978659,"5"
"2021-08-02 01:23:07.411+00",90593920,"3"
"2021-08-02 01:23:07.411+00",91855015,"1"
"2021-08-02 01:23:07.411+00",48628,"4"
"2021-08-02 01:23:07.411+00",91987378,"2"
"2021-08-02 01:23:37.411+00",95933836,"3"
"2021-08-02 01:23:37.411+00",98322045,"0"
"2021-08-02 01:23:37.411+00",97388966,"2"
"2021-08-02 01:23:37.411+00",95132030,"5"
"2021-08-02 01:23:37.411+00",48901,"4"
"2021-08-02 01:23:37.411+00",97135635,"1"
"2021-08-02 01:24:07.411+00",102688890,"0"
"2021-08-02 01:24:07.411+00",101754356,"2"
"2021-08-02 01:24:07.411+00",49324,"4"
"2021-08-02 01:24:07.411+00",101414014,"1"
"2021-08-02 01:24:07.411+00",100333797,"3"
"2021-08-02 01:24:07.411+00",99496862,"5"
"2021-08-02 01:24:37.411+00",104664245,"2"
"2021-08-02 01:24:37.411+00",49747,"4"
"2021-08-02 01:24:37.411+00",102351000,"5"
"2021-08-02 01:24:37.411+00",103235512,"3"
"2021-08-02 01:24:37.411+00",104324636,"1"
"2021-08-02 01:24:37.411+00",105632887,"0"
"2021-08-02 01:25:07.411+00",109160619,"1"
"2021-08-02 01:25:07.411+00",107071412,"5"
"2021-08-02 01:25:07.411+00",110491686,"0"
"2021-08-02 01:25:07.411+00",109460882,"2"
"2021-08-02 01:25:07.411+00",50170,"4"
"2021-08-02 01:25:07.411+00",108041206,"3"
"2021-08-02 01:25:37.411+00",110320487,"5"
"2021-08-02 01:25:37.411+00",113798630,"0"
"2021-08-02 01:25:37.411+00",112831111,"2"
"2021-08-02 01:25:37.411+00",50443,"4"
"2021-08-02 01:25:37.411+00",112525824,"1"
"2021-08-02 01:25:37.411+00",111461539,"3"
"2021-08-02 01:26:07.411+00",117896433,"0"
"2021-08-02 01:26:07.411+00",116875329,"2"
"2021-08-02 01:26:07.411+00",114452069,"5"
"2021-08-02 01:26:07.411+00",115541287,"3"
"2021-08-02 01:26:07.411+00",116560038,"1"
"2021-08-02 01:26:07.411+00",50866,"4"
"2021-08-02 01:26:37.411+00",51289,"4"
"2021-08-02 01:26:37.411+00",118039812,"3"
"2021-08-02 01:26:37.411+00",119056206,"1"
"2021-08-02 01:26:37.411+00",120401477,"0"
"2021-08-02 01:26:37.411+00",116877836,"5"
"2021-08-02 01:26:37.411+00",119397680,"2"
"2021-08-02 01:27:07.411+00",123491419,"2"
"2021-08-02 01:27:07.411+00",123086291,"1"
"2021-08-02 01:27:07.411+00",122108146,"3"
"2021-08-02 01:27:07.411+00",120927890,"5"
"2021-08-02 01:27:07.411+00",124460710,"0"
"2021-08-02 01:27:07.411+00",51712,"4"
"2021-08-02 01:27:37.411+00",126097426,"1"
"2021-08-02 01:27:37.411+00",125153134,"3"
"2021-08-02 01:27:37.411+00",124005973,"5"
"2021-08-02 01:27:37.411+00",127512833,"0"
"2021-08-02 01:27:37.411+00",126586899,"2"
"2021-08-02 01:27:37.411+00",52499,"4"
"2021-08-02 01:28:07.411+00",129375101,"1"
"2021-08-02 01:28:07.411+00",128480510,"3"
"2021-08-02 01:28:07.411+00",127295273,"5"
"2021-08-02 01:28:07.411+00",130796032,"0"
"2021-08-02 01:28:07.411+00",129926486,"2"
"2021-08-02 01:28:07.411+00",53072,"4"
"2021-08-02 01:28:37.411+00",128608289,"5"
"2021-08-02 01:28:37.411+00",129801768,"3"
"2021-08-02 01:28:37.411+00",130667700,"1"
"2021-08-02 01:28:37.411+00",53495,"4"
"2021-08-02 01:28:37.411+00",131249135,"2"
"2021-08-02 01:28:37.411+00",132125189,"0"
"2021-08-02 01:29:07.411+00",53918,"4"
"2021-08-02 01:29:07.411+00",132792557,"2"
"2021-08-02 01:29:07.411+00",133631949,"0"
"2021-08-02 01:29:07.411+00",130122256,"5"
"2021-08-02 01:29:07.411+00",131333278,"3"
"2021-08-02 01:29:07.411+00",132195983,"1"
"2021-08-02 01:29:37.411+00",134436346,"2"
"2021-08-02 01:29:37.411+00",133775858,"1"
"2021-08-02 01:29:37.411+00",54191,"4"
"2021-08-02 01:29:37.411+00",135229714,"0"
"2021-08-02 01:29:37.411+00",131691256,"5"
"2021-08-02 01:29:37.411+00",132961900,"3"
"2021-08-02 01:30:07.411+00",134664153,"2"
"2021-08-02 01:30:07.411+00",135480502,"0"
"2021-08-02 01:30:07.411+00",54764,"4"
"2021-08-02 01:30:07.411+00",134000272,"1"
"2021-08-02 01:30:07.411+00",133186250,"3"
"2021-08-02 01:30:07.411+00",131921290,"5"
"2021-08-02 01:30:37.411+00",134153971,"1"
"2021-08-02 01:30:37.411+00",135620974,"0"
"2021-08-02 01:30:37.411+00",134805021,"2"
"2021-08-02 01:30:37.411+00",55637,"4"
"2021-08-02 01:30:37.411+00",133332578,"3"
"2021-08-02 01:30:37.411+00",132059974,"5"
"2021-08-02 01:31:07.411+00",134202838,"1"
"2021-08-02 01:31:07.411+00",133377623,"3"
"2021-08-02 01:31:07.411+00",132104473,"5"
"2021-08-02 01:31:07.411+00",135666292,"0"
"2021-08-02 01:31:07.411+00",56060,"4"
"2021-08-02 01:31:07.411+00",134853342,"2"
"2021-08-02 01:31:37.411+00",132259537,"5"
"2021-08-02 01:31:37.411+00",133533233,"3"
"2021-08-02 01:31:37.411+00",134358721,"1"
"2021-08-02 01:31:37.411+00",135822175,"0"
"2021-08-02 01:31:37.411+00",135009225,"2"
"2021-08-02 01:31:37.411+00",56483,"4"
"2021-08-02 01:32:07.411+00",134492491,"1"
"2021-08-02 01:32:07.411+00",56906,"4"
"2021-08-02 01:32:07.411+00",135142176,"2"
"2021-08-02 01:32:07.411+00",135955399,"0"
"2021-08-02 01:32:07.411+00",133667003,"3"
"2021-08-02 01:32:07.411+00",132392215,"5"
"2021-08-02 01:32:37.411+00",132506602,"5"
"2021-08-02 01:32:37.411+00",135256836,"2"
"2021-08-02 01:32:37.411+00",57329,"4"
"2021-08-02 01:32:37.411+00",134606059,"1"
"2021-08-02 01:32:37.411+00",133782209,"3"
"2021-08-02 01:32:37.411+00",136070605,"0"
"2021-08-02 01:33:07.411+00",57752,"4"
"2021-08-02 01:33:07.411+00",135377775,"2"
"2021-08-02 01:33:07.411+00",136191544,"0"
"2021-08-02 01:33:07.411+00",132624811,"5"
"2021-08-02 01:33:07.411+00",133903148,"3"
"2021-08-02 01:33:07.411+00",134726998,"1"
"2021-08-02 01:33:37.411+00",134038283,"3"
"2021-08-02 01:33:37.411+00",134862406,"1"
"2021-08-02 01:33:37.411+00",136327225,"0"
"2021-08-02 01:33:37.411+00",58175,"4"
"2021-08-02 01:33:37.411+00",135514002,"2"
"2021-08-02 01:33:37.411+00",132759946,"5"
"2021-08-02 01:34:07.411+00",134991808,"1"
"2021-08-02 01:34:07.411+00",135642039,"2"
"2021-08-02 01:34:07.411+00",136456081,"0"
"2021-08-02 01:34:07.411+00",134166320,"3"
"2021-08-02 01:34:07.411+00",132887437,"5"
"2021-08-02 01:34:07.411+00",58598,"4"
"2021-08-02 01:34:37.411+00",135773352,"2"
"2021-08-02 01:34:37.411+00",136588213,"0"
"2021-08-02 01:34:37.411+00",59021,"4"
"2021-08-02 01:34:37.411+00",135126670,"1"
"2021-08-02 01:34:37.411+00",133019023,"5"
"2021-08-02 01:34:37.411+00",134298452,"3"
