"time","rdd_blocks","executor"
"2021-08-02 01:14:07.411+00",890,"5"
"2021-08-02 01:14:07.411+00",884,"3"
"2021-08-02 01:14:37.411+00",918,"2"
"2021-08-02 01:14:37.411+00",967,"0"
"2021-08-02 01:14:37.411+00",0,"4"
"2021-08-02 01:14:37.411+00",1025,"1"
"2021-08-02 01:14:37.411+00",872,"3"
"2021-08-02 01:14:37.411+00",928,"5"
"2021-08-02 01:15:07.411+00",1246,"1"
"2021-08-02 01:15:07.411+00",1105,"3"
"2021-08-02 01:15:07.411+00",1157,"5"
"2021-08-02 01:15:07.411+00",1188,"0"
"2021-08-02 01:15:07.411+00",1123,"2"
"2021-08-02 01:15:07.411+00",0,"4"
"2021-08-02 01:15:37.411+00",0,"4"
"2021-08-02 01:15:37.411+00",1343,"5"
"2021-08-02 01:15:37.411+00",1392,"0"
"2021-08-02 01:15:37.411+00",1313,"3"
"2021-08-02 01:15:37.411+00",1438,"1"
"2021-08-02 01:15:37.411+00",1323,"2"
"2021-08-02 01:16:07.411+00",1578,"0"
"2021-08-02 01:16:07.411+00",1575,"1"
"2021-08-02 01:16:07.411+00",1497,"3"
"2021-08-02 01:16:07.411+00",1477,"5"
"2021-08-02 01:16:07.411+00",1473,"2"
"2021-08-02 01:16:07.411+00",0,"4"
"2021-08-02 01:16:37.411+00",0,"4"
"2021-08-02 01:16:37.411+00",1509,"0"
"2021-08-02 01:16:37.411+00",1405,"2"
"2021-08-02 01:16:37.411+00",1400,"5"
"2021-08-02 01:16:37.411+00",1428,"3"
"2021-08-02 01:16:37.411+00",1504,"1"
"2021-08-02 01:17:07.411+00",0,"4"
"2021-08-02 01:17:07.411+00",1370,"5"
"2021-08-02 01:17:07.411+00",1404,"3"
"2021-08-02 01:17:07.411+00",1486,"1"
"2021-08-02 01:17:07.411+00",1484,"0"
"2021-08-02 01:17:07.411+00",1369,"2"
"2021-08-02 01:17:37.411+00",1413,"2"
"2021-08-02 01:17:37.411+00",1442,"3"
"2021-08-02 01:17:37.411+00",1527,"1"
"2021-08-02 01:17:37.411+00",1410,"5"
"2021-08-02 01:17:37.411+00",0,"4"
"2021-08-02 01:17:37.411+00",1513,"0"
"2021-08-02 01:18:07.411+00",1505,"0"
"2021-08-02 01:18:07.411+00",1417,"5"
"2021-08-02 01:18:07.411+00",1435,"3"
"2021-08-02 01:18:07.411+00",1522,"1"
"2021-08-02 01:18:07.411+00",0,"4"
"2021-08-02 01:18:07.411+00",1415,"2"
"2021-08-02 01:18:37.411+00",1521,"0"
"2021-08-02 01:18:37.411+00",1452,"3"
"2021-08-02 01:18:37.411+00",0,"4"
"2021-08-02 01:18:37.411+00",1530,"1"
"2021-08-02 01:18:37.411+00",1447,"2"
"2021-08-02 01:18:37.411+00",1434,"5"
"2021-08-02 01:19:07.411+00",1411,"2"
"2021-08-02 01:19:07.411+00",1398,"5"
"2021-08-02 01:19:07.411+00",1413,"3"
"2021-08-02 01:19:07.411+00",1488,"1"
"2021-08-02 01:19:07.411+00",0,"4"
"2021-08-02 01:19:07.411+00",1485,"0"
"2021-08-02 01:19:37.411+00",1487,"1"
"2021-08-02 01:19:37.411+00",0,"4"
"2021-08-02 01:19:37.411+00",1410,"2"
"2021-08-02 01:19:37.411+00",1485,"0"
"2021-08-02 01:19:37.411+00",1398,"5"
"2021-08-02 01:19:37.411+00",1411,"3"
"2021-08-02 01:20:07.411+00",1476,"0"
"2021-08-02 01:20:07.411+00",1386,"5"
"2021-08-02 01:20:07.411+00",1399,"3"
"2021-08-02 01:20:07.411+00",1478,"1"
"2021-08-02 01:20:07.411+00",1392,"2"
"2021-08-02 01:20:07.411+00",0,"4"
"2021-08-02 01:20:37.411+00",1367,"5"
"2021-08-02 01:20:37.411+00",1470,"0"
"2021-08-02 01:20:37.411+00",1389,"3"
"2021-08-02 01:20:37.411+00",1470,"1"
"2021-08-02 01:20:37.411+00",0,"4"
"2021-08-02 01:20:37.411+00",1373,"2"
"2021-08-02 01:21:07.411+00",0,"4"
"2021-08-02 01:21:07.411+00",1391,"2"
"2021-08-02 01:21:07.411+00",1491,"0"
"2021-08-02 01:21:07.411+00",1386,"5"
"2021-08-02 01:21:07.411+00",1412,"3"
"2021-08-02 01:21:07.411+00",1495,"1"
"2021-08-02 01:21:37.411+00",1383,"2"
"2021-08-02 01:21:37.411+00",0,"4"
"2021-08-02 01:21:37.411+00",1475,"0"
"2021-08-02 01:21:37.411+00",1378,"5"
"2021-08-02 01:21:37.411+00",1396,"3"
"2021-08-02 01:21:37.411+00",1481,"1"
"2021-08-02 01:22:07.411+00",0,"4"
"2021-08-02 01:22:07.411+00",1527,"1"
"2021-08-02 01:22:07.411+00",1440,"3"
"2021-08-02 01:22:07.411+00",1426,"5"
"2021-08-02 01:22:07.411+00",1516,"0"
"2021-08-02 01:22:07.411+00",1433,"2"
"2021-08-02 01:22:37.411+00",1502,"0"
"2021-08-02 01:22:37.411+00",1511,"1"
"2021-08-02 01:22:37.411+00",1425,"3"
"2021-08-02 01:22:37.411+00",1406,"5"
"2021-08-02 01:22:37.411+00",0,"4"
"2021-08-02 01:22:37.411+00",1418,"2"
"2021-08-02 01:23:07.411+00",2900,"3"
"2021-08-02 01:23:07.411+00",2958,"0"
"2021-08-02 01:23:07.411+00",2802,"2"
"2021-08-02 01:23:07.411+00",0,"4"
"2021-08-02 01:23:07.411+00",2972,"1"
"2021-08-02 01:23:07.411+00",2802,"5"
"2021-08-02 01:23:37.411+00",5656,"5"
"2021-08-02 01:23:37.411+00",5942,"0"
"2021-08-02 01:23:37.411+00",5825,"2"
"2021-08-02 01:23:37.411+00",0,"4"
"2021-08-02 01:23:37.411+00",5926,"1"
"2021-08-02 01:23:37.411+00",5907,"3"
"2021-08-02 01:24:07.411+00",8135,"0"
"2021-08-02 01:24:07.411+00",8134,"3"
"2021-08-02 01:24:07.411+00",7843,"5"
"2021-08-02 01:24:07.411+00",8041,"1"
"2021-08-02 01:24:07.411+00",0,"4"
"2021-08-02 01:24:07.411+00",8021,"2"
"2021-08-02 01:24:37.411+00",0,"4"
"2021-08-02 01:24:37.411+00",9832,"0"
"2021-08-02 01:24:37.411+00",9722,"1"
"2021-08-02 01:24:37.411+00",9812,"3"
"2021-08-02 01:24:37.411+00",9471,"5"
"2021-08-02 01:24:37.411+00",9690,"2"
"2021-08-02 01:25:07.411+00",10504,"5"
"2021-08-02 01:25:07.411+00",0,"4"
"2021-08-02 01:25:07.411+00",10761,"2"
"2021-08-02 01:25:07.411+00",10924,"0"
"2021-08-02 01:25:07.411+00",10790,"1"
"2021-08-02 01:25:07.411+00",10832,"3"
"2021-08-02 01:25:37.411+00",9687,"0"
"2021-08-02 01:25:37.411+00",9593,"1"
"2021-08-02 01:25:37.411+00",9349,"5"
"2021-08-02 01:25:37.411+00",9651,"3"
"2021-08-02 01:25:37.411+00",0,"4"
"2021-08-02 01:25:37.411+00",9573,"2"
"2021-08-02 01:26:07.411+00",8857,"0"
"2021-08-02 01:26:07.411+00",0,"4"
"2021-08-02 01:26:07.411+00",8776,"3"
"2021-08-02 01:26:07.411+00",8556,"5"
"2021-08-02 01:26:07.411+00",8815,"1"
"2021-08-02 01:26:07.411+00",8712,"2"
"2021-08-02 01:26:37.411+00",7683,"1"
"2021-08-02 01:26:37.411+00",0,"4"
"2021-08-02 01:26:37.411+00",7616,"2"
"2021-08-02 01:26:37.411+00",7727,"0"
"2021-08-02 01:26:37.411+00",7434,"5"
"2021-08-02 01:26:37.411+00",7623,"3"
"2021-08-02 01:27:07.411+00",6692,"5"
"2021-08-02 01:27:07.411+00",0,"4"
"2021-08-02 01:27:07.411+00",6872,"2"
"2021-08-02 01:27:07.411+00",6961,"0"
"2021-08-02 01:27:07.411+00",6921,"1"
"2021-08-02 01:27:07.411+00",6852,"3"
"2021-08-02 01:27:37.411+00",6808,"3"
"2021-08-02 01:27:37.411+00",0,"4"
"2021-08-02 01:27:37.411+00",6855,"2"
"2021-08-02 01:27:37.411+00",6911,"0"
"2021-08-02 01:27:37.411+00",6867,"1"
"2021-08-02 01:27:37.411+00",6704,"5"
"2021-08-02 01:28:07.411+00",7064,"2"
"2021-08-02 01:28:07.411+00",6905,"5"
"2021-08-02 01:28:07.411+00",6988,"3"
"2021-08-02 01:28:07.411+00",6975,"1"
"2021-08-02 01:28:07.411+00",0,"4"
"2021-08-02 01:28:07.411+00",7061,"0"
"2021-08-02 01:28:37.411+00",8028,"2"
"2021-08-02 01:28:37.411+00",7957,"3"
"2021-08-02 01:28:37.411+00",7921,"1"
"2021-08-02 01:28:37.411+00",0,"4"
"2021-08-02 01:28:37.411+00",8062,"0"
"2021-08-02 01:28:37.411+00",7908,"5"
"2021-08-02 01:29:07.411+00",0,"4"
"2021-08-02 01:29:07.411+00",8738,"1"
"2021-08-02 01:29:07.411+00",8689,"5"
"2021-08-02 01:29:07.411+00",8770,"3"
"2021-08-02 01:29:07.411+00",8825,"0"
"2021-08-02 01:29:07.411+00",8825,"2"
"2021-08-02 01:29:37.411+00",0,"4"
"2021-08-02 01:29:37.411+00",9254,"3"
"2021-08-02 01:29:37.411+00",9078,"5"
"2021-08-02 01:29:37.411+00",9279,"0"
"2021-08-02 01:29:37.411+00",9315,"2"
"2021-08-02 01:29:37.411+00",9183,"1"
"2021-08-02 01:30:07.411+00",7437,"3"
"2021-08-02 01:30:07.411+00",7485,"1"
"2021-08-02 01:30:07.411+00",7491,"2"
"2021-08-02 01:30:07.411+00",0,"4"
"2021-08-02 01:30:07.411+00",7580,"0"
"2021-08-02 01:30:07.411+00",7284,"5"
"2021-08-02 01:30:37.411+00",1960,"5"
"2021-08-02 01:30:37.411+00",2176,"0"
"2021-08-02 01:30:37.411+00",2002,"2"
"2021-08-02 01:30:37.411+00",0,"4"
"2021-08-02 01:30:37.411+00",2195,"1"
"2021-08-02 01:30:37.411+00",2014,"3"
"2021-08-02 01:31:07.411+00",296,"5"
"2021-08-02 01:31:07.411+00",411,"1"
"2021-08-02 01:31:07.411+00",313,"3"
"2021-08-02 01:31:07.411+00",393,"0"
"2021-08-02 01:31:07.411+00",312,"2"
"2021-08-02 01:31:07.411+00",0,"4"
"2021-08-02 01:31:37.411+00",831,"1"
"2021-08-02 01:31:37.411+00",816,"0"
"2021-08-02 01:31:37.411+00",748,"2"
"2021-08-02 01:31:37.411+00",0,"4"
"2021-08-02 01:31:37.411+00",731,"5"
"2021-08-02 01:31:37.411+00",735,"3"
"2021-08-02 01:32:07.411+00",1321,"1"
"2021-08-02 01:32:07.411+00",0,"4"
"2021-08-02 01:32:07.411+00",1235,"2"
"2021-08-02 01:32:07.411+00",1303,"0"
"2021-08-02 01:32:07.411+00",1217,"5"
"2021-08-02 01:32:07.411+00",1225,"3"
"2021-08-02 01:32:37.411+00",1559,"0"
"2021-08-02 01:32:37.411+00",1473,"5"
"2021-08-02 01:32:37.411+00",1482,"3"
"2021-08-02 01:32:37.411+00",1558,"1"
"2021-08-02 01:32:37.411+00",0,"4"
"2021-08-02 01:32:37.411+00",1478,"2"
"2021-08-02 01:33:07.411+00",1350,"2"
"2021-08-02 01:33:07.411+00",1338,"5"
"2021-08-02 01:33:07.411+00",1355,"3"
"2021-08-02 01:33:07.411+00",1429,"1"
"2021-08-02 01:33:07.411+00",0,"4"
"2021-08-02 01:33:07.411+00",1432,"0"
"2021-08-02 01:33:37.411+00",1360,"3"
"2021-08-02 01:33:37.411+00",0,"4"
"2021-08-02 01:33:37.411+00",1362,"2"
"2021-08-02 01:33:37.411+00",1442,"0"
"2021-08-02 01:33:37.411+00",1434,"1"
"2021-08-02 01:33:37.411+00",1347,"5"
"2021-08-02 01:34:07.411+00",1411,"2"
"2021-08-02 01:34:07.411+00",1395,"5"
"2021-08-02 01:34:07.411+00",1492,"0"
"2021-08-02 01:34:07.411+00",0,"4"
"2021-08-02 01:34:07.411+00",1492,"1"
"2021-08-02 01:34:07.411+00",1407,"3"
"2021-08-02 01:34:37.411+00",1448,"3"
"2021-08-02 01:34:37.411+00",1543,"1"
"2021-08-02 01:34:37.411+00",1533,"0"
"2021-08-02 01:34:37.411+00",0,"4"
"2021-08-02 01:34:37.411+00",1444,"5"
"2021-08-02 01:34:37.411+00",1449,"2"
"2021-08-02 01:35:07.411+00",0,"4"
"2021-08-02 01:35:07.411+00",1397,"5"
"2021-08-02 01:35:07.411+00",1412,"3"
"2021-08-02 01:35:07.411+00",1514,"1"
"2021-08-02 01:35:07.411+00",1495,"0"
"2021-08-02 01:35:07.411+00",1400,"2"
"2021-08-02 01:35:37.411+00",1391,"2"
"2021-08-02 01:35:37.411+00",1401,"3"
"2021-08-02 01:35:37.411+00",1501,"1"
"2021-08-02 01:35:37.411+00",0,"4"
"2021-08-02 01:35:37.411+00",1388,"5"
"2021-08-02 01:35:37.411+00",1482,"0"
"2021-08-02 01:36:07.413+00",4246,"3"
"2021-08-02 01:36:07.413+00",4345,"1"
"2021-08-02 01:36:07.413+00",0,"4"
"2021-08-02 01:36:07.413+00",4179,"2"
"2021-08-02 01:36:07.413+00",4293,"0"
"2021-08-02 01:36:07.413+00",4123,"5"
"2021-08-02 01:36:37.411+00",6965,"3"
"2021-08-02 01:36:37.411+00",0,"4"
"2021-08-02 01:36:37.411+00",7001,"0"
"2021-08-02 01:36:37.411+00",6843,"2"
"2021-08-02 01:36:37.411+00",7092,"1"
"2021-08-02 01:36:37.411+00",6701,"5"
"2021-08-02 01:37:07.411+00",9547,"3"
"2021-08-02 01:37:07.411+00",9153,"5"
