"time","requests_per_sec_in"
"2021-08-02 01:28:15.166+00",7579.988111715002
"2021-08-02 01:28:25.166+00",7579.200609563313
"2021-08-02 01:28:35.166+00",7576.597098202977
"2021-08-02 01:28:45.166+00",7571.841593699328
"2021-08-02 01:28:55.17+00",7567.18609958283
"2021-08-02 01:29:05.166+00",7560.927369376606
"2021-08-02 01:29:15.166+00",7558.748153805181
"2021-08-02 01:29:25.166+00",7548.919329788511
"2021-08-02 01:29:35.166+00",7551.053960026214
"2021-08-02 01:29:45.177+00",7555.473395394846
"2021-08-02 01:29:55.166+00",7554.129502242931
"2021-08-02 01:30:05.166+00",7555.748439966259
"2021-08-02 01:30:15.166+00",7557.391986488167
"2021-08-02 01:30:25.166+00",7556.985065871546
"2021-08-02 01:30:35.166+00",7559.906168018926
"2021-08-02 01:30:45.166+00",7563.051626563531
"2021-08-02 01:30:55.166+00",7562.645849762378
"2021-08-02 01:31:05.166+00",7557.672019739484
"2021-08-02 01:31:15.166+00",7557.435684883221
"2021-08-02 01:31:25.166+00",7558.674468211369
"2021-08-02 01:31:35.166+00",7557.595271557549
"2021-08-02 01:31:45.166+00",7562.973656505619
"2021-08-02 01:31:55.166+00",7555.768734678927
"2021-08-02 01:32:05.166+00",7562.452129953968
"2021-08-02 01:32:15.166+00",7557.024940819987
"2021-08-02 01:32:25.166+00",7552.442538148615
"2021-08-02 01:32:35.166+00",7549.084630147219
"2021-08-02 01:32:45.166+00",7555.392124658554
"2021-08-02 01:32:55.166+00",7552.78476605768
"2021-08-02 01:33:05.166+00",7551.679251519165
"2021-08-02 01:33:15.166+00",7552.62779505424
"2021-08-02 01:33:25.166+00",7551.683275179881
"2021-08-02 01:33:35.166+00",7550.014961925035
"2021-08-02 01:33:45.166+00",7559.297972359971
"2021-08-02 01:33:55.166+00",7549.295924287834
"2021-08-02 01:34:05.166+00",7557.937737638087
"2021-08-02 01:34:15.166+00",7552.54656931051
"2021-08-02 01:34:25.166+00",7552.405071604079
"2021-08-02 01:34:35.166+00",7554.796603197635
"2021-08-02 01:34:45.166+00",7552.217964379071
"2021-08-02 01:34:55.166+00",7543.490129883946
"2021-08-02 01:35:05.166+00",7546.81263877208
"2021-08-02 01:35:15.166+00",7548.350436169576
"2021-08-02 01:35:25.166+00",7548.382071786906
"2021-08-02 01:35:35.166+00",7550.303216512524
"2021-08-02 01:35:45.166+00",7553.537385639
"2021-08-02 01:35:55.166+00",7551.2027145294205
"2021-08-02 01:36:05.166+00",7550.33723255859
"2021-08-02 01:36:15.166+00",7554.651249230984
"2021-08-02 01:36:25.166+00",7556.672237879231
"2021-08-02 01:36:35.166+00",7553.114130064093
"2021-08-02 01:36:45.173+00",7550.674136812655
"2021-08-02 01:36:55.166+00",7545.549327194779
"2021-08-02 01:37:05.166+00",7546.442939707187
"2021-08-02 01:37:15.166+00",7540.747239200463
"2021-08-02 01:37:25.166+00",7543.772545757907
"2021-08-02 01:37:35.166+00",7542.294088258827
"2021-08-02 01:37:45.166+00",7542.751022349556
"2021-08-02 01:37:55.166+00",7543.5395488923505
"2021-08-02 01:38:05.166+00",7546.54026915423
"2021-08-02 01:38:15.166+00",7547.487836033489
"2021-08-02 01:38:25.166+00",7544.80563750052
"2021-08-02 01:38:35.166+00",7541.5891368822295
"2021-08-02 01:38:45.166+00",7539.368669707596
"2021-08-02 01:38:55.166+00",7534.43280144774
"2021-08-02 01:39:05.166+00",7537.853158985678
"2021-08-02 01:39:15.166+00",7533.839511854622
"2021-08-02 01:39:25.166+00",7528.217651691811
"2021-08-02 01:39:35.166+00",7529.843460861852
"2021-08-02 01:39:45.166+00",7534.379526897498
"2021-08-02 01:39:55.172+00",7540.48767170567
"2021-08-02 01:40:05.172+00",7531.994258982527
"2021-08-02 01:40:15.166+00",7535.937452336064
"2021-08-02 01:40:25.166+00",7536.032195471374
"2021-08-02 01:40:35.166+00",7542.482780687436
"2021-08-02 01:40:45.166+00",7533.942127717765
"2021-08-02 01:40:55.166+00",7532.491984779585
"2021-08-02 01:41:05.166+00",7528.630272823733
"2021-08-02 01:41:15.166+00",7526.001119933232
"2021-08-02 01:41:25.166+00",7518.012146433321
"2021-08-02 01:41:35.166+00",7522.564074166474
"2021-08-02 01:41:45.166+00",7518.119539474946
"2021-08-02 01:41:55.166+00",7520.552383822178
"2021-08-02 01:42:05.166+00",7522.731999563448
"2021-08-02 01:42:15.166+00",7530.010237303486
"2021-08-02 01:42:25.166+00",7527.576826095859
"2021-08-02 01:42:35.166+00",7531.617204035511
"2021-08-02 01:42:45.166+00",7532.531836814931
"2021-08-02 01:42:55.166+00",7535.05238261453
"2021-08-02 01:43:05.166+00",7527.202069836094
"2021-08-02 01:43:15.166+00",7525.032056716862
"2021-08-02 01:43:25.166+00",7526.376817666821
"2021-08-02 01:43:35.166+00",7523.998383814112
"2021-08-02 01:43:45.166+00",7512.598608105192
"2021-08-02 01:43:55.166+00",7518.860245348389
"2021-08-02 01:44:05.166+00",7517.956124441838
"2021-08-02 01:44:15.166+00",7520.698131376989
"2021-08-02 01:44:25.166+00",7520.674027583433
"2021-08-02 01:44:35.166+00",7520.547573119149
"2021-08-02 01:44:45.166+00",7514.93751865801
"2021-08-02 01:44:55.166+00",7522.318580561339
"2021-08-02 01:45:05.166+00",7521.910720448329
"2021-08-02 01:45:15.166+00",7528.909552398552
"2021-08-02 01:45:25.166+00",7522.742475901428
"2021-08-02 01:45:35.166+00",7523.7287628139775
"2021-08-02 01:45:45.166+00",7525.682437712536
"2021-08-02 01:45:55.166+00",7530.205567806049
"2021-08-02 01:46:05.166+00",7527.891204166765
"2021-08-02 01:46:15.166+00",7522.5584470344165
"2021-08-02 01:46:25.166+00",7526.759684187901
"2021-08-02 01:46:35.166+00",7529.515715127017
"2021-08-02 01:46:45.166+00",7526.689942542874
"2021-08-02 01:46:55.166+00",7530.752590993611
"2021-08-02 01:47:05.166+00",7527.961281606616
"2021-08-02 01:47:15.166+00",7533.661936744693
"2021-08-02 01:47:25.166+00",7533.193081052326
"2021-08-02 01:47:35.166+00",7533.2990044815915
"2021-08-02 01:47:45.166+00",7534.183791945437
"2021-08-02 01:47:55.166+00",7535.388641724503
"2021-08-02 01:48:05.166+00",7533.994496777095
"2021-08-02 01:48:15.166+00",7532.399328704849
"2021-08-02 01:48:25.166+00",7531.913198817136
"2021-08-02 01:48:35.166+00",7530.976513534093
"2021-08-02 01:48:45.166+00",7528.022268596763
"2021-08-02 01:48:55.166+00",7532.974205018474
"2021-08-02 01:49:05.169+00",7528.798090567563
"2021-08-02 01:49:15.166+00",7520.522372434879
"2021-08-02 01:49:25.166+00",7518.188585499466
"2021-08-02 01:49:35.166+00",7518.639278911159
"2021-08-02 01:49:45.166+00",7515.918559203269
"2021-08-02 01:49:55.166+00",7516.390861975747
"2021-08-02 01:50:05.166+00",7516.552877435732
"2021-08-02 01:50:15.166+00",7519.668834486496
"2021-08-02 01:50:25.166+00",7516.406254616783
"2021-08-02 01:50:35.166+00",7522.337439465693
"2021-08-02 01:50:45.172+00",7515.174543755585
"2021-08-02 01:50:55.166+00",7514.107499762035
"2021-08-02 01:51:05.166+00",7510.981625540457
"2021-08-02 01:51:15.166+00",7512.552872164171
"2021-08-02 01:51:25.166+00",7509.338780529193
"2021-08-02 01:51:35.166+00",7507.381164900705
"2021-08-02 01:51:45.166+00",7504.72760425167
"2021-08-02 01:51:55.168+00",7503.59169974977
"2021-08-02 01:52:05.166+00",7507.957359151923
"2021-08-02 01:52:15.166+00",7505.7557992980455
"2021-08-02 01:52:25.166+00",7507.091774377405
"2021-08-02 01:52:35.166+00",7509.262039964834
"2021-08-02 01:52:45.166+00",7503.946670153643
"2021-08-02 01:52:55.166+00",7504.971860344804
"2021-08-02 01:53:05.166+00",7504.660930639528
"2021-08-02 01:53:15.166+00",7498.3912008622165
"2021-08-02 01:53:25.166+00",7491.874391260171
"2021-08-02 01:53:35.166+00",7495.9771895912045
"2021-08-02 01:53:45.166+00",7489.58158088198
"2021-08-02 01:53:55.166+00",7490.584035406212
"2021-08-02 01:54:05.166+00",7488.428156065778
"2021-08-02 01:54:15.166+00",7487.807656188121
"2021-08-02 01:54:25.166+00",7486.357575529282
"2021-08-02 01:54:35.166+00",7484.659991217163
"2021-08-02 01:54:45.166+00",7478.781073727426
"2021-08-02 01:54:55.166+00",7480.91654255508
"2021-08-02 01:55:05.166+00",7479.788640341451
"2021-08-02 01:55:15.166+00",7479.796057960759
"2021-08-02 01:55:25.166+00",7481.977794685573
"2021-08-02 01:55:35.166+00",7486.694853942563
"2021-08-02 01:55:45.166+00",7477.742935847317
"2021-08-02 01:55:55.166+00",7483.150336425011
"2021-08-02 01:56:05.166+00",7485.856694763482
"2021-08-02 01:56:15.166+00",7488.287519906384
"2021-08-02 01:56:25.166+00",7484.489268059277
"2021-08-02 01:56:35.166+00",7482.839897154353
"2021-08-02 01:56:45.166+00",7484.225718588996
"2021-08-02 01:56:55.166+00",7487.962501911739
"2021-08-02 01:57:05.166+00",7477.201486517913
"2021-08-02 01:57:15.173+00",7478.592521007673
"2021-08-02 01:57:25.166+00",7473.773754718855
"2021-08-02 01:57:35.166+00",7478.878932439808
"2021-08-02 01:57:45.166+00",7482.520656351332
"2021-08-02 01:57:55.166+00",7483.72572466838
"2021-08-02 01:58:05.166+00",7477.973284079295
"2021-08-02 01:58:15.166+00",7481.671981673043
"2021-08-02 01:58:25.166+00",7484.143390054628
"2021-08-02 01:58:35.166+00",7486.835418570417
"2021-08-02 01:58:45.166+00",7486.680911290429
"2021-08-02 01:58:55.166+00",7489.345346107732
"2021-08-02 01:59:05.166+00",7485.943686268901
"2021-08-02 01:59:15.184+00",7492.948263139828
"2021-08-02 01:59:25.166+00",7485.348109899556
"2021-08-02 01:59:35.166+00",7487.894881123645
"2021-08-02 01:59:45.166+00",7480.773706456759
"2021-08-02 01:59:55.166+00",7478.086103255215
"2021-08-02 02:00:05.166+00",7476.858678709589
"2021-08-02 02:00:15.166+00",7475.421204671296
"2021-08-02 02:00:25.166+00",7473.45098869865
"2021-08-02 02:00:35.169+00",7475.470827544188
"2021-08-02 02:00:45.166+00",7474.771004340495
"2021-08-02 02:00:55.166+00",7478.901900856755
"2021-08-02 02:01:05.166+00",7476.839269935585
"2021-08-02 02:01:15.166+00",7478.896237433281
"2021-08-02 02:01:25.166+00",7473.30427481511
"2021-08-02 02:01:35.166+00",7469.065244458718
"2021-08-02 02:01:45.166+00",7471.057216666101
"2021-08-02 02:01:55.168+00",7473.057045009843
"2021-08-02 02:02:05.166+00",7468.613545032345
"2021-08-02 02:02:15.166+00",7464.740301199299
"2021-08-02 02:02:25.166+00",6895.436549912488
"2021-08-02 02:02:35.166+00",7213.265746893663
"2021-08-02 02:02:45.18+00",7813.60036669335
"2021-08-02 02:02:55.166+00",8313.40510608602
"2021-08-02 02:03:05.166+00",8757.454086117665
"2021-08-02 02:03:15.166+00",9124.718242817047
"2021-08-02 02:03:25.166+00",9422.273450936178
"2021-08-02 02:03:35.166+00",9682.79351126838
"2021-08-02 02:03:45.166+00",9904.652548139835
"2021-08-02 02:03:55.166+00",10095.348877922203
"2021-08-02 02:04:05.166+00",10177.427844404763
"2021-08-02 02:04:15.173+00",10348.086099323107
"2021-08-02 02:04:25.166+00",11015.56472124299
"2021-08-02 02:04:35.166+00",11572.683420375974
"2021-08-02 02:04:45.171+00",12068.2797612812
"2021-08-02 02:04:55.166+00",12480.002287243113
"2021-08-02 02:05:05.166+00",12829.93602956673
"2021-08-02 02:05:15.166+00",13125.575628577686
"2021-08-02 02:05:25.166+00",13362.475249446443
"2021-08-02 02:05:35.166+00",13584.393986612424
"2021-08-02 02:05:45.166+00",13765.823490981118
"2021-08-02 02:05:55.166+00",13912.97625235835
"2021-08-02 02:06:05.166+00",14036.098660171028
"2021-08-02 02:06:15.166+00",14146.729746461246
"2021-08-02 02:06:25.166+00",14243.277147153158
"2021-08-02 02:06:35.169+00",14323.719490273335
"2021-08-02 02:06:45.166+00",14404.631736845236
"2021-08-02 02:06:55.166+00",14461.536266876412
"2021-08-02 02:07:05.166+00",14498.766978580608
"2021-08-02 02:07:15.169+00",14540.068588268297
"2021-08-02 02:07:25.166+00",14567.18557253292
"2021-08-02 02:07:35.181+00",14581.070953799175
"2021-08-02 02:07:45.166+00",14594.321767001327
"2021-08-02 02:07:55.166+00",14620.18600614092
"2021-08-02 02:08:05.176+00",14648.76162577534
"2021-08-02 02:08:15.166+00",14683.034376355465
"2021-08-02 02:08:25.171+00",14696.655794814296
"2021-08-02 02:08:35.166+00",14700.478509176932
"2021-08-02 02:08:45.166+00",14711.45888895698
"2021-08-02 02:08:55.166+00",14719.258991946306
"2021-08-02 02:09:05.182+00",14726.561409992919
"2021-08-02 02:09:15.166+00",14717.419563010391
"2021-08-02 02:09:25.166+00",14716.384018380253
"2021-08-02 02:09:35.166+00",14718.030467071681
"2021-08-02 02:09:45.166+00",14730.244459403038
"2021-08-02 02:09:55.166+00",14737.29174998448
"2021-08-02 02:10:05.166+00",14734.950331215252
"2021-08-02 02:10:15.166+00",14733.197690336108
"2021-08-02 02:10:25.166+00",14723.479228200062
"2021-08-02 02:10:35.166+00",14715.32224148836
"2021-08-02 02:10:45.166+00",14722.057861951025
"2021-08-02 02:10:55.166+00",14733.919697585496
"2021-08-02 02:11:05.166+00",14744.222162786968
"2021-08-02 02:11:15.166+00",14739.990588299017
"2021-08-02 02:11:25.169+00",14729.833713795742
"2021-08-02 02:11:35.169+00",14722.764486614442
"2021-08-02 02:11:45.166+00",14724.457831622885
"2021-08-02 02:11:55.166+00",14720.962117430256
"2021-08-02 02:12:05.166+00",14720.526201838818
"2021-08-02 02:12:15.166+00",14720.567480156764
"2021-08-02 02:12:25.166+00",14710.237389648397
"2021-08-02 02:12:35.166+00",14713.10167781713
"2021-08-02 02:12:45.166+00",14715.294316465259
"2021-08-02 02:12:55.166+00",14707.26232971012
"2021-08-02 02:13:05.166+00",14696.64436398068
"2021-08-02 02:13:15.17+00",14699.253916675278
"2021-08-02 02:13:25.166+00",14699.304755971907
"2021-08-02 02:13:35.166+00",14706.300303769141
"2021-08-02 02:13:45.172+00",14712.750368702033
"2021-08-02 02:13:55.166+00",14721.16452088557
"2021-08-02 02:14:05.166+00",14709.776460942581
"2021-08-02 02:14:15.166+00",14710.067426361747
"2021-08-02 02:14:25.166+00",14713.356519420668
"2021-08-02 02:14:35.166+00",14702.72914609386
"2021-08-02 02:14:45.166+00",14710.148989473168
"2021-08-02 02:14:55.175+00",14713.486506758256
"2021-08-02 02:15:05.166+00",14695.57915757997
"2021-08-02 02:15:15.166+00",14694.762060056799
"2021-08-02 02:15:25.166+00",14702.88416218604
"2021-08-02 02:15:35.166+00",14681.81264543658
"2021-08-02 02:15:45.166+00",14675.3169432398
"2021-08-02 02:15:55.166+00",14677.421138469406
"2021-08-02 02:16:05.166+00",14668.790201778873
"2021-08-02 02:16:15.166+00",14672.18126341698
"2021-08-02 02:16:25.166+00",14675.819237717222
"2021-08-02 02:16:35.166+00",14683.647554373378
"2021-08-02 02:16:45.166+00",14671.57935567655
"2021-08-02 02:16:55.166+00",14671.394005634265
"2021-08-02 02:17:05.166+00",14680.834834781175
"2021-08-02 02:17:15.166+00",14672.010017539498
"2021-08-02 02:17:25.176+00",14670.519041665753
"2021-08-02 02:17:35.166+00",14669.633863386862
"2021-08-02 02:17:45.166+00",14669.221632676217
"2021-08-02 02:17:55.166+00",14662.384413214313
"2021-08-02 02:18:05.166+00",14664.908545787786
"2021-08-02 02:18:15.166+00",14669.581274869672
"2021-08-02 02:18:25.168+00",14676.371814853748
