"time","total_received_records"
"2021-08-02 01:08:10.373+00",2207949
"2021-08-02 01:08:20.373+00",2217231
"2021-08-02 01:08:30.375+00",2229454
"2021-08-02 01:08:40.373+00",2240216
"2021-08-02 01:08:50.373+00",2250695
"2021-08-02 01:09:00.373+00",2262431
"2021-08-02 01:09:10.373+00",2271815
"2021-08-02 01:09:20.373+00",2282598
"2021-08-02 01:09:30.373+00",2293271
"2021-08-02 01:09:40.373+00",2304585
"2021-08-02 01:09:50.373+00",2314392
"2021-08-02 01:10:00.373+00",2324970
"2021-08-02 01:10:10.373+00",2335770
"2021-08-02 01:10:20.373+00",2344239
"2021-08-02 01:10:30.373+00",2357725
"2021-08-02 01:10:40.377+00",2367575
"2021-08-02 01:10:50.373+00",2378211
"2021-08-02 01:11:00.373+00",2384569
"2021-08-02 01:11:10.373+00",2399543
"2021-08-02 01:11:20.373+00",2410096
"2021-08-02 01:11:30.373+00",2420784
"2021-08-02 01:11:40.373+00",2429518
"2021-08-02 01:11:50.373+00",2442080
"2021-08-02 01:12:00.376+00",2452769
"2021-08-02 01:12:10.377+00",2463448
"2021-08-02 01:12:20.373+00",2474846
"2021-08-02 01:12:30.379+00",2484768
"2021-08-02 01:12:40.373+00",2495452
"2021-08-02 01:12:50.373+00",2506111
"2021-08-02 01:13:00.373+00",2516804
"2021-08-02 01:13:10.373+00",2527319
"2021-08-02 01:13:20.373+00",2537827
"2021-08-02 01:13:30.373+00",2548186
"2021-08-02 01:13:40.38+00",2558837
"2021-08-02 01:13:50.373+00",2569510
"2021-08-02 01:14:00.373+00",2580146
"2021-08-02 01:14:10.373+00",2590871
"2021-08-02 01:14:20.373+00",2601543
"2021-08-02 01:14:30.373+00",2612225
"2021-08-02 01:14:40.373+00",2622859
"2021-08-02 01:14:50.373+00",2633376
"2021-08-02 01:15:00.373+00",2644044
"2021-08-02 01:15:10.373+00",2700731
"2021-08-02 01:15:20.373+00",2765972
"2021-08-02 01:15:30.373+00",2831321
"2021-08-02 01:15:40.373+00",2896490
"2021-08-02 01:15:50.373+00",2961807
"2021-08-02 01:16:00.373+00",3027593
"2021-08-02 01:16:10.373+00",3092869
"2021-08-02 01:16:20.373+00",3158097
"2021-08-02 01:16:30.373+00",3215629
"2021-08-02 01:16:40.373+00",3253131
"2021-08-02 01:16:50.373+00",3290553
"2021-08-02 01:17:00.373+00",3328573
"2021-08-02 01:17:10.377+00",3366569
"2021-08-02 01:17:20.373+00",3404452
"2021-08-02 01:17:30.373+00",3442053
"2021-08-02 01:17:40.383+00",3479741
"2021-08-02 01:17:50.373+00",3517848
"2021-08-02 01:18:00.373+00",3556002
"2021-08-02 01:18:10.373+00",3593845
"2021-08-02 01:18:20.373+00",3631620
"2021-08-02 01:18:30.373+00",3669669
"2021-08-02 01:18:40.373+00",3707248
"2021-08-02 01:18:50.373+00",3745069
"2021-08-02 01:19:00.373+00",3793386
"2021-08-02 01:19:10.373+00",3869039
"2021-08-02 01:19:20.388+00",3944549
"2021-08-02 01:19:30.373+00",4020452
"2021-08-02 01:19:40.376+00",4096065
"2021-08-02 01:19:50.373+00",4171381
"2021-08-02 01:20:00.373+00",4246718
"2021-08-02 01:20:10.373+00",4322332
"2021-08-02 01:20:20.373+00",4398466
"2021-08-02 01:20:30.373+00",4474574
"2021-08-02 01:20:40.373+00",4550153
"2021-08-02 01:20:50.373+00",4625586
"2021-08-02 01:21:00.373+00",4701350
"2021-08-02 01:21:10.373+00",4777053
"2021-08-02 01:21:20.373+00",4852689
"2021-08-02 01:21:30.373+00",4928395
"2021-08-02 01:21:40.373+00",5004255
"2021-08-02 01:21:50.373+00",5079776
"2021-08-02 01:22:00.373+00",5156135
"2021-08-02 01:22:10.373+00",5231792
"2021-08-02 01:22:20.384+00",5307244
"2021-08-02 01:22:30.373+00",5382744
"2021-08-02 01:22:40.373+00",5458389
"2021-08-02 01:22:50.373+00",5534661
"2021-08-02 01:23:00.373+00",5610455
"2021-08-02 01:23:10.373+00",5686482
"2021-08-02 01:23:20.373+00",5769921
"2021-08-02 01:23:30.373+00",5822870
"2021-08-02 01:23:40.373+00",5868475
"2021-08-02 01:23:50.373+00",5931623
"2021-08-02 01:24:00.373+00",5996802
"2021-08-02 01:24:10.373+00",6049405
"2021-08-02 01:24:20.373+00",6119931
"2021-08-02 01:24:30.375+00",6163895
"2021-08-02 01:24:40.373+00",6181069
"2021-08-02 01:24:50.373+00",6240913
"2021-08-02 01:25:00.379+00",6278301
"2021-08-02 01:25:10.373+00",6336770
"2021-08-02 01:25:20.373+00",6405159
"2021-08-02 01:25:30.373+00",6476849
"2021-08-02 01:25:40.373+00",6497390
"2021-08-02 01:25:50.373+00",6549053
"2021-08-02 01:26:00.373+00",6615054
"2021-08-02 01:26:10.373+00",6678262
"2021-08-02 01:26:20.385+00",6728686
"2021-08-02 01:26:30.373+00",6785157
"2021-08-02 01:26:40.376+00",6824641
"2021-08-02 01:26:50.373+00",6895528
"2021-08-02 01:27:00.373+00",6957203
"2021-08-02 01:27:10.373+00",7009080
"2021-08-02 01:27:20.373+00",7075165
"2021-08-02 01:27:30.373+00",7079466
"2021-08-02 01:27:40.373+00",7138557
"2021-08-02 01:27:50.373+00",7202479
"2021-08-02 01:28:00.373+00",7276889
"2021-08-02 01:28:10.373+00",7339947
"2021-08-02 01:28:20.373+00",7379692
"2021-08-02 01:28:30.373+00",7432348
"2021-08-02 01:28:40.373+00",7508112
"2021-08-02 01:28:50.373+00",7565629
"2021-08-02 01:29:00.373+00",7639879
"2021-08-02 01:29:10.373+00",7693345
"2021-08-02 01:29:20.379+00",7751158
"2021-08-02 01:29:30.373+00",7806353
"2021-08-02 01:29:40.379+00",7866672
"2021-08-02 01:29:50.373+00",7960667
"2021-08-02 01:30:00.373+00",8189553
"2021-08-02 01:30:10.378+00",8372622
"2021-08-02 01:30:20.373+00",8603092
"2021-08-02 01:30:30.378+00",8982170
"2021-08-02 01:30:40.373+00",9051779
"2021-08-02 01:30:50.373+00",9177578
"2021-08-02 01:31:00.373+00",9253164
"2021-08-02 01:31:10.373+00",9318284
"2021-08-02 01:31:20.373+00",9393587
"2021-08-02 01:31:30.39+00",9469202
"2021-08-02 01:31:40.373+00",9544614
"2021-08-02 01:31:50.381+00",9620365
"2021-08-02 01:32:00.373+00",9696173
"2021-08-02 01:32:10.373+00",9771406
"2021-08-02 01:32:20.373+00",9847286
"2021-08-02 01:32:30.373+00",9922251
"2021-08-02 01:32:40.373+00",9999411
"2021-08-02 01:32:50.373+00",10073455
"2021-08-02 01:33:00.373+00",10148969
"2021-08-02 01:33:10.373+00",10224616
"2021-08-02 01:33:20.373+00",10300090
"2021-08-02 01:33:30.373+00",10375379
"2021-08-02 01:33:40.373+00",10450822
"2021-08-02 01:33:50.373+00",10526812
"2021-08-02 01:34:00.373+00",10602336
"2021-08-02 01:34:10.373+00",10678258
"2021-08-02 01:34:20.373+00",10753370
"2021-08-02 01:34:30.373+00",10828635
"2021-08-02 01:34:40.373+00",10904249
"2021-08-02 01:34:50.373+00",10979730
"2021-08-02 01:35:00.373+00",11054936
"2021-08-02 01:35:10.373+00",11130104
"2021-08-02 01:35:20.373+00",11205652
"2021-08-02 01:35:30.377+00",11281234
"2021-08-02 01:35:40.373+00",11356934
"2021-08-02 01:35:50.373+00",11432540
"2021-08-02 01:36:00.373+00",11513233
"2021-08-02 01:36:10.373+00",11583410
"2021-08-02 01:36:20.373+00",11647261
"2021-08-02 01:36:30.373+00",11740013
"2021-08-02 01:36:40.388+00",11819224
"2021-08-02 01:36:50.373+00",11887227
"2021-08-02 01:37:00.373+00",11950437
"2021-08-02 01:37:10.376+00",12041687
"2021-08-02 01:37:20.378+00",12110864
"2021-08-02 01:37:30.373+00",12194960
"2021-08-02 01:37:40.386+00",12249877
"2021-08-02 01:37:50.373+00",12340728
"2021-08-02 01:38:00.373+00",12413305
"2021-08-02 01:38:10.373+00",12488936
"2021-08-02 01:38:20.373+00",12553079
"2021-08-02 01:38:30.373+00",12643556
"2021-08-02 01:38:40.373+00",12714908
"2021-08-02 01:38:50.373+00",12790406
"2021-08-02 01:39:00.373+00",12869849
"2021-08-02 01:39:10.373+00",12944267
"2021-08-02 01:39:20.373+00",13016226
"2021-08-02 01:39:30.373+00",13091134
"2021-08-02 01:39:40.373+00",13151182
"2021-08-02 01:39:50.373+00",13233878
"2021-08-02 01:40:00.373+00",13320361
"2021-08-02 01:40:10.373+00",13392825
"2021-08-02 01:40:20.373+00",13455914
"2021-08-02 01:40:30.373+00",13551281
"2021-08-02 01:40:40.373+00",13624724
"2021-08-02 01:40:50.373+00",13694444
"2021-08-02 01:41:00.373+00",13769410
"2021-08-02 01:41:10.373+00",13844714
"2021-08-02 01:41:20.373+00",13919536
"2021-08-02 01:41:30.373+00",13994654
"2021-08-02 01:41:40.373+00",14069738
"2021-08-02 01:41:50.373+00",14144983
"2021-08-02 01:42:00.373+00",14219607
"2021-08-02 01:42:10.373+00",14295689
"2021-08-02 01:42:20.373+00",14371085
"2021-08-02 01:42:30.377+00",14446702
"2021-08-02 01:42:40.373+00",14521629
"2021-08-02 01:42:50.373+00",14597410
"2021-08-02 01:43:00.373+00",14672713
"2021-08-02 01:43:10.373+00",14747867
"2021-08-02 01:43:20.373+00",14822629
"2021-08-02 01:43:30.373+00",14898208
"2021-08-02 01:43:40.373+00",14973223
"2021-08-02 01:43:50.373+00",15048033
"2021-08-02 01:44:00.373+00",15122856
"2021-08-02 01:44:10.381+00",15198253
"2021-08-02 01:44:20.373+00",15273775
"2021-08-02 01:44:30.373+00",15349041
"2021-08-02 01:44:40.373+00",15424059
"2021-08-02 01:44:50.373+00",15499179
"2021-08-02 01:45:00.373+00",15574566
"2021-08-02 01:45:10.373+00",15649905
"2021-08-02 01:45:20.373+00",15725250
"2021-08-02 01:45:30.376+00",15800520
"2021-08-02 01:45:40.373+00",15875608
"2021-08-02 01:45:50.373+00",15951238
"2021-08-02 01:46:00.373+00",16026283
"2021-08-02 01:46:10.383+00",16106420
"2021-08-02 01:46:20.373+00",16146792
"2021-08-02 01:46:30.373+00",16213219
"2021-08-02 01:46:40.373+00",16265648
"2021-08-02 01:46:50.377+00",16336566
"2021-08-02 01:47:00.373+00",16387929
"2021-08-02 01:47:10.375+00",16430022
"2021-08-02 01:47:20.373+00",16480232
"2021-08-02 01:47:30.373+00",16538312
"2021-08-02 01:47:40.373+00",16584588
"2021-08-02 01:47:50.373+00",16669583
"2021-08-02 01:48:00.373+00",16734330
"2021-08-02 01:48:10.373+00",16753248
"2021-08-02 01:48:20.373+00",16821364
"2021-08-02 01:48:30.379+00",16883681
"2021-08-02 01:48:40.373+00",16941145
"2021-08-02 01:48:50.373+00",17026398
"2021-08-02 01:49:00.379+00",17035909
"2021-08-02 01:49:10.373+00",17106597
"2021-08-02 01:49:20.373+00",17141049
"2021-08-02 01:49:30.373+00",17201320
"2021-08-02 01:49:40.373+00",17266467
"2021-08-02 01:49:50.373+00",17319954
"2021-08-02 01:50:00.373+00",17351933
"2021-08-02 01:50:10.373+00",17403944
"2021-08-02 01:50:20.373+00",17463519
"2021-08-02 01:50:30.373+00",17521080
"2021-08-02 01:50:40.373+00",17584196
"2021-08-02 01:50:50.373+00",17630122
"2021-08-02 01:51:00.373+00",17652120
"2021-08-02 01:51:10.373+00",17729687
"2021-08-02 01:51:20.373+00",17791025
"2021-08-02 01:51:30.373+00",17863256
"2021-08-02 01:51:40.373+00",17931737
"2021-08-02 01:51:50.373+00",17963511
"2021-08-02 01:52:00.373+00",18029329
"2021-08-02 01:52:10.373+00",18106191
"2021-08-02 01:52:20.373+00",18187081
"2021-08-02 01:52:30.373+00",18455340
"2021-08-02 01:52:40.391+00",18794213
"2021-08-02 01:52:50.373+00",19090455
"2021-08-02 01:53:00.373+00",19193418
"2021-08-02 01:53:10.373+00",19263915
"2021-08-02 01:53:20.373+00",19333561
"2021-08-02 01:53:30.377+00",19408046
"2021-08-02 01:53:40.373+00",19483021
"2021-08-02 01:53:50.373+00",19557721
"2021-08-02 01:54:00.391+00",19632505
"2021-08-02 01:54:10.373+00",19707446
"2021-08-02 01:54:20.373+00",19782119
"2021-08-02 01:54:30.373+00",19857059
"2021-08-02 01:54:40.373+00",19931827
"2021-08-02 01:54:50.373+00",20006261
"2021-08-02 01:55:00.373+00",20081087
"2021-08-02 01:55:10.373+00",20155815
"2021-08-02 01:55:20.373+00",20230615
"2021-08-02 01:55:30.373+00",20305567
"2021-08-02 01:55:40.373+00",20380650
"2021-08-02 01:55:50.373+00",20455062
"2021-08-02 01:56:00.373+00",20529897
"2021-08-02 01:56:10.373+00",20604925
"2021-08-02 01:56:20.386+00",20679939
"2021-08-02 01:56:30.373+00",20754882
"2021-08-02 01:56:40.378+00",20829378
"2021-08-02 01:56:50.373+00",20904227
"2021-08-02 01:57:00.373+00",20979398
"2021-08-02 01:57:10.373+00",21053888
"2021-08-02 01:57:20.373+00",21128433
"2021-08-02 01:57:30.373+00",21203261
"2021-08-02 01:57:40.373+00",21277829
"2021-08-02 01:57:50.373+00",21353319
"2021-08-02 01:58:00.373+00",21427793
"2021-08-02 01:58:10.373+00",21502817
"2021-08-02 01:58:20.373+00",21577355
"2021-08-02 01:58:30.373+00",21652524
"2021-08-02 01:58:40.373+00",21735297
"2021-08-02 01:58:50.373+00",21802527
"2021-08-02 01:59:00.373+00",21877148
"2021-08-02 01:59:10.373+00",21952152
"2021-08-02 01:59:20.373+00",22027168
"2021-08-02 01:59:30.373+00",22102039
"2021-08-02 01:59:40.373+00",22176818
"2021-08-02 01:59:50.377+00",22251381
"2021-08-02 02:00:00.373+00",22325840
"2021-08-02 02:00:10.373+00",22400633
"2021-08-02 02:00:20.373+00",22475167
"2021-08-02 02:00:30.373+00",22550056
"2021-08-02 02:00:40.373+00",22624540
"2021-08-02 02:00:50.373+00",22699571
"2021-08-02 02:01:00.373+00",22774333
"2021-08-02 02:01:10.373+00",22849136
"2021-08-02 02:01:20.373+00",22923901
"2021-08-02 02:01:30.373+00",22998718
"2021-08-02 02:01:40.373+00",23072835
"2021-08-02 02:01:50.373+00",23147630
"2021-08-02 02:02:00.373+00",23222402
"2021-08-02 02:02:10.373+00",23297254
"2021-08-02 02:02:20.373+00",23371522
"2021-08-02 02:02:30.373+00",23418657
"2021-08-02 02:02:40.373+00",23488978
"2021-08-02 02:02:50.378+00",23599637
"2021-08-02 02:03:00.373+00",23710227
"2021-08-02 02:03:10.373+00",23822118
"2021-08-02 02:03:20.373+00",23932963
"2021-08-02 02:03:30.373+00",24045167
"2021-08-02 02:03:40.373+00",24155863
"2021-08-02 02:03:50.373+00",24266439
"2021-08-02 02:04:00.373+00",24378365
"2021-08-02 02:04:10.377+00",24489432
"2021-08-02 02:04:20.373+00",24589050
"2021-08-02 02:04:30.381+00",24734497
"2021-08-02 02:04:40.373+00",24880976
"2021-08-02 02:04:50.373+00",25028462
"2021-08-02 02:05:00.373+00",25176041
"2021-08-02 02:05:10.373+00",25323643
"2021-08-02 02:05:20.373+00",25470863
"2021-08-02 02:05:30.373+00",25617848
"2021-08-02 02:05:40.375+00",25765694
"2021-08-02 02:05:50.373+00",25913317
"2021-08-02 02:06:00.373+00",26060770
"2021-08-02 02:06:10.373+00",26207168
"2021-08-02 02:06:20.373+00",26355545
"2021-08-02 02:06:30.373+00",26503011
"2021-08-02 02:06:40.373+00",26651011
"2021-08-02 02:06:50.373+00",26799252
"2021-08-02 02:07:00.373+00",26947167
"2021-08-02 02:07:10.373+00",27094528
"2021-08-02 02:07:20.373+00",27241803
"2021-08-02 02:07:30.373+00",27389226
"2021-08-02 02:07:40.373+00",27535836
"2021-08-02 02:07:50.373+00",27682690
"2021-08-02 02:08:00.373+00",27829674
"2021-08-02 02:08:10.373+00",27977385
"2021-08-02 02:08:20.373+00",28126461
"2021-08-02 02:08:30.373+00",28274139
"2021-08-02 02:08:40.373+00",28421484
"2021-08-02 02:08:50.373+00",28569162
"2021-08-02 02:09:00.373+00",28716600
"2021-08-02 02:09:10.373+00",28864299
"2021-08-02 02:09:20.373+00",29011032
"2021-08-02 02:09:30.373+00",29157898
"2021-08-02 02:09:40.373+00",29279147
"2021-08-02 02:09:50.373+00",29452869
"2021-08-02 02:10:00.373+00",29603305
"2021-08-02 02:10:10.373+00",29755575
"2021-08-02 02:10:20.373+00",29836638
"2021-08-02 02:10:30.373+00",29984534
"2021-08-02 02:10:40.373+00",30165015
"2021-08-02 02:10:50.373+00",30357110
"2021-08-02 02:11:00.373+00",30425028
"2021-08-02 02:11:10.373+00",30597507
"2021-08-02 02:11:20.373+00",30794201
"2021-08-02 02:11:30.373+00",30926510
"2021-08-02 02:11:40.373+00",31043796
"2021-08-02 02:11:50.373+00",31214874
"2021-08-02 02:12:00.373+00",31367468
"2021-08-02 02:12:10.373+00",31514817
"2021-08-02 02:12:20.373+00",31603464
"2021-08-02 02:12:30.373+00",31821435
"2021-08-02 02:12:40.373+00",31956000
"2021-08-02 02:12:50.376+00",32103478
"2021-08-02 02:13:00.373+00",32252406
"2021-08-02 02:13:10.373+00",32396583
"2021-08-02 02:13:20.373+00",32543522
"2021-08-02 02:13:30.373+00",32692509
"2021-08-02 02:13:40.373+00",32814988
"2021-08-02 02:13:50.373+00",32998717
"2021-08-02 02:14:00.373+00",33132852
"2021-08-02 02:14:10.373+00",33279211
"2021-08-02 02:14:20.373+00",33367923
"2021-08-02 02:14:30.373+00",33577373
"2021-08-02 02:14:40.373+00",33720137
"2021-08-02 02:14:50.373+00",33867717
"2021-08-02 02:15:00.373+00",34014863
"2021-08-02 02:15:10.373+00",34161663
"2021-08-02 02:15:20.381+00",34308195
"2021-08-02 02:15:30.373+00",34456134
"2021-08-02 02:15:40.373+00",34601293
"2021-08-02 02:15:50.373+00",34747823
"2021-08-02 02:16:00.373+00",34894737
"2021-08-02 02:16:10.373+00",35041165
"2021-08-02 02:16:20.373+00",35187849
"2021-08-02 02:16:30.373+00",35334789
"2021-08-02 02:16:40.373+00",35481689
"2021-08-02 02:16:50.373+00",35628084
"2021-08-02 02:17:00.38+00",35774109
"2021-08-02 02:17:10.373+00",35921382
"2021-08-02 02:17:20.373+00",36067727
"2021-08-02 02:17:30.373+00",36214609
"2021-08-02 02:17:40.373+00",36361657
"2021-08-02 02:17:50.373+00",36508125
"2021-08-02 02:18:00.373+00",36654538
"2021-08-02 02:18:10.373+00",36800779
"2021-08-02 02:18:20.373+00",36948114
"2021-08-02 02:18:30.373+00",37095008
"2021-08-02 02:18:40.373+00",37242097
"2021-08-02 02:18:50.373+00",37389477
"2021-08-02 02:19:00.373+00",37535491
"2021-08-02 02:19:10.373+00",37683276
"2021-08-02 02:19:20.373+00",37771062
"2021-08-02 02:19:30.373+00",37887369
"2021-08-02 02:19:40.373+00",37987739
"2021-08-02 02:19:50.373+00",38042003
"2021-08-02 02:20:00.373+00",38101311
"2021-08-02 02:20:10.373+00",38217053
"2021-08-02 02:20:20.373+00",38340528
"2021-08-02 02:20:30.373+00",38434647
"2021-08-02 02:20:40.373+00",38503793
"2021-08-02 02:20:50.373+00",38586917
"2021-08-02 02:21:00.377+00",38632468
"2021-08-02 02:21:10.382+00",38726448
"2021-08-02 02:21:20.373+00",38842863
"2021-08-02 02:21:30.385+00",38933936
"2021-08-02 02:21:40.373+00",39010639
"2021-08-02 02:21:50.375+00",39087040
"2021-08-02 02:22:00.373+00",39175622
"2021-08-02 02:22:10.373+00",39235930
"2021-08-02 02:22:20.378+00",39368827
"2021-08-02 02:22:30.373+00",39515015
"2021-08-02 02:22:40.373+00",39560689
"2021-08-02 02:22:50.373+00",39668840
"2021-08-02 02:23:00.373+00",39784845
"2021-08-02 02:23:10.373+00",39843034
"2021-08-02 02:23:20.373+00",39947412
"2021-08-02 02:23:30.373+00",40001176
"2021-08-02 02:23:40.373+00",40099758
"2021-08-02 02:23:50.373+00",40182827
"2021-08-02 02:24:00.373+00",40301859
"2021-08-02 02:24:10.373+00",40396703
"2021-08-02 02:24:20.373+00",40497885
"2021-08-02 02:24:30.373+00",40625602
"2021-08-02 02:24:40.373+00",40707210
"2021-08-02 02:24:50.376+00",40853605
"2021-08-02 02:25:00.373+00",40939747
"2021-08-02 02:25:10.373+00",41044579
"2021-08-02 02:25:20.373+00",41117653
"2021-08-02 02:25:30.373+00",41219813
"2021-08-02 02:25:40.373+00",41321035
"2021-08-02 02:25:50.373+00",41451428
"2021-08-02 02:26:00.373+00",41539533
"2021-08-02 02:26:10.383+00",41575255
"2021-08-02 02:26:20.373+00",41684974
"2021-08-02 02:26:30.373+00",41774364
"2021-08-02 02:26:40.373+00",41878210
"2021-08-02 02:26:50.373+00",42329389
"2021-08-02 02:27:00.376+00",42812554
"2021-08-02 02:27:10.373+00",43362779
"2021-08-02 02:27:20.376+00",43668750
"2021-08-02 02:27:30.373+00",44654412
"2021-08-02 02:27:40.373+00",45126421
"2021-08-02 02:27:50.373+00",45299180
"2021-08-02 02:28:00.373+00",45471861
"2021-08-02 02:28:10.373+00",45617256
"2021-08-02 02:28:20.373+00",45758680
"2021-08-02 02:28:30.373+00",45914236
"2021-08-02 02:28:40.373+00",46057763
"2021-08-02 02:28:50.373+00",46185886
"2021-08-02 02:29:00.373+00",46331705
"2021-08-02 02:29:10.373+00",46477768
"2021-08-02 02:29:20.373+00",46622954
"2021-08-02 02:29:30.373+00",46767149
"2021-08-02 02:29:40.373+00",46912794
"2021-08-02 02:29:50.373+00",47059512
