"time","cpu_usage_seconds_total","pod"
"2021-08-02 01:02:22.065+00",2485.512316047,"sketchbench-bullet-spark-backend-78dccc9579-rjzhd"
"2021-08-02 01:02:35.406+00",2501.057088149,"sketchbench-bullet-spark-backend-78dccc9579-rjzhd"
"2021-08-02 01:02:53.692+00",2520.156534044,"sketchbench-bullet-spark-backend-78dccc9579-rjzhd"
"2021-08-02 01:03:10.254+00",2539.253422358,"sketchbench-bullet-spark-backend-78dccc9579-rjzhd"
"2021-08-02 01:03:22.232+00",2551.257631035,"sketchbench-bullet-spark-backend-78dccc9579-rjzhd"
"2021-08-02 01:03:38.868+00",2569.857253187,"sketchbench-bullet-spark-backend-78dccc9579-rjzhd"
"2021-08-02 01:03:52.48+00",2583.690866164,"sketchbench-bullet-spark-backend-78dccc9579-rjzhd"
"2021-08-02 01:04:05.551+00",2600.882982061,"sketchbench-bullet-spark-backend-78dccc9579-rjzhd"
"2021-08-02 01:04:17.21+00",2612.823596363,"sketchbench-bullet-spark-backend-78dccc9579-rjzhd"
"2021-08-02 01:04:33.718+00",2632.049715034,"sketchbench-bullet-spark-backend-78dccc9579-rjzhd"
"2021-08-02 01:04:46.625+00",2646.598240374,"sketchbench-bullet-spark-backend-78dccc9579-rjzhd"
"2021-08-02 01:05:02.346+00",2666.042762855,"sketchbench-bullet-spark-backend-78dccc9579-rjzhd"
"2021-08-02 01:05:12.986+00",2676.998450586,"sketchbench-bullet-spark-backend-78dccc9579-rjzhd"
"2021-08-02 01:05:27.844+00",2693.113485906,"sketchbench-bullet-spark-backend-78dccc9579-rjzhd"
"2021-08-02 01:05:45.306+00",2712.380018571,"sketchbench-bullet-spark-backend-78dccc9579-rjzhd"
"2021-08-02 01:05:59.293+00",2729.720583502,"sketchbench-bullet-spark-backend-78dccc9579-rjzhd"
"2021-08-02 01:06:12.783+00",2743.714995412,"sketchbench-bullet-spark-backend-78dccc9579-rjzhd"
"2021-08-02 01:06:26.39+00",2759.149184749,"sketchbench-bullet-spark-backend-78dccc9579-rjzhd"
"2021-08-02 01:06:45.213+00",2780.857518048,"sketchbench-bullet-spark-backend-78dccc9579-rjzhd"
"2021-08-02 01:07:02.632+00",2800.593525701,"sketchbench-bullet-spark-backend-78dccc9579-rjzhd"
"2021-08-02 01:07:16.845+00",2821.40615071,"sketchbench-bullet-spark-backend-78dccc9579-rjzhd"
"2021-08-02 01:07:30.477+00",2847.535334918,"sketchbench-bullet-spark-backend-78dccc9579-rjzhd"
"2021-08-02 01:07:49.6+00",2883.739592923,"sketchbench-bullet-spark-backend-78dccc9579-rjzhd"
"2021-08-02 01:08:08.626+00",2916.661948983,"sketchbench-bullet-spark-backend-78dccc9579-rjzhd"
"2021-08-02 01:08:27.224+00",2951.749803867,"sketchbench-bullet-spark-backend-78dccc9579-rjzhd"
"2021-08-02 01:08:46.022+00",2983.669910501,"sketchbench-bullet-spark-backend-78dccc9579-rjzhd"
"2021-08-02 01:08:58.309+00",3008.038690895,"sketchbench-bullet-spark-backend-78dccc9579-rjzhd"
"2021-08-02 01:09:10.431+00",3031.136137743,"sketchbench-bullet-spark-backend-78dccc9579-rjzhd"
"2021-08-02 01:09:26.44+00",3058.436780305,"sketchbench-bullet-spark-backend-78dccc9579-rjzhd"
"2021-08-02 01:09:46.345+00",3095.155041666,"sketchbench-bullet-spark-backend-78dccc9579-rjzhd"
"2021-08-02 01:10:06.251+00",3127.306050467,"sketchbench-bullet-spark-backend-78dccc9579-rjzhd"
"2021-08-02 01:10:20.54+00",3155.403539944,"sketchbench-bullet-spark-backend-78dccc9579-rjzhd"
"2021-08-02 01:10:33.172+00",3177.659268661,"sketchbench-bullet-spark-backend-78dccc9579-rjzhd"
"2021-08-02 01:10:44.378+00",3196.483893976,"sketchbench-bullet-spark-backend-78dccc9579-rjzhd"
"2021-08-02 01:10:55.589+00",3216.736669474,"sketchbench-bullet-spark-backend-78dccc9579-rjzhd"
"2021-08-02 01:11:12.351+00",3254.521029307,"sketchbench-bullet-spark-backend-78dccc9579-rjzhd"
"2021-08-02 01:11:29.537+00",3286.180630403,"sketchbench-bullet-spark-backend-78dccc9579-rjzhd"
"2021-08-02 01:11:45.683+00",3315.634902266,"sketchbench-bullet-spark-backend-78dccc9579-rjzhd"
"2021-08-02 01:11:59.001+00",3340.70710105,"sketchbench-bullet-spark-backend-78dccc9579-rjzhd"
"2021-08-02 01:12:18.715+00",3371.204107053,"sketchbench-bullet-spark-backend-78dccc9579-rjzhd"
"2021-08-02 01:12:31.341+00",3387.062183485,"sketchbench-bullet-spark-backend-78dccc9579-rjzhd"
"2021-08-02 01:12:47.037+00",3405.059595628,"sketchbench-bullet-spark-backend-78dccc9579-rjzhd"
"2021-08-02 01:13:00.277+00",3420.373231458,"sketchbench-bullet-spark-backend-78dccc9579-rjzhd"
"2021-08-02 01:13:18.609+00",3439.375104776,"sketchbench-bullet-spark-backend-78dccc9579-rjzhd"
"2021-08-02 01:13:30.824+00",3453.902167107,"sketchbench-bullet-spark-backend-78dccc9579-rjzhd"
"2021-08-02 01:13:43.742+00",3466.267411483,"sketchbench-bullet-spark-backend-78dccc9579-rjzhd"
"2021-08-02 01:13:58.326+00",3482.790496765,"sketchbench-bullet-spark-backend-78dccc9579-rjzhd"
"2021-08-02 01:14:08.854+00",3494.99747981,"sketchbench-bullet-spark-backend-78dccc9579-rjzhd"
"2021-08-02 01:14:20.049+00",3506.445209217,"sketchbench-bullet-spark-backend-78dccc9579-rjzhd"
"2021-08-02 01:14:39.827+00",3529.625477752,"sketchbench-bullet-spark-backend-78dccc9579-rjzhd"
"2021-08-02 01:14:50.378+00",3540.468501519,"sketchbench-bullet-spark-backend-78dccc9579-rjzhd"
"2021-08-02 01:15:04.266+00",3562.798709352,"sketchbench-bullet-spark-backend-78dccc9579-rjzhd"
"2021-08-02 01:15:15.441+00",3578.221595126,"sketchbench-bullet-spark-backend-78dccc9579-rjzhd"
"2021-08-02 01:15:34.058+00",3608.71219731,"sketchbench-bullet-spark-backend-78dccc9579-rjzhd"
"2021-08-02 01:15:53.422+00",3637.345976073,"sketchbench-bullet-spark-backend-78dccc9579-rjzhd"
"2021-08-02 01:16:12.583+00",3668.706577247,"sketchbench-bullet-spark-backend-78dccc9579-rjzhd"
"2021-08-02 01:16:29.77+00",3698.078997169,"sketchbench-bullet-spark-backend-78dccc9579-rjzhd"
"2021-08-02 01:16:42.5+00",3717.512743426,"sketchbench-bullet-spark-backend-78dccc9579-rjzhd"
"2021-08-02 01:16:54.391+00",3735.185188819,"sketchbench-bullet-spark-backend-78dccc9579-rjzhd"
"2021-08-02 01:17:06.981+00",3756.992671209,"sketchbench-bullet-spark-backend-78dccc9579-rjzhd"
"2021-08-02 01:17:22.9+00",3782.726538905,"sketchbench-bullet-spark-backend-78dccc9579-rjzhd"
"2021-08-02 01:17:36.902+00",3805.691214794,"sketchbench-bullet-spark-backend-78dccc9579-rjzhd"
"2021-08-02 01:17:49.801+00",3825.898142313,"sketchbench-bullet-spark-backend-78dccc9579-rjzhd"
"2021-08-02 01:18:06.265+00",3853.792442706,"sketchbench-bullet-spark-backend-78dccc9579-rjzhd"
"2021-08-02 01:18:22.68+00",3880.016829825,"sketchbench-bullet-spark-backend-78dccc9579-rjzhd"
"2021-08-02 01:18:40.318+00",3910.19249028,"sketchbench-bullet-spark-backend-78dccc9579-rjzhd"
"2021-08-02 01:18:58.112+00",3938.226627329,"sketchbench-bullet-spark-backend-78dccc9579-rjzhd"
"2021-08-02 01:19:11.623+00",3958.553936449,"sketchbench-bullet-spark-backend-78dccc9579-rjzhd"
"2021-08-02 01:19:24.448+00",3977.919585492,"sketchbench-bullet-spark-backend-78dccc9579-rjzhd"
"2021-08-02 01:19:39.046+00",4001.469390631,"sketchbench-bullet-spark-backend-78dccc9579-rjzhd"
"2021-08-02 01:19:56.118+00",4025.566087655,"sketchbench-bullet-spark-backend-78dccc9579-rjzhd"
"2021-08-02 01:20:13.088+00",4054.002002351,"sketchbench-bullet-spark-backend-78dccc9579-rjzhd"
"2021-08-02 01:20:30.072+00",4081.214990414,"sketchbench-bullet-spark-backend-78dccc9579-rjzhd"
"2021-08-02 01:20:46.522+00",4104.405957401,"sketchbench-bullet-spark-backend-78dccc9579-rjzhd"
"2021-08-02 01:21:02.075+00",4130.529642074,"sketchbench-bullet-spark-backend-78dccc9579-rjzhd"
"2021-08-02 01:21:13.124+00",4146.15872673,"sketchbench-bullet-spark-backend-78dccc9579-rjzhd"
"2021-08-02 01:21:29.961+00",4174.246089168,"sketchbench-bullet-spark-backend-78dccc9579-rjzhd"
"2021-08-02 01:21:44.587+00",4194.935550087,"sketchbench-bullet-spark-backend-78dccc9579-rjzhd"
"2021-08-02 01:22:02.093+00",4223.648486156,"sketchbench-bullet-spark-backend-78dccc9579-rjzhd"
"2021-08-02 01:22:17.422+00",4245.682132683,"sketchbench-bullet-spark-backend-78dccc9579-rjzhd"
"2021-08-02 01:22:27.952+00",4263.457230385,"sketchbench-bullet-spark-backend-78dccc9579-rjzhd"
"2021-08-02 01:22:40.56+00",4282.891317523,"sketchbench-bullet-spark-backend-78dccc9579-rjzhd"
"2021-08-02 01:22:52.201+00",4299.666393191,"sketchbench-bullet-spark-backend-78dccc9579-rjzhd"
"2021-08-02 01:23:11.755+00",4343.655393649,"sketchbench-bullet-spark-backend-78dccc9579-rjzhd"
"2021-08-02 01:23:30.35+00",4382.000668564,"sketchbench-bullet-spark-backend-78dccc9579-rjzhd"
"2021-08-02 01:23:49.501+00",4424.921806218,"sketchbench-bullet-spark-backend-78dccc9579-rjzhd"
"2021-08-02 01:24:04.888+00",4456.727446623,"sketchbench-bullet-spark-backend-78dccc9579-rjzhd"
"2021-08-02 01:24:18.803+00",4487.439377435,"sketchbench-bullet-spark-backend-78dccc9579-rjzhd"
"2021-08-02 01:24:30.608+00",4507.777589627,"sketchbench-bullet-spark-backend-78dccc9579-rjzhd"
"2021-08-02 01:24:41.552+00",4532.262760498,"sketchbench-bullet-spark-backend-78dccc9579-rjzhd"
"2021-08-02 01:24:58.34+00",4567.321380376,"sketchbench-bullet-spark-backend-78dccc9579-rjzhd"
"2021-08-02 01:25:11.1+00",4603.86566893,"sketchbench-bullet-spark-backend-78dccc9579-rjzhd"
"2021-08-02 01:25:25.744+00",4638.629972376,"sketchbench-bullet-spark-backend-78dccc9579-rjzhd"
"2021-08-02 01:25:37.282+00",4661.277122444,"sketchbench-bullet-spark-backend-78dccc9579-rjzhd"
"2021-08-02 01:25:48.58+00",4689.823700245,"sketchbench-bullet-spark-backend-78dccc9579-rjzhd"
"2021-08-02 01:26:02.447+00",4720.794814513,"sketchbench-bullet-spark-backend-78dccc9579-rjzhd"
"2021-08-02 01:26:18.644+00",4754.406432681,"sketchbench-bullet-spark-backend-78dccc9579-rjzhd"
"2021-08-02 01:26:37.194+00",4787.746320876,"sketchbench-bullet-spark-backend-78dccc9579-rjzhd"
"2021-08-02 01:26:53.708+00",4824.227555334,"sketchbench-bullet-spark-backend-78dccc9579-rjzhd"
"2021-08-02 01:27:04.962+00",4853.123561638,"sketchbench-bullet-spark-backend-78dccc9579-rjzhd"
"2021-08-02 01:27:17.265+00",4880.163968136,"sketchbench-bullet-spark-backend-78dccc9579-rjzhd"
"2021-08-02 01:27:28.336+00",4904.16395366,"sketchbench-bullet-spark-backend-78dccc9579-rjzhd"
"2021-08-02 01:27:41.041+00",4933.647311703,"sketchbench-bullet-spark-backend-78dccc9579-rjzhd"
"2021-08-02 01:27:51.597+00",4959.792443715,"sketchbench-bullet-spark-backend-78dccc9579-rjzhd"
"2021-08-02 01:28:10.387+00",5001.745429653,"sketchbench-bullet-spark-backend-78dccc9579-rjzhd"
"2021-08-02 01:28:22.81+00",5026.812362943,"sketchbench-bullet-spark-backend-78dccc9579-rjzhd"
"2021-08-02 01:28:33.559+00",5052.470756039,"sketchbench-bullet-spark-backend-78dccc9579-rjzhd"
"2021-08-02 01:28:44.697+00",5081.498723202,"sketchbench-bullet-spark-backend-78dccc9579-rjzhd"
"2021-08-02 01:28:55.34+00",5111.754934266,"sketchbench-bullet-spark-backend-78dccc9579-rjzhd"
"2021-08-02 01:29:14.083+00",5153.985895777,"sketchbench-bullet-spark-backend-78dccc9579-rjzhd"
"2021-08-02 01:29:31.736+00",5200.115980644,"sketchbench-bullet-spark-backend-78dccc9579-rjzhd"
"2021-08-02 01:29:51.395+00",5246.455916298,"sketchbench-bullet-spark-backend-78dccc9579-rjzhd"
"2021-08-02 01:30:11.089+00",5286.19235143,"sketchbench-bullet-spark-backend-78dccc9579-rjzhd"
"2021-08-02 01:30:25.7+00",5315.339144106,"sketchbench-bullet-spark-backend-78dccc9579-rjzhd"
"2021-08-02 01:30:36.06+00",5332.78619943,"sketchbench-bullet-spark-backend-78dccc9579-rjzhd"
"2021-08-02 01:30:49.158+00",5356.906329141,"sketchbench-bullet-spark-backend-78dccc9579-rjzhd"
"2021-08-02 01:30:59.347+00",5377.68155898,"sketchbench-bullet-spark-backend-78dccc9579-rjzhd"
"2021-08-02 01:31:14.665+00",5397.868988325,"sketchbench-bullet-spark-backend-78dccc9579-rjzhd"
"2021-08-02 01:31:28.657+00",5420.09455152,"sketchbench-bullet-spark-backend-78dccc9579-rjzhd"
"2021-08-02 01:31:45.123+00",5441.542538512,"sketchbench-bullet-spark-backend-78dccc9579-rjzhd"
"2021-08-02 01:31:59.076+00",5462.930861971,"sketchbench-bullet-spark-backend-78dccc9579-rjzhd"
"2021-08-02 01:32:13.748+00",5482.558563657,"sketchbench-bullet-spark-backend-78dccc9579-rjzhd"
"2021-08-02 01:32:26.008+00",5499.531912536,"sketchbench-bullet-spark-backend-78dccc9579-rjzhd"
"2021-08-02 01:32:38.117+00",5522.779689796,"sketchbench-bullet-spark-backend-78dccc9579-rjzhd"
"2021-08-02 01:32:56.195+00",5550.621784287,"sketchbench-bullet-spark-backend-78dccc9579-rjzhd"
"2021-08-02 01:33:07.454+00",5570.242043278,"sketchbench-bullet-spark-backend-78dccc9579-rjzhd"
"2021-08-02 01:33:25.435+00",5596.627840481,"sketchbench-bullet-spark-backend-78dccc9579-rjzhd"
"2021-08-02 01:33:42.82+00",5624.842229332,"sketchbench-bullet-spark-backend-78dccc9579-rjzhd"
"2021-08-02 01:33:58.393+00",5649.241847157,"sketchbench-bullet-spark-backend-78dccc9579-rjzhd"
"2021-08-02 01:34:09.577+00",5666.531741304,"sketchbench-bullet-spark-backend-78dccc9579-rjzhd"
"2021-08-02 01:34:22.412+00",5684.219776194,"sketchbench-bullet-spark-backend-78dccc9579-rjzhd"
"2021-08-02 01:34:37.772+00",5708.774665999,"sketchbench-bullet-spark-backend-78dccc9579-rjzhd"
"2021-08-02 01:34:49.79+00",5727.648395172,"sketchbench-bullet-spark-backend-78dccc9579-rjzhd"
"2021-08-02 01:35:00.728+00",5746.039352784,"sketchbench-bullet-spark-backend-78dccc9579-rjzhd"
"2021-08-02 01:35:11.018+00",5761.539614522,"sketchbench-bullet-spark-backend-78dccc9579-rjzhd"
"2021-08-02 01:35:23.064+00",5777.758762387,"sketchbench-bullet-spark-backend-78dccc9579-rjzhd"
"2021-08-02 01:35:38.913+00",5802.200387364,"sketchbench-bullet-spark-backend-78dccc9579-rjzhd"
"2021-08-02 01:35:52.268+00",5831.437149706,"sketchbench-bullet-spark-backend-78dccc9579-rjzhd"
"2021-08-02 01:36:05.062+00",5860.153761218,"sketchbench-bullet-spark-backend-78dccc9579-rjzhd"
"2021-08-02 01:36:23.242+00",5900.663964867,"sketchbench-bullet-spark-backend-78dccc9579-rjzhd"
"2021-08-02 01:36:33.838+00",5921.070365829,"sketchbench-bullet-spark-backend-78dccc9579-rjzhd"
"2021-08-02 01:36:48.129+00",5947.597420872,"sketchbench-bullet-spark-backend-78dccc9579-rjzhd"
"2021-08-02 01:37:01.614+00",5980.876118241,"sketchbench-bullet-spark-backend-78dccc9579-rjzhd"
"2021-08-02 01:37:16.387+00",6008.038287827,"sketchbench-bullet-spark-backend-78dccc9579-rjzhd"
"2021-08-02 01:37:28.844+00",6030.157508778,"sketchbench-bullet-spark-backend-78dccc9579-rjzhd"
"2021-08-02 01:37:43.056+00",6063.385470093,"sketchbench-bullet-spark-backend-78dccc9579-rjzhd"
"2021-08-02 01:37:58.123+00",6095.38229443,"sketchbench-bullet-spark-backend-78dccc9579-rjzhd"
"2021-08-02 01:38:11.194+00",6121.012612694,"sketchbench-bullet-spark-backend-78dccc9579-rjzhd"
"2021-08-02 01:38:24.994+00",6150.406844672,"sketchbench-bullet-spark-backend-78dccc9579-rjzhd"
"2021-08-02 01:38:39.082+00",6180.569846942,"sketchbench-bullet-spark-backend-78dccc9579-rjzhd"
"2021-08-02 01:38:53.114+00",6207.027274645,"sketchbench-bullet-spark-backend-78dccc9579-rjzhd"
"2021-08-02 01:39:07.413+00",6232.632394275,"sketchbench-bullet-spark-backend-78dccc9579-rjzhd"
"2021-08-02 01:39:19.179+00",6260.02322447,"sketchbench-bullet-spark-backend-78dccc9579-rjzhd"
"2021-08-02 01:39:29.442+00",6280.053372543,"sketchbench-bullet-spark-backend-78dccc9579-rjzhd"
"2021-08-02 01:39:44.322+00",6311.37568714,"sketchbench-bullet-spark-backend-78dccc9579-rjzhd"
"2021-08-02 01:40:01.672+00",6343.376766707,"sketchbench-bullet-spark-backend-78dccc9579-rjzhd"
"2021-08-02 01:40:16.865+00",6373.510626771,"sketchbench-bullet-spark-backend-78dccc9579-rjzhd"
"2021-08-02 01:40:32.491+00",6404.27708005,"sketchbench-bullet-spark-backend-78dccc9579-rjzhd"
"2021-08-02 01:40:50.213+00",6437.407527285,"sketchbench-bullet-spark-backend-78dccc9579-rjzhd"
"2021-08-02 01:41:04.854+00",6458.885644849,"sketchbench-bullet-spark-backend-78dccc9579-rjzhd"
"2021-08-02 01:41:21.398+00",6482.405100111,"sketchbench-bullet-spark-backend-78dccc9579-rjzhd"
"2021-08-02 01:41:33.48+00",6501.504270179,"sketchbench-bullet-spark-backend-78dccc9579-rjzhd"
"2021-08-02 01:41:53.211+00",6528.603752305,"sketchbench-bullet-spark-backend-78dccc9579-rjzhd"
"2021-08-02 01:42:12.858+00",6557.58803156,"sketchbench-bullet-spark-backend-78dccc9579-rjzhd"
"2021-08-02 01:42:28.235+00",6582.471969756,"sketchbench-bullet-spark-backend-78dccc9579-rjzhd"
"2021-08-02 01:42:40.441+00",6600.150064141,"sketchbench-bullet-spark-backend-78dccc9579-rjzhd"
"2021-08-02 01:42:55.038+00",6620.912264958,"sketchbench-bullet-spark-backend-78dccc9579-rjzhd"
"2021-08-02 01:43:05.632+00",6639.011266884,"sketchbench-bullet-spark-backend-78dccc9579-rjzhd"
"2021-08-02 01:43:22.485+00",6664.491202352,"sketchbench-bullet-spark-backend-78dccc9579-rjzhd"
"2021-08-02 01:43:41.367+00",6694.744751139,"sketchbench-bullet-spark-backend-78dccc9579-rjzhd"
"2021-08-02 01:43:58.097+00",6720.602096026,"sketchbench-bullet-spark-backend-78dccc9579-rjzhd"
"2021-08-02 01:44:14.228+00",6744.423967916,"sketchbench-bullet-spark-backend-78dccc9579-rjzhd"
"2021-08-02 01:44:33.742+00",6776.416585747,"sketchbench-bullet-spark-backend-78dccc9579-rjzhd"
"2021-08-02 01:44:45.625+00",6792.994354885,"sketchbench-bullet-spark-backend-78dccc9579-rjzhd"
"2021-08-02 01:45:04.48+00",6824.044973943,"sketchbench-bullet-spark-backend-78dccc9579-rjzhd"
"2021-08-02 01:45:17.543+00",6842.09288526,"sketchbench-bullet-spark-backend-78dccc9579-rjzhd"
"2021-08-02 01:45:31.919+00",6866.345003717,"sketchbench-bullet-spark-backend-78dccc9579-rjzhd"
"2021-08-02 01:45:44.612+00",6887.802038807,"sketchbench-bullet-spark-backend-78dccc9579-rjzhd"
"2021-08-02 01:45:57.055+00",6916.600826817,"sketchbench-bullet-spark-backend-78dccc9579-rjzhd"
"2021-08-02 01:46:08.351+00",6941.483064706,"sketchbench-bullet-spark-backend-78dccc9579-rjzhd"
"2021-08-02 01:46:25.775+00",6977.996926879,"sketchbench-bullet-spark-backend-78dccc9579-rjzhd"
"2021-08-02 01:46:40.529+00",7010.546822989,"sketchbench-bullet-spark-backend-78dccc9579-rjzhd"
"2021-08-02 01:46:59.385+00",7048.020819432,"sketchbench-bullet-spark-backend-78dccc9579-rjzhd"
"2021-08-02 01:47:12.037+00",7070.063816595,"sketchbench-bullet-spark-backend-78dccc9579-rjzhd"
"2021-08-02 01:47:30.772+00",7108.862450815,"sketchbench-bullet-spark-backend-78dccc9579-rjzhd"
"2021-08-02 01:47:41.341+00",7131.257667063,"sketchbench-bullet-spark-backend-78dccc9579-rjzhd"
"2021-08-02 01:48:01.288+00",7170.031610876,"sketchbench-bullet-spark-backend-78dccc9579-rjzhd"
"2021-08-02 01:48:15.811+00",7197.257286884,"sketchbench-bullet-spark-backend-78dccc9579-rjzhd"
"2021-08-02 01:48:32.151+00",7227.569233448,"sketchbench-bullet-spark-backend-78dccc9579-rjzhd"
"2021-08-02 01:48:50.91+00",7266.889348583,"sketchbench-bullet-spark-backend-78dccc9579-rjzhd"
"2021-08-02 01:49:07.534+00",7295.757402797,"sketchbench-bullet-spark-backend-78dccc9579-rjzhd"
"2021-08-02 01:49:24.967+00",7332.119989054,"sketchbench-bullet-spark-backend-78dccc9579-rjzhd"
"2021-08-02 01:49:41.042+00",7367.249855826,"sketchbench-bullet-spark-backend-78dccc9579-rjzhd"
"2021-08-02 01:49:56.301+00",7395.518120256,"sketchbench-bullet-spark-backend-78dccc9579-rjzhd"
"2021-08-02 01:50:11.054+00",7426.495378776,"sketchbench-bullet-spark-backend-78dccc9579-rjzhd"
"2021-08-02 01:50:27.034+00",7461.488348294,"sketchbench-bullet-spark-backend-78dccc9579-rjzhd"
"2021-08-02 01:50:42.02+00",7499.708864014,"sketchbench-bullet-spark-backend-78dccc9579-rjzhd"
"2021-08-02 01:51:00.87+00",7536.809351572,"sketchbench-bullet-spark-backend-78dccc9579-rjzhd"
"2021-08-02 01:51:20.309+00",7578.639225068,"sketchbench-bullet-spark-backend-78dccc9579-rjzhd"
"2021-08-02 01:51:33.263+00",7606.263356324,"sketchbench-bullet-spark-backend-78dccc9579-rjzhd"
"2021-08-02 01:51:47.994+00",7632.462763324,"sketchbench-bullet-spark-backend-78dccc9579-rjzhd"
