"time","last_batch_records_per_sec"
"2021-08-02 01:10:30.373+00",1212
"2021-08-02 01:10:40.377+00",1067
"2021-08-02 01:10:50.373+00",1044
"2021-08-02 01:11:00.373+00",1054
"2021-08-02 01:11:10.373+00",1090.5
"2021-08-02 01:11:20.373+00",1058
"2021-08-02 01:11:30.373+00",1063
"2021-08-02 01:11:40.373+00",1116
"2021-08-02 01:11:50.373+00",1061.5
"2021-08-02 01:12:00.376+00",1096.5
"2021-08-02 01:12:10.377+00",1078
"2021-08-02 01:12:20.373+00",1202.5
"2021-08-02 01:12:30.379+00",1022.5
"2021-08-02 01:12:40.373+00",1026.5
"2021-08-02 01:12:50.373+00",1027.5
"2021-08-02 01:13:00.373+00",1085.5
"2021-08-02 01:13:10.373+00",1067.5
"2021-08-02 01:13:20.373+00",1024
"2021-08-02 01:13:30.373+00",1048
"2021-08-02 01:13:40.38+00",1055
"2021-08-02 01:13:50.373+00",1082
"2021-08-02 01:14:00.373+00",1048
"2021-08-02 01:14:10.373+00",1051
"2021-08-02 01:14:20.373+00",1052.5
"2021-08-02 01:14:30.373+00",1040
"2021-08-02 01:14:40.373+00",1024
"2021-08-02 01:14:50.373+00",1043
"2021-08-02 01:15:00.373+00",1060
"2021-08-02 01:15:10.373+00",6404
"2021-08-02 01:15:20.373+00",6532.5
"2021-08-02 01:15:30.373+00",6488.5
"2021-08-02 01:15:40.373+00",6508.5
"2021-08-02 01:15:50.373+00",6483.5
"2021-08-02 01:16:00.373+00",6584
"2021-08-02 01:16:10.373+00",6614
"2021-08-02 01:16:20.373+00",6517
"2021-08-02 01:16:30.373+00",2536.5
"2021-08-02 01:16:40.373+00",3800
"2021-08-02 01:16:50.373+00",3742.5
"2021-08-02 01:17:00.373+00",3882
"2021-08-02 01:17:10.377+00",3779.5
"2021-08-02 01:17:20.373+00",3811.5
"2021-08-02 01:17:30.373+00",3782.5
"2021-08-02 01:17:40.383+00",3803.5
"2021-08-02 01:17:50.373+00",3820.5
"2021-08-02 01:18:00.373+00",3774
"2021-08-02 01:18:10.373+00",3669.5
"2021-08-02 01:18:20.373+00",3833.5
"2021-08-02 01:18:30.373+00",3826
"2021-08-02 01:18:40.373+00",3792.5
"2021-08-02 01:18:50.373+00",3825.5
"2021-08-02 01:19:00.373+00",7424.5
"2021-08-02 01:19:10.373+00",7523.5
"2021-08-02 01:19:20.388+00",7655
"2021-08-02 01:19:30.373+00",7497.5
"2021-08-02 01:19:40.376+00",7575.5
"2021-08-02 01:19:50.373+00",7575.5
"2021-08-02 01:20:00.373+00",7638.5
"2021-08-02 01:20:10.373+00",7562.5
"2021-08-02 01:20:20.373+00",7665.5
"2021-08-02 01:20:30.373+00",7591.5
"2021-08-02 01:20:40.373+00",7498
"2021-08-02 01:20:50.373+00",7631
"2021-08-02 01:21:00.373+00",7481
"2021-08-02 01:21:10.373+00",7634.5
"2021-08-02 01:21:20.373+00",7647.5
"2021-08-02 01:21:30.373+00",7529.5
"2021-08-02 01:21:40.373+00",7577
"2021-08-02 01:21:50.373+00",7527
"2021-08-02 01:22:00.373+00",7584
"2021-08-02 01:22:10.373+00",7551
"2021-08-02 01:22:20.384+00",7546.5
"2021-08-02 01:22:30.373+00",7598.5
"2021-08-02 01:22:40.373+00",7517
"2021-08-02 01:22:50.373+00",7697
"2021-08-02 01:23:00.373+00",7556
"2021-08-02 01:23:10.373+00",5593
"2021-08-02 01:23:20.373+00",8044
"2021-08-02 01:23:30.373+00",12303
"2021-08-02 01:23:40.373+00",7393.5
"2021-08-02 01:23:50.373+00",11378.5
"2021-08-02 01:24:00.373+00",9435
"2021-08-02 01:24:10.373+00",8717
"2021-08-02 01:24:20.373+00",10169
"2021-08-02 01:24:30.375+00",7773
"2021-08-02 01:24:40.373+00",7519.5
"2021-08-02 01:24:50.373+00",8848.5
"2021-08-02 01:25:00.379+00",1470.5
"2021-08-02 01:25:10.373+00",13687
"2021-08-02 01:25:20.373+00",7481.5
"2021-08-02 01:25:30.373+00",8335
"2021-08-02 01:25:40.373+00",8801
"2021-08-02 01:25:50.373+00",10160
"2021-08-02 01:26:00.373+00",10223
"2021-08-02 01:26:10.373+00",8846
"2021-08-02 01:26:20.385+00",7806
"2021-08-02 01:26:30.373+00",8602.5
"2021-08-02 01:26:40.376+00",2400.5
"2021-08-02 01:26:50.373+00",6625.5
"2021-08-02 01:27:00.373+00",5982.5
"2021-08-02 01:27:10.373+00",9321.5
"2021-08-02 01:27:20.373+00",8615
"2021-08-02 01:27:30.373+00",7606
"2021-08-02 01:27:40.373+00",7577
"2021-08-02 01:27:50.373+00",7632
"2021-08-02 01:28:00.373+00",7669
"2021-08-02 01:28:10.373+00",5325.5
"2021-08-02 01:28:20.373+00",248.5
"2021-08-02 01:28:30.373+00",6974.5
"2021-08-02 01:28:40.373+00",9580
"2021-08-02 01:28:50.373+00",2201.5
"2021-08-02 01:29:00.373+00",7064.5
"2021-08-02 01:29:10.373+00",959
"2021-08-02 01:29:20.379+00",7596.5
"2021-08-02 01:29:30.373+00",9576.5
"2021-08-02 01:29:40.379+00",6746.5
"2021-08-02 01:29:50.373+00",6791.5
"2021-08-02 01:30:00.373+00",14680.5
"2021-08-02 01:30:10.378+00",14680.5
"2021-08-02 01:30:20.373+00",57462
"2021-08-02 01:30:30.378+00",9709
"2021-08-02 01:30:40.373+00",9274
"2021-08-02 01:30:50.373+00",129
"2021-08-02 01:31:00.373+00",166.5
"2021-08-02 01:31:10.373+00",5306
"2021-08-02 01:31:20.373+00",7601.5
"2021-08-02 01:31:30.39+00",7455.5
"2021-08-02 01:31:40.373+00",7557
"2021-08-02 01:31:50.381+00",7488
"2021-08-02 01:32:00.373+00",7610
"2021-08-02 01:32:10.373+00",7533
"2021-08-02 01:32:20.373+00",7628.5
"2021-08-02 01:32:30.373+00",7382
"2021-08-02 01:32:40.373+00",8513.5
"2021-08-02 01:32:50.373+00",7597
"2021-08-02 01:33:00.373+00",7537
"2021-08-02 01:33:10.373+00",7598.5
"2021-08-02 01:33:20.373+00",7669
"2021-08-02 01:33:30.373+00",7518
"2021-08-02 01:33:40.373+00",7545
"2021-08-02 01:33:50.373+00",7625
"2021-08-02 01:34:00.373+00",7628
"2021-08-02 01:34:10.373+00",7798.5
"2021-08-02 01:34:20.373+00",7624
"2021-08-02 01:34:30.373+00",7535
"2021-08-02 01:34:40.373+00",7497
"2021-08-02 01:34:50.373+00",7568
"2021-08-02 01:35:00.373+00",7608
"2021-08-02 01:35:10.373+00",7553
"2021-08-02 01:35:20.373+00",7356
"2021-08-02 01:35:30.377+00",7639.5
"2021-08-02 01:35:40.373+00",7495.5
"2021-08-02 01:35:50.373+00",7561
"2021-08-02 01:36:00.373+00",10036.5
"2021-08-02 01:36:10.373+00",7633
"2021-08-02 01:36:20.373+00",6007
"2021-08-02 01:36:30.373+00",9116
"2021-08-02 01:36:40.388+00",11612
"2021-08-02 01:36:50.373+00",8346
"2021-08-02 01:37:00.373+00",5248
"2021-08-02 01:37:10.376+00",7184
"2021-08-02 01:37:20.378+00",5069
"2021-08-02 01:37:30.373+00",9161.5
"2021-08-02 01:37:40.386+00",6255.5
"2021-08-02 01:37:50.373+00",6838.5
"2021-08-02 01:38:00.373+00",7520.5
"2021-08-02 01:38:10.373+00",7730
"2021-08-02 01:38:20.373+00",7736
"2021-08-02 01:38:30.373+00",9411
"2021-08-02 01:38:40.373+00",7526.5
"2021-08-02 01:38:50.373+00",7541
"2021-08-02 01:39:00.373+00",7094.5
"2021-08-02 01:39:10.373+00",8924.5
"2021-08-02 01:39:20.373+00",7512
"2021-08-02 01:39:30.373+00",7627
"2021-08-02 01:39:40.373+00",7494
"2021-08-02 01:39:50.373+00",4914
"2021-08-02 01:40:00.373+00",8917
"2021-08-02 01:40:10.373+00",7516.5
"2021-08-02 01:40:20.373+00",6155
"2021-08-02 01:40:30.373+00",11087
"2021-08-02 01:40:40.373+00",10261.5
"2021-08-02 01:40:50.373+00",7544.5
"2021-08-02 01:41:00.373+00",7476
"2021-08-02 01:41:10.373+00",7571
"2021-08-02 01:41:20.373+00",7393
"2021-08-02 01:41:30.373+00",7589
"2021-08-02 01:41:40.373+00",7472.5
"2021-08-02 01:41:50.373+00",7526
"2021-08-02 01:42:00.373+00",7282
"2021-08-02 01:42:10.373+00",7600.5
"2021-08-02 01:42:20.373+00",7545.5
"2021-08-02 01:42:30.377+00",7551.5
"2021-08-02 01:42:40.373+00",7510.5
"2021-08-02 01:42:50.373+00",7611
"2021-08-02 01:43:00.373+00",7536
"2021-08-02 01:43:10.373+00",7707.5
"2021-08-02 01:43:20.373+00",7458
"2021-08-02 01:43:30.373+00",7574
"2021-08-02 01:43:40.373+00",7523.5
"2021-08-02 01:43:50.373+00",7508
"2021-08-02 01:44:00.373+00",7558.5
"2021-08-02 01:44:10.381+00",7423
"2021-08-02 01:44:20.373+00",7540.5
"2021-08-02 01:44:30.373+00",7618
"2021-08-02 01:44:40.373+00",7533
"2021-08-02 01:44:50.373+00",7511.5
"2021-08-02 01:45:00.373+00",7583
"2021-08-02 01:45:10.373+00",7632
"2021-08-02 01:45:20.373+00",7530
"2021-08-02 01:45:30.376+00",7471.5
"2021-08-02 01:45:40.373+00",7524.5
"2021-08-02 01:45:50.373+00",7587
"2021-08-02 01:46:00.373+00",4957
"2021-08-02 01:46:10.383+00",9728
"2021-08-02 01:46:20.373+00",7517.5
"2021-08-02 01:46:30.373+00",7929
"2021-08-02 01:46:40.373+00",8017.5
"2021-08-02 01:46:50.377+00",8675.5
"2021-08-02 01:47:00.373+00",8640.5
"2021-08-02 01:47:10.375+00",7468.5
"2021-08-02 01:47:20.373+00",3967
"2021-08-02 01:47:30.373+00",10311
"2021-08-02 01:47:40.373+00",2244.5
"2021-08-02 01:47:50.373+00",11749.5
"2021-08-02 01:48:00.373+00",7737
"2021-08-02 01:48:10.373+00",7771.5
"2021-08-02 01:48:20.373+00",7670
"2021-08-02 01:48:30.379+00",7522.5
"2021-08-02 01:48:40.373+00",7569
"2021-08-02 01:48:50.373+00",8706.5
"2021-08-02 01:49:00.379+00",7449
"2021-08-02 01:49:10.373+00",9627.5
"2021-08-02 01:49:20.373+00",5472
"2021-08-02 01:49:30.373+00",9210.5
"2021-08-02 01:49:40.373+00",7582.5
"2021-08-02 01:49:50.373+00",7258
"2021-08-02 01:50:00.373+00",4774
"2021-08-02 01:50:10.373+00",1093.5
"2021-08-02 01:50:20.373+00",1754
"2021-08-02 01:50:30.373+00",7440.5
"2021-08-02 01:50:40.373+00",8586.5
"2021-08-02 01:50:50.373+00",9892
"2021-08-02 01:51:00.373+00",6463
"2021-08-02 01:51:10.373+00",9779
"2021-08-02 01:51:20.373+00",7699
"2021-08-02 01:51:30.373+00",6892.5
"2021-08-02 01:51:40.373+00",9338.5
"2021-08-02 01:51:50.373+00",4374
"2021-08-02 01:52:00.373+00",1493
"2021-08-02 01:52:10.373+00",8273
"2021-08-02 01:52:20.373+00",6553.5
"2021-08-02 01:52:30.373+00",8170
"2021-08-02 01:52:40.391+00",21378.5
"2021-08-02 01:52:50.373+00",16872.5
"2021-08-02 01:53:00.373+00",11490.5
"2021-08-02 01:53:10.373+00",3158
"2021-08-02 01:53:20.373+00",7510.5
"2021-08-02 01:53:30.377+00",7447.5
"2021-08-02 01:53:40.373+00",7594
"2021-08-02 01:53:50.373+00",7387.5
"2021-08-02 01:54:00.391+00",7567
"2021-08-02 01:54:10.373+00",7544.5
"2021-08-02 01:54:20.373+00",7530
"2021-08-02 01:54:30.373+00",7505.5
"2021-08-02 01:54:40.373+00",7524
"2021-08-02 01:54:50.373+00",7525
"2021-08-02 01:55:00.373+00",7661.5
"2021-08-02 01:55:10.373+00",7544.5
"2021-08-02 01:55:20.373+00",7545.5
"2021-08-02 01:55:30.373+00",7544
"2021-08-02 01:55:40.373+00",7555
"2021-08-02 01:55:50.373+00",7407
"2021-08-02 01:56:00.373+00",7573.5
"2021-08-02 01:56:10.373+00",7394.5
"2021-08-02 01:56:20.386+00",7559
"2021-08-02 01:56:30.373+00",7454
"2021-08-02 01:56:40.378+00",7505.5
"2021-08-02 01:56:50.373+00",7377
"2021-08-02 01:57:00.373+00",7546
"2021-08-02 01:57:10.373+00",7436.5
"2021-08-02 01:57:20.373+00",7445.5
"2021-08-02 01:57:30.373+00",7567.5
"2021-08-02 01:57:40.373+00",7539.5
"2021-08-02 01:57:50.373+00",7564
"2021-08-02 01:58:00.373+00",7469.5
"2021-08-02 01:58:10.373+00",7594
"2021-08-02 01:58:20.373+00",7501.5
"2021-08-02 01:58:30.373+00",7663.5
"2021-08-02 01:58:40.373+00",11591
"2021-08-02 01:58:50.373+00",7604
"2021-08-02 01:59:00.373+00",7508.5
"2021-08-02 01:59:10.373+00",7546.5
"2021-08-02 01:59:20.373+00",7511.5
"2021-08-02 01:59:30.373+00",7528
"2021-08-02 01:59:40.373+00",7567.5
"2021-08-02 01:59:50.377+00",7457
"2021-08-02 02:00:00.373+00",7389.5
"2021-08-02 02:00:10.373+00",7553
"2021-08-02 02:00:20.373+00",7496.5
"2021-08-02 02:00:30.373+00",7519.5
"2021-08-02 02:00:40.373+00",7445
"2021-08-02 02:00:50.373+00",7567
"2021-08-02 02:01:00.373+00",7507
"2021-08-02 02:01:10.373+00",7552.5
"2021-08-02 02:01:20.373+00",7416.5
"2021-08-02 02:01:30.373+00",7521
"2021-08-02 02:01:40.373+00",7443
"2021-08-02 02:01:50.373+00",7545
"2021-08-02 02:02:00.373+00",7439.5
"2021-08-02 02:02:10.373+00",7515.5
"2021-08-02 02:02:20.373+00",7437
"2021-08-02 02:02:30.373+00",3733
"2021-08-02 02:02:40.373+00",10719
"2021-08-02 02:02:50.378+00",11140
"2021-08-02 02:03:00.373+00",11097
"2021-08-02 02:03:10.373+00",11293
"2021-08-02 02:03:20.373+00",10841
"2021-08-02 02:03:30.373+00",11305
"2021-08-02 02:03:40.373+00",11206
"2021-08-02 02:03:50.373+00",10992
"2021-08-02 02:04:00.373+00",11112
"2021-08-02 02:04:10.377+00",11291.5
"2021-08-02 02:04:20.373+00",13878
"2021-08-02 02:04:30.381+00",14824.5
"2021-08-02 02:04:40.373+00",14682.5
"2021-08-02 02:04:50.373+00",14940
"2021-08-02 02:05:00.373+00",14699.5
"2021-08-02 02:05:10.373+00",14699
"2021-08-02 02:05:20.373+00",14752
"2021-08-02 02:05:30.373+00",14575
"2021-08-02 02:05:40.375+00",14825.5
"2021-08-02 02:05:50.373+00",14646.5
"2021-08-02 02:06:00.373+00",14564
"2021-08-02 02:06:10.373+00",14415
"2021-08-02 02:06:20.373+00",14858
"2021-08-02 02:06:30.373+00",14897
"2021-08-02 02:06:40.373+00",15051.5
"2021-08-02 02:06:50.373+00",15294.5
"2021-08-02 02:07:00.373+00",15161
"2021-08-02 02:07:10.373+00",14693
"2021-08-02 02:07:20.373+00",14759.5
"2021-08-02 02:07:30.373+00",14621.5
"2021-08-02 02:07:40.373+00",14625.5
"2021-08-02 02:07:50.373+00",14483.5
"2021-08-02 02:08:00.373+00",14767.5
"2021-08-02 02:08:10.373+00",14663
"2021-08-02 02:08:20.373+00",14673.5
"2021-08-02 02:08:30.373+00",14641.5
"2021-08-02 02:08:40.373+00",14807.5
"2021-08-02 02:08:50.373+00",14756
"2021-08-02 02:09:00.373+00",14890
"2021-08-02 02:09:10.373+00",14960.5
"2021-08-02 02:09:20.373+00",14884
"2021-08-02 02:09:30.373+00",14664.5
"2021-08-02 02:09:40.373+00",12819
"2021-08-02 02:09:50.373+00",11679.5
"2021-08-02 02:10:00.373+00",9935
"2021-08-02 02:10:10.373+00",18442
"2021-08-02 02:10:20.373+00",16649.5
"2021-08-02 02:10:30.373+00",11278
"2021-08-02 02:10:40.373+00",11349
"2021-08-02 02:10:50.373+00",8894.5
"2021-08-02 02:11:00.373+00",17032.5
"2021-08-02 02:11:10.373+00",21141.5
"2021-08-02 02:11:20.373+00",15403.5
"2021-08-02 02:11:30.373+00",14519.5
"2021-08-02 02:11:40.373+00",14777
"2021-08-02 02:11:50.373+00",26743.5
"2021-08-02 02:12:00.373+00",14622
"2021-08-02 02:12:10.373+00",14921.5
"2021-08-02 02:12:20.373+00",17830
"2021-08-02 02:12:30.373+00",11167
"2021-08-02 02:12:40.373+00",15033.5
"2021-08-02 02:12:50.376+00",14889
"2021-08-02 02:13:00.373+00",2722
"2021-08-02 02:13:10.373+00",10874.5
"2021-08-02 02:13:20.373+00",14757.5
"2021-08-02 02:13:30.373+00",15516
"2021-08-02 02:13:40.373+00",11559
"2021-08-02 02:13:50.373+00",18382
"2021-08-02 02:14:00.373+00",14339.5
"2021-08-02 02:14:10.373+00",14242
"2021-08-02 02:14:20.373+00",10526
"2021-08-02 02:14:30.373+00",8086
"2021-08-02 02:14:40.373+00",14589.5
"2021-08-02 02:14:50.373+00",14779.5
"2021-08-02 02:15:00.373+00",14772
"2021-08-02 02:15:10.373+00",14780.5
"2021-08-02 02:15:20.381+00",14849
"2021-08-02 02:15:30.373+00",14926
"2021-08-02 02:15:40.373+00",14703.5
"2021-08-02 02:15:50.373+00",14764.5
"2021-08-02 02:16:00.373+00",14726.5
"2021-08-02 02:16:10.373+00",14723.5
"2021-08-02 02:16:20.373+00",14699
"2021-08-02 02:16:30.373+00",14755.5
"2021-08-02 02:16:40.373+00",14678
"2021-08-02 02:16:50.373+00",14599.5
"2021-08-02 02:17:00.38+00",14648
"2021-08-02 02:17:10.373+00",14609
"2021-08-02 02:17:20.373+00",14663.5
"2021-08-02 02:17:30.373+00",14735
"2021-08-02 02:17:40.373+00",14857.5
"2021-08-02 02:17:50.373+00",14920
"2021-08-02 02:18:00.373+00",14650.5
"2021-08-02 02:18:10.373+00",14960.5
"2021-08-02 02:18:20.373+00",14841.5
"2021-08-02 02:18:30.373+00",14732
"2021-08-02 02:18:40.373+00",14831.5
"2021-08-02 02:18:50.373+00",14644.5
"2021-08-02 02:19:00.373+00",14601
"2021-08-02 02:19:10.373+00",15281.5
"2021-08-02 02:19:20.373+00",14681.5
"2021-08-02 02:19:30.373+00",18968.5
"2021-08-02 02:19:40.373+00",14380
"2021-08-02 02:19:50.373+00",14671
"2021-08-02 02:20:00.373+00",24967.5
"2021-08-02 02:20:10.373+00",20596.5
"2021-08-02 02:20:20.373+00",4509
"2021-08-02 02:20:30.373+00",3310
"2021-08-02 02:20:40.373+00",14815.5
"2021-08-02 02:20:50.373+00",570
"2021-08-02 02:21:00.377+00",6248.5
"2021-08-02 02:21:10.382+00",8294.5
"2021-08-02 02:21:20.373+00",24505.5
"2021-08-02 02:21:30.385+00",15719
"2021-08-02 02:21:40.373+00",1370
"2021-08-02 02:21:50.375+00",14155
"2021-08-02 02:22:00.373+00",17479
"2021-08-02 02:22:10.373+00",11359
"2021-08-02 02:22:20.378+00",11208
"2021-08-02 02:22:30.373+00",17862
"2021-08-02 02:22:40.373+00",12040
"2021-08-02 02:22:50.373+00",23439
"2021-08-02 02:23:00.373+00",22121
"2021-08-02 02:23:10.373+00",14168.5
"2021-08-02 02:23:20.373+00",11081
"2021-08-02 02:23:30.373+00",11335
"2021-08-02 02:23:40.373+00",14599
"2021-08-02 02:23:50.373+00",8957.5
"2021-08-02 02:24:00.373+00",29317
"2021-08-02 02:24:10.373+00",11091
"2021-08-02 02:24:20.373+00",14293.5
"2021-08-02 02:24:30.373+00",4419.5
"2021-08-02 02:24:40.373+00",20562
"2021-08-02 02:24:50.376+00",11754
"2021-08-02 02:25:00.373+00",13001
"2021-08-02 02:25:10.373+00",222.5
"2021-08-02 02:25:20.373+00",17373.5
"2021-08-02 02:25:30.373+00",20197
"2021-08-02 02:25:40.373+00",13980.5
"2021-08-02 02:25:50.373+00",14252
"2021-08-02 02:26:00.373+00",14765
"2021-08-02 02:26:10.383+00",10310
"2021-08-02 02:26:20.373+00",6106.5
"2021-08-02 02:26:30.373+00",21664.5
"2021-08-02 02:26:40.373+00",17332.5
"2021-08-02 02:26:50.373+00",25811.5
"2021-08-02 02:27:00.376+00",38053
"2021-08-02 02:27:10.373+00",86131.5
"2021-08-02 02:27:20.376+00",86131.5
"2021-08-02 02:27:30.373+00",37895
"2021-08-02 02:27:40.373+00",32051.5
"2021-08-02 02:27:50.373+00",43537.5
"2021-08-02 02:28:00.373+00",5775.5
"2021-08-02 02:28:10.373+00",9774
"2021-08-02 02:28:20.373+00",8803
"2021-08-02 02:28:30.373+00",4582
"2021-08-02 02:28:40.373+00",1880.5
"2021-08-02 02:28:50.373+00",14422.5
"2021-08-02 02:29:00.373+00",14495
"2021-08-02 02:29:10.373+00",14779.5
"2021-08-02 02:29:20.373+00",14528
"2021-08-02 02:29:30.373+00",14446
"2021-08-02 02:29:40.373+00",14425.5
"2021-08-02 02:29:50.373+00",14696.5
