"time","bytesinpersec_oneminuterate"
"2021-08-02 01:24:45.181+00",1488078.0857905787
"2021-08-02 01:24:55.166+00",1489507.6370607545
"2021-08-02 01:25:05.166+00",1489239.0635819123
"2021-08-02 01:25:15.166+00",1491058.0237948208
"2021-08-02 01:25:25.166+00",1491914.5349432267
"2021-08-02 01:25:35.166+00",1492846.4667386645
"2021-08-02 01:25:45.166+00",1492232.3918105885
"2021-08-02 01:25:55.166+00",1493188.4873652866
"2021-08-02 01:26:05.166+00",1492452.1529103739
"2021-08-02 01:26:15.166+00",1492955.504903736
"2021-08-02 01:26:25.166+00",1492636.314000529
"2021-08-02 01:26:35.166+00",1492487.7372044944
"2021-08-02 01:26:45.166+00",1491085.0482515232
"2021-08-02 01:26:55.166+00",1492191.9133781195
"2021-08-02 01:27:05.166+00",1492732.6820606082
"2021-08-02 01:27:15.166+00",1494442.3429115175
"2021-08-02 01:27:25.166+00",1494301.4279013562
"2021-08-02 01:27:35.17+00",1494026.8674613368
"2021-08-02 01:27:45.166+00",1494014.5883064987
"2021-08-02 01:27:55.166+00",1494053.4342242118
"2021-08-02 01:28:05.166+00",1494064.354472677
"2021-08-02 01:28:15.166+00",1495539.3088392934
"2021-08-02 01:28:25.166+00",1495481.069884881
"2021-08-02 01:28:35.166+00",1495010.1168619636
"2021-08-02 01:28:45.166+00",1494157.236758686
"2021-08-02 01:28:55.17+00",1493288.6713224587
"2021-08-02 01:29:05.166+00",1492144.734925756
"2021-08-02 01:29:15.166+00",1491751.0655674243
"2021-08-02 01:29:25.166+00",1489860.9994374013
"2021-08-02 01:29:35.166+00",1490347.9875621935
"2021-08-02 01:29:45.177+00",1491269.6683120155
"2021-08-02 01:29:55.166+00",1491060.8361898598
"2021-08-02 01:30:05.166+00",1491439.3294527514
"2021-08-02 01:30:15.166+00",1491785.837377953
"2021-08-02 01:30:25.166+00",1491760.99984228
"2021-08-02 01:30:35.166+00",1492411.4303377138
"2021-08-02 01:30:45.166+00",1493035.0809245224
"2021-08-02 01:30:55.166+00",1493022.3905638072
"2021-08-02 01:31:05.166+00",1492094.8899423038
"2021-08-02 01:31:15.166+00",1492080.659661225
"2021-08-02 01:31:25.166+00",1492372.241788025
"2021-08-02 01:31:35.166+00",1492177.614479124
"2021-08-02 01:31:45.166+00",1493309.234404579
"2021-08-02 01:31:55.166+00",1491899.406438614
"2021-08-02 01:32:05.166+00",1493249.388586315
"2021-08-02 01:32:15.166+00",1492217.030788383
"2021-08-02 01:32:25.166+00",1491360.8876424287
"2021-08-02 01:32:35.166+00",1490689.7815720376
"2021-08-02 01:32:45.166+00",1491967.0828469908
"2021-08-02 01:32:55.166+00",1491497.7801496077
"2021-08-02 01:33:05.166+00",1491309.235531246
"2021-08-02 01:33:15.166+00",1491564.542538821
"2021-08-02 01:33:25.166+00",1491384.8980672096
"2021-08-02 01:33:35.166+00",1491079.713304818
"2021-08-02 01:33:45.166+00",1492952.8541162515
"2021-08-02 01:33:55.166+00",1491011.6175372207
"2021-08-02 01:34:05.166+00",1492738.2212107615
"2021-08-02 01:34:15.166+00",1491729.7720608572
"2021-08-02 01:34:25.166+00",1491718.1057651879
"2021-08-02 01:34:35.166+00",1492215.8023471027
"2021-08-02 01:34:45.166+00",1491732.165934117
"2021-08-02 01:34:55.166+00",1490036.3907903298
"2021-08-02 01:35:05.166+00",1490704.4944439
"2021-08-02 01:35:15.166+00",1491031.3480978806
"2021-08-02 01:35:25.166+00",1491066.596010293
"2021-08-02 01:35:35.166+00",1491464.4230984573
"2021-08-02 01:35:45.166+00",1492131.7301290445
"2021-08-02 01:35:55.166+00",1491699.9428340094
"2021-08-02 01:36:05.166+00",1491535.0992344986
"2021-08-02 01:36:15.166+00",1492400.267588802
"2021-08-02 01:36:25.166+00",1492833.7178415328
"2021-08-02 01:36:35.166+00",1492182.6216984652
"2021-08-02 01:36:45.173+00",1491680.676668435
"2021-08-02 01:36:55.166+00",1490689.1476287746
"2021-08-02 01:37:05.166+00",1490877.0966323286
"2021-08-02 01:37:15.166+00",1489767.7121349757
"2021-08-02 01:37:25.166+00",1490398.9861578206
"2021-08-02 01:37:35.166+00",1490127.1515095953
"2021-08-02 01:37:45.166+00",1490215.7407221594
"2021-08-02 01:37:55.166+00",1490413.5820846832
"2021-08-02 01:38:05.166+00",1491016.4759860877
"2021-08-02 01:38:15.166+00",1491212.0606494946
"2021-08-02 01:38:25.166+00",1490694.7444220239
"2021-08-02 01:38:35.166+00",1490082.0790470089
"2021-08-02 01:38:45.166+00",1489629.9906983478
"2021-08-02 01:38:55.166+00",1488696.651587298
"2021-08-02 01:39:05.166+00",1489366.2241191973
"2021-08-02 01:39:15.166+00",1488602.4312493633
"2021-08-02 01:39:25.166+00",1487485.014675048
"2021-08-02 01:39:35.166+00",1487803.4199007212
"2021-08-02 01:39:45.166+00",1488744.2387782682
"2021-08-02 01:39:55.172+00",1489988.1506959712
"2021-08-02 01:40:05.172+00",1488299.04961158
"2021-08-02 01:40:15.166+00",1489092.565757421
"2021-08-02 01:40:25.166+00",1489151.461111351
"2021-08-02 01:40:35.166+00",1490461.6098863909
"2021-08-02 01:40:45.166+00",1488763.206497014
"2021-08-02 01:40:55.166+00",1488505.3253403832
"2021-08-02 01:41:05.166+00",1487751.7174460976
"2021-08-02 01:41:15.166+00",1487240.4516038909
"2021-08-02 01:41:25.166+00",1485659.5633280587
"2021-08-02 01:41:35.166+00",1486572.1925715907
"2021-08-02 01:41:45.166+00",1485722.0433941768
"2021-08-02 01:41:55.166+00",1486208.9459835594
"2021-08-02 01:42:05.166+00",1486650.2134075703
"2021-08-02 01:42:15.166+00",1488104.1738765305
"2021-08-02 01:42:25.166+00",1487636.6206271136
"2021-08-02 01:42:35.166+00",1488430.4888400175
"2021-08-02 01:42:45.166+00",1488660.9261988767
"2021-08-02 01:42:55.166+00",1489166.8695223667
"2021-08-02 01:43:05.166+00",1487612.3452006544
"2021-08-02 01:43:15.166+00",1487192.8216228709
"2021-08-02 01:43:25.166+00",1487459.2438713312
"2021-08-02 01:43:35.166+00",1486998.4903886197
"2021-08-02 01:43:45.166+00",1484772.4501406043
"2021-08-02 01:43:55.166+00",1486003.9940640205
"2021-08-02 01:44:05.166+00",1485836.5236645099
"2021-08-02 01:44:15.166+00",1486387.976195338
"2021-08-02 01:44:25.166+00",1486397.5367949945
"2021-08-02 01:44:35.166+00",1486375.7484112757
"2021-08-02 01:44:45.166+00",1485273.5650641867
"2021-08-02 01:44:55.166+00",1486740.1072813564
"2021-08-02 01:45:05.166+00",1486686.3082301577
"2021-08-02 01:45:15.166+00",1488092.5783257724
"2021-08-02 01:45:25.166+00",1486882.9348912481
"2021-08-02 01:45:35.166+00",1487063.9669938292
"2021-08-02 01:45:45.166+00",1487459.8189043957
"2021-08-02 01:45:55.166+00",1488358.9251797332
"2021-08-02 01:46:05.166+00",1487922.291088052
"2021-08-02 01:46:15.166+00",1486865.4187012168
"2021-08-02 01:46:25.166+00",1487714.1848734648
"2021-08-02 01:46:35.166+00",1488248.0404902312
"2021-08-02 01:46:45.166+00",1487711.315416624
"2021-08-02 01:46:55.166+00",1488509.8077895325
"2021-08-02 01:47:05.166+00",1487981.30880795
"2021-08-02 01:47:15.166+00",1489113.4374801952
"2021-08-02 01:47:25.166+00",1489048.2682279984
"2021-08-02 01:47:35.166+00",1489076.4084958315
"2021-08-02 01:47:45.166+00",1489240.0181704198
"2021-08-02 01:47:55.166+00",1489520.4727280939
"2021-08-02 01:48:05.166+00",1489232.9339126772
"2021-08-02 01:48:15.166+00",1488938.2227829555
"2021-08-02 01:48:25.166+00",1488858.1052118086
"2021-08-02 01:48:35.166+00",1488662.0878234333
"2021-08-02 01:48:45.166+00",1488083.1993154003
"2021-08-02 01:48:55.166+00",1489080.4733961958
"2021-08-02 01:49:05.169+00",1488251.1213674701
"2021-08-02 01:49:15.166+00",1486614.8703155206
"2021-08-02 01:49:25.166+00",1486144.8459292694
"2021-08-02 01:49:35.166+00",1486263.0559523753
"2021-08-02 01:49:45.166+00",1485750.631586229
"2021-08-02 01:49:55.166+00",1485846.3854375782
"2021-08-02 01:50:05.166+00",1485862.5620518774
"2021-08-02 01:50:15.166+00",1486492.1100891118
"2021-08-02 01:50:25.166+00",1485847.6683348257
"2021-08-02 01:50:35.166+00",1487028.0706330934
"2021-08-02 01:50:45.172+00",1485619.9361414365
"2021-08-02 01:50:55.166+00",1485411.4434384063
"2021-08-02 01:51:05.166+00",1484796.320703784
"2021-08-02 01:51:15.166+00",1485129.0260342031
"2021-08-02 01:51:25.166+00",1484479.602433094
"2021-08-02 01:51:35.166+00",1484109.717623939
"2021-08-02 01:51:45.166+00",1483573.5220195118
"2021-08-02 01:51:55.168+00",1483345.3839142877
"2021-08-02 01:52:05.166+00",1484216.2910570689
"2021-08-02 01:52:15.166+00",1483789.996535143
"2021-08-02 01:52:25.166+00",1484055.381375043
"2021-08-02 01:52:35.166+00",1484503.2184697732
"2021-08-02 01:52:45.166+00",1483476.409047955
"2021-08-02 01:52:55.166+00",1483677.3071624085
"2021-08-02 01:53:05.166+00",1483605.6695588517
"2021-08-02 01:53:15.166+00",1482366.5917327313
"2021-08-02 01:53:25.166+00",1481073.589601298
"2021-08-02 01:53:35.166+00",1481885.2750478056
"2021-08-02 01:53:45.166+00",1480614.4375837978
"2021-08-02 01:53:55.166+00",1480832.250942605
"2021-08-02 01:54:05.166+00",1480409.5881435366
"2021-08-02 01:54:15.166+00",1480292.2745607663
"2021-08-02 01:54:25.166+00",1480000.347991615
"2021-08-02 01:54:35.166+00",1479681.2290766542
"2021-08-02 01:54:45.166+00",1478518.6749995535
"2021-08-02 01:54:55.166+00",1478918.0532754299
"2021-08-02 01:55:05.166+00",1478721.5732562628
"2021-08-02 01:55:15.166+00",1478729.0844873935
"2021-08-02 01:55:25.166+00",1479176.8647142614
"2021-08-02 01:55:35.166+00",1480099.4895617738
"2021-08-02 01:55:45.166+00",1478321.5382096516
"2021-08-02 01:55:55.166+00",1479412.5893639578
"2021-08-02 01:56:05.166+00",1479934.3189477606
"2021-08-02 01:56:15.166+00",1480417.4839138282
"2021-08-02 01:56:25.166+00",1479690.8089322227
"2021-08-02 01:56:35.166+00",1479367.072583357
"2021-08-02 01:56:45.166+00",1479643.1124700953
"2021-08-02 01:56:55.166+00",1480407.2979809663
"2021-08-02 01:57:05.166+00",1478270.796922929
"2021-08-02 01:57:15.173+00",1478541.3313395707
"2021-08-02 01:57:25.166+00",1477605.3001240788
"2021-08-02 01:57:35.166+00",1478625.167665588
"2021-08-02 01:57:45.166+00",1479343.8638060417
"2021-08-02 01:57:55.166+00",1479599.9939536892
"2021-08-02 01:58:05.166+00",1478435.7235569041
"2021-08-02 01:58:15.166+00",1479181.360255435
"2021-08-02 01:58:25.166+00",1479692.2201013616
"2021-08-02 01:58:35.166+00",1480220.2913276667
"2021-08-02 01:58:45.166+00",1480217.181681512
"2021-08-02 01:58:55.166+00",1480744.1062488572
"2021-08-02 01:59:05.166+00",1480073.2637953304
"2021-08-02 01:59:15.184+00",1481467.6272429824
"2021-08-02 01:59:25.166+00",1479975.2353886454
"2021-08-02 01:59:35.166+00",1480494.013756873
"2021-08-02 01:59:45.166+00",1479082.6769251814
"2021-08-02 01:59:55.166+00",1478540.9191795457
"2021-08-02 02:00:05.166+00",1478297.3376079362
"2021-08-02 02:00:15.166+00",1478033.0667478738
"2021-08-02 02:00:25.166+00",1477635.6960042417
"2021-08-02 02:00:35.169+00",1478059.4308451072
"2021-08-02 02:00:45.166+00",1477919.8709753256
"2021-08-02 02:00:55.166+00",1478783.6940683257
"2021-08-02 02:01:05.166+00",1478619.107887273
"2021-08-02 02:01:15.166+00",1479414.722966394
"2021-08-02 02:01:25.166+00",1478724.1954999398
"2021-08-02 02:01:35.166+00",1478329.4897130388
"2021-08-02 02:01:45.166+00",1479101.1634604791
"2021-08-02 02:01:55.168+00",1479789.0928051556
"2021-08-02 02:02:05.166+00",1479202.4544269925
"2021-08-02 02:02:15.166+00",1478633.562072886
"2021-08-02 02:02:25.166+00",1365646.6521886792
"2021-08-02 02:02:35.166+00",1424330.0888622308
"2021-08-02 02:02:45.18+00",1538572.7298761487
"2021-08-02 02:02:55.166+00",1633996.867690722
"2021-08-02 02:03:05.166+00",1719448.4784525072
"2021-08-02 02:03:15.166+00",1790656.535548094
"2021-08-02 02:03:25.166+00",1848819.835547102
"2021-08-02 02:03:35.166+00",1900273.3107774756
"2021-08-02 02:03:45.166+00",1944107.506702967
"2021-08-02 02:03:55.166+00",1981969.2920583286
"2021-08-02 02:04:05.166+00",1998321.6503442237
"2021-08-02 02:04:15.173+00",2028742.4484331356
"2021-08-02 02:04:25.166+00",2156150.1598028736
"2021-08-02 02:04:35.166+00",2262781.472665854
"2021-08-02 02:04:45.171+00",2358242.9109153003
"2021-08-02 02:04:55.166+00",2438210.811560452
"2021-08-02 02:05:05.166+00",2506458.014744645
"2021-08-02 02:05:15.166+00",2564516.956025212
"2021-08-02 02:05:25.166+00",2611017.8857866116
"2021-08-02 02:05:35.166+00",2654676.512300465
"2021-08-02 02:05:45.166+00",2690523.761811153
"2021-08-02 02:05:55.166+00",2719487.1841695546
"2021-08-02 02:06:05.166+00",2743854.7363958014
"2021-08-02 02:06:15.166+00",2765806.9150425186
"2021-08-02 02:06:25.166+00",2784841.133017268
"2021-08-02 02:06:35.169+00",2800850.2064200975
"2021-08-02 02:06:45.166+00",2816892.4752526735
"2021-08-02 02:06:55.166+00",2828251.5650322796
"2021-08-02 02:07:05.166+00",2836070.8134698668
"2021-08-02 02:07:15.169+00",2845009.1807281272
"2021-08-02 02:07:25.166+00",2851406.743444848
"2021-08-02 02:07:35.181+00",2855239.6156432037
"2021-08-02 02:07:45.166+00",2858819.1529868566
"2021-08-02 02:07:55.166+00",2864875.647763574
"2021-08-02 02:08:05.176+00",2871246.689960543
"2021-08-02 02:08:15.166+00",2878670.7863825304
"2021-08-02 02:08:25.171+00",2882048.665401607
"2021-08-02 02:08:35.166+00",2883328.3861862696
"2021-08-02 02:08:45.166+00",2886198.231242187
"2021-08-02 02:08:55.166+00",2888867.65685693
"2021-08-02 02:09:05.182+00",2891578.6901430786
"2021-08-02 02:09:15.166+00",2891149.456003391
"2021-08-02 02:09:25.166+00",2892240.499827898
"2021-08-02 02:09:35.166+00",2893628.3016472002
"2021-08-02 02:09:45.166+00",2897050.1372139617
"2021-08-02 02:09:55.166+00",2899304.1344354358
"2021-08-02 02:10:05.166+00",2899617.453792242
"2021-08-02 02:10:15.166+00",2899923.765101703
"2021-08-02 02:10:25.166+00",2898658.5347540164
"2021-08-02 02:10:35.166+00",2897608.359343537
"2021-08-02 02:10:45.166+00",2899419.978069761
"2021-08-02 02:10:55.166+00",2902215.0185467573
"2021-08-02 02:11:05.166+00",2904791.454106443
"2021-08-02 02:11:15.166+00",2904353.057966554
"2021-08-02 02:11:25.169+00",2902638.4785756334
"2021-08-02 02:11:35.169+00",2901597.9739194675
"2021-08-02 02:11:45.166+00",2902243.519317098
"2021-08-02 02:11:55.166+00",2901808.8897164883
"2021-08-02 02:12:05.166+00",2902011.63711813
"2021-08-02 02:12:15.166+00",2902255.609945981
"2021-08-02 02:12:25.166+00",2900458.154303416
"2021-08-02 02:12:35.166+00",2901250.362422508
"2021-08-02 02:12:45.166+00",2901905.024914494
"2021-08-02 02:12:55.166+00",2900524.1985760117
"2021-08-02 02:13:05.166+00",2898648.6704233997
"2021-08-02 02:13:15.17+00",2899343.5051375357
"2021-08-02 02:13:25.166+00",2899556.1598818502
"2021-08-02 02:13:35.166+00",2901102.10863968
"2021-08-02 02:13:45.172+00",2902545.011364975
"2021-08-02 02:13:55.166+00",2904372.183808177
"2021-08-02 02:14:05.166+00",2902245.5770669733
"2021-08-02 02:14:15.166+00",2902427.7744128504
"2021-08-02 02:14:25.166+00",2903208.6126680807
"2021-08-02 02:14:35.166+00",2901218.391422104
"2021-08-02 02:14:45.166+00",2902812.364230621
"2021-08-02 02:14:55.175+00",2903621.211386771
"2021-08-02 02:15:05.166+00",2900203.1282676714
"2021-08-02 02:15:15.166+00",2900166.074708885
"2021-08-02 02:15:25.166+00",2901843.968195827
"2021-08-02 02:15:35.166+00",2897820.8945765514
"2021-08-02 02:15:45.166+00",2896629.028913773
"2021-08-02 02:15:55.166+00",2897080.720469812
"2021-08-02 02:16:05.166+00",2895484.7658178383
"2021-08-02 02:16:15.166+00",2896220.1936408067
"2021-08-02 02:16:25.166+00",2897010.007076807
"2021-08-02 02:16:35.166+00",2898672.3397974735
"2021-08-02 02:16:45.166+00",2896350.5542055923
"2021-08-02 02:16:55.166+00",2896399.6202087128
"2021-08-02 02:17:05.166+00",2898353.5000913236
"2021-08-02 02:17:15.166+00",2896677.8130611917
"2021-08-02 02:17:25.176+00",2896494.2912327754
"2021-08-02 02:17:35.166+00",2896413.4735124446
"2021-08-02 02:17:45.166+00",2896385.5864206576
