"time","completed_stages"
"2021-08-03 02:56:16.056+00",2108
"2021-08-03 02:56:26.056+00",2108
"2021-08-03 02:56:36.056+00",2108
"2021-08-03 02:56:46.056+00",2108
"2021-08-03 02:56:56.056+00",2108
"2021-08-03 02:57:06.056+00",2108
"2021-08-03 02:57:16.056+00",2108
"2021-08-03 02:57:26.056+00",2108
"2021-08-03 02:57:36.056+00",2108
"2021-08-03 02:57:46.056+00",2108
"2021-08-03 02:57:56.056+00",2108
"2021-08-03 02:58:06.056+00",2108
"2021-08-03 02:58:16.056+00",2108
"2021-08-03 02:58:26.056+00",2108
"2021-08-03 02:58:36.056+00",2108
"2021-08-03 02:58:46.056+00",2108
"2021-08-03 02:58:56.056+00",2108
"2021-08-03 02:59:06.058+00",2108
"2021-08-03 02:59:16.056+00",2108
"2021-08-03 02:59:26.065+00",2108
"2021-08-03 02:59:36.06+00",2108
"2021-08-03 02:59:46.056+00",2108
"2021-08-03 02:59:56.056+00",2108
"2021-08-03 03:00:06.056+00",2108
"2021-08-03 03:00:16.056+00",2108
"2021-08-03 03:00:26.056+00",2135
"2021-08-03 03:00:36.056+00",2180
"2021-08-03 03:00:46.056+00",2223
"2021-08-03 03:00:56.056+00",2264
"2021-08-03 03:01:06.056+00",2305
"2021-08-03 03:01:16.056+00",2346
"2021-08-03 03:01:26.056+00",2387
"2021-08-03 03:01:36.056+00",2428
"2021-08-03 03:01:46.056+00",2469
"2021-08-03 03:01:56.056+00",2510
"2021-08-03 03:02:06.056+00",2551
"2021-08-03 03:02:16.056+00",2592
"2021-08-03 03:02:26.056+00",2634
"2021-08-03 03:02:36.056+00",2675
"2021-08-03 03:02:46.056+00",2716
"2021-08-03 03:02:56.056+00",2757
"2021-08-03 03:03:06.056+00",2798
"2021-08-03 03:03:16.056+00",2839
"2021-08-03 03:03:26.056+00",2880
"2021-08-03 03:03:36.056+00",2921
"2021-08-03 03:03:46.056+00",2962
"2021-08-03 03:03:56.056+00",3003
"2021-08-03 03:04:06.056+00",3044
"2021-08-03 03:04:16.056+00",3085
"2021-08-03 03:04:26.056+00",3127
"2021-08-03 03:04:36.056+00",3168
"2021-08-03 03:04:46.056+00",3209
"2021-08-03 03:04:56.056+00",3250
"2021-08-03 03:05:06.056+00",3291
"2021-08-03 03:05:16.056+00",3332
"2021-08-03 03:05:26.056+00",3365
"2021-08-03 03:05:36.056+00",3365
"2021-08-03 03:05:46.056+00",3365
"2021-08-03 03:05:56.056+00",3365
"2021-08-03 03:06:06.056+00",3365
"2021-08-03 03:06:16.056+00",3365
"2021-08-03 03:06:26.056+00",3365
"2021-08-03 03:06:36.056+00",3365
"2021-08-03 03:06:46.056+00",3365
"2021-08-03 03:06:56.056+00",3365
"2021-08-03 03:07:06.056+00",3365
"2021-08-03 03:07:16.056+00",3365
"2021-08-03 03:07:26.056+00",3365
"2021-08-03 03:07:36.056+00",3365
"2021-08-03 03:07:46.056+00",3365
"2021-08-03 03:07:56.056+00",3365
"2021-08-03 03:08:06.056+00",3365
"2021-08-03 03:08:16.056+00",3365
"2021-08-03 03:08:26.056+00",3365
"2021-08-03 03:08:36.056+00",3365
"2021-08-03 03:08:46.056+00",3365
"2021-08-03 03:08:56.056+00",3365
"2021-08-03 03:09:06.056+00",3365
"2021-08-03 03:09:16.056+00",3365
"2021-08-03 03:09:26.056+00",3365
"2021-08-03 03:09:36.056+00",3365
"2021-08-03 03:09:46.056+00",3365
"2021-08-03 03:09:56.056+00",3365
"2021-08-03 03:10:06.056+00",3365
"2021-08-03 03:10:16.056+00",3365
"2021-08-03 03:10:26.056+00",3365
"2021-08-03 03:10:36.056+00",3365
"2021-08-03 03:10:46.056+00",3365
"2021-08-03 03:10:56.056+00",3365
"2021-08-03 03:11:06.056+00",3365
"2021-08-03 03:11:16.056+00",3365
"2021-08-03 03:11:26.056+00",3365
"2021-08-03 03:11:36.056+00",3365
"2021-08-03 03:11:46.056+00",3365
"2021-08-03 03:11:56.056+00",3365
"2021-08-03 03:12:06.056+00",3365
"2021-08-03 03:12:16.056+00",3365
"2021-08-03 03:12:26.056+00",3365
"2021-08-03 03:12:36.056+00",3365
"2021-08-03 03:12:46.056+00",3365
"2021-08-03 03:12:56.056+00",3365
"2021-08-03 03:13:06.056+00",3365
"2021-08-03 03:13:16.056+00",3365
"2021-08-03 03:13:26.056+00",3365
"2021-08-03 03:13:36.056+00",3365
"2021-08-03 03:13:46.056+00",3365
"2021-08-03 03:13:56.056+00",3365
"2021-08-03 03:14:06.056+00",3365
"2021-08-03 03:14:16.056+00",3365
"2021-08-03 03:14:26.056+00",3365
"2021-08-03 03:14:36.056+00",3365
"2021-08-03 03:14:46.056+00",3371
"2021-08-03 03:14:56.056+00",3382
"2021-08-03 03:15:06.056+00",3393
"2021-08-03 03:15:16.056+00",3404
"2021-08-03 03:15:26.056+00",3415
"2021-08-03 03:15:36.056+00",3426
"2021-08-03 03:15:46.056+00",3437
"2021-08-03 03:15:56.056+00",3448
"2021-08-03 03:16:06.056+00",3459
"2021-08-03 03:16:16.056+00",3470
"2021-08-03 03:16:26.056+00",3481
"2021-08-03 03:16:36.056+00",3492
"2021-08-03 03:16:46.056+00",3504
"2021-08-03 03:16:56.056+00",3515
"2021-08-03 03:17:06.056+00",3526
"2021-08-03 03:17:16.056+00",3537
"2021-08-03 03:17:26.056+00",3548
"2021-08-03 03:17:36.056+00",3559
"2021-08-03 03:17:46.056+00",3570
"2021-08-03 03:17:56.056+00",3581
"2021-08-03 03:18:06.056+00",3592
"2021-08-03 03:18:16.056+00",3603
"2021-08-03 03:18:26.056+00",3614
"2021-08-03 03:18:36.056+00",3625
"2021-08-03 03:18:46.056+00",3637
"2021-08-03 03:18:56.056+00",3648
"2021-08-03 03:19:06.056+00",3659
"2021-08-03 03:19:16.068+00",3670
"2021-08-03 03:19:26.056+00",3681
"2021-08-03 03:19:36.056+00",3692
"2021-08-03 03:19:46.056+00",3701
"2021-08-03 03:19:56.056+00",3701
"2021-08-03 03:20:06.056+00",3701
"2021-08-03 03:20:16.056+00",3701
"2021-08-03 03:20:26.056+00",3701
"2021-08-03 03:20:36.056+00",3701
"2021-08-03 03:20:46.056+00",3701
"2021-08-03 03:20:56.056+00",3701
"2021-08-03 03:21:06.056+00",3701
"2021-08-03 03:21:16.056+00",3701
"2021-08-03 03:21:26.056+00",3701
"2021-08-03 03:21:36.056+00",3701
"2021-08-03 03:21:46.056+00",3701
"2021-08-03 03:21:56.056+00",3701
"2021-08-03 03:22:06.056+00",3701
"2021-08-03 03:22:16.056+00",3701
"2021-08-03 03:22:26.056+00",3701
"2021-08-03 03:22:36.056+00",3701
"2021-08-03 03:22:46.056+00",3701
"2021-08-03 03:22:56.056+00",3701
"2021-08-03 03:23:06.056+00",3701
"2021-08-03 03:23:16.056+00",3701
"2021-08-03 03:23:26.056+00",3701
"2021-08-03 03:23:36.056+00",3701
"2021-08-03 03:23:46.056+00",3701
"2021-08-03 03:23:56.056+00",3701
"2021-08-03 03:24:06.056+00",3701
"2021-08-03 03:24:16.056+00",3701
"2021-08-03 03:24:26.056+00",3701
"2021-08-03 03:24:36.056+00",3701
"2021-08-03 03:24:46.056+00",3701
"2021-08-03 03:24:56.056+00",3701
"2021-08-03 03:25:06.056+00",3701
"2021-08-03 03:25:16.056+00",3701
"2021-08-03 03:25:26.056+00",3701
"2021-08-03 03:25:36.064+00",3701
"2021-08-03 03:25:46.056+00",3701
"2021-08-03 03:25:56.056+00",3701
"2021-08-03 03:26:06.056+00",3701
"2021-08-03 03:26:16.056+00",3701
"2021-08-03 03:26:26.056+00",3701
"2021-08-03 03:26:36.056+00",3701
"2021-08-03 03:26:46.056+00",3701
"2021-08-03 03:26:56.056+00",3701
"2021-08-03 03:27:06.056+00",3701
"2021-08-03 03:27:16.056+00",3701
"2021-08-03 03:27:26.056+00",3735
"2021-08-03 03:27:36.056+00",3778
"2021-08-03 03:27:46.056+00",3821
"2021-08-03 03:27:56.056+00",3862
"2021-08-03 03:28:06.056+00",3903
"2021-08-03 03:28:16.056+00",3944
"2021-08-03 03:28:26.056+00",3985
"2021-08-03 03:28:36.056+00",4026
"2021-08-03 03:28:46.056+00",4067
"2021-08-03 03:28:56.056+00",4108
"2021-08-03 03:29:06.056+00",4149
"2021-08-03 03:29:16.056+00",4190
"2021-08-03 03:29:26.056+00",4232
"2021-08-03 03:29:36.056+00",4273
"2021-08-03 03:29:46.056+00",4314
"2021-08-03 03:29:56.056+00",4355
"2021-08-03 03:30:06.056+00",4396
"2021-08-03 03:30:16.056+00",4437
"2021-08-03 03:30:26.056+00",4478
"2021-08-03 03:30:36.056+00",4519
"2021-08-03 03:30:46.056+00",4560
"2021-08-03 03:30:56.056+00",4601
"2021-08-03 03:31:06.056+00",4642
"2021-08-03 03:31:16.056+00",4683
"2021-08-03 03:31:26.056+00",4725
"2021-08-03 03:31:36.056+00",4766
"2021-08-03 03:31:46.056+00",4807
"2021-08-03 03:31:56.056+00",4848
"2021-08-03 03:32:06.056+00",4889
"2021-08-03 03:32:16.056+00",4930
"2021-08-03 03:32:26.056+00",4955
"2021-08-03 03:32:36.056+00",4955
"2021-08-03 03:32:46.056+00",4955
"2021-08-03 03:32:56.056+00",4955
"2021-08-03 03:33:06.056+00",4955
"2021-08-03 03:33:16.056+00",4955
"2021-08-03 03:33:26.056+00",4955
"2021-08-03 03:33:36.056+00",4955
"2021-08-03 03:33:46.056+00",4955
"2021-08-03 03:33:56.056+00",4955
"2021-08-03 03:34:06.056+00",4955
"2021-08-03 03:34:16.056+00",4955
"2021-08-03 03:34:26.056+00",4955
"2021-08-03 03:34:36.056+00",4955
"2021-08-03 03:34:46.056+00",4955
"2021-08-03 03:34:56.056+00",4955
