"time","current_consumer_offset","kafka_partition"
"2021-08-03 02:18:47.394+00",439391,"3"
"2021-08-03 02:18:47.394+00",439031,"1"
"2021-08-03 02:18:47.394+00",437803,"2"
"2021-08-03 02:18:47.394+00",439386,"4"
"2021-08-03 02:18:57.394+00",441234,"1"
"2021-08-03 02:18:57.394+00",441430,"0"
"2021-08-03 02:18:57.394+00",439895,"2"
"2021-08-03 02:18:57.394+00",441542,"4"
"2021-08-03 02:18:57.394+00",441572,"3"
"2021-08-03 02:19:07.394+00",443584,"0"
"2021-08-03 02:19:07.394+00",443654,"4"
"2021-08-03 02:19:07.394+00",441997,"2"
"2021-08-03 02:19:07.394+00",443425,"1"
"2021-08-03 02:19:07.394+00",443744,"3"
"2021-08-03 02:19:17.394+00",444136,"2"
"2021-08-03 02:19:17.394+00",445602,"1"
"2021-08-03 02:19:17.394+00",445934,"3"
"2021-08-03 02:19:17.394+00",445827,"4"
"2021-08-03 02:19:17.394+00",445706,"0"
"2021-08-03 02:19:27.394+00",446284,"2"
"2021-08-03 02:19:27.394+00",447913,"0"
"2021-08-03 02:19:27.394+00",447981,"4"
"2021-08-03 02:19:27.394+00",448107,"3"
"2021-08-03 02:19:27.394+00",447715,"1"
"2021-08-03 02:19:37.394+00",450156,"4"
"2021-08-03 02:19:37.394+00",448445,"2"
"2021-08-03 02:19:37.394+00",450064,"0"
"2021-08-03 02:19:37.394+00",449931,"1"
"2021-08-03 02:19:37.394+00",450230,"3"
"2021-08-03 02:19:47.394+00",452047,"1"
"2021-08-03 02:19:47.394+00",452416,"3"
"2021-08-03 02:19:47.394+00",450497,"2"
"2021-08-03 02:19:47.394+00",452182,"0"
"2021-08-03 02:19:47.394+00",452221,"4"
"2021-08-03 02:19:57.394+00",454582,"3"
"2021-08-03 02:19:57.394+00",454321,"0"
"2021-08-03 02:19:57.394+00",452630,"2"
"2021-08-03 02:19:57.394+00",454369,"4"
"2021-08-03 02:19:57.394+00",454251,"1"
"2021-08-03 02:20:07.394+00",456343,"1"
"2021-08-03 02:20:07.394+00",456528,"4"
"2021-08-03 02:20:07.394+00",456509,"0"
"2021-08-03 02:20:07.394+00",454700,"2"
"2021-08-03 02:20:07.394+00",456648,"3"
"2021-08-03 02:20:17.394+00",456826,"2"
"2021-08-03 02:20:17.394+00",458842,"3"
"2021-08-03 02:20:17.394+00",458482,"1"
"2021-08-03 02:20:17.394+00",458620,"4"
"2021-08-03 02:20:17.394+00",458619,"0"
"2021-08-03 02:20:27.401+00",460934,"3"
"2021-08-03 02:20:27.401+00",460633,"1"
"2021-08-03 02:20:27.401+00",460720,"4"
"2021-08-03 02:20:27.401+00",459022,"2"
"2021-08-03 02:20:27.401+00",460776,"0"
"2021-08-03 02:20:37.394+00",463116,"3"
"2021-08-03 02:20:37.394+00",462876,"4"
"2021-08-03 02:20:37.394+00",462978,"0"
"2021-08-03 02:20:37.394+00",461167,"2"
"2021-08-03 02:20:37.394+00",462789,"1"
"2021-08-03 02:20:47.394+00",464925,"1"
"2021-08-03 02:20:47.394+00",465114,"0"
"2021-08-03 02:20:47.394+00",465258,"3"
"2021-08-03 02:20:47.394+00",465020,"4"
"2021-08-03 02:20:47.394+00",463317,"2"
"2021-08-03 02:20:57.394+00",467167,"4"
"2021-08-03 02:20:57.394+00",465508,"2"
"2021-08-03 02:20:57.394+00",467380,"3"
"2021-08-03 02:20:57.394+00",467096,"1"
"2021-08-03 02:20:57.394+00",467270,"0"
"2021-08-03 02:21:07.394+00",469419,"0"
"2021-08-03 02:21:07.394+00",469297,"4"
"2021-08-03 02:21:07.394+00",467620,"2"
"2021-08-03 02:21:07.394+00",469276,"1"
"2021-08-03 02:21:07.394+00",469472,"3"
"2021-08-03 02:21:17.394+00",471430,"4"
"2021-08-03 02:21:17.394+00",471514,"0"
"2021-08-03 02:21:17.394+00",469730,"2"
"2021-08-03 02:21:17.394+00",471404,"1"
"2021-08-03 02:21:17.394+00",471575,"3"
"2021-08-03 02:21:27.394+00",473715,"3"
"2021-08-03 02:21:27.394+00",471877,"2"
"2021-08-03 02:21:27.394+00",473573,"4"
"2021-08-03 02:21:27.394+00",473717,"0"
"2021-08-03 02:21:27.394+00",473561,"1"
"2021-08-03 02:21:37.394+00",475756,"1"
"2021-08-03 02:21:37.394+00",474082,"2"
"2021-08-03 02:21:37.394+00",475787,"0"
"2021-08-03 02:21:37.394+00",475671,"4"
"2021-08-03 02:21:37.394+00",475882,"3"
"2021-08-03 02:21:47.394+00",477818,"4"
"2021-08-03 02:21:47.394+00",476203,"2"
"2021-08-03 02:21:47.394+00",477888,"1"
"2021-08-03 02:21:47.394+00",478010,"3"
"2021-08-03 02:21:47.394+00",477875,"0"
"2021-08-03 02:21:57.394+00",480228,"3"
"2021-08-03 02:21:57.394+00",478352,"2"
"2021-08-03 02:21:57.394+00",479994,"1"
"2021-08-03 02:21:57.394+00",479923,"4"
"2021-08-03 02:21:57.394+00",479999,"0"
"2021-08-03 02:22:07.394+00",482051,"4"
"2021-08-03 02:22:07.394+00",480511,"2"
"2021-08-03 02:22:07.394+00",482290,"3"
"2021-08-03 02:22:07.394+00",482144,"1"
"2021-08-03 02:22:07.394+00",482095,"0"
"2021-08-03 02:22:17.394+00",482653,"2"
"2021-08-03 02:22:17.394+00",484283,"0"
"2021-08-03 02:22:17.394+00",484423,"3"
"2021-08-03 02:22:17.394+00",484300,"1"
"2021-08-03 02:22:17.394+00",484279,"4"
"2021-08-03 02:22:27.394+00",484785,"2"
"2021-08-03 02:22:27.394+00",486411,"0"
"2021-08-03 02:22:27.394+00",486450,"4"
"2021-08-03 02:22:27.394+00",486385,"1"
"2021-08-03 02:22:27.394+00",486577,"3"
"2021-08-03 02:22:37.394+00",486875,"2"
"2021-08-03 02:22:37.394+00",488750,"3"
"2021-08-03 02:22:37.394+00",488562,"4"
"2021-08-03 02:22:37.394+00",488612,"0"
"2021-08-03 02:22:37.394+00",488518,"1"
"2021-08-03 02:22:47.394+00",489070,"2"
"2021-08-03 02:22:47.394+00",490855,"3"
"2021-08-03 02:22:47.394+00",490662,"1"
"2021-08-03 02:22:47.394+00",490708,"4"
"2021-08-03 02:22:47.394+00",490866,"0"
"2021-08-03 02:22:57.394+00",493090,"0"
"2021-08-03 02:22:57.394+00",491242,"2"
"2021-08-03 02:22:57.394+00",492835,"1"
"2021-08-03 02:22:57.394+00",492872,"4"
"2021-08-03 02:22:57.394+00",493063,"3"
"2021-08-03 02:23:07.394+00",495275,"0"
"2021-08-03 02:23:07.394+00",494979,"1"
"2021-08-03 02:23:07.394+00",495252,"3"
"2021-08-03 02:23:07.394+00",495079,"4"
"2021-08-03 02:23:07.394+00",493433,"2"
"2021-08-03 02:23:17.394+00",497259,"4"
"2021-08-03 02:23:17.394+00",497143,"1"
"2021-08-03 02:23:17.394+00",497403,"3"
"2021-08-03 02:23:17.394+00",497390,"0"
"2021-08-03 02:23:17.394+00",495576,"2"
"2021-08-03 02:23:27.394+00",497762,"2"
"2021-08-03 02:23:27.394+00",499498,"3"
"2021-08-03 02:23:27.394+00",499298,"1"
"2021-08-03 02:23:27.394+00",499497,"0"
"2021-08-03 02:23:27.394+00",499332,"4"
"2021-08-03 02:23:37.394+00",501438,"1"
"2021-08-03 02:23:37.394+00",499899,"2"
"2021-08-03 02:23:37.394+00",501642,"0"
"2021-08-03 02:23:37.394+00",501466,"4"
"2021-08-03 02:23:37.394+00",501605,"3"
"2021-08-03 02:23:47.394+00",503618,"4"
"2021-08-03 02:23:47.394+00",503818,"0"
"2021-08-03 02:23:47.394+00",501999,"2"
"2021-08-03 02:23:47.394+00",503733,"3"
"2021-08-03 02:23:47.394+00",503524,"1"
"2021-08-03 02:23:57.394+00",505945,"0"
"2021-08-03 02:23:57.394+00",505917,"3"
"2021-08-03 02:23:57.394+00",504240,"2"
"2021-08-03 02:23:57.394+00",505703,"1"
"2021-08-03 02:23:57.394+00",505797,"4"
"2021-08-03 02:24:07.394+00",506353,"2"
"2021-08-03 02:24:07.394+00",508070,"0"
"2021-08-03 02:24:07.394+00",507819,"1"
"2021-08-03 02:24:07.394+00",508050,"3"
"2021-08-03 02:24:07.394+00",507922,"4"
"2021-08-03 02:24:17.394+00",508507,"2"
"2021-08-03 02:24:17.394+00",510052,"4"
"2021-08-03 02:24:17.394+00",510254,"3"
"2021-08-03 02:24:17.394+00",509909,"1"
"2021-08-03 02:24:17.394+00",510161,"0"
"2021-08-03 02:24:27.394+00",510638,"2"
"2021-08-03 02:24:27.394+00",512384,"3"
"2021-08-03 02:24:27.394+00",512010,"1"
"2021-08-03 02:24:27.394+00",512219,"4"
"2021-08-03 02:24:27.394+00",512277,"0"
"2021-08-03 02:24:37.394+00",514459,"0"
"2021-08-03 02:24:37.394+00",514354,"4"
"2021-08-03 02:24:37.394+00",512793,"2"
"2021-08-03 02:24:37.394+00",514548,"3"
"2021-08-03 02:24:37.394+00",514133,"1"
"2021-08-03 02:24:47.394+00",516659,"0"
"2021-08-03 02:24:47.394+00",516518,"4"
"2021-08-03 02:24:47.394+00",516301,"1"
"2021-08-03 02:24:47.394+00",516687,"3"
"2021-08-03 02:24:47.394+00",515034,"2"
"2021-08-03 02:24:57.394+00",517171,"2"
"2021-08-03 02:24:57.394+00",518778,"0"
"2021-08-03 02:24:57.394+00",518637,"4"
"2021-08-03 02:24:57.394+00",518851,"3"
"2021-08-03 02:24:57.394+00",518413,"1"
"2021-08-03 02:25:07.394+00",520892,"0"
"2021-08-03 02:25:07.394+00",520967,"3"
"2021-08-03 02:25:07.394+00",519369,"2"
"2021-08-03 02:25:07.394+00",520735,"4"
"2021-08-03 02:25:07.394+00",520485,"1"
"2021-08-03 02:25:17.394+00",523091,"3"
"2021-08-03 02:25:17.394+00",522917,"4"
"2021-08-03 02:25:17.394+00",523003,"0"
"2021-08-03 02:25:17.394+00",521554,"2"
"2021-08-03 02:25:17.394+00",522668,"1"
"2021-08-03 02:25:27.394+00",525135,"0"
"2021-08-03 02:25:27.394+00",525036,"4"
"2021-08-03 02:25:27.394+00",525215,"3"
"2021-08-03 02:25:27.394+00",523710,"2"
"2021-08-03 02:25:27.394+00",524818,"1"
"2021-08-03 02:25:37.394+00",527126,"4"
"2021-08-03 02:25:37.394+00",527288,"3"
"2021-08-03 02:25:37.394+00",525867,"2"
"2021-08-03 02:25:37.394+00",527086,"1"
"2021-08-03 02:25:37.394+00",527251,"0"
"2021-08-03 02:25:47.394+00",529383,"3"
"2021-08-03 02:25:47.394+00",529243,"1"
"2021-08-03 02:25:47.394+00",529257,"4"
"2021-08-03 02:25:47.394+00",528028,"2"
"2021-08-03 02:25:47.394+00",529441,"0"
"2021-08-03 02:25:57.394+00",531616,"0"
"2021-08-03 02:25:57.394+00",531384,"4"
"2021-08-03 02:25:57.394+00",530252,"2"
"2021-08-03 02:25:57.394+00",531320,"1"
"2021-08-03 02:25:57.394+00",531592,"3"
"2021-08-03 02:26:07.394+00",533742,"3"
"2021-08-03 02:26:07.394+00",533466,"1"
"2021-08-03 02:26:07.394+00",532432,"2"
"2021-08-03 02:26:07.394+00",533774,"0"
"2021-08-03 02:26:07.394+00",533495,"4"
"2021-08-03 02:26:17.394+00",534559,"2"
"2021-08-03 02:26:17.394+00",535612,"4"
"2021-08-03 02:26:17.394+00",535923,"3"
"2021-08-03 02:26:17.394+00",535581,"1"
"2021-08-03 02:26:17.394+00",535938,"0"
"2021-08-03 02:26:27.394+00",536688,"2"
"2021-08-03 02:26:27.394+00",537762,"1"
"2021-08-03 02:26:27.394+00",538080,"3"
"2021-08-03 02:26:27.394+00",537726,"4"
"2021-08-03 02:26:27.394+00",538075,"0"
"2021-08-03 02:26:37.404+00",540227,"3"
"2021-08-03 02:26:37.404+00",539841,"4"
"2021-08-03 02:26:37.404+00",540190,"0"
"2021-08-03 02:26:37.404+00",538857,"2"
"2021-08-03 02:26:37.404+00",539981,"1"
"2021-08-03 02:26:47.394+00",542407,"3"
"2021-08-03 02:26:47.394+00",541003,"2"
"2021-08-03 02:26:47.394+00",541983,"4"
"2021-08-03 02:26:47.394+00",542354,"0"
"2021-08-03 02:26:47.394+00",542086,"1"
"2021-08-03 02:26:57.394+00",544495,"0"
"2021-08-03 02:26:57.394+00",544222,"1"
"2021-08-03 02:26:57.394+00",544579,"3"
"2021-08-03 02:26:57.394+00",544165,"4"
"2021-08-03 02:26:57.394+00",543183,"2"
"2021-08-03 02:27:07.394+00",546351,"1"
"2021-08-03 02:27:07.394+00",546286,"4"
"2021-08-03 02:27:07.394+00",546663,"0"
"2021-08-03 02:27:07.394+00",545374,"2"
"2021-08-03 02:27:07.394+00",546747,"3"
"2021-08-03 02:27:17.394+00",548516,"4"
"2021-08-03 02:27:17.394+00",547516,"2"
"2021-08-03 02:27:17.394+00",548822,"0"
"2021-08-03 02:27:17.394+00",548483,"1"
"2021-08-03 02:27:17.394+00",548923,"3"
"2021-08-03 02:27:27.394+00",550651,"4"
"2021-08-03 02:27:27.394+00",550626,"1"
"2021-08-03 02:27:27.394+00",550968,"0"
"2021-08-03 02:27:27.394+00",549637,"2"
"2021-08-03 02:27:27.394+00",551044,"3"
"2021-08-03 02:27:37.394+00",553103,"0"
"2021-08-03 02:27:37.394+00",551745,"2"
"2021-08-03 02:27:37.394+00",552821,"1"
"2021-08-03 02:27:37.394+00",553181,"3"
"2021-08-03 02:27:37.394+00",552721,"4"
"2021-08-03 02:27:47.394+00",555228,"0"
"2021-08-03 02:27:47.394+00",553892,"2"
"2021-08-03 02:27:47.394+00",554986,"1"
"2021-08-03 02:27:47.394+00",554796,"4"
"2021-08-03 02:27:47.394+00",555312,"3"
"2021-08-03 02:27:57.394+00",556938,"4"
"2021-08-03 02:27:57.394+00",555991,"2"
"2021-08-03 02:27:57.394+00",557420,"3"
"2021-08-03 02:27:57.394+00",557057,"1"
"2021-08-03 02:27:57.394+00",557286,"0"
"2021-08-03 02:28:07.394+00",559449,"0"
"2021-08-03 02:28:07.394+00",559084,"4"
"2021-08-03 02:28:07.394+00",558081,"2"
"2021-08-03 02:28:07.394+00",559240,"1"
"2021-08-03 02:28:07.394+00",559566,"3"
"2021-08-03 02:28:17.394+00",561412,"1"
"2021-08-03 02:28:17.394+00",561741,"3"
"2021-08-03 02:28:17.394+00",561215,"4"
"2021-08-03 02:28:17.394+00",561633,"0"
"2021-08-03 02:28:17.394+00",560223,"2"
"2021-08-03 02:28:27.394+00",563782,"0"
"2021-08-03 02:28:27.394+00",563557,"1"
"2021-08-03 02:28:27.394+00",563380,"4"
"2021-08-03 02:28:27.394+00",563924,"3"
"2021-08-03 02:28:27.394+00",562312,"2"
"2021-08-03 02:28:37.394+00",565606,"4"
"2021-08-03 02:28:37.394+00",565958,"0"
"2021-08-03 02:28:37.394+00",565689,"1"
