"time","cpu_usage_seconds_total","pod"
"2021-08-03 02:24:22.781+00",159.582935968,"sketchbench-zeppelin-788ddb985b-qpdkm"
"2021-08-03 02:24:37.784+00",159.648111728,"sketchbench-zeppelin-788ddb985b-qpdkm"
"2021-08-03 02:24:53.373+00",159.746677086,"sketchbench-zeppelin-788ddb985b-qpdkm"
"2021-08-03 02:25:06.106+00",159.807546124,"sketchbench-zeppelin-788ddb985b-qpdkm"
"2021-08-03 02:25:18.244+00",159.870123803,"sketchbench-zeppelin-788ddb985b-qpdkm"
"2021-08-03 02:25:37.013+00",159.961156245,"sketchbench-zeppelin-788ddb985b-qpdkm"
"2021-08-03 02:25:50.196+00",160.151430456,"sketchbench-zeppelin-788ddb985b-qpdkm"
"2021-08-03 02:26:05.557+00",160.228634314,"sketchbench-zeppelin-788ddb985b-qpdkm"
"2021-08-03 02:26:22.622+00",160.31662866,"sketchbench-zeppelin-788ddb985b-qpdkm"
"2021-08-03 02:26:32.892+00",160.362690326,"sketchbench-zeppelin-788ddb985b-qpdkm"
"2021-08-03 02:26:45.266+00",160.441783365,"sketchbench-zeppelin-788ddb985b-qpdkm"
"2021-08-03 02:26:55.991+00",160.503925592,"sketchbench-zeppelin-788ddb985b-qpdkm"
"2021-08-03 02:27:15.045+00",160.850544222,"sketchbench-zeppelin-788ddb985b-qpdkm"
"2021-08-03 02:27:32.752+00",161.018956235,"sketchbench-zeppelin-788ddb985b-qpdkm"
"2021-08-03 02:27:50.737+00",161.199447903,"sketchbench-zeppelin-788ddb985b-qpdkm"
"2021-08-03 02:28:06.115+00",161.321089256,"sketchbench-zeppelin-788ddb985b-qpdkm"
"2021-08-03 02:28:23.851+00",161.450978637,"sketchbench-zeppelin-788ddb985b-qpdkm"
"2021-08-03 02:28:38.59+00",162.613570083,"sketchbench-zeppelin-788ddb985b-qpdkm"
"2021-08-03 02:28:54.345+00",162.720540807,"sketchbench-zeppelin-788ddb985b-qpdkm"
"2021-08-03 02:29:10.597+00",162.797517647,"sketchbench-zeppelin-788ddb985b-qpdkm"
"2021-08-03 02:29:24.404+00",162.91174132,"sketchbench-zeppelin-788ddb985b-qpdkm"
"2021-08-03 02:29:34.831+00",162.974330317,"sketchbench-zeppelin-788ddb985b-qpdkm"
"2021-08-03 02:29:46.924+00",163.064131941,"sketchbench-zeppelin-788ddb985b-qpdkm"
"2021-08-03 02:29:57.064+00",163.165965336,"sketchbench-zeppelin-788ddb985b-qpdkm"
"2021-08-03 02:30:13.422+00",163.262014015,"sketchbench-zeppelin-788ddb985b-qpdkm"
"2021-08-03 02:30:32.239+00",163.448968386,"sketchbench-zeppelin-788ddb985b-qpdkm"
"2021-08-03 02:30:50.808+00",163.584989335,"sketchbench-zeppelin-788ddb985b-qpdkm"
"2021-08-03 02:31:04.73+00",169.73037075,"sketchbench-zeppelin-788ddb985b-qpdkm"
"2021-08-03 02:31:14.916+00",172.933497183,"sketchbench-zeppelin-788ddb985b-qpdkm"
"2021-08-03 02:31:33.048+00",177.619134926,"sketchbench-zeppelin-788ddb985b-qpdkm"
"2021-08-03 02:31:43.573+00",181.476683381,"sketchbench-zeppelin-788ddb985b-qpdkm"
"2021-08-03 02:32:00.514+00",185.386075153,"sketchbench-zeppelin-788ddb985b-qpdkm"
"2021-08-03 02:32:14.185+00",188.577801342,"sketchbench-zeppelin-788ddb985b-qpdkm"
"2021-08-03 02:32:25.298+00",191.336304463,"sketchbench-zeppelin-788ddb985b-qpdkm"
"2021-08-03 02:32:39.431+00",194.599047491,"sketchbench-zeppelin-788ddb985b-qpdkm"
"2021-08-03 02:32:56.573+00",199.456474914,"sketchbench-zeppelin-788ddb985b-qpdkm"
"2021-08-03 02:33:12.386+00",203.227208312,"sketchbench-zeppelin-788ddb985b-qpdkm"
"2021-08-03 02:33:27.816+00",206.916055039,"sketchbench-zeppelin-788ddb985b-qpdkm"
"2021-08-03 02:33:40.56+00",210.54141896,"sketchbench-zeppelin-788ddb985b-qpdkm"
"2021-08-03 02:34:00.399+00",215.334903714,"sketchbench-zeppelin-788ddb985b-qpdkm"
"2021-08-03 02:34:15.217+00",218.859942761,"sketchbench-zeppelin-788ddb985b-qpdkm"
"2021-08-03 02:34:29.846+00",222.14956622,"sketchbench-zeppelin-788ddb985b-qpdkm"
"2021-08-03 02:34:42.774+00",225.579784779,"sketchbench-zeppelin-788ddb985b-qpdkm"
"2021-08-03 02:34:59.674+00",229.903120912,"sketchbench-zeppelin-788ddb985b-qpdkm"
"2021-08-03 02:35:18.055+00",233.658997415,"sketchbench-zeppelin-788ddb985b-qpdkm"
"2021-08-03 02:35:32.408+00",236.680428848,"sketchbench-zeppelin-788ddb985b-qpdkm"
"2021-08-03 02:35:49.956+00",240.159749525,"sketchbench-zeppelin-788ddb985b-qpdkm"
"2021-08-03 02:36:07.158+00",244.311025522,"sketchbench-zeppelin-788ddb985b-qpdkm"
"2021-08-03 02:36:26.207+00",244.440382038,"sketchbench-zeppelin-788ddb985b-qpdkm"
"2021-08-03 02:36:44.044+00",244.564857163,"sketchbench-zeppelin-788ddb985b-qpdkm"
"2021-08-03 02:36:54.053+00",244.619586513,"sketchbench-zeppelin-788ddb985b-qpdkm"
"2021-08-03 02:37:06.421+00",244.692752461,"sketchbench-zeppelin-788ddb985b-qpdkm"
"2021-08-03 02:37:25.956+00",244.802567776,"sketchbench-zeppelin-788ddb985b-qpdkm"
"2021-08-03 02:37:37.583+00",244.85651642,"sketchbench-zeppelin-788ddb985b-qpdkm"
"2021-08-03 02:37:54.055+00",244.976841622,"sketchbench-zeppelin-788ddb985b-qpdkm"
"2021-08-03 02:38:13.528+00",245.082848144,"sketchbench-zeppelin-788ddb985b-qpdkm"
"2021-08-03 02:38:26.934+00",245.155946243,"sketchbench-zeppelin-788ddb985b-qpdkm"
"2021-08-03 02:38:39.398+00",245.216562466,"sketchbench-zeppelin-788ddb985b-qpdkm"
"2021-08-03 02:38:52.735+00",245.301704919,"sketchbench-zeppelin-788ddb985b-qpdkm"
"2021-08-03 02:39:09.419+00",245.378552469,"sketchbench-zeppelin-788ddb985b-qpdkm"
"2021-08-03 02:39:20.898+00",245.443067026,"sketchbench-zeppelin-788ddb985b-qpdkm"
"2021-08-03 02:39:32.272+00",245.519105651,"sketchbench-zeppelin-788ddb985b-qpdkm"
"2021-08-03 02:39:45.828+00",245.603364016,"sketchbench-zeppelin-788ddb985b-qpdkm"
"2021-08-03 02:40:03.243+00",245.704265716,"sketchbench-zeppelin-788ddb985b-qpdkm"
"2021-08-03 02:40:16.541+00",245.782760182,"sketchbench-zeppelin-788ddb985b-qpdkm"
"2021-08-03 02:40:29.868+00",245.851045124,"sketchbench-zeppelin-788ddb985b-qpdkm"
"2021-08-03 02:40:43.103+00",245.932078172,"sketchbench-zeppelin-788ddb985b-qpdkm"
"2021-08-03 02:41:00.609+00",246.016762268,"sketchbench-zeppelin-788ddb985b-qpdkm"
"2021-08-03 02:41:16.65+00",246.108252031,"sketchbench-zeppelin-788ddb985b-qpdkm"
"2021-08-03 02:41:35.32+00",246.210827099,"sketchbench-zeppelin-788ddb985b-qpdkm"
"2021-08-03 02:41:47.286+00",246.283958657,"sketchbench-zeppelin-788ddb985b-qpdkm"
"2021-08-03 02:42:01.255+00",246.370367601,"sketchbench-zeppelin-788ddb985b-qpdkm"
"2021-08-03 02:42:14.908+00",246.441481328,"sketchbench-zeppelin-788ddb985b-qpdkm"
"2021-08-03 02:42:26.341+00",246.521450118,"sketchbench-zeppelin-788ddb985b-qpdkm"
"2021-08-03 02:42:41.659+00",246.616952289,"sketchbench-zeppelin-788ddb985b-qpdkm"
"2021-08-03 02:42:58.225+00",246.703036059,"sketchbench-zeppelin-788ddb985b-qpdkm"
"2021-08-03 02:43:15.649+00",246.860757497,"sketchbench-zeppelin-788ddb985b-qpdkm"
"2021-08-03 02:43:33.71+00",246.95449155,"sketchbench-zeppelin-788ddb985b-qpdkm"
"2021-08-03 02:43:44.814+00",247.012231237,"sketchbench-zeppelin-788ddb985b-qpdkm"
"2021-08-03 02:43:55.28+00",247.063135709,"sketchbench-zeppelin-788ddb985b-qpdkm"
"2021-08-03 02:44:12.634+00",247.157876559,"sketchbench-zeppelin-788ddb985b-qpdkm"
"2021-08-03 02:44:31.023+00",247.241199788,"sketchbench-zeppelin-788ddb985b-qpdkm"
"2021-08-03 02:44:42.745+00",247.312726879,"sketchbench-zeppelin-788ddb985b-qpdkm"
"2021-08-03 02:44:53.751+00",247.37286355,"sketchbench-zeppelin-788ddb985b-qpdkm"
"2021-08-03 02:45:08.438+00",247.447206393,"sketchbench-zeppelin-788ddb985b-qpdkm"
"2021-08-03 02:45:25.531+00",247.574221391,"sketchbench-zeppelin-788ddb985b-qpdkm"
"2021-08-03 02:45:36.999+00",247.649525228,"sketchbench-zeppelin-788ddb985b-qpdkm"
"2021-08-03 02:45:55.005+00",247.777131153,"sketchbench-zeppelin-788ddb985b-qpdkm"
"2021-08-03 02:46:07.189+00",247.832739249,"sketchbench-zeppelin-788ddb985b-qpdkm"
"2021-08-03 02:46:26.886+00",247.953820183,"sketchbench-zeppelin-788ddb985b-qpdkm"
"2021-08-03 02:46:38.446+00",248.008269884,"sketchbench-zeppelin-788ddb985b-qpdkm"
"2021-08-03 02:46:51.1+00",248.076930146,"sketchbench-zeppelin-788ddb985b-qpdkm"
"2021-08-03 02:47:04.014+00",248.156838523,"sketchbench-zeppelin-788ddb985b-qpdkm"
"2021-08-03 02:47:14.542+00",248.210679396,"sketchbench-zeppelin-788ddb985b-qpdkm"
"2021-08-03 02:47:29.982+00",249.732166781,"sketchbench-zeppelin-788ddb985b-qpdkm"
"2021-08-03 02:47:44.27+00",250.883197131,"sketchbench-zeppelin-788ddb985b-qpdkm"
"2021-08-03 02:47:56.067+00",252.464341987,"sketchbench-zeppelin-788ddb985b-qpdkm"
"2021-08-03 02:48:08.625+00",252.522591037,"sketchbench-zeppelin-788ddb985b-qpdkm"
"2021-08-03 02:48:26.805+00",254.348476665,"sketchbench-zeppelin-788ddb985b-qpdkm"
"2021-08-03 02:48:38.397+00",256.888221642,"sketchbench-zeppelin-788ddb985b-qpdkm"
"2021-08-03 02:48:51.192+00",258.061950623,"sketchbench-zeppelin-788ddb985b-qpdkm"
"2021-08-03 02:49:02.481+00",259.011833067,"sketchbench-zeppelin-788ddb985b-qpdkm"
"2021-08-03 02:49:15.948+00",260.400420162,"sketchbench-zeppelin-788ddb985b-qpdkm"
"2021-08-03 02:49:30.459+00",261.295448644,"sketchbench-zeppelin-788ddb985b-qpdkm"
"2021-08-03 02:49:46.712+00",262.583074442,"sketchbench-zeppelin-788ddb985b-qpdkm"
"2021-08-03 02:50:01.446+00",264.244697219,"sketchbench-zeppelin-788ddb985b-qpdkm"
"2021-08-03 02:50:19.63+00",265.239808428,"sketchbench-zeppelin-788ddb985b-qpdkm"
"2021-08-03 02:50:36.344+00",266.57015101,"sketchbench-zeppelin-788ddb985b-qpdkm"
"2021-08-03 02:50:52.095+00",268.36316003,"sketchbench-zeppelin-788ddb985b-qpdkm"
"2021-08-03 02:51:08.309+00",269.187587549,"sketchbench-zeppelin-788ddb985b-qpdkm"
"2021-08-03 02:51:18.665+00",269.811569555,"sketchbench-zeppelin-788ddb985b-qpdkm"
"2021-08-03 02:51:31.985+00",270.976941348,"sketchbench-zeppelin-788ddb985b-qpdkm"
"2021-08-03 02:51:46.55+00",272.361208404,"sketchbench-zeppelin-788ddb985b-qpdkm"
"2021-08-03 02:51:56.811+00",272.951409452,"sketchbench-zeppelin-788ddb985b-qpdkm"
"2021-08-03 02:52:10.95+00",273.81917531,"sketchbench-zeppelin-788ddb985b-qpdkm"
"2021-08-03 02:52:28.034+00",275.123772848,"sketchbench-zeppelin-788ddb985b-qpdkm"
"2021-08-03 02:52:46.258+00",277.161592815,"sketchbench-zeppelin-788ddb985b-qpdkm"
"2021-08-03 02:53:03.441+00",278.608298537,"sketchbench-zeppelin-788ddb985b-qpdkm"
"2021-08-03 02:53:20.993+00",280.28619368,"sketchbench-zeppelin-788ddb985b-qpdkm"
"2021-08-03 02:53:34.094+00",282.210652847,"sketchbench-zeppelin-788ddb985b-qpdkm"
"2021-08-03 02:53:45.951+00",282.281296794,"sketchbench-zeppelin-788ddb985b-qpdkm"
"2021-08-03 02:54:03.231+00",283.392839492,"sketchbench-zeppelin-788ddb985b-qpdkm"
"2021-08-03 02:54:22.468+00",283.509340038,"sketchbench-zeppelin-788ddb985b-qpdkm"
"2021-08-03 02:54:36.465+00",283.582858354,"sketchbench-zeppelin-788ddb985b-qpdkm"
"2021-08-03 02:54:52.656+00",283.707125582,"sketchbench-zeppelin-788ddb985b-qpdkm"
"2021-08-03 02:55:10.997+00",283.802283715,"sketchbench-zeppelin-788ddb985b-qpdkm"
"2021-08-03 02:55:25.528+00",283.88992163,"sketchbench-zeppelin-788ddb985b-qpdkm"
"2021-08-03 02:55:38.467+00",283.953313187,"sketchbench-zeppelin-788ddb985b-qpdkm"
"2021-08-03 02:55:49.539+00",284.027476558,"sketchbench-zeppelin-788ddb985b-qpdkm"
"2021-08-03 02:56:03.612+00",284.118972971,"sketchbench-zeppelin-788ddb985b-qpdkm"
"2021-08-03 02:56:18.358+00",284.27263555,"sketchbench-zeppelin-788ddb985b-qpdkm"
"2021-08-03 02:56:29.59+00",284.355414045,"sketchbench-zeppelin-788ddb985b-qpdkm"
"2021-08-03 02:56:46.322+00",284.456452069,"sketchbench-zeppelin-788ddb985b-qpdkm"
"2021-08-03 02:56:56.642+00",284.515623353,"sketchbench-zeppelin-788ddb985b-qpdkm"
"2021-08-03 02:57:08.097+00",284.575607655,"sketchbench-zeppelin-788ddb985b-qpdkm"
"2021-08-03 02:57:24.858+00",284.692572525,"sketchbench-zeppelin-788ddb985b-qpdkm"
"2021-08-03 02:57:44.178+00",284.875637067,"sketchbench-zeppelin-788ddb985b-qpdkm"
"2021-08-03 02:57:58.278+00",284.940180786,"sketchbench-zeppelin-788ddb985b-qpdkm"
"2021-08-03 02:58:09.454+00",284.996555609,"sketchbench-zeppelin-788ddb985b-qpdkm"
"2021-08-03 02:58:26.43+00",285.088307336,"sketchbench-zeppelin-788ddb985b-qpdkm"
"2021-08-03 02:58:38.807+00",285.145994658,"sketchbench-zeppelin-788ddb985b-qpdkm"
"2021-08-03 02:58:51.5+00",285.234457441,"sketchbench-zeppelin-788ddb985b-qpdkm"
"2021-08-03 02:59:08.443+00",285.307386017,"sketchbench-zeppelin-788ddb985b-qpdkm"
"2021-08-03 02:59:26.891+00",285.417728639,"sketchbench-zeppelin-788ddb985b-qpdkm"
"2021-08-03 02:59:41.543+00",285.505913453,"sketchbench-zeppelin-788ddb985b-qpdkm"
"2021-08-03 03:00:01.262+00",285.613531446,"sketchbench-zeppelin-788ddb985b-qpdkm"
"2021-08-03 03:00:13.955+00",286.409079056,"sketchbench-zeppelin-788ddb985b-qpdkm"
"2021-08-03 03:00:32.07+00",292.057252818,"sketchbench-zeppelin-788ddb985b-qpdkm"
"2021-08-03 03:00:47.934+00",295.534967082,"sketchbench-zeppelin-788ddb985b-qpdkm"
"2021-08-03 03:01:03.29+00",298.332023618,"sketchbench-zeppelin-788ddb985b-qpdkm"
"2021-08-03 03:01:16.405+00",301.077126241,"sketchbench-zeppelin-788ddb985b-qpdkm"
"2021-08-03 03:01:29.727+00",304.254813652,"sketchbench-zeppelin-788ddb985b-qpdkm"
"2021-08-03 03:01:42.464+00",306.528006475,"sketchbench-zeppelin-788ddb985b-qpdkm"
"2021-08-03 03:01:53.191+00",309.148224153,"sketchbench-zeppelin-788ddb985b-qpdkm"
"2021-08-03 03:02:10.13+00",312.440007109,"sketchbench-zeppelin-788ddb985b-qpdkm"
"2021-08-03 03:02:27.473+00",316.392699551,"sketchbench-zeppelin-788ddb985b-qpdkm"
"2021-08-03 03:02:43.513+00",319.563883588,"sketchbench-zeppelin-788ddb985b-qpdkm"
"2021-08-03 03:03:01.232+00",324.800085061,"sketchbench-zeppelin-788ddb985b-qpdkm"
"2021-08-03 03:03:18.315+00",328.74150425,"sketchbench-zeppelin-788ddb985b-qpdkm"
"2021-08-03 03:03:31.664+00",331.832955503,"sketchbench-zeppelin-788ddb985b-qpdkm"
"2021-08-03 03:03:45.348+00",335.083981869,"sketchbench-zeppelin-788ddb985b-qpdkm"
"2021-08-03 03:04:00.079+00",338.289499631,"sketchbench-zeppelin-788ddb985b-qpdkm"
"2021-08-03 03:04:14.086+00",341.703931161,"sketchbench-zeppelin-788ddb985b-qpdkm"
"2021-08-03 03:04:33.155+00",346.41305683,"sketchbench-zeppelin-788ddb985b-qpdkm"
"2021-08-03 03:04:47.242+00",349.602131319,"sketchbench-zeppelin-788ddb985b-qpdkm"
"2021-08-03 03:04:57.493+00",351.753224001,"sketchbench-zeppelin-788ddb985b-qpdkm"
"2021-08-03 03:05:10.315+00",354.612880717,"sketchbench-zeppelin-788ddb985b-qpdkm"
"2021-08-03 03:05:22.957+00",358.955100472,"sketchbench-zeppelin-788ddb985b-qpdkm"
"2021-08-03 03:05:39.503+00",359.038187389,"sketchbench-zeppelin-788ddb985b-qpdkm"
"2021-08-03 03:05:49.754+00",359.103089615,"sketchbench-zeppelin-788ddb985b-qpdkm"
"2021-08-03 03:06:00.534+00",359.182270976,"sketchbench-zeppelin-788ddb985b-qpdkm"
"2021-08-03 03:06:18.134+00",359.306515891,"sketchbench-zeppelin-788ddb985b-qpdkm"
"2021-08-03 03:06:36.832+00",359.438573532,"sketchbench-zeppelin-788ddb985b-qpdkm"
"2021-08-03 03:06:55.502+00",359.608086975,"sketchbench-zeppelin-788ddb985b-qpdkm"
"2021-08-03 03:07:14.233+00",359.910688771,"sketchbench-zeppelin-788ddb985b-qpdkm"
"2021-08-03 03:07:29.405+00",359.984492566,"sketchbench-zeppelin-788ddb985b-qpdkm"
"2021-08-03 03:07:43.878+00",360.073648716,"sketchbench-zeppelin-788ddb985b-qpdkm"
"2021-08-03 03:07:57.625+00",360.141473425,"sketchbench-zeppelin-788ddb985b-qpdkm"
"2021-08-03 03:08:17.152+00",360.266364651,"sketchbench-zeppelin-788ddb985b-qpdkm"
"2021-08-03 03:08:36.91+00",360.37661094,"sketchbench-zeppelin-788ddb985b-qpdkm"
"2021-08-03 03:08:54.315+00",360.511373536,"sketchbench-zeppelin-788ddb985b-qpdkm"
"2021-08-03 03:09:09.693+00",360.585040016,"sketchbench-zeppelin-788ddb985b-qpdkm"
"2021-08-03 03:09:22.229+00",360.67557155,"sketchbench-zeppelin-788ddb985b-qpdkm"
"2021-08-03 03:09:33.652+00",360.733248233,"sketchbench-zeppelin-788ddb985b-qpdkm"
"2021-08-03 03:09:49.928+00",360.831967972,"sketchbench-zeppelin-788ddb985b-qpdkm"
"2021-08-03 03:10:00.056+00",360.889935171,"sketchbench-zeppelin-788ddb985b-qpdkm"
"2021-08-03 03:10:18.835+00",360.99979743,"sketchbench-zeppelin-788ddb985b-qpdkm"
"2021-08-03 03:10:36.587+00",361.347578795,"sketchbench-zeppelin-788ddb985b-qpdkm"
"2021-08-03 03:10:48.769+00",361.424709788,"sketchbench-zeppelin-788ddb985b-qpdkm"
"2021-08-03 03:11:04.161+00",361.523156626,"sketchbench-zeppelin-788ddb985b-qpdkm"
"2021-08-03 03:11:19.99+00",361.602836512,"sketchbench-zeppelin-788ddb985b-qpdkm"
"2021-08-03 03:11:35.277+00",361.71778069,"sketchbench-zeppelin-788ddb985b-qpdkm"
"2021-08-03 03:11:49.223+00",361.842240455,"sketchbench-zeppelin-788ddb985b-qpdkm"
"2021-08-03 03:12:03.378+00",361.933145285,"sketchbench-zeppelin-788ddb985b-qpdkm"
"2021-08-03 03:12:16.559+00",361.999368856,"sketchbench-zeppelin-788ddb985b-qpdkm"
"2021-08-03 03:12:31.022+00",362.070448176,"sketchbench-zeppelin-788ddb985b-qpdkm"
"2021-08-03 03:12:47.904+00",362.1712363,"sketchbench-zeppelin-788ddb985b-qpdkm"
"2021-08-03 03:13:04.091+00",362.276733981,"sketchbench-zeppelin-788ddb985b-qpdkm"
"2021-08-03 03:13:17.525+00",362.345512416,"sketchbench-zeppelin-788ddb985b-qpdkm"
"2021-08-03 03:13:37.205+00",362.459851633,"sketchbench-zeppelin-788ddb985b-qpdkm"
"2021-08-03 03:13:54.196+00",362.572687441,"sketchbench-zeppelin-788ddb985b-qpdkm"
"2021-08-03 03:14:12.326+00",362.683014386,"sketchbench-zeppelin-788ddb985b-qpdkm"
"2021-08-03 03:14:24.264+00",362.74831058,"sketchbench-zeppelin-788ddb985b-qpdkm"
"2021-08-03 03:14:37.269+00",364.085219452,"sketchbench-zeppelin-788ddb985b-qpdkm"
"2021-08-03 03:14:57.005+00",366.175428664,"sketchbench-zeppelin-788ddb985b-qpdkm"
"2021-08-03 03:15:11.417+00",367.63275694,"sketchbench-zeppelin-788ddb985b-qpdkm"
"2021-08-03 03:15:30.701+00",369.08175156,"sketchbench-zeppelin-788ddb985b-qpdkm"
"2021-08-03 03:15:49.817+00",370.876075693,"sketchbench-zeppelin-788ddb985b-qpdkm"
"2021-08-03 03:16:08.283+00",372.565159708,"sketchbench-zeppelin-788ddb985b-qpdkm"
"2021-08-03 03:16:23.745+00",374.216630504,"sketchbench-zeppelin-788ddb985b-qpdkm"
"2021-08-03 03:16:35.605+00",374.954755311,"sketchbench-zeppelin-788ddb985b-qpdkm"
"2021-08-03 03:16:49.879+00",376.081489377,"sketchbench-zeppelin-788ddb985b-qpdkm"
"2021-08-03 03:17:08.4+00",377.521591668,"sketchbench-zeppelin-788ddb985b-qpdkm"
"2021-08-03 03:17:25.457+00",378.582192083,"sketchbench-zeppelin-788ddb985b-qpdkm"
"2021-08-03 03:17:41.46+00",379.710627649,"sketchbench-zeppelin-788ddb985b-qpdkm"
"2021-08-03 03:17:56.18+00",381.140888316,"sketchbench-zeppelin-788ddb985b-qpdkm"
"2021-08-03 03:18:06.975+00",381.772775699,"sketchbench-zeppelin-788ddb985b-qpdkm"
"2021-08-03 03:18:17.125+00",382.438914102,"sketchbench-zeppelin-788ddb985b-qpdkm"
"2021-08-03 03:18:30.095+00",383.595590087,"sketchbench-zeppelin-788ddb985b-qpdkm"
