"time","shuffle_write_bytes_total","executor"
"2021-08-03 02:19:44.027+00",1564376,"5"
"2021-08-03 02:19:44.027+00",1567401,"4"
"2021-08-03 02:19:44.027+00",1559081,"0"
"2021-08-03 02:19:44.027+00",1567108,"3"
"2021-08-03 02:19:44.027+00",1564934,"2"
"2021-08-03 02:20:14.027+00",1693225,"5"
"2021-08-03 02:20:14.027+00",1687138,"0"
"2021-08-03 02:20:14.027+00",1696750,"3"
"2021-08-03 02:20:14.027+00",0,"1"
"2021-08-03 02:20:14.027+00",1694303,"2"
"2021-08-03 02:20:14.027+00",1696444,"4"
"2021-08-03 02:20:44.027+00",1687138,"0"
"2021-08-03 02:20:44.027+00",1696750,"3"
"2021-08-03 02:20:44.027+00",0,"1"
"2021-08-03 02:20:44.027+00",1693225,"5"
"2021-08-03 02:20:44.027+00",1696444,"4"
"2021-08-03 02:20:44.027+00",1694303,"2"
"2021-08-03 02:21:14.027+00",1694303,"2"
"2021-08-03 02:21:14.027+00",1696444,"4"
"2021-08-03 02:21:14.027+00",1687138,"0"
"2021-08-03 02:21:14.027+00",1696750,"3"
"2021-08-03 02:21:14.027+00",0,"1"
"2021-08-03 02:21:14.027+00",1693225,"5"
"2021-08-03 02:21:44.027+00",1694303,"2"
"2021-08-03 02:21:44.027+00",0,"1"
"2021-08-03 02:21:44.027+00",1693225,"5"
"2021-08-03 02:21:44.027+00",1687138,"0"
"2021-08-03 02:21:44.027+00",1696750,"3"
"2021-08-03 02:21:44.027+00",1696444,"4"
"2021-08-03 02:22:14.027+00",1696444,"4"
"2021-08-03 02:22:14.027+00",1693225,"5"
"2021-08-03 02:22:14.027+00",1696750,"3"
"2021-08-03 02:22:14.027+00",0,"1"
"2021-08-03 02:22:14.027+00",1687138,"0"
"2021-08-03 02:22:14.027+00",1694303,"2"
"2021-08-03 02:22:44.027+00",1694303,"2"
"2021-08-03 02:22:44.027+00",1696444,"4"
"2021-08-03 02:22:44.027+00",1687138,"0"
"2021-08-03 02:22:44.027+00",1693225,"5"
"2021-08-03 02:22:44.027+00",0,"1"
"2021-08-03 02:22:44.027+00",1696750,"3"
"2021-08-03 02:23:14.027+00",1693225,"5"
"2021-08-03 02:23:14.027+00",1694303,"2"
"2021-08-03 02:23:14.027+00",1696444,"4"
"2021-08-03 02:23:14.027+00",1687138,"0"
"2021-08-03 02:23:14.027+00",1696750,"3"
"2021-08-03 02:23:14.027+00",0,"1"
"2021-08-03 02:23:44.032+00",1693225,"5"
"2021-08-03 02:23:44.032+00",1694303,"2"
"2021-08-03 02:23:44.032+00",1696444,"4"
"2021-08-03 02:23:44.032+00",1687138,"0"
"2021-08-03 02:23:44.032+00",0,"1"
"2021-08-03 02:23:44.032+00",1696750,"3"
"2021-08-03 02:24:14.027+00",1694303,"2"
"2021-08-03 02:24:14.027+00",1687138,"0"
"2021-08-03 02:24:14.027+00",1696750,"3"
"2021-08-03 02:24:14.027+00",0,"1"
"2021-08-03 02:24:14.027+00",1693225,"5"
"2021-08-03 02:24:14.027+00",1696444,"4"
"2021-08-03 02:24:44.027+00",0,"1"
"2021-08-03 02:24:44.027+00",1693225,"5"
"2021-08-03 02:24:44.027+00",1696750,"3"
"2021-08-03 02:24:44.027+00",1694303,"2"
"2021-08-03 02:24:44.027+00",1687138,"0"
"2021-08-03 02:24:44.027+00",1696444,"4"
"2021-08-03 02:25:14.027+00",1696750,"3"
"2021-08-03 02:25:14.027+00",1687138,"0"
"2021-08-03 02:25:14.027+00",1696444,"4"
"2021-08-03 02:25:14.027+00",1694303,"2"
"2021-08-03 02:25:14.027+00",0,"1"
"2021-08-03 02:25:14.027+00",1693225,"5"
"2021-08-03 02:25:44.027+00",0,"1"
"2021-08-03 02:25:44.027+00",1696444,"4"
"2021-08-03 02:25:44.027+00",1696750,"3"
"2021-08-03 02:25:44.027+00",1687138,"0"
"2021-08-03 02:25:44.027+00",1693225,"5"
"2021-08-03 02:25:44.027+00",1694303,"2"
"2021-08-03 02:26:14.027+00",1694303,"2"
"2021-08-03 02:26:14.027+00",1696444,"4"
"2021-08-03 02:26:14.027+00",1687138,"0"
"2021-08-03 02:26:14.027+00",1693225,"5"
"2021-08-03 02:26:14.027+00",1696750,"3"
"2021-08-03 02:26:14.027+00",0,"1"
"2021-08-03 02:26:44.027+00",0,"1"
"2021-08-03 02:26:44.027+00",1696750,"3"
"2021-08-03 02:26:44.027+00",1696444,"4"
"2021-08-03 02:26:44.027+00",1694303,"2"
"2021-08-03 02:26:44.027+00",1687138,"0"
"2021-08-03 02:26:44.027+00",1693225,"5"
"2021-08-03 02:27:14.027+00",1696750,"3"
"2021-08-03 02:27:14.027+00",1687138,"0"
"2021-08-03 02:27:14.027+00",1696444,"4"
"2021-08-03 02:27:14.027+00",1694303,"2"
"2021-08-03 02:27:14.027+00",1693225,"5"
"2021-08-03 02:27:14.027+00",0,"1"
"2021-08-03 02:27:44.027+00",0,"1"
"2021-08-03 02:27:44.027+00",1693225,"5"
"2021-08-03 02:27:44.027+00",1696444,"4"
"2021-08-03 02:27:44.027+00",1687138,"0"
"2021-08-03 02:27:44.027+00",1694303,"2"
"2021-08-03 02:27:44.027+00",1696750,"3"
"2021-08-03 02:28:14.027+00",0,"1"
"2021-08-03 02:28:14.027+00",1696444,"4"
"2021-08-03 02:28:14.027+00",1696750,"3"
"2021-08-03 02:28:14.027+00",1693225,"5"
"2021-08-03 02:28:14.027+00",1694303,"2"
"2021-08-03 02:28:14.027+00",1687138,"0"
"2021-08-03 02:28:44.027+00",1694303,"2"
"2021-08-03 02:28:44.027+00",1687138,"0"
"2021-08-03 02:28:44.027+00",0,"1"
"2021-08-03 02:28:44.027+00",1693225,"5"
"2021-08-03 02:28:44.027+00",1696750,"3"
"2021-08-03 02:28:44.027+00",1696444,"4"
"2021-08-03 02:29:14.027+00",1694303,"2"
"2021-08-03 02:29:14.027+00",1696750,"3"
"2021-08-03 02:29:14.027+00",1687138,"0"
"2021-08-03 02:29:14.027+00",0,"1"
"2021-08-03 02:29:14.027+00",1696444,"4"
"2021-08-03 02:29:14.027+00",1693225,"5"
"2021-08-03 02:29:44.027+00",1693225,"5"
"2021-08-03 02:29:44.027+00",1696444,"4"
"2021-08-03 02:29:44.027+00",0,"1"
"2021-08-03 02:29:44.027+00",1687138,"0"
"2021-08-03 02:29:44.027+00",1696750,"3"
"2021-08-03 02:29:44.027+00",1694303,"2"
"2021-08-03 02:30:14.027+00",1694303,"2"
"2021-08-03 02:30:14.027+00",1687138,"0"
"2021-08-03 02:30:14.027+00",1696750,"3"
"2021-08-03 02:30:14.027+00",0,"1"
"2021-08-03 02:30:14.027+00",1693225,"5"
"2021-08-03 02:30:14.027+00",1696444,"4"
"2021-08-03 02:30:44.027+00",1696444,"4"
"2021-08-03 02:30:44.027+00",1687138,"0"
"2021-08-03 02:30:44.027+00",1696750,"3"
"2021-08-03 02:30:44.027+00",0,"1"
"2021-08-03 02:30:44.027+00",1693225,"5"
"2021-08-03 02:30:44.027+00",1694303,"2"
"2021-08-03 02:31:14.027+00",1907986,"4"
"2021-08-03 02:31:14.027+00",1902332,"0"
"2021-08-03 02:31:14.027+00",1908161,"2"
"2021-08-03 02:31:14.027+00",2024286,"3"
"2021-08-03 02:31:14.027+00",0,"1"
"2021-08-03 02:31:14.027+00",1927087,"5"
"2021-08-03 02:31:44.027+00",0,"1"
"2021-08-03 02:31:44.027+00",2459520,"0"
"2021-08-03 02:31:44.027+00",2456900,"4"
"2021-08-03 02:31:44.027+00",2534033,"5"
"2021-08-03 02:31:44.027+00",2920814,"3"
"2021-08-03 02:31:44.027+00",2461752,"2"
"2021-08-03 02:32:14.027+00",3175270,"4"
"2021-08-03 02:32:14.027+00",4129255,"3"
"2021-08-03 02:32:14.027+00",3176299,"0"
"2021-08-03 02:32:14.027+00",3351679,"5"
"2021-08-03 02:32:14.027+00",3184564,"2"
"2021-08-03 02:32:14.027+00",0,"1"
"2021-08-03 02:32:44.027+00",0,"1"
"2021-08-03 02:32:44.027+00",4051049,"4"
"2021-08-03 02:32:44.027+00",4059604,"2"
"2021-08-03 02:32:44.027+00",4342036,"5"
"2021-08-03 02:32:44.027+00",5627331,"3"
"2021-08-03 02:32:44.027+00",4049238,"0"
"2021-08-03 02:33:14.027+00",5482192,"5"
"2021-08-03 02:33:14.027+00",5060818,"0"
"2021-08-03 02:33:14.027+00",5061704,"4"
"2021-08-03 02:33:14.027+00",5062920,"2"
"2021-08-03 02:33:14.027+00",7352743,"3"
"2021-08-03 02:33:14.027+00",0,"1"
"2021-08-03 02:33:44.027+00",6174206,"0"
"2021-08-03 02:33:44.027+00",6183798,"4"
"2021-08-03 02:33:44.027+00",6177295,"2"
"2021-08-03 02:33:44.027+00",0,"1"
"2021-08-03 02:33:44.027+00",6750477,"5"
"2021-08-03 02:33:44.027+00",9264518,"3"
"2021-08-03 02:34:14.027+00",8115988,"5"
"2021-08-03 02:34:14.027+00",7385075,"4"
"2021-08-03 02:34:14.027+00",7370209,"2"
"2021-08-03 02:34:14.027+00",11344701,"3"
"2021-08-03 02:34:14.027+00",0,"1"
"2021-08-03 02:34:14.027+00",7370685,"0"
"2021-08-03 02:34:44.027+00",9577793,"5"
"2021-08-03 02:34:44.027+00",8636730,"2"
"2021-08-03 02:34:44.027+00",8666481,"4"
"2021-08-03 02:34:44.027+00",13573079,"3"
"2021-08-03 02:34:44.027+00",0,"1"
"2021-08-03 02:34:44.027+00",8647697,"0"
"2021-08-03 02:35:14.027+00",9997113,"0"
"2021-08-03 02:35:14.027+00",10029680,"4"
"2021-08-03 02:35:14.027+00",9982962,"2"
"2021-08-03 02:35:14.027+00",15929333,"3"
"2021-08-03 02:35:14.027+00",0,"1"
"2021-08-03 02:35:14.027+00",11138316,"5"
"2021-08-03 02:35:44.027+00",18422019,"3"
"2021-08-03 02:35:44.027+00",0,"1"
"2021-08-03 02:35:44.027+00",12786553,"5"
"2021-08-03 02:35:44.027+00",11421041,"0"
"2021-08-03 02:35:44.027+00",11464218,"4"
"2021-08-03 02:35:44.027+00",11393084,"2"
"2021-08-03 02:36:14.032+00",0,"1"
"2021-08-03 02:36:14.032+00",13584544,"5"
"2021-08-03 02:36:14.032+00",19627518,"3"
"2021-08-03 02:36:14.032+00",12112011,"0"
"2021-08-03 02:36:14.032+00",12157149,"4"
"2021-08-03 02:36:14.032+00",12076524,"2"
"2021-08-03 02:36:44.027+00",12112011,"0"
"2021-08-03 02:36:44.027+00",12157149,"4"
"2021-08-03 02:36:44.027+00",12076524,"2"
"2021-08-03 02:36:44.027+00",19627518,"3"
"2021-08-03 02:36:44.027+00",0,"1"
"2021-08-03 02:36:44.027+00",13584544,"5"
"2021-08-03 02:37:14.027+00",19627518,"3"
"2021-08-03 02:37:14.027+00",12112011,"0"
"2021-08-03 02:37:14.027+00",12157149,"4"
"2021-08-03 02:37:14.027+00",12076524,"2"
"2021-08-03 02:37:14.027+00",0,"1"
"2021-08-03 02:37:14.027+00",13584544,"5"
"2021-08-03 02:37:44.027+00",19627518,"3"
"2021-08-03 02:37:44.027+00",0,"1"
"2021-08-03 02:37:44.027+00",13584544,"5"
"2021-08-03 02:37:44.027+00",12112011,"0"
"2021-08-03 02:37:44.027+00",12157149,"4"
"2021-08-03 02:37:44.027+00",12076524,"2"
"2021-08-03 02:38:14.027+00",12112011,"0"
"2021-08-03 02:38:14.027+00",12157149,"4"
"2021-08-03 02:38:14.027+00",12076524,"2"
"2021-08-03 02:38:14.027+00",19627518,"3"
"2021-08-03 02:38:14.027+00",0,"1"
"2021-08-03 02:38:14.027+00",13584544,"5"
"2021-08-03 02:38:44.027+00",12112011,"0"
"2021-08-03 02:38:44.027+00",13584544,"5"
"2021-08-03 02:38:44.027+00",0,"1"
"2021-08-03 02:38:44.027+00",19627518,"3"
"2021-08-03 02:38:44.027+00",12076524,"2"
"2021-08-03 02:38:44.027+00",12157149,"4"
"2021-08-03 02:39:14.027+00",19627518,"3"
"2021-08-03 02:39:14.027+00",0,"1"
"2021-08-03 02:39:14.027+00",13584544,"5"
"2021-08-03 02:39:14.027+00",12112011,"0"
"2021-08-03 02:39:14.027+00",12157149,"4"
"2021-08-03 02:39:14.027+00",12076524,"2"
"2021-08-03 02:39:44.027+00",12112011,"0"
"2021-08-03 02:39:44.027+00",0,"1"
"2021-08-03 02:39:44.027+00",19627518,"3"
"2021-08-03 02:39:44.027+00",12157149,"4"
"2021-08-03 02:39:44.027+00",13584544,"5"
"2021-08-03 02:39:44.027+00",12076524,"2"
"2021-08-03 02:40:14.027+00",0,"1"
"2021-08-03 02:40:14.027+00",19627518,"3"
"2021-08-03 02:40:14.027+00",12157149,"4"
"2021-08-03 02:40:14.027+00",12112011,"0"
"2021-08-03 02:40:14.027+00",13584544,"5"
"2021-08-03 02:40:14.027+00",12076524,"2"
"2021-08-03 02:40:44.027+00",12112011,"0"
"2021-08-03 02:40:44.027+00",13584544,"5"
"2021-08-03 02:40:44.027+00",19627518,"3"
"2021-08-03 02:40:44.027+00",0,"1"
"2021-08-03 02:40:44.027+00",12076524,"2"
"2021-08-03 02:40:44.027+00",12157149,"4"
"2021-08-03 02:41:14.027+00",0,"1"
"2021-08-03 02:41:14.027+00",12112011,"0"
"2021-08-03 02:41:14.027+00",12157149,"4"
"2021-08-03 02:41:14.027+00",12076524,"2"
"2021-08-03 02:41:14.027+00",19627518,"3"
"2021-08-03 02:41:14.027+00",13584544,"5"
"2021-08-03 02:41:44.027+00",19627518,"3"
"2021-08-03 02:41:44.027+00",12076524,"2"
"2021-08-03 02:41:44.027+00",12157149,"4"
"2021-08-03 02:41:44.027+00",12112011,"0"
"2021-08-03 02:41:44.027+00",13584544,"5"
"2021-08-03 02:41:44.027+00",0,"1"
"2021-08-03 02:42:14.027+00",0,"1"
"2021-08-03 02:42:14.027+00",12112011,"0"
"2021-08-03 02:42:14.027+00",12157149,"4"
"2021-08-03 02:42:14.027+00",12076524,"2"
"2021-08-03 02:42:14.027+00",19627518,"3"
"2021-08-03 02:42:14.027+00",13584544,"5"
"2021-08-03 02:42:44.027+00",12112011,"0"
"2021-08-03 02:42:44.027+00",0,"1"
"2021-08-03 02:42:44.027+00",19627518,"3"
"2021-08-03 02:42:44.027+00",12076524,"2"
"2021-08-03 02:42:44.027+00",13584544,"5"
"2021-08-03 02:42:44.027+00",12157149,"4"
"2021-08-03 02:43:14.027+00",12076524,"2"
"2021-08-03 02:43:14.027+00",12112011,"0"
"2021-08-03 02:43:14.027+00",13584544,"5"
"2021-08-03 02:43:14.027+00",0,"1"
"2021-08-03 02:43:14.027+00",19627518,"3"
"2021-08-03 02:43:14.027+00",12157149,"4"
"2021-08-03 02:43:44.027+00",12112011,"0"
"2021-08-03 02:43:44.027+00",19627518,"3"
"2021-08-03 02:43:44.027+00",0,"1"
"2021-08-03 02:43:44.027+00",13584544,"5"
"2021-08-03 02:43:44.027+00",12157149,"4"
"2021-08-03 02:43:44.027+00",12076524,"2"
"2021-08-03 02:44:14.027+00",12076524,"2"
"2021-08-03 02:44:14.027+00",19627518,"3"
"2021-08-03 02:44:14.027+00",0,"1"
"2021-08-03 02:44:14.027+00",13584544,"5"
"2021-08-03 02:44:14.027+00",12112011,"0"
"2021-08-03 02:44:14.027+00",12157149,"4"
"2021-08-03 02:44:44.027+00",12076524,"2"
"2021-08-03 02:44:44.027+00",13584544,"5"
"2021-08-03 02:44:44.027+00",0,"1"
"2021-08-03 02:44:44.027+00",19627518,"3"
"2021-08-03 02:44:44.027+00",12157149,"4"
"2021-08-03 02:44:44.027+00",12112011,"0"
"2021-08-03 02:45:14.027+00",0,"1"
"2021-08-03 02:45:14.027+00",12112011,"0"
"2021-08-03 02:45:14.027+00",12157149,"4"
"2021-08-03 02:45:14.027+00",12076524,"2"
"2021-08-03 02:45:14.027+00",19627518,"3"
"2021-08-03 02:45:14.027+00",13584544,"5"
"2021-08-03 02:45:44.027+00",12112011,"0"
"2021-08-03 02:45:44.027+00",19627518,"3"
"2021-08-03 02:45:44.027+00",0,"1"
"2021-08-03 02:45:44.027+00",13584544,"5"
"2021-08-03 02:45:44.027+00",12157149,"4"
"2021-08-03 02:45:44.027+00",12076524,"2"
"2021-08-03 02:46:14.027+00",12157149,"4"
"2021-08-03 02:46:14.027+00",13584544,"5"
"2021-08-03 02:46:14.027+00",0,"1"
"2021-08-03 02:46:14.027+00",19627518,"3"
"2021-08-03 02:46:14.027+00",12076524,"2"
"2021-08-03 02:46:14.027+00",12112011,"0"
"2021-08-03 02:46:44.027+00",12112011,"0"
"2021-08-03 02:46:44.027+00",13584544,"5"
"2021-08-03 02:46:44.027+00",0,"1"
"2021-08-03 02:46:44.027+00",19627518,"3"
"2021-08-03 02:46:44.027+00",12076524,"2"
"2021-08-03 02:46:44.027+00",12157149,"4"
"2021-08-03 02:47:14.027+00",13584544,"5"
"2021-08-03 02:47:14.027+00",19627518,"3"
"2021-08-03 02:47:14.027+00",0,"1"
"2021-08-03 02:47:14.027+00",12112011,"0"
"2021-08-03 02:47:14.027+00",12157149,"4"
"2021-08-03 02:47:14.027+00",12076524,"2"
"2021-08-03 02:47:44.027+00",12157149,"4"
"2021-08-03 02:47:44.027+00",13584544,"5"
"2021-08-03 02:47:44.027+00",19627518,"3"
"2021-08-03 02:47:44.027+00",0,"1"
"2021-08-03 02:47:44.027+00",12076524,"2"
"2021-08-03 02:47:44.027+00",12112011,"0"
"2021-08-03 02:48:14.027+00",19627518,"3"
"2021-08-03 02:48:14.027+00",12076524,"2"
"2021-08-03 02:48:14.027+00",12112011,"0"
"2021-08-03 02:48:14.027+00",13584544,"5"
"2021-08-03 02:48:14.027+00",12157149,"4"
"2021-08-03 02:48:14.027+00",0,"1"
"2021-08-03 02:48:44.027+00",12414572,"2"
"2021-08-03 02:48:44.027+00",13922299,"5"
"2021-08-03 02:48:44.027+00",0,"1"
"2021-08-03 02:48:44.027+00",19964263,"3"
"2021-08-03 02:48:44.027+00",12449401,"0"
"2021-08-03 02:48:44.027+00",12494266,"4"
"2021-08-03 02:49:14.027+00",13001931,"4"
"2021-08-03 02:49:14.027+00",14428681,"5"
"2021-08-03 02:49:14.027+00",0,"1"
"2021-08-03 02:49:14.027+00",20471221,"3"
"2021-08-03 02:49:14.027+00",12924298,"2"
"2021-08-03 02:49:14.027+00",12955570,"0"
"2021-08-03 02:49:44.027+00",0,"1"
"2021-08-03 02:49:44.027+00",13459541,"0"
"2021-08-03 02:49:44.027+00",13507979,"4"
"2021-08-03 02:49:44.027+00",13431205,"2"
"2021-08-03 02:49:44.027+00",14936273,"5"
"2021-08-03 02:49:44.027+00",20977225,"3"
"2021-08-03 02:50:14.027+00",14013315,"4"
"2021-08-03 02:50:14.027+00",0,"1"
"2021-08-03 02:50:14.027+00",13936674,"2"
"2021-08-03 02:50:14.027+00",15439539,"5"
"2021-08-03 02:50:14.027+00",13964722,"0"
"2021-08-03 02:50:14.027+00",21483126,"3"
"2021-08-03 02:50:44.027+00",14517051,"4"
"2021-08-03 02:50:44.027+00",14466289,"0"
"2021-08-03 02:50:44.027+00",21987205,"3"
"2021-08-03 02:50:44.027+00",15941183,"5"
"2021-08-03 02:50:44.027+00",14438472,"2"
"2021-08-03 02:50:44.027+00",0,"1"
"2021-08-03 02:51:14.027+00",14974485,"0"
"2021-08-03 02:51:14.027+00",15024079,"4"
"2021-08-03 02:51:14.027+00",0,"1"
"2021-08-03 02:51:14.027+00",14944670,"2"
"2021-08-03 02:51:14.027+00",16448757,"5"
"2021-08-03 02:51:14.027+00",22493868,"3"
"2021-08-03 02:51:44.031+00",15455432,"2"
"2021-08-03 02:51:44.031+00",15534387,"4"
"2021-08-03 02:51:44.031+00",16961167,"5"
"2021-08-03 02:51:44.031+00",0,"1"
"2021-08-03 02:51:44.031+00",15485709,"0"
"2021-08-03 02:51:44.031+00",23003541,"3"
"2021-08-03 02:52:14.027+00",0,"1"
"2021-08-03 02:52:14.027+00",15989087,"0"
"2021-08-03 02:52:14.027+00",23510618,"3"
"2021-08-03 02:52:14.027+00",17465097,"5"
"2021-08-03 02:52:14.027+00",15963367,"2"
"2021-08-03 02:52:14.027+00",16041624,"4"
"2021-08-03 02:52:44.027+00",16491694,"0"
"2021-08-03 02:52:44.027+00",16544291,"4"
"2021-08-03 02:52:44.027+00",16470147,"2"
"2021-08-03 02:52:44.027+00",24015249,"3"
"2021-08-03 02:52:44.027+00",0,"1"
"2021-08-03 02:52:44.027+00",17971960,"5"
"2021-08-03 02:53:14.027+00",16996970,"0"
"2021-08-03 02:53:14.027+00",17050803,"4"
"2021-08-03 02:53:14.027+00",16973994,"2"
"2021-08-03 02:53:14.027+00",24519576,"3"
"2021-08-03 02:53:14.027+00",0,"1"
"2021-08-03 02:53:14.027+00",18475946,"5"
"2021-08-03 02:53:44.027+00",17199669,"0"
"2021-08-03 02:53:44.027+00",17251316,"4"
"2021-08-03 02:53:44.027+00",17175492,"2"
"2021-08-03 02:53:44.027+00",24722908,"3"
"2021-08-03 02:53:44.027+00",0,"1"
"2021-08-03 02:53:44.027+00",18676871,"5"
"2021-08-03 02:54:14.027+00",17199669,"0"
"2021-08-03 02:54:14.027+00",17175492,"2"
"2021-08-03 02:54:14.027+00",24722908,"3"
"2021-08-03 02:54:14.027+00",18676871,"5"
"2021-08-03 02:54:14.027+00",17251316,"4"
"2021-08-03 02:54:14.027+00",0,"1"
"2021-08-03 02:54:44.027+00",17251316,"4"
"2021-08-03 02:54:44.027+00",0,"1"
"2021-08-03 02:54:44.027+00",17175492,"2"
"2021-08-03 02:54:44.027+00",18676871,"5"
"2021-08-03 02:54:44.027+00",17199669,"0"
"2021-08-03 02:54:44.027+00",24722908,"3"
"2021-08-03 02:55:14.027+00",17175492,"2"
"2021-08-03 02:55:14.027+00",18676871,"5"
"2021-08-03 02:55:14.027+00",17199669,"0"
"2021-08-03 02:55:14.027+00",24722908,"3"
"2021-08-03 02:55:14.027+00",17251316,"4"
"2021-08-03 02:55:14.027+00",0,"1"
