"time","current_consumer_offset","consumergroup","kafka_partition"
"2021-08-03 02:18:47.394+00",437892,"stream-nexmark-v393774246","1"
"2021-08-03 02:18:47.394+00",436632,"stream-nexmark-v393774246","2"
"2021-08-03 02:18:47.394+00",438233,"stream-nexmark-v393774246","0"
"2021-08-03 02:18:47.394+00",438240,"stream-nexmark-v393774246","4"
"2021-08-03 02:18:57.394+00",440803,"stream-nexmark-v393774246","4"
"2021-08-03 02:18:57.394+00",440731,"stream-nexmark-v393774246","0"
"2021-08-03 02:18:57.394+00",439180,"stream-nexmark-v393774246","2"
"2021-08-03 02:18:57.394+00",440502,"stream-nexmark-v393774246","1"
"2021-08-03 02:18:57.394+00",440835,"stream-nexmark-v393774246","3"
"2021-08-03 02:19:07.394+00",440476,"stream-nexmark-v393774246","2"
"2021-08-03 02:19:07.394+00",441814,"stream-nexmark-v393774246","1"
"2021-08-03 02:19:07.394+00",442145,"stream-nexmark-v393774246","3"
"2021-08-03 02:19:07.394+00",442001,"stream-nexmark-v393774246","0"
"2021-08-03 02:19:07.394+00",442084,"stream-nexmark-v393774246","4"
"2021-08-03 02:19:17.394+00",442978,"stream-nexmark-v393774246","2"
"2021-08-03 02:19:17.394+00",444719,"stream-nexmark-v393774246","3"
"2021-08-03 02:19:17.394+00",444427,"stream-nexmark-v393774246","1"
"2021-08-03 02:19:17.394+00",444675,"stream-nexmark-v393774246","4"
"2021-08-03 02:19:17.394+00",444567,"stream-nexmark-v393774246","0"
"2021-08-03 02:19:27.394+00",447225,"stream-nexmark-v393774246","4"
"2021-08-03 02:19:27.394+00",447380,"stream-nexmark-v393774246","3"
"2021-08-03 02:19:27.394+00",447001,"stream-nexmark-v393774246","1"
"2021-08-03 02:19:27.394+00",447172,"stream-nexmark-v393774246","0"
"2021-08-03 02:19:27.394+00",445508,"stream-nexmark-v393774246","2"
"2021-08-03 02:19:37.394+00",448634,"stream-nexmark-v393774246","3"
"2021-08-03 02:19:37.394+00",448564,"stream-nexmark-v393774246","4"
"2021-08-03 02:19:37.394+00",446835,"stream-nexmark-v393774246","2"
"2021-08-03 02:19:37.394+00",448464,"stream-nexmark-v393774246","0"
"2021-08-03 02:19:37.394+00",448276,"stream-nexmark-v393774246","1"
"2021-08-03 02:19:47.394+00",451056,"stream-nexmark-v393774246","0"
"2021-08-03 02:19:47.394+00",451129,"stream-nexmark-v393774246","4"
"2021-08-03 02:19:47.394+00",451236,"stream-nexmark-v393774246","3"
"2021-08-03 02:19:47.394+00",450916,"stream-nexmark-v393774246","1"
"2021-08-03 02:19:47.394+00",449373,"stream-nexmark-v393774246","2"
"2021-08-03 02:19:57.394+00",453829,"stream-nexmark-v393774246","3"
"2021-08-03 02:19:57.394+00",453587,"stream-nexmark-v393774246","0"
"2021-08-03 02:19:57.394+00",451919,"stream-nexmark-v393774246","2"
"2021-08-03 02:19:57.394+00",453636,"stream-nexmark-v393774246","4"
"2021-08-03 02:19:57.394+00",453496,"stream-nexmark-v393774246","1"
"2021-08-03 02:20:07.394+00",455124,"stream-nexmark-v393774246","3"
"2021-08-03 02:20:07.394+00",454936,"stream-nexmark-v393774246","4"
"2021-08-03 02:20:07.394+00",453161,"stream-nexmark-v393774246","2"
"2021-08-03 02:20:07.394+00",454883,"stream-nexmark-v393774246","0"
"2021-08-03 02:20:07.394+00",454782,"stream-nexmark-v393774246","1"
"2021-08-03 02:20:17.394+00",nan,"stream-nexmark-v393774246","2"
"2021-08-03 02:20:17.394+00",nan,"stream-nexmark-v393774246","4"
"2021-08-03 02:20:17.394+00",nan,"stream-nexmark-v393774246","3"
"2021-08-03 02:20:17.394+00",nan,"stream-nexmark-v393774246","1"
"2021-08-03 02:20:17.394+00",nan,"stream-nexmark-v393774246","0"
"2021-08-03 02:31:07.394+00",597139,"stream-nexmark-v1155465023","1"
"2021-08-03 02:31:07.394+00",596964,"stream-nexmark-v1155465023","4"
"2021-08-03 02:31:07.394+00",597630,"stream-nexmark-v1155465023","0"
"2021-08-03 02:31:07.394+00",596023,"stream-nexmark-v1155465023","2"
"2021-08-03 02:31:07.394+00",597414,"stream-nexmark-v1155465023","3"
"2021-08-03 02:31:17.394+00",598743,"stream-nexmark-v1155465023","3"
"2021-08-03 02:31:17.394+00",597337,"stream-nexmark-v1155465023","2"
"2021-08-03 02:31:17.394+00",598917,"stream-nexmark-v1155465023","0"
"2021-08-03 02:31:17.394+00",598252,"stream-nexmark-v1155465023","4"
"2021-08-03 02:31:17.394+00",598407,"stream-nexmark-v1155465023","1"
"2021-08-03 02:31:27.394+00",599888,"stream-nexmark-v1155465023","2"
"2021-08-03 02:31:27.394+00",601005,"stream-nexmark-v1155465023","1"
"2021-08-03 02:31:27.394+00",601354,"stream-nexmark-v1155465023","3"
"2021-08-03 02:31:27.394+00",600768,"stream-nexmark-v1155465023","4"
"2021-08-03 02:31:27.394+00",601565,"stream-nexmark-v1155465023","0"
"2021-08-03 02:31:37.394+00",603290,"stream-nexmark-v1155465023","4"
"2021-08-03 02:31:37.394+00",603863,"stream-nexmark-v1155465023","3"
"2021-08-03 02:31:37.394+00",603576,"stream-nexmark-v1155465023","1"
"2021-08-03 02:31:37.394+00",602500,"stream-nexmark-v1155465023","2"
"2021-08-03 02:31:37.394+00",604154,"stream-nexmark-v1155465023","0"
"2021-08-03 02:31:47.399+00",605182,"stream-nexmark-v1155465023","3"
"2021-08-03 02:31:47.399+00",604560,"stream-nexmark-v1155465023","4"
"2021-08-03 02:31:47.399+00",605447,"stream-nexmark-v1155465023","0"
"2021-08-03 02:31:47.399+00",603788,"stream-nexmark-v1155465023","2"
"2021-08-03 02:31:47.399+00",604853,"stream-nexmark-v1155465023","1"
"2021-08-03 02:31:57.394+00",607999,"stream-nexmark-v1155465023","0"
"2021-08-03 02:31:57.394+00",606333,"stream-nexmark-v1155465023","2"
"2021-08-03 02:31:57.394+00",607478,"stream-nexmark-v1155465023","1"
"2021-08-03 02:31:57.394+00",607731,"stream-nexmark-v1155465023","3"
"2021-08-03 02:31:57.394+00",607157,"stream-nexmark-v1155465023","4"
"2021-08-03 02:32:07.394+00",610303,"stream-nexmark-v1155465023","3"
"2021-08-03 02:32:07.394+00",610049,"stream-nexmark-v1155465023","1"
"2021-08-03 02:32:07.394+00",609765,"stream-nexmark-v1155465023","4"
"2021-08-03 02:32:07.394+00",610625,"stream-nexmark-v1155465023","0"
"2021-08-03 02:32:07.394+00",608883,"stream-nexmark-v1155465023","2"
"2021-08-03 02:32:17.394+00",611852,"stream-nexmark-v1155465023","0"
"2021-08-03 02:32:17.394+00",611283,"stream-nexmark-v1155465023","1"
"2021-08-03 02:32:17.394+00",611582,"stream-nexmark-v1155465023","3"
"2021-08-03 02:32:17.394+00",610140,"stream-nexmark-v1155465023","2"
"2021-08-03 02:32:17.394+00",611038,"stream-nexmark-v1155465023","4"
"2021-08-03 02:32:27.394+00",614452,"stream-nexmark-v1155465023","0"
"2021-08-03 02:32:27.394+00",613613,"stream-nexmark-v1155465023","4"
"2021-08-03 02:32:27.394+00",614157,"stream-nexmark-v1155465023","3"
"2021-08-03 02:32:27.394+00",613880,"stream-nexmark-v1155465023","1"
"2021-08-03 02:32:27.394+00",612821,"stream-nexmark-v1155465023","2"
"2021-08-03 02:32:37.394+00",615398,"stream-nexmark-v1155465023","2"
"2021-08-03 02:32:37.394+00",616217,"stream-nexmark-v1155465023","4"
"2021-08-03 02:32:37.394+00",616693,"stream-nexmark-v1155465023","3"
"2021-08-03 02:32:37.394+00",616468,"stream-nexmark-v1155465023","1"
"2021-08-03 02:32:37.394+00",616999,"stream-nexmark-v1155465023","0"
"2021-08-03 02:32:47.394+00",617745,"stream-nexmark-v1155465023","1"
"2021-08-03 02:32:47.394+00",618014,"stream-nexmark-v1155465023","3"
"2021-08-03 02:32:47.394+00",617488,"stream-nexmark-v1155465023","4"
"2021-08-03 02:32:47.394+00",618297,"stream-nexmark-v1155465023","0"
"2021-08-03 02:32:47.394+00",616623,"stream-nexmark-v1155465023","2"
"2021-08-03 02:32:57.394+00",619233,"stream-nexmark-v1155465023","2"
"2021-08-03 02:32:57.394+00",620049,"stream-nexmark-v1155465023","4"
"2021-08-03 02:32:57.394+00",620792,"stream-nexmark-v1155465023","0"
"2021-08-03 02:32:57.394+00",620576,"stream-nexmark-v1155465023","3"
"2021-08-03 02:32:57.394+00",620291,"stream-nexmark-v1155465023","1"
"2021-08-03 02:33:07.394+00",621864,"stream-nexmark-v1155465023","2"
"2021-08-03 02:33:07.394+00",623103,"stream-nexmark-v1155465023","3"
"2021-08-03 02:33:07.394+00",622909,"stream-nexmark-v1155465023","1"
"2021-08-03 02:33:07.394+00",622659,"stream-nexmark-v1155465023","4"
"2021-08-03 02:33:07.394+00",623388,"stream-nexmark-v1155465023","0"
"2021-08-03 02:33:17.394+00",624448,"stream-nexmark-v1155465023","3"
"2021-08-03 02:33:17.394+00",623973,"stream-nexmark-v1155465023","4"
"2021-08-03 02:33:17.394+00",624623,"stream-nexmark-v1155465023","0"
"2021-08-03 02:33:17.394+00",623107,"stream-nexmark-v1155465023","2"
"2021-08-03 02:33:17.394+00",624211,"stream-nexmark-v1155465023","1"
"2021-08-03 02:33:27.394+00",626515,"stream-nexmark-v1155465023","4"
"2021-08-03 02:33:27.394+00",627266,"stream-nexmark-v1155465023","0"
"2021-08-03 02:33:27.394+00",625709,"stream-nexmark-v1155465023","2"
"2021-08-03 02:33:27.394+00",626758,"stream-nexmark-v1155465023","1"
"2021-08-03 02:33:27.394+00",627014,"stream-nexmark-v1155465023","3"
"2021-08-03 02:33:37.394+00",629541,"stream-nexmark-v1155465023","3"
"2021-08-03 02:33:37.394+00",629165,"stream-nexmark-v1155465023","4"
"2021-08-03 02:33:37.394+00",629837,"stream-nexmark-v1155465023","0"
"2021-08-03 02:33:37.394+00",628264,"stream-nexmark-v1155465023","2"
"2021-08-03 02:33:37.394+00",629392,"stream-nexmark-v1155465023","1"
"2021-08-03 02:33:47.394+00",630483,"stream-nexmark-v1155465023","4"
"2021-08-03 02:33:47.394+00",630650,"stream-nexmark-v1155465023","1"
"2021-08-03 02:33:47.394+00",630784,"stream-nexmark-v1155465023","3"
"2021-08-03 02:33:47.394+00",629572,"stream-nexmark-v1155465023","2"
"2021-08-03 02:33:47.394+00",631129,"stream-nexmark-v1155465023","0"
"2021-08-03 02:33:57.394+00",633697,"stream-nexmark-v1155465023","0"
"2021-08-03 02:33:57.394+00",633345,"stream-nexmark-v1155465023","3"
"2021-08-03 02:33:57.394+00",633244,"stream-nexmark-v1155465023","1"
"2021-08-03 02:33:57.394+00",633100,"stream-nexmark-v1155465023","4"
"2021-08-03 02:33:57.394+00",632139,"stream-nexmark-v1155465023","2"
"2021-08-03 02:34:07.394+00",635698,"stream-nexmark-v1155465023","4"
"2021-08-03 02:34:07.394+00",635791,"stream-nexmark-v1155465023","1"
"2021-08-03 02:34:07.394+00",635909,"stream-nexmark-v1155465023","3"
"2021-08-03 02:34:07.394+00",636264,"stream-nexmark-v1155465023","0"
"2021-08-03 02:34:07.394+00",634691,"stream-nexmark-v1155465023","2"
"2021-08-03 02:34:17.394+00",636998,"stream-nexmark-v1155465023","4"
"2021-08-03 02:34:17.394+00",637551,"stream-nexmark-v1155465023","0"
"2021-08-03 02:34:17.394+00",635990,"stream-nexmark-v1155465023","2"
"2021-08-03 02:34:17.394+00",637066,"stream-nexmark-v1155465023","1"
"2021-08-03 02:34:17.394+00",637258,"stream-nexmark-v1155465023","3"
"2021-08-03 02:34:27.399+00",639878,"stream-nexmark-v1155465023","3"
"2021-08-03 02:34:27.399+00",640119,"stream-nexmark-v1155465023","0"
"2021-08-03 02:34:27.399+00",638632,"stream-nexmark-v1155465023","2"
"2021-08-03 02:34:27.399+00",639629,"stream-nexmark-v1155465023","1"
"2021-08-03 02:34:27.399+00",639587,"stream-nexmark-v1155465023","4"
"2021-08-03 02:34:37.394+00",642382,"stream-nexmark-v1155465023","3"
"2021-08-03 02:34:37.394+00",642687,"stream-nexmark-v1155465023","0"
"2021-08-03 02:34:37.394+00",641210,"stream-nexmark-v1155465023","2"
"2021-08-03 02:34:37.394+00",642202,"stream-nexmark-v1155465023","1"
"2021-08-03 02:34:37.394+00",642223,"stream-nexmark-v1155465023","4"
"2021-08-03 02:34:47.394+00",643657,"stream-nexmark-v1155465023","3"
"2021-08-03 02:34:47.394+00",643987,"stream-nexmark-v1155465023","0"
"2021-08-03 02:34:47.394+00",642474,"stream-nexmark-v1155465023","2"
"2021-08-03 02:34:47.394+00",643440,"stream-nexmark-v1155465023","1"
"2021-08-03 02:34:47.394+00",643520,"stream-nexmark-v1155465023","4"
"2021-08-03 02:34:57.394+00",646574,"stream-nexmark-v1155465023","0"
"2021-08-03 02:34:57.394+00",646013,"stream-nexmark-v1155465023","1"
"2021-08-03 02:34:57.394+00",646249,"stream-nexmark-v1155465023","3"
"2021-08-03 02:34:57.394+00",646085,"stream-nexmark-v1155465023","4"
"2021-08-03 02:34:57.394+00",645039,"stream-nexmark-v1155465023","2"
"2021-08-03 02:35:07.394+00",649127,"stream-nexmark-v1155465023","0"
"2021-08-03 02:35:07.394+00",648491,"stream-nexmark-v1155465023","1"
"2021-08-03 02:35:07.394+00",648801,"stream-nexmark-v1155465023","3"
"2021-08-03 02:35:07.394+00",648674,"stream-nexmark-v1155465023","4"
"2021-08-03 02:35:07.394+00",647597,"stream-nexmark-v1155465023","2"
"2021-08-03 02:35:17.394+00",650387,"stream-nexmark-v1155465023","0"
"2021-08-03 02:35:17.394+00",649955,"stream-nexmark-v1155465023","4"
"2021-08-03 02:35:17.394+00",650133,"stream-nexmark-v1155465023","3"
"2021-08-03 02:35:17.394+00",648886,"stream-nexmark-v1155465023","2"
"2021-08-03 02:35:17.394+00",649831,"stream-nexmark-v1155465023","1"
"2021-08-03 02:35:27.394+00",652410,"stream-nexmark-v1155465023","1"
"2021-08-03 02:35:27.394+00",652981,"stream-nexmark-v1155465023","0"
"2021-08-03 02:35:27.394+00",651514,"stream-nexmark-v1155465023","2"
"2021-08-03 02:35:27.394+00",652562,"stream-nexmark-v1155465023","4"
"2021-08-03 02:35:27.394+00",652656,"stream-nexmark-v1155465023","3"
"2021-08-03 02:35:37.394+00",655100,"stream-nexmark-v1155465023","4"
"2021-08-03 02:35:37.394+00",655010,"stream-nexmark-v1155465023","1"
"2021-08-03 02:35:37.394+00",655156,"stream-nexmark-v1155465023","3"
"2021-08-03 02:35:37.394+00",655504,"stream-nexmark-v1155465023","0"
"2021-08-03 02:35:37.394+00",654112,"stream-nexmark-v1155465023","2"
"2021-08-03 02:35:47.394+00",656275,"stream-nexmark-v1155465023","1"
"2021-08-03 02:35:47.394+00",656336,"stream-nexmark-v1155465023","4"
"2021-08-03 02:35:47.394+00",656769,"stream-nexmark-v1155465023","0"
"2021-08-03 02:35:47.394+00",656512,"stream-nexmark-v1155465023","3"
"2021-08-03 02:35:47.394+00",655435,"stream-nexmark-v1155465023","2"
"2021-08-03 02:35:57.394+00",nan,"stream-nexmark-v1155465023","2"
"2021-08-03 02:35:57.394+00",nan,"stream-nexmark-v1155465023","0"
"2021-08-03 02:35:57.394+00",nan,"stream-nexmark-v1155465023","3"
"2021-08-03 02:35:57.394+00",nan,"stream-nexmark-v1155465023","1"
"2021-08-03 02:35:57.394+00",nan,"stream-nexmark-v1155465023","4"
"2021-08-03 02:48:37.394+00",1168727,"stream-nexmark-v-593172440","1"
"2021-08-03 02:48:37.394+00",1169564,"stream-nexmark-v-593172440","0"
"2021-08-03 02:48:37.394+00",1168683,"stream-nexmark-v-593172440","4"
"2021-08-03 02:48:37.394+00",1167714,"stream-nexmark-v-593172440","2"
"2021-08-03 02:48:37.394+00",1168012,"stream-nexmark-v-593172440","3"
"2021-08-03 02:48:47.394+00",1185692,"stream-nexmark-v-593172440","2"
"2021-08-03 02:48:47.394+00",1187520,"stream-nexmark-v-593172440","0"
"2021-08-03 02:48:47.394+00",1186136,"stream-nexmark-v-593172440","3"
"2021-08-03 02:48:47.394+00",1186676,"stream-nexmark-v-593172440","4"
"2021-08-03 02:48:47.394+00",1186747,"stream-nexmark-v-593172440","1"
"2021-08-03 02:48:57.404+00",1195840,"stream-nexmark-v-593172440","1"
"2021-08-03 02:48:57.404+00",1195705,"stream-nexmark-v-593172440","4"
"2021-08-03 02:48:57.404+00",1195187,"stream-nexmark-v-593172440","3"
"2021-08-03 02:48:57.404+00",1194633,"stream-nexmark-v-593172440","2"
"2021-08-03 02:48:57.404+00",1196495,"stream-nexmark-v-593172440","0"
"2021-08-03 02:49:07.394+00",1213947,"stream-nexmark-v-593172440","1"
"2021-08-03 02:49:07.394+00",1212772,"stream-nexmark-v-593172440","2"
"2021-08-03 02:49:07.394+00",1214669,"stream-nexmark-v-593172440","0"
"2021-08-03 02:49:07.394+00",1213801,"stream-nexmark-v-593172440","4"
"2021-08-03 02:49:07.394+00",1213317,"stream-nexmark-v-593172440","3"
"2021-08-03 02:49:17.394+00",1231924,"stream-nexmark-v-593172440","4"
"2021-08-03 02:49:17.394+00",1231724,"stream-nexmark-v-593172440","3"
"2021-08-03 02:49:17.394+00",1230876,"stream-nexmark-v-593172440","2"
"2021-08-03 02:49:17.394+00",1232768,"stream-nexmark-v-593172440","0"
"2021-08-03 02:49:17.394+00",1232053,"stream-nexmark-v-593172440","1"
"2021-08-03 02:49:27.394+00",1240968,"stream-nexmark-v-593172440","4"
"2021-08-03 02:49:27.394+00",1240669,"stream-nexmark-v-593172440","3"
"2021-08-03 02:49:27.394+00",1241033,"stream-nexmark-v-593172440","1"
"2021-08-03 02:49:27.394+00",1239916,"stream-nexmark-v-593172440","2"
"2021-08-03 02:49:27.394+00",1241798,"stream-nexmark-v-593172440","0"
"2021-08-03 02:49:37.394+00",1259189,"stream-nexmark-v-593172440","1"
"2021-08-03 02:49:37.394+00",1259264,"stream-nexmark-v-593172440","4"
"2021-08-03 02:49:37.394+00",1259848,"stream-nexmark-v-593172440","0"
"2021-08-03 02:49:37.394+00",1257819,"stream-nexmark-v-593172440","2"
"2021-08-03 02:49:37.394+00",1258989,"stream-nexmark-v-593172440","3"
"2021-08-03 02:49:47.394+00",1275786,"stream-nexmark-v-593172440","2"
"2021-08-03 02:49:47.394+00",1277372,"stream-nexmark-v-593172440","4"
"2021-08-03 02:49:47.394+00",1276935,"stream-nexmark-v-593172440","3"
"2021-08-03 02:49:47.394+00",1277080,"stream-nexmark-v-593172440","1"
"2021-08-03 02:49:47.394+00",1277861,"stream-nexmark-v-593172440","0"
"2021-08-03 02:49:57.394+00",1286288,"stream-nexmark-v-593172440","4"
"2021-08-03 02:49:57.394+00",1286084,"stream-nexmark-v-593172440","1"
"2021-08-03 02:49:57.394+00",1284848,"stream-nexmark-v-593172440","2"
"2021-08-03 02:49:57.394+00",1286923,"stream-nexmark-v-593172440","0"
"2021-08-03 02:49:57.394+00",1285895,"stream-nexmark-v-593172440","3"
"2021-08-03 02:50:07.394+00",1302811,"stream-nexmark-v-593172440","2"
"2021-08-03 02:50:07.394+00",1305048,"stream-nexmark-v-593172440","0"
"2021-08-03 02:50:07.394+00",1303983,"stream-nexmark-v-593172440","3"
"2021-08-03 02:50:07.394+00",1304264,"stream-nexmark-v-593172440","1"
"2021-08-03 02:50:07.394+00",1304095,"stream-nexmark-v-593172440","4"
"2021-08-03 02:50:17.394+00",1322216,"stream-nexmark-v-593172440","1"
"2021-08-03 02:50:17.394+00",1322022,"stream-nexmark-v-593172440","4"
"2021-08-03 02:50:17.394+00",1320846,"stream-nexmark-v-593172440","2"
"2021-08-03 02:50:17.394+00",1323065,"stream-nexmark-v-593172440","0"
"2021-08-03 02:50:17.394+00",1321955,"stream-nexmark-v-593172440","3"
