"time","bytesinpersec_oneminuterate"
"2021-08-03 02:24:12.032+00",211740.10732280495
"2021-08-03 02:24:22.026+00",211559.06446772636
"2021-08-03 02:24:32.026+00",211325.9079373047
"2021-08-03 02:24:42.026+00",211735.94984170512
"2021-08-03 02:24:52.026+00",212174.43617220785
"2021-08-03 02:25:02.026+00",211969.74978252786
"2021-08-03 02:25:12.026+00",211453.3577621949
"2021-08-03 02:25:22.026+00",211706.22228833789
"2021-08-03 02:25:32.026+00",211386.60443700975
"2021-08-03 02:25:42.026+00",211602.4999598217
"2021-08-03 02:25:52.026+00",211560.70260487354
"2021-08-03 02:26:02.026+00",211924.70425560907
"2021-08-03 02:26:12.026+00",211911.94967918322
"2021-08-03 02:26:22.026+00",211839.07791214235
"2021-08-03 02:26:32.026+00",211701.22026671915
"2021-08-03 02:26:42.026+00",211775.95679461805
"2021-08-03 02:26:52.026+00",211913.87453178677
"2021-08-03 02:27:02.026+00",212218.89838062128
"2021-08-03 02:27:12.026+00",212246.73558592398
"2021-08-03 02:27:22.026+00",212512.7509154505
"2021-08-03 02:27:32.026+00",212221.52416173404
"2021-08-03 02:27:42.026+00",211876.68078651425
"2021-08-03 02:27:52.026+00",211710.72169101005
"2021-08-03 02:28:02.026+00",210755.68592131502
"2021-08-03 02:28:12.026+00",211160.75050021545
"2021-08-03 02:28:22.026+00",211361.11873446533
"2021-08-03 02:28:32.026+00",211616.12935390373
"2021-08-03 02:28:42.026+00",212009.65957018023
"2021-08-03 02:28:52.026+00",212432.1366249313
"2021-08-03 02:29:02.026+00",212666.66506266862
"2021-08-03 02:29:12.026+00",212703.08965779826
"2021-08-03 02:29:22.026+00",212183.20362223597
"2021-08-03 02:29:32.026+00",212182.01102231897
"2021-08-03 02:29:42.026+00",211773.8778879974
"2021-08-03 02:29:52.026+00",212040.34122977854
"2021-08-03 02:30:02.026+00",212020.89451383878
"2021-08-03 02:30:12.026+00",211859.5792229932
"2021-08-03 02:30:22.026+00",212382.40452609165
"2021-08-03 02:30:32.026+00",212124.3984261746
"2021-08-03 02:30:42.026+00",211843.60886836972
"2021-08-03 02:30:52.026+00",211790.10649420333
"2021-08-03 02:31:02.026+00",211625.99629902528
"2021-08-03 02:31:12.026+00",211580.6985969942
"2021-08-03 02:31:22.026+00",212085.9053744191
"2021-08-03 02:31:32.026+00",211951.42660773074
"2021-08-03 02:31:42.026+00",211649.8718147306
"2021-08-03 02:31:52.026+00",211829.23456116085
"2021-08-03 02:32:02.026+00",211860.07800354552
"2021-08-03 02:32:12.026+00",211363.23419436603
"2021-08-03 02:32:22.026+00",211646.5904387363
"2021-08-03 02:32:32.026+00",212008.2571742114
"2021-08-03 02:32:42.026+00",211519.39373366875
"2021-08-03 02:32:52.026+00",211650.1644205256
"2021-08-03 02:33:02.026+00",211548.68791062201
"2021-08-03 02:33:12.026+00",211749.23859104863
"2021-08-03 02:33:22.026+00",211859.45340689778
"2021-08-03 02:33:32.026+00",211792.49993721893
"2021-08-03 02:33:42.026+00",211950.11278150705
"2021-08-03 02:33:52.026+00",212040.9877780349
"2021-08-03 02:34:02.026+00",211954.1739330024
"2021-08-03 02:34:12.026+00",212103.79784075965
"2021-08-03 02:34:22.026+00",212067.10336133032
"2021-08-03 02:34:32.026+00",212440.23641676136
"2021-08-03 02:34:42.026+00",211997.8839160944
"2021-08-03 02:34:52.026+00",211877.10287616277
"2021-08-03 02:35:02.026+00",211788.21946339833
"2021-08-03 02:35:12.026+00",211702.78071487232
"2021-08-03 02:35:22.026+00",211868.9876923457
"2021-08-03 02:35:32.026+00",211782.8309516673
"2021-08-03 02:35:42.026+00",211714.23196223125
"2021-08-03 02:35:52.026+00",212253.16931577484
"2021-08-03 02:36:02.026+00",212083.73256777818
"2021-08-03 02:36:12.026+00",212059.59758612947
"2021-08-03 02:36:22.026+00",212007.37816787403
"2021-08-03 02:36:32.026+00",211625.15071396192
"2021-08-03 02:36:42.026+00",211875.3877242932
"2021-08-03 02:36:52.026+00",211416.77963353408
"2021-08-03 02:37:02.026+00",211803.8987049996
"2021-08-03 02:37:12.026+00",211863.6107565218
"2021-08-03 02:37:22.026+00",212316.7519988235
"2021-08-03 02:37:32.026+00",211970.7323814065
"2021-08-03 02:37:42.026+00",211103.48133887624
"2021-08-03 02:37:52.026+00",211204.791455372
"2021-08-03 02:38:02.026+00",210830.9811308773
"2021-08-03 02:38:12.026+00",211552.67485133657
"2021-08-03 02:38:22.026+00",211908.38851089307
"2021-08-03 02:38:32.026+00",212092.7929465686
"2021-08-03 02:38:42.026+00",212450.8350411817
"2021-08-03 02:38:52.026+00",212497.0068756096
"2021-08-03 02:39:02.026+00",212955.68103754197
"2021-08-03 02:39:12.026+00",212823.73812428748
"2021-08-03 02:39:22.026+00",212986.67074423167
"2021-08-03 02:39:32.026+00",212965.36965148966
"2021-08-03 02:39:42.026+00",212819.80365612905
"2021-08-03 02:39:52.026+00",213011.98030805032
"2021-08-03 02:40:02.026+00",213047.3405263946
"2021-08-03 02:40:12.026+00",213199.67503492444
"2021-08-03 02:40:22.026+00",213107.2317434936
"2021-08-03 02:40:32.026+00",212729.6914338845
"2021-08-03 02:40:42.026+00",212529.5339434674
"2021-08-03 02:40:52.026+00",212281.93491150203
"2021-08-03 02:41:02.026+00",212326.3516318913
"2021-08-03 02:41:12.026+00",211741.75170763806
"2021-08-03 02:41:22.026+00",211976.07598345407
"2021-08-03 02:41:32.026+00",211120.4091252713
"2021-08-03 02:41:42.026+00",210520.63482973515
"2021-08-03 02:41:52.026+00",187087.69865227334
"2021-08-03 02:42:02.026+00",183365.3751030412
"2021-08-03 02:42:12.026+00",267191.7087265312
"2021-08-03 02:42:22.026+00",337602.1516520383
"2021-08-03 02:42:32.026+00",400313.1435767827
"2021-08-03 02:42:42.026+00",452637.8873885127
"2021-08-03 02:42:52.026+00",496868.48540170456
"2021-08-03 02:43:02.026+00",533783.508201823
"2021-08-03 02:43:12.026+00",566107.9390221601
"2021-08-03 02:43:22.026+00",594368.6558726855
"2021-08-03 02:43:32.026+00",617285.224077016
"2021-08-03 02:43:42.026+00",637082.875375099
"2021-08-03 02:43:52.026+00",653635.8683953397
"2021-08-03 02:44:02.026+00",667634.7787481986
"2021-08-03 02:44:12.026+00",679633.0264301761
"2021-08-03 02:44:22.026+00",689521.9392390271
"2021-08-03 02:44:32.026+00",698290.3821671855
"2021-08-03 02:44:42.026+00",706626.6958899117
"2021-08-03 02:44:52.026+00",712242.7004905676
"2021-08-03 02:45:02.026+00",716889.1923002064
"2021-08-03 02:45:12.026+00",684158.3960861787
"2021-08-03 02:45:22.026+00",606101.2995513737
"2021-08-03 02:45:32.026+00",724055.501518336
"2021-08-03 02:45:42.026+00",833798.1604524917
"2021-08-03 02:45:52.026+00",930024.1898622103
"2021-08-03 02:46:02.026+00",1013826.0069253156
"2021-08-03 02:46:12.026+00",1082199.350047127
"2021-08-03 02:46:22.026+00",1139731.5747703856
"2021-08-03 02:46:32.026+00",1189091.0586554126
"2021-08-03 02:46:42.026+00",1233052.999927929
"2021-08-03 02:46:52.026+00",1270058.7263533676
"2021-08-03 02:47:02.026+00",1299276.3967908253
"2021-08-03 02:47:12.026+00",1323568.4754236788
"2021-08-03 02:47:22.026+00",1346823.1672851304
"2021-08-03 02:47:32.026+00",1363278.7792494793
"2021-08-03 02:47:42.026+00",1379499.5634901256
"2021-08-03 02:47:52.026+00",1394499.4515563059
"2021-08-03 02:48:02.026+00",1407885.3626663142
"2021-08-03 02:48:12.026+00",1417029.8292253215
"2021-08-03 02:48:22.026+00",1426195.0227122025
"2021-08-03 02:48:32.026+00",1431233.9333926386
"2021-08-03 02:48:42.026+00",1436166.8118089116
"2021-08-03 02:48:52.026+00",1441599.2279742914
"2021-08-03 02:49:02.033+00",1447372.5737002597
"2021-08-03 02:49:12.033+00",1451623.976853148
"2021-08-03 02:49:22.026+00",1456855.7420346378
"2021-08-03 02:49:32.026+00",1459019.393516306
"2021-08-03 02:49:42.026+00",1460617.2266795079
"2021-08-03 02:49:52.026+00",1462360.9337176897
"2021-08-03 02:50:02.026+00",1464287.88084314
"2021-08-03 02:50:12.026+00",1465814.990452478
"2021-08-03 02:50:22.026+00",1464605.0699456404
"2021-08-03 02:50:32.026+00",1465477.8364764692
"2021-08-03 02:50:42.026+00",1468052.9295622623
"2021-08-03 02:50:52.026+00",1471452.4453958902
"2021-08-03 02:51:02.026+00",1473984.5554302551
"2021-08-03 02:51:12.026+00",1473979.0588074937
"2021-08-03 02:51:22.026+00",1474890.3915579827
"2021-08-03 02:51:32.026+00",1475061.3938323471
"2021-08-03 02:51:42.026+00",1477081.2528139434
"2021-08-03 02:51:52.026+00",1478119.3592555753
"2021-08-03 02:52:02.026+00",1479714.854706443
"2021-08-03 02:52:12.026+00",1478713.7178227056
"2021-08-03 02:52:22.026+00",1479265.3124191943
"2021-08-03 02:52:32.026+00",1479183.7212114893
"2021-08-03 02:52:42.026+00",1478473.9196244734
"2021-08-03 02:52:52.026+00",1479014.7416708514
"2021-08-03 02:53:02.026+00",1479581.9564713726
"2021-08-03 02:53:12.026+00",1478829.9860414297
"2021-08-03 02:53:22.026+00",1477988.1763920276
"2021-08-03 02:53:32.026+00",1478723.9386969877
"2021-08-03 02:53:42.031+00",1480877.6743640443
"2021-08-03 02:53:52.026+00",1481986.499585917
"2021-08-03 02:54:02.026+00",1482176.1829941042
"2021-08-03 02:54:12.026+00",1481024.9284620662
"2021-08-03 02:54:22.026+00",1481128.8836863306
"2021-08-03 02:54:32.026+00",1482854.522549179
"2021-08-03 02:54:42.026+00",1482310.9503430203
"2021-08-03 02:54:52.026+00",1483496.5343649792
"2021-08-03 02:55:02.026+00",1483758.747385402
"2021-08-03 02:55:12.026+00",1482652.3989926574
"2021-08-03 02:55:22.026+00",1483031.8770029345
"2021-08-03 02:55:32.026+00",1479420.6361667437
"2021-08-03 02:55:42.026+00",1479572.855237264
"2021-08-03 02:55:52.026+00",1479453.395413745
"2021-08-03 02:56:02.026+00",1479552.8052295542
"2021-08-03 02:56:12.026+00",1479197.903135406
"2021-08-03 02:56:22.026+00",1480817.3260599864
"2021-08-03 02:56:32.026+00",1480867.2338965063
"2021-08-03 02:56:42.026+00",1480801.15511891
"2021-08-03 02:56:52.026+00",1481002.984189888
"2021-08-03 02:57:02.026+00",1480752.644277694
"2021-08-03 02:57:12.026+00",1481392.6117780674
"2021-08-03 02:57:22.026+00",1480150.9997729347
"2021-08-03 02:57:32.026+00",1481019.7457428349
"2021-08-03 02:57:42.026+00",1479471.2941285276
"2021-08-03 02:57:52.026+00",1479447.201391629
"2021-08-03 02:58:02.026+00",1481577.6556759456
"2021-08-03 02:58:12.026+00",1480780.853238924
"2021-08-03 02:58:22.026+00",1480751.8273970375
"2021-08-03 02:58:32.026+00",1480314.769358127
"2021-08-03 02:58:42.026+00",1479937.985285688
"2021-08-03 02:58:52.026+00",1479308.373058237
"2021-08-03 02:59:02.026+00",1478877.640380292
"2021-08-03 02:59:12.026+00",1478302.6034257417
"2021-08-03 02:59:22.026+00",1478182.5441084886
"2021-08-03 02:59:32.026+00",1477900.9399209109
"2021-08-03 02:59:42.026+00",1477556.6259984176
"2021-08-03 02:59:52.026+00",1476592.0664926122
"2021-08-03 03:00:02.026+00",1477667.1386693714
"2021-08-03 03:00:12.026+00",1477284.6112804145
"2021-08-03 03:00:22.026+00",1477707.326696968
"2021-08-03 03:00:32.026+00",1475766.9972780475
"2021-08-03 03:00:42.026+00",1476965.7006255954
"2021-08-03 03:00:52.026+00",1478322.4802699918
"2021-08-03 03:01:02.026+00",1478836.8648729937
"2021-08-03 03:01:12.026+00",1479494.2357606872
"2021-08-03 03:01:22.026+00",1478760.8796082977
"2021-08-03 03:01:32.026+00",1477214.336093469
"2021-08-03 03:01:42.026+00",1476168.5868681339
"2021-08-03 03:01:52.026+00",1478277.85698126
"2021-08-03 03:02:02.026+00",1477539.7440179049
"2021-08-03 03:02:12.026+00",1479324.5035073366
"2021-08-03 03:02:22.026+00",1479802.399759369
"2021-08-03 03:02:32.043+00",1477482.3717236223
"2021-08-03 03:02:42.026+00",1477208.5972491005
"2021-08-03 03:02:52.042+00",1478651.7502902474
"2021-08-03 03:03:02.026+00",1478765.9776504824
"2021-08-03 03:03:12.026+00",1479547.883082988
"2021-08-03 03:03:22.026+00",1477613.006808832
"2021-08-03 03:03:32.026+00",1475552.660424629
"2021-08-03 03:03:42.026+00",1476449.5712587072
"2021-08-03 03:03:52.026+00",1475582.019579702
"2021-08-03 03:04:02.026+00",1475954.290803496
"2021-08-03 03:04:12.026+00",1476297.0035891098
"2021-08-03 03:04:22.026+00",1477660.31829376
"2021-08-03 03:04:32.026+00",1477023.9217407969
"2021-08-03 03:04:42.026+00",1477654.5666579173
"2021-08-03 03:04:52.026+00",1478109.029848374
"2021-08-03 03:05:02.026+00",1478601.7922834584
"2021-08-03 03:05:12.026+00",1476598.2662386727
"2021-08-03 03:05:22.029+00",1476731.5826282264
"2021-08-03 03:05:32.026+00",1474536.1555689995
"2021-08-03 03:05:42.026+00",1474582.788300052
"2021-08-03 03:05:52.026+00",1474531.1766567726
"2021-08-03 03:06:02.026+00",1474219.941603837
"2021-08-03 03:06:12.026+00",1473163.7958030475
"2021-08-03 03:06:22.026+00",1473598.4059038155
"2021-08-03 03:06:32.026+00",1472699.8825834666
"2021-08-03 03:06:42.026+00",1473680.948987714
"2021-08-03 03:06:52.026+00",1471383.7542245605
"2021-08-03 03:07:02.026+00",1471191.2207084396
"2021-08-03 03:07:12.034+00",1472136.0466598454
"2021-08-03 03:07:22.026+00",1473664.8775284556
"2021-08-03 03:07:32.026+00",1471040.2620833004
"2021-08-03 03:07:42.026+00",1469192.4831682793
"2021-08-03 03:07:52.026+00",1468824.9922326617
"2021-08-03 03:08:02.026+00",1469259.207388956
"2021-08-03 03:08:12.026+00",1469984.6530572057
"2021-08-03 03:08:22.026+00",1471322.4220636175
"2021-08-03 03:08:32.038+00",1469017.4584380735
"2021-08-03 03:08:42.026+00",1471723.9404738608
"2021-08-03 03:08:52.026+00",1473026.5201842922
"2021-08-03 03:09:02.026+00",1475289.3197324357
"2021-08-03 03:09:12.026+00",1475227.1858676511
"2021-08-03 03:09:22.026+00",1476659.9029518333
"2021-08-03 03:09:32.026+00",1475373.835653722
"2021-08-03 03:09:42.026+00",1475528.8789766198
"2021-08-03 03:09:52.026+00",1474161.0636371786
"2021-08-03 03:10:02.026+00",1472886.7008131684
"2021-08-03 03:10:12.026+00",1629210.1296663883
"2021-08-03 03:10:22.026+00",1821175.4049800923
"2021-08-03 03:10:32.026+00",1982421.491008216
"2021-08-03 03:10:42.026+00",2123549.67324445
"2021-08-03 03:10:52.026+00",2243782.790714555
"2021-08-03 03:11:02.026+00",2342629.5296446523
"2021-08-03 03:11:12.026+00",2426470.743395392
"2021-08-03 03:11:22.026+00",2498803.7431254797
"2021-08-03 03:11:32.026+00",2561357.8896449227
"2021-08-03 03:11:42.026+00",2613973.6060985136
"2021-08-03 03:11:52.031+00",2657412.123078676
"2021-08-03 03:12:02.026+00",2697684.568640979
"2021-08-03 03:12:12.026+00",2727788.7909040907
"2021-08-03 03:12:22.026+00",2753996.2295602774
"2021-08-03 03:12:32.026+00",2776922.085749893
"2021-08-03 03:12:42.026+00",2798606.4929379197
"2021-08-03 03:12:52.026+00",2815377.7888840665
"2021-08-03 03:13:02.026+00",2827790.405919148
"2021-08-03 03:13:12.026+00",2842615.21946897
"2021-08-03 03:13:22.026+00",2853865.5459919833
"2021-08-03 03:13:32.026+00",2862066.013162375
"2021-08-03 03:13:42.026+00",2870154.6391339195
"2021-08-03 03:13:52.026+00",2879351.179356013
"2021-08-03 03:14:02.026+00",2886783.5530034658
"2021-08-03 03:14:12.026+00",2893254.662119529
"2021-08-03 03:14:22.026+00",2898817.5432330724
"2021-08-03 03:14:32.026+00",2900477.928613313
"2021-08-03 03:14:42.026+00",2903086.591010202
"2021-08-03 03:14:52.026+00",2907957.9715873217
"2021-08-03 03:15:02.026+00",2908844.94941553
"2021-08-03 03:15:12.026+00",2907784.901737593
"2021-08-03 03:15:22.026+00",2910179.3441327387
"2021-08-03 03:15:32.026+00",2911914.0511724623
"2021-08-03 03:15:42.026+00",2915063.0778200678
"2021-08-03 03:15:52.026+00",2916260.8826652654
"2021-08-03 03:16:02.026+00",2916802.661340509
"2021-08-03 03:16:12.026+00",2914897.9282680685
"2021-08-03 03:16:22.026+00",2915876.764544864
"2021-08-03 03:16:32.026+00",2915867.511264185
"2021-08-03 03:16:42.026+00",2915135.825477561
"2021-08-03 03:16:52.026+00",2917219.099503309
"2021-08-03 03:17:02.026+00",2918686.379400076
"2021-08-03 03:17:12.026+00",2919216.0194886755
"2021-08-03 03:17:22.026+00",2918144.362268875
"2021-08-03 03:17:32.026+00",2918798.982473924
"2021-08-03 03:17:42.026+00",2917729.833940014
"2021-08-03 03:17:52.026+00",2916751.9031947814
"2021-08-03 03:18:02.026+00",2914782.4302062886
"2021-08-03 03:18:12.026+00",2914634.563326658
"2021-08-03 03:18:22.047+00",2915234.7959363875
"2021-08-03 03:18:32.026+00",2916868.863658433
"2021-08-03 03:18:42.026+00",2917671.1861658418
"2021-08-03 03:18:52.026+00",2916844.467440406
"2021-08-03 03:19:02.026+00",2916777.130033946
"2021-08-03 03:19:12.026+00",2917849.134768148
"2021-08-03 03:19:22.026+00",2919182.3810773403
"2021-08-03 03:19:32.026+00",2919109.216300504
"2021-08-03 03:19:42.026+00",2920040.409747746
"2021-08-03 03:19:52.026+00",2920201.783079369
"2021-08-03 03:20:02.026+00",2919114.9592661355
"2021-08-03 03:20:12.026+00",2918047.0775034036
"2021-08-03 03:20:22.026+00",2915572.5648533655
"2021-08-03 03:20:32.031+00",2916298.9313696646
"2021-08-03 03:20:42.026+00",2915966.121314242
"2021-08-03 03:20:52.026+00",2915229.0908561456
"2021-08-03 03:21:02.026+00",2915610.173745984
"2021-08-03 03:21:12.026+00",2917952.625608797
"2021-08-03 03:21:22.026+00",2917739.6758121247
"2021-08-03 03:21:32.026+00",2918187.3397950153
"2021-08-03 03:21:42.026+00",2916090.497285588
"2021-08-03 03:21:52.026+00",2915789.5762464716
"2021-08-03 03:22:02.038+00",2917260.6554164654
"2021-08-03 03:22:12.026+00",2915827.827431547
"2021-08-03 03:22:22.026+00",2916894.933951539
"2021-08-03 03:22:32.026+00",2917514.797871504
"2021-08-03 03:22:42.026+00",2914104.941292136
"2021-08-03 03:22:52.026+00",2913798.1943872287
"2021-08-03 03:23:02.026+00",2913473.1712259655
"2021-08-03 03:23:12.026+00",2911180.0575191258
"2021-08-03 03:23:22.029+00",2910090.4858052316
"2021-08-03 03:23:32.026+00",2908590.71121551
"2021-08-03 03:23:42.026+00",2906634.640459266
"2021-08-03 03:23:52.026+00",2907240.6095380755
"2021-08-03 03:24:02.026+00",2906019.096601056
"2021-08-03 03:24:12.026+00",2905880.019302843
"2021-08-03 03:24:22.026+00",2904615.69784014
"2021-08-03 03:24:32.026+00",2905665.115688035
"2021-08-03 03:24:42.026+00",2904985.8125379058
"2021-08-03 03:24:52.026+00",2905865.332109991
"2021-08-03 03:25:02.026+00",2906928.63268834
"2021-08-03 03:25:12.026+00",2906116.219386443
"2021-08-03 03:25:22.026+00",2905441.5716006677
"2021-08-03 03:25:32.026+00",2905306.548724495
"2021-08-03 03:25:42.037+00",2907835.7516325936
"2021-08-03 03:25:52.026+00",2909308.942165812
"2021-08-03 03:26:02.026+00",2909253.542089799
"2021-08-03 03:26:12.026+00",2910659.74332206
"2021-08-03 03:26:22.026+00",2909430.5998208835
"2021-08-03 03:26:32.026+00",2905885.4517077124
"2021-08-03 03:26:42.026+00",2905886.959169254
"2021-08-03 03:26:52.026+00",2905865.266707936
"2021-08-03 03:27:02.026+00",2904626.7071995162
"2021-08-03 03:27:12.026+00",2906157.484262113
"2021-08-03 03:27:22.026+00",2907264.652382708
"2021-08-03 03:27:32.026+00",2907715.026287347
"2021-08-03 03:27:42.026+00",2907816.333940652
"2021-08-03 03:27:52.026+00",2909409.4198408304
"2021-08-03 03:28:02.026+00",2910783.8531213542
"2021-08-03 03:28:12.026+00",2909224.0859231045
"2021-08-03 03:28:22.026+00",2907437.962867003
"2021-08-03 03:28:32.026+00",2908854.9173673866
"2021-08-03 03:28:42.026+00",2907715.600631688
"2021-08-03 03:28:52.026+00",2906185.1062408695
"2021-08-03 03:29:02.026+00",2906323.947960167
"2021-08-03 03:29:12.026+00",2905263.5705838567
"2021-08-03 03:29:22.026+00",2903084.654122851
"2021-08-03 03:29:32.026+00",2903507.0686893533
"2021-08-03 03:29:42.026+00",2903671.128532182
"2021-08-03 03:29:52.026+00",2905155.9043290364
"2021-08-03 03:30:02.026+00",2905813.577150441
"2021-08-03 03:30:12.026+00",2903496.99920321
"2021-08-03 03:30:22.026+00",2902779.547618345
"2021-08-03 03:30:32.026+00",2901033.5974503234
"2021-08-03 03:30:42.026+00",2902934.6565500344
"2021-08-03 03:30:52.026+00",2902969.3714700285
"2021-08-03 03:31:02.037+00",2901604.5484169032
"2021-08-03 03:31:12.026+00",2901890.2891591615
"2021-08-03 03:31:22.026+00",2902410.3561212644
"2021-08-03 03:31:32.026+00",2903928.6450585295
"2021-08-03 03:31:42.026+00",2904243.2830164344
"2021-08-03 03:31:52.026+00",2901884.3765207417
"2021-08-03 03:32:02.026+00",2901482.238822699
"2021-08-03 03:32:12.026+00",2902195.660993319
"2021-08-03 03:32:22.026+00",2903069.0176787795
"2021-08-03 03:32:32.026+00",2901501.5807387386
"2021-08-03 03:32:42.026+00",2899512.5865908917
"2021-08-03 03:32:52.026+00",2899387.084869452
"2021-08-03 03:33:02.026+00",2898248.327369001
"2021-08-03 03:33:12.026+00",2898983.3081230307
"2021-08-03 03:33:22.026+00",2898191.314560763
"2021-08-03 03:33:32.026+00",2893497.3210613113
"2021-08-03 03:33:42.026+00",2895370.065738862
"2021-08-03 03:33:52.026+00",2895543.6493694666
"2021-08-03 03:34:02.026+00",2897505.5003613047
"2021-08-03 03:34:12.026+00",2895924.605392236
"2021-08-03 03:34:22.026+00",2895056.2784123207
"2021-08-03 03:34:32.026+00",2893883.652495318
"2021-08-03 03:34:42.03+00",2894391.284501104
"2021-08-03 03:34:52.026+00",2893027.517740479
