"time","scheduling_delay"
"2021-08-03 02:32:36.056+00",0
"2021-08-03 02:32:46.056+00",0
"2021-08-03 02:32:56.056+00",0
"2021-08-03 02:33:06.056+00",0
"2021-08-03 02:33:16.056+00",0
"2021-08-03 02:33:26.056+00",0
"2021-08-03 02:33:36.056+00",0
"2021-08-03 02:33:46.056+00",0
"2021-08-03 02:33:56.056+00",0
"2021-08-03 02:34:06.056+00",0
"2021-08-03 02:34:16.056+00",0
"2021-08-03 02:34:26.056+00",0
"2021-08-03 02:34:36.056+00",0
"2021-08-03 02:34:46.056+00",0
"2021-08-03 02:34:56.056+00",0
"2021-08-03 02:35:06.056+00",1
"2021-08-03 02:35:16.056+00",0
"2021-08-03 02:35:26.056+00",0
"2021-08-03 02:35:36.056+00",0
"2021-08-03 02:35:46.056+00",0
"2021-08-03 02:35:56.056+00",0
"2021-08-03 02:36:06.056+00",0
"2021-08-03 02:36:16.056+00",0
"2021-08-03 02:36:26.056+00",0
"2021-08-03 02:36:36.056+00",0
"2021-08-03 02:36:46.056+00",0
"2021-08-03 02:36:56.056+00",0
"2021-08-03 02:37:06.056+00",0
"2021-08-03 02:37:16.056+00",0
"2021-08-03 02:37:26.056+00",0
"2021-08-03 02:37:36.056+00",0
"2021-08-03 02:37:46.056+00",0
"2021-08-03 02:37:56.056+00",0
"2021-08-03 02:38:06.056+00",0
"2021-08-03 02:38:16.056+00",0
"2021-08-03 02:38:26.056+00",0
"2021-08-03 02:38:36.056+00",0
"2021-08-03 02:38:46.056+00",0
"2021-08-03 02:38:56.056+00",0
"2021-08-03 02:39:06.056+00",0
"2021-08-03 02:39:16.056+00",0
"2021-08-03 02:39:26.056+00",0
"2021-08-03 02:39:36.056+00",0
"2021-08-03 02:39:46.056+00",0
"2021-08-03 02:39:56.056+00",0
"2021-08-03 02:40:06.056+00",0
"2021-08-03 02:40:16.056+00",0
"2021-08-03 02:40:26.056+00",0
"2021-08-03 02:40:36.056+00",0
"2021-08-03 02:40:46.056+00",0
"2021-08-03 02:40:56.056+00",nan
"2021-08-03 02:48:36.056+00",0
"2021-08-03 02:48:46.056+00",0
"2021-08-03 02:48:56.056+00",0
"2021-08-03 02:49:06.056+00",0
"2021-08-03 02:49:16.056+00",0
"2021-08-03 02:49:26.066+00",0
"2021-08-03 02:49:36.056+00",0
"2021-08-03 02:49:46.056+00",0
"2021-08-03 02:49:56.056+00",0
"2021-08-03 02:50:06.056+00",0
"2021-08-03 02:50:16.056+00",0
"2021-08-03 02:50:26.056+00",0
"2021-08-03 02:50:36.056+00",0
"2021-08-03 02:50:46.056+00",0
"2021-08-03 02:50:56.056+00",0
"2021-08-03 02:51:06.056+00",1
"2021-08-03 02:51:16.056+00",0
"2021-08-03 02:51:26.056+00",0
"2021-08-03 02:51:36.056+00",0
"2021-08-03 02:51:46.056+00",0
"2021-08-03 02:51:56.056+00",0
"2021-08-03 02:52:06.056+00",1
"2021-08-03 02:52:16.056+00",0
"2021-08-03 02:52:26.056+00",1
"2021-08-03 02:52:36.056+00",0
"2021-08-03 02:52:46.056+00",0
"2021-08-03 02:52:56.06+00",0
"2021-08-03 02:53:06.072+00",0
"2021-08-03 02:53:16.056+00",0
"2021-08-03 02:53:26.056+00",0
"2021-08-03 02:53:36.056+00",0
"2021-08-03 02:53:46.056+00",0
"2021-08-03 02:53:56.056+00",0
"2021-08-03 02:54:06.056+00",0
"2021-08-03 02:54:16.056+00",0
"2021-08-03 02:54:26.056+00",0
"2021-08-03 02:54:36.056+00",0
"2021-08-03 02:54:46.056+00",0
"2021-08-03 02:54:56.056+00",0
"2021-08-03 02:55:06.056+00",0
"2021-08-03 02:55:16.056+00",0
"2021-08-03 02:55:26.056+00",0
"2021-08-03 02:55:36.056+00",0
"2021-08-03 02:55:46.056+00",0
"2021-08-03 02:55:56.056+00",0
"2021-08-03 02:56:06.056+00",0
"2021-08-03 02:56:16.056+00",0
"2021-08-03 02:56:26.056+00",0
"2021-08-03 02:56:36.056+00",0
"2021-08-03 02:56:46.056+00",0
"2021-08-03 02:56:56.056+00",0
"2021-08-03 02:57:06.056+00",0
"2021-08-03 02:57:16.056+00",0
"2021-08-03 02:57:26.056+00",0
"2021-08-03 02:57:36.056+00",0
"2021-08-03 02:57:46.056+00",0
"2021-08-03 02:57:56.056+00",0
"2021-08-03 02:58:06.056+00",0
"2021-08-03 02:58:16.056+00",0
"2021-08-03 02:58:26.056+00",nan
"2021-08-03 03:00:26.056+00",0
"2021-08-03 03:00:36.056+00",0
"2021-08-03 03:00:46.056+00",0
"2021-08-03 03:00:56.056+00",0
"2021-08-03 03:01:06.056+00",0
"2021-08-03 03:01:16.056+00",1
"2021-08-03 03:01:26.056+00",0
"2021-08-03 03:01:36.056+00",1
"2021-08-03 03:01:46.056+00",0
"2021-08-03 03:01:56.056+00",0
"2021-08-03 03:02:06.056+00",0
"2021-08-03 03:02:16.056+00",0
"2021-08-03 03:02:26.056+00",0
"2021-08-03 03:02:36.056+00",0
"2021-08-03 03:02:46.056+00",0
"2021-08-03 03:02:56.056+00",1
"2021-08-03 03:03:06.056+00",0
"2021-08-03 03:03:16.056+00",0
"2021-08-03 03:03:26.056+00",0
"2021-08-03 03:03:36.056+00",0
"2021-08-03 03:03:46.056+00",0
"2021-08-03 03:03:56.056+00",0
"2021-08-03 03:04:06.056+00",1
"2021-08-03 03:04:16.056+00",0
"2021-08-03 03:04:26.056+00",0
"2021-08-03 03:04:36.056+00",0
"2021-08-03 03:04:46.056+00",0
"2021-08-03 03:04:56.056+00",0
"2021-08-03 03:05:06.056+00",1
"2021-08-03 03:05:16.056+00",0
"2021-08-03 03:05:26.056+00",0
"2021-08-03 03:05:36.056+00",0
"2021-08-03 03:05:46.056+00",0
"2021-08-03 03:05:56.056+00",0
"2021-08-03 03:06:06.056+00",0
"2021-08-03 03:06:16.056+00",0
"2021-08-03 03:06:26.056+00",0
"2021-08-03 03:06:36.056+00",0
"2021-08-03 03:06:46.056+00",0
"2021-08-03 03:06:56.056+00",0
"2021-08-03 03:07:06.056+00",0
"2021-08-03 03:07:16.056+00",0
"2021-08-03 03:07:26.056+00",0
"2021-08-03 03:07:36.056+00",0
"2021-08-03 03:07:46.056+00",0
"2021-08-03 03:07:56.056+00",0
"2021-08-03 03:08:06.056+00",0
"2021-08-03 03:08:16.056+00",0
"2021-08-03 03:08:26.056+00",0
"2021-08-03 03:08:36.056+00",0
"2021-08-03 03:08:46.056+00",0
"2021-08-03 03:08:56.056+00",0
"2021-08-03 03:09:06.056+00",0
"2021-08-03 03:09:16.056+00",0
"2021-08-03 03:09:26.056+00",0
"2021-08-03 03:09:36.056+00",0
"2021-08-03 03:09:46.056+00",0
"2021-08-03 03:09:56.056+00",0
"2021-08-03 03:10:06.056+00",0
"2021-08-03 03:10:16.056+00",nan
"2021-08-03 03:14:46.056+00",0
"2021-08-03 03:14:56.056+00",0
"2021-08-03 03:15:06.056+00",0
"2021-08-03 03:15:16.056+00",1
"2021-08-03 03:15:26.056+00",0
"2021-08-03 03:15:36.056+00",0
"2021-08-03 03:15:46.056+00",1
"2021-08-03 03:15:56.056+00",0
"2021-08-03 03:16:06.056+00",0
"2021-08-03 03:16:16.056+00",0
"2021-08-03 03:16:26.056+00",0
"2021-08-03 03:16:36.056+00",0
"2021-08-03 03:16:46.056+00",0
"2021-08-03 03:16:56.056+00",0
"2021-08-03 03:17:06.056+00",0
"2021-08-03 03:17:16.056+00",0
"2021-08-03 03:17:26.056+00",0
"2021-08-03 03:17:36.056+00",0
"2021-08-03 03:17:46.056+00",0
"2021-08-03 03:17:56.056+00",0
"2021-08-03 03:18:06.056+00",0
"2021-08-03 03:18:16.056+00",0
"2021-08-03 03:18:26.056+00",0
"2021-08-03 03:18:36.056+00",0
"2021-08-03 03:18:46.056+00",0
"2021-08-03 03:18:56.056+00",0
"2021-08-03 03:19:06.056+00",0
"2021-08-03 03:19:16.068+00",0
"2021-08-03 03:19:26.056+00",0
"2021-08-03 03:19:36.056+00",0
"2021-08-03 03:19:46.056+00",0
"2021-08-03 03:19:56.056+00",0
"2021-08-03 03:20:06.056+00",0
"2021-08-03 03:20:16.056+00",0
"2021-08-03 03:20:26.056+00",0
"2021-08-03 03:20:36.056+00",0
"2021-08-03 03:20:46.056+00",0
"2021-08-03 03:20:56.056+00",0
"2021-08-03 03:21:06.056+00",0
"2021-08-03 03:21:16.056+00",0
"2021-08-03 03:21:26.056+00",0
"2021-08-03 03:21:36.056+00",0
"2021-08-03 03:21:46.056+00",0
"2021-08-03 03:21:56.056+00",0
"2021-08-03 03:22:06.056+00",0
"2021-08-03 03:22:16.056+00",0
"2021-08-03 03:22:26.056+00",0
"2021-08-03 03:22:36.056+00",0
"2021-08-03 03:22:46.056+00",0
"2021-08-03 03:22:56.056+00",0
"2021-08-03 03:23:06.056+00",0
"2021-08-03 03:23:16.056+00",0
"2021-08-03 03:23:26.056+00",0
"2021-08-03 03:23:36.056+00",0
"2021-08-03 03:23:46.056+00",0
"2021-08-03 03:23:56.056+00",0
"2021-08-03 03:24:06.056+00",0
"2021-08-03 03:24:16.056+00",0
"2021-08-03 03:24:26.056+00",0
"2021-08-03 03:24:36.056+00",nan
"2021-08-03 03:27:16.056+00",-1.0
"2021-08-03 03:27:26.056+00",0
"2021-08-03 03:27:36.056+00",0
"2021-08-03 03:27:46.056+00",0
"2021-08-03 03:27:56.056+00",0
"2021-08-03 03:28:06.056+00",0
"2021-08-03 03:28:16.056+00",0
"2021-08-03 03:28:26.056+00",1
"2021-08-03 03:28:36.056+00",0
"2021-08-03 03:28:46.056+00",1
"2021-08-03 03:28:56.056+00",0
"2021-08-03 03:29:06.056+00",0
"2021-08-03 03:29:16.056+00",0
"2021-08-03 03:29:26.056+00",0
"2021-08-03 03:29:36.056+00",0
"2021-08-03 03:29:46.056+00",0
"2021-08-03 03:29:56.056+00",0
"2021-08-03 03:30:06.056+00",0
"2021-08-03 03:30:16.056+00",0
"2021-08-03 03:30:26.056+00",0
"2021-08-03 03:30:36.056+00",1
"2021-08-03 03:30:46.056+00",0
"2021-08-03 03:30:56.056+00",0
"2021-08-03 03:31:06.056+00",0
"2021-08-03 03:31:16.056+00",0
"2021-08-03 03:31:26.056+00",0
"2021-08-03 03:31:36.056+00",0
"2021-08-03 03:31:46.056+00",0
"2021-08-03 03:31:56.056+00",1
"2021-08-03 03:32:06.056+00",0
"2021-08-03 03:32:16.056+00",1
"2021-08-03 03:32:26.056+00",1
"2021-08-03 03:32:36.056+00",1
"2021-08-03 03:32:46.056+00",1
"2021-08-03 03:32:56.056+00",1
"2021-08-03 03:33:06.056+00",1
"2021-08-03 03:33:16.056+00",1
"2021-08-03 03:33:26.056+00",1
"2021-08-03 03:33:36.056+00",1
"2021-08-03 03:33:46.056+00",1
"2021-08-03 03:33:56.056+00",1
"2021-08-03 03:34:06.056+00",1
"2021-08-03 03:34:16.056+00",1
"2021-08-03 03:34:26.056+00",1
"2021-08-03 03:34:36.056+00",1
"2021-08-03 03:34:46.056+00",1
"2021-08-03 03:34:56.056+00",1
