"time","total_received_records"
"2021-08-03 03:04:46.056+00",1984186
"2021-08-03 03:04:56.056+00",2059206
"2021-08-03 03:05:06.056+00",2133998
"2021-08-03 03:05:16.056+00",2208292
"2021-08-03 03:05:26.056+00",2208292
"2021-08-03 03:05:36.056+00",2208292
"2021-08-03 03:05:46.056+00",2208292
"2021-08-03 03:05:56.056+00",2208292
"2021-08-03 03:06:06.056+00",2208292
"2021-08-03 03:06:16.056+00",2208292
"2021-08-03 03:06:26.056+00",2208292
"2021-08-03 03:06:36.056+00",2208292
"2021-08-03 03:06:46.056+00",2208292
"2021-08-03 03:06:56.056+00",2208292
"2021-08-03 03:07:06.056+00",2208292
"2021-08-03 03:07:16.056+00",2208292
"2021-08-03 03:07:26.056+00",2208292
"2021-08-03 03:07:36.056+00",2208292
"2021-08-03 03:07:46.056+00",2208292
"2021-08-03 03:07:56.056+00",2208292
"2021-08-03 03:08:06.056+00",2208292
"2021-08-03 03:08:16.056+00",2208292
"2021-08-03 03:08:26.056+00",2208292
"2021-08-03 03:08:36.056+00",2208292
"2021-08-03 03:08:46.056+00",2208292
"2021-08-03 03:08:56.056+00",2208292
"2021-08-03 03:09:06.056+00",2208292
"2021-08-03 03:09:16.056+00",2208292
"2021-08-03 03:09:26.056+00",2208292
"2021-08-03 03:09:36.056+00",2208292
"2021-08-03 03:09:46.056+00",2208292
"2021-08-03 03:09:56.056+00",2208292
"2021-08-03 03:10:06.056+00",2208292
"2021-08-03 03:10:16.056+00",nan
"2021-08-03 03:14:46.056+00",115714
"2021-08-03 03:14:56.056+00",264120
"2021-08-03 03:15:06.056+00",412230
"2021-08-03 03:15:16.056+00",559299
"2021-08-03 03:15:26.056+00",707189
"2021-08-03 03:15:36.056+00",855204
"2021-08-03 03:15:46.056+00",1004220
"2021-08-03 03:15:56.056+00",1152346
"2021-08-03 03:16:06.056+00",1300198
"2021-08-03 03:16:16.056+00",1447521
"2021-08-03 03:16:26.056+00",1595638
"2021-08-03 03:16:36.056+00",1743229
"2021-08-03 03:16:46.056+00",1890842
"2021-08-03 03:16:56.056+00",2039363
"2021-08-03 03:17:06.056+00",2187473
"2021-08-03 03:17:16.056+00",2335685
"2021-08-03 03:17:26.056+00",2483245
"2021-08-03 03:17:36.056+00",2631095
"2021-08-03 03:17:46.056+00",2778708
"2021-08-03 03:17:56.056+00",2926053
"2021-08-03 03:18:06.056+00",3073093
"2021-08-03 03:18:16.056+00",3220694
"2021-08-03 03:18:26.056+00",3368375
"2021-08-03 03:18:36.056+00",3516527
"2021-08-03 03:18:46.056+00",3664357
"2021-08-03 03:18:56.056+00",3811632
"2021-08-03 03:19:06.056+00",3959638
"2021-08-03 03:19:16.068+00",4107459
"2021-08-03 03:19:26.056+00",4255616
"2021-08-03 03:19:36.056+00",4403446
"2021-08-03 03:19:46.056+00",4403446
"2021-08-03 03:19:56.056+00",4403446
"2021-08-03 03:20:06.056+00",4403446
"2021-08-03 03:20:16.056+00",4403446
"2021-08-03 03:20:26.056+00",4403446
"2021-08-03 03:20:36.056+00",4403446
"2021-08-03 03:20:46.056+00",4403446
"2021-08-03 03:20:56.056+00",4403446
"2021-08-03 03:21:06.056+00",4403446
"2021-08-03 03:21:16.056+00",4403446
"2021-08-03 03:21:26.056+00",4403446
"2021-08-03 03:21:36.056+00",4403446
"2021-08-03 03:21:46.056+00",4403446
"2021-08-03 03:21:56.056+00",4403446
"2021-08-03 03:22:06.056+00",4403446
"2021-08-03 03:22:16.056+00",4403446
"2021-08-03 03:22:26.056+00",4403446
"2021-08-03 03:22:36.056+00",4403446
"2021-08-03 03:22:46.056+00",4403446
"2021-08-03 03:22:56.056+00",4403446
"2021-08-03 03:23:06.056+00",4403446
"2021-08-03 03:23:16.056+00",4403446
"2021-08-03 03:23:26.056+00",4403446
"2021-08-03 03:23:36.056+00",4403446
"2021-08-03 03:23:46.056+00",4403446
"2021-08-03 03:23:56.056+00",4403446
"2021-08-03 03:24:06.056+00",4403446
"2021-08-03 03:24:16.056+00",4403446
"2021-08-03 03:24:26.056+00",4403446
"2021-08-03 03:24:36.056+00",nan
"2021-08-03 03:27:16.056+00",0
"2021-08-03 03:27:26.056+00",103634
"2021-08-03 03:27:36.056+00",250510
"2021-08-03 03:27:46.056+00",397521
"2021-08-03 03:27:56.056+00",545099
"2021-08-03 03:28:06.056+00",692677
"2021-08-03 03:28:16.056+00",839404
"2021-08-03 03:28:26.056+00",985992
"2021-08-03 03:28:36.056+00",1133440
"2021-08-03 03:28:46.056+00",1280519
"2021-08-03 03:28:56.056+00",1427026
"2021-08-03 03:29:06.056+00",1574100
"2021-08-03 03:29:16.056+00",1720864
"2021-08-03 03:29:26.056+00",1867167
"2021-08-03 03:29:36.056+00",2014165
"2021-08-03 03:29:46.056+00",2161223
"2021-08-03 03:29:56.056+00",2308705
"2021-08-03 03:30:06.056+00",2455971
"2021-08-03 03:30:16.056+00",2602386
"2021-08-03 03:30:26.056+00",2748812
"2021-08-03 03:30:36.056+00",2895088
"2021-08-03 03:30:46.056+00",3042015
"2021-08-03 03:30:56.056+00",3188669
"2021-08-03 03:31:06.056+00",3334691
"2021-08-03 03:31:16.056+00",3481456
"2021-08-03 03:31:26.056+00",3632468
"2021-08-03 03:31:36.056+00",3774852
"2021-08-03 03:31:46.056+00",3921611
"2021-08-03 03:31:56.056+00",4067425
"2021-08-03 03:32:06.056+00",4213752
"2021-08-03 03:32:16.056+00",4360385
"2021-08-03 03:32:26.056+00",4360385
"2021-08-03 03:32:36.056+00",4360385
"2021-08-03 03:32:46.056+00",4360385
"2021-08-03 03:32:56.056+00",4360385
"2021-08-03 03:33:06.056+00",4360385
"2021-08-03 03:33:16.056+00",4360385
"2021-08-03 03:33:26.056+00",4360385
"2021-08-03 03:33:36.056+00",4360385
"2021-08-03 03:33:46.056+00",4360385
"2021-08-03 03:33:56.056+00",4360385
"2021-08-03 03:34:06.056+00",4360385
"2021-08-03 03:34:16.056+00",4360385
"2021-08-03 03:34:26.056+00",4360385
"2021-08-03 03:34:36.056+00",4360385
"2021-08-03 03:34:46.056+00",4360385
"2021-08-03 03:34:56.056+00",4360385
