"time","requests_per_sec_in"
"2021-08-02 04:21:25.166+00",7909.237697544661
"2021-08-02 04:21:35.166+00",7907.3385123042835
"2021-08-02 04:21:45.166+00",7913.793073405671
"2021-08-02 04:21:55.166+00",7909.903722630591
"2021-08-02 04:22:05.166+00",7907.567071808877
"2021-08-02 04:22:15.166+00",7913.100853586509
"2021-08-02 04:22:25.176+00",7909.37595543231
"2021-08-02 04:22:35.166+00",7915.2931547044855
"2021-08-02 04:22:45.166+00",7910.957922527188
"2021-08-02 04:22:55.166+00",7909.402944175078
"2021-08-02 04:23:05.166+00",7911.649781294956
"2021-08-02 04:23:15.166+00",7906.489758420763
"2021-08-02 04:23:25.166+00",7911.543866640216
"2021-08-02 04:23:35.166+00",7906.383393292542
"2021-08-02 04:23:45.166+00",7905.68869095802
"2021-08-02 04:23:55.168+00",7909.126847988726
"2021-08-02 04:24:05.166+00",7904.724423310926
"2021-08-02 04:24:15.166+00",7913.242110198126
"2021-08-02 04:24:25.166+00",7909.539681942395
"2021-08-02 04:24:35.166+00",7907.393257607416
"2021-08-02 04:24:45.166+00",7912.046517957285
"2021-08-02 04:24:55.166+00",7909.146840133033
"2021-08-02 04:25:05.166+00",7913.6535483345
"2021-08-02 04:25:15.166+00",7911.634824304218
"2021-08-02 04:25:25.166+00",7911.0307302301935
"2021-08-02 04:25:35.166+00",7914.615276937917
"2021-08-02 04:25:45.166+00",7911.074339846485
"2021-08-02 04:25:55.166+00",7915.582633213408
"2021-08-02 04:26:05.166+00",7911.495302563001
"2021-08-02 04:26:15.166+00",7908.437156537382
"2021-08-02 04:26:25.166+00",7911.962532461266
"2021-08-02 04:26:35.166+00",7906.2395754952995
"2021-08-02 04:26:45.166+00",7907.5702543361895
"2021-08-02 04:26:55.166+00",7907.501329173405
"2021-08-02 04:27:05.166+00",7905.690879175837
"2021-08-02 04:27:15.166+00",7909.650014242933
"2021-08-02 04:27:25.166+00",7908.661133273031
"2021-08-02 04:27:35.166+00",7913.649909023428
"2021-08-02 04:27:45.166+00",7909.839442246486
"2021-08-02 04:27:55.166+00",7907.034222461354
"2021-08-02 04:28:05.178+00",7911.2700863784
"2021-08-02 04:28:15.166+00",7906.775296870171
"2021-08-02 04:28:25.166+00",7911.304522116066
"2021-08-02 04:28:35.166+00",7907.804863161257
"2021-08-02 04:28:45.166+00",7904.6684902715315
"2021-08-02 04:28:55.166+00",7910.563448208303
"2021-08-02 04:29:05.166+00",7909.215523841112
"2021-08-02 04:29:15.166+00",7914.875274671172
"2021-08-02 04:29:25.166+00",7909.839879690008
"2021-08-02 04:29:35.166+00",7908.52367562789
"2021-08-02 04:29:45.166+00",7911.181811677697
"2021-08-02 04:29:55.166+00",7907.3018435024405
"2021-08-02 04:30:05.166+00",7911.760516118562
"2021-08-02 04:30:15.166+00",7906.619870784397
"2021-08-02 04:30:25.166+00",7904.180372464542
"2021-08-02 04:30:35.168+00",7908.012552277678
"2021-08-02 04:30:45.166+00",7904.684401898286
"2021-08-02 04:30:55.166+00",7911.444060097085
"2021-08-02 04:31:05.166+00",7908.340675302729
"2021-08-02 04:31:15.166+00",7907.539944973243
"2021-08-02 04:31:25.166+00",7912.917926777184
"2021-08-02 04:31:35.166+00",7203.707357074465
"2021-08-02 04:31:45.166+00",6097.8066292236
"2021-08-02 04:31:55.166+00",5161.681873554615
"2021-08-02 04:32:05.166+00",4369.269375663128
"2021-08-02 04:32:15.166+00",3698.5066776230615
"2021-08-02 04:32:25.166+00",3130.7183119938236
"2021-08-02 04:32:35.166+00",2650.095836883164
"2021-08-02 04:32:45.166+00",2243.2576951302963
"2021-08-02 04:32:55.166+00",1898.8766431480367
"2021-08-02 04:33:05.166+00",1607.3643762464492
"2021-08-02 04:33:15.166+00",1360.6045697328204
"2021-08-02 04:33:25.166+00",1212.9089170071315
"2021-08-02 04:33:35.169+00",1180.2235073127893
"2021-08-02 04:33:45.166+00",1152.5559053359661
"2021-08-02 04:33:55.166+00",1128.5281234422207
"2021-08-02 04:34:05.166+00",1108.7967076283248
"2021-08-02 04:34:15.166+00",1092.0944247356442
"2021-08-02 04:34:25.166+00",1077.732371863999
"2021-08-02 04:34:35.175+00",1065.7990322152766
"2021-08-02 04:34:45.168+00",1055.5057848808308
"2021-08-02 04:34:55.166+00",1046.9846325273331
"2021-08-02 04:35:05.166+00",1039.7716327850885
"2021-08-02 04:35:15.166+00",1033.6659603216378
"2021-08-02 04:35:25.166+00",1028.129824470454
"2021-08-02 04:35:35.166+00",1023.9975310154351
"2021-08-02 04:35:45.166+00",1020.3134714470615
"2021-08-02 04:35:55.166+00",1017.1802698110771
"2021-08-02 04:36:05.166+00",1014.5427844237668
"2021-08-02 04:36:15.166+00",1012.3102012437423
"2021-08-02 04:36:25.178+00",1010.3563959142571
"2021-08-02 04:36:35.17+00",1008.7185265259282
"2021-08-02 04:36:45.166+00",1007.3800733721722
"2021-08-02 04:36:55.166+00",1006.2470972378956
"2021-08-02 04:37:05.166+00",1004.8134166937863
"2021-08-02 04:37:15.166+00",1003.9465403289803
"2021-08-02 04:37:25.166+00",1003.3406742650255
"2021-08-02 04:37:35.166+00",1002.8278197141565
"2021-08-02 04:37:45.166+00",1002.393697709319
"2021-08-02 04:37:55.166+00",1001.8023457268132
"2021-08-02 04:38:05.166+00",1001.525652719682
"2021-08-02 04:38:15.166+00",1001.2914371457402
"2021-08-02 04:38:25.166+00",1001.093177942714
"2021-08-02 04:38:35.166+00",1000.9253551505609
"2021-08-02 04:38:45.166+00",1000.7832962239833
"2021-08-02 04:38:55.166+00",1000.0074101387382
"2021-08-02 04:39:05.166+00",1000.0062725470209
"2021-08-02 04:39:15.166+00",1000.0053095964216
"2021-08-02 04:39:25.166+00",1000.0044944763374
"2021-08-02 04:39:35.166+00",999.5240532238702
"2021-08-02 04:39:45.166+00",999.5971197519856
"2021-08-02 04:39:55.166+00",999.6589692327364
"2021-08-02 04:40:05.166+00",999.7113236878859
"2021-08-02 04:40:15.166+00",999.7556407773867
"2021-08-02 04:40:25.166+00",999.7931543837494
"2021-08-02 04:40:35.166+00",999.5747958208586
"2021-08-02 04:40:45.166+00",999.6400724330098
"2021-08-02 04:40:55.166+00",999.6953278922584
"2021-08-02 04:41:05.166+00",999.5495590562658
"2021-08-02 04:41:15.166+00",999.6187099729865
"2021-08-02 04:41:25.166+00",999.4213870870639
"2021-08-02 04:41:35.166+00",999.5102147434138
"2021-08-02 04:41:45.166+00",999.5706931932314
"2021-08-02 04:41:55.166+00",999.6365996336992
"2021-08-02 04:42:05.166+00",999.4717001618917
"2021-08-02 04:42:15.166+00",999.5368127247045
"2021-08-02 04:42:25.166+00",999.6079204362605
"2021-08-02 04:42:35.166+00",999.6681118145914
"2021-08-02 04:42:45.166+00",999.689637640449
"2021-08-02 04:42:55.166+00",999.737283934546
"2021-08-02 04:43:05.174+00",999.1859443200151
"2021-08-02 04:43:15.166+00",999.3109167438494
"2021-08-02 04:43:25.166+00",999.4167036167404
"2021-08-02 04:43:35.166+00",999.0744901103742
"2021-08-02 04:43:45.166+00",963.2525504924959
"2021-08-02 04:43:55.166+00",815.3756804461714
"2021-08-02 04:44:05.169+00",690.2006124179334
"2021-08-02 04:44:15.166+00",584.2422049200906
"2021-08-02 04:44:25.166+00",494.5503493746539
"2021-08-02 04:44:35.166+00",418.6278327839129
"2021-08-02 04:44:45.166+00",354.3608099821461
"2021-08-02 04:44:55.166+00",299.95994966732223
"2021-08-02 04:45:05.166+00",253.91061559249673
"2021-08-02 04:45:15.166+00",214.9306958547743
"2021-08-02 04:45:25.166+00",1184.4512678664355
"2021-08-02 04:45:35.166+00",2220.55114610844
"2021-08-02 04:45:45.166+00",3430.7142729364145
"2021-08-02 04:45:55.166+00",5401.30917131705
"2021-08-02 04:46:05.166+00",6979.24443060474
"2021-08-02 04:46:15.166+00",8314.422727532214
"2021-08-02 04:46:25.166+00",9445.608126977359
"2021-08-02 04:46:35.166+00",10403.87982385448
"2021-08-02 04:46:45.173+00",11203.69641539486
"2021-08-02 04:46:55.166+00",11891.608795942857
"2021-08-02 04:47:05.166+00",12476.102386819568
"2021-08-02 04:47:15.166+00",12971.966262148302
"2021-08-02 04:47:25.166+00",13393.674192138735
"2021-08-02 04:47:35.166+00",13736.513265978661
"2021-08-02 04:47:45.166+00",14034.077877383543
"2021-08-02 04:47:55.166+00",14291.07107033644
"2021-08-02 04:48:05.174+00",14505.961798206472
"2021-08-02 04:48:15.172+00",14683.25537944094
"2021-08-02 04:48:25.166+00",14820.610617371587
"2021-08-02 04:48:35.166+00",14952.16299708739
"2021-08-02 04:48:45.166+00",15059.814822026017
"2021-08-02 04:48:55.166+00",15157.338036408326
"2021-08-02 04:49:05.166+00",15237.918805462114
"2021-08-02 04:49:15.166+00",15291.994662072968
"2021-08-02 04:49:25.166+00",15346.53391864721
"2021-08-02 04:49:35.166+00",15399.393710641254
"2021-08-02 04:49:45.166+00",15437.186018723998
"2021-08-02 04:49:55.166+00",15476.287103323208
"2021-08-02 04:50:05.166+00",15497.601912566899
"2021-08-02 04:50:15.166+00",15524.046105176869
"2021-08-02 04:50:25.166+00",15546.702550964914
"2021-08-02 04:50:35.166+00",15572.11172469421
"2021-08-02 04:50:45.166+00",15585.8234130517
"2021-08-02 04:50:55.166+00",15589.368745691603
"2021-08-02 04:51:05.166+00",15610.290217831915
"2021-08-02 04:51:15.166+00",15621.515521426889
"2021-08-02 04:51:25.166+00",15630.946556952858
"2021-08-02 04:51:35.166+00",15638.966186799496
"2021-08-02 04:51:45.166+00",15633.16073322581
"2021-08-02 04:51:55.166+00",15638.256234015906
"2021-08-02 04:52:05.168+00",15647.147443458018
"2021-08-02 04:52:15.166+00",15650.31085847181
"2021-08-02 04:52:25.166+00",15658.515742224852
"2021-08-02 04:52:35.166+00",15649.985336494352
"2021-08-02 04:52:45.166+00",15653.894365737171
"2021-08-02 04:52:55.169+00",15658.708432572901
"2021-08-02 04:53:05.166+00",15662.77247778722
"2021-08-02 04:53:15.166+00",15667.034681948606
"2021-08-02 04:53:25.166+00",15658.867317472354
"2021-08-02 04:53:35.166+00",15663.364329254502
"2021-08-02 04:53:45.166+00",15667.620050669873
"2021-08-02 04:53:55.166+00",15673.994764544017
"2021-08-02 04:54:05.169+00",15683.133990046395
"2021-08-02 04:54:15.166+00",15673.208978612756
"2021-08-02 04:54:25.166+00",15672.27975136957
"2021-08-02 04:54:35.166+00",15670.691028966006
"2021-08-02 04:54:45.166+00",15675.231193104559
"2021-08-02 04:54:55.166+00",15676.289729374424
"2021-08-02 04:55:05.166+00",15668.794455571333
"2021-08-02 04:55:15.166+00",15673.65058631312
"2021-08-02 04:55:25.166+00",15676.051459047907
"2021-08-02 04:55:35.166+00",15673.278703028698
"2021-08-02 04:55:45.166+00",15674.714380634297
"2021-08-02 04:55:55.166+00",15681.332939386508
"2021-08-02 04:56:05.166+00",15673.08512325853
"2021-08-02 04:56:15.166+00",15674.654145877761
"2021-08-02 04:56:25.171+00",15677.446489826474
"2021-08-02 04:56:35.166+00",15679.388795176548
"2021-08-02 04:56:45.166+00",15686.768093997018
"2021-08-02 04:56:55.166+00",15676.665007973788
"2021-08-02 04:57:05.166+00",15681.781561723114
"2021-08-02 04:57:15.166+00",15689.63656349863
"2021-08-02 04:57:25.166+00",15690.842048861896
"2021-08-02 04:57:35.166+00",15692.614194741918
"2021-08-02 04:57:45.166+00",15682.963343170033
"2021-08-02 04:57:55.166+00",15683.656242381774
"2021-08-02 04:58:05.166+00",15684.871572296077
"2021-08-02 04:58:15.166+00",15688.025280902364
"2021-08-02 04:58:25.166+00",15690.210602430068
"2021-08-02 04:58:35.166+00",15679.9404667592
"2021-08-02 04:58:45.166+00",15686.686128368952
"2021-08-02 04:58:55.166+00",15685.721971780042
"2021-08-02 04:59:05.166+00",15685.024348074605
"2021-08-02 04:59:15.166+00",15691.92481274692
"2021-08-02 04:59:25.166+00",15681.100469031888
"2021-08-02 04:59:35.166+00",15680.555802221026
"2021-08-02 04:59:45.166+00",15684.39238442713
"2021-08-02 04:59:55.166+00",15681.093212567674
"2021-08-02 05:00:05.166+00",15683.223372829858
"2021-08-02 05:00:15.166+00",15677.080296736107
"2021-08-02 05:00:25.166+00",15682.181087178182
"2021-08-02 05:00:35.166+00",15688.661485124258
"2021-08-02 05:00:45.166+00",15694.49764728405
"2021-08-02 05:00:55.166+00",15696.918909116868
"2021-08-02 05:01:05.166+00",15686.424998815795
"2021-08-02 05:01:15.166+00",15687.043189711725
"2021-08-02 05:01:25.166+00",15688.152403611293
"2021-08-02 05:01:35.166+00",15692.004584175793
"2021-08-02 05:01:45.166+00",15692.167867108976
"2021-08-02 05:01:55.166+00",15680.977490980118
"2021-08-02 05:02:05.166+00",15682.609225773524
"2021-08-02 05:02:15.166+00",15683.168519589595
"2021-08-02 05:02:25.166+00",15685.759376201006
"2021-08-02 05:02:35.166+00",15691.783262741019
"2021-08-02 05:02:45.166+00",15680.614762836725
"2021-08-02 05:02:55.166+00",15681.892753612774
"2021-08-02 05:03:05.168+00",15683.643077576513
"2021-08-02 05:03:15.166+00",15685.280850233748
"2021-08-02 05:03:25.166+00",15686.221911957857
"2021-08-02 05:03:35.166+00",15680.278625014305
"2021-08-02 05:03:45.166+00",15676.753729733857
"2021-08-02 05:03:55.166+00",15677.042635396772
"2021-08-02 05:04:05.175+00",15682.578526033354
"2021-08-02 05:04:15.166+00",15683.532091066396
"2021-08-02 05:04:25.166+00",15674.079433198354
"2021-08-02 05:04:35.166+00",15677.277253473536
"2021-08-02 05:04:45.166+00",15673.518029381914
"2021-08-02 05:04:55.171+00",15678.728969486054
"2021-08-02 05:05:05.166+00",15683.644503200963
"2021-08-02 05:05:15.166+00",15675.753837356904
"2021-08-02 05:05:25.166+00",15680.696230346231
"2021-08-02 05:05:35.166+00",15685.244395031867
"2021-08-02 05:05:45.166+00",15682.360785648701
"2021-08-02 05:05:55.166+00",15685.18866526424
"2021-08-02 05:06:05.166+00",15676.961754783506
"2021-08-02 05:06:15.166+00",15675.582392249635
"2021-08-02 05:06:25.166+00",15679.109294233216
"2021-08-02 05:06:35.166+00",15682.005207452961
"2021-08-02 05:06:45.166+00",15685.313042085147
"2021-08-02 05:06:55.166+00",15676.433137534514
"2021-08-02 05:07:05.166+00",15678.704134086254
"2021-08-02 05:07:15.166+00",15680.874153687386
"2021-08-02 05:07:25.166+00",15685.601796343284
"2021-08-02 05:07:35.166+00",15688.739943815437
"2021-08-02 05:07:45.166+00",15679.671039259885
"2021-08-02 05:07:55.166+00",15680.67859265939
"2021-08-02 05:08:05.166+00",15683.694264545202
"2021-08-02 05:08:15.174+00",15683.290750040625
"2021-08-02 05:08:25.174+00",15687.322162482944
"2021-08-02 05:08:35.166+00",15676.688050242165
"2021-08-02 05:08:45.166+00",15675.040446725354
"2021-08-02 05:08:55.166+00",15676.688034975903
"2021-08-02 05:09:05.166+00",15677.418901633653
"2021-08-02 05:09:15.166+00",15681.666884555052
"2021-08-02 05:09:25.166+00",15676.672901926624
"2021-08-02 05:09:35.166+00",15675.458105534959
"2021-08-02 05:09:45.166+00",15679.554160920765
"2021-08-02 05:09:55.166+00",15680.472496414493
"2021-08-02 05:10:05.166+00",15683.081068836082
"2021-08-02 05:10:15.166+00",15678.564082785904
"2021-08-02 05:10:25.166+00",15676.895608246403
"2021-08-02 05:10:35.166+00",15681.95688051722
"2021-08-02 05:10:45.166+00",15685.026105393328
"2021-08-02 05:10:55.166+00",15686.17636164172
"2021-08-02 05:11:05.166+00",15683.032999091882
"2021-08-02 05:11:15.166+00",15683.52070101554
"2021-08-02 05:11:25.166+00",15681.486873112784
"2021-08-02 05:11:35.166+00",15685.11173318457
"2021-08-02 05:11:45.166+00",15688.027800270687
"2021-08-02 05:11:55.166+00",15679.683627711283
"2021-08-02 05:12:05.166+00",15678.865755087341
"2021-08-02 05:12:15.166+00",15680.330963083768
"2021-08-02 05:12:25.166+00",15681.753698815224
"2021-08-02 05:12:35.166+00",15687.308392670877
"2021-08-02 05:12:45.166+00",15678.322413899265
"2021-08-02 05:12:55.166+00",15677.394302785897
"2021-08-02 05:13:05.166+00",15682.109795523147
"2021-08-02 05:13:15.166+00",15688.223282471288
"2021-08-02 05:13:25.166+00",15688.641639298165
"2021-08-02 05:13:35.166+00",15683.2122071782
"2021-08-02 05:13:45.166+00",15686.167047161105
"2021-08-02 05:13:55.166+00",15683.866987811061
"2021-08-02 05:14:05.166+00",15686.639717716365
"2021-08-02 05:14:15.166+00",15688.17356226889
"2021-08-02 05:14:25.166+00",15679.50570300081
"2021-08-02 05:14:35.173+00",15679.749275804948
"2021-08-02 05:14:45.166+00",15683.31826953871
"2021-08-02 05:14:55.166+00",15686.052440862612
"2021-08-02 05:15:05.166+00",15693.061196521632
"2021-08-02 05:15:15.166+00",15683.231657666753
"2021-08-02 05:15:25.166+00",15680.940893622199
"2021-08-02 05:15:35.18+00",15685.060075251164
"2021-08-02 05:15:45.166+00",15688.785013742876
"2021-08-02 05:15:55.166+00",15691.410994138596
"2021-08-02 05:16:05.166+00",15685.419465425932
"2021-08-02 05:16:15.166+00",15684.860099891463
"2021-08-02 05:16:25.166+00",15688.430086746324
"2021-08-02 05:16:35.172+00",15694.879397503302
"2021-08-02 05:16:45.166+00",15698.36833091141
"2021-08-02 05:16:55.166+00",15690.409296784552
"2021-08-02 05:17:05.17+00",15693.478377108318
"2021-08-02 05:17:15.166+00",15694.576373347425
"2021-08-02 05:17:25.166+00",15698.390947382559
"2021-08-02 05:17:35.166+00",15698.433651240539
"2021-08-02 05:17:45.166+00",15698.337981333962
"2021-08-02 05:17:55.166+00",15689.31351566902
"2021-08-02 05:18:05.166+00",15693.118321039801
"2021-08-02 05:18:15.166+00",15690.7317043281
"2021-08-02 05:18:25.166+00",15694.361766344782
"2021-08-02 05:18:35.166+00",15697.934649500427
"2021-08-02 05:18:45.166+00",15687.778531346372
"2021-08-02 05:18:55.166+00",15692.364645101869
"2021-08-02 05:19:05.166+00",15693.93365055655
"2021-08-02 05:19:15.166+00",15694.977967142093
"2021-08-02 05:19:25.166+00",15700.307474837371
"2021-08-02 05:19:35.166+00",15683.78449343969
"2021-08-02 05:19:45.166+00",15682.86026818519
"2021-08-02 05:19:55.166+00",15685.883272629588
"2021-08-02 05:20:05.166+00",15686.796881482163
"2021-08-02 05:20:15.175+00",15690.502708951974
"2021-08-02 05:20:25.166+00",15679.444484487532
"2021-08-02 05:20:35.166+00",15682.634884237254
"2021-08-02 05:20:45.166+00",15686.32638919147
"2021-08-02 05:20:55.166+00",15690.019828776009
"2021-08-02 05:21:05.166+00",15694.64886350366
"2021-08-02 05:21:15.166+00",15685.336156820596
"2021-08-02 05:21:25.166+00",15691.008429302527
"2021-08-02 05:21:35.166+00",15690.133634879367
"2021-08-02 05:21:45.166+00",15694.95443241538
"2021-08-02 05:21:55.166+00",15696.510355386064
"2021-08-02 05:22:05.166+00",15684.30923035833
"2021-08-02 05:22:15.166+00",15691.324584033478
"2021-08-02 05:22:25.166+00",15695.018291790786
"2021-08-02 05:22:35.166+00",15697.012917161874
"2021-08-02 05:22:45.166+00",15702.879478791798
"2021-08-02 05:22:55.166+00",15690.135418119753
"2021-08-02 05:23:05.166+00",15690.04648244216
"2021-08-02 05:23:15.166+00",15692.76209832152
"2021-08-02 05:23:25.166+00",15695.725323561179
"2021-08-02 05:23:35.166+00",15697.459184694431
"2021-08-02 05:23:45.166+00",15685.069431457257
"2021-08-02 05:23:55.166+00",15686.585884152315
"2021-08-02 05:24:05.166+00",15687.176224151046
"2021-08-02 05:24:15.166+00",15691.331677841661
"2021-08-02 05:24:25.166+00",15693.638263676758
"2021-08-02 05:24:35.166+00",15682.027073828378
"2021-08-02 05:24:45.166+00",15686.134374823825
"2021-08-02 05:24:55.166+00",15684.610900435473
"2021-08-02 05:25:05.166+00",15687.957603579654
"2021-08-02 05:25:15.166+00",15690.927458888278
"2021-08-02 05:25:25.166+00",15680.464200519202
"2021-08-02 05:25:35.166+00",15682.255338531724
"2021-08-02 05:25:45.166+00",15688.533021276795
"2021-08-02 05:25:55.166+00",15690.988541776147
"2021-08-02 05:26:05.166+00",15689.428596469925
"2021-08-02 05:26:15.166+00",15679.93364268557
"2021-08-02 05:26:25.166+00",15683.59734266979
"2021-08-02 05:26:35.166+00",15687.804470964329
"2021-08-02 05:26:45.166+00",15691.050958082971
"2021-08-02 05:26:55.166+00",15695.446996397048
"2021-08-02 05:27:05.166+00",15680.658573246428
"2021-08-02 05:27:15.166+00",15686.152176911059
"2021-08-02 05:27:25.166+00",15687.508748019332
"2021-08-02 05:27:35.166+00",15692.719710111205
"2021-08-02 05:27:45.166+00",15695.85646597368
"2021-08-02 05:27:55.166+00",15679.968245284426
"2021-08-02 05:28:05.166+00",15686.102610345652
"2021-08-02 05:28:15.172+00",15687.38177419364
"2021-08-02 05:28:25.166+00",15693.363252203084
"2021-08-02 05:28:35.166+00",15694.801452718684
"2021-08-02 05:28:45.166+00",15684.543616252278
"2021-08-02 05:28:55.166+00",15688.163902804346
"2021-08-02 05:29:05.166+00",15688.614327699604
"2021-08-02 05:29:15.166+00",15693.172517732
"2021-08-02 05:29:25.166+00",15692.499063265388
"2021-08-02 05:29:35.17+00",15680.186402117935
"2021-08-02 05:29:45.172+00",15676.885529274075
"2021-08-02 05:29:55.166+00",15676.478632108496
"2021-08-02 05:30:05.166+00",15675.163883976866
"2021-08-02 05:30:15.166+00",15677.721942842434
"2021-08-02 05:30:25.166+00",15668.05714263824
"2021-08-02 05:30:35.166+00",15673.875973609309
"2021-08-02 05:30:45.166+00",15678.207208172598
"2021-08-02 05:30:55.166+00",15681.976640086163
"2021-08-02 05:31:05.166+00",15685.478951281348
"2021-08-02 05:31:15.166+00",15674.965585899747
"2021-08-02 05:31:25.166+00",15679.5396048915
"2021-08-02 05:31:35.166+00",15681.30499604853
"2021-08-02 05:31:45.166+00",15682.500730468262
"2021-08-02 05:31:55.166+00",15682.186931420352
"2021-08-02 05:32:05.166+00",15673.803128419726
"2021-08-02 05:32:15.166+00",15676.435268983414
"2021-08-02 05:32:25.166+00",15679.58560956177
"2021-08-02 05:32:35.166+00",15683.560461538726
"2021-08-02 05:32:45.169+00",15682.782069927072
"2021-08-02 05:32:55.166+00",15672.86953971951
"2021-08-02 05:33:05.166+00",15677.197890753107
"2021-08-02 05:33:15.166+00",15677.513961385332
"2021-08-02 05:33:25.166+00",15679.573766530713
"2021-08-02 05:33:35.166+00",15683.897144644485
"2021-08-02 05:33:45.166+00",15672.177079783713
"2021-08-02 05:33:55.166+00",15674.190755522362
"2021-08-02 05:34:05.166+00",15679.39291923725
"2021-08-02 05:34:15.166+00",15681.481677245336
"2021-08-02 05:34:25.166+00",15681.541138310313
"2021-08-02 05:34:35.166+00",15677.070122472362
"2021-08-02 05:34:45.166+00",15678.917239249979
"2021-08-02 05:34:55.174+00",15683.090618278817
"2021-08-02 05:35:05.166+00",15685.665145620413
"2021-08-02 05:35:15.166+00",15687.607774535001
"2021-08-02 05:35:25.166+00",15673.28540360668
"2021-08-02 05:35:35.169+00",15676.534746815243
"2021-08-02 05:35:45.166+00",15679.225953455714
"2021-08-02 05:35:55.166+00",15683.056383314104
"2021-08-02 05:36:05.166+00",15687.080481201609
"2021-08-02 05:36:15.166+00",15676.351902096168
"2021-08-02 05:36:25.166+00",15680.379156236853
"2021-08-02 05:36:35.166+00",15678.988243231948
"2021-08-02 05:36:45.166+00",15681.753687866449
"2021-08-02 05:36:55.166+00",15682.626519985797
"2021-08-02 05:37:05.166+00",15670.01979697402
"2021-08-02 05:37:15.166+00",15668.07509339936
"2021-08-02 05:37:25.166+00",15669.962956480476
"2021-08-02 05:37:35.166+00",15675.954151344118
"2021-08-02 05:37:45.166+00",15681.777961024394
"2021-08-02 05:37:55.166+00",15671.796263632172
"2021-08-02 05:38:05.166+00",15676.972622824593
"2021-08-02 05:38:15.166+00",15680.203532996717
"2021-08-02 05:38:25.166+00",15679.007013162285
"2021-08-02 05:38:35.166+00",15676.851353273812
"2021-08-02 05:38:45.166+00",15672.689561637935
"2021-08-02 05:38:55.166+00",15675.83662835016
"2021-08-02 05:39:05.166+00",15675.13156917892
"2021-08-02 05:39:15.166+00",15683.180474376331
"2021-08-02 05:39:25.166+00",15687.391391013347
"2021-08-02 05:39:35.166+00",15669.54463717673
"2021-08-02 05:39:45.166+00",15667.440524229301
"2021-08-02 05:39:55.166+00",15666.585095651746
"2021-08-02 05:40:05.166+00",15676.507239227889
"2021-08-02 05:40:15.166+00",15678.662726714612
"2021-08-02 05:40:25.166+00",15669.63180736533
"2021-08-02 05:40:35.175+00",15662.796879396072
"2021-08-02 05:40:45.166+00",15664.85413928053
"2021-08-02 05:40:55.166+00",15669.500539315255
"2021-08-02 05:41:05.166+00",15676.54793983134
"2021-08-02 05:41:15.166+00",15670.34536752597
"2021-08-02 05:41:25.166+00",15668.001293456464
"2021-08-02 05:41:35.166+00",15669.683633845678
"2021-08-02 05:41:45.166+00",15672.4635663058
"2021-08-02 05:41:55.166+00",15676.180208602123
"2021-08-02 05:42:05.166+00",15674.349418308346
"2021-08-02 05:42:15.166+00",15668.475098377316
"2021-08-02 05:42:25.166+00",15666.617221317489
"2021-08-02 05:42:35.166+00",15673.502424888444
"2021-08-02 05:42:45.166+00",15674.520041314207
"2021-08-02 05:42:55.166+00",15668.66914363571
"2021-08-02 05:43:05.166+00",15666.710311747136
"2021-08-02 05:43:15.166+00",15669.95532498129
"2021-08-02 05:43:25.166+00",15669.677566387567
"2021-08-02 05:43:35.166+00",15680.217167616265
"2021-08-02 05:43:45.166+00",15673.238338463874
"2021-08-02 05:43:55.166+00",15671.948945877988
"2021-08-02 05:44:05.166+00",15680.564319753688
