"time","total_received_records"
"2021-08-02 05:16:40.378+00",3247909
"2021-08-02 05:16:50.373+00",nan
"2021-08-02 05:18:30.373+00",0
"2021-08-02 05:18:40.373+00",0
"2021-08-02 05:18:50.373+00",0
"2021-08-02 05:19:00.373+00",0
"2021-08-02 05:19:10.373+00",0
"2021-08-02 05:19:20.373+00",0
"2021-08-02 05:19:30.373+00",0
"2021-08-02 05:19:40.373+00",0
"2021-08-02 05:19:50.373+00",0
"2021-08-02 05:20:00.373+00",0
"2021-08-02 05:20:10.373+00",1531329
"2021-08-02 05:20:20.373+00",1531329
"2021-08-02 05:20:30.373+00",1531329
"2021-08-02 05:20:40.373+00",1531329
"2021-08-02 05:20:50.373+00",1531329
"2021-08-02 05:21:00.373+00",1531329
"2021-08-02 05:21:10.373+00",1531329
"2021-08-02 05:21:20.373+00",1531329
"2021-08-02 05:21:30.373+00",1531329
"2021-08-02 05:21:40.388+00",1531329
"2021-08-02 05:21:50.373+00",1531329
"2021-08-02 05:22:00.373+00",1531329
"2021-08-02 05:22:10.373+00",1531329
"2021-08-02 05:22:20.373+00",1531329
"2021-08-02 05:22:30.373+00",1531329
"2021-08-02 05:22:40.373+00",1531329
"2021-08-02 05:22:50.373+00",1531329
"2021-08-02 05:23:00.373+00",1531329
"2021-08-02 05:23:10.373+00",1531329
"2021-08-02 05:23:20.373+00",1531329
"2021-08-02 05:23:30.373+00",1531329
"2021-08-02 05:23:40.373+00",1531329
"2021-08-02 05:23:50.373+00",1531329
"2021-08-02 05:24:00.373+00",1531329
"2021-08-02 05:24:10.373+00",1531329
"2021-08-02 05:24:20.373+00",1531329
"2021-08-02 05:24:30.373+00",1531329
"2021-08-02 05:24:40.373+00",1531329
"2021-08-02 05:24:50.373+00",1531329
"2021-08-02 05:25:00.373+00",1531329
"2021-08-02 05:25:10.373+00",1531329
"2021-08-02 05:25:20.373+00",1531329
"2021-08-02 05:25:30.373+00",1531329
"2021-08-02 05:25:40.373+00",1531329
"2021-08-02 05:25:50.373+00",1531329
"2021-08-02 05:26:00.373+00",1531329
"2021-08-02 05:26:10.373+00",1531329
"2021-08-02 05:26:20.373+00",1531329
"2021-08-02 05:26:30.373+00",1531329
"2021-08-02 05:26:40.373+00",1531329
"2021-08-02 05:26:50.373+00",1531329
"2021-08-02 05:27:00.373+00",1531329
"2021-08-02 05:27:10.373+00",1531329
"2021-08-02 05:27:20.373+00",1531329
"2021-08-02 05:27:30.373+00",1531329
"2021-08-02 05:27:40.373+00",1531329
"2021-08-02 05:27:50.373+00",1531329
"2021-08-02 05:28:00.373+00",1531329
"2021-08-02 05:28:10.373+00",1531329
"2021-08-02 05:28:20.373+00",0
"2021-08-02 05:28:30.373+00",0
"2021-08-02 05:28:40.373+00",0
"2021-08-02 05:28:50.373+00",0
"2021-08-02 05:29:00.373+00",0
"2021-08-02 05:29:10.373+00",0
"2021-08-02 05:29:20.373+00",0
"2021-08-02 05:29:30.373+00",0
"2021-08-02 05:29:40.373+00",0
"2021-08-02 05:29:50.373+00",0
"2021-08-02 05:30:00.373+00",0
"2021-08-02 05:30:10.373+00",1740243
"2021-08-02 05:30:20.373+00",1740243
"2021-08-02 05:30:30.373+00",1740243
"2021-08-02 05:30:40.373+00",1740243
"2021-08-02 05:30:50.373+00",1740243
"2021-08-02 05:31:00.373+00",1740243
"2021-08-02 05:31:10.373+00",1740243
"2021-08-02 05:31:20.373+00",1740243
"2021-08-02 05:31:30.373+00",1740243
"2021-08-02 05:31:40.373+00",1740243
"2021-08-02 05:31:50.373+00",1740243
"2021-08-02 05:32:00.373+00",1740243
"2021-08-02 05:32:10.373+00",1740243
"2021-08-02 05:32:20.373+00",1740243
"2021-08-02 05:32:30.373+00",1740243
"2021-08-02 05:32:40.373+00",1740243
"2021-08-02 05:32:50.373+00",1740243
"2021-08-02 05:33:00.373+00",1740243
"2021-08-02 05:33:10.373+00",1740243
"2021-08-02 05:33:20.373+00",1740243
"2021-08-02 05:33:30.373+00",1740243
"2021-08-02 05:33:40.373+00",1740243
"2021-08-02 05:33:50.373+00",1740243
"2021-08-02 05:34:00.373+00",1740243
"2021-08-02 05:34:10.373+00",1740243
"2021-08-02 05:34:20.373+00",1740243
"2021-08-02 05:34:30.373+00",1740243
"2021-08-02 05:34:40.373+00",1740243
"2021-08-02 05:34:50.373+00",1740243
"2021-08-02 05:35:00.373+00",1740243
"2021-08-02 05:35:10.373+00",6540230
"2021-08-02 05:35:20.373+00",6540230
"2021-08-02 05:35:30.373+00",6540230
"2021-08-02 05:35:40.373+00",6540230
"2021-08-02 05:35:50.373+00",6540230
"2021-08-02 05:36:00.378+00",6540230
"2021-08-02 05:36:10.373+00",6540230
"2021-08-02 05:36:20.373+00",6540230
"2021-08-02 05:36:30.373+00",6540230
"2021-08-02 05:36:40.38+00",6540230
"2021-08-02 05:36:50.376+00",6540230
"2021-08-02 05:37:00.373+00",6540230
"2021-08-02 05:37:10.373+00",6540230
"2021-08-02 05:37:20.373+00",6540230
"2021-08-02 05:37:30.373+00",6540230
"2021-08-02 05:37:40.373+00",6540230
"2021-08-02 05:37:50.373+00",6540230
"2021-08-02 05:38:00.373+00",6540230
"2021-08-02 05:38:10.373+00",6540230
"2021-08-02 05:38:20.373+00",6540230
"2021-08-02 05:38:30.373+00",6540230
"2021-08-02 05:38:40.373+00",6540230
"2021-08-02 05:38:50.373+00",6540230
"2021-08-02 05:39:00.373+00",6540230
"2021-08-02 05:39:10.381+00",6540230
"2021-08-02 05:39:20.373+00",6540230
"2021-08-02 05:39:30.373+00",6540230
"2021-08-02 05:39:40.373+00",6540230
"2021-08-02 05:39:50.373+00",6540230
"2021-08-02 05:40:00.381+00",6540230
"2021-08-02 05:40:10.373+00",6540230
"2021-08-02 05:40:20.373+00",6540230
"2021-08-02 05:40:30.373+00",6540230
"2021-08-02 05:40:40.373+00",6540230
"2021-08-02 05:40:50.373+00",6540230
"2021-08-02 05:41:00.373+00",6540230
"2021-08-02 05:41:10.382+00",6540230
"2021-08-02 05:41:20.373+00",6540230
"2021-08-02 05:41:30.373+00",6540230
"2021-08-02 05:41:40.373+00",6540230
"2021-08-02 05:41:50.373+00",6540230
"2021-08-02 05:42:00.373+00",6540230
"2021-08-02 05:42:10.373+00",6540230
"2021-08-02 05:42:20.373+00",6540230
"2021-08-02 05:42:30.373+00",6540230
"2021-08-02 05:42:40.373+00",6540230
"2021-08-02 05:42:50.373+00",6540230
"2021-08-02 05:43:00.373+00",6540230
"2021-08-02 05:43:10.373+00",6540230
"2021-08-02 05:43:20.373+00",6540230
"2021-08-02 05:43:30.373+00",6540230
"2021-08-02 05:43:40.373+00",6540230
"2021-08-02 05:43:50.378+00",6540230
"2021-08-02 05:44:00.379+00",6540230
"2021-08-02 05:44:10.373+00",6540230
"2021-08-02 05:44:20.373+00",6540230
"2021-08-02 05:44:30.373+00",6540230
"2021-08-02 05:44:40.373+00",6540230
"2021-08-02 05:44:50.373+00",6540230
"2021-08-02 05:45:00.391+00",6540230
"2021-08-02 05:45:10.373+00",6540230
"2021-08-02 05:45:20.373+00",6540230
"2021-08-02 05:45:30.373+00",6540230
"2021-08-02 05:45:40.373+00",6540230
"2021-08-02 05:45:50.373+00",6540230
"2021-08-02 05:46:00.373+00",6540230
"2021-08-02 05:46:10.373+00",6540230
"2021-08-02 05:46:20.376+00",6540230
"2021-08-02 05:46:30.373+00",6540230
"2021-08-02 05:46:40.373+00",6540230
"2021-08-02 05:46:50.373+00",6540230
"2021-08-02 05:47:00.376+00",6540230
"2021-08-02 05:47:10.373+00",6540230
"2021-08-02 05:47:20.373+00",6540230
"2021-08-02 05:47:30.373+00",6540230
"2021-08-02 05:47:40.375+00",6540230
"2021-08-02 05:47:50.373+00",6540230
"2021-08-02 05:48:00.373+00",6540230
"2021-08-02 05:48:10.373+00",6540230
"2021-08-02 05:48:20.373+00",11340245
"2021-08-02 05:48:30.373+00",11340245
"2021-08-02 05:48:40.373+00",11340245
"2021-08-02 05:48:50.373+00",11340245
"2021-08-02 05:49:00.373+00",11340245
"2021-08-02 05:49:10.373+00",11340245
"2021-08-02 05:49:20.373+00",11340245
"2021-08-02 05:49:30.373+00",11340245
"2021-08-02 05:49:40.375+00",11340245
"2021-08-02 05:49:50.373+00",11340245
"2021-08-02 05:50:00.373+00",11340245
"2021-08-02 05:50:10.373+00",11340245
"2021-08-02 05:50:20.373+00",11340245
"2021-08-02 05:50:30.373+00",11340245
"2021-08-02 05:50:40.373+00",11340245
"2021-08-02 05:50:50.373+00",11340245
"2021-08-02 05:51:00.373+00",11340245
"2021-08-02 05:51:10.373+00",11340245
"2021-08-02 05:51:20.373+00",11340245
"2021-08-02 05:51:30.376+00",11340245
"2021-08-02 05:51:40.373+00",11340245
"2021-08-02 05:51:50.373+00",11340245
"2021-08-02 05:52:00.373+00",11340245
"2021-08-02 05:52:10.373+00",11340245
"2021-08-02 05:52:20.373+00",11340245
"2021-08-02 05:52:30.373+00",11340245
"2021-08-02 05:52:40.373+00",11340245
"2021-08-02 05:52:50.373+00",11340245
"2021-08-02 05:53:00.373+00",11340245
"2021-08-02 05:53:10.373+00",11340245
"2021-08-02 05:53:20.373+00",11340245
"2021-08-02 05:53:30.373+00",11340245
"2021-08-02 05:53:40.373+00",11340245
"2021-08-02 05:53:50.373+00",11340245
"2021-08-02 05:54:00.373+00",11340245
"2021-08-02 05:54:10.373+00",11340245
"2021-08-02 05:54:20.373+00",11340245
"2021-08-02 05:54:30.373+00",11340245
"2021-08-02 05:54:40.373+00",11340245
"2021-08-02 05:54:50.373+00",11340245
"2021-08-02 05:55:00.373+00",11340245
"2021-08-02 05:55:10.373+00",11340245
"2021-08-02 05:55:20.373+00",11340245
"2021-08-02 05:55:30.373+00",11340245
"2021-08-02 05:55:40.373+00",11340245
"2021-08-02 05:55:50.373+00",11340245
"2021-08-02 05:56:00.373+00",11340245
"2021-08-02 05:56:10.373+00",11340245
"2021-08-02 05:56:20.373+00",11340245
"2021-08-02 05:56:30.373+00",11340245
"2021-08-02 05:56:40.373+00",11340245
"2021-08-02 05:56:50.373+00",11340245
"2021-08-02 05:57:00.373+00",11340245
"2021-08-02 05:57:10.373+00",11340245
"2021-08-02 05:57:20.373+00",11340245
"2021-08-02 05:57:30.391+00",11340245
"2021-08-02 05:57:40.373+00",11340245
"2021-08-02 05:57:50.373+00",11340245
"2021-08-02 05:58:00.373+00",11340245
"2021-08-02 05:58:10.373+00",11340245
"2021-08-02 05:58:20.382+00",11340245
"2021-08-02 05:58:30.373+00",11340245
"2021-08-02 05:58:40.373+00",11340245
"2021-08-02 05:58:50.373+00",11340245
"2021-08-02 05:59:00.373+00",11340245
"2021-08-02 05:59:10.373+00",11340245
"2021-08-02 05:59:20.373+00",11340245
"2021-08-02 05:59:30.376+00",11340245
"2021-08-02 05:59:40.373+00",11340245
"2021-08-02 05:59:50.373+00",11340245
"2021-08-02 06:00:00.381+00",11340245
"2021-08-02 06:00:10.373+00",11340245
"2021-08-02 06:00:20.373+00",11340245
"2021-08-02 06:00:30.375+00",11340245
"2021-08-02 06:00:40.373+00",11340245
"2021-08-02 06:00:50.373+00",11340245
"2021-08-02 06:01:00.373+00",11340245
"2021-08-02 06:01:10.373+00",11340245
"2021-08-02 06:01:20.373+00",11340245
"2021-08-02 06:01:30.373+00",11340245
"2021-08-02 06:01:40.373+00",11340245
"2021-08-02 06:01:50.373+00",11340245
"2021-08-02 06:02:00.373+00",11340245
"2021-08-02 06:02:10.382+00",11340245
"2021-08-02 06:02:20.373+00",11340245
"2021-08-02 06:02:30.373+00",11340245
"2021-08-02 06:02:40.373+00",11340245
"2021-08-02 06:02:50.378+00",11340245
"2021-08-02 06:03:00.373+00",11340245
"2021-08-02 06:03:10.373+00",11340245
"2021-08-02 06:03:20.373+00",11340245
"2021-08-02 06:03:30.373+00",11340245
"2021-08-02 06:03:40.373+00",11340245
"2021-08-02 06:03:50.373+00",11340245
"2021-08-02 06:04:00.373+00",11340245
"2021-08-02 06:04:10.375+00",11340245
"2021-08-02 06:04:20.373+00",11340245
"2021-08-02 06:04:30.373+00",11340245
"2021-08-02 06:04:40.373+00",11340245
"2021-08-02 06:04:50.373+00",11340245
"2021-08-02 06:05:00.376+00",11340245
"2021-08-02 06:05:10.373+00",11340245
"2021-08-02 06:05:20.373+00",11340245
"2021-08-02 06:05:30.373+00",11340245
"2021-08-02 06:05:40.373+00",11340245
"2021-08-02 06:05:50.373+00",11340245
"2021-08-02 06:06:00.373+00",11340245
"2021-08-02 06:06:10.373+00",11340245
"2021-08-02 06:06:20.389+00",11340245
"2021-08-02 06:06:30.373+00",nan
"2021-08-02 06:12:00.373+00",76609
"2021-08-02 06:12:10.373+00",156607
"2021-08-02 06:12:20.373+00",236606
"2021-08-02 06:12:30.381+00",316610
"2021-08-02 06:12:40.373+00",396607
"2021-08-02 06:12:50.373+00",476613
"2021-08-02 06:13:00.373+00",556608
"2021-08-02 06:13:10.373+00",636608
"2021-08-02 06:13:20.373+00",716607
"2021-08-02 06:13:30.373+00",796609
"2021-08-02 06:13:40.373+00",876605
"2021-08-02 06:13:50.373+00",956613
"2021-08-02 06:14:00.373+00",1036608
"2021-08-02 06:14:10.373+00",1116607
"2021-08-02 06:14:20.373+00",1196606
"2021-08-02 06:14:30.373+00",1276610
"2021-08-02 06:14:40.376+00",1356599
"2021-08-02 06:14:50.373+00",1436612
"2021-08-02 06:15:00.373+00",1516608
"2021-08-02 06:15:10.373+00",1596604
"2021-08-02 06:15:20.373+00",1676610
"2021-08-02 06:15:30.373+00",1756607
"2021-08-02 06:15:40.373+00",1836609
"2021-08-02 06:15:50.373+00",1916609
"2021-08-02 06:16:00.373+00",1996604
"2021-08-02 06:16:10.373+00",2076609
"2021-08-02 06:16:20.373+00",2156608
"2021-08-02 06:16:30.373+00",2236603
"2021-08-02 06:16:40.373+00",2316610
"2021-08-02 06:16:50.373+00",2396608
"2021-08-02 06:17:00.373+00",2396608
"2021-08-02 06:17:10.381+00",2396608
"2021-08-02 06:17:20.373+00",2396608
"2021-08-02 06:17:30.373+00",2396608
"2021-08-02 06:17:40.373+00",2396608
"2021-08-02 06:17:50.373+00",2396608
"2021-08-02 06:18:00.373+00",2396608
"2021-08-02 06:18:10.373+00",2396608
"2021-08-02 06:18:20.373+00",2396608
"2021-08-02 06:18:30.373+00",2396608
"2021-08-02 06:18:40.373+00",2396608
"2021-08-02 06:18:50.373+00",2396608
"2021-08-02 06:19:00.373+00",2396608
"2021-08-02 06:19:10.373+00",2396608
"2021-08-02 06:19:20.373+00",2396608
"2021-08-02 06:19:30.373+00",2396608
"2021-08-02 06:19:40.373+00",2396608
"2021-08-02 06:19:50.373+00",2396608
"2021-08-02 06:20:00.373+00",2396608
"2021-08-02 06:20:10.373+00",2396608
"2021-08-02 06:20:20.373+00",2396608
"2021-08-02 06:20:30.373+00",2396608
"2021-08-02 06:20:40.373+00",2396608
"2021-08-02 06:20:50.373+00",2396608
"2021-08-02 06:21:00.373+00",2396608
"2021-08-02 06:21:10.373+00",2396608
"2021-08-02 06:21:20.373+00",2396608
"2021-08-02 06:21:30.373+00",2396608
"2021-08-02 06:21:40.373+00",2396608
"2021-08-02 06:21:50.373+00",nan
"2021-08-02 06:26:10.373+00",132
"2021-08-02 06:26:20.373+00",10131
"2021-08-02 06:26:30.373+00",20131
"2021-08-02 06:26:40.392+00",30132
"2021-08-02 06:26:50.373+00",40131
"2021-08-02 06:27:00.382+00",50131
"2021-08-02 06:27:10.373+00",60130
"2021-08-02 06:27:20.373+00",70131
"2021-08-02 06:27:30.373+00",80131
"2021-08-02 06:27:40.373+00",90131
