"time","current_consumer_offset","kafka_partition"
"2021-08-02 04:25:54.576+00",14327502,"2"
"2021-08-02 04:26:04.576+00",14343505,"2"
"2021-08-02 04:26:04.576+00",14343504,"1"
"2021-08-02 04:26:04.576+00",14343501,"0"
"2021-08-02 04:26:04.576+00",14343507,"4"
"2021-08-02 04:26:04.576+00",14343504,"3"
"2021-08-02 04:26:14.576+00",14359543,"3"
"2021-08-02 04:26:14.576+00",14359540,"0"
"2021-08-02 04:26:14.576+00",14359542,"1"
"2021-08-02 04:26:14.576+00",14359544,"2"
"2021-08-02 04:26:14.576+00",14359546,"4"
"2021-08-02 04:26:24.576+00",14375502,"1"
"2021-08-02 04:26:24.576+00",14375499,"0"
"2021-08-02 04:26:24.576+00",14375505,"4"
"2021-08-02 04:26:24.576+00",14375503,"2"
"2021-08-02 04:26:24.576+00",14375502,"3"
"2021-08-02 04:26:34.59+00",14391681,"0"
"2021-08-02 04:26:34.59+00",14391686,"1"
"2021-08-02 04:26:34.59+00",14391687,"2"
"2021-08-02 04:26:34.59+00",14391689,"4"
"2021-08-02 04:26:34.59+00",14391686,"3"
"2021-08-02 04:26:44.576+00",14407498,"0"
"2021-08-02 04:26:44.576+00",14407504,"4"
"2021-08-02 04:26:44.576+00",14407502,"2"
"2021-08-02 04:26:44.576+00",14407501,"3"
"2021-08-02 04:26:44.576+00",14407500,"1"
"2021-08-02 04:26:54.581+00",14423581,"4"
"2021-08-02 04:26:54.581+00",14423577,"3"
"2021-08-02 04:26:54.581+00",14423575,"0"
"2021-08-02 04:26:54.581+00",14423577,"1"
"2021-08-02 04:26:54.581+00",14423579,"2"
"2021-08-02 04:27:04.595+00",14439691,"3"
"2021-08-02 04:27:04.595+00",14439691,"1"
"2021-08-02 04:27:04.595+00",14439692,"2"
"2021-08-02 04:27:04.595+00",14439694,"4"
"2021-08-02 04:27:04.595+00",14439688,"0"
"2021-08-02 04:27:14.576+00",14455501,"1"
"2021-08-02 04:27:14.576+00",14455504,"4"
"2021-08-02 04:27:14.576+00",14455501,"3"
"2021-08-02 04:27:14.576+00",14455499,"0"
"2021-08-02 04:27:14.576+00",14455503,"2"
"2021-08-02 04:27:24.59+00",14471726,"4"
"2021-08-02 04:27:24.59+00",14471725,"2"
"2021-08-02 04:27:24.59+00",14471723,"1"
"2021-08-02 04:27:24.59+00",14471721,"0"
"2021-08-02 04:27:24.59+00",14471723,"3"
"2021-08-02 04:27:34.576+00",14487499,"0"
"2021-08-02 04:27:34.576+00",14487502,"3"
"2021-08-02 04:27:34.576+00",14487505,"4"
"2021-08-02 04:27:34.576+00",14487503,"2"
"2021-08-02 04:27:34.576+00",14487502,"1"
"2021-08-02 04:27:44.576+00",14503506,"2"
"2021-08-02 04:27:44.576+00",14503504,"1"
"2021-08-02 04:27:44.576+00",14503508,"4"
"2021-08-02 04:27:44.576+00",14503501,"0"
"2021-08-02 04:27:44.576+00",14503504,"3"
"2021-08-02 04:27:54.576+00",14519502,"3"
"2021-08-02 04:27:54.576+00",14519499,"0"
"2021-08-02 04:27:54.576+00",14519503,"2"
"2021-08-02 04:27:54.576+00",14519501,"1"
"2021-08-02 04:27:54.576+00",14519505,"4"
"2021-08-02 04:28:04.576+00",14535506,"4"
"2021-08-02 04:28:04.576+00",14535502,"3"
"2021-08-02 04:28:04.576+00",14535499,"0"
"2021-08-02 04:28:04.576+00",14535502,"1"
"2021-08-02 04:28:04.576+00",14535503,"2"
"2021-08-02 04:28:14.576+00",14551505,"4"
"2021-08-02 04:28:14.576+00",14551502,"3"
"2021-08-02 04:28:14.576+00",14551504,"2"
"2021-08-02 04:28:14.576+00",14551502,"1"
"2021-08-02 04:28:14.576+00",14551499,"0"
"2021-08-02 04:28:24.576+00",14567504,"2"
"2021-08-02 04:28:24.576+00",14567502,"3"
"2021-08-02 04:28:24.576+00",14567506,"4"
"2021-08-02 04:28:24.576+00",14567502,"1"
"2021-08-02 04:28:24.576+00",14567499,"0"
"2021-08-02 04:28:34.579+00",14583707,"0"
"2021-08-02 04:28:34.579+00",14583724,"1"
"2021-08-02 04:28:34.579+00",14583724,"3"
"2021-08-02 04:28:34.579+00",14583727,"4"
"2021-08-02 04:28:34.579+00",14583726,"2"
"2021-08-02 04:28:44.576+00",14599499,"0"
"2021-08-02 04:28:44.576+00",14599502,"1"
"2021-08-02 04:28:44.576+00",14599502,"3"
"2021-08-02 04:28:44.576+00",14599506,"4"
"2021-08-02 04:28:44.576+00",14599504,"2"
"2021-08-02 04:28:54.576+00",14615505,"4"
"2021-08-02 04:28:54.576+00",14615502,"3"
"2021-08-02 04:28:54.576+00",14615499,"0"
"2021-08-02 04:28:54.576+00",14615502,"1"
"2021-08-02 04:28:54.576+00",14615504,"2"
"2021-08-02 04:29:04.578+00",14631566,"1"
"2021-08-02 04:29:04.578+00",14631556,"0"
"2021-08-02 04:29:04.578+00",14631586,"3"
"2021-08-02 04:29:04.578+00",14631589,"4"
"2021-08-02 04:29:04.578+00",14631588,"2"
"2021-08-02 04:29:14.607+00",14647566,"0"
"2021-08-02 04:29:14.607+00",14647571,"4"
"2021-08-02 04:29:14.607+00",14647569,"3"
"2021-08-02 04:29:14.607+00",14647569,"1"
"2021-08-02 04:29:14.607+00",14647570,"2"
"2021-08-02 04:29:24.576+00",14663500,"0"
"2021-08-02 04:29:24.576+00",14663504,"2"
"2021-08-02 04:29:24.576+00",14663506,"4"
"2021-08-02 04:29:24.576+00",14663503,"1"
"2021-08-02 04:29:24.576+00",14663503,"3"
"2021-08-02 04:29:34.576+00",14679505,"2"
"2021-08-02 04:29:34.576+00",14679504,"3"
"2021-08-02 04:29:34.576+00",14679507,"4"
"2021-08-02 04:29:34.576+00",14679504,"1"
"2021-08-02 04:29:34.576+00",14679501,"0"
"2021-08-02 04:29:44.576+00",14695498,"0"
"2021-08-02 04:29:44.576+00",14695501,"1"
"2021-08-02 04:29:44.576+00",14695502,"2"
"2021-08-02 04:29:44.576+00",14695501,"3"
"2021-08-02 04:29:44.576+00",14695504,"4"
"2021-08-02 04:29:54.576+00",14711729,"4"
"2021-08-02 04:29:54.576+00",14711726,"1"
"2021-08-02 04:29:54.576+00",14711723,"0"
"2021-08-02 04:29:54.576+00",14711726,"3"
"2021-08-02 04:29:54.576+00",14711728,"2"
"2021-08-02 04:30:04.576+00",14727509,"3"
"2021-08-02 04:30:04.576+00",14727506,"0"
"2021-08-02 04:30:04.576+00",14727509,"1"
"2021-08-02 04:30:04.576+00",14727510,"2"
"2021-08-02 04:30:04.576+00",14727512,"4"
"2021-08-02 04:30:14.576+00",14743594,"0"
"2021-08-02 04:30:14.576+00",14743614,"2"
"2021-08-02 04:30:14.576+00",14743612,"1"
"2021-08-02 04:30:14.576+00",14743615,"4"
"2021-08-02 04:30:14.576+00",14743612,"3"
"2021-08-02 04:30:24.576+00",14759498,"0"
"2021-08-02 04:30:24.576+00",14759501,"3"
"2021-08-02 04:30:24.576+00",14759504,"4"
"2021-08-02 04:30:24.576+00",14759502,"2"
"2021-08-02 04:30:24.576+00",14759501,"1"
"2021-08-02 04:30:34.576+00",14775500,"0"
"2021-08-02 04:30:34.576+00",14775502,"1"
"2021-08-02 04:30:34.576+00",14775504,"2"
"2021-08-02 04:30:34.576+00",14775506,"4"
"2021-08-02 04:30:34.576+00",14775502,"3"
"2021-08-02 04:30:44.576+00",14791504,"2"
"2021-08-02 04:30:44.576+00",14791500,"0"
"2021-08-02 04:30:44.576+00",14791502,"1"
"2021-08-02 04:30:44.576+00",14791503,"3"
"2021-08-02 04:30:44.576+00",14791506,"4"
"2021-08-02 04:30:54.576+00",14807502,"3"
"2021-08-02 04:30:54.576+00",14807505,"4"
"2021-08-02 04:30:54.576+00",14807503,"2"
"2021-08-02 04:30:54.576+00",14807502,"1"
"2021-08-02 04:30:54.576+00",14807499,"0"
"2021-08-02 04:31:04.576+00",14823507,"4"
"2021-08-02 04:31:04.576+00",14823505,"2"
"2021-08-02 04:31:04.576+00",14823504,"1"
"2021-08-02 04:31:04.576+00",14823501,"0"
"2021-08-02 04:31:04.576+00",14823504,"3"
"2021-08-02 04:31:14.576+00",14839503,"3"
"2021-08-02 04:31:14.576+00",14839503,"1"
"2021-08-02 04:31:14.576+00",14839504,"2"
"2021-08-02 04:31:14.576+00",14839507,"4"
"2021-08-02 04:31:14.576+00",14839500,"0"
"2021-08-02 04:31:24.576+00",14855502,"1"
"2021-08-02 04:31:24.576+00",14855504,"2"
"2021-08-02 04:31:24.576+00",14855502,"3"
"2021-08-02 04:31:24.576+00",14855506,"4"
"2021-08-02 04:31:24.576+00",14855500,"0"
"2021-08-02 04:31:34.638+00",14862886,"0"
"2021-08-02 04:31:34.638+00",14862887,"3"
"2021-08-02 04:31:34.638+00",14862889,"4"
"2021-08-02 04:31:34.638+00",14862889,"2"
"2021-08-02 04:31:34.638+00",14862888,"1"
"2021-08-02 04:31:44.576+00",14862889,"2"
"2021-08-02 04:31:44.576+00",14862886,"0"
"2021-08-02 04:31:44.576+00",14862888,"1"
"2021-08-02 04:31:44.576+00",14862887,"3"
"2021-08-02 04:31:44.576+00",14862889,"4"
"2021-08-02 04:31:54.576+00",14862886,"0"
"2021-08-02 04:31:54.576+00",14862888,"1"
"2021-08-02 04:31:54.576+00",14862889,"2"
"2021-08-02 04:31:54.576+00",14862889,"4"
"2021-08-02 04:31:54.576+00",14862887,"3"
"2021-08-02 04:32:04.583+00",14862887,"3"
"2021-08-02 04:32:04.583+00",14862888,"1"
"2021-08-02 04:32:04.583+00",14862886,"0"
"2021-08-02 04:32:04.583+00",14862889,"4"
"2021-08-02 04:32:04.583+00",14862889,"2"
"2021-08-02 04:32:14.576+00",14862888,"1"
"2021-08-02 04:32:14.576+00",14862886,"0"
"2021-08-02 04:32:14.576+00",14862887,"3"
"2021-08-02 04:32:14.576+00",14862889,"4"
"2021-08-02 04:32:14.576+00",14862889,"2"
"2021-08-02 04:32:24.576+00",14862888,"1"
"2021-08-02 04:32:24.576+00",14862889,"2"
"2021-08-02 04:32:24.576+00",14862889,"4"
"2021-08-02 04:32:24.576+00",14862887,"3"
"2021-08-02 04:32:24.576+00",14862886,"0"
"2021-08-02 04:32:34.576+00",14862889,"4"
"2021-08-02 04:32:34.576+00",14862889,"2"
"2021-08-02 04:32:34.576+00",14862888,"1"
"2021-08-02 04:32:34.576+00",14862886,"0"
"2021-08-02 04:32:34.576+00",14862887,"3"
"2021-08-02 04:32:44.576+00",14862889,"2"
"2021-08-02 04:32:44.576+00",14862887,"3"
"2021-08-02 04:32:44.576+00",14862886,"0"
"2021-08-02 04:32:44.576+00",14862889,"4"
"2021-08-02 04:32:44.576+00",14862888,"1"
"2021-08-02 04:32:54.576+00",14862886,"0"
