"time","bytesinpersec_oneminuterate"
"2021-08-02 04:21:35.166+00",2044714.9852155503
"2021-08-02 04:21:45.166+00",2043288.8445638826
"2021-08-02 04:21:55.166+00",2045023.6240742558
"2021-08-02 04:22:05.166+00",2044906.6173303765
"2021-08-02 04:22:15.166+00",2042539.5349506354
"2021-08-02 04:22:25.176+00",2039884.088482513
"2021-08-02 04:22:35.166+00",2038189.1909850591
"2021-08-02 04:22:45.166+00",2036182.2383871465
"2021-08-02 04:22:55.166+00",2037756.3839496658
"2021-08-02 04:23:05.166+00",2036577.125996406
"2021-08-02 04:23:15.166+00",2034732.534881794
"2021-08-02 04:23:25.166+00",2033745.9788100186
"2021-08-02 04:23:35.166+00",2032335.1954189532
"2021-08-02 04:23:45.166+00",2033449.553561135
"2021-08-02 04:23:55.168+00",2036990.7383993017
"2021-08-02 04:24:05.166+00",2035777.0716614253
"2021-08-02 04:24:15.166+00",2034828.0459959526
"2021-08-02 04:24:25.166+00",2033355.586911859
"2021-08-02 04:24:35.166+00",2032169.4996246458
"2021-08-02 04:24:45.166+00",2031558.8785233758
"2021-08-02 04:24:55.166+00",2030625.6651538399
"2021-08-02 04:25:05.166+00",2030261.730483424
"2021-08-02 04:25:15.166+00",2030704.767948969
"2021-08-02 04:25:25.166+00",2034207.4728711052
"2021-08-02 04:25:35.166+00",2036599.02600407
"2021-08-02 04:25:45.166+00",2039536.4576293456
"2021-08-02 04:25:55.166+00",2039068.3265515026
"2021-08-02 04:26:05.166+00",2037035.855194181
"2021-08-02 04:26:15.166+00",2035248.297550456
"2021-08-02 04:26:25.166+00",2034102.5092447028
"2021-08-02 04:26:35.166+00",2033294.793761864
"2021-08-02 04:26:45.166+00",2034478.485905399
"2021-08-02 04:26:55.166+00",2037537.805377864
"2021-08-02 04:27:05.166+00",2036901.868932867
"2021-08-02 04:27:15.166+00",2040059.6837632556
"2021-08-02 04:27:25.166+00",2040335.018430024
"2021-08-02 04:27:35.166+00",2042998.1162808195
"2021-08-02 04:27:45.166+00",2041888.6933812292
"2021-08-02 04:27:55.166+00",2039378.1984485493
"2021-08-02 04:28:05.178+00",2038653.0917594985
"2021-08-02 04:28:15.166+00",2040930.9070864709
"2021-08-02 04:28:25.166+00",2040341.736196898
"2021-08-02 04:28:35.166+00",2038024.387815724
"2021-08-02 04:28:45.166+00",2036041.1065175137
"2021-08-02 04:28:55.166+00",2034886.3501604793
"2021-08-02 04:29:05.166+00",2033524.3778859666
"2021-08-02 04:29:15.166+00",2032755.3070119652
"2021-08-02 04:29:25.166+00",2031566.2689454223
"2021-08-02 04:29:35.166+00",2031302.9179530134
"2021-08-02 04:29:45.166+00",2032838.196695109
"2021-08-02 04:29:55.166+00",2036115.3812821142
"2021-08-02 04:30:05.166+00",2035568.363619329
"2021-08-02 04:30:15.166+00",2033893.0944834743
"2021-08-02 04:30:25.166+00",2032581.9530743714
"2021-08-02 04:30:35.168+00",2031829.386469506
"2021-08-02 04:30:45.166+00",2034304.9054791464
"2021-08-02 04:30:55.166+00",2037957.3785789842
"2021-08-02 04:31:05.166+00",2040817.9761453823
"2021-08-02 04:31:15.166+00",2040666.0400433063
"2021-08-02 04:31:25.166+00",2039996.0658838116
"2021-08-02 04:31:35.166+00",1858599.958830768
"2021-08-02 04:31:45.166+00",1573270.899032693
"2021-08-02 04:31:55.166+00",1331745.0643334012
"2021-08-02 04:32:05.166+00",1127297.8591714993
"2021-08-02 04:32:15.166+00",954237.0362969873
"2021-08-02 04:32:25.166+00",807744.2124391815
"2021-08-02 04:32:35.166+00",683740.714215929
"2021-08-02 04:32:45.166+00",578774.0191474401
"2021-08-02 04:32:55.166+00",489921.6300497985
"2021-08-02 04:33:05.166+00",414709.7064657748
"2021-08-02 04:33:15.166+00",351044.1876580293
"2021-08-02 04:33:25.166+00",312437.2629234468
"2021-08-02 04:33:35.169+00",302913.2160130478
"2021-08-02 04:33:45.166+00",294943.58863534377
"2021-08-02 04:33:55.166+00",288160.37729655154
"2021-08-02 04:34:05.166+00",282455.58027157094
"2021-08-02 04:34:15.166+00",277626.57384571456
"2021-08-02 04:34:25.166+00",273695.6434080631
"2021-08-02 04:34:35.175+00",270319.241199838
"2021-08-02 04:34:45.168+00",267491.5898717967
"2021-08-02 04:34:55.166+00",265171.68458069005
"2021-08-02 04:35:05.166+00",263192.02879959764
"2021-08-02 04:35:15.166+00",261594.82959358467
"2021-08-02 04:35:25.166+00",260194.66711791983
"2021-08-02 04:35:35.166+00",259230.72460351457
"2021-08-02 04:35:45.166+00",258225.50608687548
"2021-08-02 04:35:55.166+00",257405.7491812852
"2021-08-02 04:36:05.166+00",256762.86167414574
"2021-08-02 04:36:15.166+00",256215.75189287285
"2021-08-02 04:36:25.178+00",255664.13095710537
"2021-08-02 04:36:35.17+00",255250.6761131178
"2021-08-02 04:36:45.166+00",254955.58159775316
"2021-08-02 04:36:55.166+00",254650.94127515622
"2021-08-02 04:37:05.166+00",254330.2230089243
"2021-08-02 04:37:15.166+00",254125.81645460744
"2021-08-02 04:37:25.166+00",254014.62153883613
"2021-08-02 04:37:35.166+00",253825.35815930206
"2021-08-02 04:37:45.166+00",253675.82520978997
"2021-08-02 04:37:55.166+00",253580.90035949284
"2021-08-02 04:38:05.166+00",253541.2834441781
"2021-08-02 04:38:15.166+00",253407.18918446224
"2021-08-02 04:38:25.166+00",253332.71213262022
"2021-08-02 04:38:35.166+00",253321.91005955852
"2021-08-02 04:38:45.166+00",253290.5662812568
"2021-08-02 04:38:55.166+00",253159.9931280411
"2021-08-02 04:39:05.166+00",253132.68482641946
"2021-08-02 04:39:15.166+00",253168.09241242884
"2021-08-02 04:39:25.166+00",253132.75284482402
"2021-08-02 04:39:35.166+00",253049.0090813318
"2021-08-02 04:39:45.166+00",253049.8123392997
"2021-08-02 04:39:55.166+00",253104.68121523346
"2021-08-02 04:40:05.166+00",252935.09246052505
"2021-08-02 04:40:15.166+00",252830.70092463196
"2021-08-02 04:40:25.166+00",252852.6127592469
"2021-08-02 04:40:35.166+00",252901.60871091168
"2021-08-02 04:40:45.166+00",252885.8370159425
"2021-08-02 04:40:55.166+00",252858.9863320726
"2021-08-02 04:41:05.166+00",252866.0184394741
"2021-08-02 04:41:15.166+00",252928.2068831899
"2021-08-02 04:41:25.166+00",252893.33624151492
"2021-08-02 04:41:35.166+00",252869.05380909712
"2021-08-02 04:41:45.166+00",252881.06668610807
"2021-08-02 04:41:55.166+00",252842.28770367228
"2021-08-02 04:42:05.166+00",252829.62849783595
"2021-08-02 04:42:15.166+00",252849.93258374973
"2021-08-02 04:42:25.166+00",252908.25688139742
"2021-08-02 04:42:35.166+00",252894.8777907866
"2021-08-02 04:42:45.166+00",252864.71744296598
"2021-08-02 04:42:55.166+00",252878.85887679813
"2021-08-02 04:43:05.174+00",252902.95100872262
"2021-08-02 04:43:15.166+00",252880.4205821979
"2021-08-02 04:43:25.166+00",252863.00112475
"2021-08-02 04:43:35.166+00",252851.56625532513
"2021-08-02 04:43:45.166+00",243799.06647517203
"2021-08-02 04:43:55.166+00",206371.45431662514
"2021-08-02 04:44:05.169+00",174689.66461812143
"2021-08-02 04:44:15.166+00",147871.60862651034
"2021-08-02 04:44:25.166+00",125170.61433251828
"2021-08-02 04:44:35.166+00",105954.63752580789
"2021-08-02 04:44:45.166+00",89688.66433300567
"2021-08-02 04:44:55.166+00",75919.81528773793
"2021-08-02 04:45:05.166+00",64264.73619814123
"2021-08-02 04:45:15.166+00",54398.924746642886
"2021-08-02 04:45:25.166+00",304299.74274051946
"2021-08-02 04:45:35.166+00",567216.9187263814
"2021-08-02 04:45:45.166+00",876831.4867101173
"2021-08-02 04:45:55.166+00",1388330.5423297363
"2021-08-02 04:46:05.166+00",1793716.9755495514
"2021-08-02 04:46:15.166+00",2136562.8300045156
"2021-08-02 04:46:25.166+00",2426909.0199856334
"2021-08-02 04:46:35.166+00",2672543.6533811195
"2021-08-02 04:46:45.173+00",2879847.2633855417
"2021-08-02 04:46:55.166+00",3055741.9449763317
"2021-08-02 04:47:05.166+00",3205090.4110110123
"2021-08-02 04:47:15.166+00",3331553.4403199935
"2021-08-02 04:47:25.166+00",3438918.3159700036
"2021-08-02 04:47:35.166+00",3530003.1725994553
"2021-08-02 04:47:45.166+00",3607435.657899547
"2021-08-02 04:47:55.166+00",3674494.7131042974
"2021-08-02 04:48:05.174+00",3731249.799253868
"2021-08-02 04:48:15.172+00",3779004.9127026955
"2021-08-02 04:48:25.166+00",3818362.71053472
"2021-08-02 04:48:35.166+00",3853710.72961
"2021-08-02 04:48:45.166+00",3882238.3489767257
"2021-08-02 04:48:55.166+00",3907987.195616234
"2021-08-02 04:49:05.166+00",3928623.3528769724
"2021-08-02 04:49:15.166+00",3946052.210381062
"2021-08-02 04:49:25.166+00",3960067.164803122
"2021-08-02 04:49:35.166+00",3972601.273845565
"2021-08-02 04:49:45.166+00",3982124.2682067086
"2021-08-02 04:49:55.166+00",3991553.8537148265
"2021-08-02 04:50:05.166+00",3998153.7266992503
"2021-08-02 04:50:15.166+00",4004638.314198012
"2021-08-02 04:50:25.166+00",4010529.3693768047
"2021-08-02 04:50:35.166+00",4015782.7861997164
"2021-08-02 04:50:45.166+00",4019771.949465997
"2021-08-02 04:50:55.166+00",4022986.097011589
"2021-08-02 04:51:05.166+00",4028401.587265632
"2021-08-02 04:51:15.166+00",4032834.7391926707
"2021-08-02 04:51:25.166+00",4037410.5323001156
"2021-08-02 04:51:35.166+00",4042121.4122011536
"2021-08-02 04:51:45.166+00",4045449.0180751737
"2021-08-02 04:51:55.166+00",4048756.594513353
"2021-08-02 04:52:05.168+00",4051941.904792523
"2021-08-02 04:52:15.166+00",4054323.9731697515
"2021-08-02 04:52:25.166+00",4056781.24908397
"2021-08-02 04:52:35.166+00",4057766.7734884843
"2021-08-02 04:52:45.166+00",4058704.2246313933
"2021-08-02 04:52:55.169+00",4060317.9516624874
"2021-08-02 04:53:05.166+00",4061146.149920426
"2021-08-02 04:53:15.166+00",4060615.2914610947
"2021-08-02 04:53:25.166+00",4059147.563836742
"2021-08-02 04:53:35.166+00",4057414.1745459293
"2021-08-02 04:53:45.166+00",4055410.055570031
"2021-08-02 04:53:55.166+00",4054913.4453284075
"2021-08-02 04:54:05.169+00",4055857.9607410105
"2021-08-02 04:54:15.166+00",4055866.7719259746
"2021-08-02 04:54:25.166+00",4057355.4720425513
"2021-08-02 04:54:35.166+00",4059177.5823158924
"2021-08-02 04:54:45.166+00",4060279.164381065
"2021-08-02 04:54:55.166+00",4061062.900493741
"2021-08-02 04:55:05.166+00",4062051.7846314465
"2021-08-02 04:55:15.166+00",4062955.6195842884
"2021-08-02 04:55:25.166+00",4064617.0649203984
"2021-08-02 04:55:35.166+00",4065737.9427768616
"2021-08-02 04:55:45.166+00",4066778.040853427
"2021-08-02 04:55:55.166+00",4066808.462417546
"2021-08-02 04:56:05.166+00",4066505.222873429
"2021-08-02 04:56:15.166+00",4067237.1357524176
"2021-08-02 04:56:25.171+00",4065867.8183739926
"2021-08-02 04:56:35.166+00",4066663.114200121
"2021-08-02 04:56:45.166+00",4067220.2943022237
"2021-08-02 04:56:55.166+00",4067351.4269268676
"2021-08-02 04:57:05.166+00",4068634.1486632978
"2021-08-02 04:57:15.166+00",4069932.304305999
"2021-08-02 04:57:25.166+00",4070563.968842024
"2021-08-02 04:57:35.166+00",4071351.216390074
"2021-08-02 04:57:45.166+00",4071373.8367500734
"2021-08-02 04:57:55.166+00",4071622.21448534
"2021-08-02 04:58:05.166+00",4071546.9128312445
"2021-08-02 04:58:15.166+00",4070937.445230945
"2021-08-02 04:58:25.166+00",4071073.380072266
"2021-08-02 04:58:35.166+00",4067496.9034951217
"2021-08-02 04:58:45.166+00",4068391.0500742737
"2021-08-02 04:58:55.166+00",4068252.4802794904
"2021-08-02 04:59:05.166+00",4067399.15940297
"2021-08-02 04:59:15.166+00",4067612.8590994817
"2021-08-02 04:59:25.166+00",4066938.374311819
"2021-08-02 04:59:35.166+00",4066445.931233828
"2021-08-02 04:59:45.166+00",4067203.7203992647
"2021-08-02 04:59:55.166+00",4066670.1147743748
"2021-08-02 05:00:05.166+00",4064188.1356295343
"2021-08-02 05:00:15.166+00",4058486.458937089
"2021-08-02 05:00:25.166+00",4049819.592424343
"2021-08-02 05:00:35.166+00",4041970.978183769
"2021-08-02 05:00:45.166+00",4032176.723886097
"2021-08-02 05:00:55.166+00",4024556.441044081
"2021-08-02 05:01:05.166+00",4019989.82770126
"2021-08-02 05:01:15.166+00",4018891.7602504254
"2021-08-02 05:01:25.166+00",4018042.0848734123
"2021-08-02 05:01:35.166+00",4017517.5403970075
"2021-08-02 05:01:45.166+00",4017325.339494325
"2021-08-02 05:01:55.166+00",4016175.7502105217
"2021-08-02 05:02:05.166+00",4016500.941656153
"2021-08-02 05:02:15.166+00",4018972.0596386716
"2021-08-02 05:02:25.166+00",4020854.197315094
"2021-08-02 05:02:35.166+00",4024255.0154181216
"2021-08-02 05:02:45.166+00",4029254.128585641
"2021-08-02 05:02:55.166+00",4030400.508477168
"2021-08-02 05:03:05.168+00",4033941.932059397
"2021-08-02 05:03:15.166+00",4037448.3967288528
"2021-08-02 05:03:25.166+00",4039258.5970260105
"2021-08-02 05:03:35.166+00",4039700.4269836186
"2021-08-02 05:03:45.166+00",4042161.321455736
"2021-08-02 05:03:55.166+00",4043532.43517545
"2021-08-02 05:04:05.175+00",4045171.069205486
"2021-08-02 05:04:15.166+00",4046581.0653816946
"2021-08-02 05:04:25.166+00",4046247.6871588146
"2021-08-02 05:04:35.166+00",4049255.1612851806
"2021-08-02 05:04:45.166+00",4051249.8191621816
"2021-08-02 05:04:55.171+00",4051796.6353379325
"2021-08-02 05:05:05.166+00",4054745.4895231426
"2021-08-02 05:05:15.166+00",4057432.7718436345
"2021-08-02 05:05:25.166+00",4059161.7819627486
"2021-08-02 05:05:35.166+00",4063366.7312953356
"2021-08-02 05:05:45.166+00",4064481.156675381
"2021-08-02 05:05:55.166+00",4067818.6576082944
"2021-08-02 05:06:05.166+00",4067747.2716283086
"2021-08-02 05:06:15.166+00",4070731.0628307867
"2021-08-02 05:06:25.166+00",4073954.5549671794
"2021-08-02 05:06:35.166+00",4077445.207966864
"2021-08-02 05:06:45.166+00",4081020.854080104
"2021-08-02 05:06:55.166+00",4080363.255410644
"2021-08-02 05:07:05.166+00",4079674.4549303004
"2021-08-02 05:07:15.166+00",4081447.749425664
"2021-08-02 05:07:25.166+00",4080039.29246042
"2021-08-02 05:07:35.166+00",4078734.011910133
"2021-08-02 05:07:45.166+00",4082244.8383750054
"2021-08-02 05:07:55.166+00",4078376.88680493
"2021-08-02 05:08:05.166+00",4077920.20734393
"2021-08-02 05:08:15.174+00",4075724.474989566
"2021-08-02 05:08:25.174+00",4071315.771232106
"2021-08-02 05:08:35.166+00",4067290.345284226
"2021-08-02 05:08:45.166+00",4066466.9108977118
"2021-08-02 05:08:55.166+00",4063149.14543311
"2021-08-02 05:09:05.166+00",4063418.862063783
"2021-08-02 05:09:15.166+00",4061181.512063106
"2021-08-02 05:09:25.166+00",4058387.2042912366
"2021-08-02 05:09:35.166+00",4060101.8840880985
"2021-08-02 05:09:45.166+00",4060898.189360704
"2021-08-02 05:09:55.166+00",4060616.4582746173
"2021-08-02 05:10:05.166+00",4062739.785721782
"2021-08-02 05:10:15.166+00",4060384.8495015022
"2021-08-02 05:10:25.166+00",4057798.156990825
"2021-08-02 05:10:35.166+00",4056065.5524941706
"2021-08-02 05:10:45.166+00",4054486.4988854732
"2021-08-02 05:10:55.166+00",4053852.1501119975
"2021-08-02 05:11:05.166+00",4054590.249553147
"2021-08-02 05:11:15.166+00",4056893.520984274
"2021-08-02 05:11:25.166+00",4059920.725423477
"2021-08-02 05:11:35.166+00",4065625.4898963915
"2021-08-02 05:11:45.166+00",4066192.3313635024
"2021-08-02 05:11:55.166+00",4067083.406302567
"2021-08-02 05:12:05.166+00",4064832.5499472995
"2021-08-02 05:12:15.166+00",4061881.6524039684
"2021-08-02 05:12:25.166+00",4060040.758075122
"2021-08-02 05:12:35.166+00",4062023.7490191
"2021-08-02 05:12:45.166+00",4062060.3021121747
"2021-08-02 05:12:55.166+00",4064497.389389853
"2021-08-02 05:13:05.166+00",4069991.394311831
"2021-08-02 05:13:15.166+00",4070671.113763748
"2021-08-02 05:13:25.166+00",4075179.5433909954
"2021-08-02 05:13:35.166+00",4072859.4214727264
"2021-08-02 05:13:45.166+00",4073212.698522598
"2021-08-02 05:13:55.166+00",4073366.820237313
"2021-08-02 05:14:05.166+00",4072882.4699370563
"2021-08-02 05:14:15.166+00",4069794.6112035597
"2021-08-02 05:14:25.166+00",4069859.5129707633
"2021-08-02 05:14:35.173+00",4067378.163201103
"2021-08-02 05:14:45.166+00",4064081.1908919914
"2021-08-02 05:14:55.166+00",4061270.0762344906
"2021-08-02 05:15:05.166+00",4059177.6030291985
"2021-08-02 05:15:15.166+00",4056442.988109637
"2021-08-02 05:15:25.166+00",4055259.791983584
"2021-08-02 05:15:35.18+00",4057729.608346922
"2021-08-02 05:15:45.166+00",4059643.5581038115
"2021-08-02 05:15:55.166+00",4059740.0156341484
"2021-08-02 05:16:05.166+00",4061611.93339428
"2021-08-02 05:16:15.166+00",4059711.7902038023
"2021-08-02 05:16:25.166+00",4058676.556607281
"2021-08-02 05:16:35.172+00",4061437.183703647
"2021-08-02 05:16:45.166+00",4063832.557462021
"2021-08-02 05:16:55.166+00",4067854.860377291
"2021-08-02 05:17:05.17+00",4070370.7701656604
"2021-08-02 05:17:15.166+00",4074325.8006948284
"2021-08-02 05:17:25.166+00",4076975.194464526
"2021-08-02 05:17:35.166+00",4078187.3801456187
"2021-08-02 05:17:45.166+00",4082735.4797964147
"2021-08-02 05:17:55.166+00",4086164.933044782
"2021-08-02 05:18:05.166+00",4089370.4352978077
"2021-08-02 05:18:15.166+00",4091388.8165693474
"2021-08-02 05:18:25.166+00",4094228.624895958
"2021-08-02 05:18:35.166+00",4093634.3209444094
"2021-08-02 05:18:45.166+00",4094160.409843544
"2021-08-02 05:18:55.166+00",4092410.945166406
"2021-08-02 05:19:05.166+00",4093306.588371656
"2021-08-02 05:19:15.166+00",4092340.6293893843
"2021-08-02 05:19:25.166+00",4091695.656676459
"2021-08-02 05:19:35.166+00",4091593.2344098357
"2021-08-02 05:19:45.166+00",4088785.717145292
"2021-08-02 05:19:55.166+00",4085943.2908224035
"2021-08-02 05:20:05.166+00",4083584.444120098
"2021-08-02 05:20:15.175+00",4080332.4690229157
"2021-08-02 05:20:25.166+00",4076703.2619769517
"2021-08-02 05:20:35.166+00",4074410.9324315293
"2021-08-02 05:20:45.166+00",4072512.101948131
"2021-08-02 05:20:55.166+00",4070955.778315369
"2021-08-02 05:21:05.166+00",4069730.7839913378
"2021-08-02 05:21:15.166+00",4067880.0514832893
"2021-08-02 05:21:25.166+00",4067140.314055969
"2021-08-02 05:21:35.166+00",4066163.8096731897
"2021-08-02 05:21:45.166+00",4065678.256336509
"2021-08-02 05:21:55.166+00",4065116.729675491
"2021-08-02 05:22:05.166+00",4063815.251424968
"2021-08-02 05:22:15.166+00",4063771.442242319
"2021-08-02 05:22:25.166+00",4063597.5122468886
"2021-08-02 05:22:35.166+00",4063381.8818844035
"2021-08-02 05:22:45.166+00",4063400.894918256
"2021-08-02 05:22:55.166+00",4062440.8022975014
"2021-08-02 05:23:05.166+00",4062226.5801265235
"2021-08-02 05:23:15.166+00",4062218.241014934
"2021-08-02 05:23:25.166+00",4062251.3320891256
"2021-08-02 05:23:35.166+00",4062236.1790659297
"2021-08-02 05:23:45.166+00",4061645.5028971867
"2021-08-02 05:23:55.166+00",4063116.4495505923
"2021-08-02 05:24:05.166+00",4064302.195753035
"2021-08-02 05:24:15.166+00",4066652.731845681
"2021-08-02 05:24:25.166+00",4068969.514240739
"2021-08-02 05:24:35.166+00",4069963.659121146
"2021-08-02 05:24:45.166+00",4071795.249927791
"2021-08-02 05:24:55.166+00",4072810.380229343
"2021-08-02 05:25:05.166+00",4073971.814038354
"2021-08-02 05:25:15.166+00",4077985.9473686344
"2021-08-02 05:25:25.166+00",4081209.8707977305
"2021-08-02 05:25:35.166+00",4085782.0960325827
"2021-08-02 05:25:45.166+00",4092497.2289286717
"2021-08-02 05:25:55.166+00",4094866.2967756023
"2021-08-02 05:26:05.166+00",4098102.472980026
"2021-08-02 05:26:15.166+00",4096452.3439489454
"2021-08-02 05:26:25.166+00",4095303.554538938
"2021-08-02 05:26:35.166+00",4093877.743513966
"2021-08-02 05:26:45.166+00",4092101.386730685
"2021-08-02 05:26:55.166+00",4090285.7110370956
"2021-08-02 05:27:05.166+00",4087556.5321866265
"2021-08-02 05:27:15.166+00",4086423.2946621287
"2021-08-02 05:27:25.166+00",4085267.2061228887
"2021-08-02 05:27:35.166+00",4084639.082711679
"2021-08-02 05:27:45.166+00",4084202.8614755734
"2021-08-02 05:27:55.166+00",4086567.8248986895
"2021-08-02 05:28:05.166+00",4088841.871936761
"2021-08-02 05:28:15.172+00",4093628.2652571886
"2021-08-02 05:28:25.166+00",4100937.63464924
"2021-08-02 05:28:35.166+00",4105096.9302759846
"2021-08-02 05:28:45.166+00",4108506.894510489
"2021-08-02 05:28:55.166+00",4110728.1714115953
"2021-08-02 05:29:05.166+00",4110596.8828023844
"2021-08-02 05:29:15.166+00",4109953.7755196765
"2021-08-02 05:29:25.166+00",4106727.727120914
"2021-08-02 05:29:35.17+00",4107376.375379123
"2021-08-02 05:29:45.172+00",4107985.258668981
"2021-08-02 05:29:55.166+00",4110711.6837811805
"2021-08-02 05:30:05.166+00",4111446.2450799835
"2021-08-02 05:30:15.166+00",4112268.864356298
"2021-08-02 05:30:25.166+00",4111849.2365292795
"2021-08-02 05:30:35.166+00",4112020.5332775195
"2021-08-02 05:30:45.166+00",4112296.1193545023
"2021-08-02 05:30:55.166+00",4115194.040034131
"2021-08-02 05:31:05.166+00",4116607.926376684
"2021-08-02 05:31:15.166+00",4119548.486573945
"2021-08-02 05:31:25.166+00",4119863.3428508895
"2021-08-02 05:31:35.166+00",4122970.1534664603
"2021-08-02 05:31:45.166+00",4125575.909305771
"2021-08-02 05:31:55.166+00",4124219.585949067
"2021-08-02 05:32:05.166+00",4123918.99242757
"2021-08-02 05:32:15.166+00",4124474.1923797773
"2021-08-02 05:32:25.166+00",4120297.269222449
"2021-08-02 05:32:35.166+00",4123212.975162044
"2021-08-02 05:32:45.169+00",4117424.8062780234
"2021-08-02 05:32:55.166+00",4114286.1769361394
"2021-08-02 05:33:05.166+00",4111749.7895551464
"2021-08-02 05:33:15.166+00",4105757.5393384625
"2021-08-02 05:33:25.166+00",4100492.240605782
"2021-08-02 05:33:35.166+00",4097572.7216248093
"2021-08-02 05:33:45.166+00",4091550.4219735423
"2021-08-02 05:33:55.166+00",4085547.6644148706
"2021-08-02 05:34:05.166+00",4085446.3299996858
"2021-08-02 05:34:15.166+00",4079959.4901922178
"2021-08-02 05:34:25.166+00",4077500.1651431634
"2021-08-02 05:34:35.166+00",4074104.7557977303
"2021-08-02 05:34:45.166+00",4068957.41052037
"2021-08-02 05:34:55.174+00",4065483.573409167
"2021-08-02 05:35:05.166+00",4062014.5298344316
"2021-08-02 05:35:15.166+00",4061006.3326156293
"2021-08-02 05:35:25.166+00",4062202.095171638
"2021-08-02 05:35:35.169+00",4066014.502679294
"2021-08-02 05:35:45.166+00",4070351.519330633
"2021-08-02 05:35:55.166+00",4076385.2650477276
"2021-08-02 05:36:05.166+00",4081494.597989719
"2021-08-02 05:36:15.166+00",4084761.7688569156
"2021-08-02 05:36:25.166+00",4085520.6514505097
"2021-08-02 05:36:35.166+00",4087708.558777229
"2021-08-02 05:36:45.166+00",4088824.17772931
"2021-08-02 05:36:55.166+00",4088591.6315292986
"2021-08-02 05:37:05.166+00",4089688.5209776
"2021-08-02 05:37:15.166+00",4091018.769600097
"2021-08-02 05:37:25.166+00",4092556.723841019
"2021-08-02 05:37:35.166+00",4093795.1919523594
"2021-08-02 05:37:45.166+00",4096151.4028192624
"2021-08-02 05:37:55.166+00",4095514.1480530347
"2021-08-02 05:38:05.166+00",4097330.418734951
"2021-08-02 05:38:15.166+00",4097840.470414602
"2021-08-02 05:38:25.166+00",4097691.9673039624
"2021-08-02 05:38:35.166+00",4097772.95264422
"2021-08-02 05:38:45.166+00",4097911.2149679507
"2021-08-02 05:38:55.166+00",4097562.0291207866
"2021-08-02 05:39:05.166+00",4097695.104918555
"2021-08-02 05:39:15.166+00",4097615.7233543093
"2021-08-02 05:39:25.166+00",4097893.7356400965
"2021-08-02 05:39:35.166+00",4096147.0312005277
"2021-08-02 05:39:45.166+00",4096463.808667498
"2021-08-02 05:39:55.166+00",4096438.613806125
"2021-08-02 05:40:05.166+00",4097398.065192115
"2021-08-02 05:40:15.166+00",4097650.9228641223
"2021-08-02 05:40:25.166+00",4096137.4732082943
"2021-08-02 05:40:35.175+00",4092518.610459046
"2021-08-02 05:40:45.166+00",4091033.7735338463
"2021-08-02 05:40:55.166+00",4090127.120427234
"2021-08-02 05:41:05.166+00",4088458.144948002
"2021-08-02 05:41:15.166+00",4088915.2831515623
"2021-08-02 05:41:25.166+00",4088334.724486881
"2021-08-02 05:41:35.166+00",4091051.6945286533
"2021-08-02 05:41:45.166+00",4089554.0374576226
"2021-08-02 05:41:55.166+00",4091475.7391847954
"2021-08-02 05:42:05.166+00",4092449.71151927
"2021-08-02 05:42:15.166+00",4093343.971572547
"2021-08-02 05:42:25.166+00",4094177.969595823
"2021-08-02 05:42:35.166+00",4096555.775301631
"2021-08-02 05:42:45.166+00",4096664.356437532
