"time","shuffle_write_bytes_total","executor"
"2021-08-02 04:22:11.281+00",4932,"0"
"2021-08-02 04:22:11.281+00",4944,"1"
"2021-08-02 04:22:11.281+00",0,"3"
"2021-08-02 04:22:11.281+00",4945,"5"
"2021-08-02 04:22:11.281+00",4924,"2"
"2021-08-02 04:22:11.281+00",4937,"4"
"2021-08-02 04:22:41.281+00",5273,"1"
"2021-08-02 04:22:41.281+00",5262,"4"
"2021-08-02 04:22:41.281+00",5250,"2"
"2021-08-02 04:22:41.281+00",5259,"0"
"2021-08-02 04:22:41.281+00",5273,"5"
"2021-08-02 04:22:41.281+00",0,"3"
"2021-08-02 04:23:11.281+00",6512,"1"
"2021-08-02 04:23:11.281+00",0,"3"
"2021-08-02 04:23:11.281+00",6516,"5"
"2021-08-02 04:23:11.281+00",6500,"0"
"2021-08-02 04:23:11.281+00",6476,"2"
"2021-08-02 04:23:11.281+00",6496,"4"
"2021-08-02 04:23:41.281+00",7742,"5"
"2021-08-02 04:23:41.281+00",7734,"4"
"2021-08-02 04:23:41.281+00",7707,"2"
"2021-08-02 04:23:41.281+00",7724,"0"
"2021-08-02 04:23:41.281+00",0,"3"
"2021-08-02 04:23:41.281+00",7737,"1"
"2021-08-02 04:24:11.281+00",8981,"1"
"2021-08-02 04:24:11.281+00",8969,"0"
"2021-08-02 04:24:11.281+00",8954,"2"
"2021-08-02 04:24:11.281+00",8975,"4"
"2021-08-02 04:24:11.281+00",8987,"5"
"2021-08-02 04:24:11.281+00",0,"3"
"2021-08-02 04:24:41.281+00",10174,"2"
"2021-08-02 04:24:41.281+00",10207,"1"
"2021-08-02 04:24:41.281+00",10217,"5"
"2021-08-02 04:24:41.281+00",0,"3"
"2021-08-02 04:24:41.281+00",10193,"4"
"2021-08-02 04:24:41.281+00",10195,"0"
"2021-08-02 04:25:11.281+00",11429,"1"
"2021-08-02 04:25:11.281+00",11414,"4"
"2021-08-02 04:25:11.281+00",11400,"2"
"2021-08-02 04:25:11.281+00",11421,"0"
"2021-08-02 04:25:11.281+00",0,"3"
"2021-08-02 04:25:11.281+00",11447,"5"
"2021-08-02 04:25:41.281+00",12667,"0"
"2021-08-02 04:25:41.281+00",12671,"1"
"2021-08-02 04:25:41.281+00",0,"3"
"2021-08-02 04:25:41.281+00",12683,"5"
"2021-08-02 04:25:41.281+00",12638,"2"
"2021-08-02 04:25:41.281+00",12654,"4"
"2021-08-02 04:26:11.281+00",13887,"4"
"2021-08-02 04:26:11.281+00",13881,"2"
"2021-08-02 04:26:11.281+00",13895,"0"
"2021-08-02 04:26:11.281+00",13902,"1"
"2021-08-02 04:26:11.281+00",0,"3"
"2021-08-02 04:26:11.281+00",13921,"5"
"2021-08-02 04:26:41.281+00",15125,"0"
"2021-08-02 04:26:41.281+00",0,"3"
"2021-08-02 04:26:41.281+00",15151,"5"
"2021-08-02 04:26:41.281+00",15128,"1"
"2021-08-02 04:26:41.281+00",15108,"4"
"2021-08-02 04:26:41.281+00",15109,"2"
"2021-08-02 04:27:11.304+00",16355,"4"
"2021-08-02 04:27:11.304+00",16356,"2"
"2021-08-02 04:27:11.304+00",16366,"0"
"2021-08-02 04:27:11.304+00",16390,"5"
"2021-08-02 04:27:11.304+00",0,"3"
"2021-08-02 04:27:11.304+00",16367,"1"
"2021-08-02 04:27:41.281+00",17276,"0"
"2021-08-02 04:27:41.281+00",17278,"1"
"2021-08-02 04:27:41.281+00",0,"3"
"2021-08-02 04:27:41.281+00",17305,"5"
"2021-08-02 04:27:41.281+00",17269,"2"
"2021-08-02 04:27:41.281+00",17268,"4"
"2021-08-02 04:28:11.281+00",17305,"5"
"2021-08-02 04:28:11.281+00",17268,"4"
"2021-08-02 04:28:11.281+00",17269,"2"
"2021-08-02 04:28:11.281+00",17276,"0"
"2021-08-02 04:28:11.281+00",0,"3"
"2021-08-02 04:28:11.281+00",17278,"1"
"2021-08-02 04:28:41.285+00",17269,"2"
"2021-08-02 04:28:41.285+00",17305,"5"
"2021-08-02 04:28:41.285+00",0,"3"
"2021-08-02 04:28:41.285+00",17278,"1"
"2021-08-02 04:28:41.285+00",17268,"4"
"2021-08-02 04:28:41.285+00",17276,"0"
"2021-08-02 04:29:11.281+00",17278,"1"
"2021-08-02 04:29:11.281+00",0,"3"
"2021-08-02 04:29:11.281+00",17305,"5"
"2021-08-02 04:29:11.281+00",17276,"0"
"2021-08-02 04:29:11.281+00",17269,"2"
"2021-08-02 04:29:11.281+00",17268,"4"
"2021-08-02 04:29:41.281+00",17305,"5"
"2021-08-02 04:29:41.281+00",17269,"2"
"2021-08-02 04:29:41.281+00",17268,"4"
"2021-08-02 04:29:41.281+00",17278,"1"
"2021-08-02 04:29:41.281+00",0,"3"
"2021-08-02 04:29:41.281+00",17276,"0"
"2021-08-02 04:30:11.281+00",17278,"1"
"2021-08-02 04:30:11.281+00",0,"3"
"2021-08-02 04:30:11.281+00",17305,"5"
"2021-08-02 04:30:11.281+00",17268,"4"
"2021-08-02 04:30:11.281+00",17269,"2"
"2021-08-02 04:30:11.281+00",17276,"0"
"2021-08-02 04:30:41.281+00",17268,"4"
"2021-08-02 04:30:41.281+00",17305,"5"
"2021-08-02 04:30:41.281+00",0,"3"
"2021-08-02 04:30:41.281+00",17278,"1"
"2021-08-02 04:30:41.281+00",17269,"2"
"2021-08-02 04:30:41.281+00",17276,"0"
"2021-08-02 04:31:11.281+00",0,"3"
"2021-08-02 04:31:11.281+00",17278,"1"
"2021-08-02 04:31:11.281+00",17268,"4"
"2021-08-02 04:31:11.281+00",17269,"2"
"2021-08-02 04:31:11.281+00",17276,"0"
"2021-08-02 04:31:11.281+00",17305,"5"
"2021-08-02 04:31:41.281+00",17268,"4"
"2021-08-02 04:31:41.281+00",17276,"0"
"2021-08-02 04:31:41.281+00",17269,"2"
"2021-08-02 04:31:41.281+00",17305,"5"
"2021-08-02 04:31:41.281+00",0,"3"
"2021-08-02 04:31:41.281+00",17278,"1"
"2021-08-02 04:32:11.281+00",17305,"5"
"2021-08-02 04:32:11.281+00",0,"3"
"2021-08-02 04:32:11.281+00",17278,"1"
"2021-08-02 04:32:11.281+00",17276,"0"
"2021-08-02 04:32:11.281+00",17269,"2"
"2021-08-02 04:32:11.281+00",17268,"4"
"2021-08-02 04:32:41.281+00",0,"3"
"2021-08-02 04:32:41.281+00",17268,"4"
"2021-08-02 04:32:41.281+00",17269,"2"
"2021-08-02 04:32:41.281+00",17276,"0"
"2021-08-02 04:32:41.281+00",17305,"5"
"2021-08-02 04:32:41.281+00",17278,"1"
"2021-08-02 04:33:11.281+00",17268,"4"
"2021-08-02 04:33:11.281+00",0,"3"
"2021-08-02 04:33:11.281+00",17276,"0"
"2021-08-02 04:33:11.281+00",17278,"1"
"2021-08-02 04:33:11.281+00",17305,"5"
"2021-08-02 04:33:11.281+00",17269,"2"
"2021-08-02 04:33:41.281+00",17276,"0"
"2021-08-02 04:33:41.281+00",17305,"5"
"2021-08-02 04:33:41.281+00",0,"3"
"2021-08-02 04:33:41.281+00",17278,"1"
"2021-08-02 04:33:41.281+00",17268,"4"
"2021-08-02 04:33:41.281+00",17269,"2"
"2021-08-02 04:34:11.281+00",17305,"5"
"2021-08-02 04:34:11.281+00",17276,"0"
"2021-08-02 04:34:11.281+00",17269,"2"
"2021-08-02 04:34:11.281+00",17268,"4"
"2021-08-02 04:34:11.281+00",17278,"1"
"2021-08-02 04:34:11.281+00",0,"3"
"2021-08-02 04:34:41.287+00",17269,"2"
"2021-08-02 04:34:41.287+00",17305,"5"
"2021-08-02 04:34:41.287+00",0,"3"
"2021-08-02 04:34:41.287+00",17278,"1"
"2021-08-02 04:34:41.287+00",17268,"4"
"2021-08-02 04:34:41.287+00",17276,"0"
"2021-08-02 04:35:11.281+00",0,"3"
"2021-08-02 04:35:11.281+00",17276,"0"
"2021-08-02 04:35:11.281+00",17269,"2"
"2021-08-02 04:35:11.281+00",17268,"4"
"2021-08-02 04:35:11.281+00",17305,"5"
"2021-08-02 04:35:11.281+00",17278,"1"
"2021-08-02 04:35:41.281+00",17268,"4"
"2021-08-02 04:35:41.281+00",17276,"0"
"2021-08-02 04:35:41.281+00",17305,"5"
"2021-08-02 04:35:41.281+00",0,"3"
"2021-08-02 04:35:41.281+00",17269,"2"
"2021-08-02 04:35:41.281+00",17278,"1"
"2021-08-02 04:36:11.281+00",17268,"4"
"2021-08-02 04:36:11.281+00",17276,"0"
"2021-08-02 04:36:11.281+00",17269,"2"
"2021-08-02 04:36:11.281+00",17278,"1"
"2021-08-02 04:36:11.281+00",0,"3"
"2021-08-02 04:36:11.281+00",17305,"5"
"2021-08-02 04:36:41.281+00",17635,"5"
"2021-08-02 04:36:41.281+00",0,"3"
"2021-08-02 04:36:41.281+00",17609,"1"
"2021-08-02 04:36:41.281+00",17594,"4"
"2021-08-02 04:36:41.281+00",17594,"2"
"2021-08-02 04:36:41.281+00",17603,"0"
"2021-08-02 04:37:11.281+00",0,"3"
"2021-08-02 04:37:11.281+00",18827,"0"
"2021-08-02 04:37:11.281+00",18820,"2"
"2021-08-02 04:37:11.281+00",18820,"4"
"2021-08-02 04:37:11.281+00",18874,"5"
"2021-08-02 04:37:11.281+00",18843,"1"
"2021-08-02 04:37:41.281+00",20068,"4"
"2021-08-02 04:37:41.281+00",20105,"5"
"2021-08-02 04:37:41.281+00",0,"3"
"2021-08-02 04:37:41.281+00",20055,"0"
"2021-08-02 04:37:41.281+00",20079,"1"
"2021-08-02 04:37:41.281+00",20059,"2"
"2021-08-02 04:38:11.281+00",21331,"5"
"2021-08-02 04:38:11.281+00",21295,"4"
"2021-08-02 04:38:11.281+00",21295,"2"
"2021-08-02 04:38:11.281+00",21288,"0"
"2021-08-02 04:38:11.281+00",21309,"1"
"2021-08-02 04:38:11.281+00",0,"3"
"2021-08-02 04:38:41.281+00",22565,"5"
"2021-08-02 04:38:41.281+00",22537,"1"
"2021-08-02 04:38:41.281+00",0,"3"
"2021-08-02 04:38:41.281+00",22530,"2"
"2021-08-02 04:38:41.281+00",22526,"4"
"2021-08-02 04:38:41.281+00",22521,"0"
"2021-08-02 04:39:11.281+00",0,"3"
"2021-08-02 04:39:11.281+00",23802,"5"
"2021-08-02 04:39:11.281+00",23751,"0"
"2021-08-02 04:39:11.281+00",23763,"4"
"2021-08-02 04:39:11.281+00",23758,"2"
"2021-08-02 04:39:11.281+00",23768,"1"
"2021-08-02 04:39:41.281+00",24994,"4"
"2021-08-02 04:39:41.281+00",24988,"2"
"2021-08-02 04:39:41.281+00",24986,"0"
"2021-08-02 04:39:41.281+00",25044,"5"
"2021-08-02 04:39:41.281+00",0,"3"
"2021-08-02 04:39:41.281+00",24996,"1"
"2021-08-02 04:40:11.281+00",0,"3"
"2021-08-02 04:40:11.281+00",26283,"5"
"2021-08-02 04:40:11.281+00",26210,"2"
"2021-08-02 04:40:11.281+00",26233,"4"
"2021-08-02 04:40:11.281+00",26212,"0"
"2021-08-02 04:40:11.281+00",26240,"1"
"2021-08-02 04:40:41.285+00",27444,"2"
"2021-08-02 04:40:41.285+00",27511,"5"
"2021-08-02 04:40:41.285+00",0,"3"
"2021-08-02 04:40:41.285+00",27469,"1"
"2021-08-02 04:40:41.285+00",27466,"4"
"2021-08-02 04:40:41.285+00",27438,"0"
"2021-08-02 04:41:11.281+00",0,"3"
"2021-08-02 04:41:11.281+00",28693,"1"
"2021-08-02 04:41:11.281+00",28677,"2"
"2021-08-02 04:41:11.281+00",28740,"5"
"2021-08-02 04:41:11.281+00",28667,"0"
"2021-08-02 04:41:11.281+00",28690,"4"
"2021-08-02 04:41:41.281+00",29569,"0"
"2021-08-02 04:41:41.281+00",29643,"5"
"2021-08-02 04:41:41.281+00",29597,"4"
"2021-08-02 04:41:41.281+00",29597,"1"
"2021-08-02 04:41:41.281+00",0,"3"
"2021-08-02 04:41:41.281+00",29582,"2"
"2021-08-02 04:42:11.281+00",29597,"4"
"2021-08-02 04:42:11.281+00",29597,"1"
"2021-08-02 04:42:11.281+00",0,"3"
"2021-08-02 04:42:11.281+00",29643,"5"
"2021-08-02 04:42:11.281+00",29569,"0"
"2021-08-02 04:42:11.281+00",29582,"2"
"2021-08-02 04:42:41.281+00",29569,"0"
"2021-08-02 04:42:41.281+00",29597,"1"
"2021-08-02 04:42:41.281+00",29643,"5"
"2021-08-02 04:42:41.281+00",0,"3"
"2021-08-02 04:42:41.281+00",29582,"2"
"2021-08-02 04:42:41.281+00",29597,"4"
"2021-08-02 04:43:11.281+00",29569,"0"
"2021-08-02 04:43:11.281+00",29597,"1"
"2021-08-02 04:43:11.281+00",29643,"5"
"2021-08-02 04:43:11.281+00",0,"3"
"2021-08-02 04:43:11.281+00",29582,"2"
"2021-08-02 04:43:11.281+00",29597,"4"
"2021-08-02 04:43:41.281+00",29643,"5"
"2021-08-02 04:43:41.281+00",29597,"1"
"2021-08-02 04:43:41.281+00",0,"3"
"2021-08-02 04:43:41.281+00",29597,"4"
"2021-08-02 04:43:41.281+00",29582,"2"
"2021-08-02 04:43:41.281+00",29569,"0"
"2021-08-02 04:44:11.281+00",29582,"2"
"2021-08-02 04:44:11.281+00",29569,"0"
"2021-08-02 04:44:11.281+00",29597,"4"
"2021-08-02 04:44:11.281+00",29643,"5"
"2021-08-02 04:44:11.281+00",0,"3"
"2021-08-02 04:44:11.281+00",29597,"1"
"2021-08-02 04:44:41.281+00",29582,"2"
"2021-08-02 04:44:41.281+00",29569,"0"
"2021-08-02 04:44:41.281+00",29597,"1"
"2021-08-02 04:44:41.281+00",0,"3"
"2021-08-02 04:44:41.281+00",29643,"5"
"2021-08-02 04:44:41.281+00",29597,"4"
"2021-08-02 04:45:11.281+00",29582,"2"
"2021-08-02 04:45:11.281+00",29597,"4"
"2021-08-02 04:45:11.281+00",29643,"5"
"2021-08-02 04:45:11.281+00",0,"3"
"2021-08-02 04:45:11.281+00",29597,"1"
"2021-08-02 04:45:11.281+00",29569,"0"
"2021-08-02 04:45:41.281+00",0,"3"
"2021-08-02 04:45:41.281+00",29597,"4"
"2021-08-02 04:45:41.281+00",29582,"2"
"2021-08-02 04:45:41.281+00",29569,"0"
"2021-08-02 04:45:41.281+00",29643,"5"
"2021-08-02 04:45:41.281+00",29597,"1"
"2021-08-02 04:46:11.281+00",29569,"0"
"2021-08-02 04:46:11.281+00",29643,"5"
"2021-08-02 04:46:11.281+00",0,"3"
"2021-08-02 04:46:11.281+00",29597,"1"
"2021-08-02 04:46:11.281+00",29597,"4"
"2021-08-02 04:46:11.281+00",29582,"2"
"2021-08-02 04:46:41.281+00",29597,"4"
"2021-08-02 04:46:41.281+00",29597,"1"
"2021-08-02 04:46:41.281+00",0,"3"
"2021-08-02 04:46:41.281+00",29643,"5"
"2021-08-02 04:46:41.281+00",29582,"2"
"2021-08-02 04:46:41.281+00",29569,"0"
"2021-08-02 04:47:11.281+00",0,"3"
"2021-08-02 04:47:11.281+00",29569,"0"
"2021-08-02 04:47:11.281+00",29582,"2"
"2021-08-02 04:47:11.281+00",29597,"4"
"2021-08-02 04:47:11.281+00",29643,"5"
"2021-08-02 04:47:11.281+00",29597,"1"
"2021-08-02 04:47:41.281+00",29582,"2"
"2021-08-02 04:47:41.281+00",29597,"4"
"2021-08-02 04:47:41.281+00",29569,"0"
"2021-08-02 04:47:41.281+00",29643,"5"
"2021-08-02 04:47:41.281+00",0,"3"
"2021-08-02 04:47:41.281+00",29597,"1"
"2021-08-02 04:48:11.281+00",0,"3"
"2021-08-02 04:48:11.281+00",29829,"2"
"2021-08-02 04:48:11.281+00",29849,"4"
"2021-08-02 04:48:11.281+00",29736,"0"
"2021-08-02 04:48:11.281+00",29846,"1"
"2021-08-02 04:48:11.281+00",29808,"5"
"2021-08-02 04:48:41.281+00",31136,"5"
"2021-08-02 04:48:41.281+00",31065,"0"
"2021-08-02 04:48:41.281+00",31074,"2"
"2021-08-02 04:48:41.281+00",31092,"4"
"2021-08-02 04:48:41.281+00",31093,"1"
"2021-08-02 04:48:41.281+00",0,"3"
"2021-08-02 04:49:11.281+00",32340,"4"
"2021-08-02 04:49:11.281+00",32319,"2"
"2021-08-02 04:49:11.281+00",32308,"0"
"2021-08-02 04:49:11.281+00",32382,"5"
"2021-08-02 04:49:11.281+00",0,"3"
"2021-08-02 04:49:11.281+00",32337,"1"
"2021-08-02 04:49:41.281+00",33585,"1"
"2021-08-02 04:49:41.281+00",0,"3"
"2021-08-02 04:49:41.281+00",33630,"5"
"2021-08-02 04:49:41.281+00",33556,"0"
"2021-08-02 04:49:41.281+00",33564,"2"
"2021-08-02 04:49:41.281+00",33583,"4"
"2021-08-02 04:50:11.281+00",34806,"2"
"2021-08-02 04:50:11.281+00",34827,"1"
"2021-08-02 04:50:11.281+00",0,"3"
"2021-08-02 04:50:11.281+00",34869,"5"
"2021-08-02 04:50:11.281+00",34796,"0"
"2021-08-02 04:50:11.281+00",34825,"4"
"2021-08-02 04:50:41.281+00",36074,"4"
"2021-08-02 04:50:41.281+00",36035,"0"
"2021-08-02 04:50:41.281+00",36049,"2"
"2021-08-02 04:50:41.281+00",36110,"5"
"2021-08-02 04:50:41.281+00",0,"3"
"2021-08-02 04:50:41.281+00",36078,"1"
"2021-08-02 04:51:11.281+00",37293,"2"
"2021-08-02 04:51:11.281+00",37316,"1"
"2021-08-02 04:51:11.281+00",0,"3"
"2021-08-02 04:51:11.281+00",37353,"5"
"2021-08-02 04:51:11.281+00",37275,"0"
"2021-08-02 04:51:11.281+00",37323,"4"
"2021-08-02 04:51:41.281+00",38557,"1"
"2021-08-02 04:51:41.281+00",0,"3"
"2021-08-02 04:51:41.281+00",38596,"5"
"2021-08-02 04:51:41.281+00",38569,"4"
"2021-08-02 04:51:41.281+00",38517,"0"
"2021-08-02 04:51:41.281+00",38541,"2"
"2021-08-02 04:52:11.281+00",39816,"4"
"2021-08-02 04:52:11.281+00",39787,"2"
"2021-08-02 04:52:11.281+00",0,"3"
"2021-08-02 04:52:11.281+00",39796,"1"
"2021-08-02 04:52:11.281+00",39845,"5"
"2021-08-02 04:52:11.281+00",39760,"0"
"2021-08-02 04:52:41.281+00",41087,"5"
"2021-08-02 04:52:41.281+00",41034,"2"
"2021-08-02 04:52:41.281+00",0,"3"
"2021-08-02 04:52:41.281+00",41044,"1"
"2021-08-02 04:52:41.281+00",41062,"4"
"2021-08-02 04:52:41.281+00",40994,"0"
"2021-08-02 04:53:11.281+00",42031,"2"
"2021-08-02 04:53:11.281+00",42082,"5"
"2021-08-02 04:53:11.281+00",42042,"1"
"2021-08-02 04:53:11.281+00",0,"3"
"2021-08-02 04:53:11.281+00",41984,"0"
"2021-08-02 04:53:11.281+00",42056,"4"
"2021-08-02 04:53:41.283+00",0,"3"
"2021-08-02 04:53:41.283+00",42082,"5"
"2021-08-02 04:53:41.283+00",42042,"1"
"2021-08-02 04:53:41.283+00",42056,"4"
"2021-08-02 04:53:41.283+00",42031,"2"
"2021-08-02 04:53:41.283+00",41984,"0"
"2021-08-02 04:54:11.281+00",41984,"0"
"2021-08-02 04:54:11.281+00",42056,"4"
"2021-08-02 04:54:11.281+00",42031,"2"
"2021-08-02 04:54:11.281+00",42042,"1"
"2021-08-02 04:54:11.281+00",0,"3"
"2021-08-02 04:54:11.281+00",42082,"5"
"2021-08-02 04:54:41.281+00",42042,"1"
"2021-08-02 04:54:41.281+00",42082,"5"
"2021-08-02 04:54:41.281+00",0,"3"
"2021-08-02 04:54:41.281+00",41984,"0"
"2021-08-02 04:54:41.281+00",42056,"4"
"2021-08-02 04:54:41.281+00",42031,"2"
"2021-08-02 04:55:11.281+00",0,"3"
"2021-08-02 04:55:11.281+00",42042,"1"
"2021-08-02 04:55:11.281+00",42056,"4"
"2021-08-02 04:55:11.281+00",42031,"2"
"2021-08-02 04:55:11.281+00",41984,"0"
"2021-08-02 04:55:11.281+00",42082,"5"
"2021-08-02 04:55:41.283+00",0,"3"
"2021-08-02 04:55:41.283+00",42082,"5"
"2021-08-02 04:55:41.283+00",42031,"2"
"2021-08-02 04:55:41.283+00",42056,"4"
"2021-08-02 04:55:41.283+00",41984,"0"
"2021-08-02 04:55:41.283+00",42042,"1"
"2021-08-02 04:56:11.281+00",42082,"5"
"2021-08-02 04:56:11.281+00",0,"3"
"2021-08-02 04:56:11.281+00",42042,"1"
"2021-08-02 04:56:11.281+00",42056,"4"
"2021-08-02 04:56:11.281+00",42031,"2"
"2021-08-02 04:56:11.281+00",41984,"0"
"2021-08-02 04:56:41.281+00",42056,"4"
"2021-08-02 04:56:41.281+00",41984,"0"
"2021-08-02 04:56:41.281+00",42082,"5"
"2021-08-02 04:56:41.281+00",0,"3"
"2021-08-02 04:56:41.281+00",42042,"1"
"2021-08-02 04:56:41.281+00",42031,"2"
"2021-08-02 04:57:11.281+00",42031,"2"
"2021-08-02 04:57:11.281+00",42042,"1"
"2021-08-02 04:57:11.281+00",42056,"4"
"2021-08-02 04:57:11.281+00",41984,"0"
"2021-08-02 04:57:11.281+00",0,"3"
"2021-08-02 04:57:11.281+00",42082,"5"
"2021-08-02 04:57:41.281+00",42042,"1"
"2021-08-02 04:57:41.281+00",41984,"0"
"2021-08-02 04:57:41.281+00",42056,"4"
"2021-08-02 04:57:41.281+00",0,"3"
"2021-08-02 04:57:41.281+00",42082,"5"
"2021-08-02 04:57:41.281+00",42031,"2"
"2021-08-02 04:58:11.281+00",42056,"4"
"2021-08-02 04:58:11.281+00",42031,"2"
"2021-08-02 04:58:11.281+00",41984,"0"
"2021-08-02 04:58:11.281+00",42082,"5"
"2021-08-02 04:58:11.281+00",0,"3"
"2021-08-02 04:58:11.281+00",42042,"1"
"2021-08-02 04:58:41.281+00",42042,"1"
"2021-08-02 04:58:41.281+00",42056,"4"
"2021-08-02 04:58:41.281+00",42031,"2"
"2021-08-02 04:58:41.281+00",41984,"0"
"2021-08-02 04:58:41.281+00",42082,"5"
"2021-08-02 04:58:41.281+00",0,"3"
"2021-08-02 04:59:11.281+00",42031,"2"
"2021-08-02 04:59:11.281+00",0,"3"
"2021-08-02 04:59:11.281+00",41984,"0"
"2021-08-02 04:59:11.281+00",42082,"5"
"2021-08-02 04:59:11.281+00",42056,"4"
"2021-08-02 04:59:11.281+00",42042,"1"
"2021-08-02 04:59:41.281+00",42031,"2"
"2021-08-02 04:59:41.281+00",42042,"1"
"2021-08-02 04:59:41.281+00",0,"3"
"2021-08-02 04:59:41.281+00",42082,"5"
"2021-08-02 04:59:41.281+00",42056,"4"
"2021-08-02 04:59:41.281+00",41984,"0"
"2021-08-02 05:00:11.281+00",42031,"2"
"2021-08-02 05:00:11.281+00",42056,"4"
"2021-08-02 05:00:11.281+00",42042,"1"
"2021-08-02 05:00:11.281+00",0,"3"
"2021-08-02 05:00:11.281+00",42082,"5"
"2021-08-02 05:00:11.281+00",41984,"0"
"2021-08-02 05:00:41.281+00",0,"3"
"2021-08-02 05:00:41.281+00",42082,"5"
"2021-08-02 05:00:41.281+00",41984,"0"
"2021-08-02 05:00:41.281+00",42031,"2"
"2021-08-02 05:00:41.281+00",42056,"4"
"2021-08-02 05:00:41.281+00",42042,"1"
"2021-08-02 05:01:11.281+00",0,"3"
"2021-08-02 05:01:11.281+00",42042,"1"
"2021-08-02 05:01:11.281+00",42056,"4"
"2021-08-02 05:01:11.281+00",42031,"2"
"2021-08-02 05:01:11.281+00",41984,"0"
"2021-08-02 05:01:11.281+00",42082,"5"
"2021-08-02 05:01:41.281+00",42056,"4"
"2021-08-02 05:01:41.281+00",41984,"0"
"2021-08-02 05:01:41.281+00",42031,"2"
"2021-08-02 05:01:41.281+00",42042,"1"
