"time","current_consumer_offset","consumergroup","kafka_partition"
"2021-08-02 04:17:04.576+00",nan,"stream-espbench-v594768685","3"
"2021-08-02 04:22:44.576+00",14016177,"stream-espbench-v-289397628","4"
"2021-08-02 04:22:44.576+00",14016175,"stream-espbench-v-289397628","0"
"2021-08-02 04:22:44.576+00",14016175,"stream-espbench-v-289397628","3"
"2021-08-02 04:22:44.576+00",14016176,"stream-espbench-v-289397628","1"
"2021-08-02 04:22:44.576+00",14016177,"stream-espbench-v-289397628","2"
"2021-08-02 04:22:54.576+00",14035377,"stream-espbench-v-289397628","4"
"2021-08-02 04:22:54.576+00",14035375,"stream-espbench-v-289397628","0"
"2021-08-02 04:22:54.576+00",14035377,"stream-espbench-v-289397628","2"
"2021-08-02 04:22:54.576+00",14035377,"stream-espbench-v-289397628","1"
"2021-08-02 04:22:54.576+00",14035375,"stream-espbench-v-289397628","3"
"2021-08-02 04:23:04.576+00",14044978,"stream-espbench-v-289397628","4"
"2021-08-02 04:23:04.576+00",14044975,"stream-espbench-v-289397628","0"
"2021-08-02 04:23:04.576+00",14044978,"stream-espbench-v-289397628","2"
"2021-08-02 04:23:04.576+00",14044977,"stream-espbench-v-289397628","1"
"2021-08-02 04:23:04.576+00",14044976,"stream-espbench-v-289397628","3"
"2021-08-02 04:23:14.576+00",14064177,"stream-espbench-v-289397628","4"
"2021-08-02 04:23:14.576+00",14064177,"stream-espbench-v-289397628","2"
"2021-08-02 04:23:14.576+00",14064176,"stream-espbench-v-289397628","1"
"2021-08-02 04:23:14.576+00",14064174,"stream-espbench-v-289397628","3"
"2021-08-02 04:23:14.576+00",14064174,"stream-espbench-v-289397628","0"
"2021-08-02 04:23:24.576+00",14083377,"stream-espbench-v-289397628","1"
"2021-08-02 04:23:24.576+00",14083378,"stream-espbench-v-289397628","4"
"2021-08-02 04:23:24.576+00",14083378,"stream-espbench-v-289397628","2"
"2021-08-02 04:23:24.576+00",14083376,"stream-espbench-v-289397628","0"
"2021-08-02 04:23:24.576+00",14083376,"stream-espbench-v-289397628","3"
"2021-08-02 04:23:34.576+00",14092978,"stream-espbench-v-289397628","4"
"2021-08-02 04:23:34.576+00",14092977,"stream-espbench-v-289397628","2"
"2021-08-02 04:23:34.576+00",14092977,"stream-espbench-v-289397628","1"
"2021-08-02 04:23:34.576+00",14092975,"stream-espbench-v-289397628","3"
"2021-08-02 04:23:34.576+00",14092975,"stream-espbench-v-289397628","0"
"2021-08-02 04:23:44.576+00",14112176,"stream-espbench-v-289397628","2"
"2021-08-02 04:23:44.576+00",14112174,"stream-espbench-v-289397628","3"
"2021-08-02 04:23:44.576+00",14112176,"stream-espbench-v-289397628","1"
"2021-08-02 04:23:44.576+00",14112174,"stream-espbench-v-289397628","0"
"2021-08-02 04:23:44.576+00",14112177,"stream-espbench-v-289397628","4"
"2021-08-02 04:23:54.576+00",14131376,"stream-espbench-v-289397628","3"
"2021-08-02 04:23:54.576+00",14131378,"stream-espbench-v-289397628","1"
"2021-08-02 04:23:54.576+00",14131378,"stream-espbench-v-289397628","4"
"2021-08-02 04:23:54.576+00",14131376,"stream-espbench-v-289397628","0"
"2021-08-02 04:23:54.576+00",14131378,"stream-espbench-v-289397628","2"
"2021-08-02 04:24:04.576+00",14140977,"stream-espbench-v-289397628","2"
"2021-08-02 04:24:04.576+00",14140977,"stream-espbench-v-289397628","4"
"2021-08-02 04:24:04.576+00",14140975,"stream-espbench-v-289397628","3"
"2021-08-02 04:24:04.576+00",14140976,"stream-espbench-v-289397628","1"
"2021-08-02 04:24:04.576+00",14140975,"stream-espbench-v-289397628","0"
"2021-08-02 04:24:14.576+00",14160176,"stream-espbench-v-289397628","3"
"2021-08-02 04:24:14.576+00",14160175,"stream-espbench-v-289397628","0"
"2021-08-02 04:24:14.576+00",14160178,"stream-espbench-v-289397628","4"
"2021-08-02 04:24:14.576+00",14160178,"stream-espbench-v-289397628","2"
"2021-08-02 04:24:14.576+00",14160177,"stream-espbench-v-289397628","1"
"2021-08-02 04:24:24.576+00",14179377,"stream-espbench-v-289397628","1"
"2021-08-02 04:24:24.576+00",14179377,"stream-espbench-v-289397628","2"
"2021-08-02 04:24:24.576+00",14179375,"stream-espbench-v-289397628","3"
"2021-08-02 04:24:24.576+00",14179377,"stream-espbench-v-289397628","4"
"2021-08-02 04:24:24.576+00",14179375,"stream-espbench-v-289397628","0"
"2021-08-02 04:24:34.576+00",14188975,"stream-espbench-v-289397628","0"
"2021-08-02 04:24:34.576+00",14188977,"stream-espbench-v-289397628","1"
"2021-08-02 04:24:34.576+00",14188975,"stream-espbench-v-289397628","3"
"2021-08-02 04:24:34.576+00",14188978,"stream-espbench-v-289397628","4"
"2021-08-02 04:24:34.576+00",14188977,"stream-espbench-v-289397628","2"
"2021-08-02 04:24:44.576+00",14208177,"stream-espbench-v-289397628","2"
"2021-08-02 04:24:44.576+00",14208177,"stream-espbench-v-289397628","4"
"2021-08-02 04:24:44.576+00",14208175,"stream-espbench-v-289397628","0"
"2021-08-02 04:24:44.576+00",14208175,"stream-espbench-v-289397628","3"
"2021-08-02 04:24:44.576+00",14208176,"stream-espbench-v-289397628","1"
"2021-08-02 04:24:54.576+00",14227377,"stream-espbench-v-289397628","4"
"2021-08-02 04:24:54.576+00",14227375,"stream-espbench-v-289397628","3"
"2021-08-02 04:24:54.576+00",14227376,"stream-espbench-v-289397628","1"
"2021-08-02 04:24:54.576+00",14227377,"stream-espbench-v-289397628","2"
"2021-08-02 04:24:54.576+00",14227374,"stream-espbench-v-289397628","0"
"2021-08-02 04:25:04.576+00",14236977,"stream-espbench-v-289397628","4"
"2021-08-02 04:25:04.576+00",14236975,"stream-espbench-v-289397628","3"
"2021-08-02 04:25:04.576+00",14236977,"stream-espbench-v-289397628","1"
"2021-08-02 04:25:04.576+00",14236977,"stream-espbench-v-289397628","2"
"2021-08-02 04:25:04.576+00",14236975,"stream-espbench-v-289397628","0"
"2021-08-02 04:25:14.576+00",14256177,"stream-espbench-v-289397628","2"
"2021-08-02 04:25:14.576+00",14256177,"stream-espbench-v-289397628","4"
"2021-08-02 04:25:14.576+00",14256175,"stream-espbench-v-289397628","3"
"2021-08-02 04:25:14.576+00",14256177,"stream-espbench-v-289397628","1"
"2021-08-02 04:25:14.576+00",14256175,"stream-espbench-v-289397628","0"
"2021-08-02 04:25:24.576+00",14275375,"stream-espbench-v-289397628","3"
"2021-08-02 04:25:24.576+00",14275377,"stream-espbench-v-289397628","2"
"2021-08-02 04:25:24.576+00",14275375,"stream-espbench-v-289397628","0"
"2021-08-02 04:25:24.576+00",14275377,"stream-espbench-v-289397628","4"
"2021-08-02 04:25:24.576+00",14275376,"stream-espbench-v-289397628","1"
"2021-08-02 04:25:34.583+00",14284977,"stream-espbench-v-289397628","4"
"2021-08-02 04:25:34.583+00",14284976,"stream-espbench-v-289397628","1"
"2021-08-02 04:25:34.583+00",14284974,"stream-espbench-v-289397628","0"
"2021-08-02 04:25:34.583+00",14284974,"stream-espbench-v-289397628","3"
"2021-08-02 04:25:34.583+00",14284977,"stream-espbench-v-289397628","2"
"2021-08-02 04:25:44.576+00",14304178,"stream-espbench-v-289397628","2"
"2021-08-02 04:25:44.576+00",14304178,"stream-espbench-v-289397628","4"
"2021-08-02 04:25:44.576+00",14304177,"stream-espbench-v-289397628","1"
"2021-08-02 04:25:44.576+00",14304176,"stream-espbench-v-289397628","3"
"2021-08-02 04:25:44.576+00",14304175,"stream-espbench-v-289397628","0"
"2021-08-02 04:25:54.576+00",14323375,"stream-espbench-v-289397628","0"
"2021-08-02 04:25:54.576+00",14323377,"stream-espbench-v-289397628","1"
"2021-08-02 04:25:54.576+00",14323375,"stream-espbench-v-289397628","3"
"2021-08-02 04:25:54.576+00",14323378,"stream-espbench-v-289397628","4"
"2021-08-02 04:25:54.576+00",14323377,"stream-espbench-v-289397628","2"
"2021-08-02 04:26:04.576+00",14332976,"stream-espbench-v-289397628","1"
"2021-08-02 04:26:04.576+00",14332976,"stream-espbench-v-289397628","4"
"2021-08-02 04:26:04.576+00",14332974,"stream-espbench-v-289397628","0"
"2021-08-02 04:26:04.576+00",14332976,"stream-espbench-v-289397628","2"
"2021-08-02 04:26:04.576+00",14332974,"stream-espbench-v-289397628","3"
"2021-08-02 04:26:14.576+00",14352175,"stream-espbench-v-289397628","3"
"2021-08-02 04:26:14.576+00",14352178,"stream-espbench-v-289397628","2"
"2021-08-02 04:26:14.576+00",14352175,"stream-espbench-v-289397628","0"
"2021-08-02 04:26:14.576+00",14352178,"stream-espbench-v-289397628","4"
"2021-08-02 04:26:14.576+00",14352177,"stream-espbench-v-289397628","1"
"2021-08-02 04:26:24.576+00",14371375,"stream-espbench-v-289397628","0"
"2021-08-02 04:26:24.576+00",14371375,"stream-espbench-v-289397628","3"
"2021-08-02 04:26:24.576+00",14371378,"stream-espbench-v-289397628","4"
"2021-08-02 04:26:24.576+00",14371377,"stream-espbench-v-289397628","1"
"2021-08-02 04:26:24.576+00",14371377,"stream-espbench-v-289397628","2"
"2021-08-02 04:26:34.59+00",14380974,"stream-espbench-v-289397628","3"
"2021-08-02 04:26:34.59+00",14380976,"stream-espbench-v-289397628","1"
"2021-08-02 04:26:34.59+00",14380977,"stream-espbench-v-289397628","2"
"2021-08-02 04:26:34.59+00",14380977,"stream-espbench-v-289397628","4"
"2021-08-02 04:26:34.59+00",14380974,"stream-espbench-v-289397628","0"
"2021-08-02 04:26:44.576+00",14400174,"stream-espbench-v-289397628","3"
"2021-08-02 04:26:44.576+00",14400176,"stream-espbench-v-289397628","2"
"2021-08-02 04:26:44.576+00",14400173,"stream-espbench-v-289397628","0"
"2021-08-02 04:26:44.576+00",14400176,"stream-espbench-v-289397628","4"
"2021-08-02 04:26:44.576+00",14400175,"stream-espbench-v-289397628","1"
"2021-08-02 04:26:54.581+00",14419378,"stream-espbench-v-289397628","4"
"2021-08-02 04:26:54.581+00",14419377,"stream-espbench-v-289397628","2"
"2021-08-02 04:26:54.581+00",14419377,"stream-espbench-v-289397628","1"
"2021-08-02 04:26:54.581+00",14419375,"stream-espbench-v-289397628","3"
"2021-08-02 04:26:54.581+00",14419375,"stream-espbench-v-289397628","0"
"2021-08-02 04:27:04.595+00",14428976,"stream-espbench-v-289397628","2"
"2021-08-02 04:27:04.595+00",14428976,"stream-espbench-v-289397628","1"
"2021-08-02 04:27:04.595+00",14428974,"stream-espbench-v-289397628","3"
"2021-08-02 04:27:04.595+00",14428974,"stream-espbench-v-289397628","0"
"2021-08-02 04:27:04.595+00",14428977,"stream-espbench-v-289397628","4"
"2021-08-02 04:27:14.576+00",14448176,"stream-espbench-v-289397628","1"
"2021-08-02 04:27:14.576+00",14448176,"stream-espbench-v-289397628","4"
"2021-08-02 04:27:14.576+00",14448174,"stream-espbench-v-289397628","0"
"2021-08-02 04:27:14.576+00",14448176,"stream-espbench-v-289397628","2"
"2021-08-02 04:27:14.576+00",14448174,"stream-espbench-v-289397628","3"
"2021-08-02 04:27:24.59+00",14467378,"stream-espbench-v-289397628","4"
"2021-08-02 04:27:24.59+00",14467375,"stream-espbench-v-289397628","0"
"2021-08-02 04:27:24.59+00",14467378,"stream-espbench-v-289397628","2"
"2021-08-02 04:27:24.59+00",14467377,"stream-espbench-v-289397628","1"
"2021-08-02 04:27:24.59+00",14467375,"stream-espbench-v-289397628","3"
"2021-08-02 04:27:34.576+00",nan,"stream-espbench-v-289397628","4"
"2021-08-02 04:27:34.576+00",nan,"stream-espbench-v-289397628","2"
"2021-08-02 04:27:34.576+00",nan,"stream-espbench-v-289397628","0"
"2021-08-02 04:27:34.576+00",nan,"stream-espbench-v-289397628","1"
"2021-08-02 04:27:34.576+00",nan,"stream-espbench-v-289397628","3"
"2021-08-02 04:36:44.576+00",14902286,"stream-espbench-v234327528","1"
"2021-08-02 04:36:44.576+00",14902285,"stream-espbench-v234327528","3"
"2021-08-02 04:36:44.576+00",14902287,"stream-espbench-v234327528","4"
"2021-08-02 04:36:44.576+00",14902285,"stream-espbench-v234327528","0"
"2021-08-02 04:36:44.576+00",14902287,"stream-espbench-v234327528","2"
"2021-08-02 04:36:54.576+00",14904686,"stream-espbench-v234327528","1"
"2021-08-02 04:36:54.576+00",14904685,"stream-espbench-v234327528","3"
"2021-08-02 04:36:54.576+00",14904687,"stream-espbench-v234327528","4"
"2021-08-02 04:36:54.576+00",14904685,"stream-espbench-v234327528","0"
"2021-08-02 04:36:54.576+00",14904687,"stream-espbench-v234327528","2"
"2021-08-02 04:37:04.576+00",14907087,"stream-espbench-v234327528","4"
"2021-08-02 04:37:04.576+00",14907084,"stream-espbench-v234327528","0"
"2021-08-02 04:37:04.576+00",14907087,"stream-espbench-v234327528","2"
"2021-08-02 04:37:04.576+00",14907086,"stream-espbench-v234327528","1"
"2021-08-02 04:37:04.576+00",14907085,"stream-espbench-v234327528","3"
"2021-08-02 04:37:14.576+00",14908286,"stream-espbench-v234327528","1"
"2021-08-02 04:37:14.576+00",14908285,"stream-espbench-v234327528","3"
"2021-08-02 04:37:14.576+00",14908287,"stream-espbench-v234327528","4"
"2021-08-02 04:37:14.576+00",14908285,"stream-espbench-v234327528","0"
"2021-08-02 04:37:14.576+00",14908287,"stream-espbench-v234327528","2"
"2021-08-02 04:37:24.59+00",14910687,"stream-espbench-v234327528","4"
"2021-08-02 04:37:24.59+00",14910685,"stream-espbench-v234327528","0"
"2021-08-02 04:37:24.59+00",14910687,"stream-espbench-v234327528","2"
"2021-08-02 04:37:24.59+00",14910686,"stream-espbench-v234327528","1"
"2021-08-02 04:37:24.59+00",14910685,"stream-espbench-v234327528","3"
"2021-08-02 04:37:34.576+00",14913087,"stream-espbench-v234327528","4"
"2021-08-02 04:37:34.576+00",14913084,"stream-espbench-v234327528","0"
"2021-08-02 04:37:34.576+00",14913087,"stream-espbench-v234327528","2"
"2021-08-02 04:37:34.576+00",14913086,"stream-espbench-v234327528","1"
"2021-08-02 04:37:34.576+00",14913085,"stream-espbench-v234327528","3"
"2021-08-02 04:37:44.576+00",14914287,"stream-espbench-v234327528","4"
"2021-08-02 04:37:44.576+00",14914284,"stream-espbench-v234327528","0"
"2021-08-02 04:37:44.576+00",14914287,"stream-espbench-v234327528","2"
"2021-08-02 04:37:44.576+00",14914286,"stream-espbench-v234327528","1"
"2021-08-02 04:37:44.576+00",14914285,"stream-espbench-v234327528","3"
"2021-08-02 04:37:54.576+00",14916687,"stream-espbench-v234327528","4"
"2021-08-02 04:37:54.576+00",14916684,"stream-espbench-v234327528","0"
"2021-08-02 04:37:54.576+00",14916687,"stream-espbench-v234327528","2"
"2021-08-02 04:37:54.576+00",14916686,"stream-espbench-v234327528","1"
"2021-08-02 04:37:54.576+00",14916685,"stream-espbench-v234327528","3"
"2021-08-02 04:38:04.576+00",14919086,"stream-espbench-v234327528","1"
"2021-08-02 04:38:04.576+00",14919085,"stream-espbench-v234327528","3"
"2021-08-02 04:38:04.576+00",14919087,"stream-espbench-v234327528","4"
"2021-08-02 04:38:04.576+00",14919085,"stream-espbench-v234327528","0"
"2021-08-02 04:38:04.576+00",14919087,"stream-espbench-v234327528","2"
"2021-08-02 04:38:14.604+00",14920286,"stream-espbench-v234327528","1"
"2021-08-02 04:38:14.604+00",14920285,"stream-espbench-v234327528","3"
"2021-08-02 04:38:14.604+00",14920287,"stream-espbench-v234327528","4"
"2021-08-02 04:38:14.604+00",14920284,"stream-espbench-v234327528","0"
"2021-08-02 04:38:14.604+00",14920287,"stream-espbench-v234327528","2"
"2021-08-02 04:38:24.576+00",14922687,"stream-espbench-v234327528","4"
"2021-08-02 04:38:24.576+00",14922685,"stream-espbench-v234327528","0"
"2021-08-02 04:38:24.576+00",14922687,"stream-espbench-v234327528","2"
"2021-08-02 04:38:24.576+00",14922686,"stream-espbench-v234327528","1"
"2021-08-02 04:38:24.576+00",14922685,"stream-espbench-v234327528","3"
"2021-08-02 04:38:34.576+00",14925087,"stream-espbench-v234327528","4"
"2021-08-02 04:38:34.576+00",14925085,"stream-espbench-v234327528","0"
"2021-08-02 04:38:34.576+00",14925087,"stream-espbench-v234327528","2"
"2021-08-02 04:38:34.576+00",14925086,"stream-espbench-v234327528","1"
"2021-08-02 04:38:34.576+00",14925085,"stream-espbench-v234327528","3"
"2021-08-02 04:38:44.576+00",14926287,"stream-espbench-v234327528","4"
"2021-08-02 04:38:44.576+00",14926286,"stream-espbench-v234327528","1"
"2021-08-02 04:38:44.576+00",14926284,"stream-espbench-v234327528","0"
"2021-08-02 04:38:44.576+00",14926287,"stream-espbench-v234327528","2"
"2021-08-02 04:38:44.576+00",14926285,"stream-espbench-v234327528","3"
"2021-08-02 04:38:54.586+00",14928687,"stream-espbench-v234327528","2"
"2021-08-02 04:38:54.586+00",14928687,"stream-espbench-v234327528","4"
"2021-08-02 04:38:54.586+00",14928684,"stream-espbench-v234327528","0"
"2021-08-02 04:38:54.586+00",14928686,"stream-espbench-v234327528","1"
"2021-08-02 04:38:54.586+00",14928685,"stream-espbench-v234327528","3"
"2021-08-02 04:39:04.586+00",14931086,"stream-espbench-v234327528","1"
"2021-08-02 04:39:04.586+00",14931085,"stream-espbench-v234327528","3"
"2021-08-02 04:39:04.586+00",14931085,"stream-espbench-v234327528","0"
"2021-08-02 04:39:04.586+00",14931087,"stream-espbench-v234327528","4"
"2021-08-02 04:39:04.586+00",14931087,"stream-espbench-v234327528","2"
"2021-08-02 04:39:14.576+00",14932286,"stream-espbench-v234327528","1"
"2021-08-02 04:39:14.576+00",14932285,"stream-espbench-v234327528","3"
"2021-08-02 04:39:14.576+00",14932287,"stream-espbench-v234327528","4"
"2021-08-02 04:39:14.576+00",14932284,"stream-espbench-v234327528","0"
"2021-08-02 04:39:14.576+00",14932287,"stream-espbench-v234327528","2"
"2021-08-02 04:39:24.589+00",14934686,"stream-espbench-v234327528","1"
"2021-08-02 04:39:24.589+00",14934685,"stream-espbench-v234327528","3"
"2021-08-02 04:39:24.589+00",14934687,"stream-espbench-v234327528","4"
"2021-08-02 04:39:24.589+00",14934685,"stream-espbench-v234327528","0"
"2021-08-02 04:39:24.589+00",14934687,"stream-espbench-v234327528","2"
"2021-08-02 04:39:34.585+00",14937087,"stream-espbench-v234327528","4"
"2021-08-02 04:39:34.585+00",14937085,"stream-espbench-v234327528","0"
"2021-08-02 04:39:34.585+00",14937087,"stream-espbench-v234327528","2"
"2021-08-02 04:39:34.585+00",14937086,"stream-espbench-v234327528","1"
"2021-08-02 04:39:34.585+00",14937085,"stream-espbench-v234327528","3"
"2021-08-02 04:39:44.576+00",14938287,"stream-espbench-v234327528","4"
"2021-08-02 04:39:44.576+00",14938287,"stream-espbench-v234327528","2"
"2021-08-02 04:39:44.576+00",14938285,"stream-espbench-v234327528","3"
"2021-08-02 04:39:44.576+00",14938286,"stream-espbench-v234327528","1"
"2021-08-02 04:39:44.576+00",14938284,"stream-espbench-v234327528","0"
"2021-08-02 04:39:54.576+00",14940687,"stream-espbench-v234327528","4"
"2021-08-02 04:39:54.576+00",14940684,"stream-espbench-v234327528","0"
"2021-08-02 04:39:54.576+00",14940685,"stream-espbench-v234327528","3"
"2021-08-02 04:39:54.576+00",14940686,"stream-espbench-v234327528","1"
"2021-08-02 04:39:54.576+00",14940687,"stream-espbench-v234327528","2"
"2021-08-02 04:40:04.576+00",14943087,"stream-espbench-v234327528","2"
"2021-08-02 04:40:04.576+00",14943085,"stream-espbench-v234327528","0"
"2021-08-02 04:40:04.576+00",14943085,"stream-espbench-v234327528","3"
"2021-08-02 04:40:04.576+00",14943086,"stream-espbench-v234327528","1"
"2021-08-02 04:40:04.576+00",14943087,"stream-espbench-v234327528","4"
"2021-08-02 04:40:14.576+00",14944287,"stream-espbench-v234327528","4"
"2021-08-02 04:40:14.576+00",14944286,"stream-espbench-v234327528","1"
"2021-08-02 04:40:14.576+00",14944284,"stream-espbench-v234327528","0"
"2021-08-02 04:40:14.576+00",14944287,"stream-espbench-v234327528","2"
"2021-08-02 04:40:14.576+00",14944285,"stream-espbench-v234327528","3"
"2021-08-02 04:40:24.579+00",14946685,"stream-espbench-v234327528","3"
"2021-08-02 04:40:24.579+00",14946686,"stream-espbench-v234327528","1"
"2021-08-02 04:40:24.579+00",14946685,"stream-espbench-v234327528","0"
"2021-08-02 04:40:24.579+00",14946687,"stream-espbench-v234327528","2"
"2021-08-02 04:40:24.579+00",14946687,"stream-espbench-v234327528","4"
"2021-08-02 04:40:34.576+00",14949087,"stream-espbench-v234327528","4"
"2021-08-02 04:40:34.576+00",14949084,"stream-espbench-v234327528","0"
"2021-08-02 04:40:34.576+00",14949087,"stream-espbench-v234327528","2"
"2021-08-02 04:40:34.576+00",14949086,"stream-espbench-v234327528","1"
"2021-08-02 04:40:34.576+00",14949085,"stream-espbench-v234327528","3"
"2021-08-02 04:40:44.576+00",14950284,"stream-espbench-v234327528","0"
"2021-08-02 04:40:44.576+00",14950285,"stream-espbench-v234327528","3"
"2021-08-02 04:40:44.576+00",14950287,"stream-espbench-v234327528","2"
"2021-08-02 04:40:44.576+00",14950286,"stream-espbench-v234327528","1"
"2021-08-02 04:40:44.576+00",14950287,"stream-espbench-v234327528","4"
"2021-08-02 04:40:54.582+00",14952685,"stream-espbench-v234327528","3"
"2021-08-02 04:40:54.582+00",14952686,"stream-espbench-v234327528","1"
"2021-08-02 04:40:54.582+00",14952687,"stream-espbench-v234327528","2"
"2021-08-02 04:40:54.582+00",14952687,"stream-espbench-v234327528","4"
"2021-08-02 04:40:54.582+00",14952685,"stream-espbench-v234327528","0"
"2021-08-02 04:41:04.576+00",14955086,"stream-espbench-v234327528","1"
"2021-08-02 04:41:04.576+00",14955087,"stream-espbench-v234327528","2"
"2021-08-02 04:41:04.576+00",14955087,"stream-espbench-v234327528","4"
"2021-08-02 04:41:04.576+00",14955084,"stream-espbench-v234327528","0"
"2021-08-02 04:41:04.576+00",14955085,"stream-espbench-v234327528","3"
"2021-08-02 04:41:14.593+00",14956285,"stream-espbench-v234327528","0"
"2021-08-02 04:41:14.593+00",14956287,"stream-espbench-v234327528","4"
"2021-08-02 04:41:14.593+00",14956287,"stream-espbench-v234327528","2"
"2021-08-02 04:41:14.593+00",14956285,"stream-espbench-v234327528","3"
"2021-08-02 04:41:14.593+00",14956286,"stream-espbench-v234327528","1"
"2021-08-02 04:41:24.576+00",14958687,"stream-espbench-v234327528","4"
"2021-08-02 04:41:24.576+00",14958685,"stream-espbench-v234327528","0"
"2021-08-02 04:41:24.576+00",14958685,"stream-espbench-v234327528","3"
"2021-08-02 04:41:24.576+00",14958686,"stream-espbench-v234327528","1"
"2021-08-02 04:41:24.576+00",14958687,"stream-espbench-v234327528","2"
"2021-08-02 04:41:34.589+00",nan,"stream-espbench-v234327528","2"
"2021-08-02 04:41:34.589+00",nan,"stream-espbench-v234327528","3"
"2021-08-02 04:41:34.589+00",nan,"stream-espbench-v234327528","4"
"2021-08-02 04:41:34.589+00",nan,"stream-espbench-v234327528","0"
"2021-08-02 04:41:34.589+00",nan,"stream-espbench-v234327528","1"
"2021-08-02 04:48:14.576+00",15496729,"stream-espbench-v1328162386","0"
"2021-08-02 04:48:14.576+00",15496731,"stream-espbench-v1328162386","4"
"2021-08-02 04:48:14.576+00",15496731,"stream-espbench-v1328162386","2"
