"time","bytesoutpersec_oneminuterate"
"2021-08-02 04:25:35.166+00",1958166.831477563
"2021-08-02 04:25:45.166+00",1952786.2529226588
"2021-08-02 04:25:55.166+00",1987282.7230234148
"2021-08-02 04:26:05.166+00",1983546.8089953542
"2021-08-02 04:26:15.166+00",2000321.9107311985
"2021-08-02 04:26:25.166+00",2000317.7942607151
"2021-08-02 04:26:35.166+00",2011488.047954758
"2021-08-02 04:26:45.166+00",2005226.8299588028
"2021-08-02 04:26:55.166+00",2022482.1681987296
"2021-08-02 04:27:05.166+00",2014814.5141773042
"2021-08-02 04:27:15.166+00",2034074.886740925
"2021-08-02 04:27:25.166+00",2032796.4125855642
"2021-08-02 04:27:35.166+00",1919077.2980165381
"2021-08-02 04:27:45.166+00",1624463.8614234582
"2021-08-02 04:27:55.166+00",1375078.9714401965
"2021-08-02 04:28:05.178+00",1163979.219605509
"2021-08-02 04:28:15.166+00",985287.1375485024
"2021-08-02 04:28:25.166+00",834027.5557045921
"2021-08-02 04:28:35.166+00",705989.0839591259
"2021-08-02 04:28:45.166+00",597606.8575436656
"2021-08-02 04:28:55.166+00",505863.2835800215
"2021-08-02 04:29:05.166+00",428204.02484364645
"2021-08-02 04:29:15.166+00",362466.8815547532
"2021-08-02 04:29:25.166+00",306821.5911141895
"2021-08-02 04:29:35.166+00",259718.86968002183
"2021-08-02 04:29:45.166+00",219847.2767933855
"2021-08-02 04:29:55.166+00",186096.70207256926
"2021-08-02 04:30:05.166+00",157527.45736684315
"2021-08-02 04:30:15.166+00",133344.1138295181
"2021-08-02 04:30:25.166+00",112873.35547842085
"2021-08-02 04:30:35.168+00",95545.23263956515
"2021-08-02 04:30:45.166+00",80877.29332981411
"2021-08-02 04:30:55.166+00",68461.1507623052
"2021-08-02 04:31:05.166+00",57951.1129852725
"2021-08-02 04:31:15.166+00",49054.558079104325
"2021-08-02 04:31:25.166+00",41523.78693654704
"2021-08-02 04:31:35.166+00",35149.12679003869
"2021-08-02 04:31:45.166+00",29753.093473630848
"2021-08-02 04:31:55.166+00",25185.449884390713
"2021-08-02 04:32:05.166+00",21319.02306028517
"2021-08-02 04:32:15.166+00",18046.16341305297
"2021-08-02 04:32:25.166+00",15275.747533538968
"2021-08-02 04:32:35.166+00",12930.64112118361
"2021-08-02 04:32:45.166+00",10945.551400201008
"2021-08-02 04:32:55.166+00",9265.209229121025
"2021-08-02 04:33:05.166+00",7842.830289738803
"2021-08-02 04:33:15.166+00",6638.812511682457
"2021-08-02 04:33:25.166+00",5619.633466114356
"2021-08-02 04:33:35.169+00",4756.917029649501
"2021-08-02 04:33:45.166+00",4026.6433324192462
"2021-08-02 04:33:55.166+00",3408.4799935455344
"2021-08-02 04:34:05.166+00",2885.216024191573
"2021-08-02 04:34:15.166+00",2442.2826368397227
"2021-08-02 04:34:25.166+00",2067.347619102486
"2021-08-02 04:34:35.175+00",1749.9719785663767
"2021-08-02 04:34:45.168+00",1481.3192989271076
"2021-08-02 04:34:55.166+00",1253.9097152695736
"2021-08-02 04:35:05.166+00",1061.4116586384876
"2021-08-02 04:35:15.166+00",898.4655716233146
"2021-08-02 04:35:25.166+00",760.5346868225349
"2021-08-02 04:35:35.166+00",643.7787135406825
"2021-08-02 04:35:45.166+00",544.9469158857775
"2021-08-02 04:35:55.166+00",461.28760533281337
"2021-08-02 04:36:05.166+00",390.47152783278074
"2021-08-02 04:36:15.166+00",330.52701240056564
"2021-08-02 04:36:25.178+00",279.7850755797722
"2021-08-02 04:36:35.17+00",1880.0001883281934
"2021-08-02 04:36:45.166+00",40689.09209381513
"2021-08-02 04:36:55.166+00",73573.43270564216
"2021-08-02 04:37:05.166+00",101378.29091039309
"2021-08-02 04:37:15.166+00",124996.94284638994
"2021-08-02 04:37:25.166+00",145017.54672948943
"2021-08-02 04:37:35.166+00",161873.45035764383
"2021-08-02 04:37:45.166+00",176197.31840385695
"2021-08-02 04:37:55.166+00",188312.8460716514
"2021-08-02 04:38:05.166+00",198612.57091689124
"2021-08-02 04:38:15.166+00",207238.69363035663
"2021-08-02 04:38:25.166+00",214553.98245842263
"2021-08-02 04:38:35.166+00",220841.9632887789
"2021-08-02 04:38:45.166+00",226096.07500648982
"2021-08-02 04:38:55.166+00",230472.5370436528
"2021-08-02 04:39:05.166+00",234264.04588775738
"2021-08-02 04:39:15.166+00",237515.0480429018
"2021-08-02 04:39:25.166+00",240193.32453019192
"2021-08-02 04:39:35.166+00",242423.5616556582
"2021-08-02 04:39:45.166+00",244383.9974463713
"2021-08-02 04:39:55.166+00",246079.09039657423
"2021-08-02 04:40:05.166+00",247331.2696700113
"2021-08-02 04:40:15.166+00",248397.05850223906
"2021-08-02 04:40:25.166+00",249453.8119190065
"2021-08-02 04:40:35.166+00",250317.4236161794
"2021-08-02 04:40:45.166+00",251016.15229733687
"2021-08-02 04:40:55.166+00",251593.9173151674
"2021-08-02 04:41:05.166+00",252137.9703045775
"2021-08-02 04:41:15.166+00",252626.66039395356
"2021-08-02 04:41:25.166+00",252935.70285919396
"2021-08-02 04:41:35.166+00",245145.1708280043
"2021-08-02 04:41:45.166+00",207510.90705109335
"2021-08-02 04:41:55.166+00",175654.1905342254
"2021-08-02 04:42:05.166+00",148688.0621876757
"2021-08-02 04:42:15.166+00",125861.72735126663
"2021-08-02 04:42:25.166+00",106539.65206601236
"2021-08-02 04:42:35.166+00",90183.86845008403
"2021-08-02 04:42:45.166+00",76338.99652293537
"2021-08-02 04:42:55.166+00",64619.565453152914
"2021-08-02 04:43:05.174+00",54699.28122646682
"2021-08-02 04:43:15.166+00",46301.94192285642
"2021-08-02 04:43:25.166+00",39193.74766464454
"2021-08-02 04:43:35.166+00",33176.79112809579
"2021-08-02 04:43:45.166+00",28083.54738044615
"2021-08-02 04:43:55.166+00",23772.20962764735
"2021-08-02 04:44:05.169+00",20122.741010072194
"2021-08-02 04:44:15.166+00",17033.53251973301
"2021-08-02 04:44:25.166+00",14418.573988283966
"2021-08-02 04:44:35.166+00",12205.059380065553
"2021-08-02 04:44:45.166+00",10331.35971643026
"2021-08-02 04:44:55.166+00",8745.307193229293
"2021-08-02 04:45:05.166+00",7402.742717623028
"2021-08-02 04:45:15.166+00",6266.286424534973
"2021-08-02 04:45:25.166+00",5304.296941299002
"2021-08-02 04:45:35.166+00",4489.990424202789
"2021-08-02 04:45:45.166+00",3800.6948390215166
"2021-08-02 04:45:55.166+00",3217.2187231177886
"2021-08-02 04:46:05.166+00",2723.3168540951247
"2021-08-02 04:46:15.166+00",2305.237948078122
"2021-08-02 04:46:25.166+00",1951.3417945724686
"2021-08-02 04:46:35.166+00",1651.7751681208497
"2021-08-02 04:46:45.173+00",1398.1974934424209
"2021-08-02 04:46:55.166+00",1183.5486259868735
"2021-08-02 04:47:05.166+00",1001.8522824172851
"2021-08-02 04:47:15.166+00",848.0496481061822
"2021-08-02 04:47:25.166+00",717.8585289217995
"2021-08-02 04:47:35.166+00",607.6541257891636
"2021-08-02 04:47:45.166+00",514.3681125349094
"2021-08-02 04:47:55.166+00",435.4032071272796
"2021-08-02 04:48:05.174+00",33711.543122369156
"2021-08-02 04:48:15.172+00",434326.8707387888
"2021-08-02 04:48:25.166+00",850576.495232611
"2021-08-02 04:48:35.166+00",1202924.1953592119
"2021-08-02 04:48:45.166+00",1417340.5764379753
"2021-08-02 04:48:55.166+00",1682679.6324239727
"2021-08-02 04:49:05.166+00",1907284.294215847
"2021-08-02 04:49:15.166+00",2097408.0357479057
"2021-08-02 04:49:25.166+00",2175845.487923015
"2021-08-02 04:49:35.166+00",2324740.1782358317
"2021-08-02 04:49:45.166+00",2450776.8125188784
"2021-08-02 04:49:55.166+00",2557464.5201062
"2021-08-02 04:50:05.166+00",2570637.6438938845
"2021-08-02 04:50:15.166+00",2658924.523395338
"2021-08-02 04:50:25.166+00",2733657.753440938
"2021-08-02 04:50:35.166+00",2796918.066916585
"2021-08-02 04:50:45.166+00",2766627.258298928
"2021-08-02 04:50:55.166+00",2824826.1502575655
"2021-08-02 04:51:05.166+00",2874090.4487094353
"2021-08-02 04:51:15.166+00",2915791.7770385
"2021-08-02 04:51:25.166+00",2873955.1184172602
"2021-08-02 04:51:35.166+00",2915677.2224193495
"2021-08-02 04:51:45.166+00",2950994.220981104
"2021-08-02 04:51:55.166+00",2980889.4148416175
"2021-08-02 04:52:05.168+00",2929059.0791511475
"2021-08-02 04:52:15.166+00",2962321.7181496755
"2021-08-02 04:52:25.166+00",2990477.934183563
"2021-08-02 04:52:35.166+00",3014311.656498321
"2021-08-02 04:52:45.166+00",2950646.9589882386
"2021-08-02 04:52:55.169+00",2980595.4639109075
"2021-08-02 04:53:05.166+00",3005946.3260157434
"2021-08-02 04:53:15.166+00",2544478.6309744106
"2021-08-02 04:53:25.166+00",2153854.6604945273
"2021-08-02 04:53:35.166+00",1823198.6081790954
"2021-08-02 04:53:45.166+00",1543304.3026696076
"2021-08-02 04:53:55.166+00",1306378.8881548757
"2021-08-02 04:54:05.169+00",1105825.854606022
"2021-08-02 04:54:15.166+00",936061.376835543
"2021-08-02 04:54:25.166+00",792358.8488672336
"2021-08-02 04:54:35.166+00",670717.2851214773
"2021-08-02 04:54:45.166+00",567749.9244235781
"2021-08-02 04:54:55.166+00",480589.9353325862
"2021-08-02 04:55:05.166+00",406810.59742539626
"2021-08-02 04:55:15.166+00",344357.7362124307
"2021-08-02 04:55:25.166+00",291492.5305285254
"2021-08-02 04:55:35.166+00",246743.10003451622
"2021-08-02 04:55:45.166+00",208863.52492207463
"2021-08-02 04:55:55.166+00",176799.1568427715
"2021-08-02 04:56:05.166+00",149657.25524347546
"2021-08-02 04:56:15.166+00",126682.13156089198
"2021-08-02 04:56:25.171+00",107234.10923648356
"2021-08-02 04:56:35.166+00",90771.71375360714
"2021-08-02 04:56:45.166+00",76836.59682943046
"2021-08-02 04:56:55.166+00",65040.775018901
"2021-08-02 04:57:05.166+00",55055.82742622168
"2021-08-02 04:57:15.166+00",46603.751765028115
"2021-08-02 04:57:25.166+00",39449.224180435
"2021-08-02 04:57:35.166+00",33393.04732985114
"2021-08-02 04:57:45.166+00",28266.60430312631
"2021-08-02 04:57:55.166+00",23927.163967310815
"2021-08-02 04:58:05.166+00",20253.90702678981
"2021-08-02 04:58:15.166+00",17144.56215581117
"2021-08-02 04:58:25.166+00",14512.558546145387
"2021-08-02 04:58:35.166+00",12284.61559071717
"2021-08-02 04:58:45.166+00",10398.702594848402
"2021-08-02 04:58:55.166+00",8802.31170911178
"2021-08-02 04:59:05.166+00",7450.995998553791
"2021-08-02 04:59:15.166+00",6307.131945008877
"2021-08-02 04:59:25.166+00",5338.8719279238085
"2021-08-02 04:59:35.166+00",4519.257518519024
"2021-08-02 04:59:45.166+00",3825.46889950086
"2021-08-02 04:59:55.166+00",3238.1895125648875
"2021-08-02 05:00:05.166+00",2741.0682441186227
"2021-08-02 05:00:15.166+00",2320.264175324419
"2021-08-02 05:00:25.166+00",1964.0612213305126
"2021-08-02 05:00:35.166+00",1662.5419304226184
"2021-08-02 05:00:45.166+00",1407.3113609671093
"2021-08-02 05:00:55.166+00",1191.2633482895965
"2021-08-02 05:01:05.166+00",1008.382653859146
"2021-08-02 05:01:15.166+00",853.5774881884649
"2021-08-02 05:01:25.166+00",722.5377445295696
"2021-08-02 05:01:35.166+00",611.614996287964
"2021-08-02 05:01:45.166+00",517.7209170268023
"2021-08-02 05:01:55.166+00",438.2412948567982
"2021-08-02 05:02:05.166+00",370.9632471886788
"2021-08-02 05:02:15.166+00",314.01360935129605
"2021-08-02 05:02:25.166+00",265.8067816828126
"2021-08-02 05:02:35.166+00",225.00058304649008
"2021-08-02 05:02:45.166+00",190.4588816385868
"2021-08-02 05:02:55.166+00",161.21996265016827
"2021-08-02 05:03:05.168+00",136.46975207091484
"2021-08-02 05:03:15.166+00",115.51915112838246
"2021-08-02 05:03:25.166+00",97.78485030505273
"2021-08-02 05:03:35.166+00",82.77308875439154
"2021-08-02 05:03:45.166+00",70.06590694334125
"2021-08-02 05:03:55.166+00",59.309509765424764
"2021-08-02 05:04:05.175+00",50.204416128653484
"2021-08-02 05:04:15.166+00",42.49712076170877
"2021-08-02 05:04:25.166+00",35.97303608525597
"2021-08-02 05:04:35.166+00",30.450517634999784
"2021-08-02 05:04:45.166+00",25.775806691486682
"2021-08-02 05:04:55.171+00",21.81874930865668
"2021-08-02 05:05:05.166+00",18.469172549747604
"2021-08-02 05:05:15.166+00",15.633817037212733
"2021-08-02 05:05:25.166+00",13.233740412284105
"2021-08-02 05:05:35.166+00",11.202119410944876
"2021-08-02 05:05:45.166+00",9.48238936140725
"2021-08-02 05:05:55.166+00",8.026669302728418
"2021-08-02 05:06:05.166+00",6.7944288765000955
"2021-08-02 05:06:15.166+00",5.751359875026399
"2021-08-02 05:06:25.166+00",4.8684210274790125
"2021-08-02 05:06:35.166+00",4.12102942883417
"2021-08-02 05:06:45.166+00",3.4883760992445305
"2021-08-02 05:06:55.166+00",2.952846617555702
"2021-08-02 05:07:05.166+00",405793.16509853967
"2021-08-02 05:07:15.166+00",665447.6560236324
"2021-08-02 05:07:25.166+00",1046216.0162185985
"2021-08-02 05:07:35.166+00",1291393.4035847473
"2021-08-02 05:07:45.166+00",1497590.8939605823
"2021-08-02 05:07:55.166+00",1750610.0596235285
"2021-08-02 05:08:05.166+00",1887650.0884488267
"2021-08-02 05:08:15.174+00",2080788.0393833811
"2021-08-02 05:08:25.174+00",2167139.714276845
"2021-08-02 05:08:35.166+00",2317370.8999433145
"2021-08-02 05:08:45.166+00",2367402.782163173
"2021-08-02 05:08:55.166+00",2403050.419193977
"2021-08-02 05:09:05.166+00",2517065.0003617294
"2021-08-02 05:09:15.166+00",2529736.751805647
"2021-08-02 05:09:25.166+00",2624302.6657109214
"2021-08-02 05:09:35.166+00",2627214.912673859
"2021-08-02 05:09:45.166+00",2622976.639576168
"2021-08-02 05:09:55.166+00",2703228.526739519
"2021-08-02 05:10:05.166+00",2694024.211655823
"2021-08-02 05:10:15.166+00",2679529.490217154
"2021-08-02 05:10:25.166+00",2751099.4812975824
"2021-08-02 05:10:35.166+00",2811682.1707977494
"2021-08-02 05:10:45.166+00",2785828.2393489066
"2021-08-02 05:10:55.166+00",2841079.4298163434
"2021-08-02 05:11:05.166+00",2810712.4818700226
"2021-08-02 05:11:15.166+00",2862143.486348214
"2021-08-02 05:11:25.166+00",2821839.3838461274
"2021-08-02 05:11:35.166+00",2871562.205525636
"2021-08-02 05:11:45.166+00",2836515.594431878
"2021-08-02 05:11:55.166+00",2800145.841691477
"2021-08-02 05:12:05.166+00",2447408.352975739
"2021-08-02 05:12:15.166+00",2071686.444138601
"2021-08-02 05:12:25.166+00",1753644.7146669459
"2021-08-02 05:12:35.166+00",1484428.2029165854
"2021-08-02 05:12:45.166+00",1256541.3456811057
"2021-08-02 05:12:55.166+00",1063639.285688516
"2021-08-02 05:13:05.166+00",900351.2172110355
"2021-08-02 05:13:15.166+00",762130.8513521614
"2021-08-02 05:13:25.166+00",645129.8376449299
"2021-08-02 05:13:35.166+00",546090.6177480821
"2021-08-02 05:13:45.166+00",462255.7280579775
"2021-08-02 05:13:55.166+00",391291.02602708346
"2021-08-02 05:14:05.166+00",331220.7026456238
"2021-08-02 05:14:15.166+00",280372.27169494884
"2021-08-02 05:14:25.166+00",237330.00415584023
"2021-08-02 05:14:35.173+00",200895.51128613227
"2021-08-02 05:14:45.166+00",170054.3789162671
"2021-08-02 05:14:55.166+00",143947.92399024387
"2021-08-02 05:15:05.166+00",121849.28699368464
"2021-08-02 05:15:15.166+00",103143.19463110565
"2021-08-02 05:15:25.166+00",87308.82930206665
"2021-08-02 05:15:35.18+00",73905.32842579357
"2021-08-02 05:15:45.166+00",62559.50988447308
"2021-08-02 05:15:55.166+00",52955.4818353202
"2021-08-02 05:16:05.166+00",44825.847606375435
"2021-08-02 05:16:15.166+00",37944.260801528486
"2021-08-02 05:16:25.166+00",32119.123332977146
"2021-08-02 05:16:35.172+00",27188.250920872866
"2021-08-02 05:16:45.166+00",23014.357536259293
"2021-08-02 05:16:55.166+00",19481.23306454207
"2021-08-02 05:17:05.17+00",16490.507767469637
"2021-08-02 05:17:15.166+00",13958.91345932977
"2021-08-02 05:17:25.166+00",11815.965142652274
"2021-08-02 05:17:35.166+00",10001.998555199669
"2021-08-02 05:17:45.166+00",8466.508989358847
"2021-08-02 05:17:55.166+00",7166.745133114367
"2021-08-02 05:18:05.166+00",6066.518782130063
"2021-08-02 05:18:15.166+00",5135.197282778764
"2021-08-02 05:18:25.166+00",4346.850653580163
"2021-08-02 05:18:35.166+00",3679.5296390844305
"2021-08-02 05:18:45.166+00",3114.6545956783275
"2021-08-02 05:18:55.166+00",2636.4981945882687
"2021-08-02 05:19:05.166+00",2231.7475394260678
"2021-08-02 05:19:15.166+00",1889.133506693762
"2021-08-02 05:19:25.166+00",1599.11698929479
"2021-08-02 05:19:35.166+00",1353.6233074001395
"2021-08-02 05:19:45.166+00",1145.817392100208
"2021-08-02 05:19:55.166+00",969.9134824746493
"2021-08-02 05:20:05.166+00",252339.53769456787
"2021-08-02 05:20:15.175+00",696527.543649096
"2021-08-02 05:20:25.166+00",1072524.5731052074
"2021-08-02 05:20:35.166+00",1407567.0887300922
"2021-08-02 05:20:45.166+00",1674406.5536908067
"2021-08-02 05:20:55.166+00",1883513.3826825123
"2021-08-02 05:21:05.166+00",2077286.3935509464
"2021-08-02 05:21:15.166+00",2241311.706028106
"2021-08-02 05:21:25.166+00",2380156.135459495
"2021-08-02 05:21:35.166+00",2497685.407576029
"2021-08-02 05:21:45.166+00",2597171.7885623723
"2021-08-02 05:21:55.166+00",2681385.191942816
"2021-08-02 05:22:05.166+00",2735902.3973180754
"2021-08-02 05:22:15.166+00",2737109.260173104
"2021-08-02 05:22:25.166+00",2783071.802711571
"2021-08-02 05:22:35.166+00",2838746.15657702
"2021-08-02 05:22:45.166+00",2853678.363900996
"2021-08-02 05:22:55.166+00",2898513.3202812388
"2021-08-02 05:23:05.166+00",2919697.3899162537
"2021-08-02 05:23:15.166+00",2953056.531912195
"2021-08-02 05:23:25.166+00",2982635.123355828
"2021-08-02 05:23:35.166+00",3007672.8604608695
"2021-08-02 05:23:45.166+00",3028866.8473529024
"2021-08-02 05:23:55.166+00",3046807.169934579
"2021-08-02 05:24:05.166+00",3046566.11094752
"2021-08-02 05:24:15.166+00",2961181.8636486735
"2021-08-02 05:24:25.166+00",2522013.545847224
"2021-08-02 05:24:35.166+00",2134838.3764862525
"2021-08-02 05:24:45.166+00",1807101.6712907616
"2021-08-02 05:24:55.166+00",1529678.5397669154
"2021-08-02 05:25:05.166+00",1294844.9288700544
"2021-08-02 05:25:15.166+00",1096062.5688557883
"2021-08-02 05:25:25.166+00",927796.9338730852
"2021-08-02 05:25:35.166+00",785363.1489331123
"2021-08-02 05:25:45.166+00",664795.5529744251
"2021-08-02 05:25:55.166+00",562737.286381401
"2021-08-02 05:26:05.166+00",476346.82883639185
"2021-08-02 05:26:15.166+00",403218.88531960314
"2021-08-02 05:26:25.166+00",341317.4175538084
"2021-08-02 05:26:35.166+00",288918.95634615776
"2021-08-02 05:26:45.166+00",244564.61652149164
"2021-08-02 05:26:55.166+00",207019.47844032384
"2021-08-02 05:27:05.166+00",175238.20519612063
"2021-08-02 05:27:15.166+00",148335.93820114757
"2021-08-02 05:27:25.166+00",125563.66083177493
"2021-08-02 05:27:35.166+00",106287.3442044609
"2021-08-02 05:27:45.166+00",89970.29445623448
"2021-08-02 05:27:55.166+00",76158.21004022982
"2021-08-02 05:28:05.166+00",64466.53299943543
"2021-08-02 05:28:15.172+00",54569.742051079804
"2021-08-02 05:28:25.166+00",46192.28937823391
"2021-08-02 05:28:35.166+00",39100.928789533835
"2021-08-02 05:28:45.166+00",33098.22164658967
"2021-08-02 05:28:55.166+00",28017.03975021709
"2021-08-02 05:29:05.166+00",23715.91213409266
"2021-08-02 05:29:15.166+00",20075.086210621
"2021-08-02 05:29:25.166+00",16993.19360289425
"2021-08-02 05:29:35.17+00",14384.427832378076
"2021-08-02 05:29:45.172+00",12176.155283115952
"2021-08-02 05:29:55.166+00",10306.892926587956
"2021-08-02 05:30:05.166+00",260243.12015968916
"2021-08-02 05:30:15.166+00",719985.6833441157
"2021-08-02 05:30:25.166+00",1109149.3612341012
"2021-08-02 05:30:35.166+00",1453996.5167502828
"2021-08-02 05:30:45.166+00",1713708.2160070224
"2021-08-02 05:30:55.166+00",1933549.4231681395
"2021-08-02 05:31:05.166+00",2119640.9874079167
"2021-08-02 05:31:15.166+00",2293931.9972703243
"2021-08-02 05:31:25.166+00",2424698.250354454
"2021-08-02 05:31:35.166+00",2535389.493822591
"2021-08-02 05:31:45.166+00",2629087.608523786
"2021-08-02 05:31:55.166+00",2708401.3502750522
"2021-08-02 05:32:05.166+00",2775538.983200193
"2021-08-02 05:32:15.166+00",2832369.7625237387
"2021-08-02 05:32:25.166+00",2796636.470746769
"2021-08-02 05:32:35.166+00",2866996.301750151
"2021-08-02 05:32:45.169+00",2909786.711283778
"2021-08-02 05:32:55.166+00",2946008.0109545775
"2021-08-02 05:33:05.166+00",2976668.6791776964
"2021-08-02 05:33:15.166+00",3002622.3745015003
"2021-08-02 05:33:25.166+00",3024591.7032864797
"2021-08-02 05:33:35.166+00",3058615.5528021697
"2021-08-02 05:33:45.166+00",3071988.905436538
"2021-08-02 05:33:55.166+00",3083309.2040420487
"2021-08-02 05:34:05.166+00",3059355.826777661
"2021-08-02 05:34:15.166+00",3057188.3196371123
"2021-08-02 05:34:25.166+00",3070780.778645159
"2021-08-02 05:34:35.166+00",3099054.448368924
"2021-08-02 05:34:45.166+00",3072683.8883542987
"2021-08-02 05:34:55.174+00",2708961.257195385
"2021-08-02 05:35:05.166+00",2544604.7213095245
"2021-08-02 05:35:15.166+00",2636888.1301821847
"2021-08-02 05:35:25.166+00",2715004.3493035003
"2021-08-02 05:35:35.169+00",2781128.3012072444
"2021-08-02 05:35:45.166+00",2837101.01807131
"2021-08-02 05:35:55.166+00",2901248.8015663465
"2021-08-02 05:36:05.166+00",2938780.8264100067
"2021-08-02 05:36:15.166+00",2970550.999538305
"2021-08-02 05:36:25.166+00",2997443.870488021
"2021-08-02 05:36:35.166+00",3020208.1942767967
"2021-08-02 05:36:45.166+00",3039477.7783434885
"2021-08-02 05:36:55.166+00",3071216.343293277
"2021-08-02 05:37:05.166+00",3082655.2443064353
"2021-08-02 05:37:15.166+00",3141301.0823122556
"2021-08-02 05:37:25.166+00",3141980.695079729
"2021-08-02 05:37:35.166+00",3142555.974867398
"2021-08-02 05:37:45.166+00",3159810.840271487
"2021-08-02 05:37:55.166+00",3157648.8669243674
"2021-08-02 05:38:05.166+00",3155818.7959963297
"2021-08-02 05:38:15.166+00",3138842.460209401
"2021-08-02 05:38:25.166+00",3139899.5164012504
"2021-08-02 05:38:35.166+00",3140794.295149834
"2021-08-02 05:38:45.166+00",3141551.7090083305
"2021-08-02 05:38:55.166+00",3158960.7475748556
"2021-08-02 05:39:05.166+00",3156929.278992206
"2021-08-02 05:39:15.166+00",3155209.6779623036
"2021-08-02 05:39:25.166+00",3153754.067116388
"2021-08-02 05:39:35.166+00",3152521.919136768
"2021-08-02 05:39:45.166+00",3151478.9283896587
"2021-08-02 05:39:55.166+00",3150596.0557830003
"2021-08-02 05:40:05.166+00",3149848.720256058
"2021-08-02 05:40:15.166+00",3149216.11439014
"2021-08-02 05:40:25.166+00",3148680.6250855816
"2021-08-02 05:40:35.175+00",3148227.343175398
"2021-08-02 05:40:45.166+00",3131075.746745076
"2021-08-02 05:40:55.166+00",3133325.1353912377
"2021-08-02 05:41:05.166+00",3135229.2017723904
"2021-08-02 05:41:15.166+00",3120073.057589886
"2021-08-02 05:41:25.166+00",3105902.9711335516
"2021-08-02 05:41:35.166+00",2900737.557298825
"2021-08-02 05:41:45.166+00",2938348.0674805944
"2021-08-02 05:41:55.166+00",2970184.6770132743
"2021-08-02 05:42:05.166+00",2981706.570974075
"2021-08-02 05:42:15.166+00",3006886.8578391112
"2021-08-02 05:42:25.166+00",3029542.197883905
"2021-08-02 05:42:35.166+00",3047378.8418169683
"2021-08-02 05:42:45.166+00",3062477.2349396874
"2021-08-02 05:42:55.166+00",3059830.534602192
"2021-08-02 05:43:05.166+00",3088444.579517423
"2021-08-02 05:43:15.166+00",3115347.2203854397
