"time","shuffle_read_bytes_total","executor"
"2021-08-02 04:25:41.281+00",9864,"0"
"2021-08-02 04:26:11.281+00",16462,"4"
"2021-08-02 04:26:11.281+00",15189,"1"
"2021-08-02 04:26:11.281+00",0,"3"
"2021-08-02 04:26:11.281+00",16436,"5"
"2021-08-02 04:26:11.281+00",11519,"0"
"2021-08-02 04:26:11.281+00",9880,"2"
"2021-08-02 04:26:41.281+00",9880,"2"
"2021-08-02 04:26:41.281+00",17685,"4"
"2021-08-02 04:26:41.281+00",16424,"1"
"2021-08-02 04:26:41.281+00",0,"3"
"2021-08-02 04:26:41.281+00",18885,"5"
"2021-08-02 04:26:41.281+00",12747,"0"
"2021-08-02 04:27:11.304+00",17672,"1"
"2021-08-02 04:27:11.304+00",19713,"5"
"2021-08-02 04:27:11.304+00",12747,"0"
"2021-08-02 04:27:11.304+00",11121,"2"
"2021-08-02 04:27:11.304+00",20581,"4"
"2021-08-02 04:27:11.304+00",0,"3"
"2021-08-02 04:27:41.281+00",13995,"0"
"2021-08-02 04:27:41.281+00",21832,"4"
"2021-08-02 04:27:41.281+00",0,"3"
"2021-08-02 04:27:41.281+00",17672,"1"
"2021-08-02 04:27:41.281+00",20543,"5"
"2021-08-02 04:27:41.281+00",12354,"2"
"2021-08-02 04:28:11.281+00",17672,"1"
"2021-08-02 04:28:11.281+00",20543,"5"
"2021-08-02 04:28:11.281+00",13995,"0"
"2021-08-02 04:28:11.281+00",12354,"2"
"2021-08-02 04:28:11.281+00",21832,"4"
"2021-08-02 04:28:11.281+00",0,"3"
"2021-08-02 04:28:41.285+00",17672,"1"
"2021-08-02 04:28:41.285+00",20543,"5"
"2021-08-02 04:28:41.285+00",0,"3"
"2021-08-02 04:28:41.285+00",13995,"0"
"2021-08-02 04:28:41.285+00",12354,"2"
"2021-08-02 04:28:41.285+00",21832,"4"
"2021-08-02 04:29:11.281+00",0,"3"
"2021-08-02 04:29:11.281+00",20543,"5"
"2021-08-02 04:29:11.281+00",13995,"0"
"2021-08-02 04:29:11.281+00",12354,"2"
"2021-08-02 04:29:11.281+00",21832,"4"
"2021-08-02 04:29:11.281+00",17672,"1"
"2021-08-02 04:29:41.281+00",0,"3"
"2021-08-02 04:29:41.281+00",17672,"1"
"2021-08-02 04:29:41.281+00",21832,"4"
"2021-08-02 04:29:41.281+00",12354,"2"
"2021-08-02 04:29:41.281+00",13995,"0"
"2021-08-02 04:29:41.281+00",20543,"5"
"2021-08-02 04:30:11.281+00",13995,"0"
"2021-08-02 04:30:11.281+00",21832,"4"
"2021-08-02 04:30:11.281+00",12354,"2"
"2021-08-02 04:30:11.281+00",20543,"5"
"2021-08-02 04:30:11.281+00",0,"3"
"2021-08-02 04:30:11.281+00",17672,"1"
"2021-08-02 04:30:41.281+00",20543,"5"
"2021-08-02 04:30:41.281+00",17672,"1"
"2021-08-02 04:30:41.281+00",21832,"4"
"2021-08-02 04:30:41.281+00",12354,"2"
"2021-08-02 04:30:41.281+00",13995,"0"
"2021-08-02 04:30:41.281+00",0,"3"
"2021-08-02 04:31:11.281+00",21832,"4"
"2021-08-02 04:31:11.281+00",13995,"0"
"2021-08-02 04:31:11.281+00",20543,"5"
"2021-08-02 04:31:11.281+00",0,"3"
"2021-08-02 04:31:11.281+00",17672,"1"
"2021-08-02 04:31:11.281+00",12354,"2"
"2021-08-02 04:31:41.281+00",0,"3"
"2021-08-02 04:31:41.281+00",12354,"2"
"2021-08-02 04:31:41.281+00",13995,"0"
"2021-08-02 04:31:41.281+00",21832,"4"
"2021-08-02 04:31:41.281+00",17672,"1"
"2021-08-02 04:31:41.281+00",20543,"5"
"2021-08-02 04:32:11.281+00",21832,"4"
"2021-08-02 04:32:11.281+00",12354,"2"
"2021-08-02 04:32:11.281+00",13995,"0"
"2021-08-02 04:32:11.281+00",20543,"5"
"2021-08-02 04:32:11.281+00",0,"3"
"2021-08-02 04:32:11.281+00",17672,"1"
"2021-08-02 04:32:41.281+00",21832,"4"
"2021-08-02 04:32:41.281+00",12354,"2"
"2021-08-02 04:32:41.281+00",0,"3"
"2021-08-02 04:32:41.281+00",20543,"5"
"2021-08-02 04:32:41.281+00",13995,"0"
"2021-08-02 04:32:41.281+00",17672,"1"
"2021-08-02 04:33:11.281+00",20543,"5"
"2021-08-02 04:33:11.281+00",21832,"4"
"2021-08-02 04:33:11.281+00",17672,"1"
"2021-08-02 04:33:11.281+00",0,"3"
"2021-08-02 04:33:11.281+00",13995,"0"
"2021-08-02 04:33:11.281+00",12354,"2"
"2021-08-02 04:33:41.281+00",12354,"2"
"2021-08-02 04:33:41.281+00",13995,"0"
"2021-08-02 04:33:41.281+00",0,"3"
"2021-08-02 04:33:41.281+00",17672,"1"
"2021-08-02 04:33:41.281+00",21832,"4"
"2021-08-02 04:33:41.281+00",20543,"5"
"2021-08-02 04:34:11.281+00",13995,"0"
"2021-08-02 04:34:11.281+00",21832,"4"
"2021-08-02 04:34:11.281+00",20543,"5"
"2021-08-02 04:34:11.281+00",17672,"1"
"2021-08-02 04:34:11.281+00",0,"3"
"2021-08-02 04:34:11.281+00",12354,"2"
"2021-08-02 04:34:41.287+00",12354,"2"
"2021-08-02 04:34:41.287+00",20543,"5"
"2021-08-02 04:34:41.287+00",21832,"4"
"2021-08-02 04:34:41.287+00",0,"3"
"2021-08-02 04:34:41.287+00",17672,"1"
"2021-08-02 04:34:41.287+00",13995,"0"
"2021-08-02 04:35:11.281+00",21832,"4"
"2021-08-02 04:35:11.281+00",12354,"2"
"2021-08-02 04:35:11.281+00",13995,"0"
"2021-08-02 04:35:11.281+00",20543,"5"
"2021-08-02 04:35:11.281+00",0,"3"
"2021-08-02 04:35:11.281+00",17672,"1"
"2021-08-02 04:35:41.281+00",13995,"0"
"2021-08-02 04:35:41.281+00",17672,"1"
"2021-08-02 04:35:41.281+00",12354,"2"
"2021-08-02 04:35:41.281+00",20543,"5"
"2021-08-02 04:35:41.281+00",21832,"4"
"2021-08-02 04:35:41.281+00",0,"3"
"2021-08-02 04:36:11.281+00",17672,"1"
"2021-08-02 04:36:11.281+00",21832,"4"
"2021-08-02 04:36:11.281+00",12354,"2"
"2021-08-02 04:36:11.281+00",13995,"0"
"2021-08-02 04:36:11.281+00",20543,"5"
"2021-08-02 04:36:11.281+00",0,"3"
"2021-08-02 04:36:41.281+00",12765,"2"
"2021-08-02 04:36:41.281+00",22240,"4"
"2021-08-02 04:36:41.281+00",18079,"1"
"2021-08-02 04:36:41.281+00",20543,"5"
"2021-08-02 04:36:41.281+00",0,"3"
"2021-08-02 04:36:41.281+00",14408,"0"
"2021-08-02 04:37:11.281+00",15233,"0"
"2021-08-02 04:37:11.281+00",0,"3"
"2021-08-02 04:37:11.281+00",12765,"2"
"2021-08-02 04:37:11.281+00",23881,"4"
"2021-08-02 04:37:11.281+00",22177,"5"
"2021-08-02 04:37:11.281+00",20128,"1"
"2021-08-02 04:37:41.281+00",23413,"5"
"2021-08-02 04:37:41.281+00",25531,"4"
"2021-08-02 04:37:41.281+00",14003,"2"
"2021-08-02 04:37:41.281+00",0,"3"
"2021-08-02 04:37:41.281+00",21361,"1"
"2021-08-02 04:37:41.281+00",16058,"0"
"2021-08-02 04:38:11.281+00",0,"3"
"2021-08-02 04:38:11.281+00",23413,"5"
"2021-08-02 04:38:11.281+00",27577,"4"
"2021-08-02 04:38:11.281+00",17702,"0"
"2021-08-02 04:38:11.281+00",23002,"1"
"2021-08-02 04:38:11.281+00",14824,"2"
"2021-08-02 04:38:41.281+00",0,"3"
"2021-08-02 04:38:41.281+00",18116,"0"
"2021-08-02 04:38:41.281+00",23413,"1"
"2021-08-02 04:38:41.281+00",24643,"5"
"2021-08-02 04:38:41.281+00",30053,"4"
"2021-08-02 04:38:41.281+00",16454,"2"
"2021-08-02 04:39:11.281+00",20174,"0"
"2021-08-02 04:39:11.281+00",25467,"5"
"2021-08-02 04:39:11.281+00",0,"3"
"2021-08-02 04:39:11.281+00",23831,"1"
"2021-08-02 04:39:11.281+00",31681,"4"
"2021-08-02 04:39:11.281+00",17689,"2"
"2021-08-02 04:39:41.281+00",18919,"2"
"2021-08-02 04:39:41.281+00",33737,"4"
"2021-08-02 04:39:41.281+00",23831,"1"
"2021-08-02 04:39:41.281+00",0,"3"
"2021-08-02 04:39:41.281+00",27105,"5"
"2021-08-02 04:39:41.281+00",21416,"0"
"2021-08-02 04:40:11.281+00",34560,"4"
"2021-08-02 04:40:11.281+00",0,"3"
"2021-08-02 04:40:11.281+00",28753,"5"
"2021-08-02 04:40:11.281+00",25882,"1"
"2021-08-02 04:40:11.281+00",22242,"0"
"2021-08-02 04:40:11.281+00",19741,"2"
"2021-08-02 04:40:41.285+00",35793,"4"
"2021-08-02 04:40:41.285+00",20558,"2"
"2021-08-02 04:40:41.285+00",23885,"0"
"2021-08-02 04:40:41.285+00",30798,"5"
"2021-08-02 04:40:41.285+00",0,"3"
"2021-08-02 04:40:41.285+00",26294,"1"
"2021-08-02 04:41:11.281+00",32842,"5"
"2021-08-02 04:41:11.281+00",37016,"4"
"2021-08-02 04:41:11.281+00",27525,"1"
"2021-08-02 04:41:11.281+00",0,"3"
"2021-08-02 04:41:11.281+00",21787,"2"
"2021-08-02 04:41:11.281+00",24297,"0"
"2021-08-02 04:41:41.281+00",28341,"1"
"2021-08-02 04:41:41.281+00",37839,"4"
"2021-08-02 04:41:41.281+00",22610,"2"
"2021-08-02 04:41:41.281+00",25540,"0"
"2021-08-02 04:41:41.281+00",33658,"5"
"2021-08-02 04:41:41.281+00",0,"3"
"2021-08-02 04:42:11.281+00",28341,"1"
"2021-08-02 04:42:11.281+00",33658,"5"
"2021-08-02 04:42:11.281+00",0,"3"
"2021-08-02 04:42:11.281+00",25540,"0"
"2021-08-02 04:42:11.281+00",22610,"2"
"2021-08-02 04:42:11.281+00",37839,"4"
"2021-08-02 04:42:41.281+00",28341,"1"
"2021-08-02 04:42:41.281+00",33658,"5"
"2021-08-02 04:42:41.281+00",0,"3"
"2021-08-02 04:42:41.281+00",25540,"0"
"2021-08-02 04:42:41.281+00",22610,"2"
"2021-08-02 04:42:41.281+00",37839,"4"
"2021-08-02 04:43:11.281+00",25540,"0"
"2021-08-02 04:43:11.281+00",0,"3"
"2021-08-02 04:43:11.281+00",28341,"1"
"2021-08-02 04:43:11.281+00",22610,"2"
"2021-08-02 04:43:11.281+00",33658,"5"
"2021-08-02 04:43:11.281+00",37839,"4"
"2021-08-02 04:43:41.281+00",28341,"1"
"2021-08-02 04:43:41.281+00",22610,"2"
"2021-08-02 04:43:41.281+00",37839,"4"
"2021-08-02 04:43:41.281+00",25540,"0"
"2021-08-02 04:43:41.281+00",33658,"5"
"2021-08-02 04:43:41.281+00",0,"3"
"2021-08-02 04:44:11.281+00",22610,"2"
"2021-08-02 04:44:11.281+00",37839,"4"
"2021-08-02 04:44:11.281+00",25540,"0"
"2021-08-02 04:44:11.281+00",0,"3"
"2021-08-02 04:44:11.281+00",33658,"5"
"2021-08-02 04:44:11.281+00",28341,"1"
"2021-08-02 04:44:41.281+00",28341,"1"
"2021-08-02 04:44:41.281+00",0,"3"
"2021-08-02 04:44:41.281+00",25540,"0"
"2021-08-02 04:44:41.281+00",37839,"4"
"2021-08-02 04:44:41.281+00",33658,"5"
"2021-08-02 04:44:41.281+00",22610,"2"
"2021-08-02 04:45:11.281+00",22610,"2"
"2021-08-02 04:45:11.281+00",33658,"5"
"2021-08-02 04:45:11.281+00",37839,"4"
"2021-08-02 04:45:11.281+00",28341,"1"
"2021-08-02 04:45:11.281+00",25540,"0"
"2021-08-02 04:45:11.281+00",0,"3"
"2021-08-02 04:45:41.281+00",33658,"5"
"2021-08-02 04:45:41.281+00",37839,"4"
"2021-08-02 04:45:41.281+00",22610,"2"
"2021-08-02 04:45:41.281+00",25540,"0"
"2021-08-02 04:45:41.281+00",28341,"1"
"2021-08-02 04:45:41.281+00",0,"3"
"2021-08-02 04:46:11.281+00",28341,"1"
"2021-08-02 04:46:11.281+00",33658,"5"
"2021-08-02 04:46:11.281+00",37839,"4"
"2021-08-02 04:46:11.281+00",22610,"2"
"2021-08-02 04:46:11.281+00",25540,"0"
"2021-08-02 04:46:11.281+00",0,"3"
"2021-08-02 04:46:41.281+00",33658,"5"
"2021-08-02 04:46:41.281+00",25540,"0"
"2021-08-02 04:46:41.281+00",22610,"2"
"2021-08-02 04:46:41.281+00",28341,"1"
"2021-08-02 04:46:41.281+00",0,"3"
"2021-08-02 04:46:41.281+00",37839,"4"
"2021-08-02 04:47:11.281+00",28341,"1"
"2021-08-02 04:47:11.281+00",37839,"4"
"2021-08-02 04:47:11.281+00",22610,"2"
"2021-08-02 04:47:11.281+00",25540,"0"
"2021-08-02 04:47:11.281+00",33658,"5"
"2021-08-02 04:47:11.281+00",0,"3"
"2021-08-02 04:47:41.281+00",37839,"4"
"2021-08-02 04:47:41.281+00",22610,"2"
"2021-08-02 04:47:41.281+00",25540,"0"
"2021-08-02 04:47:41.281+00",33658,"5"
"2021-08-02 04:47:41.281+00",28341,"1"
"2021-08-02 04:47:41.281+00",0,"3"
"2021-08-02 04:48:11.281+00",28757,"1"
"2021-08-02 04:48:11.281+00",25540,"0"
"2021-08-02 04:48:11.281+00",22610,"2"
"2021-08-02 04:48:11.281+00",37839,"4"
"2021-08-02 04:48:11.281+00",34073,"5"
"2021-08-02 04:48:11.281+00",0,"3"
"2021-08-02 04:48:41.281+00",27190,"0"
"2021-08-02 04:48:41.281+00",38668,"4"
"2021-08-02 04:48:41.281+00",23855,"2"
"2021-08-02 04:48:41.281+00",35740,"5"
"2021-08-02 04:48:41.281+00",0,"3"
"2021-08-02 04:48:41.281+00",30007,"1"
"2021-08-02 04:49:11.281+00",31673,"1"
"2021-08-02 04:49:11.281+00",24683,"2"
"2021-08-02 04:49:11.281+00",39082,"4"
"2021-08-02 04:49:11.281+00",28854,"0"
"2021-08-02 04:49:11.281+00",37394,"5"
"2021-08-02 04:49:11.281+00",0,"3"
"2021-08-02 04:49:41.281+00",38634,"5"
"2021-08-02 04:49:41.281+00",33341,"1"
"2021-08-02 04:49:41.281+00",30510,"0"
"2021-08-02 04:49:41.281+00",40750,"4"
"2021-08-02 04:49:41.281+00",24683,"2"
"2021-08-02 04:49:41.281+00",0,"3"
"2021-08-02 04:50:11.281+00",25506,"2"
"2021-08-02 04:50:11.281+00",34997,"1"
"2021-08-02 04:50:11.281+00",41581,"4"
"2021-08-02 04:50:11.281+00",31752,"0"
"2021-08-02 04:50:11.281+00",40287,"5"
"2021-08-02 04:50:11.281+00",0,"3"
"2021-08-02 04:50:41.281+00",35827,"1"
"2021-08-02 04:50:41.281+00",33830,"0"
"2021-08-02 04:50:41.281+00",26754,"2"
"2021-08-02 04:50:41.281+00",42407,"4"
"2021-08-02 04:50:41.281+00",0,"3"
"2021-08-02 04:50:41.281+00",41528,"5"
"2021-08-02 04:51:11.281+00",0,"3"
"2021-08-02 04:51:11.281+00",36240,"1"
"2021-08-02 04:51:11.281+00",42355,"5"
"2021-08-02 04:51:11.281+00",33830,"0"
"2021-08-02 04:51:11.281+00",29658,"2"
"2021-08-02 04:51:11.281+00",44477,"4"
"2021-08-02 04:51:41.281+00",0,"3"
"2021-08-02 04:51:41.281+00",46552,"4"
"2021-08-02 04:51:41.281+00",30481,"2"
"2021-08-02 04:51:41.281+00",35908,"0"
"2021-08-02 04:51:41.281+00",37068,"1"
"2021-08-02 04:51:41.281+00",42771,"5"
"2021-08-02 04:52:11.281+00",37152,"0"
"2021-08-02 04:52:11.281+00",31309,"2"
"2021-08-02 04:52:11.281+00",48628,"4"
"2021-08-02 04:52:11.281+00",44013,"5"
"2021-08-02 04:52:11.281+00",37902,"1"
"2021-08-02 04:52:11.281+00",0,"3"
"2021-08-02 04:52:41.281+00",37562,"0"
"2021-08-02 04:52:41.281+00",0,"3"
"2021-08-02 04:52:41.281+00",40807,"1"
"2021-08-02 04:52:41.281+00",49871,"4"
"2021-08-02 04:52:41.281+00",32551,"2"
"2021-08-02 04:52:41.281+00",44430,"5"
"2021-08-02 04:53:11.281+00",41221,"1"
"2021-08-02 04:53:11.281+00",51107,"4"
"2021-08-02 04:53:11.281+00",33797,"2"
"2021-08-02 04:53:11.281+00",38805,"0"
"2021-08-02 04:53:11.281+00",45265,"5"
"2021-08-02 04:53:11.281+00",0,"3"
"2021-08-02 04:53:41.283+00",38805,"0"
"2021-08-02 04:53:41.283+00",41221,"1"
"2021-08-02 04:53:41.283+00",33797,"2"
"2021-08-02 04:53:41.283+00",51107,"4"
"2021-08-02 04:53:41.283+00",0,"3"
"2021-08-02 04:53:41.283+00",45265,"5"
"2021-08-02 04:54:11.281+00",41221,"1"
"2021-08-02 04:54:11.281+00",45265,"5"
"2021-08-02 04:54:11.281+00",0,"3"
"2021-08-02 04:54:11.281+00",51107,"4"
"2021-08-02 04:54:11.281+00",33797,"2"
"2021-08-02 04:54:11.281+00",38805,"0"
"2021-08-02 04:54:41.281+00",38805,"0"
"2021-08-02 04:54:41.281+00",33797,"2"
"2021-08-02 04:54:41.281+00",41221,"1"
"2021-08-02 04:54:41.281+00",51107,"4"
"2021-08-02 04:54:41.281+00",0,"3"
"2021-08-02 04:54:41.281+00",45265,"5"
"2021-08-02 04:55:11.281+00",45265,"5"
"2021-08-02 04:55:11.281+00",0,"3"
"2021-08-02 04:55:11.281+00",33797,"2"
"2021-08-02 04:55:11.281+00",38805,"0"
"2021-08-02 04:55:11.281+00",51107,"4"
"2021-08-02 04:55:11.281+00",41221,"1"
"2021-08-02 04:55:41.283+00",38805,"0"
"2021-08-02 04:55:41.283+00",0,"3"
"2021-08-02 04:55:41.283+00",45265,"5"
"2021-08-02 04:55:41.283+00",41221,"1"
"2021-08-02 04:55:41.283+00",33797,"2"
"2021-08-02 04:55:41.283+00",51107,"4"
"2021-08-02 04:56:11.281+00",41221,"1"
"2021-08-02 04:56:11.281+00",0,"3"
"2021-08-02 04:56:11.281+00",45265,"5"
"2021-08-02 04:56:11.281+00",38805,"0"
"2021-08-02 04:56:11.281+00",33797,"2"
"2021-08-02 04:56:11.281+00",51107,"4"
"2021-08-02 04:56:41.281+00",41221,"1"
"2021-08-02 04:56:41.281+00",0,"3"
"2021-08-02 04:56:41.281+00",45265,"5"
"2021-08-02 04:56:41.281+00",38805,"0"
"2021-08-02 04:56:41.281+00",33797,"2"
"2021-08-02 04:56:41.281+00",51107,"4"
"2021-08-02 04:57:11.281+00",33797,"2"
"2021-08-02 04:57:11.281+00",41221,"1"
"2021-08-02 04:57:11.281+00",0,"3"
"2021-08-02 04:57:11.281+00",45265,"5"
"2021-08-02 04:57:11.281+00",38805,"0"
"2021-08-02 04:57:11.281+00",51107,"4"
"2021-08-02 04:57:41.281+00",41221,"1"
"2021-08-02 04:57:41.281+00",0,"3"
"2021-08-02 04:57:41.281+00",45265,"5"
"2021-08-02 04:57:41.281+00",38805,"0"
"2021-08-02 04:57:41.281+00",33797,"2"
"2021-08-02 04:57:41.281+00",51107,"4"
"2021-08-02 04:58:11.281+00",41221,"1"
"2021-08-02 04:58:11.281+00",0,"3"
"2021-08-02 04:58:11.281+00",45265,"5"
"2021-08-02 04:58:11.281+00",38805,"0"
"2021-08-02 04:58:11.281+00",33797,"2"
"2021-08-02 04:58:11.281+00",51107,"4"
"2021-08-02 04:58:41.281+00",0,"3"
"2021-08-02 04:58:41.281+00",45265,"5"
"2021-08-02 04:58:41.281+00",38805,"0"
"2021-08-02 04:58:41.281+00",33797,"2"
"2021-08-02 04:58:41.281+00",51107,"4"
"2021-08-02 04:58:41.281+00",41221,"1"
"2021-08-02 04:59:11.281+00",41221,"1"
"2021-08-02 04:59:11.281+00",0,"3"
"2021-08-02 04:59:11.281+00",45265,"5"
"2021-08-02 04:59:11.281+00",38805,"0"
"2021-08-02 04:59:11.281+00",33797,"2"
"2021-08-02 04:59:11.281+00",51107,"4"
"2021-08-02 04:59:41.281+00",41221,"1"
"2021-08-02 04:59:41.281+00",0,"3"
"2021-08-02 04:59:41.281+00",45265,"5"
"2021-08-02 04:59:41.281+00",38805,"0"
"2021-08-02 04:59:41.281+00",33797,"2"
"2021-08-02 04:59:41.281+00",51107,"4"
"2021-08-02 05:00:11.281+00",0,"3"
"2021-08-02 05:00:11.281+00",41221,"1"
"2021-08-02 05:00:11.281+00",45265,"5"
"2021-08-02 05:00:11.281+00",38805,"0"
"2021-08-02 05:00:11.281+00",33797,"2"
"2021-08-02 05:00:11.281+00",51107,"4"
"2021-08-02 05:00:41.281+00",0,"3"
"2021-08-02 05:00:41.281+00",41221,"1"
"2021-08-02 05:00:41.281+00",51107,"4"
"2021-08-02 05:00:41.281+00",33797,"2"
"2021-08-02 05:00:41.281+00",38805,"0"
"2021-08-02 05:00:41.281+00",45265,"5"
"2021-08-02 05:01:11.281+00",41221,"1"
"2021-08-02 05:01:11.281+00",51107,"4"
"2021-08-02 05:01:11.281+00",33797,"2"
"2021-08-02 05:01:11.281+00",38805,"0"
"2021-08-02 05:01:11.281+00",45265,"5"
"2021-08-02 05:01:11.281+00",0,"3"
"2021-08-02 05:01:41.281+00",45265,"5"
"2021-08-02 05:01:41.281+00",51107,"4"
"2021-08-02 05:01:41.281+00",33797,"2"
"2021-08-02 05:01:41.281+00",38805,"0"
