"time","completed_stages"
"2021-08-02 04:53:10.373+00",1020
"2021-08-02 04:53:20.373+00",1020
"2021-08-02 04:53:30.373+00",1020
"2021-08-02 04:53:40.373+00",1020
"2021-08-02 04:53:50.373+00",1020
"2021-08-02 04:54:00.373+00",1020
"2021-08-02 04:54:10.373+00",1020
"2021-08-02 04:54:20.373+00",1020
"2021-08-02 04:54:30.379+00",1020
"2021-08-02 04:54:40.373+00",1020
"2021-08-02 04:54:50.373+00",1020
"2021-08-02 04:55:00.373+00",1020
"2021-08-02 04:55:10.373+00",1020
"2021-08-02 04:55:20.373+00",1020
"2021-08-02 04:55:30.373+00",1020
"2021-08-02 04:55:40.373+00",1020
"2021-08-02 04:55:50.378+00",1020
"2021-08-02 04:56:00.373+00",1020
"2021-08-02 04:56:10.373+00",1020
"2021-08-02 04:56:20.373+00",1020
"2021-08-02 04:56:30.373+00",1020
"2021-08-02 04:56:40.373+00",1020
"2021-08-02 04:56:50.373+00",1020
"2021-08-02 04:57:00.373+00",1020
"2021-08-02 04:57:10.373+00",1020
"2021-08-02 04:57:20.373+00",1020
"2021-08-02 04:57:30.373+00",1020
"2021-08-02 04:57:40.373+00",1020
"2021-08-02 04:57:50.373+00",1020
"2021-08-02 04:58:00.373+00",1020
"2021-08-02 04:58:10.375+00",1020
"2021-08-02 04:58:20.373+00",1020
"2021-08-02 04:58:30.373+00",1020
"2021-08-02 04:58:40.377+00",1020
"2021-08-02 04:58:50.373+00",1020
"2021-08-02 04:59:00.373+00",1020
"2021-08-02 04:59:10.373+00",1020
"2021-08-02 04:59:20.373+00",1020
"2021-08-02 04:59:30.373+00",1020
"2021-08-02 04:59:40.373+00",1020
"2021-08-02 04:59:50.373+00",1020
"2021-08-02 05:00:00.376+00",1020
"2021-08-02 05:00:10.373+00",1020
"2021-08-02 05:00:20.373+00",1020
"2021-08-02 05:00:30.373+00",1020
"2021-08-02 05:00:40.373+00",1020
"2021-08-02 05:00:50.373+00",1020
"2021-08-02 05:01:00.373+00",1020
"2021-08-02 05:01:10.373+00",1020
"2021-08-02 05:01:20.373+00",1020
"2021-08-02 05:01:30.373+00",1020
"2021-08-02 05:01:40.373+00",1020
"2021-08-02 05:01:50.373+00",1020
"2021-08-02 05:02:00.373+00",1020
"2021-08-02 05:02:10.373+00",1020
"2021-08-02 05:02:20.373+00",1020
"2021-08-02 05:02:30.373+00",1020
"2021-08-02 05:02:40.373+00",1020
"2021-08-02 05:02:50.373+00",1020
"2021-08-02 05:03:00.373+00",1020
"2021-08-02 05:03:10.373+00",1020
"2021-08-02 05:03:20.373+00",1020
"2021-08-02 05:03:30.394+00",1020
"2021-08-02 05:03:40.373+00",1020
"2021-08-02 05:03:50.373+00",1020
"2021-08-02 05:04:00.393+00",1020
"2021-08-02 05:04:10.373+00",1020
"2021-08-02 05:04:20.373+00",1020
"2021-08-02 05:04:30.373+00",1020
"2021-08-02 05:04:40.373+00",1020
"2021-08-02 05:04:50.373+00",1020
"2021-08-02 05:05:00.373+00",1020
"2021-08-02 05:05:10.373+00",1020
"2021-08-02 05:05:20.373+00",1020
"2021-08-02 05:05:30.373+00",1020
"2021-08-02 05:05:40.373+00",1020
"2021-08-02 05:05:50.38+00",1020
"2021-08-02 05:06:00.373+00",1020
"2021-08-02 05:06:10.373+00",1020
"2021-08-02 05:06:20.373+00",1020
"2021-08-02 05:06:30.373+00",1020
"2021-08-02 05:06:40.385+00",1020
"2021-08-02 05:06:50.373+00",1020
"2021-08-02 05:07:00.373+00",1020
"2021-08-02 05:07:10.373+00",1034
"2021-08-02 05:07:20.373+00",1052
"2021-08-02 05:07:30.373+00",1068
"2021-08-02 05:07:40.373+00",1084
"2021-08-02 05:07:50.373+00",1103
"2021-08-02 05:08:00.373+00",1116
"2021-08-02 05:08:10.373+00",1135
"2021-08-02 05:08:20.373+00",1148
"2021-08-02 05:08:30.373+00",1167
"2021-08-02 05:08:40.373+00",1180
"2021-08-02 05:08:50.373+00",1196
"2021-08-02 05:09:00.373+00",1212
"2021-08-02 05:09:10.373+00",1231
"2021-08-02 05:09:20.373+00",1244
"2021-08-02 05:09:30.373+00",1263
"2021-08-02 05:09:40.373+00",1276
"2021-08-02 05:09:50.373+00",1292
"2021-08-02 05:10:00.373+00",1308
"2021-08-02 05:10:10.373+00",1324
"2021-08-02 05:10:20.373+00",1343
"2021-08-02 05:10:30.373+00",1359
"2021-08-02 05:10:40.373+00",1375
"2021-08-02 05:10:50.373+00",1388
"2021-08-02 05:11:00.373+00",1407
"2021-08-02 05:11:10.373+00",1423
"2021-08-02 05:11:20.373+00",1439
"2021-08-02 05:11:30.373+00",1452
"2021-08-02 05:11:40.373+00",1468
"2021-08-02 05:11:50.373+00",1484
"2021-08-02 05:12:00.373+00",1499
"2021-08-02 05:12:10.373+00",1499
"2021-08-02 05:12:20.373+00",1499
"2021-08-02 05:12:30.373+00",1499
"2021-08-02 05:12:40.373+00",1499
"2021-08-02 05:12:50.381+00",1499
"2021-08-02 05:13:00.373+00",1499
"2021-08-02 05:13:10.373+00",1499
"2021-08-02 05:13:20.381+00",1499
"2021-08-02 05:13:30.373+00",1499
"2021-08-02 05:13:40.373+00",1499
"2021-08-02 05:13:50.373+00",1499
"2021-08-02 05:14:00.373+00",1499
"2021-08-02 05:14:10.373+00",1499
"2021-08-02 05:14:20.373+00",1499
"2021-08-02 05:14:30.373+00",1499
"2021-08-02 05:14:40.373+00",1499
"2021-08-02 05:14:50.373+00",1499
"2021-08-02 05:15:00.373+00",1499
"2021-08-02 05:15:10.373+00",1499
"2021-08-02 05:15:20.373+00",1499
"2021-08-02 05:15:30.373+00",1499
"2021-08-02 05:15:40.373+00",1499
"2021-08-02 05:15:50.373+00",1499
"2021-08-02 05:16:00.373+00",1499
"2021-08-02 05:16:10.373+00",1499
"2021-08-02 05:16:20.373+00",1499
"2021-08-02 05:16:30.373+00",1499
"2021-08-02 05:16:40.378+00",1499
"2021-08-02 05:16:50.373+00",1499
"2021-08-02 05:17:00.373+00",1499
"2021-08-02 05:17:10.373+00",1499
"2021-08-02 05:17:20.373+00",1499
"2021-08-02 05:17:30.373+00",1499
"2021-08-02 05:17:40.373+00",1499
"2021-08-02 05:17:50.376+00",1499
"2021-08-02 05:18:00.373+00",1499
"2021-08-02 05:18:10.373+00",1499
"2021-08-02 05:18:20.373+00",1499
"2021-08-02 05:18:30.373+00",1499
"2021-08-02 05:18:40.373+00",1499
"2021-08-02 05:18:50.373+00",1499
"2021-08-02 05:19:00.373+00",1499
"2021-08-02 05:19:10.373+00",1499
"2021-08-02 05:19:20.373+00",1499
"2021-08-02 05:19:30.373+00",1499
"2021-08-02 05:19:40.373+00",1499
"2021-08-02 05:19:50.373+00",1499
"2021-08-02 05:20:00.373+00",1499
"2021-08-02 05:20:10.373+00",1499
"2021-08-02 05:20:20.373+00",1499
"2021-08-02 05:20:30.373+00",1499
"2021-08-02 05:20:40.373+00",1499
"2021-08-02 05:20:50.373+00",1499
"2021-08-02 05:21:00.373+00",1499
"2021-08-02 05:21:10.373+00",1499
"2021-08-02 05:21:20.373+00",1499
"2021-08-02 05:21:30.373+00",1499
"2021-08-02 05:21:40.388+00",1499
"2021-08-02 05:21:50.373+00",1499
"2021-08-02 05:22:00.373+00",1499
"2021-08-02 05:22:10.373+00",1500
"2021-08-02 05:22:20.373+00",1500
"2021-08-02 05:22:30.373+00",1500
"2021-08-02 05:22:40.373+00",1500
"2021-08-02 05:22:50.373+00",1500
"2021-08-02 05:23:00.373+00",1500
"2021-08-02 05:23:10.373+00",1500
"2021-08-02 05:23:20.373+00",1500
"2021-08-02 05:23:30.373+00",1500
"2021-08-02 05:23:40.373+00",1500
"2021-08-02 05:23:50.373+00",1500
"2021-08-02 05:24:00.373+00",1500
"2021-08-02 05:24:10.373+00",1500
"2021-08-02 05:24:20.373+00",1502
"2021-08-02 05:24:30.373+00",1502
"2021-08-02 05:24:40.373+00",1502
"2021-08-02 05:24:50.373+00",1502
"2021-08-02 05:25:00.373+00",1502
"2021-08-02 05:25:10.373+00",1502
"2021-08-02 05:25:20.373+00",1502
"2021-08-02 05:25:30.373+00",1502
"2021-08-02 05:25:40.373+00",1502
"2021-08-02 05:25:50.373+00",1502
"2021-08-02 05:26:00.373+00",1502
"2021-08-02 05:26:10.373+00",1502
"2021-08-02 05:26:20.373+00",1502
"2021-08-02 05:26:30.373+00",1502
"2021-08-02 05:26:40.373+00",1502
"2021-08-02 05:26:50.373+00",1502
"2021-08-02 05:27:00.373+00",1502
"2021-08-02 05:27:10.373+00",1502
"2021-08-02 05:27:20.373+00",1502
"2021-08-02 05:27:30.373+00",1502
"2021-08-02 05:27:40.373+00",1502
"2021-08-02 05:27:50.373+00",1502
"2021-08-02 05:28:00.373+00",1502
"2021-08-02 05:28:10.373+00",1502
"2021-08-02 05:28:20.373+00",1502
"2021-08-02 05:28:30.373+00",1502
"2021-08-02 05:28:40.373+00",1502
"2021-08-02 05:28:50.373+00",1502
"2021-08-02 05:29:00.373+00",1502
"2021-08-02 05:29:10.373+00",1502
"2021-08-02 05:29:20.373+00",1502
"2021-08-02 05:29:30.373+00",1502
"2021-08-02 05:29:40.373+00",1502
"2021-08-02 05:29:50.373+00",1502
"2021-08-02 05:30:00.373+00",1502
"2021-08-02 05:30:10.373+00",1502
"2021-08-02 05:30:20.373+00",1502
"2021-08-02 05:30:30.373+00",1502
"2021-08-02 05:30:40.373+00",1502
"2021-08-02 05:30:50.373+00",1502
"2021-08-02 05:31:00.373+00",1502
"2021-08-02 05:31:10.373+00",1502
"2021-08-02 05:31:20.373+00",1502
"2021-08-02 05:31:30.373+00",1502
"2021-08-02 05:31:40.373+00",1502
"2021-08-02 05:31:50.373+00",1502
"2021-08-02 05:32:00.373+00",1502
"2021-08-02 05:32:10.373+00",1502
"2021-08-02 05:32:20.373+00",1502
"2021-08-02 05:32:30.373+00",1503
"2021-08-02 05:32:40.373+00",1503
"2021-08-02 05:32:50.373+00",1503
"2021-08-02 05:33:00.373+00",1503
"2021-08-02 05:33:10.373+00",1503
"2021-08-02 05:33:20.373+00",1503
"2021-08-02 05:33:30.373+00",1503
"2021-08-02 05:33:40.373+00",1503
"2021-08-02 05:33:50.373+00",1503
"2021-08-02 05:34:00.373+00",1503
"2021-08-02 05:34:10.373+00",1503
"2021-08-02 05:34:20.373+00",1503
"2021-08-02 05:34:30.373+00",1503
"2021-08-02 05:34:40.373+00",1503
"2021-08-02 05:34:50.373+00",1505
"2021-08-02 05:35:00.373+00",1505
"2021-08-02 05:35:10.373+00",1505
"2021-08-02 05:35:20.373+00",1505
"2021-08-02 05:35:30.373+00",1505
"2021-08-02 05:35:40.373+00",1505
"2021-08-02 05:35:50.373+00",1505
"2021-08-02 05:36:00.378+00",1505
"2021-08-02 05:36:10.373+00",1505
"2021-08-02 05:36:20.373+00",1505
"2021-08-02 05:36:30.373+00",1505
"2021-08-02 05:36:40.38+00",1505
"2021-08-02 05:36:50.376+00",1505
"2021-08-02 05:37:00.373+00",1505
"2021-08-02 05:37:10.373+00",1505
"2021-08-02 05:37:20.373+00",1505
"2021-08-02 05:37:30.373+00",1505
"2021-08-02 05:37:40.373+00",1505
"2021-08-02 05:37:50.373+00",1505
"2021-08-02 05:38:00.373+00",1505
"2021-08-02 05:38:10.373+00",1505
"2021-08-02 05:38:20.373+00",1505
"2021-08-02 05:38:30.373+00",1505
"2021-08-02 05:38:40.373+00",1505
"2021-08-02 05:38:50.373+00",1505
"2021-08-02 05:39:00.373+00",1505
"2021-08-02 05:39:10.381+00",1505
"2021-08-02 05:39:20.373+00",1505
"2021-08-02 05:39:30.373+00",1505
"2021-08-02 05:39:40.373+00",1505
"2021-08-02 05:39:50.373+00",1505
"2021-08-02 05:40:00.381+00",1505
"2021-08-02 05:40:10.373+00",1505
"2021-08-02 05:40:20.373+00",1505
"2021-08-02 05:40:30.373+00",1505
"2021-08-02 05:40:40.373+00",1505
"2021-08-02 05:40:50.373+00",1505
"2021-08-02 05:41:00.373+00",1505
"2021-08-02 05:41:10.382+00",1505
"2021-08-02 05:41:20.373+00",1505
"2021-08-02 05:41:30.373+00",1505
"2021-08-02 05:41:40.373+00",1506
"2021-08-02 05:41:50.373+00",1506
"2021-08-02 05:42:00.373+00",1506
"2021-08-02 05:42:10.373+00",1506
"2021-08-02 05:42:20.373+00",1506
"2021-08-02 05:42:30.373+00",1506
"2021-08-02 05:42:40.373+00",1506
"2021-08-02 05:42:50.373+00",1506
"2021-08-02 05:43:00.373+00",1506
"2021-08-02 05:43:10.373+00",1506
"2021-08-02 05:43:20.373+00",1506
"2021-08-02 05:43:30.373+00",1506
"2021-08-02 05:43:40.373+00",1506
"2021-08-02 05:43:50.378+00",1506
"2021-08-02 05:44:00.379+00",1506
"2021-08-02 05:44:10.373+00",1506
"2021-08-02 05:44:20.373+00",1506
"2021-08-02 05:44:30.373+00",1506
"2021-08-02 05:44:40.373+00",1506
"2021-08-02 05:44:50.373+00",1506
"2021-08-02 05:45:00.391+00",1506
"2021-08-02 05:45:10.373+00",1506
"2021-08-02 05:45:20.373+00",1506
"2021-08-02 05:45:30.373+00",1506
"2021-08-02 05:45:40.373+00",1506
"2021-08-02 05:45:50.373+00",1506
"2021-08-02 05:46:00.373+00",1506
"2021-08-02 05:46:10.373+00",1506
"2021-08-02 05:46:20.376+00",1506
"2021-08-02 05:46:30.373+00",1506
"2021-08-02 05:46:40.373+00",1506
"2021-08-02 05:46:50.373+00",1506
"2021-08-02 05:47:00.376+00",1506
"2021-08-02 05:47:10.373+00",1506
"2021-08-02 05:47:20.373+00",1506
"2021-08-02 05:47:30.373+00",1506
"2021-08-02 05:47:40.375+00",1506
"2021-08-02 05:47:50.373+00",1506
"2021-08-02 05:48:00.373+00",1506
"2021-08-02 05:48:10.373+00",1506
"2021-08-02 05:48:20.373+00",1508
"2021-08-02 05:48:30.373+00",1508
"2021-08-02 05:48:40.373+00",1508
"2021-08-02 05:48:50.373+00",1508
"2021-08-02 05:49:00.373+00",1508
"2021-08-02 05:49:10.373+00",1508
"2021-08-02 05:49:20.373+00",1508
"2021-08-02 05:49:30.373+00",1508
"2021-08-02 05:49:40.375+00",1508
"2021-08-02 05:49:50.373+00",1508
"2021-08-02 05:50:00.373+00",1508
"2021-08-02 05:50:10.373+00",1508
"2021-08-02 05:50:20.373+00",1508
"2021-08-02 05:50:30.373+00",1508
"2021-08-02 05:50:40.373+00",1508
"2021-08-02 05:50:50.373+00",1508
"2021-08-02 05:51:00.373+00",1508
"2021-08-02 05:51:10.373+00",1508
"2021-08-02 05:51:20.373+00",1508
"2021-08-02 05:51:30.376+00",1508
"2021-08-02 05:51:40.373+00",1508
"2021-08-02 05:51:50.373+00",1508
"2021-08-02 05:52:00.373+00",1508
"2021-08-02 05:52:10.373+00",1508
"2021-08-02 05:52:20.373+00",1508
"2021-08-02 05:52:30.373+00",1508
"2021-08-02 05:52:40.373+00",1508
"2021-08-02 05:52:50.373+00",1508
"2021-08-02 05:53:00.373+00",1508
"2021-08-02 05:53:10.373+00",1508
"2021-08-02 05:53:20.373+00",1508
"2021-08-02 05:53:30.373+00",1508
"2021-08-02 05:53:40.373+00",1508
"2021-08-02 05:53:50.373+00",1508
"2021-08-02 05:54:00.373+00",1508
"2021-08-02 05:54:10.373+00",1508
"2021-08-02 05:54:20.373+00",1508
"2021-08-02 05:54:30.373+00",1508
"2021-08-02 05:54:40.373+00",1508
"2021-08-02 05:54:50.373+00",1509
"2021-08-02 05:55:00.373+00",1509
"2021-08-02 05:55:10.373+00",1509
"2021-08-02 05:55:20.373+00",1509
"2021-08-02 05:55:30.373+00",1509
"2021-08-02 05:55:40.373+00",1509
"2021-08-02 05:55:50.373+00",1509
"2021-08-02 05:56:00.373+00",1509
"2021-08-02 05:56:10.373+00",1509
"2021-08-02 05:56:20.373+00",1509
"2021-08-02 05:56:30.373+00",1509
"2021-08-02 05:56:40.373+00",1509
"2021-08-02 05:56:50.373+00",1509
"2021-08-02 05:57:00.373+00",1509
"2021-08-02 05:57:10.373+00",1509
"2021-08-02 05:57:20.373+00",1509
"2021-08-02 05:57:30.391+00",1509
"2021-08-02 05:57:40.373+00",1509
"2021-08-02 05:57:50.373+00",1509
"2021-08-02 05:58:00.373+00",1509
"2021-08-02 05:58:10.373+00",1509
"2021-08-02 05:58:20.382+00",1509
"2021-08-02 05:58:30.373+00",1509
"2021-08-02 05:58:40.373+00",1509
"2021-08-02 05:58:50.373+00",1509
"2021-08-02 05:59:00.373+00",1509
"2021-08-02 05:59:10.373+00",1509
"2021-08-02 05:59:20.373+00",1509
"2021-08-02 05:59:30.376+00",1509
"2021-08-02 05:59:40.373+00",1509
"2021-08-02 05:59:50.373+00",1509
"2021-08-02 06:00:00.381+00",1509
"2021-08-02 06:00:10.373+00",1509
"2021-08-02 06:00:20.373+00",1509
"2021-08-02 06:00:30.375+00",1509
"2021-08-02 06:00:40.373+00",1509
"2021-08-02 06:00:50.373+00",1509
"2021-08-02 06:01:00.373+00",1509
"2021-08-02 06:01:10.373+00",1509
"2021-08-02 06:01:20.373+00",1509
"2021-08-02 06:01:30.373+00",1509
"2021-08-02 06:01:40.373+00",1511
"2021-08-02 06:01:50.373+00",1511
"2021-08-02 06:02:00.373+00",1511
"2021-08-02 06:02:10.382+00",1511
"2021-08-02 06:02:20.373+00",1511
"2021-08-02 06:02:30.373+00",1511
"2021-08-02 06:02:40.373+00",1511
"2021-08-02 06:02:50.378+00",1511
"2021-08-02 06:03:00.373+00",1511
"2021-08-02 06:03:10.373+00",1511
"2021-08-02 06:03:20.373+00",1511
"2021-08-02 06:03:30.373+00",1511
"2021-08-02 06:03:40.373+00",1511
"2021-08-02 06:03:50.373+00",1511
"2021-08-02 06:04:00.373+00",1511
"2021-08-02 06:04:10.375+00",1511
"2021-08-02 06:04:20.373+00",1511
"2021-08-02 06:04:30.373+00",1511
"2021-08-02 06:04:40.373+00",1511
